hire_id,employee_id,job_id,requisition_id,hire_date,offer_date,start_date,hire_source,recruiter_employee_id,starting_salary,bonus_eligible,probation_end_date,hire_status
HIR0393,EMP0393,JOB0393,JR0393,2017-01-09,2016-12-07,2017-01-09,campus,EMP0015,64007.28,true,2017-04-09,completed
HIR0394,EMP0394,JOB0394,JR0394,2024-04-04,2024-03-26,2024-04-04,linkedin,EMP0027,120841.58,true,2024-07-03,completed
HIR0395,EMP0395,JOB0395,JR0395,2016-07-10,2016-06-13,2016-07-10,internal,EMP0038,98019.35,true,2016-10-08,completed
HIR0396,EMP0396,JOB0396,JR0396,2014-07-18,2014-06-03,2014-07-18,campus,EMP0008,176073.72,true,2014-10-16,completed
HIR0397,EMP0397,JOB0397,JR0397,2014-06-06,2014-05-22,2014-06-06,careers_site,EMP0018,42522.97,true,2014-09-04,completed
HIR0398,EMP0398,JOB0398,JR0398,2025-07-22,2025-06-08,2025-07-22,agency,EMP0004,206297.74,false,2025-10-20,completed
HIR0399,EMP0399,JOB0399,JR0399,2014-09-15,2014-08-11,2014-09-15,agency,EMP0002,152006.00,true,2014-12-14,completed
HIR0400,EMP0400,JOB0400,JR0400,2024-12-09,2024-12-01,2024-12-09,campus,EMP0008,46523.79,true,2025-03-09,completed
HIR0401,EMP0401,JOB0401,JR0401,2019-09-03,2019-08-16,2019-09-03,referral,EMP0028,78573.69,false,2019-12-02,completed
HIR0402,EMP0402,JOB0402,JR0402,2021-04-16,2021-03-11,2021-04-16,internal,EMP0047,100664.30,true,2021-07-15,completed
HIR0403,EMP0403,JOB0403,JR0403,2025-10-06,2025-08-27,2025-10-06,agency,EMP0007,161081.80,true,2026-01-04,completed
HIR0404,EMP0404,JOB0404,JR0404,2016-05-08,2016-04-27,2016-05-08,referral,EMP0021,58392.81,true,2016-08-06,completed
HIR0405,EMP0405,JOB0405,JR0405,2026-03-25,2026-02-21,2026-03-25,careers_site,EMP0040,136771.18,true,2026-06-23,completed
HIR0406,EMP0406,JOB0406,JR0406,2021-12-18,2021-11-19,2021-12-18,internal,EMP0008,151161.91,false,2022-03-18,completed
HIR0407,EMP0407,JOB0407,JR0407,2018-07-20,2018-07-11,2018-07-20,agency,EMP0024,71349.62,false,2018-10-18,completed
HIR0408,EMP0408,JOB0408,JR0408,2019-07-30,2019-07-17,2019-07-30,agency,EMP0023,45632.79,true,2019-10-28,completed
HIR0409,EMP0409,JOB0409,JR0409,2021-08-27,2021-08-08,2021-08-27,internal,EMP0034,138636.92,true,2021-11-25,completed
HIR0410,EMP0410,JOB0410,JR0410,2020-07-07,2020-05-26,2020-07-07,careers_site,EMP0024,122634.22,true,2020-10-05,completed
HIR0411,EMP0411,JOB0411,JR0411,2023-01-24,2022-12-16,2023-01-24,referral,EMP0040,136317.04,false,2023-04-24,completed
HIR0412,EMP0412,JOB0412,JR0412,2014-10-20,2014-09-17,2014-10-20,internal,EMP0001,179001.69,true,2015-01-18,completed
HIR0413,EMP0413,JOB0413,JR0413,2020-05-01,2020-03-23,2020-05-01,referral,EMP0018,191696.36,false,2020-07-30,completed
HIR0414,EMP0414,JOB0414,JR0414,2018-09-26,2018-08-21,2018-09-26,careers_site,EMP0025,122587.16,false,2018-12-25,completed
HIR0415,EMP0415,JOB0415,JR0415,2022-06-02,2022-05-07,2022-06-02,careers_site,EMP0008,61230.90,true,2022-08-31,completed
HIR0416,EMP0416,JOB0416,JR0416,2020-12-25,2020-11-10,2020-12-25,careers_site,EMP0013,62613.36,true,2021-03-25,completed
HIR0417,EMP0417,JOB0417,JR0417,2016-09-03,2016-07-25,2016-09-03,linkedin,EMP0044,148354.98,true,2016-12-02,completed
HIR0418,EMP0418,JOB0418,JR0418,2017-04-26,2017-04-01,2017-04-26,campus,EMP0041,203721.71,false,2017-07-25,completed
HIR0419,EMP0419,JOB0419,JR0419,2015-08-20,2015-08-11,2015-08-20,linkedin,EMP0046,59842.44,true,2015-11-18,completed
HIR0420,EMP0420,JOB0420,JR0420,2025-04-13,2025-02-27,2025-04-13,referral,EMP0043,165970.66,true,2025-07-12,completed
HIR0421,EMP0421,JOB0421,JR0421,2019-11-11,2019-10-21,2019-11-11,agency,EMP0040,204019.59,false,2020-02-09,completed
HIR0422,EMP0422,JOB0422,JR0422,2017-04-21,2017-03-27,2017-04-21,internal,EMP0037,206737.26,true,2017-07-20,completed
HIR0423,EMP0423,JOB0423,JR0423,2026-05-28,2026-04-29,2026-05-28,agency,EMP0013,86828.08,false,2026-08-26,completed
HIR0424,EMP0424,JOB0424,JR0424,2025-06-23,2025-05-15,2025-06-23,referral,EMP0005,193506.03,true,2025-09-21,completed
HIR0425,EMP0425,JOB0425,JR0425,2020-11-02,2020-10-13,2020-11-02,agency,EMP0046,86383.12,true,2021-01-31,completed
HIR0426,EMP0426,JOB0426,JR0426,2025-10-19,2025-09-06,2025-10-19,agency,EMP0025,70180.43,true,2026-01-17,completed
HIR0427,EMP0427,JOB0427,JR0427,2014-05-14,2014-03-31,2014-05-14,internal,EMP0014,38367.19,true,2014-08-12,completed
HIR0428,EMP0428,JOB0428,JR0428,2014-02-17,2014-02-01,2014-02-17,linkedin,EMP0041,174730.66,true,2014-05-18,completed
HIR0429,EMP0429,JOB0429,JR0429,2015-04-30,2015-04-20,2015-04-30,linkedin,EMP0011,94926.42,false,2015-07-29,completed
HIR0430,EMP0430,JOB0430,JR0430,2021-03-22,2021-02-10,2021-03-22,campus,EMP0023,74240.02,false,2021-06-20,completed
HIR0431,EMP0431,JOB0431,JR0431,2020-04-06,2020-03-18,2020-04-06,agency,EMP0035,112585.60,true,2020-07-05,completed
HIR0432,EMP0432,JOB0432,JR0432,2025-09-14,2025-08-07,2025-09-14,campus,EMP0037,37244.88,true,2025-12-13,completed
HIR0433,EMP0433,JOB0433,JR0433,2018-05-01,2018-04-06,2018-05-01,campus,EMP0003,58393.82,true,2018-07-30,completed
HIR0434,EMP0434,JOB0434,JR0434,2014-06-13,2014-05-18,2014-06-13,agency,EMP0011,59386.85,true,2014-09-11,completed
HIR0435,EMP0435,JOB0435,JR0435,2020-05-11,2020-04-01,2020-05-11,linkedin,EMP0007,83110.11,false,2020-08-09,completed
HIR0436,EMP0436,JOB0436,JR0436,2015-06-30,2015-05-20,2015-06-30,referral,EMP0043,179892.64,true,2015-09-28,completed
HIR0437,EMP0437,JOB0437,JR0437,2020-02-29,2020-01-21,2020-02-29,linkedin,EMP0017,41454.16,true,2020-05-29,completed
HIR0438,EMP0438,JOB0438,JR0438,2022-09-06,2022-08-03,2022-09-06,careers_site,EMP0003,82652.97,true,2022-12-05,completed
HIR0439,EMP0439,JOB0439,JR0439,2021-02-27,2021-02-01,2021-02-27,internal,EMP0001,161286.38,true,2021-05-28,completed
HIR0440,EMP0440,JOB0440,JR0440,2022-11-20,2022-11-07,2022-11-20,agency,EMP0001,175928.08,true,2023-02-18,completed
HIR0441,EMP0441,JOB0441,JR0441,2024-07-06,2024-06-15,2024-07-06,agency,EMP0039,121512.19,false,2024-10-04,completed
HIR0442,EMP0442,JOB0442,JR0442,2017-03-04,2017-01-31,2017-03-04,referral,EMP0033,75210.89,true,2017-06-02,completed
HIR0443,EMP0443,JOB0443,JR0443,2022-05-16,2022-04-26,2022-05-16,agency,EMP0027,205592.12,true,2022-08-14,completed
HIR0444,EMP0444,JOB0444,JR0444,2015-06-13,2015-05-04,2015-06-13,campus,EMP0037,191110.73,false,2015-09-11,completed
HIR0445,EMP0445,JOB0445,JR0445,2020-03-16,2020-03-05,2020-03-16,linkedin,EMP0001,106974.92,true,2020-06-14,completed
HIR0446,EMP0446,JOB0446,JR0446,2018-04-07,2018-03-30,2018-04-07,agency,EMP0036,150929.51,true,2018-07-06,completed
HIR0447,EMP0447,JOB0447,JR0447,2023-09-14,2023-08-05,2023-09-14,agency,EMP0037,50975.58,false,2023-12-13,completed
HIR0448,EMP0448,JOB0448,JR0448,2019-09-02,2019-07-26,2019-09-02,referral,EMP0033,83864.92,false,2019-12-01,completed
HIR0449,EMP0449,JOB0449,JR0449,2020-11-11,2020-10-01,2020-11-11,campus,EMP0001,58570.03,false,2021-02-09,completed
HIR0450,EMP0450,JOB0450,JR0450,2023-08-22,2023-08-10,2023-08-22,linkedin,EMP0021,76066.86,true,2023-11-20,completed
HIR0451,EMP0451,JOB0451,JR0451,2018-12-02,2018-10-24,2018-12-02,agency,EMP0039,191831.98,false,2019-03-02,completed
HIR0452,EMP0452,JOB0452,JR0452,2018-12-22,2018-12-07,2018-12-22,campus,EMP0027,26086.14,true,2019-03-22,completed
HIR0453,EMP0453,JOB0453,JR0453,2023-05-07,2023-03-26,2023-05-07,linkedin,EMP0027,58614.48,true,2023-08-05,completed
HIR0454,EMP0454,JOB0454,JR0454,2021-11-08,2021-10-07,2021-11-08,internal,EMP0044,58066.99,false,2022-02-06,completed
HIR0455,EMP0455,JOB0455,JR0455,2023-09-25,2023-08-28,2023-09-25,internal,EMP0040,95308.70,false,2023-12-24,completed
HIR0456,EMP0456,JOB0456,JR0456,2019-07-19,2019-06-09,2019-07-19,linkedin,EMP0050,180506.64,true,2019-10-17,completed
HIR0457,EMP0457,JOB0457,JR0457,2022-10-14,2022-09-30,2022-10-14,agency,EMP0031,140480.71,true,2023-01-12,completed
HIR0458,EMP0458,JOB0458,JR0458,2014-05-09,2014-04-03,2014-05-09,internal,EMP0003,97213.70,true,2014-08-07,completed
HIR0459,EMP0459,JOB0459,JR0459,2016-02-11,2016-02-01,2016-02-11,agency,EMP0004,113610.97,true,2016-05-11,completed
HIR0460,EMP0460,JOB0460,JR0460,2016-12-23,2016-11-24,2016-12-23,internal,EMP0034,62999.38,false,2017-03-23,completed
HIR0461,EMP0461,JOB0461,JR0461,2014-09-15,2014-08-21,2014-09-15,linkedin,EMP0033,74261.59,true,2014-12-14,completed
HIR0462,EMP0462,JOB0462,JR0462,2018-11-08,2018-09-28,2018-11-08,campus,EMP0036,86247.03,true,2019-02-06,completed
HIR0463,EMP0463,JOB0463,JR0463,2021-09-24,2021-09-01,2021-09-24,referral,EMP0006,127034.43,true,2021-12-23,completed
HIR0464,EMP0464,JOB0464,JR0464,2022-06-07,2022-04-23,2022-06-07,careers_site,EMP0014,84213.19,true,2022-09-05,completed
HIR0465,EMP0465,JOB0465,JR0465,2021-03-10,2021-02-09,2021-03-10,campus,EMP0012,89373.70,true,2021-06-08,completed
HIR0466,EMP0466,JOB0466,JR0466,2018-02-03,2017-12-26,2018-02-03,internal,EMP0041,123575.04,true,2018-05-04,completed
HIR0467,EMP0467,JOB0467,JR0467,2018-02-13,2018-01-09,2018-02-13,referral,EMP0005,20989.66,true,2018-05-14,completed
HIR0468,EMP0468,JOB0468,JR0468,2020-04-13,2020-03-13,2020-04-13,linkedin,EMP0043,60519.06,false,2020-07-12,completed
HIR0469,EMP0469,JOB0469,JR0469,2014-05-05,2014-04-13,2014-05-05,linkedin,EMP0027,89888.79,true,2014-08-03,completed
HIR0470,EMP0470,JOB0470,JR0470,2018-12-26,2018-11-11,2018-12-26,referral,EMP0013,142664.07,false,2019-03-26,completed
HIR0471,EMP0471,JOB0471,JR0471,2017-01-18,2016-12-29,2017-01-18,internal,EMP0024,98297.28,false,2017-04-18,completed
HIR0472,EMP0472,JOB0472,JR0472,2014-02-26,2014-02-13,2014-02-26,agency,EMP0020,164849.49,true,2014-05-27,completed
HIR0473,EMP0473,JOB0473,JR0473,2018-09-10,2018-07-27,2018-09-10,campus,EMP0018,87801.94,false,2018-12-09,completed
HIR0474,EMP0474,JOB0474,JR0474,2023-01-23,2023-01-06,2023-01-23,linkedin,EMP0022,135965.18,false,2023-04-23,completed
HIR0475,EMP0475,JOB0475,JR0475,2022-08-07,2022-07-10,2022-08-07,linkedin,EMP0028,53898.45,true,2022-11-05,completed
HIR0476,EMP0476,JOB0476,JR0476,2021-10-19,2021-09-15,2021-10-19,linkedin,EMP0020,127302.44,true,2022-01-17,completed
HIR0477,EMP0477,JOB0477,JR0477,2021-05-27,2021-04-12,2021-05-27,referral,EMP0046,150819.33,false,2021-08-25,completed
HIR0478,EMP0478,JOB0478,JR0478,2020-11-15,2020-11-06,2020-11-15,campus,EMP0005,122350.17,true,2021-02-13,completed
HIR0479,EMP0479,JOB0479,JR0479,2016-01-21,2015-12-08,2016-01-21,agency,EMP0027,122020.97,true,2016-04-20,completed
HIR0480,EMP0480,JOB0480,JR0480,2023-08-11,2023-07-15,2023-08-11,careers_site,EMP0012,138518.95,true,2023-11-09,completed
HIR0481,EMP0481,JOB0481,JR0481,2024-09-23,2024-08-23,2024-09-23,linkedin,EMP0021,54797.01,false,2024-12-22,completed
HIR0482,EMP0482,JOB0482,JR0482,2022-03-18,2022-02-07,2022-03-18,linkedin,EMP0044,149066.80,true,2022-06-16,completed
HIR0483,EMP0483,JOB0483,JR0483,2018-12-15,2018-11-19,2018-12-15,referral,EMP0040,126023.92,false,2019-03-15,completed
HIR0484,EMP0484,JOB0484,JR0484,2021-01-07,2020-11-30,2021-01-07,internal,EMP0013,126754.45,false,2021-04-07,completed
HIR0485,EMP0485,JOB0485,JR0485,2026-02-14,2026-01-15,2026-02-14,campus,EMP0043,71730.84,false,2026-05-15,completed
HIR0486,EMP0486,JOB0486,JR0486,2026-04-19,2026-04-12,2026-04-19,linkedin,EMP0050,58136.45,true,2026-07-18,completed
HIR0487,EMP0487,JOB0487,JR0487,2015-09-06,2015-08-30,2015-09-06,linkedin,EMP0039,97632.97,true,2015-12-05,completed
HIR0488,EMP0488,JOB0488,JR0488,2021-03-16,2021-02-27,2021-03-16,internal,EMP0050,164883.17,true,2021-06-14,completed
HIR0489,EMP0489,JOB0489,JR0489,2016-06-22,2016-05-20,2016-06-22,agency,EMP0019,188801.91,true,2016-09-20,completed
HIR0490,EMP0490,JOB0490,JR0490,2021-10-08,2021-09-11,2021-10-08,linkedin,EMP0038,202591.79,true,2022-01-06,completed
HIR0491,EMP0491,JOB0491,JR0491,2017-06-08,2017-05-05,2017-06-08,referral,EMP0040,25842.84,true,2017-09-06,completed
HIR0492,EMP0492,JOB0492,JR0492,2020-10-13,2020-09-07,2020-10-13,linkedin,EMP0024,57127.82,true,2021-01-11,completed
HIR0493,EMP0493,JOB0493,JR0493,2021-04-07,2021-03-04,2021-04-07,campus,EMP0002,55010.32,true,2021-07-06,completed
HIR0494,EMP0494,JOB0494,JR0494,2017-06-27,2017-06-06,2017-06-27,linkedin,EMP0025,55551.86,true,2017-09-25,completed
HIR0495,EMP0495,JOB0495,JR0495,2022-10-29,2022-10-07,2022-10-29,referral,EMP0034,175750.50,true,2023-01-27,completed
HIR0496,EMP0496,JOB0496,JR0496,2024-06-06,2024-05-24,2024-06-06,careers_site,EMP0029,96343.15,true,2024-09-04,completed
HIR0497,EMP0497,JOB0497,JR0497,2020-04-21,2020-04-01,2020-04-21,internal,EMP0035,41728.28,false,2020-07-20,completed
HIR0498,EMP0498,JOB0498,JR0498,2016-08-12,2016-08-02,2016-08-12,referral,EMP0014,94432.75,false,2016-11-10,completed
HIR0499,EMP0499,JOB0499,JR0499,2019-10-27,2019-10-09,2019-10-27,linkedin,EMP0040,106722.45,true,2020-01-25,completed
HIR0500,EMP0500,JOB0500,JR0500,2023-05-06,2023-04-25,2023-05-06,linkedin,EMP0027,72057.63,true,2023-08-04,completed
HIR0501,EMP0501,JOB0501,JR0501,2026-01-27,2026-01-16,2026-01-27,linkedin,EMP0005,174764.49,false,2026-04-27,completed
HIR0502,EMP0502,JOB0502,JR0502,2019-08-03,2019-07-08,2019-08-03,campus,EMP0050,53722.81,true,2019-11-01,completed
HIR0503,EMP0503,JOB0503,JR0503,2020-11-02,2020-10-21,2020-11-02,careers_site,EMP0049,85035.65,false,2021-01-31,completed
HIR0504,EMP0504,JOB0504,JR0504,2020-02-21,2020-02-12,2020-02-21,careers_site,EMP0038,151330.92,true,2020-05-21,completed
HIR0505,EMP0505,JOB0505,JR0505,2016-09-18,2016-09-06,2016-09-18,campus,EMP0011,69735.84,false,2016-12-17,completed
HIR0506,EMP0506,JOB0506,JR0506,2021-07-27,2021-06-28,2021-07-27,careers_site,EMP0044,54420.27,true,2021-10-25,completed
HIR0507,EMP0507,JOB0507,JR0507,2015-05-23,2015-04-19,2015-05-23,campus,EMP0006,34150.36,true,2015-08-21,completed
HIR0508,EMP0508,JOB0508,JR0508,2026-06-26,2026-06-19,2026-06-26,campus,EMP0043,122635.40,false,2026-09-24,completed
HIR0509,EMP0509,JOB0509,JR0509,2024-06-22,2024-05-16,2024-06-22,agency,EMP0016,187348.95,true,2024-09-20,completed
HIR0510,EMP0510,JOB0510,JR0510,2015-01-06,2014-12-17,2015-01-06,campus,EMP0011,164115.88,false,2015-04-06,completed
HIR0511,EMP0511,JOB0511,JR0511,2024-12-06,2024-11-07,2024-12-06,internal,EMP0002,57495.16,true,2025-03-06,completed
HIR0512,EMP0512,JOB0512,JR0512,2020-10-25,2020-10-13,2020-10-25,campus,EMP0031,74192.72,true,2021-01-23,completed
HIR0513,EMP0513,JOB0513,JR0513,2020-11-09,2020-10-10,2020-11-09,referral,EMP0040,108247.18,true,2021-02-07,completed
HIR0514,EMP0514,JOB0514,JR0514,2021-07-18,2021-07-07,2021-07-18,careers_site,EMP0020,140004.34,true,2021-10-16,completed
HIR0515,EMP0515,JOB0515,JR0515,2019-07-05,2019-06-08,2019-07-05,campus,EMP0040,26259.17,true,2019-10-03,completed
HIR0516,EMP0516,JOB0516,JR0516,2022-08-09,2022-07-31,2022-08-09,careers_site,EMP0041,97291.14,true,2022-11-07,completed
HIR0517,EMP0517,JOB0517,JR0517,2023-11-13,2023-10-16,2023-11-13,internal,EMP0033,201340.23,true,2024-02-11,completed
HIR0518,EMP0518,JOB0518,JR0518,2020-11-29,2020-11-19,2020-11-29,linkedin,EMP0042,18656.28,true,2021-02-27,completed
HIR0519,EMP0519,JOB0519,JR0519,2019-01-11,2018-12-12,2019-01-11,campus,EMP0017,165059.01,false,2019-04-11,completed
HIR0520,EMP0520,JOB0520,JR0520,2014-10-09,2014-09-03,2014-10-09,linkedin,EMP0006,175354.52,false,2015-01-07,completed
HIR0521,EMP0521,JOB0521,JR0521,2019-11-06,2019-10-01,2019-11-06,internal,EMP0046,151640.09,false,2020-02-04,completed
HIR0522,EMP0522,JOB0522,JR0522,2020-04-23,2020-03-28,2020-04-23,campus,EMP0008,118374.85,true,2020-07-22,completed
HIR0523,EMP0523,JOB0523,JR0523,2021-06-18,2021-05-29,2021-06-18,referral,EMP0042,149448.93,false,2021-09-16,completed
HIR0524,EMP0524,JOB0524,JR0524,2022-07-12,2022-07-03,2022-07-12,internal,EMP0001,149401.70,true,2022-10-10,completed
HIR0525,EMP0525,JOB0525,JR0525,2014-09-13,2014-08-01,2014-09-13,campus,EMP0018,162646.09,true,2014-12-12,completed
HIR0526,EMP0526,JOB0526,JR0526,2018-06-03,2018-05-27,2018-06-03,careers_site,EMP0017,122013.52,true,2018-09-01,completed
HIR0527,EMP0527,JOB0527,JR0527,2017-05-19,2017-04-20,2017-05-19,campus,EMP0025,175724.50,false,2017-08-17,completed
HIR0528,EMP0528,JOB0528,JR0528,2020-06-16,2020-05-30,2020-06-16,internal,EMP0041,123716.47,true,2020-09-14,completed
HIR0529,EMP0529,JOB0529,JR0529,2018-12-08,2018-11-04,2018-12-08,referral,EMP0020,108250.66,false,2019-03-08,completed
HIR0530,EMP0530,JOB0530,JR0530,2019-02-15,2019-01-12,2019-02-15,campus,EMP0021,190048.30,true,2019-05-16,completed
HIR0531,EMP0531,JOB0531,JR0531,2020-04-27,2020-03-27,2020-04-27,referral,EMP0041,97819.50,true,2020-07-26,completed
HIR0532,EMP0532,JOB0532,JR0532,2023-11-28,2023-11-08,2023-11-28,internal,EMP0019,147629.60,true,2024-02-26,completed
HIR0533,EMP0533,JOB0533,JR0533,2023-08-16,2023-07-03,2023-08-16,referral,EMP0026,96827.79,true,2023-11-14,completed
HIR0534,EMP0534,JOB0534,JR0534,2025-02-01,2025-01-01,2025-02-01,agency,EMP0008,85901.97,true,2025-05-02,completed
HIR0535,EMP0535,JOB0535,JR0535,2017-09-07,2017-08-02,2017-09-07,internal,EMP0043,98070.07,true,2017-12-06,completed
HIR0536,EMP0536,JOB0536,JR0536,2025-08-21,2025-07-19,2025-08-21,internal,EMP0023,175829.91,false,2025-11-19,completed
HIR0537,EMP0537,JOB0537,JR0537,2018-07-27,2018-06-15,2018-07-27,campus,EMP0018,33550.13,false,2018-10-25,completed
HIR0538,EMP0538,JOB0538,JR0538,2018-04-11,2018-03-30,2018-04-11,referral,EMP0046,82254.63,true,2018-07-10,completed
HIR0539,EMP0539,JOB0539,JR0539,2026-06-06,2026-05-26,2026-06-06,internal,EMP0020,114270.60,false,2026-09-04,completed
HIR0540,EMP0540,JOB0540,JR0540,2017-04-17,2017-03-04,2017-04-17,careers_site,EMP0006,154062.26,true,2017-07-16,completed
HIR0541,EMP0541,JOB0541,JR0541,2019-06-22,2019-06-01,2019-06-22,campus,EMP0008,70626.37,true,2019-09-20,completed
HIR0542,EMP0542,JOB0542,JR0542,2025-09-29,2025-09-21,2025-09-29,referral,EMP0010,109350.77,false,2025-12-28,completed
HIR0543,EMP0543,JOB0543,JR0543,2025-04-25,2025-04-17,2025-04-25,agency,EMP0003,86307.60,true,2025-07-24,completed
HIR0544,EMP0544,JOB0544,JR0544,2024-02-18,2024-01-12,2024-02-18,campus,EMP0035,22204.90,false,2024-05-18,completed
HIR0545,EMP0545,JOB0545,JR0545,2019-01-09,2018-12-17,2019-01-09,agency,EMP0035,152418.16,true,2019-04-09,completed
HIR0546,EMP0546,JOB0546,JR0546,2021-03-26,2021-02-22,2021-03-26,careers_site,EMP0036,69099.79,false,2021-06-24,completed
HIR0547,EMP0547,JOB0547,JR0547,2016-06-22,2016-06-03,2016-06-22,agency,EMP0039,124799.34,true,2016-09-20,completed
HIR0548,EMP0548,JOB0548,JR0548,2015-03-03,2015-02-18,2015-03-03,agency,EMP0034,95170.39,false,2015-06-01,completed
HIR0549,EMP0549,JOB0549,JR0549,2015-11-02,2015-10-11,2015-11-02,careers_site,EMP0031,58075.12,false,2016-01-31,completed
HIR0550,EMP0550,JOB0550,JR0550,2015-07-09,2015-06-04,2015-07-09,careers_site,EMP0042,126835.54,true,2015-10-07,completed
HIR0551,EMP0551,JOB0551,JR0551,2024-03-22,2024-02-17,2024-03-22,careers_site,EMP0022,147933.38,true,2024-06-20,completed
HIR0552,EMP0552,JOB0552,JR0552,2016-12-13,2016-11-01,2016-12-13,internal,EMP0014,60804.55,false,2017-03-13,completed
HIR0553,EMP0553,JOB0553,JR0553,2019-01-15,2019-01-04,2019-01-15,linkedin,EMP0038,126029.12,true,2019-04-15,completed
HIR0554,EMP0554,JOB0554,JR0554,2022-09-09,2022-08-26,2022-09-09,campus,EMP0005,37196.43,true,2022-12-08,completed
HIR0555,EMP0555,JOB0555,JR0555,2016-05-07,2016-04-24,2016-05-07,internal,EMP0025,18597.61,false,2016-08-05,completed
HIR0556,EMP0556,JOB0556,JR0556,2017-09-20,2017-08-14,2017-09-20,internal,EMP0006,161228.78,false,2017-12-19,completed
HIR0557,EMP0557,JOB0557,JR0557,2024-11-08,2024-10-23,2024-11-08,referral,EMP0033,110983.81,true,2025-02-06,completed
HIR0558,EMP0558,JOB0558,JR0558,2023-09-19,2023-08-09,2023-09-19,agency,EMP0043,126263.57,false,2023-12-18,completed
HIR0559,EMP0559,JOB0559,JR0559,2019-04-19,2019-04-01,2019-04-19,internal,EMP0033,22717.28,true,2019-07-18,completed
HIR0560,EMP0560,JOB0560,JR0560,2014-11-17,2014-11-05,2014-11-17,internal,EMP0045,34782.38,false,2015-02-15,completed
HIR0561,EMP0561,JOB0561,JR0561,2021-09-02,2021-07-30,2021-09-02,internal,EMP0046,188822.27,true,2021-12-01,completed
HIR0562,EMP0562,JOB0562,JR0562,2022-08-12,2022-07-11,2022-08-12,linkedin,EMP0031,58503.36,true,2022-11-10,completed
HIR0563,EMP0563,JOB0563,JR0563,2022-05-03,2022-04-26,2022-05-03,careers_site,EMP0048,165084.71,false,2022-08-01,completed
HIR0564,EMP0564,JOB0564,JR0564,2017-10-17,2017-09-23,2017-10-17,linkedin,EMP0017,125472.30,true,2018-01-15,completed
HIR0565,EMP0565,JOB0565,JR0565,2021-12-20,2021-11-13,2021-12-20,referral,EMP0035,126361.02,false,2022-03-20,completed
HIR0566,EMP0566,JOB0566,JR0566,2017-11-28,2017-10-22,2017-11-28,careers_site,EMP0017,201151.42,true,2018-02-26,completed
HIR0567,EMP0567,JOB0567,JR0567,2017-05-23,2017-04-21,2017-05-23,linkedin,EMP0050,176186.71,false,2017-08-21,completed
HIR0568,EMP0568,JOB0568,JR0568,2023-09-17,2023-08-14,2023-09-17,referral,EMP0029,83166.04,false,2023-12-16,completed
HIR0569,EMP0569,JOB0569,JR0569,2016-06-27,2016-05-17,2016-06-27,careers_site,EMP0017,192346.92,true,2016-09-25,completed
HIR0570,EMP0570,JOB0570,JR0570,2014-02-14,2014-02-02,2014-02-14,agency,EMP0002,21890.83,false,2014-05-15,completed
HIR0571,EMP0571,JOB0571,JR0571,2025-05-24,2025-05-01,2025-05-24,careers_site,EMP0014,202305.04,false,2025-08-22,completed
HIR0572,EMP0572,JOB0572,JR0572,2017-05-25,2017-05-05,2017-05-25,careers_site,EMP0049,124170.84,false,2017-08-23,completed
HIR0573,EMP0573,JOB0573,JR0573,2023-06-23,2023-06-09,2023-06-23,referral,EMP0020,165223.34,true,2023-09-21,completed
HIR0574,EMP0574,JOB0574,JR0574,2024-10-31,2024-09-25,2024-10-31,internal,EMP0035,187567.27,true,2025-01-29,completed
HIR0575,EMP0575,JOB0575,JR0575,2017-12-06,2017-11-21,2017-12-06,careers_site,EMP0025,111324.61,true,2018-03-06,completed
HIR0576,EMP0576,JOB0576,JR0576,2024-08-14,2024-07-19,2024-08-14,agency,EMP0007,153557.13,true,2024-11-12,completed
HIR0577,EMP0577,JOB0577,JR0577,2026-01-19,2025-12-11,2026-01-19,internal,EMP0023,187232.33,true,2026-04-19,completed
HIR0578,EMP0578,JOB0578,JR0578,2024-01-28,2023-12-31,2024-01-28,campus,EMP0038,109048.99,false,2024-04-27,completed
HIR0579,EMP0579,JOB0579,JR0579,2014-06-30,2014-06-22,2014-06-30,agency,EMP0018,193567.56,true,2014-09-28,completed
HIR0580,EMP0580,JOB0580,JR0580,2014-01-23,2014-01-08,2014-01-23,internal,EMP0003,149318.51,true,2014-04-23,completed
HIR0581,EMP0581,JOB0581,JR0581,2014-10-29,2014-09-15,2014-10-29,campus,EMP0008,163417.50,false,2015-01-27,completed
HIR0582,EMP0582,JOB0582,JR0582,2017-11-30,2017-11-06,2017-11-30,internal,EMP0049,53137.42,false,2018-02-28,completed
HIR0583,EMP0583,JOB0583,JR0583,2018-06-25,2018-05-29,2018-06-25,referral,EMP0017,124784.15,true,2018-09-23,completed
HIR0584,EMP0584,JOB0584,JR0584,2016-05-19,2016-05-06,2016-05-19,referral,EMP0007,193621.72,true,2016-08-17,completed
HIR0585,EMP0585,JOB0585,JR0585,2018-05-11,2018-03-30,2018-05-11,linkedin,EMP0028,72212.35,true,2018-08-09,completed
HIR0586,EMP0586,JOB0586,JR0586,2021-09-26,2021-08-19,2021-09-26,internal,EMP0021,153969.65,true,2021-12-25,completed
HIR0587,EMP0587,JOB0587,JR0587,2023-05-08,2023-04-03,2023-05-08,careers_site,EMP0006,167387.08,true,2023-08-06,completed
HIR0588,EMP0588,JOB0588,JR0588,2014-12-11,2014-11-06,2014-12-11,linkedin,EMP0048,160587.57,true,2015-03-11,completed
HIR0589,EMP0589,JOB0589,JR0589,2023-03-10,2023-02-14,2023-03-10,internal,EMP0010,151155.04,true,2023-06-08,completed
