termination_id,employee_id,job_id,termination_date,last_working_day,notice_date,termination_type,termination_reason,rehire_eligible,exit_interview_completed,initiated_by,department
TRM0461,EMP0461,JOB0461,2021-07-07,2021-07-07,2021-06-14,involuntary,restructuring,false,true,employee,Legal
TRM0462,EMP0462,JOB0462,2019-02-21,2019-02-21,2019-01-23,involuntary,end_of_contract,false,true,employee,Marketing
TRM0463,EMP0463,JOB0463,2026-05-29,2026-05-29,2026-05-01,involuntary,restructuring,false,false,system,Legal
TRM0464,EMP0464,JOB0464,2024-03-04,2024-03-04,2024-02-18,contract_end,restructuring,true,false,system,Supply Chain
TRM0465,EMP0465,JOB0465,2025-05-10,2025-05-10,2025-04-20,contract_end,better_opportunity,false,true,manager,Product
TRM0466,EMP0466,JOB0466,2023-11-24,2023-11-24,2023-10-28,voluntary,relocation,true,false,employee,Customer Success
TRM0467,EMP0467,JOB0467,2020-04-04,2020-04-04,2020-03-09,involuntary,relocation,false,false,system,Customer Success
TRM0468,EMP0468,JOB0468,2021-07-16,2021-07-16,2021-06-25,retirement,restructuring,true,true,hr,Marketing
TRM0469,EMP0469,JOB0469,2016-03-04,2016-03-04,2016-02-22,retirement,end_of_contract,true,true,system,Security
TRM0470,EMP0470,JOB0470,2025-04-11,2025-04-11,2025-03-30,voluntary,retirement,true,true,manager,Marketing
TRM0471,EMP0471,JOB0471,2023-04-11,2023-04-11,2023-03-12,retirement,relocation,true,false,manager,Security
TRM0472,EMP0472,JOB0472,2016-04-03,2016-04-03,2016-03-18,contract_end,mutual_agreement,false,true,employee,Legal
TRM0473,EMP0473,JOB0473,2026-04-22,2026-04-22,2026-03-25,contract_end,voluntary_resignation,false,true,hr,Finance
TRM0474,EMP0474,JOB0474,2026-03-23,2026-03-23,2026-03-22,contract_end,end_of_contract,true,true,hr,Engineering
TRM0475,EMP0475,JOB0475,2024-03-05,2024-03-05,2024-02-12,voluntary,end_of_contract,false,true,system,Security
TRM0476,EMP0476,JOB0476,2026-01-30,2026-01-30,2026-01-23,contract_end,mutual_agreement,false,true,hr,Engineering
TRM0477,EMP0477,JOB0477,2025-01-03,2025-01-03,2024-12-13,involuntary,retirement,true,true,system,Product
TRM0478,EMP0478,JOB0478,2026-01-31,2026-01-31,2026-01-09,contract_end,attendance,true,false,hr,Finance
TRM0479,EMP0479,JOB0479,2021-09-18,2021-09-18,2021-08-27,retirement,end_of_contract,true,true,manager,Supply Chain
TRM0480,EMP0480,JOB0480,2025-10-06,2025-10-06,2025-09-21,voluntary,voluntary_resignation,true,true,system,Operations
TRM0481,EMP0481,JOB0481,2026-04-05,2026-04-05,2026-03-17,contract_end,retirement,false,true,system,Supply Chain
TRM0482,EMP0482,JOB0482,2024-05-30,2024-05-30,2024-05-21,voluntary,relocation,true,true,manager,Operations
TRM0483,EMP0483,JOB0483,2020-02-20,2020-02-20,2020-02-13,contract_end,attendance,true,true,manager,Legal
TRM0484,EMP0484,JOB0484,2022-05-19,2022-05-19,2022-05-01,voluntary,attendance,false,false,manager,IT
TRM0485,EMP0485,JOB0485,2026-06-24,2026-06-24,2026-06-18,retirement,mutual_agreement,false,false,hr,Marketing
TRM0486,EMP0486,JOB0486,2026-08-04,2026-08-04,2026-08-03,involuntary,better_opportunity,false,false,hr,Product
TRM0487,EMP0487,JOB0487,2019-04-07,2019-04-07,2019-03-16,contract_end,end_of_contract,false,true,system,HR
TRM0488,EMP0488,JOB0488,2025-04-13,2025-04-13,2025-04-13,voluntary,retirement,true,false,hr,Sales
TRM0489,EMP0489,JOB0489,2023-06-21,2023-06-21,2023-06-09,involuntary,mutual_agreement,false,false,manager,Engineering
TRM0490,EMP0490,JOB0490,2023-11-29,2023-11-29,2023-11-19,retirement,attendance,true,true,system,Finance
TRM0491,EMP0491,JOB0491,2019-07-23,2019-07-23,2019-06-30,involuntary,voluntary_resignation,false,true,employee,Security
TRM0492,EMP0492,JOB0492,2025-10-28,2025-10-28,2025-10-04,retirement,restructuring,true,true,manager,Finance
TRM0493,EMP0493,JOB0493,2022-09-24,2022-09-24,2022-09-03,retirement,relocation,false,false,hr,HR
TRM0494,EMP0494,JOB0494,2025-12-21,2025-12-21,2025-11-26,retirement,retirement,false,true,system,Product
TRM0495,EMP0495,JOB0495,2026-04-08,2026-04-08,2026-03-16,involuntary,mutual_agreement,false,true,manager,Security
TRM0496,EMP0496,JOB0496,2025-01-28,2025-01-28,2025-01-22,involuntary,restructuring,true,true,manager,Data
TRM0497,EMP0497,JOB0497,2022-09-18,2022-09-18,2022-08-25,involuntary,mutual_agreement,false,true,employee,Data
TRM0498,EMP0498,JOB0498,2021-01-10,2021-01-10,2020-12-27,contract_end,better_opportunity,true,false,manager,HR
TRM0499,EMP0499,JOB0499,2024-03-04,2024-03-04,2024-02-23,involuntary,better_opportunity,true,false,manager,HR
TRM0500,EMP0500,JOB0500,2024-11-15,2024-11-15,2024-11-05,retirement,retirement,true,false,manager,Product
TRM0501,EMP0501,JOB0501,2026-05-30,2026-05-30,2026-05-11,voluntary,end_of_contract,false,true,manager,Legal
TRM0502,EMP0502,JOB0502,2021-12-10,2021-12-10,2021-11-25,contract_end,better_opportunity,true,false,manager,HR
TRM0503,EMP0503,JOB0503,2024-12-27,2024-12-27,2024-12-10,involuntary,retirement,true,true,system,Marketing
TRM0504,EMP0504,JOB0504,2026-05-18,2026-05-18,2026-04-18,contract_end,attendance,true,false,hr,Legal
TRM0505,EMP0505,JOB0505,2025-04-28,2025-04-28,2025-04-02,voluntary,performance,true,true,hr,Security
TRM0506,EMP0506,JOB0506,2023-02-12,2023-02-12,2023-01-20,retirement,performance,true,false,manager,Marketing
TRM0507,EMP0507,JOB0507,2022-12-14,2022-12-14,2022-11-14,retirement,attendance,true,true,employee,Sales
TRM0508,EMP0508,JOB0508,2026-09-24,2026-09-24,2026-08-28,involuntary,relocation,false,true,hr,Data
TRM0509,EMP0509,JOB0509,2025-09-28,2025-09-28,2025-09-02,voluntary,better_opportunity,false,false,manager,Product
TRM0510,EMP0510,JOB0510,2023-10-26,2023-10-26,2023-10-18,contract_end,mutual_agreement,false,true,employee,Customer Success
TRM0511,EMP0511,JOB0511,2025-08-11,2025-08-11,2025-08-02,contract_end,restructuring,true,true,system,Legal
TRM0512,EMP0512,JOB0512,2026-03-25,2026-03-25,2026-03-13,voluntary,retirement,false,true,system,Data
TRM0513,EMP0513,JOB0513,2026-02-21,2026-02-21,2026-01-27,retirement,better_opportunity,true,true,system,Marketing
TRM0514,EMP0514,JOB0514,2024-07-29,2024-07-29,2024-07-23,voluntary,voluntary_resignation,true,false,system,Product
TRM0515,EMP0515,JOB0515,2025-08-21,2025-08-21,2025-08-04,contract_end,performance,true,true,hr,IT
TRM0516,EMP0516,JOB0516,2023-12-24,2023-12-24,2023-11-24,involuntary,attendance,true,true,system,Data
TRM0517,EMP0517,JOB0517,2024-04-12,2024-04-12,2024-04-04,contract_end,relocation,true,false,manager,IT
TRM0518,EMP0518,JOB0518,2021-07-27,2021-07-27,2021-06-27,contract_end,better_opportunity,false,true,employee,Product
TRM0519,EMP0519,JOB0519,2021-07-27,2021-07-27,2021-06-28,voluntary,better_opportunity,true,false,employee,Finance
TRM0520,EMP0520,JOB0520,2019-10-06,2019-10-06,2019-10-02,involuntary,performance,true,true,system,Security
TRM0521,EMP0521,JOB0521,2025-03-30,2025-03-30,2025-03-08,contract_end,restructuring,false,false,employee,HR
TRM0522,EMP0522,JOB0522,2026-03-24,2026-03-24,2026-03-22,involuntary,mutual_agreement,true,true,employee,Marketing
TRM0523,EMP0523,JOB0523,2026-07-10,2026-07-10,2026-06-14,retirement,mutual_agreement,true,false,employee,Finance
TRM0524,EMP0524,JOB0524,2025-01-27,2025-01-27,2025-01-22,retirement,retirement,true,false,system,Product
TRM0525,EMP0525,JOB0525,2023-11-03,2023-11-03,2023-10-26,involuntary,mutual_agreement,false,true,manager,HR
TRM0526,EMP0526,JOB0526,2023-12-07,2023-12-07,2023-11-26,voluntary,end_of_contract,true,true,manager,Data
TRM0527,EMP0527,JOB0527,2022-05-30,2022-05-30,2022-05-13,contract_end,voluntary_resignation,false,true,system,Data
TRM0528,EMP0528,JOB0528,2021-12-07,2021-12-07,2021-11-24,retirement,relocation,false,false,employee,Data
TRM0529,EMP0529,JOB0529,2026-02-24,2026-02-24,2026-02-21,involuntary,restructuring,true,true,manager,Engineering
TRM0530,EMP0530,JOB0530,2025-11-21,2025-11-21,2025-11-13,voluntary,retirement,false,true,employee,Marketing
TRM0531,EMP0531,JOB0531,2022-08-08,2022-08-08,2022-07-28,involuntary,relocation,false,false,employee,Marketing
TRM0532,EMP0532,JOB0532,2026-03-21,2026-03-21,2026-03-07,retirement,better_opportunity,true,true,system,HR
TRM0533,EMP0533,JOB0533,2025-04-25,2025-04-25,2025-04-08,involuntary,better_opportunity,true,false,manager,Product
TRM0534,EMP0534,JOB0534,2025-07-09,2025-07-09,2025-06-17,voluntary,relocation,true,true,employee,Facilities
TRM0535,EMP0535,JOB0535,2026-03-11,2026-03-11,2026-02-16,contract_end,retirement,true,true,employee,Marketing
TRM0536,EMP0536,JOB0536,2026-07-20,2026-07-20,2026-07-19,retirement,attendance,true,true,employee,Security
TRM0537,EMP0537,JOB0537,2022-07-10,2022-07-10,2022-06-17,involuntary,retirement,true,false,manager,Data
TRM0538,EMP0538,JOB0538,2021-08-30,2021-08-30,2021-08-27,voluntary,relocation,false,true,system,Engineering
TRM0539,EMP0539,JOB0539,2026-09-04,2026-09-04,2026-09-03,contract_end,retirement,false,false,manager,Finance
TRM0540,EMP0540,JOB0540,2021-08-06,2021-08-06,2021-08-06,involuntary,end_of_contract,true,true,employee,Marketing
TRM0541,EMP0541,JOB0541,2024-02-25,2024-02-25,2024-01-31,involuntary,relocation,true,true,employee,Operations
TRM0542,EMP0542,JOB0542,2026-05-09,2026-05-09,2026-04-19,voluntary,better_opportunity,true,false,hr,Engineering
TRM0543,EMP0543,JOB0543,2026-01-24,2026-01-24,2026-01-03,retirement,end_of_contract,true,false,employee,Security
TRM0544,EMP0544,JOB0544,2025-08-08,2025-08-08,2025-07-12,retirement,voluntary_resignation,false,false,manager,Product
TRM0545,EMP0545,JOB0545,2023-08-09,2023-08-09,2023-08-01,involuntary,mutual_agreement,true,false,employee,Product
TRM0546,EMP0546,JOB0546,2023-09-17,2023-09-17,2023-08-21,voluntary,restructuring,false,false,manager,Product
TRM0547,EMP0547,JOB0547,2023-07-03,2023-07-03,2023-06-17,voluntary,performance,false,false,manager,Product
TRM0548,EMP0548,JOB0548,2023-07-21,2023-07-21,2023-07-20,voluntary,performance,true,true,manager,Security
TRM0549,EMP0549,JOB0549,2026-08-01,2026-08-01,2026-08-01,involuntary,better_opportunity,true,true,system,Data
TRM0550,EMP0550,JOB0550,2021-05-24,2021-05-24,2021-04-26,voluntary,better_opportunity,true,false,system,Customer Success
TRM0551,EMP0551,JOB0551,2024-12-11,2024-12-11,2024-11-14,retirement,voluntary_resignation,false,true,manager,Engineering
TRM0552,EMP0552,JOB0552,2019-12-06,2019-12-06,2019-12-03,retirement,restructuring,false,false,manager,Product
TRM0553,EMP0553,JOB0553,2020-11-14,2020-11-14,2020-10-28,involuntary,relocation,true,false,employee,Engineering
TRM0554,EMP0554,JOB0554,2025-10-03,2025-10-03,2025-09-21,contract_end,performance,true,true,manager,HR
TRM0555,EMP0555,JOB0555,2026-03-15,2026-03-15,2026-03-12,involuntary,mutual_agreement,false,false,employee,Facilities
TRM0556,EMP0556,JOB0556,2020-12-24,2020-12-24,2020-12-06,contract_end,attendance,false,false,system,Finance
TRM0557,EMP0557,JOB0557,2025-04-28,2025-04-28,2025-04-23,contract_end,performance,false,false,employee,Customer Success
TRM0558,EMP0558,JOB0558,2025-02-17,2025-02-17,2025-01-27,involuntary,mutual_agreement,false,true,employee,Marketing
TRM0559,EMP0559,JOB0559,2020-12-12,2020-12-12,2020-12-12,voluntary,mutual_agreement,false,true,hr,IT
TRM0560,EMP0560,JOB0560,2025-08-16,2025-08-16,2025-07-30,voluntary,better_opportunity,true,true,hr,Marketing
TRM0561,EMP0561,JOB0561,2023-09-16,2023-09-16,2023-08-27,involuntary,mutual_agreement,false,true,manager,Legal
TRM0562,EMP0562,JOB0562,2023-11-25,2023-11-25,2023-11-18,contract_end,performance,false,false,manager,Legal
TRM0563,EMP0563,JOB0563,2022-10-13,2022-10-13,2022-09-21,contract_end,retirement,true,false,employee,Marketing
TRM0564,EMP0564,JOB0564,2026-04-25,2026-04-25,2026-03-30,retirement,relocation,true,false,manager,Sales
TRM0565,EMP0565,JOB0565,2023-01-10,2023-01-10,2022-12-11,contract_end,better_opportunity,true,true,system,Supply Chain
TRM0566,EMP0566,JOB0566,2024-04-06,2024-04-06,2024-03-28,retirement,voluntary_resignation,false,false,manager,Legal
TRM0567,EMP0567,JOB0567,2022-03-10,2022-03-10,2022-03-03,contract_end,relocation,true,false,hr,Engineering
TRM0568,EMP0568,JOB0568,2025-10-23,2025-10-23,2025-10-08,voluntary,restructuring,true,true,manager,Facilities
TRM0569,EMP0569,JOB0569,2019-11-20,2019-11-20,2019-11-03,involuntary,mutual_agreement,true,false,system,Data
TRM0570,EMP0570,JOB0570,2017-07-13,2017-07-13,2017-06-28,retirement,retirement,false,true,manager,Legal
TRM0571,EMP0571,JOB0571,2026-05-04,2026-05-04,2026-04-13,contract_end,restructuring,false,true,manager,IT
TRM0572,EMP0572,JOB0572,2024-09-12,2024-09-12,2024-08-24,voluntary,performance,true,false,employee,Product
TRM0573,EMP0573,JOB0573,2026-02-13,2026-02-13,2026-01-28,contract_end,attendance,true,true,manager,Marketing
TRM0574,EMP0574,JOB0574,2026-04-09,2026-04-09,2026-03-13,retirement,better_opportunity,true,true,system,Sales
TRM0575,EMP0575,JOB0575,2025-05-05,2025-05-05,2025-04-26,contract_end,better_opportunity,true,false,system,Engineering
TRM0576,EMP0576,JOB0576,2024-11-19,2024-11-19,2024-11-04,retirement,end_of_contract,true,true,manager,Facilities
TRM0577,EMP0577,JOB0577,2026-05-30,2026-05-30,2026-05-18,retirement,mutual_agreement,true,true,manager,Customer Success
TRM0578,EMP0578,JOB0578,2024-07-26,2024-07-26,2024-07-09,contract_end,voluntary_resignation,true,true,system,Legal
TRM0579,EMP0579,JOB0579,2021-03-22,2021-03-22,2021-03-05,retirement,end_of_contract,true,false,hr,HR
TRM0580,EMP0580,JOB0580,2018-08-11,2018-08-11,2018-07-25,voluntary,mutual_agreement,true,false,employee,Marketing
TRM0581,EMP0581,JOB0581,2015-03-16,2015-03-16,2015-03-13,retirement,relocation,true,true,manager,Marketing
TRM0582,EMP0582,JOB0582,2019-02-24,2019-02-24,2019-02-14,contract_end,voluntary_resignation,false,false,hr,Marketing
TRM0583,EMP0583,JOB0583,2021-02-13,2021-02-13,2021-02-08,voluntary,relocation,false,false,hr,IT
TRM0584,EMP0584,JOB0584,2024-02-02,2024-02-02,2024-01-08,involuntary,restructuring,false,true,manager,Finance
TRM0585,EMP0585,JOB0585,2024-10-16,2024-10-16,2024-10-04,voluntary,relocation,false,false,system,Finance
TRM0586,EMP0586,JOB0586,2023-03-04,2023-03-04,2023-02-03,retirement,relocation,false,false,hr,Finance
TRM0587,EMP0587,JOB0587,2025-06-14,2025-06-14,2025-05-29,contract_end,voluntary_resignation,true,false,hr,IT
TRM0588,EMP0588,JOB0588,2023-07-20,2023-07-20,2023-06-22,retirement,retirement,true,true,manager,Customer Success
TRM0589,EMP0589,JOB0589,2026-06-06,2026-06-06,2026-05-28,retirement,retirement,true,true,hr,Sales
TRM0590,EMP0590,JOB0590,2024-12-24,2024-12-24,2024-11-28,retirement,end_of_contract,true,true,employee,Customer Success
TRM0591,EMP0591,JOB0591,2025-10-16,2025-10-16,2025-10-08,involuntary,voluntary_resignation,true,true,employee,Customer Success
TRM0592,EMP0592,JOB0592,2026-08-04,2026-08-04,2026-07-25,voluntary,performance,false,true,employee,Marketing
TRM0593,EMP0593,JOB0593,2021-04-07,2021-04-07,2021-03-14,retirement,attendance,true,true,system,Product
TRM0594,EMP0594,JOB0594,2022-12-24,2022-12-24,2022-12-06,involuntary,performance,false,true,hr,IT
TRM0595,EMP0595,JOB0595,2018-07-11,2018-07-11,2018-06-23,voluntary,attendance,false,true,manager,Data
TRM0596,EMP0596,JOB0596,2023-05-07,2023-05-07,2023-04-11,retirement,performance,false,false,employee,Facilities
TRM0597,EMP0597,JOB0597,2022-01-07,2022-01-07,2021-12-29,retirement,mutual_agreement,true,true,manager,HR
TRM0598,EMP0598,JOB0598,2020-07-18,2020-07-18,2020-06-22,involuntary,better_opportunity,true,true,system,Sales
TRM0599,EMP0599,JOB0599,2025-07-02,2025-07-02,2025-06-27,contract_end,restructuring,false,false,employee,Facilities
TRM0600,EMP0600,JOB0600,2025-09-02,2025-09-02,2025-08-03,involuntary,attendance,false,false,manager,Customer Success
TRM0601,EMP0601,JOB0601,2023-08-23,2023-08-23,2023-08-04,contract_end,better_opportunity,false,false,hr,Operations
TRM0602,EMP0602,JOB0602,2026-07-16,2026-07-16,2026-06-21,contract_end,performance,true,true,hr,Data
TRM0603,EMP0603,JOB0603,2022-10-08,2022-10-08,2022-09-25,contract_end,performance,false,true,manager,Supply Chain
TRM0604,EMP0604,JOB0604,2024-01-16,2024-01-16,2024-01-06,retirement,attendance,false,false,manager,IT
TRM0605,EMP0605,JOB0605,2024-12-23,2024-12-23,2024-12-14,contract_end,restructuring,true,true,employee,Facilities
TRM0606,EMP0606,JOB0606,2024-05-25,2024-05-25,2024-05-02,involuntary,end_of_contract,true,false,system,Supply Chain
TRM0607,EMP0607,JOB0607,2026-08-04,2026-08-04,2026-07-08,contract_end,retirement,true,true,employee,Facilities
TRM0608,EMP0608,JOB0608,2019-02-14,2019-02-14,2019-02-03,retirement,retirement,true,true,manager,Facilities
TRM0609,EMP0609,JOB0609,2023-10-20,2023-10-20,2023-09-30,contract_end,relocation,true,true,system,Legal
TRM0610,EMP0610,JOB0610,2023-07-24,2023-07-24,2023-07-12,voluntary,performance,false,false,manager,Product
TRM0611,EMP0611,JOB0611,2026-04-18,2026-04-18,2026-04-11,retirement,mutual_agreement,false,true,manager,Marketing
TRM0612,EMP0612,JOB0612,2026-05-02,2026-05-02,2026-04-05,involuntary,performance,true,true,system,Data
TRM0613,EMP0613,JOB0613,2025-12-11,2025-12-11,2025-11-19,retirement,relocation,false,false,manager,Sales
TRM0614,EMP0614,JOB0614,2024-10-25,2024-10-25,2024-09-28,retirement,voluntary_resignation,true,true,employee,Operations
TRM0615,EMP0615,JOB0615,2022-04-25,2022-04-25,2022-04-20,involuntary,voluntary_resignation,true,false,manager,Customer Success
TRM0616,EMP0616,JOB0616,2026-07-26,2026-07-26,2026-07-21,retirement,end_of_contract,true,true,manager,Supply Chain
TRM0617,EMP0617,JOB0617,2026-03-20,2026-03-20,2026-03-09,contract_end,attendance,false,false,employee,Facilities
TRM0618,EMP0618,JOB0618,2026-03-12,2026-03-12,2026-02-20,involuntary,relocation,true,true,employee,Legal
TRM0619,EMP0619,JOB0619,2021-01-25,2021-01-25,2021-01-09,voluntary,performance,false,true,system,Facilities
TRM0620,EMP0620,JOB0620,2025-04-14,2025-04-14,2025-03-30,contract_end,mutual_agreement,true,true,hr,Supply Chain
TRM0621,EMP0621,JOB0621,2025-03-31,2025-03-31,2025-03-01,retirement,restructuring,true,false,system,Security
TRM0622,EMP0622,JOB0622,2025-02-13,2025-02-13,2025-01-24,contract_end,relocation,true,false,employee,Engineering
TRM0623,EMP0623,JOB0623,2022-04-13,2022-04-13,2022-04-09,voluntary,restructuring,true,false,hr,Engineering
TRM0624,EMP0624,JOB0624,2025-08-31,2025-08-31,2025-08-09,voluntary,mutual_agreement,false,true,system,Facilities
TRM0625,EMP0625,JOB0625,2026-03-26,2026-03-26,2026-03-08,contract_end,performance,true,true,hr,Sales
TRM0626,EMP0626,JOB0626,2026-02-25,2026-02-25,2026-02-03,retirement,end_of_contract,false,false,hr,Sales
TRM0627,EMP0627,JOB0627,2024-04-23,2024-04-23,2024-04-22,voluntary,end_of_contract,false,false,hr,Security
TRM0628,EMP0628,JOB0628,2020-07-09,2020-07-09,2020-06-29,contract_end,end_of_contract,true,true,manager,IT
TRM0629,EMP0629,JOB0629,2026-07-12,2026-07-12,2026-06-17,voluntary,attendance,false,true,employee,Supply Chain
TRM0630,EMP0630,JOB0630,2025-06-11,2025-06-11,2025-05-23,involuntary,attendance,false,true,system,Sales
TRM0631,EMP0631,JOB0631,2025-09-05,2025-09-05,2025-08-16,retirement,performance,true,false,hr,HR
TRM0632,EMP0632,JOB0632,2026-07-28,2026-07-28,2026-07-04,retirement,relocation,true,true,hr,Operations
TRM0633,EMP0633,JOB0633,2025-04-03,2025-04-03,2025-03-10,involuntary,relocation,true,false,manager,Product
TRM0634,EMP0634,JOB0634,2024-03-02,2024-03-02,2024-02-04,contract_end,attendance,true,true,system,Engineering
TRM0635,EMP0635,JOB0635,2023-03-06,2023-03-06,2023-02-04,involuntary,voluntary_resignation,true,true,manager,Facilities
TRM0636,EMP0636,JOB0636,2025-07-10,2025-07-10,2025-06-21,voluntary,better_opportunity,true,false,employee,Marketing
TRM0637,EMP0637,JOB0637,2026-02-12,2026-02-12,2026-01-15,retirement,retirement,true,true,manager,Engineering
TRM0638,EMP0638,JOB0638,2026-05-08,2026-05-08,2026-04-14,voluntary,end_of_contract,true,false,system,Product
TRM0639,EMP0639,JOB0639,2019-07-21,2019-07-21,2019-07-19,voluntary,mutual_agreement,true,true,manager,Engineering
TRM0640,EMP0640,JOB0640,2024-01-09,2024-01-09,2023-12-13,involuntary,voluntary_resignation,true,false,system,Engineering
TRM0641,EMP0641,JOB0641,2026-02-20,2026-02-20,2026-02-06,involuntary,voluntary_resignation,false,false,manager,Sales
TRM0642,EMP0642,JOB0642,2023-08-10,2023-08-10,2023-08-01,contract_end,voluntary_resignation,false,true,system,Product
TRM0643,EMP0643,JOB0643,2025-08-10,2025-08-10,2025-08-01,contract_end,voluntary_resignation,true,true,manager,Finance
TRM0644,EMP0644,JOB0644,2022-12-21,2022-12-21,2022-11-25,involuntary,end_of_contract,false,true,hr,Supply Chain
TRM0645,EMP0645,JOB0645,2026-04-20,2026-04-20,2026-04-14,retirement,voluntary_resignation,false,false,manager,IT
TRM0646,EMP0646,JOB0646,2021-09-11,2021-09-11,2021-08-19,retirement,attendance,false,true,employee,Facilities
TRM0647,EMP0647,JOB0647,2025-07-24,2025-07-24,2025-06-29,retirement,better_opportunity,false,true,employee,Operations
TRM0648,EMP0648,JOB0648,2023-07-05,2023-07-05,2023-06-28,retirement,attendance,true,false,system,Marketing
TRM0649,EMP0649,JOB0649,2025-03-24,2025-03-24,2025-03-17,retirement,relocation,false,true,employee,Security
TRM0650,EMP0650,JOB0650,2023-10-09,2023-10-09,2023-09-30,voluntary,end_of_contract,true,true,manager,Supply Chain
TRM0651,EMP0651,JOB0651,2018-11-24,2018-11-24,2018-10-31,involuntary,performance,false,true,manager,Marketing
TRM0652,EMP0652,JOB0652,2024-11-03,2024-11-03,2024-10-22,voluntary,performance,false,false,hr,Supply Chain
TRM0653,EMP0653,JOB0653,2019-05-03,2019-05-03,2019-04-03,retirement,end_of_contract,true,true,employee,IT
TRM0654,EMP0654,JOB0654,2022-08-07,2022-08-07,2022-07-24,contract_end,end_of_contract,true,false,system,Facilities
TRM0655,EMP0655,JOB0655,2020-05-22,2020-05-22,2020-05-02,contract_end,mutual_agreement,false,false,manager,Engineering
TRM0656,EMP0656,JOB0656,2019-06-17,2019-06-17,2019-05-25,contract_end,end_of_contract,false,false,employee,Marketing
TRM0657,EMP0657,JOB0657,2022-02-03,2022-02-03,2022-01-07,involuntary,end_of_contract,true,true,system,Facilities
TRM0658,EMP0658,JOB0658,2020-03-13,2020-03-13,2020-02-29,voluntary,performance,false,true,hr,Finance
TRM0659,EMP0659,JOB0659,2023-06-15,2023-06-15,2023-05-24,involuntary,voluntary_resignation,true,true,system,Product
TRM0660,EMP0660,JOB0660,2026-03-08,2026-03-08,2026-03-07,involuntary,voluntary_resignation,true,false,employee,Supply Chain
TRM0661,EMP0661,JOB0661,2025-11-18,2025-11-18,2025-10-23,contract_end,voluntary_resignation,true,false,manager,Operations
TRM0662,EMP0662,JOB0662,2025-05-19,2025-05-19,2025-05-17,involuntary,voluntary_resignation,false,true,employee,Customer Success
TRM0663,EMP0663,JOB0663,2025-10-08,2025-10-08,2025-09-30,voluntary,relocation,true,true,hr,Finance
TRM0664,EMP0664,JOB0664,2020-12-08,2020-12-08,2020-11-10,involuntary,performance,false,false,system,IT
TRM0665,EMP0665,JOB0665,2026-04-22,2026-04-22,2026-03-30,retirement,better_opportunity,true,false,employee,Finance
TRM0666,EMP0666,JOB0666,2023-07-10,2023-07-10,2023-06-13,involuntary,restructuring,true,false,employee,HR
TRM0667,EMP0667,JOB0667,2025-09-26,2025-09-26,2025-09-22,voluntary,better_opportunity,true,true,manager,Marketing
TRM0668,EMP0668,JOB0668,2021-06-24,2021-06-24,2021-06-13,contract_end,restructuring,true,false,system,Finance
TRM0669,EMP0669,JOB0669,2022-05-14,2022-05-14,2022-04-19,contract_end,performance,true,false,employee,Sales
TRM0670,EMP0670,JOB0670,2021-12-01,2021-12-01,2021-11-30,contract_end,performance,true,true,system,Finance
TRM0671,EMP0671,JOB0671,2025-02-08,2025-02-08,2025-01-27,involuntary,relocation,false,false,hr,Facilities
TRM0672,EMP0672,JOB0672,2021-08-15,2021-08-15,2021-08-10,voluntary,retirement,false,false,hr,Finance
TRM0673,EMP0673,JOB0673,2021-05-09,2021-05-09,2021-05-02,voluntary,end_of_contract,true,true,manager,Supply Chain
TRM0674,EMP0674,JOB0674,2026-07-28,2026-07-28,2026-07-22,retirement,voluntary_resignation,true,false,system,HR
TRM0675,EMP0675,JOB0675,2024-05-05,2024-05-05,2024-04-19,involuntary,performance,true,true,system,Operations
TRM0676,EMP0676,JOB0676,2022-04-15,2022-04-15,2022-03-25,contract_end,retirement,false,false,system,IT
TRM0677,EMP0677,JOB0677,2020-11-25,2020-11-25,2020-10-30,contract_end,better_opportunity,true,false,system,Security
TRM0678,EMP0678,JOB0678,2026-06-03,2026-06-03,2026-06-01,involuntary,relocation,true,false,hr,HR
TRM0679,EMP0679,JOB0679,2022-11-02,2022-11-02,2022-10-04,voluntary,retirement,false,false,manager,Marketing
TRM0680,EMP0680,JOB0680,2024-11-09,2024-11-09,2024-10-21,involuntary,performance,false,true,manager,Supply Chain
TRM0681,EMP0681,JOB0681,2021-03-17,2021-03-17,2021-03-15,retirement,end_of_contract,false,true,employee,Finance
TRM0682,EMP0682,JOB0682,2024-09-28,2024-09-28,2024-08-29,retirement,attendance,true,false,manager,Engineering
TRM0683,EMP0683,JOB0683,2019-06-17,2019-06-17,2019-05-29,voluntary,restructuring,false,false,manager,Operations
TRM0684,EMP0684,JOB0684,2023-11-18,2023-11-18,2023-11-02,contract_end,attendance,true,true,system,Facilities
TRM0685,EMP0685,JOB0685,2022-01-17,2022-01-17,2022-01-04,contract_end,relocation,true,true,hr,IT
TRM0686,EMP0686,JOB0686,2022-12-11,2022-12-11,2022-12-08,retirement,retirement,false,false,manager,Security
TRM0687,EMP0687,JOB0687,2024-08-31,2024-08-31,2024-08-08,contract_end,end_of_contract,true,false,manager,Product
TRM0688,EMP0688,JOB0688,2025-12-21,2025-12-21,2025-12-20,contract_end,attendance,false,true,hr,Marketing
TRM0689,EMP0689,JOB0689,2026-05-21,2026-05-21,2026-05-13,voluntary,attendance,true,false,system,Supply Chain
TRM0690,EMP0690,JOB0690,2026-05-06,2026-05-06,2026-04-18,involuntary,performance,false,true,system,Engineering
