promotion_id,employee_id,from_job_id,to_job_id,from_grade_code,to_grade_code,from_salary,to_salary,salary_increase_pct,effective_date,promotion_reason,approved_by,status
PRM0423,EMP0981,JOB0478,JOB0951,G06,G08,28519.02,31016.40,8.76,2026-07-04,retention,EMP0166,approved
PRM0424,EMP0065,JOB0124,JOB0012,G01,G02,44236.60,48231.09,9.03,2026-02-21,critical_skill,EMP0982,approved
PRM0425,EMP0062,JOB0928,JOB0116,G07,G09,122608.78,137786.81,12.38,2016-02-26,critical_skill,EMP0249,approved
PRM0426,EMP0905,JOB0134,JOB0031,G12,G12,166303.90,180415.87,8.49,2025-01-09,retention,EMP0867,completed
PRM0427,EMP0872,JOB0008,JOB0689,G03,G04,96406.89,103755.31,7.62,2019-10-28,market_adjustment,EMP0672,completed
PRM0428,EMP0577,JOB0018,JOB0855,G09,G10,165575.95,200058.01,20.83,2026-07-31,retention,EMP0048,completed
PRM0429,EMP0504,JOB0484,JOB0779,G07,G08,141540.49,151284.96,6.88,2020-09-05,role_expansion,EMP0163,rescinded
PRM0430,EMP0330,JOB0749,JOB0060,G05,G07,110801.62,126708.39,14.36,2026-01-06,role_expansion,EMP0766,completed
PRM0431,EMP0738,JOB0993,JOB0775,G09,G10,143025.46,161115.59,12.65,2025-05-13,retention,EMP0932,approved
PRM0432,EMP0965,JOB0765,JOB0399,G03,G05,88846.46,101510.32,14.25,2016-08-09,performance,EMP0411,approved
PRM0433,EMP0235,JOB0114,JOB0041,G02,G04,72696.18,78791.21,8.38,2015-10-07,role_expansion,EMP0792,completed
PRM0434,EMP0057,JOB0145,JOB0805,G01,G03,61727.32,65648.84,6.35,2022-07-14,retention,EMP0302,approved
PRM0435,EMP0790,JOB0117,JOB0007,G08,G09,156784.33,179131.03,14.25,2016-03-16,role_expansion,EMP0266,completed
PRM0436,EMP0995,JOB0430,JOB0732,G05,G06,88600.10,104505.67,17.95,2023-04-27,market_adjustment,EMP0334,completed
PRM0437,EMP0753,JOB0721,JOB0255,G06,G08,112325.30,126625.68,12.73,2023-01-31,market_adjustment,EMP0993,rescinded
PRM0438,EMP0134,JOB0517,JOB0845,G09,G10,139432.12,155965.34,11.86,2019-06-01,market_adjustment,EMP0729,completed
PRM0439,EMP0208,JOB0938,JOB0665,G03,G04,27523.54,31943.59,16.06,2025-09-20,market_adjustment,EMP0844,rescinded
PRM0440,EMP0476,JOB0095,JOB0195,G05,G06,97572.25,118200.70,21.14,2026-06-16,performance,EMP0617,completed
PRM0441,EMP0004,JOB0096,JOB0846,G06,G07,36791.39,44180.71,20.08,2023-08-26,performance,EMP0162,completed
PRM0442,EMP0428,JOB0023,JOB0942,G10,G12,152628.36,165152.46,8.21,2021-06-24,retention,EMP0503,completed
PRM0443,EMP0884,JOB0889,JOB0987,G10,G11,145443.43,170641.14,17.32,2023-10-26,role_expansion,EMP0837,rescinded
PRM0444,EMP0098,JOB0366,JOB0758,G05,G06,31604.17,37298.50,18.02,2025-01-04,critical_skill,EMP0653,approved
PRM0445,EMP0837,JOB0112,JOB0586,G06,G08,100570.81,107492.52,6.88,2020-12-20,performance,EMP0973,rescinded
PRM0446,EMP0021,JOB0446,JOB0616,G06,G07,132056.57,144023.77,9.06,2020-10-10,market_adjustment,EMP0364,approved
PRM0447,EMP0478,JOB0311,JOB0435,G06,G07,110226.87,125800.12,14.13,2021-05-25,market_adjustment,EMP0185,rescinded
PRM0448,EMP0203,JOB0033,JOB0620,G05,G06,105227.63,119184.51,13.26,2026-07-19,retention,EMP0813,rescinded
PRM0449,EMP0266,JOB0196,JOB0822,G07,G08,37042.70,41853.99,12.99,2023-11-09,market_adjustment,EMP0748,completed
PRM0450,EMP0560,JOB0729,JOB0368,G05,G07,26490.86,31389.07,18.49,2021-05-01,retention,EMP0278,completed
PRM0451,EMP0598,JOB0636,JOB0925,G01,G03,40315.20,47421.71,17.63,2022-04-25,retention,EMP0812,rescinded
PRM0452,EMP0201,JOB0798,JOB0999,G11,G12,45511.47,50893.97,11.83,2024-09-24,role_expansion,EMP0870,completed
PRM0453,EMP0224,JOB0630,JOB0008,G03,G05,87210.09,101491.75,16.38,2026-05-13,market_adjustment,EMP0947,rescinded
PRM0454,EMP0991,JOB0188,JOB0471,G06,G08,108529.80,125905.82,16.01,2023-12-15,performance,EMP0311,completed
PRM0455,EMP0382,JOB0553,JOB0120,G05,G06,105531.56,126591.88,19.96,2017-09-19,role_expansion,EMP0350,completed
PRM0456,EMP0485,JOB0030,JOB0081,G01,G03,63344.09,74263.30,17.24,2026-08-13,performance,EMP0906,completed
PRM0457,EMP0411,JOB0004,JOB0976,G06,G07,118248.68,128260.94,8.47,2024-04-25,retention,EMP0084,rescinded
PRM0458,EMP0311,JOB0609,JOB0780,G06,G08,113303.04,122072.55,7.74,2026-05-14,performance,EMP0330,completed
PRM0459,EMP0300,JOB0210,JOB0287,G04,G06,110408.50,132295.65,19.82,2017-01-02,market_adjustment,EMP0464,completed
PRM0460,EMP0187,JOB0415,JOB0901,G01,G03,51657.67,58848.45,13.92,2026-05-17,retention,EMP0114,approved
PRM0461,EMP0246,JOB0538,JOB0686,G10,G12,170139.85,197563.45,16.12,2025-11-02,market_adjustment,EMP0059,approved
PRM0462,EMP0837,JOB0368,JOB0088,G04,G05,95825.59,113468.26,18.41,2024-10-23,market_adjustment,EMP0544,completed
PRM0463,EMP0533,JOB0686,JOB0433,G02,G04,73491.49,79621.11,8.34,2024-09-28,performance,EMP0400,approved
PRM0464,EMP0444,JOB0041,JOB0491,G10,G12,168544.01,193260.28,14.66,2024-01-13,retention,EMP0008,rescinded
PRM0465,EMP0765,JOB0482,JOB0969,G12,G12,153385.93,166616.35,8.63,2026-10-18,critical_skill,EMP0715,rescinded
PRM0466,EMP0631,JOB0542,JOB0721,G01,G02,44669.75,51521.26,15.34,2017-01-16,market_adjustment,EMP0080,completed
PRM0467,EMP0261,JOB0994,JOB0896,G04,G06,91372.09,107489.61,17.64,2023-09-02,market_adjustment,EMP0504,completed
PRM0468,EMP0567,JOB0412,JOB0569,G10,G11,162701.76,177611.17,9.16,2024-09-07,critical_skill,EMP0931,completed
PRM0469,EMP0262,JOB0842,JOB0084,G10,G11,157039.03,191029.96,21.64,2026-01-06,market_adjustment,EMP0564,completed
PRM0470,EMP0602,JOB0080,JOB0482,G01,G03,57073.84,61462.52,7.69,2026-09-06,critical_skill,EMP0192,completed
PRM0471,EMP0418,JOB0087,JOB0447,G12,G12,179417.63,210956.52,17.58,2026-01-23,critical_skill,EMP0596,completed
PRM0472,EMP0281,JOB0446,JOB0802,G01,G03,15761.68,18034.31,14.42,2026-01-26,role_expansion,EMP0804,completed
PRM0473,EMP0434,JOB0735,JOB0689,G01,G02,50379.99,56014.17,11.18,2021-12-01,role_expansion,EMP0219,completed
PRM0474,EMP0723,JOB0106,JOB0961,G06,G08,124569.45,140567.76,12.84,2026-08-24,critical_skill,EMP0875,rescinded
PRM0475,EMP0318,JOB0841,JOB0685,G01,G02,77197.59,87631.70,13.52,2025-09-25,market_adjustment,EMP0203,completed
PRM0476,EMP0369,JOB0902,JOB0841,G06,G08,112348.41,135940.36,21.00,2020-12-16,role_expansion,EMP0803,rescinded
PRM0477,EMP0616,JOB0178,JOB0272,G04,G06,88529.72,95129.57,7.45,2026-01-06,performance,EMP0310,approved
PRM0478,EMP0099,JOB0661,JOB0616,G07,G08,99779.03,109760.52,10.00,2018-07-08,market_adjustment,EMP0277,approved
PRM0479,EMP0494,JOB0466,JOB0915,G01,G03,43722.80,52661.47,20.44,2024-03-09,role_expansion,EMP0937,completed
PRM0480,EMP0981,JOB0745,JOB0107,G04,G06,31785.88,38488.61,21.09,2025-08-28,market_adjustment,EMP0276,rescinded
PRM0481,EMP0020,JOB0093,JOB0518,G12,G12,136949.11,157929.60,15.32,2026-07-06,role_expansion,EMP0372,approved
PRM0482,EMP0769,JOB0469,JOB0884,G08,G10,143721.06,155962.60,8.52,2025-12-31,market_adjustment,EMP0344,rescinded
PRM0483,EMP0683,JOB0637,JOB0975,G09,G10,156667.15,187556.09,19.72,2021-11-22,role_expansion,EMP0080,completed
PRM0484,EMP0957,JOB0917,JOB0154,G02,G04,57922.28,65025.73,12.26,2023-08-22,retention,EMP0481,rescinded
PRM0485,EMP0700,JOB0370,JOB0950,G06,G08,112847.43,124797.00,10.59,2026-09-10,market_adjustment,EMP0156,completed
PRM0486,EMP0145,JOB0531,JOB0844,G04,G06,95385.27,110087.45,15.41,2024-11-11,retention,EMP0106,completed
PRM0487,EMP0769,JOB0696,JOB0802,G09,G10,137327.83,148462.50,8.11,2025-06-05,retention,EMP0511,rescinded
PRM0488,EMP0998,JOB0209,JOB0232,G01,G02,43673.81,52547.25,20.32,2026-06-28,role_expansion,EMP0830,approved
PRM0489,EMP0551,JOB0223,JOB0644,G08,G10,128419.61,150634.39,17.30,2025-11-07,role_expansion,EMP0158,completed
PRM0490,EMP0533,JOB0249,JOB0795,G02,G03,91895.33,110501.29,20.25,2025-06-01,market_adjustment,EMP0658,approved
PRM0491,EMP0621,JOB0211,JOB0066,G03,G04,80543.79,96420.19,19.71,2025-03-31,critical_skill,EMP0787,completed
PRM0492,EMP0741,JOB0074,JOB0042,G02,G03,69665.78,81666.13,17.23,2026-02-11,critical_skill,EMP0931,approved
PRM0493,EMP0813,JOB0401,JOB0149,G05,G06,103525.66,117320.41,13.32,2024-09-19,role_expansion,EMP0068,rescinded
PRM0494,EMP0232,JOB0475,JOB0648,G01,G02,42407.81,47987.07,13.16,2021-01-31,role_expansion,EMP0277,rescinded
PRM0495,EMP0575,JOB0782,JOB0333,G05,G07,88851.26,106500.46,19.86,2019-09-30,retention,EMP0429,approved
PRM0496,EMP0878,JOB0514,JOB0641,G10,G12,174009.24,191769.08,10.21,2024-09-28,retention,EMP0640,rescinded
PRM0497,EMP0218,JOB0564,JOB0640,G01,G02,46217.45,49571.34,7.26,2025-03-26,retention,EMP0300,rescinded
PRM0498,EMP0250,JOB0524,JOB0945,G02,G03,55690.32,63962.21,14.85,2026-04-07,market_adjustment,EMP0585,completed
PRM0499,EMP0379,JOB0337,JOB0308,G04,G06,119410.78,144560.81,21.06,2024-03-04,market_adjustment,EMP0867,completed
PRM0500,EMP0711,JOB0742,JOB0245,G01,G02,15354.56,17204.60,12.05,2022-02-12,market_adjustment,EMP0739,rescinded
PRM0501,EMP0646,JOB0429,JOB0629,G04,G05,81870.91,89029.95,8.74,2021-06-07,retention,EMP0273,rescinded
PRM0502,EMP0550,JOB0095,JOB0563,G04,G05,116953.08,136953.97,17.10,2022-03-15,role_expansion,EMP0325,completed
PRM0503,EMP0882,JOB0418,JOB0094,G06,G08,95935.81,115077.30,19.95,2024-11-12,performance,EMP0310,approved
PRM0504,EMP0221,JOB0868,JOB0669,G07,G09,112765.36,135554.05,20.21,2018-10-24,market_adjustment,EMP0311,approved
PRM0505,EMP0046,JOB0573,JOB0692,G04,G05,94821.11,108607.17,14.54,2025-01-30,market_adjustment,EMP0995,completed
PRM0506,EMP0698,JOB0763,JOB0932,G04,G05,109746.11,127975.29,16.61,2024-01-17,role_expansion,EMP0570,completed
PRM0507,EMP0641,JOB0186,JOB0977,G11,G12,158617.99,188523.88,18.85,2026-04-27,role_expansion,EMP0143,rescinded
PRM0508,EMP0784,JOB0993,JOB0774,G11,G12,173279.15,208673.67,20.43,2021-01-17,performance,EMP0215,completed
PRM0509,EMP0059,JOB0798,JOB0429,G03,G05,79488.47,92999.77,17.00,2019-12-18,market_adjustment,EMP0221,approved
PRM0510,EMP0222,JOB0920,JOB0122,G01,G02,14507.36,16568.52,14.21,2025-06-03,performance,EMP0206,rescinded
PRM0511,EMP0155,JOB0283,JOB0400,G08,G09,136902.95,165488.18,20.88,2025-04-28,market_adjustment,EMP0891,approved
PRM0512,EMP0824,JOB0746,JOB0449,G10,G11,156685.04,176022.91,12.34,2025-07-23,retention,EMP0472,completed
PRM0513,EMP0897,JOB0847,JOB0266,G02,G03,58223.47,62689.97,7.67,2024-12-04,market_adjustment,EMP0983,rescinded
PRM0514,EMP0132,JOB0857,JOB0237,G04,G05,81343.04,88553.04,8.86,2026-12-06,role_expansion,EMP0827,completed
PRM0515,EMP0542,JOB0212,JOB0849,G05,G07,87224.98,98192.14,12.57,2026-07-28,critical_skill,EMP0992,completed
PRM0516,EMP0785,JOB0669,JOB0290,G10,G12,143385.77,164813.46,14.94,2025-03-29,market_adjustment,EMP0981,approved
PRM0517,EMP0880,JOB0572,JOB0791,G10,G12,156167.14,173262.44,10.95,2023-09-01,critical_skill,EMP0957,rescinded
PRM0518,EMP0292,JOB0973,JOB0687,G08,G09,121534.58,140681.84,15.75,2026-01-13,role_expansion,EMP0621,completed
PRM0519,EMP0432,JOB0164,JOB0301,G04,G06,29771.50,35084.20,17.84,2026-04-09,retention,EMP0998,completed
PRM0520,EMP0084,JOB0801,JOB0477,G03,G05,71180.34,81819.67,14.95,2026-02-26,retention,EMP0162,approved
PRM0521,EMP0561,JOB0113,JOB0568,G09,G10,159287.61,192246.45,20.69,2022-05-23,market_adjustment,EMP0803,rescinded
PRM0522,EMP0381,JOB0228,JOB0941,G05,G06,102698.87,108992.79,6.13,2026-07-16,performance,EMP0997,rescinded
PRM0523,EMP0276,JOB0250,JOB0203,G02,G03,26335.51,30743.28,16.74,2023-01-07,market_adjustment,EMP0013,rescinded
PRM0524,EMP0362,JOB0492,JOB0612,G03,G05,87234.68,100740.95,15.48,2025-06-16,performance,EMP0159,rescinded
PRM0525,EMP0513,JOB0059,JOB0825,G05,G06,98552.68,113354.96,15.02,2022-07-01,role_expansion,EMP0236,approved
PRM0526,EMP0772,JOB0332,JOB0003,G11,G12,149017.05,158984.06,6.69,2025-12-09,retention,EMP0744,approved
PRM0527,EMP0427,JOB0005,JOB0300,G04,G06,30899.50,37411.57,21.08,2020-09-20,retention,EMP0467,rescinded
PRM0528,EMP0102,JOB0682,JOB0115,G01,G02,63784.72,77301.11,21.19,2024-10-03,performance,EMP0630,completed
PRM0529,EMP0584,JOB0438,JOB0022,G09,G10,162952.61,189796.32,16.47,2025-06-03,critical_skill,EMP0815,approved
PRM0530,EMP0315,JOB0659,JOB0873,G01,G02,47555.00,54783.47,15.20,2025-07-29,market_adjustment,EMP0336,completed
PRM0531,EMP0204,JOB0872,JOB0568,G03,G05,80774.85,89618.94,10.95,2025-12-26,performance,EMP0842,approved
PRM0532,EMP0660,JOB0606,JOB0699,G12,G12,166378.24,191716.33,15.23,2025-07-27,critical_skill,EMP0279,completed
PRM0533,EMP0710,JOB0884,JOB0940,G06,G07,109450.63,116990.04,6.89,2025-02-15,performance,EMP0307,completed
PRM0534,EMP0788,JOB0299,JOB0426,G03,G05,100611.72,121048.33,20.31,2020-04-29,role_expansion,EMP0633,completed
PRM0535,EMP0610,JOB0821,JOB0005,G04,G05,101036.75,110102.69,8.97,2023-01-22,market_adjustment,EMP0898,rescinded
PRM0536,EMP0154,JOB0754,JOB0557,G10,G12,136567.19,145185.96,6.31,2025-06-24,role_expansion,EMP0072,completed
PRM0537,EMP0157,JOB0801,JOB0685,G06,G08,96026.32,116054.96,20.86,2024-08-30,market_adjustment,EMP0983,approved
PRM0538,EMP0533,JOB0319,JOB0916,G04,G06,74203.62,88751.18,19.60,2026-04-04,market_adjustment,EMP0428,rescinded
PRM0539,EMP0330,JOB0589,JOB0776,G05,G06,99663.33,111310.59,11.69,2023-08-20,role_expansion,EMP0486,completed
PRM0540,EMP0214,JOB0447,JOB0709,G10,G11,174675.71,200301.42,14.67,2024-09-26,critical_skill,EMP0872,approved
PRM0541,EMP0381,JOB0341,JOB0964,G06,G08,92985.75,108473.06,16.66,2025-09-09,market_adjustment,EMP0013,completed
PRM0542,EMP0065,JOB0164,JOB0056,G01,G02,50206.95,60173.94,19.85,2025-11-14,retention,EMP0951,completed
PRM0543,EMP0285,JOB0091,JOB0828,G06,G07,40198.11,45305.42,12.71,2026-04-11,retention,EMP0495,approved
PRM0544,EMP0284,JOB0181,JOB0043,G06,G07,127367.00,137729.98,8.14,2025-01-06,market_adjustment,EMP0943,completed
PRM0545,EMP0226,JOB0863,JOB0249,G01,G03,24480.29,26012.41,6.26,2024-07-05,retention,EMP0552,completed
PRM0546,EMP0555,JOB0204,JOB0200,G01,G02,14476.84,16857.19,16.44,2017-11-28,market_adjustment,EMP0177,approved
PRM0547,EMP0964,JOB0363,JOB0783,G04,G06,30967.19,37534.97,21.21,2024-12-06,critical_skill,EMP0899,completed
PRM0548,EMP0237,JOB0401,JOB0716,G02,G04,59097.92,68463.41,15.85,2020-07-21,critical_skill,EMP0464,rescinded
PRM0549,EMP0458,JOB0634,JOB0746,G02,G03,73712.13,85359.54,15.80,2018-12-06,market_adjustment,EMP0371,approved
PRM0550,EMP0105,JOB0988,JOB0604,G01,G02,64572.88,73539.14,13.89,2025-12-23,critical_skill,EMP0861,approved
PRM0551,EMP0641,JOB0054,JOB0215,G10,G11,188696.32,200445.20,6.23,2026-07-05,critical_skill,EMP0736,completed
PRM0552,EMP0473,JOB0234,JOB0142,G03,G04,74914.30,82867.84,10.62,2025-04-05,role_expansion,EMP0463,rescinded
PRM0553,EMP0080,JOB0223,JOB0172,G01,G03,63918.29,68013.60,6.41,2025-12-14,retention,EMP0717,approved
PRM0554,EMP0864,JOB0578,JOB0059,G08,G10,141169.63,159021.11,12.65,2023-02-14,role_expansion,EMP0611,completed
PRM0555,EMP0715,JOB0338,JOB0477,G03,G05,99295.90,108624.95,9.40,2022-01-03,retention,EMP0811,completed
PRM0556,EMP0923,JOB0902,JOB0290,G03,G04,66918.50,74148.54,10.80,2025-01-02,critical_skill,EMP0567,approved
PRM0557,EMP0377,JOB0655,JOB0445,G02,G04,57088.50,62860.58,10.11,2024-05-13,performance,EMP0547,rescinded
PRM0558,EMP0917,JOB0172,JOB0167,G05,G06,113443.78,124261.09,9.54,2026-01-20,market_adjustment,EMP0966,rescinded
PRM0559,EMP0785,JOB0239,JOB0731,G11,G12,159754.09,178498.81,11.73,2022-02-04,performance,EMP0501,approved
PRM0560,EMP0603,JOB0841,JOB0718,G03,G04,77723.13,83968.05,8.03,2023-08-31,role_expansion,EMP0186,approved
PRM0561,EMP0312,JOB0748,JOB0031,G08,G10,146964.97,175942.39,19.72,2026-02-11,market_adjustment,EMP0968,rescinded
PRM0562,EMP0146,JOB0162,JOB0653,G03,G05,78590.20,86320.91,9.84,2025-03-12,role_expansion,EMP0900,approved
PRM0563,EMP0440,JOB0425,JOB0400,G09,G11,134644.25,146519.76,8.82,2025-05-27,critical_skill,EMP0411,rescinded
PRM0564,EMP0615,JOB0431,JOB0887,G07,G09,97114.23,111660.01,14.98,2024-10-10,performance,EMP0241,completed
PRM0565,EMP0086,JOB0072,JOB0591,G03,G05,24937.94,26928.68,7.98,2023-03-18,market_adjustment,EMP0616,approved
PRM0566,EMP0684,JOB0678,JOB0892,G03,G04,92066.79,104219.38,13.20,2020-02-26,critical_skill,EMP0310,rescinded
PRM0567,EMP0405,JOB0968,JOB0014,G06,G07,126554.26,138115.97,9.14,2026-09-21,role_expansion,EMP0685,rescinded
PRM0568,EMP0238,JOB0534,JOB0527,G08,G10,43037.91,50872.95,18.20,2023-10-26,performance,EMP0695,rescinded
PRM0569,EMP0972,JOB0897,JOB0816,G05,G07,95570.47,105764.90,10.67,2023-01-20,performance,EMP0478,completed
PRM0570,EMP0133,JOB0938,JOB0438,G03,G05,82876.70,96845.37,16.85,2020-08-15,retention,EMP0446,completed
PRM0571,EMP0982,JOB0552,JOB0621,G10,G12,160222.66,184059.38,14.88,2018-06-10,critical_skill,EMP0961,completed
PRM0572,EMP0205,JOB0070,JOB0815,G09,G11,121009.78,147321.18,21.74,2018-09-22,performance,EMP0139,completed
PRM0573,EMP0579,JOB0551,JOB0620,G10,G12,155507.45,187114.29,20.32,2023-03-19,performance,EMP0085,completed
PRM0574,EMP0315,JOB0215,JOB0295,G01,G02,45495.69,51247.37,12.64,2026-07-05,critical_skill,EMP0568,rescinded
PRM0575,EMP0864,JOB0979,JOB0416,G10,G12,155273.46,178063.74,14.68,2019-09-20,performance,EMP0116,rescinded
PRM0576,EMP0407,JOB0974,JOB0686,G01,G03,54398.09,65508.25,20.42,2025-06-25,critical_skill,EMP0827,rescinded
PRM0577,EMP0250,JOB0128,JOB0946,G02,G03,47688.62,55528.32,16.44,2026-06-16,market_adjustment,EMP0690,rescinded
PRM0578,EMP0028,JOB0069,JOB0150,G10,G12,170060.71,197585.24,16.19,2019-12-28,market_adjustment,EMP0419,rescinded
PRM0579,EMP0199,JOB0925,JOB0730,G04,G06,92099.09,104381.24,13.34,2025-06-11,market_adjustment,EMP0276,completed
PRM0580,EMP0448,JOB0613,JOB0914,G03,G05,64311.79,75241.95,17.00,2021-02-21,market_adjustment,EMP0007,completed
PRM0581,EMP0665,JOB0042,JOB0632,G03,G05,30641.26,35322.18,15.28,2026-03-12,retention,EMP0456,completed
PRM0582,EMP0439,JOB0593,JOB0140,G09,G11,123769.91,146195.85,18.12,2022-01-17,role_expansion,EMP0521,rescinded
PRM0583,EMP0272,JOB0695,JOB0871,G12,G12,174475.40,196006.94,12.34,2024-04-21,retention,EMP0718,rescinded
PRM0584,EMP0971,JOB0521,JOB0411,G09,G11,135035.83,149545.06,10.74,2026-06-30,critical_skill,EMP0554,rescinded
PRM0585,EMP0895,JOB0129,JOB0901,G06,G07,101936.87,118907.29,16.65,2022-12-13,role_expansion,EMP0188,completed
PRM0586,EMP0351,JOB0955,JOB0858,G03,G04,92201.90,101796.11,10.41,2026-07-21,retention,EMP0633,rescinded
PRM0587,EMP0498,JOB0977,JOB0987,G02,G04,88631.85,108041.80,21.90,2017-04-23,role_expansion,EMP0175,approved
PRM0588,EMP0130,JOB0333,JOB0980,G06,G07,117172.62,128324.60,9.52,2025-07-03,market_adjustment,EMP0877,approved
PRM0589,EMP0490,JOB0988,JOB0191,G10,G12,192447.18,224471.50,16.64,2023-09-20,performance,EMP0132,rescinded
PRM0590,EMP0355,JOB0115,JOB0935,G03,G05,76713.97,85019.75,10.83,2021-01-19,critical_skill,EMP0226,approved
PRM0591,EMP0203,JOB0558,JOB0502,G05,G06,99285.69,108752.11,9.53,2026-07-30,role_expansion,EMP0990,completed
PRM0592,EMP0186,JOB0006,JOB0513,G09,G11,123309.45,139640.36,13.24,2023-06-26,role_expansion,EMP0846,completed
PRM0593,EMP0381,JOB0864,JOB0464,G06,G07,116449.63,138018.50,18.52,2026-03-20,market_adjustment,EMP0461,completed
PRM0594,EMP0145,JOB0346,JOB0557,G04,G05,95156.54,113573.78,19.35,2025-09-15,retention,EMP0080,completed
PRM0595,EMP0956,JOB0866,JOB0467,G06,G08,127989.57,152705.46,19.31,2023-08-31,performance,EMP0956,rescinded
PRM0596,EMP0776,JOB0218,JOB0702,G07,G09,125450.58,152567.93,21.62,2025-02-01,role_expansion,EMP0886,rescinded
PRM0597,EMP0549,JOB0709,JOB0393,G01,G02,51808.52,55829.87,7.76,2019-01-28,role_expansion,EMP0903,completed
PRM0598,EMP0182,JOB0886,JOB0396,G02,G04,25615.79,30864.44,20.49,2024-06-15,retention,EMP0785,completed
PRM0599,EMP0358,JOB0189,JOB0343,G10,G12,50613.59,56319.04,11.27,2026-06-15,market_adjustment,EMP0331,approved
PRM0600,EMP0393,JOB0988,JOB0495,G01,G03,52198.53,62535.52,19.80,2020-11-17,retention,EMP0136,completed
PRM0601,EMP0011,JOB0265,JOB0711,G05,G07,82236.26,100077.77,21.70,2024-10-22,critical_skill,EMP0180,completed
PRM0602,EMP0271,JOB0096,JOB0457,G02,G04,75486.63,80773.51,7.00,2024-04-02,retention,EMP0988,completed
PRM0603,EMP0449,JOB0572,JOB0740,G01,G03,44280.02,52833.16,19.32,2024-03-06,performance,EMP0626,rescinded
PRM0604,EMP0488,JOB0349,JOB0722,G07,G09,148669.42,161089.27,8.35,2025-04-27,critical_skill,EMP0660,approved
PRM0605,EMP0373,JOB0761,JOB0316,G06,G08,117736.91,141048.04,19.80,2025-08-16,retention,EMP0554,rescinded
PRM0606,EMP0456,JOB0726,JOB0792,G09,G11,155595.72,168245.08,8.13,2022-11-18,role_expansion,EMP0187,rescinded
PRM0607,EMP0390,JOB0197,JOB0293,G06,G07,103306.45,120595.06,16.74,2023-01-08,critical_skill,EMP0871,completed
PRM0608,EMP0919,JOB0258,JOB0097,G02,G04,70086.96,80344.74,14.64,2021-05-07,critical_skill,EMP0933,completed
PRM0609,EMP0485,JOB0644,JOB0335,G01,G02,66033.92,72393.20,9.63,2026-08-13,role_expansion,EMP0983,rescinded
PRM0610,EMP0055,JOB0033,JOB0311,G01,G02,53928.62,62063.72,15.08,2024-02-22,market_adjustment,EMP0651,approved
PRM0611,EMP0571,JOB0317,JOB0326,G10,G12,184365.26,218106.44,18.30,2026-01-04,role_expansion,EMP0422,completed
PRM0612,EMP0018,JOB0603,JOB0382,G10,G11,48727.19,56766.50,16.50,2014-09-23,retention,EMP0865,rescinded
PRM0613,EMP0789,JOB0305,JOB0874,G02,G04,16380.79,18012.20,9.96,2024-11-01,retention,EMP0169,completed
PRM0614,EMP0711,JOB0380,JOB0309,G01,G02,14090.83,15017.18,6.57,2022-12-16,market_adjustment,EMP0242,completed
PRM0615,EMP0607,JOB0486,JOB0878,G01,G02,48879.94,52021.71,6.43,2026-10-02,retention,EMP0460,completed
PRM0616,EMP0115,JOB0877,JOB0122,G12,G12,172763.23,197765.05,14.47,2024-04-05,critical_skill,EMP0824,completed
PRM0617,EMP0356,JOB0502,JOB0822,G05,G06,104633.26,120177.08,14.86,2023-05-25,performance,EMP0936,rescinded
PRM0618,EMP0276,JOB0777,JOB0297,G04,G06,24374.76,27630.40,13.36,2025-06-26,critical_skill,EMP0735,completed
PRM0619,EMP0408,JOB0689,JOB0584,G08,G09,36610.53,40958.03,11.88,2021-08-28,market_adjustment,EMP0955,approved
PRM0620,EMP0741,JOB0523,JOB0128,G02,G04,68087.63,81667.90,19.95,2025-07-19,performance,EMP0978,rescinded
PRM0621,EMP0333,JOB0071,JOB0852,G10,G11,147184.27,164024.48,11.44,2026-01-22,critical_skill,EMP0877,completed
PRM0622,EMP0145,JOB0084,JOB0029,G04,G05,102633.19,123444.95,20.28,2025-11-22,performance,EMP0281,rescinded
PRM0623,EMP0560,JOB0803,JOB0582,G05,G07,27133.91,32665.46,20.39,2021-11-06,performance,EMP0374,rescinded
PRM0624,EMP0650,JOB0097,JOB0975,G08,G09,43520.24,47543.40,9.24,2024-11-28,critical_skill,EMP0413,completed
PRM0625,EMP0706,JOB0321,JOB0867,G01,G03,16012.77,18716.00,16.88,2021-12-23,market_adjustment,EMP0212,completed
PRM0626,EMP0069,JOB0091,JOB0158,G10,G11,172242.02,201556.42,17.02,2025-11-28,role_expansion,EMP0040,completed
PRM0627,EMP0950,JOB0214,JOB0539,G08,G10,144982.00,156108.24,7.67,2025-01-01,role_expansion,EMP0738,rescinded
PRM0628,EMP0640,JOB0465,JOB0025,G02,G04,76424.15,83272.86,8.96,2022-09-10,role_expansion,EMP0860,approved
PRM0629,EMP0295,JOB0518,JOB0461,G09,G11,174780.48,192754.36,10.28,2024-05-25,role_expansion,EMP0636,approved
PRM0630,EMP0371,JOB0109,JOB0152,G12,G12,52562.11,56534.12,7.56,2025-09-09,retention,EMP0627,approved
PRM0631,EMP0580,JOB0395,JOB0428,G08,G10,139403.15,166724.40,19.60,2017-02-12,market_adjustment,EMP0343,rescinded
PRM0632,EMP0657,JOB0152,JOB0491,G09,G11,146081.66,168853.47,15.59,2017-10-24,critical_skill,EMP0631,completed
PRM0633,EMP0662,JOB0262,JOB0580,G01,G02,66672.59,76672.18,15.00,2024-07-22,retention,EMP0026,completed
