transfer_id,employee_id,transfer_type,from_job_id,to_job_id,from_department,to_department,from_location,to_location,from_manager_id,to_manager_id,effective_date,reason,status
XFR0357,EMP0517,entity,JOB0757,JOB0495,Finance,Security,"Atlanta, US","Austin, US",EMP0834,EMP0119,2026-06-29,business_need,pending
XFR0358,EMP0863,entity,JOB0723,JOB0213,Finance,Marketing,"Denver, US","Seattle, US",EMP0813,EMP0088,2024-12-20,org_redesign,approved
XFR0359,EMP0751,entity,JOB0554,JOB0145,HR,Marketing,"Hyderabad, IN","San Francisco, US",EMP0412,EMP0817,2021-11-30,business_need,approved
XFR0360,EMP0396,entity,JOB0360,JOB0396,Sales,Engineering,"New York, US","New York, US",EMP0227,EMP0292,2019-06-13,career_growth,pending
XFR0361,EMP0905,entity,JOB0823,JOB0022,IT,Data,"Atlanta, US","Dallas, US",EMP0875,EMP0868,2026-07-28,org_redesign,pending
XFR0362,EMP0080,entity,JOB0792,JOB0186,Engineering,HR,"San Francisco, US","Toronto, CA",EMP0405,EMP0052,2025-02-08,org_redesign,approved
XFR0363,EMP0263,temporary,JOB0567,JOB0041,Engineering,IT,"New York, US","Chicago, US",EMP0384,EMP0359,2021-01-25,org_redesign,pending
XFR0364,EMP0686,entity,JOB0132,JOB0679,Facilities,Marketing,"New York, US","Toronto, CA",EMP0200,EMP0619,2024-09-28,backfill,approved
XFR0365,EMP0856,temporary,JOB0284,JOB0558,Product,Marketing,"Denver, US","San Francisco, US",EMP0900,EMP0957,2022-07-19,business_need,approved
XFR0366,EMP0301,entity,JOB0348,JOB0385,HR,Customer Success,"New York, US","Toronto, CA",EMP0982,EMP0262,2026-07-29,backfill,approved
XFR0367,EMP0002,manager,JOB0398,JOB0540,Sales,Marketing,"Chicago, US","New York, US",EMP0065,EMP0268,2019-08-02,business_need,cancelled
XFR0368,EMP0800,manager,JOB0876,JOB0617,Engineering,Facilities,"New York, US","Toronto, CA",EMP0118,EMP0768,2026-02-05,career_growth,approved
XFR0369,EMP0046,department,JOB0291,JOB0170,Engineering,Facilities,"Dallas, US","Hyderabad, IN",EMP0741,EMP0765,2026-02-21,backfill,approved
XFR0370,EMP0634,department,JOB0632,JOB0244,Operations,Data,"Toronto, CA","Hyderabad, IN",EMP0189,EMP0956,2026-01-31,employee_request,pending
XFR0371,EMP0083,entity,JOB0844,JOB0054,Supply Chain,Data,"Atlanta, US","Hyderabad, IN",EMP0079,EMP0113,2023-12-20,business_need,completed
XFR0372,EMP0234,department,JOB0807,JOB0017,Security,Marketing,"Dallas, US","San Francisco, US",EMP0373,EMP0938,2021-10-01,career_growth,completed
XFR0373,EMP0913,temporary,JOB0510,JOB0557,Customer Success,Customer Success,"Atlanta, US","New York, US",EMP0919,EMP0474,2026-04-02,business_need,completed
XFR0374,EMP0071,manager,JOB0236,JOB0109,Customer Success,Supply Chain,"San Francisco, US","Denver, US",EMP0605,EMP0811,2024-03-02,business_need,approved
XFR0375,EMP0896,entity,JOB0417,JOB0876,Sales,Engineering,"San Francisco, US","New York, US",EMP0536,EMP0900,2025-07-25,business_need,completed
XFR0376,EMP0127,entity,JOB0082,JOB0887,Data,Operations,"Seattle, US","Dallas, US",EMP0025,EMP0827,2024-04-04,backfill,completed
XFR0377,EMP0168,location,JOB0959,JOB0169,Operations,Security,"London, UK","Atlanta, US",EMP0707,EMP0159,2025-05-17,org_redesign,cancelled
XFR0378,EMP0120,temporary,JOB0591,JOB0583,Customer Success,IT,"Chicago, US","Dallas, US",EMP0620,EMP0953,2023-08-15,org_redesign,cancelled
XFR0379,EMP0886,temporary,JOB0808,JOB0575,Security,Engineering,"Bengaluru, IN","Atlanta, US",EMP0104,EMP0519,2026-04-03,org_redesign,approved
XFR0380,EMP0121,department,JOB0801,JOB0168,Finance,Engineering,"Bengaluru, IN","Atlanta, US",EMP0475,EMP0968,2024-08-30,employee_request,approved
XFR0381,EMP0897,temporary,JOB0377,JOB0093,Supply Chain,Security,"San Francisco, US","London, UK",EMP0837,EMP0875,2025-04-09,business_need,completed
XFR0382,EMP0496,location,JOB0960,JOB0342,Marketing,Security,"Dallas, US","Chicago, US",EMP0123,EMP0204,2026-07-02,business_need,approved
XFR0383,EMP0812,manager,JOB0389,JOB0564,Marketing,Sales,"New York, US","San Francisco, US",EMP0365,EMP0796,2026-07-02,employee_request,completed
XFR0384,EMP0015,location,JOB0210,JOB0550,Facilities,Customer Success,"London, UK","Chicago, US",EMP0118,EMP0328,2023-04-21,org_redesign,approved
XFR0385,EMP0071,department,JOB0723,JOB0480,Finance,Operations,"Denver, US","London, UK",EMP0486,EMP0938,2023-11-27,career_growth,approved
XFR0386,EMP0056,entity,JOB0165,JOB0561,Customer Success,Legal,"London, UK","Atlanta, US",EMP0441,EMP0493,2025-01-31,backfill,approved
XFR0387,EMP0213,location,JOB0844,JOB0036,Supply Chain,Data,"Atlanta, US","Dallas, US",EMP0915,EMP0785,2017-06-16,career_growth,cancelled
XFR0388,EMP0498,department,JOB0754,JOB0710,Marketing,Engineering,"New York, US","Toronto, CA",EMP0734,EMP0717,2017-09-23,career_growth,pending
XFR0389,EMP0403,entity,JOB0497,JOB0967,Data,Sales,"Hyderabad, IN","Toronto, CA",EMP0258,EMP0561,2026-06-05,org_redesign,pending
XFR0390,EMP0966,location,JOB0942,JOB0222,IT,Facilities,"Chicago, US","Hyderabad, IN",EMP0627,EMP0040,2015-12-07,org_redesign,approved
XFR0391,EMP0334,manager,JOB0387,JOB0560,Security,Marketing,"Austin, US","Hyderabad, IN",EMP0162,EMP0350,2022-04-22,backfill,completed
XFR0392,EMP0247,entity,JOB0706,JOB0232,Data,IT,"Bengaluru, IN","Austin, US",EMP0701,EMP0215,2026-03-26,employee_request,approved
XFR0393,EMP0393,manager,JOB0538,JOB0440,Engineering,Facilities,"Atlanta, US","Atlanta, US",EMP0168,EMP0469,2020-03-26,career_growth,pending
XFR0394,EMP0210,manager,JOB0389,JOB0865,Marketing,Finance,"New York, US","Chicago, US",EMP0183,EMP0362,2017-08-02,employee_request,approved
XFR0395,EMP0037,entity,JOB0113,JOB0124,Security,Sales,"Chicago, US","Austin, US",EMP0469,EMP0181,2018-03-26,org_redesign,completed
XFR0396,EMP0916,department,JOB0416,JOB0538,Engineering,Engineering,"Bengaluru, IN","Atlanta, US",EMP0597,EMP0284,2022-06-22,employee_request,completed
XFR0397,EMP0082,manager,JOB0236,JOB0244,Customer Success,Data,"San Francisco, US","Hyderabad, IN",EMP0667,EMP0394,2021-04-19,business_need,completed
XFR0398,EMP0027,location,JOB0110,JOB0171,IT,Sales,"London, UK","New York, US",EMP0730,EMP0078,2018-11-22,employee_request,pending
XFR0399,EMP0210,temporary,JOB0780,JOB0143,Marketing,Product,"Denver, US","Atlanta, US",EMP0385,EMP0969,2017-10-07,employee_request,pending
XFR0400,EMP0077,entity,JOB0469,JOB0287,Security,Marketing,"London, UK","Bengaluru, IN",EMP0381,EMP0100,2024-11-24,career_growth,cancelled
XFR0401,EMP0341,temporary,JOB0560,JOB0408,Marketing,Supply Chain,"Hyderabad, IN","Bengaluru, IN",EMP0013,EMP0644,2017-11-12,backfill,approved
XFR0402,EMP0191,temporary,JOB0041,JOB0459,IT,Engineering,"Chicago, US","Austin, US",EMP0224,EMP0628,2021-05-22,career_growth,pending
XFR0403,EMP0121,temporary,JOB0272,JOB0785,Product,IT,"Denver, US","London, UK",EMP0606,EMP0150,2025-02-25,backfill,completed
XFR0404,EMP0956,manager,JOB0219,JOB0226,Supply Chain,Engineering,"Toronto, CA","Hyderabad, IN",EMP0736,EMP0019,2022-02-14,career_growth,pending
XFR0405,EMP0109,manager,JOB0713,JOB0026,Finance,Operations,"Hyderabad, IN","Dallas, US",EMP0620,EMP0704,2020-10-28,business_need,pending
XFR0406,EMP0046,manager,JOB0778,JOB0126,IT,Sales,"Bengaluru, IN","Seattle, US",EMP0183,EMP0979,2024-06-21,backfill,completed
XFR0407,EMP0349,temporary,JOB0519,JOB0393,Finance,Engineering,"San Francisco, US","London, UK",EMP0458,EMP0045,2024-07-18,career_growth,cancelled
XFR0408,EMP0789,manager,JOB0166,JOB0676,Security,IT,"Austin, US","London, UK",EMP0632,EMP0602,2023-12-14,org_redesign,pending
XFR0409,EMP0982,manager,JOB0542,JOB0789,Engineering,Finance,"Denver, US","Hyderabad, IN",EMP0993,EMP0640,2017-04-29,org_redesign,pending
XFR0410,EMP0352,entity,JOB0426,JOB0542,Product,Engineering,"Seattle, US","Denver, US",EMP0870,EMP0557,2026-05-21,business_need,completed
XFR0411,EMP0363,temporary,JOB0113,JOB0464,Security,Supply Chain,"Chicago, US","New York, US",EMP0964,EMP0334,2023-01-29,employee_request,completed
XFR0412,EMP0785,department,JOB0318,JOB0653,Operations,IT,"Chicago, US","London, UK",EMP0756,EMP0022,2023-01-01,backfill,cancelled
XFR0413,EMP0241,entity,JOB0559,JOB0146,IT,Engineering,"Bengaluru, IN","Chicago, US",EMP0376,EMP0312,2023-05-11,career_growth,approved
XFR0414,EMP0962,entity,JOB0038,JOB0054,Marketing,Data,"Dallas, US","Hyderabad, IN",EMP0822,EMP0954,2026-03-26,employee_request,pending
XFR0415,EMP0222,department,JOB0323,JOB0242,Legal,Facilities,"Austin, US","San Francisco, US",EMP0764,EMP0005,2025-08-15,backfill,approved
XFR0416,EMP0795,entity,JOB0323,JOB0852,Legal,Data,"Austin, US","Dallas, US",EMP0042,EMP0882,2023-10-10,business_need,completed
XFR0417,EMP0582,entity,JOB0509,JOB0076,Product,Security,"Chicago, US","Chicago, US",EMP0206,EMP0719,2020-08-07,business_need,pending
XFR0418,EMP0891,temporary,JOB0923,JOB0876,Sales,Engineering,"San Francisco, US","New York, US",EMP0222,EMP0812,2025-10-30,career_growth,completed
XFR0419,EMP0647,entity,JOB0413,JOB0897,Operations,HR,"Chicago, US","Denver, US",EMP0958,EMP0919,2024-08-18,career_growth,pending
XFR0420,EMP0450,manager,JOB0530,JOB0343,Marketing,Product,"Atlanta, US","San Francisco, US",EMP0022,EMP0918,2025-09-02,org_redesign,approved
XFR0421,EMP0996,temporary,JOB0679,JOB0763,Marketing,Data,"Toronto, CA","Seattle, US",EMP0099,EMP0936,2023-12-08,org_redesign,cancelled
XFR0422,EMP0572,department,JOB0735,JOB0078,Legal,Marketing,"Bengaluru, IN","London, UK",EMP0454,EMP0228,2021-01-12,employee_request,cancelled
XFR0423,EMP0859,location,JOB0102,JOB0144,Security,Supply Chain,"Seattle, US","San Francisco, US",EMP0245,EMP0414,2024-06-25,career_growth,cancelled
XFR0424,EMP0455,location,JOB0004,JOB0404,Sales,Data,"Hyderabad, IN","Denver, US",EMP0597,EMP0981,2024-09-03,backfill,approved
XFR0425,EMP0672,entity,JOB0351,JOB0994,Marketing,Customer Success,"Atlanta, US","Toronto, CA",EMP0048,EMP0769,2023-06-09,business_need,cancelled
XFR0426,EMP0624,location,JOB0825,JOB0379,IT,Finance,"New York, US","Chicago, US",EMP0091,EMP0071,2026-05-01,backfill,cancelled
XFR0427,EMP0965,manager,JOB0611,JOB0138,Marketing,Engineering,"Hyderabad, IN","London, UK",EMP0448,EMP0860,2024-06-23,career_growth,approved
XFR0428,EMP0115,manager,JOB0348,JOB0791,HR,Data,"New York, US","Seattle, US",EMP0118,EMP0555,2026-01-25,employee_request,approved
XFR0429,EMP0982,entity,JOB0239,JOB0382,Customer Success,Product,"Hyderabad, IN","Seattle, US",EMP0837,EMP0364,2018-03-30,backfill,pending
XFR0430,EMP0670,department,JOB0658,JOB0695,Finance,HR,"London, UK","Atlanta, US",EMP0591,EMP0824,2014-05-02,business_need,approved
XFR0431,EMP0260,entity,JOB0372,JOB0312,Legal,Facilities,"Austin, US","Austin, US",EMP0037,EMP0255,2018-02-27,business_need,cancelled
XFR0432,EMP0292,department,JOB0878,JOB0466,Engineering,Customer Success,"Atlanta, US","Seattle, US",EMP0857,EMP0106,2024-11-24,backfill,completed
XFR0433,EMP0502,department,JOB0883,JOB0969,HR,Marketing,"New York, US","Hyderabad, IN",EMP0161,EMP0369,2019-12-08,employee_request,approved
XFR0434,EMP0738,department,JOB0954,JOB0096,Supply Chain,Legal,"Dallas, US","San Francisco, US",EMP0642,EMP0979,2025-08-16,backfill,completed
XFR0435,EMP0665,temporary,JOB0795,JOB0471,Supply Chain,Security,"Bengaluru, IN","New York, US",EMP0246,EMP1000,2026-06-28,org_redesign,cancelled
XFR0436,EMP0371,entity,JOB0554,JOB0167,HR,Facilities,"Hyderabad, IN","Hyderabad, IN",EMP0818,EMP0937,2025-04-01,employee_request,cancelled
XFR0437,EMP0724,department,JOB0930,JOB0866,IT,Data,"Bengaluru, IN","Hyderabad, IN",EMP0057,EMP0951,2026-06-13,backfill,completed
XFR0438,EMP0778,entity,JOB0095,JOB0701,Sales,Customer Success,"London, UK","San Francisco, US",EMP0530,EMP0253,2024-02-23,backfill,completed
XFR0439,EMP0447,location,JOB0351,JOB0439,Marketing,Customer Success,"Atlanta, US","San Francisco, US",EMP0796,EMP0672,2026-07-12,career_growth,completed
XFR0440,EMP0328,location,JOB0344,JOB0142,Finance,Operations,"Dallas, US","Atlanta, US",EMP0365,EMP0145,2023-07-14,career_growth,pending
XFR0441,EMP0421,temporary,JOB0855,JOB0108,HR,HR,"New York, US","San Francisco, US",EMP0665,EMP0008,2025-03-31,employee_request,approved
XFR0442,EMP0333,manager,JOB0872,JOB0987,Supply Chain,Facilities,"Denver, US","Denver, US",EMP0695,EMP0289,2025-06-19,backfill,pending
XFR0443,EMP0512,manager,JOB0249,JOB0798,Data,Customer Success,"Dallas, US","Seattle, US",EMP0455,EMP0804,2022-05-29,employee_request,completed
XFR0444,EMP0405,department,JOB0389,JOB0678,Marketing,HR,"New York, US","Seattle, US",EMP0434,EMP0360,2026-04-01,employee_request,completed
XFR0445,EMP0342,temporary,JOB0527,JOB0830,Data,Engineering,"Austin, US","Atlanta, US",EMP0783,EMP0694,2023-07-13,backfill,pending
XFR0446,EMP0562,location,JOB0074,JOB0839,Operations,Supply Chain,"Bengaluru, IN","Hyderabad, IN",EMP0393,EMP0988,2024-10-11,business_need,pending
XFR0447,EMP0288,entity,JOB0865,JOB0144,Finance,Supply Chain,"Chicago, US","San Francisco, US",EMP0139,EMP0133,2021-04-29,org_redesign,approved
XFR0448,EMP0330,location,JOB0325,JOB0944,HR,Supply Chain,"Bengaluru, IN","New York, US",EMP0762,EMP0830,2025-03-18,backfill,approved
XFR0449,EMP0337,manager,JOB0782,JOB0797,Product,Security,"Seattle, US","Chicago, US",EMP0737,EMP0547,2024-10-09,backfill,cancelled
XFR0450,EMP0566,department,JOB0850,JOB0036,Finance,Data,"Hyderabad, IN","Dallas, US",EMP0258,EMP0667,2021-08-25,org_redesign,completed
XFR0451,EMP0964,department,JOB0193,JOB0147,Data,Marketing,"Bengaluru, IN","Denver, US",EMP0649,EMP0824,2023-12-24,career_growth,pending
XFR0452,EMP0651,department,JOB0867,JOB0810,Finance,Data,"London, UK","New York, US",EMP0025,EMP0193,2017-08-10,org_redesign,cancelled
XFR0453,EMP0685,manager,JOB0293,JOB0219,Finance,Supply Chain,"Chicago, US","Toronto, CA",EMP0499,EMP0432,2018-03-17,career_growth,cancelled
XFR0454,EMP0230,manager,JOB0483,JOB0414,Legal,Finance,"Chicago, US","Dallas, US",EMP0537,EMP0295,2017-07-05,employee_request,cancelled
XFR0455,EMP0451,temporary,JOB0452,JOB0006,Legal,Security,"Bengaluru, IN","Bengaluru, IN",EMP0029,EMP0018,2023-02-09,org_redesign,cancelled
XFR0456,EMP0635,department,JOB0214,JOB0621,Customer Success,Security,"London, UK","Denver, US",EMP0824,EMP0186,2026-03-20,career_growth,pending
XFR0457,EMP0829,temporary,JOB0294,JOB0752,Facilities,Legal,"Austin, US","Hyderabad, IN",EMP0368,EMP0486,2021-06-09,career_growth,completed
XFR0458,EMP0307,temporary,JOB0566,JOB0462,Legal,Marketing,"Denver, US","Chicago, US",EMP0501,EMP0881,2026-02-07,backfill,pending
XFR0459,EMP0616,department,JOB0313,JOB0676,Customer Success,IT,"New York, US","London, UK",EMP0622,EMP0146,2015-04-15,career_growth,pending
XFR0460,EMP0313,department,JOB0605,JOB0707,Facilities,Sales,"Dallas, US","Dallas, US",EMP0295,EMP0541,2025-08-21,career_growth,cancelled
XFR0461,EMP0032,manager,JOB0386,JOB0059,IT,HR,"San Francisco, US","San Francisco, US",EMP0074,EMP0159,2019-03-12,career_growth,approved
XFR0462,EMP0898,entity,JOB0518,JOB0226,Product,Engineering,"Hyderabad, IN","Hyderabad, IN",EMP0117,EMP0657,2026-07-21,org_redesign,completed
XFR0463,EMP0708,entity,JOB0589,JOB0808,Sales,Security,"Dallas, US","Bengaluru, IN",EMP0887,EMP0024,2025-07-12,backfill,cancelled
XFR0464,EMP0600,temporary,JOB0957,JOB0231,Engineering,Engineering,"London, UK","Hyderabad, IN",EMP0417,EMP0725,2025-10-13,career_growth,approved
XFR0465,EMP0327,temporary,JOB0520,JOB0308,Security,Marketing,"London, UK","Seattle, US",EMP0438,EMP0051,2026-06-26,org_redesign,approved
XFR0466,EMP0709,temporary,JOB0453,JOB0542,Operations,Engineering,"San Francisco, US","Denver, US",EMP0032,EMP0977,2025-02-23,org_redesign,approved
XFR0467,EMP0352,location,JOB0516,JOB0441,Data,Facilities,"Chicago, US","San Francisco, US",EMP0524,EMP0285,2018-06-24,backfill,completed
XFR0468,EMP0106,temporary,JOB0011,JOB0708,Data,HR,"Austin, US","Toronto, CA",EMP0152,EMP0929,2026-07-20,business_need,approved
XFR0469,EMP0767,temporary,JOB0510,JOB0705,Customer Success,Sales,"Atlanta, US","Dallas, US",EMP0246,EMP0813,2023-04-02,career_growth,completed
XFR0470,EMP0732,location,JOB0924,JOB0340,Security,Facilities,"New York, US","London, UK",EMP0629,EMP0540,2025-04-14,employee_request,cancelled
XFR0471,EMP0865,location,JOB0862,JOB0949,Facilities,Security,"Hyderabad, IN","Seattle, US",EMP0411,EMP0026,2026-04-06,business_need,pending
XFR0472,EMP0575,department,JOB0369,JOB0865,Legal,Finance,"Chicago, US","Chicago, US",EMP0377,EMP0843,2023-12-04,business_need,approved
XFR0473,EMP0516,manager,JOB0288,JOB0655,Marketing,Engineering,"New York, US","London, UK",EMP0987,EMP0823,2024-06-07,career_growth,pending
XFR0474,EMP0217,temporary,JOB0821,JOB0324,Finance,Facilities,"Hyderabad, IN","Dallas, US",EMP0396,EMP0009,2024-02-03,employee_request,approved
XFR0475,EMP0401,temporary,JOB0489,JOB0445,Engineering,Security,"Seattle, US","Toronto, CA",EMP0581,EMP0332,2024-11-26,career_growth,pending
XFR0476,EMP0387,entity,JOB0861,JOB0683,Marketing,Operations,"Bengaluru, IN","Atlanta, US",EMP0601,EMP0639,2026-07-20,org_redesign,approved
XFR0477,EMP0090,temporary,JOB0409,JOB0228,Customer Success,Legal,"Chicago, US","Austin, US",EMP0085,EMP0463,2024-11-03,employee_request,completed
XFR0478,EMP0776,temporary,JOB0742,JOB0992,IT,Security,"Seattle, US","Dallas, US",EMP0140,EMP0097,2021-10-10,backfill,pending
XFR0479,EMP0813,temporary,JOB0421,JOB0775,Sales,Product,"Atlanta, US","Bengaluru, IN",EMP0593,EMP0518,2023-04-07,business_need,cancelled
XFR0480,EMP0463,manager,JOB0865,JOB0642,Finance,Product,"Chicago, US","Toronto, CA",EMP0373,EMP0550,2023-03-29,business_need,approved
XFR0481,EMP0376,entity,JOB0807,JOB0334,Security,Data,"Dallas, US","Bengaluru, IN",EMP0557,EMP0994,2023-08-12,business_need,pending
XFR0482,EMP0276,location,JOB0293,JOB0658,Finance,Finance,"Chicago, US","London, UK",EMP0834,EMP0104,2025-07-25,backfill,completed
XFR0483,EMP0850,temporary,JOB0687,JOB0236,Product,Customer Success,"Chicago, US","San Francisco, US",EMP0232,EMP0352,2018-01-24,org_redesign,approved
XFR0484,EMP0149,department,JOB0538,JOB0434,Engineering,Finance,"Atlanta, US","Chicago, US",EMP0648,EMP0205,2025-10-21,backfill,approved
XFR0485,EMP0928,manager,JOB0805,JOB0677,Finance,Security,"London, UK","London, UK",EMP0630,EMP0348,2025-04-24,backfill,completed
XFR0486,EMP0623,entity,JOB0188,JOB0803,Marketing,Legal,"San Francisco, US","London, UK",EMP0958,EMP0098,2018-01-02,org_redesign,approved
XFR0487,EMP0079,department,JOB0195,JOB0400,Data,Facilities,"Hyderabad, IN","Bengaluru, IN",EMP0657,EMP0888,2026-07-16,org_redesign,cancelled
XFR0488,EMP0601,entity,JOB0858,JOB0682,Security,Engineering,"Hyderabad, IN","New York, US",EMP0854,EMP0176,2025-03-22,backfill,completed
XFR0489,EMP0965,entity,JOB0842,JOB0460,Supply Chain,Security,"Austin, US","Bengaluru, IN",EMP0368,EMP0789,2020-07-27,career_growth,pending
XFR0490,EMP0940,location,JOB0027,JOB0647,Supply Chain,Operations,"Toronto, CA","Austin, US",EMP0767,EMP0499,2025-10-19,backfill,completed
XFR0491,EMP0666,location,JOB0066,JOB0857,Facilities,HR,"Denver, US","Toronto, CA",EMP0629,EMP0563,2025-12-28,org_redesign,approved
XFR0492,EMP0343,entity,JOB0367,JOB0560,Finance,Marketing,"Toronto, CA","Hyderabad, IN",EMP0325,EMP0490,2026-05-09,business_need,cancelled
XFR0493,EMP0839,department,JOB0832,JOB0943,Legal,Legal,"Toronto, CA","Austin, US",EMP0578,EMP0406,2017-05-13,career_growth,approved
XFR0494,EMP0021,entity,JOB0446,JOB0936,Data,Customer Success,"Seattle, US","San Francisco, US",EMP0916,EMP0018,2019-06-13,backfill,cancelled
XFR0495,EMP0259,manager,JOB0313,JOB0141,Customer Success,Marketing,"New York, US","New York, US",EMP0265,EMP0668,2025-10-17,org_redesign,approved
XFR0496,EMP0385,department,JOB0575,JOB0290,Engineering,HR,"Atlanta, US","Dallas, US",EMP0088,EMP0766,2025-09-22,org_redesign,cancelled
XFR0497,EMP0828,temporary,JOB0383,JOB0752,Legal,Legal,"Denver, US","Hyderabad, IN",EMP0369,EMP0641,2019-05-22,backfill,cancelled
XFR0498,EMP0618,manager,JOB0141,JOB0989,Marketing,IT,"New York, US","Toronto, CA",EMP0946,EMP0508,2026-02-02,business_need,completed
XFR0499,EMP0047,temporary,JOB0740,JOB0589,Supply Chain,Sales,"Seattle, US","Dallas, US",EMP0214,EMP0713,2026-07-02,employee_request,approved
XFR0500,EMP0998,department,JOB0561,JOB0520,Legal,Security,"Atlanta, US","London, UK",EMP0580,EMP0145,2023-12-19,career_growth,pending
XFR0501,EMP0504,manager,JOB0893,JOB0239,Supply Chain,Customer Success,"Atlanta, US","Hyderabad, IN",EMP0273,EMP0709,2025-12-17,employee_request,approved
XFR0502,EMP0765,location,JOB0798,JOB0757,Customer Success,Finance,"Seattle, US","Atlanta, US",EMP0184,EMP0882,2026-07-16,business_need,completed
XFR0503,EMP0961,location,JOB0910,JOB0286,Legal,IT,"Denver, US","Austin, US",EMP0041,EMP0914,2024-01-06,business_need,approved
XFR0504,EMP0817,manager,JOB0171,JOB0547,Sales,Product,"New York, US","San Francisco, US",EMP0771,EMP0739,2025-04-06,employee_request,cancelled
XFR0505,EMP0485,entity,JOB0688,JOB0224,Marketing,Customer Success,"Dallas, US","Atlanta, US",EMP0115,EMP0053,2026-06-15,career_growth,approved
XFR0506,EMP0467,temporary,JOB0339,JOB0761,Engineering,Operations,"Chicago, US","Seattle, US",EMP0128,EMP0008,2025-08-19,business_need,approved
XFR0507,EMP0334,entity,JOB0341,JOB0738,Operations,Marketing,"Bengaluru, IN","Dallas, US",EMP0345,EMP0836,2024-04-25,org_redesign,completed
XFR0508,EMP0686,temporary,JOB0395,JOB0124,IT,Sales,"San Francisco, US","Austin, US",EMP0086,EMP0138,2026-07-04,org_redesign,approved
XFR0509,EMP0050,entity,JOB0597,JOB0665,HR,Finance,"Atlanta, US","Bengaluru, IN",EMP0641,EMP0202,2026-03-24,backfill,approved
XFR0510,EMP0163,entity,JOB0903,JOB0169,Customer Success,Security,"Toronto, CA","Atlanta, US",EMP0807,EMP0256,2024-03-01,career_growth,pending
XFR0511,EMP0917,manager,JOB0825,JOB0821,IT,Finance,"New York, US","Hyderabad, IN",EMP0645,EMP0078,2023-07-07,backfill,approved
XFR0512,EMP0128,temporary,JOB0780,JOB0787,Marketing,Operations,"Denver, US","New York, US",EMP0736,EMP0926,2020-05-30,employee_request,completed
XFR0513,EMP0942,department,JOB0083,JOB0907,Data,Customer Success,"Seattle, US","Bengaluru, IN",EMP0770,EMP0040,2026-02-25,business_need,pending
XFR0514,EMP0184,entity,JOB0258,JOB0166,Operations,Security,"San Francisco, US","Austin, US",EMP0616,EMP0488,2023-06-11,org_redesign,pending
XFR0515,EMP0509,department,JOB0004,JOB0119,Sales,Legal,"Hyderabad, IN","Bengaluru, IN",EMP0700,EMP0107,2025-05-10,backfill,approved
XFR0516,EMP0939,department,JOB0928,JOB0520,HR,Security,"San Francisco, US","London, UK",EMP0016,EMP0586,2021-12-16,employee_request,cancelled
XFR0517,EMP0070,location,JOB0762,JOB0828,Security,Sales,"Toronto, CA","Hyderabad, IN",EMP0888,EMP0337,2023-01-06,business_need,completed
XFR0518,EMP0273,manager,JOB0247,JOB0249,Security,Data,"Atlanta, US","Dallas, US",EMP0526,EMP0420,2020-05-29,employee_request,cancelled
XFR0519,EMP0889,department,JOB0118,JOB0360,Sales,Sales,"Chicago, US","New York, US",EMP0209,EMP0254,2025-07-25,employee_request,approved
XFR0520,EMP0022,location,JOB0464,JOB0685,Supply Chain,IT,"New York, US","Austin, US",EMP0399,EMP0061,2023-09-12,org_redesign,pending
XFR0521,EMP0255,department,JOB0930,JOB0330,IT,Customer Success,"Bengaluru, IN","Seattle, US",EMP0269,EMP0180,2022-01-31,career_growth,approved
XFR0522,EMP0406,entity,JOB0161,JOB0377,Supply Chain,Supply Chain,"Denver, US","San Francisco, US",EMP0263,EMP0460,2026-04-26,business_need,approved
XFR0523,EMP0417,entity,JOB0475,JOB0561,Security,Legal,"Hyderabad, IN","Atlanta, US",EMP0884,EMP0047,2025-11-05,career_growth,cancelled
XFR0524,EMP0278,entity,JOB0057,JOB0212,Finance,IT,"Atlanta, US","Seattle, US",EMP0207,EMP0478,2016-08-11,org_redesign,pending
XFR0525,EMP0043,temporary,JOB0725,JOB0255,HR,Facilities,"Dallas, US","Atlanta, US",EMP0163,EMP0636,2021-06-02,career_growth,cancelled
XFR0526,EMP0309,manager,JOB0291,JOB0569,Engineering,Data,"Dallas, US","New York, US",EMP0063,EMP0797,2023-04-21,business_need,approved
XFR0527,EMP0875,manager,JOB0524,JOB0298,Product,Marketing,"Atlanta, US","London, UK",EMP0130,EMP0131,2026-03-16,business_need,completed
XFR0528,EMP0664,location,JOB0823,JOB0731,IT,Facilities,"Atlanta, US","Toronto, CA",EMP0232,EMP0996,2023-07-06,backfill,completed
XFR0529,EMP0873,manager,JOB0422,JOB0634,Data,Engineering,"San Francisco, US","New York, US",EMP0956,EMP0730,2026-04-04,employee_request,approved
XFR0530,EMP0234,temporary,JOB0895,JOB0668,Sales,Finance,"Atlanta, US","Toronto, CA",EMP0128,EMP0021,2026-03-04,backfill,approved
XFR0531,EMP0022,department,JOB0022,JOB0771,Data,Operations,"Dallas, US","Toronto, CA",EMP0211,EMP0313,2021-10-05,business_need,completed
XFR0532,EMP0918,department,JOB0300,JOB0797,Security,Security,"Seattle, US","Chicago, US",EMP0146,EMP0707,2019-03-28,career_growth,completed
XFR0533,EMP0284,manager,JOB0700,JOB0220,IT,Engineering,"Seattle, US","Atlanta, US",EMP0209,EMP0191,2024-01-01,backfill,completed
XFR0534,EMP0055,manager,JOB0510,JOB0898,Customer Success,Legal,"Atlanta, US","Dallas, US",EMP0738,EMP0790,2024-12-12,career_growth,cancelled
