leave_id,employee_id,leave_type,start_date,end_date,days_requested,days_approved,status,approver_id,reason,paid_flag,submitted_at
LVE0452,EMP0015,annual,2025-01-15,2025-01-22,8,8,cancelled,EMP0302,travel,true,2025-01-01 00:00:00
LVE0453,EMP0301,sick,2026-07-04,2026-07-08,5,5,approved,EMP0684,,true,2026-06-14 00:00:00
LVE0454,EMP0647,bereavement,2025-12-15,2025-12-24,10,10,rejected,EMP0751,medical,true,2025-12-10 00:00:00
LVE0455,EMP0053,comp_off,2024-01-03,2024-01-09,7,7,cancelled,EMP0426,travel,true,2023-12-23 00:00:00
LVE0456,EMP0208,unpaid,2023-08-25,2023-09-05,12,12,approved,EMP0081,vacation,false,2023-08-16 00:00:00
LVE0457,EMP0533,annual,2025-07-30,2025-08-04,6,6,cancelled,EMP0540,medical,true,2025-07-25 00:00:00
LVE0458,EMP0093,parental,2022-02-24,2022-04-14,50,50,approved,EMP0779,travel,true,2022-02-21 00:00:00
LVE0459,EMP0736,comp_off,2026-03-25,2026-03-31,7,7,approved,EMP0743,personal matter,true,2026-03-15 00:00:00
LVE0460,EMP0550,personal,2025-07-29,2025-08-10,13,13,approved,EMP0370,family,true,2025-07-19 00:00:00
LVE0461,EMP0073,personal,2022-11-01,2022-11-02,2,2,pending,EMP0480,family,true,2022-10-27 00:00:00
LVE0462,EMP0077,annual,2024-08-02,2024-08-04,3,3,rejected,EMP0551,,true,2024-07-26 00:00:00
LVE0463,EMP0307,bereavement,2025-09-10,2025-09-16,7,7,approved,EMP0187,family,true,2025-08-21 00:00:00
LVE0464,EMP0650,bereavement,2023-01-28,2023-02-08,12,12,approved,EMP0067,personal matter,true,2023-01-16 00:00:00
LVE0465,EMP0501,parental,2026-04-11,2026-04-21,11,11,rejected,EMP0808,vacation,true,2026-03-27 00:00:00
LVE0466,EMP0153,annual,2024-08-28,2024-09-07,11,11,approved,EMP0861,family,true,2024-08-26 00:00:00
LVE0467,EMP0340,personal,2025-03-05,2025-03-06,2,2,cancelled,EMP0148,travel,true,2025-02-23 00:00:00
LVE0468,EMP0910,sick,2025-10-24,2025-10-31,8,8,approved,EMP0438,medical,true,2025-10-13 00:00:00
LVE0469,EMP0608,parental,2019-08-11,2019-10-20,71,70,rejected,EMP0610,illness,true,2019-08-02 00:00:00
LVE0470,EMP0461,unpaid,2022-08-23,2022-09-01,10,10,approved,EMP0486,personal matter,false,2022-08-08 00:00:00
LVE0471,EMP0823,comp_off,2026-05-23,2026-06-05,14,14,rejected,EMP0514,medical,true,2026-05-05 00:00:00
LVE0472,EMP0563,sick,2025-08-08,2025-08-15,8,8,pending,EMP0285,family,true,2025-08-04 00:00:00
LVE0473,EMP0995,sick,2019-08-04,2019-08-15,12,12,rejected,EMP0139,travel,true,2019-08-03 00:00:00
LVE0474,EMP0157,personal,2017-12-12,2017-12-19,8,8,pending,EMP0531,vacation,true,2017-12-11 00:00:00
LVE0475,EMP0557,annual,2026-06-29,2026-07-04,6,5,pending,EMP0408,illness,true,2026-06-25 00:00:00
LVE0476,EMP0258,annual,2018-11-20,2018-11-26,7,7,approved,EMP0489,illness,true,2018-11-09 00:00:00
LVE0477,EMP0351,comp_off,2026-06-20,2026-06-30,11,11,pending,EMP0935,personal matter,true,2026-06-09 00:00:00
LVE0478,EMP0811,sick,2026-05-30,2026-06-04,6,6,cancelled,EMP0420,vacation,true,2026-05-29 00:00:00
LVE0479,EMP0396,bereavement,2021-11-18,2021-12-01,14,14,approved,EMP0946,,true,2021-10-31 00:00:00
LVE0480,EMP0154,personal,2022-11-29,2022-12-01,3,3,cancelled,EMP0526,vacation,true,2022-11-23 00:00:00
LVE0481,EMP0182,parental,2025-11-12,2026-01-07,57,57,pending,EMP0377,personal matter,true,2025-10-30 00:00:00
LVE0482,EMP0725,personal,2026-03-21,2026-03-31,11,11,rejected,EMP0142,illness,true,2026-03-07 00:00:00
LVE0483,EMP0095,comp_off,2025-07-02,2025-07-14,13,13,approved,EMP0613,,true,2025-06-22 00:00:00
LVE0484,EMP0857,sick,2026-06-15,2026-06-24,10,10,rejected,EMP0760,family,true,2026-06-13 00:00:00
LVE0485,EMP0516,unpaid,2024-12-25,2025-01-02,9,9,approved,EMP0692,illness,false,2024-12-10 00:00:00
LVE0486,EMP0174,annual,2024-12-20,2024-12-31,12,12,approved,EMP0540,illness,true,2024-12-08 00:00:00
LVE0487,EMP0491,comp_off,2021-11-07,2021-11-18,12,12,approved,EMP0155,illness,true,2021-10-18 00:00:00
LVE0488,EMP0301,sick,2026-07-23,2026-08-03,12,12,approved,EMP0684,vacation,true,2026-07-08 00:00:00
LVE0489,EMP0674,bereavement,2026-02-10,2026-02-14,5,5,cancelled,EMP0777,,true,2026-02-04 00:00:00
LVE0490,EMP0055,comp_off,2023-12-23,2023-12-29,7,7,approved,EMP0903,travel,true,2023-12-08 00:00:00
LVE0491,EMP0924,sick,2021-03-29,2021-04-02,5,4,approved,EMP0979,,true,2021-03-11 00:00:00
LVE0492,EMP0537,sick,2023-07-07,2023-07-12,6,6,rejected,EMP0401,travel,true,2023-06-17 00:00:00
LVE0493,EMP0645,annual,2020-08-17,2020-08-26,10,10,approved,EMP0997,medical,true,2020-08-08 00:00:00
LVE0494,EMP0258,comp_off,2024-09-06,2024-09-10,5,5,approved,EMP0489,medical,true,2024-08-17 00:00:00
LVE0495,EMP0259,comp_off,2025-12-31,2026-01-11,12,12,pending,EMP0146,illness,true,2025-12-16 00:00:00
LVE0496,EMP0145,bereavement,2022-11-27,2022-12-03,7,7,pending,EMP0976,medical,true,2022-11-10 00:00:00
LVE0497,EMP0766,sick,2022-05-05,2022-05-16,12,12,cancelled,EMP0714,travel,true,2022-04-25 00:00:00
LVE0498,EMP0275,bereavement,2014-09-15,2014-09-23,9,9,cancelled,EMP0591,medical,true,2014-09-09 00:00:00
LVE0499,EMP0441,unpaid,2025-06-29,2025-07-04,6,6,rejected,EMP0261,personal matter,false,2025-06-20 00:00:00
LVE0500,EMP0920,comp_off,2025-06-21,2025-07-02,12,12,rejected,EMP0453,medical,true,2025-06-16 00:00:00
LVE0501,EMP0395,personal,2021-03-16,2021-03-28,13,13,rejected,EMP0747,vacation,true,2021-03-03 00:00:00
LVE0502,EMP0656,annual,2025-01-23,2025-01-30,8,8,approved,EMP0824,,true,2025-01-21 00:00:00
LVE0503,EMP0406,comp_off,2024-05-31,2024-06-13,14,14,pending,EMP0867,family,true,2024-05-19 00:00:00
LVE0504,EMP0196,annual,2019-10-18,2019-10-29,12,12,approved,EMP0094,,true,2019-10-05 00:00:00
LVE0505,EMP0681,annual,2020-04-16,2020-04-17,2,2,rejected,EMP0583,medical,true,2020-03-29 00:00:00
LVE0506,EMP0944,sick,2020-08-05,2020-08-18,14,14,approved,EMP0542,illness,true,2020-08-01 00:00:00
LVE0507,EMP0698,parental,2026-07-14,2026-08-12,30,30,approved,EMP0173,personal matter,true,2026-07-07 00:00:00
LVE0508,EMP0786,comp_off,2016-10-22,2016-10-27,6,6,pending,EMP0625,vacation,true,2016-10-08 00:00:00
LVE0509,EMP0248,personal,2020-01-30,2020-02-02,4,4,approved,EMP0639,travel,true,2020-01-22 00:00:00
LVE0510,EMP0044,bereavement,2025-11-27,2025-12-02,6,6,approved,EMP0086,,true,2025-11-10 00:00:00
LVE0511,EMP0836,unpaid,2023-09-23,2023-09-29,7,7,pending,EMP0520,personal matter,false,2023-09-22 00:00:00
LVE0512,EMP0551,annual,2024-05-17,2024-05-25,9,9,cancelled,EMP0691,family,true,2024-05-02 00:00:00
LVE0513,EMP0336,annual,2026-01-16,2026-01-22,7,7,approved,EMP0951,vacation,true,2026-01-02 00:00:00
LVE0514,EMP0547,comp_off,2018-10-28,2018-11-05,9,9,rejected,EMP0316,vacation,true,2018-10-23 00:00:00
LVE0515,EMP0566,comp_off,2025-02-07,2025-02-15,9,8,cancelled,EMP0764,travel,true,2025-01-31 00:00:00
LVE0516,EMP0396,bereavement,2014-09-14,2014-09-15,2,2,approved,EMP0946,illness,true,2014-09-08 00:00:00
LVE0517,EMP0010,sick,2024-05-27,2024-05-28,2,1,pending,EMP0798,vacation,true,2024-05-26 00:00:00
LVE0518,EMP0770,unpaid,2024-04-12,2024-04-14,3,3,approved,EMP0552,illness,false,2024-03-30 00:00:00
LVE0519,EMP0847,annual,2026-07-27,2026-07-30,4,4,rejected,EMP0733,travel,true,2026-07-08 00:00:00
LVE0520,EMP0373,annual,2023-01-05,2023-01-07,3,2,rejected,EMP0672,vacation,true,2022-12-30 00:00:00
LVE0521,EMP0480,comp_off,2023-08-14,2023-08-26,13,13,pending,EMP0205,,true,2023-08-13 00:00:00
LVE0522,EMP0098,bereavement,2026-07-31,2026-08-02,3,3,pending,EMP0486,illness,true,2026-07-20 00:00:00
LVE0523,EMP0601,annual,2018-10-28,2018-10-30,3,3,cancelled,EMP0217,vacation,true,2018-10-08 00:00:00
LVE0524,EMP0135,bereavement,2024-06-10,2024-06-19,10,9,pending,EMP0828,personal matter,true,2024-06-09 00:00:00
LVE0525,EMP0867,annual,2026-03-28,2026-04-05,9,9,rejected,EMP0394,travel,true,2026-03-23 00:00:00
LVE0526,EMP0753,bereavement,2022-06-02,2022-06-12,11,11,approved,EMP0369,personal matter,true,2022-05-30 00:00:00
LVE0527,EMP0539,comp_off,2026-06-20,2026-06-28,9,9,approved,EMP0644,illness,true,2026-06-04 00:00:00
LVE0528,EMP0782,unpaid,2017-11-15,2017-11-27,13,13,rejected,EMP0743,medical,false,2017-10-30 00:00:00
LVE0529,EMP0517,sick,2024-07-28,2024-08-01,5,5,approved,EMP0130,travel,true,2024-07-12 00:00:00
LVE0530,EMP0854,personal,2020-09-07,2020-09-13,7,7,cancelled,EMP0722,,true,2020-08-26 00:00:00
LVE0531,EMP0426,annual,2026-08-04,2026-08-07,4,4,approved,EMP0316,personal matter,true,2026-07-19 00:00:00
LVE0532,EMP0768,bereavement,2021-04-22,2021-04-30,9,8,approved,EMP0910,,true,2021-04-21 00:00:00
LVE0533,EMP0103,annual,2024-09-09,2024-09-09,1,0,cancelled,EMP0442,,true,2024-09-08 00:00:00
LVE0534,EMP0958,parental,2025-12-31,2026-02-16,48,48,approved,EMP0146,,true,2025-12-24 00:00:00
LVE0535,EMP0597,sick,2018-10-25,2018-11-07,14,14,rejected,EMP0667,,true,2018-10-13 00:00:00
LVE0536,EMP0624,bereavement,2025-01-24,2025-02-06,14,14,cancelled,EMP0888,family,true,2025-01-10 00:00:00
LVE0537,EMP0017,personal,2023-05-24,2023-06-03,11,11,approved,EMP0352,medical,true,2023-05-04 00:00:00
LVE0538,EMP0198,parental,2025-03-01,2025-05-10,71,71,approved,EMP0376,personal matter,true,2025-02-11 00:00:00
LVE0539,EMP0816,sick,2024-02-04,2024-02-06,3,3,pending,EMP0628,vacation,true,2024-02-03 00:00:00
LVE0540,EMP0641,annual,2026-05-20,2026-05-22,3,3,rejected,EMP0766,illness,true,2026-05-11 00:00:00
LVE0541,EMP0011,comp_off,2023-07-15,2023-07-15,1,1,cancelled,EMP0447,medical,true,2023-07-05 00:00:00
LVE0542,EMP0185,unpaid,2026-06-26,2026-07-01,6,6,approved,EMP0233,illness,false,2026-06-19 00:00:00
LVE0543,EMP0044,bereavement,2018-05-04,2018-05-13,10,10,rejected,EMP0086,illness,true,2018-04-24 00:00:00
LVE0544,EMP0471,sick,2023-03-18,2023-03-22,5,5,pending,EMP0544,vacation,true,2023-03-10 00:00:00
LVE0545,EMP0695,annual,2024-01-21,2024-01-24,4,4,pending,EMP0849,,true,2024-01-10 00:00:00
LVE0546,EMP0681,sick,2020-12-13,2020-12-23,11,11,rejected,EMP0583,illness,true,2020-11-24 00:00:00
LVE0547,EMP0857,personal,2026-06-23,2026-06-30,8,8,approved,EMP0760,family,true,2026-06-17 00:00:00
LVE0548,EMP0529,personal,2019-03-11,2019-03-20,10,10,approved,EMP0416,vacation,true,2019-02-28 00:00:00
LVE0549,EMP0284,unpaid,2026-01-14,2026-01-26,13,13,approved,EMP0872,vacation,false,2026-01-02 00:00:00
LVE0550,EMP0207,annual,2025-01-19,2025-02-01,14,14,pending,EMP0869,travel,true,2024-12-30 00:00:00
LVE0551,EMP0025,annual,2026-03-23,2026-03-31,9,8,cancelled,EMP0737,travel,true,2026-03-11 00:00:00
LVE0552,EMP0882,annual,2023-07-17,2023-07-22,6,6,rejected,EMP0688,travel,true,2023-07-10 00:00:00
LVE0553,EMP0345,comp_off,2025-11-12,2025-11-20,9,9,approved,EMP0797,personal matter,true,2025-11-05 00:00:00
LVE0554,EMP0184,comp_off,2024-02-23,2024-02-26,4,4,rejected,EMP0465,personal matter,true,2024-02-04 00:00:00
LVE0555,EMP0248,sick,2018-04-16,2018-04-17,2,1,cancelled,EMP0639,personal matter,true,2018-04-02 00:00:00
LVE0556,EMP0277,unpaid,2024-04-16,2024-04-18,3,3,pending,EMP0488,vacation,false,2024-03-30 00:00:00
LVE0557,EMP0257,sick,2025-06-28,2025-07-03,6,6,rejected,EMP0374,personal matter,true,2025-06-10 00:00:00
LVE0558,EMP0497,sick,2025-05-02,2025-05-15,14,14,cancelled,EMP0707,,true,2025-04-21 00:00:00
LVE0559,EMP0025,bereavement,2025-08-10,2025-08-11,2,2,pending,EMP0737,travel,true,2025-08-06 00:00:00
LVE0560,EMP0479,personal,2016-09-18,2016-09-27,10,10,pending,EMP0068,,true,2016-09-14 00:00:00
LVE0561,EMP0148,personal,2024-10-28,2024-11-06,10,9,approved,EMP0368,,true,2024-10-21 00:00:00
LVE0562,EMP0625,personal,2025-09-21,2025-10-03,13,13,approved,EMP0913,illness,true,2025-09-02 00:00:00
LVE0563,EMP0307,annual,2025-07-25,2025-07-31,7,7,approved,EMP0187,illness,true,2025-07-06 00:00:00
LVE0564,EMP0908,bereavement,2024-05-02,2024-05-04,3,2,approved,EMP0954,personal matter,true,2024-04-23 00:00:00
LVE0565,EMP0725,annual,2026-07-09,2026-07-10,2,2,approved,EMP0142,travel,true,2026-07-08 00:00:00
LVE0566,EMP0302,personal,2025-06-04,2025-06-09,6,6,pending,EMP0402,personal matter,true,2025-05-28 00:00:00
LVE0567,EMP0550,comp_off,2018-11-10,2018-11-17,8,8,approved,EMP0370,medical,true,2018-11-05 00:00:00
LVE0568,EMP0486,sick,2026-06-26,2026-07-04,9,9,approved,EMP0242,illness,true,2026-06-08 00:00:00
LVE0569,EMP0213,annual,2024-07-31,2024-08-12,13,13,approved,EMP0367,illness,true,2024-07-13 00:00:00
LVE0570,EMP0464,personal,2025-02-05,2025-02-11,7,7,approved,EMP0278,,true,2025-01-30 00:00:00
LVE0571,EMP0089,unpaid,2026-07-16,2026-07-29,14,14,approved,EMP0128,illness,false,2026-07-02 00:00:00
LVE0572,EMP0806,bereavement,2026-03-12,2026-03-23,12,12,pending,EMP0055,illness,true,2026-02-22 00:00:00
LVE0573,EMP0276,sick,2022-07-19,2022-07-21,3,3,pending,EMP0589,personal matter,true,2022-07-18 00:00:00
LVE0574,EMP0242,bereavement,2023-08-09,2023-08-15,7,7,rejected,EMP0010,family,true,2023-08-05 00:00:00
LVE0575,EMP0815,annual,2023-05-20,2023-05-26,7,6,approved,EMP0182,medical,true,2023-05-03 00:00:00
LVE0576,EMP0172,bereavement,2018-03-19,2018-03-24,6,6,approved,EMP0167,,true,2018-03-12 00:00:00
LVE0577,EMP0579,unpaid,2018-10-21,2018-11-01,12,12,approved,EMP0547,medical,false,2018-10-14 00:00:00
LVE0578,EMP0978,comp_off,2026-01-17,2026-01-27,11,11,cancelled,EMP0103,family,true,2026-01-08 00:00:00
LVE0579,EMP0684,personal,2024-11-08,2024-11-10,3,3,cancelled,EMP0131,family,true,2024-11-07 00:00:00
LVE0580,EMP0146,bereavement,2024-02-29,2024-03-07,8,7,cancelled,EMP0585,travel,true,2024-02-19 00:00:00
LVE0581,EMP0134,unpaid,2024-11-24,2024-12-06,13,13,rejected,EMP0202,personal matter,false,2024-11-23 00:00:00
LVE0582,EMP0358,annual,2025-11-01,2025-11-02,2,2,rejected,EMP0952,vacation,true,2025-10-20 00:00:00
LVE0583,EMP0573,annual,2025-03-27,2025-04-03,8,7,approved,EMP0055,illness,true,2025-03-20 00:00:00
LVE0584,EMP0334,comp_off,2025-08-27,2025-08-28,2,2,approved,EMP0940,medical,true,2025-08-22 00:00:00
LVE0585,EMP0856,bereavement,2019-09-24,2019-10-07,14,14,approved,EMP0302,medical,true,2019-09-05 00:00:00
LVE0586,EMP0170,comp_off,2021-11-16,2021-11-25,10,10,cancelled,EMP0904,personal matter,true,2021-11-03 00:00:00
LVE0587,EMP0035,comp_off,2019-03-28,2019-04-09,13,13,approved,EMP0043,illness,true,2019-03-14 00:00:00
LVE0588,EMP0507,personal,2021-01-07,2021-01-19,13,13,approved,EMP0281,illness,true,2020-12-18 00:00:00
LVE0589,EMP0927,bereavement,2026-04-27,2026-05-10,14,14,pending,EMP0076,travel,true,2026-04-20 00:00:00
LVE0590,EMP0832,unpaid,2025-08-30,2025-09-01,3,2,approved,EMP0513,,false,2025-08-27 00:00:00
LVE0591,EMP0097,unpaid,2026-07-25,2026-07-28,4,4,rejected,EMP0851,,false,2026-07-08 00:00:00
LVE0592,EMP0579,personal,2017-12-15,2017-12-21,7,7,approved,EMP0547,family,true,2017-11-29 00:00:00
LVE0593,EMP0043,comp_off,2018-10-03,2018-10-08,6,6,approved,EMP0518,medical,true,2018-09-16 00:00:00
LVE0594,EMP0011,bereavement,2023-11-21,2023-11-28,8,8,pending,EMP0447,,true,2023-11-02 00:00:00
LVE0595,EMP0375,parental,2025-01-22,2025-02-09,19,19,approved,EMP0388,personal matter,true,2025-01-09 00:00:00
LVE0596,EMP0289,sick,2025-07-21,2025-07-24,4,4,pending,EMP0108,medical,true,2025-07-15 00:00:00
LVE0597,EMP0603,personal,2019-09-14,2019-09-27,14,13,approved,EMP0607,vacation,true,2019-09-07 00:00:00
LVE0598,EMP0544,unpaid,2024-06-16,2024-06-22,7,7,approved,EMP0004,medical,false,2024-05-31 00:00:00
LVE0599,EMP0042,unpaid,2025-09-18,2025-09-20,3,3,cancelled,EMP0104,illness,false,2025-09-13 00:00:00
LVE0600,EMP0498,parental,2022-11-25,2023-02-15,83,83,rejected,EMP0190,family,true,2022-11-18 00:00:00
LVE0601,EMP0710,comp_off,2025-05-27,2025-05-30,4,4,approved,EMP0431,personal matter,true,2025-05-17 00:00:00
LVE0602,EMP0752,annual,2025-12-08,2025-12-18,11,11,rejected,EMP0056,vacation,true,2025-12-06 00:00:00
LVE0603,EMP0460,bereavement,2024-03-19,2024-03-31,13,13,cancelled,EMP0395,family,true,2024-03-12 00:00:00
LVE0604,EMP0528,annual,2024-05-07,2024-05-09,3,3,approved,EMP0361,personal matter,true,2024-04-19 00:00:00
LVE0605,EMP0378,unpaid,2020-04-16,2020-04-17,2,2,pending,EMP0132,vacation,false,2020-04-02 00:00:00
LVE0606,EMP0492,sick,2026-05-05,2026-05-10,6,6,approved,EMP0645,medical,true,2026-04-24 00:00:00
LVE0607,EMP0312,comp_off,2021-11-28,2021-12-09,12,12,cancelled,EMP0860,medical,true,2021-11-15 00:00:00
LVE0608,EMP0220,personal,2022-05-10,2022-05-23,14,14,approved,EMP0662,illness,true,2022-05-09 00:00:00
LVE0609,EMP0361,annual,2026-03-21,2026-03-21,1,1,rejected,EMP0628,travel,true,2026-03-06 00:00:00
LVE0610,EMP0851,bereavement,2017-11-11,2017-11-18,8,8,approved,EMP0537,,true,2017-10-22 00:00:00
LVE0611,EMP0412,sick,2014-11-23,2014-12-03,11,11,pending,EMP0517,medical,true,2014-11-18 00:00:00
LVE0612,EMP0973,annual,2025-03-15,2025-03-28,14,14,rejected,EMP0307,travel,true,2025-03-13 00:00:00
LVE0613,EMP0078,sick,2022-12-13,2022-12-18,6,6,approved,EMP0462,,true,2022-11-27 00:00:00
LVE0614,EMP0609,sick,2025-12-24,2025-12-26,3,3,approved,EMP0608,illness,true,2025-12-16 00:00:00
LVE0615,EMP0003,personal,2024-03-10,2024-03-15,6,6,rejected,EMP0059,travel,true,2024-02-27 00:00:00
LVE0616,EMP0147,personal,2025-06-27,2025-06-30,4,4,pending,EMP0807,illness,true,2025-06-24 00:00:00
LVE0617,EMP0193,annual,2024-03-29,2024-04-05,8,8,approved,EMP0348,,true,2024-03-23 00:00:00
LVE0618,EMP0566,sick,2022-12-09,2022-12-22,14,14,cancelled,EMP0764,,true,2022-11-27 00:00:00
LVE0619,EMP0332,annual,2023-07-04,2023-07-08,5,5,approved,EMP0263,family,true,2023-06-17 00:00:00
LVE0620,EMP0374,annual,2024-12-23,2024-12-31,9,9,cancelled,EMP0800,,true,2024-12-20 00:00:00
LVE0621,EMP0115,bereavement,2024-12-20,2024-12-28,9,9,cancelled,EMP0386,,true,2024-12-14 00:00:00
LVE0622,EMP0975,parental,2025-11-05,2025-11-17,13,13,approved,EMP0346,family,true,2025-10-27 00:00:00
LVE0623,EMP0713,comp_off,2015-07-21,2015-07-26,6,6,cancelled,EMP0707,medical,true,2015-07-15 00:00:00
LVE0624,EMP0048,bereavement,2026-06-27,2026-07-09,13,13,approved,EMP0750,,true,2026-06-19 00:00:00
LVE0625,EMP0856,sick,2018-12-26,2018-12-26,1,1,cancelled,EMP0302,vacation,true,2018-12-11 00:00:00
LVE0626,EMP0684,personal,2025-05-27,2025-06-05,10,10,cancelled,EMP0131,vacation,true,2025-05-22 00:00:00
LVE0627,EMP0486,bereavement,2026-06-07,2026-06-11,5,5,approved,EMP0242,travel,true,2026-05-24 00:00:00
LVE0628,EMP0663,parental,2026-06-24,2026-06-29,6,6,pending,EMP0060,family,true,2026-06-05 00:00:00
LVE0629,EMP0966,annual,2021-05-11,2021-05-24,14,14,approved,EMP0594,travel,true,2021-05-08 00:00:00
LVE0630,EMP0353,sick,2022-10-06,2022-10-19,14,14,approved,EMP0587,,true,2022-10-02 00:00:00
LVE0631,EMP0930,bereavement,2026-07-14,2026-07-21,8,8,rejected,EMP0889,family,true,2026-06-29 00:00:00
LVE0632,EMP0101,bereavement,2024-03-29,2024-04-09,12,12,pending,EMP0547,illness,true,2024-03-10 00:00:00
LVE0633,EMP0750,annual,2023-08-27,2023-09-09,14,14,approved,EMP0814,personal matter,true,2023-08-19 00:00:00
LVE0634,EMP0587,parental,2024-10-14,2024-12-25,73,73,cancelled,EMP0962,family,true,2024-10-06 00:00:00
LVE0635,EMP0935,bereavement,2023-03-02,2023-03-11,10,10,approved,EMP0264,travel,true,2023-02-21 00:00:00
LVE0636,EMP0201,annual,2022-02-27,2022-03-05,7,7,approved,EMP0229,illness,true,2022-02-15 00:00:00
LVE0637,EMP0789,annual,2025-08-28,2025-09-10,14,14,approved,EMP0516,vacation,true,2025-08-16 00:00:00
LVE0638,EMP0316,unpaid,2024-10-19,2024-10-23,5,5,cancelled,EMP0476,family,false,2024-10-11 00:00:00
LVE0639,EMP0026,comp_off,2022-05-21,2022-06-03,14,14,rejected,EMP0900,personal matter,true,2022-05-15 00:00:00
LVE0640,EMP0146,sick,2023-12-19,2023-12-23,5,5,pending,EMP0585,medical,true,2023-12-04 00:00:00
LVE0641,EMP0235,annual,2023-05-24,2023-05-27,4,4,rejected,EMP0330,travel,true,2023-05-04 00:00:00
LVE0642,EMP0893,bereavement,2025-04-25,2025-04-28,4,4,rejected,EMP0937,,true,2025-04-06 00:00:00
LVE0643,EMP0046,bereavement,2025-11-10,2025-11-18,9,9,rejected,EMP0721,illness,true,2025-10-31 00:00:00
LVE0644,EMP0686,unpaid,2025-02-26,2025-03-01,4,4,approved,EMP0952,illness,false,2025-02-15 00:00:00
LVE0645,EMP0815,parental,2024-07-13,2024-10-01,81,81,approved,EMP0182,travel,true,2024-06-30 00:00:00
LVE0646,EMP0060,bereavement,2020-11-11,2020-11-24,14,13,rejected,EMP0963,illness,true,2020-11-09 00:00:00
LVE0647,EMP0836,comp_off,2024-07-22,2024-08-04,14,14,rejected,EMP0520,medical,true,2024-07-02 00:00:00
LVE0648,EMP0445,comp_off,2024-10-12,2024-10-17,6,6,rejected,EMP0665,vacation,true,2024-10-06 00:00:00
LVE0649,EMP0272,unpaid,2024-04-10,2024-04-23,14,14,approved,EMP0488,personal matter,false,2024-03-21 00:00:00
LVE0650,EMP0493,unpaid,2023-02-14,2023-02-20,7,6,pending,EMP0189,travel,false,2023-02-03 00:00:00
LVE0651,EMP0696,personal,2019-09-03,2019-09-15,13,13,cancelled,EMP0127,travel,true,2019-08-15 00:00:00
LVE0652,EMP0763,parental,2018-12-13,2019-02-26,76,76,approved,EMP0720,medical,true,2018-12-09 00:00:00
LVE0653,EMP0697,parental,2025-08-05,2025-08-10,6,6,pending,EMP0834,vacation,true,2025-07-19 00:00:00
LVE0654,EMP0791,bereavement,2021-01-22,2021-01-26,5,5,approved,EMP0809,family,true,2021-01-14 00:00:00
LVE0655,EMP0793,sick,2020-05-23,2020-05-27,5,5,rejected,EMP0841,medical,true,2020-05-11 00:00:00
LVE0656,EMP0596,parental,2018-09-05,2018-10-25,51,51,approved,EMP0909,travel,true,2018-08-23 00:00:00
LVE0657,EMP0024,comp_off,2025-10-27,2025-11-03,8,8,cancelled,EMP0521,medical,true,2025-10-12 00:00:00
LVE0658,EMP0242,annual,2020-10-15,2020-10-23,9,9,approved,EMP0010,,true,2020-09-29 00:00:00
LVE0659,EMP0851,unpaid,2019-02-13,2019-02-25,13,13,approved,EMP0537,illness,false,2019-02-08 00:00:00
LVE0660,EMP0789,unpaid,2023-10-08,2023-10-11,4,4,approved,EMP0516,medical,false,2023-09-19 00:00:00
LVE0661,EMP0211,personal,2022-10-20,2022-10-30,11,11,approved,EMP0413,medical,true,2022-10-12 00:00:00
LVE0662,EMP0691,sick,2024-10-17,2024-10-27,11,11,pending,EMP0429,travel,true,2024-09-29 00:00:00
LVE0663,EMP0873,bereavement,2026-03-03,2026-03-13,11,10,pending,EMP0733,,true,2026-02-25 00:00:00
LVE0664,EMP0224,annual,2026-05-08,2026-05-21,14,14,approved,EMP0595,vacation,true,2026-05-04 00:00:00
LVE0665,EMP0379,personal,2018-11-07,2018-11-14,8,8,cancelled,EMP0073,travel,true,2018-10-31 00:00:00
LVE0666,EMP0268,personal,2025-12-22,2025-12-31,10,10,pending,EMP0496,personal matter,true,2025-12-12 00:00:00
LVE0667,EMP0136,personal,2019-03-18,2019-03-28,11,11,rejected,EMP0593,vacation,true,2019-03-14 00:00:00
LVE0668,EMP0485,parental,2026-05-12,2026-06-07,27,27,rejected,EMP0561,illness,true,2026-05-11 00:00:00
LVE0669,EMP0086,sick,2017-12-15,2017-12-16,2,2,pending,EMP0059,personal matter,true,2017-11-28 00:00:00
LVE0670,EMP0005,bereavement,2026-07-20,2026-07-26,7,6,pending,EMP0645,family,true,2026-07-08 00:00:00
LVE0671,EMP0802,comp_off,2021-01-21,2021-01-22,2,2,pending,EMP0861,travel,true,2021-01-04 00:00:00
LVE0672,EMP0256,comp_off,2023-08-05,2023-08-13,9,9,approved,EMP0738,medical,true,2023-07-18 00:00:00
LVE0673,EMP0314,annual,2026-06-14,2026-06-17,4,4,pending,EMP0348,,true,2026-06-13 00:00:00
LVE0674,EMP0158,annual,2016-10-15,2016-10-20,6,6,pending,EMP0458,travel,true,2016-10-07 00:00:00
LVE0675,EMP0123,bereavement,2025-02-17,2025-02-24,8,8,approved,EMP0640,travel,true,2025-02-06 00:00:00
LVE0676,EMP0061,parental,2021-07-15,2021-09-27,75,75,approved,EMP0190,family,true,2021-07-04 00:00:00
LVE0677,EMP0737,annual,2025-06-18,2025-06-26,9,9,approved,EMP0402,medical,true,2025-06-02 00:00:00
LVE0678,EMP0885,personal,2015-07-28,2015-08-09,13,13,cancelled,EMP0881,illness,true,2015-07-20 00:00:00
