salary_hike_id,employee_id,effective_date,previous_salary,new_salary,increase_amount,increase_pct,currency,hike_reason,review_cycle,approved_by,status
SLH0464,EMP0601,2017-12-14,101979.48,114217.02,12237.54,12.00,USD,spot_adjustment,H2,EMP0054,rejected
SLH0465,EMP0815,2019-09-18,91348.15,95915.55,4567.41,5.00,USD,retention,Off-cycle,EMP0294,rejected
SLH0466,EMP0186,2018-09-10,143030.72,151612.56,8581.84,6.00,USD,promotion,H1,EMP0691,approved
SLH0467,EMP0214,2024-01-04,178548.06,185073.03,6524.97,3.65,GBP,promotion,Annual,EMP0209,pending
SLH0468,EMP0332,2025-11-09,187996.10,197395.91,9399.81,5.00,USD,market_correction,H1,EMP0083,approved
SLH0469,EMP0867,2026-02-08,49307.21,50621.84,1314.63,2.67,GBP,market_correction,Off-cycle,EMP0575,approved
SLH0470,EMP0166,2018-03-25,64262.38,71973.86,7711.49,12.00,USD,market_correction,Annual,EMP0331,rejected
SLH0471,EMP0796,2026-01-06,143211.94,147508.30,4296.36,3.00,USD,spot_adjustment,H2,EMP0548,paid
SLH0472,EMP0634,2025-05-23,156716.52,169253.84,12537.32,8.00,USD,promotion,Annual,EMP0887,rejected
SLH0473,EMP0875,2021-01-30,139066.34,150191.65,11125.31,8.00,USD,market_correction,Off-cycle,EMP0888,rejected
SLH0474,EMP0799,2018-06-08,188218.53,191982.91,3764.37,2.00,USD,annual_cycle,Annual,EMP0531,pending
SLH0475,EMP0633,2025-03-21,78751.30,88201.45,9450.16,12.00,USD,market_correction,Off-cycle,EMP0921,rejected
SLH0476,EMP0788,2021-12-12,102493.68,108643.30,6149.62,6.00,USD,promotion,H1,EMP0846,approved
SLH0477,EMP0730,2020-10-23,50054.21,52460.88,2406.67,4.81,USD,market_correction,Off-cycle,EMP0629,approved
SLH0478,EMP0986,2025-10-30,110126.93,124392.68,14265.76,12.95,USD,market_correction,H2,EMP0307,approved
SLH0479,EMP0596,2020-01-06,131469.21,138025.43,6556.22,4.99,USD,market_correction,Off-cycle,EMP0457,rejected
SLH0480,EMP0525,2018-02-11,140906.81,154997.49,14090.68,10.00,USD,annual_cycle,H1,EMP0829,approved
SLH0481,EMP0409,2024-10-26,136310.62,149941.68,13631.06,10.00,USD,spot_adjustment,H1,EMP0490,approved
SLH0482,EMP0309,2024-01-05,120153.41,127362.62,7209.20,6.00,USD,promotion,H2,EMP0509,pending
SLH0483,EMP0918,2026-01-12,85772.65,87488.10,1715.45,2.00,USD,market_correction,H1,EMP0763,paid
SLH0484,EMP0671,2025-01-15,150394.51,153402.40,3007.89,2.00,USD,market_correction,Annual,EMP0918,paid
SLH0485,EMP0324,2023-11-02,57394.78,59403.60,2008.82,3.50,USD,spot_adjustment,H1,EMP0185,paid
SLH0486,EMP0264,2020-11-24,28013.91,31375.58,3361.67,12.00,INR,market_correction,H2,EMP0922,rejected
SLH0487,EMP0826,2026-03-03,96073.34,101837.74,5764.40,6.00,USD,spot_adjustment,H2,EMP0904,paid
SLH0488,EMP0571,2026-05-09,187953.96,202990.27,15036.32,8.00,USD,annual_cycle,H2,EMP0641,paid
SLH0489,EMP0330,2024-03-20,106916.11,109054.43,2138.32,2.00,USD,annual_cycle,Off-cycle,EMP0391,pending
SLH0490,EMP0559,2026-04-27,20398.16,22845.94,2447.78,12.00,INR,promotion,Off-cycle,EMP0675,paid
SLH0491,EMP0780,2026-08-04,121452.06,123881.10,2429.04,2.00,USD,market_correction,Off-cycle,EMP0385,approved
SLH0492,EMP0633,2023-12-11,77967.23,79526.57,1559.34,2.00,USD,annual_cycle,Off-cycle,EMP0126,rejected
SLH0493,EMP0771,2025-09-27,144319.40,148648.99,4329.58,3.00,USD,annual_cycle,H2,EMP0088,rejected
SLH0494,EMP0511,2026-01-01,53313.14,58644.45,5331.31,10.00,INR,spot_adjustment,Annual,EMP0420,approved
SLH0495,EMP0514,2025-08-29,138078.91,146363.65,8284.73,6.00,USD,promotion,Off-cycle,EMP0113,rejected
SLH0496,EMP0335,2016-09-11,135042.25,148546.47,13504.22,10.00,USD,market_correction,Annual,EMP0698,paid
SLH0497,EMP0025,2026-06-12,64992.72,67267.47,2274.75,3.50,USD,retention,H1,EMP0539,rejected
SLH0498,EMP0278,2025-02-26,181530.06,199683.07,18153.01,10.00,USD,spot_adjustment,Annual,EMP0297,approved
SLH0499,EMP0535,2019-04-07,85633.80,90771.83,5138.03,6.00,USD,annual_cycle,H1,EMP0892,rejected
SLH0500,EMP0667,2026-06-04,98628.13,110463.51,11835.38,12.00,USD,annual_cycle,H1,EMP0238,pending
SLH0501,EMP0648,2021-03-25,130551.17,143606.28,13055.12,10.00,USD,spot_adjustment,Off-cycle,EMP0373,approved
SLH0502,EMP0137,2024-09-29,101936.96,106014.44,4077.48,4.00,USD,promotion,Annual,EMP0889,pending
SLH0503,EMP0992,2022-02-10,162006.59,166866.79,4860.20,3.00,USD,spot_adjustment,H2,EMP0571,paid
SLH0504,EMP0850,2023-10-24,31371.15,32626.00,1254.85,4.00,INR,spot_adjustment,Annual,EMP0777,approved
SLH0505,EMP0645,2023-09-12,165102.84,184915.18,19812.34,12.00,USD,spot_adjustment,H2,EMP0403,paid
SLH0506,EMP0641,2026-05-23,196529.68,216182.65,19652.97,10.00,USD,retention,H1,EMP0729,pending
SLH0507,EMP0063,2025-09-13,81241.75,87741.09,6499.34,8.00,USD,annual_cycle,Annual,EMP0370,paid
SLH0508,EMP0768,2022-11-19,92450.27,103544.30,11094.03,12.00,USD,spot_adjustment,Off-cycle,EMP0745,rejected
SLH0509,EMP0410,2024-09-28,109521.48,113354.73,3833.25,3.50,USD,market_correction,H2,EMP0238,pending
SLH0510,EMP0997,2026-09-03,54423.73,57144.91,2721.19,5.00,USD,spot_adjustment,Annual,EMP0151,paid
SLH0511,EMP0794,2024-08-01,91314.58,94510.59,3196.01,3.50,USD,annual_cycle,Off-cycle,EMP0721,rejected
SLH0512,EMP0738,2025-05-10,139314.43,143493.86,4179.43,3.00,USD,retention,Annual,EMP0622,pending
SLH0513,EMP0485,2026-07-05,67500.39,72900.42,5400.03,8.00,USD,annual_cycle,H1,EMP0473,paid
SLH0514,EMP0156,2024-10-14,147549.67,159353.64,11803.97,8.00,USD,spot_adjustment,Annual,EMP0286,approved
SLH0515,EMP0178,2026-04-26,116695.39,121363.21,4667.82,4.00,USD,promotion,H1,EMP0698,pending
SLH0516,EMP0554,2025-12-07,36328.72,37600.23,1271.51,3.50,INR,retention,H1,EMP0731,rejected
SLH0517,EMP0833,2021-06-17,16027.62,16989.27,961.66,6.00,INR,spot_adjustment,Annual,EMP0286,rejected
SLH0518,EMP0004,2025-07-31,40733.25,45621.23,4887.99,12.00,INR,promotion,H1,EMP0412,paid
SLH0519,EMP0968,2024-01-25,40850.10,42279.85,1429.75,3.50,INR,annual_cycle,Off-cycle,EMP0536,paid
SLH0520,EMP0695,2021-01-11,147138.14,154495.05,7356.91,5.00,USD,retention,H1,EMP0020,approved
SLH0521,EMP0419,2021-03-01,55419.52,58135.84,2716.32,4.90,USD,retention,H2,EMP0447,rejected
SLH0522,EMP0618,2026-07-20,25811.77,26328.01,516.24,2.00,INR,spot_adjustment,Off-cycle,EMP0490,pending
SLH0523,EMP0187,2019-08-11,50020.28,51520.89,1500.61,3.00,USD,retention,Off-cycle,EMP0082,rejected
SLH0524,EMP0333,2026-05-26,163114.86,171270.61,8155.74,5.00,USD,retention,Annual,EMP0897,approved
SLH0525,EMP0016,2015-11-11,20334.79,21046.50,711.72,3.50,INR,spot_adjustment,H1,EMP0788,pending
SLH0526,EMP0248,2019-09-18,145001.16,158466.07,13464.91,9.29,USD,market_correction,H1,EMP0795,paid
SLH0527,EMP0534,2025-10-03,74633.81,82097.19,7463.38,10.00,USD,market_correction,H1,EMP0096,rejected
SLH0528,EMP0409,2024-11-30,122539.97,134108.29,11568.33,9.44,USD,annual_cycle,Annual,EMP0938,approved
SLH0529,EMP0443,2024-07-19,202227.02,212338.37,10111.35,5.00,USD,retention,Annual,EMP0458,pending
SLH0530,EMP0736,2025-05-24,114222.10,118219.87,3997.77,3.50,USD,market_correction,H1,EMP0288,pending
SLH0531,EMP0114,2023-04-13,59136.21,65049.83,5913.62,10.00,USD,market_correction,Off-cycle,EMP0130,approved
SLH0532,EMP0166,2019-05-28,68481.47,75329.62,6848.15,10.00,USD,retention,H1,EMP0252,paid
SLH0533,EMP0413,2023-04-11,165467.68,182014.44,16546.77,10.00,USD,retention,Off-cycle,EMP0924,paid
SLH0534,EMP0036,2024-01-27,62385.86,64257.44,1871.58,3.00,USD,spot_adjustment,Annual,EMP0431,paid
SLH0535,EMP0574,2026-02-24,167416.10,175786.90,8370.80,5.00,GBP,promotion,Off-cycle,EMP0787,approved
SLH0536,EMP0706,2022-11-02,16756.49,17426.75,670.26,4.00,INR,annual_cycle,Annual,EMP0025,rejected
SLH0537,EMP0396,2022-02-12,172722.79,175244.76,2521.97,1.46,USD,market_correction,H1,EMP0423,paid
SLH0538,EMP0958,2026-03-26,58478.83,62620.14,4141.31,7.08,USD,market_correction,H1,EMP0325,pending
SLH0539,EMP0995,2018-05-04,88891.08,96002.36,7111.29,8.00,USD,spot_adjustment,H1,EMP0626,paid
SLH0540,EMP0303,2025-04-01,38839.17,42723.09,3883.92,10.00,INR,promotion,H1,EMP0634,pending
SLH0541,EMP0917,2024-05-11,108377.99,116536.11,8158.12,7.53,GBP,spot_adjustment,H1,EMP0050,approved
SLH0542,EMP0253,2025-05-30,38736.56,41835.48,3098.92,8.00,INR,annual_cycle,H1,EMP0166,pending
SLH0543,EMP0263,2025-05-15,95591.34,107062.30,11470.96,12.00,USD,promotion,Annual,EMP0337,paid
SLH0544,EMP0250,2026-05-09,61528.18,67085.72,5557.54,9.03,USD,promotion,H2,EMP0408,pending
SLH0545,EMP0635,2021-07-21,161901.71,168377.78,6476.07,4.00,USD,retention,Annual,EMP0443,pending
SLH0546,EMP0634,2024-09-23,152066.98,161191.00,9124.02,6.00,USD,annual_cycle,Annual,EMP0951,paid
SLH0547,EMP0611,2026-02-05,47156.13,49985.49,2829.37,6.00,INR,annual_cycle,Annual,EMP0307,approved
SLH0548,EMP0616,2022-07-15,105334.47,115867.92,10533.45,10.00,USD,annual_cycle,Off-cycle,EMP0518,approved
SLH0549,EMP0009,2026-01-19,161692.38,164926.22,3233.85,2.00,USD,market_correction,H1,EMP0448,rejected
SLH0550,EMP0644,2024-06-18,111005.72,116556.00,5550.29,5.00,USD,retention,H1,EMP0895,rejected
SLH0551,EMP0269,2026-05-27,81996.99,86916.81,4919.82,6.00,USD,spot_adjustment,H2,EMP0225,pending
SLH0552,EMP0247,2025-12-12,172198.69,178225.65,6026.95,3.50,USD,retention,Annual,EMP0641,paid
SLH0553,EMP0959,2026-04-01,47158.34,53519.10,6360.76,13.49,GBP,annual_cycle,H1,EMP0417,rejected
SLH0554,EMP0759,2022-12-03,35512.17,39773.63,4261.46,12.00,INR,annual_cycle,H1,EMP0104,rejected
SLH0555,EMP0292,2019-02-22,158566.45,164909.11,6342.66,4.00,GBP,market_correction,Off-cycle,EMP0441,pending
SLH0556,EMP0567,2021-10-12,152951.79,156010.82,3059.04,2.00,USD,retention,H2,EMP0505,rejected
SLH0557,EMP0724,2026-04-25,91291.86,95856.46,4564.59,5.00,USD,retention,H2,EMP0632,rejected
SLH0558,EMP0573,2025-12-06,156225.80,174972.89,18747.10,12.00,USD,promotion,H1,EMP0126,rejected
SLH0559,EMP0452,2024-04-11,25613.66,27662.75,2049.09,8.00,INR,promotion,H2,EMP0866,paid
SLH0560,EMP0572,2023-09-17,106220.73,111531.77,5311.04,5.00,USD,annual_cycle,Off-cycle,EMP0990,approved
SLH0561,EMP0781,2020-02-23,172630.61,186441.05,13810.45,8.00,USD,spot_adjustment,H2,EMP0264,pending
SLH0562,EMP0405,2026-08-04,126684.36,131118.32,4433.95,3.50,USD,market_correction,H2,EMP0577,pending
SLH0563,EMP0065,2026-05-27,55068.32,57821.74,2753.42,5.00,USD,annual_cycle,Annual,EMP0330,pending
SLH0564,EMP0212,2022-05-06,178670.00,189390.20,10720.20,6.00,USD,annual_cycle,Off-cycle,EMP0999,paid
SLH0565,EMP0502,2020-12-04,51990.72,58229.61,6238.89,12.00,INR,promotion,Annual,EMP0681,paid
SLH0566,EMP0023,2016-04-30,107870.91,111107.03,3236.13,3.00,USD,annual_cycle,Off-cycle,EMP0444,pending
SLH0567,EMP0887,2017-10-30,147607.34,154987.71,7380.37,5.00,USD,annual_cycle,Annual,EMP0893,paid
SLH0568,EMP0439,2023-01-12,141086.36,158016.72,16930.36,12.00,USD,spot_adjustment,H1,EMP0498,pending
SLH0569,EMP0761,2017-06-24,119502.65,131452.92,11950.27,10.00,USD,market_correction,H2,EMP0538,approved
SLH0570,EMP0042,2025-12-16,186399.91,197073.98,10674.07,5.73,USD,market_correction,Off-cycle,EMP0883,pending
SLH0571,EMP0115,2026-07-23,198090.59,207856.39,9765.80,4.93,USD,market_correction,H2,EMP0699,rejected
SLH0572,EMP0175,2026-06-28,130829.68,136062.87,5233.19,4.00,USD,market_correction,H1,EMP0504,rejected
SLH0573,EMP0502,2024-07-23,49143.68,51639.82,2496.14,5.08,INR,spot_adjustment,H2,EMP0044,approved
SLH0574,EMP0072,2026-05-18,170040.28,173441.08,3400.81,2.00,USD,spot_adjustment,Annual,EMP0801,rejected
SLH0575,EMP0597,2018-09-20,70514.28,78975.99,8461.71,12.00,USD,market_correction,Annual,EMP0908,rejected
SLH0576,EMP0760,2024-01-19,73250.65,78357.34,5106.69,6.97,GBP,annual_cycle,H1,EMP0754,approved
SLH0577,EMP0488,2024-08-24,152040.18,158121.79,6081.61,4.00,USD,retention,H2,EMP0937,pending
SLH0578,EMP0909,2026-04-08,25521.31,28073.44,2552.13,10.00,INR,promotion,Annual,EMP0012,paid
SLH0579,EMP0158,2020-11-09,46168.30,52740.29,6571.99,14.23,INR,annual_cycle,Annual,EMP0655,rejected
SLH0580,EMP0793,2017-08-29,121450.11,127522.61,6072.51,5.00,USD,annual_cycle,Annual,EMP0919,pending
SLH0581,EMP0975,2026-05-14,66519.11,76455.51,9936.40,14.94,GBP,spot_adjustment,H2,EMP0786,paid
SLH0582,EMP0169,2019-07-17,164629.44,181092.39,16462.94,10.00,USD,spot_adjustment,Off-cycle,EMP0177,rejected
SLH0583,EMP0174,2024-08-21,168689.28,177123.74,8434.46,5.00,USD,spot_adjustment,H2,EMP0674,pending
SLH0584,EMP0643,2025-11-04,75379.68,84425.24,9045.56,12.00,USD,retention,Annual,EMP0163,rejected
SLH0585,EMP0614,2025-11-16,172752.76,179662.87,6910.11,4.00,GBP,promotion,H1,EMP0515,paid
SLH0586,EMP0370,2022-06-02,162574.24,168264.34,5690.10,3.50,USD,promotion,H1,EMP0935,paid
SLH0587,EMP0082,2019-02-24,66612.22,70962.76,4350.54,6.53,USD,spot_adjustment,Annual,EMP0036,paid
SLH0588,EMP0768,2024-12-21,106790.67,111062.30,4271.63,4.00,USD,annual_cycle,Off-cycle,EMP0800,approved
SLH0589,EMP0776,2024-10-28,125756.17,134591.29,8835.12,7.03,GBP,market_correction,Off-cycle,EMP0946,pending
SLH0590,EMP0925,2017-06-06,74628.49,83583.91,8955.42,12.00,USD,spot_adjustment,H1,EMP0846,paid
SLH0591,EMP0673,2022-02-06,37648.62,42166.46,4517.83,12.00,INR,retention,Off-cycle,EMP0861,pending
SLH0592,EMP0900,2025-03-08,158957.17,168494.60,9537.43,6.00,USD,retention,H2,EMP0460,pending
SLH0593,EMP0571,2026-01-31,180636.71,184249.44,3612.73,2.00,USD,market_correction,H2,EMP0555,approved
SLH0594,EMP0160,2026-05-07,173842.25,195290.15,21447.90,12.34,USD,market_correction,Off-cycle,EMP0304,rejected
SLH0595,EMP0568,2025-11-11,78758.36,82696.28,3937.92,5.00,USD,spot_adjustment,H2,EMP0661,paid
SLH0596,EMP0260,2023-01-15,97073.11,100470.67,3397.56,3.50,USD,spot_adjustment,H1,EMP0056,rejected
SLH0597,EMP0905,2023-01-03,181456.81,185085.94,3629.14,2.00,USD,spot_adjustment,Annual,EMP0220,approved
SLH0598,EMP0365,2026-01-09,70295.09,73106.90,2811.80,4.00,USD,market_correction,Annual,EMP0323,approved
SLH0599,EMP0987,2026-02-13,93857.80,99489.27,5631.47,6.00,USD,annual_cycle,Off-cycle,EMP0077,rejected
SLH0600,EMP0835,2019-09-06,183343.25,187010.11,3666.86,2.00,USD,spot_adjustment,Off-cycle,EMP0045,paid
SLH0601,EMP0825,2026-07-28,68793.10,70856.89,2063.79,3.00,USD,retention,Annual,EMP0932,paid
SLH0602,EMP0849,2024-07-14,98865.03,100842.33,1977.30,2.00,USD,retention,Annual,EMP0348,approved
SLH0603,EMP0942,2020-07-29,191731.64,203235.54,11503.90,6.00,USD,spot_adjustment,Annual,EMP0823,approved
SLH0604,EMP0473,2025-07-24,79150.14,85482.15,6332.01,8.00,USD,promotion,Annual,EMP0820,rejected
SLH0605,EMP0679,2021-10-02,80827.21,84868.57,4041.36,5.00,USD,retention,Off-cycle,EMP0461,rejected
SLH0606,EMP0951,2021-07-02,135729.02,139800.89,4071.87,3.00,USD,annual_cycle,H2,EMP0557,rejected
SLH0607,EMP0585,2024-09-04,61540.67,62575.50,1034.83,1.68,USD,annual_cycle,Off-cycle,EMP0355,paid
SLH0608,EMP0268,2022-11-23,176785.56,183856.98,7071.42,4.00,USD,market_correction,H1,EMP0392,rejected
SLH0609,EMP0549,2025-07-03,57029.33,60540.60,3511.26,6.16,USD,promotion,H2,EMP0128,paid
SLH0610,EMP0670,2021-02-26,59320.80,64066.46,4745.66,8.00,GBP,retention,Off-cycle,EMP0301,paid
SLH0611,EMP0255,2021-12-22,124383.42,133871.23,9487.81,7.63,USD,retention,H1,EMP0404,paid
SLH0612,EMP0763,2022-05-13,53641.25,55786.90,2145.65,4.00,USD,market_correction,Annual,EMP0153,paid
SLH0613,EMP0939,2024-06-07,103232.55,107361.85,4129.30,4.00,USD,spot_adjustment,Annual,EMP0862,rejected
SLH0614,EMP0285,2026-05-15,39165.57,39948.88,783.31,2.00,INR,retention,H1,EMP0624,rejected
SLH0615,EMP0107,2018-05-15,112419.78,119164.96,6745.19,6.00,USD,promotion,Off-cycle,EMP0969,rejected
SLH0616,EMP0807,2017-12-20,77335.97,81202.77,3866.80,5.00,USD,annual_cycle,H2,EMP0999,rejected
SLH0617,EMP0684,2020-06-28,108301.27,112633.33,4332.05,4.00,USD,retention,Off-cycle,EMP0084,paid
SLH0618,EMP0174,2024-08-29,172312.46,178343.40,6030.94,3.50,USD,retention,H1,EMP0184,pending
SLH0619,EMP0792,2026-06-01,69238.48,71315.64,2077.15,3.00,USD,promotion,H2,EMP0848,pending
SLH0620,EMP0270,2025-09-28,85777.46,97323.69,11546.22,13.46,USD,annual_cycle,Off-cycle,EMP0664,pending
SLH0621,EMP0654,2026-04-24,145939.43,157614.59,11675.15,8.00,USD,promotion,H1,EMP0706,paid
SLH0622,EMP0199,2017-04-08,93219.19,102541.11,9321.92,10.00,USD,promotion,H1,EMP0224,paid
SLH0623,EMP0981,2025-06-27,32588.74,34218.18,1629.44,5.00,INR,retention,H2,EMP0766,rejected
SLH0624,EMP0647,2025-09-12,111036.30,120334.04,9297.74,8.37,USD,spot_adjustment,H1,EMP0836,approved
SLH0625,EMP0997,2026-09-03,48675.36,49778.38,1103.02,2.27,USD,retention,H1,EMP0661,approved
SLH0626,EMP0482,2023-05-25,133455.53,136692.28,3236.76,2.43,USD,market_correction,H1,EMP0609,pending
SLH0627,EMP0587,2026-02-27,155355.87,167784.34,12428.47,8.00,USD,annual_cycle,Annual,EMP0628,pending
SLH0628,EMP0424,2026-06-14,171867.28,177882.63,6015.35,3.50,USD,spot_adjustment,H2,EMP0793,rejected
SLH0629,EMP0101,2025-05-11,196289.53,204141.11,7851.58,4.00,USD,promotion,H2,EMP0816,paid
SLH0630,EMP0245,2026-06-05,156310.67,160191.61,3880.94,2.48,GBP,annual_cycle,Annual,EMP0816,paid
SLH0631,EMP0951,2021-08-02,129175.36,134342.38,5167.01,4.00,USD,retention,H2,EMP0895,pending
SLH0632,EMP0077,2026-03-24,21429.42,24000.95,2571.53,12.00,INR,annual_cycle,H1,EMP0643,pending
SLH0633,EMP0576,2026-07-28,138382.79,150821.15,12438.36,8.99,USD,annual_cycle,H1,EMP0606,paid
SLH0634,EMP0010,2024-07-11,141035.51,148087.28,7051.78,5.00,USD,market_correction,Annual,EMP0537,paid
SLH0635,EMP0140,2025-03-25,47222.37,49583.49,2361.12,5.00,INR,retention,H1,EMP0804,paid
SLH0636,EMP0101,2023-01-11,181670.36,192570.58,10900.22,6.00,USD,retention,H1,EMP0059,pending
SLH0637,EMP0545,2020-05-23,139592.14,156343.20,16751.06,12.00,GBP,promotion,H2,EMP0917,pending
SLH0638,EMP0569,2025-04-22,189400.66,200764.70,11364.04,6.00,USD,retention,Off-cycle,EMP0403,approved
SLH0639,EMP0700,2026-08-04,142822.23,147821.01,4998.78,3.50,USD,spot_adjustment,H1,EMP0540,pending
SLH0640,EMP0604,2025-01-20,72258.05,75870.95,3612.90,5.00,USD,market_correction,H1,EMP0277,approved
SLH0641,EMP0837,2022-08-19,111904.48,117499.70,5595.22,5.00,USD,annual_cycle,H2,EMP0556,approved
SLH0642,EMP0557,2026-03-30,107134.79,109277.48,2142.70,2.00,USD,retention,Off-cycle,EMP0381,approved
SLH0643,EMP0562,2023-12-02,53844.30,55728.85,1884.55,3.50,INR,market_correction,Off-cycle,EMP0936,paid
SLH0644,EMP0759,2025-08-28,37157.53,38073.52,915.99,2.47,INR,spot_adjustment,Off-cycle,EMP0316,rejected
SLH0645,EMP0871,2020-12-24,183944.02,189462.34,5518.32,3.00,USD,retention,Off-cycle,EMP0821,approved
SLH0646,EMP0037,2025-05-29,150245.02,162264.62,12019.60,8.00,USD,promotion,Off-cycle,EMP0434,approved
SLH0647,EMP0661,2025-11-14,106586.42,112981.60,6395.18,6.00,USD,annual_cycle,H1,EMP0263,pending
SLH0648,EMP0396,2023-06-23,158557.63,168450.88,9893.25,6.24,USD,promotion,H2,EMP0688,approved
SLH0649,EMP0235,2016-04-16,70985.33,79503.57,8518.24,12.00,USD,spot_adjustment,H2,EMP0521,pending
SLH0650,EMP0401,2021-11-16,74536.35,78263.16,3726.82,5.00,GBP,annual_cycle,H2,EMP0435,approved
SLH0651,EMP0242,2021-07-07,78642.27,82302.97,3660.70,4.65,USD,annual_cycle,Annual,EMP0778,approved
SLH0652,EMP0414,2026-03-11,106607.21,115135.79,8528.58,8.00,USD,market_correction,Off-cycle,EMP0519,approved
SLH0653,EMP0021,2016-01-05,140825.94,147867.24,7041.30,5.00,USD,promotion,H1,EMP0425,paid
SLH0654,EMP0063,2025-09-15,71165.53,74723.81,3558.28,5.00,USD,market_correction,H2,EMP0039,pending
SLH0655,EMP0101,2026-05-21,201321.13,207360.76,6039.63,3.00,USD,promotion,H2,EMP0297,approved
SLH0656,EMP0267,2019-01-14,58522.56,60863.46,2340.90,4.00,INR,spot_adjustment,H1,EMP0370,approved
SLH0657,EMP0826,2026-03-18,101069.68,106123.16,5053.48,5.00,USD,retention,Off-cycle,EMP0137,rejected
SLH0658,EMP0829,2022-03-30,129642.66,136124.79,6482.13,5.00,GBP,market_correction,Off-cycle,EMP0940,pending
SLH0659,EMP0957,2025-08-15,56756.05,59026.29,2270.24,4.00,GBP,promotion,H1,EMP0436,approved
SLH0660,EMP0639,2021-03-17,136715.33,144918.25,8202.92,6.00,USD,spot_adjustment,H2,EMP0211,rejected
SLH0661,EMP0898,2026-07-27,165002.12,174902.25,9900.13,6.00,USD,market_correction,H1,EMP0296,rejected
SLH0662,EMP0681,2024-03-04,139858.62,151047.31,11188.69,8.00,USD,retention,H2,EMP0333,approved
SLH0663,EMP0873,2026-07-16,195125.12,199027.62,3902.50,2.00,USD,annual_cycle,H2,EMP0206,rejected
SLH0664,EMP0406,2023-09-03,135845.87,141934.95,6089.08,4.48,USD,spot_adjustment,Off-cycle,EMP0936,paid
SLH0665,EMP0941,2025-05-22,182704.77,193667.06,10962.29,6.00,GBP,spot_adjustment,H2,EMP0211,paid
SLH0666,EMP0007,2025-04-09,59654.10,65619.51,5965.41,10.00,INR,annual_cycle,Annual,EMP0232,pending
SLH0667,EMP0832,2025-07-16,99710.91,103200.79,3489.88,3.50,USD,promotion,H2,EMP0594,approved
SLH0668,EMP0496,2025-01-28,90340.33,99374.36,9034.03,10.00,USD,promotion,Off-cycle,EMP0126,rejected
SLH0669,EMP0711,2025-12-02,16839.18,18298.55,1459.37,8.67,INR,retention,Off-cycle,EMP0801,rejected
SLH0670,EMP0598,2021-07-02,44389.71,49716.47,5326.77,12.00,GBP,retention,Off-cycle,EMP0786,rejected
SLH0671,EMP0903,2021-06-11,141211.21,155332.33,14121.12,10.00,USD,promotion,Annual,EMP0870,pending
SLH0672,EMP0336,2023-05-20,66361.54,73511.77,7150.23,10.77,USD,market_correction,Annual,EMP0378,rejected
SLH0673,EMP0446,2026-02-24,138030.82,142171.75,4140.92,3.00,USD,promotion,H1,EMP0799,approved
SLH0674,EMP0187,2024-09-12,52180.26,53745.67,1565.41,3.00,USD,annual_cycle,Annual,EMP0068,paid
SLH0675,EMP0563,2026-01-09,156982.72,163262.03,6279.31,4.00,USD,retention,Off-cycle,EMP0553,approved
SLH0676,EMP0445,2024-04-24,90947.94,101861.69,10913.75,12.00,USD,promotion,Annual,EMP0017,rejected
SLH0677,EMP0400,2025-07-29,42526.33,44227.39,1701.05,4.00,INR,promotion,H2,EMP0338,pending
SLH0678,EMP0684,2020-04-24,99312.45,104145.33,4832.87,4.87,USD,promotion,H2,EMP0553,rejected
SLH0679,EMP0241,2022-09-30,188025.26,203067.28,15042.02,8.00,USD,promotion,Off-cycle,EMP0094,rejected
SLH0680,EMP1000,2020-11-19,112747.85,126277.59,13529.74,12.00,USD,spot_adjustment,H1,EMP0328,pending
SLH0681,EMP0468,2023-03-04,52981.81,54041.45,1059.64,2.00,USD,promotion,H1,EMP0837,approved
SLH0682,EMP0623,2015-05-16,112355.31,119096.63,6741.32,6.00,USD,annual_cycle,Annual,EMP0648,rejected
SLH0683,EMP0009,2025-07-08,154165.52,172665.38,18499.86,12.00,USD,promotion,Annual,EMP0486,paid
SLH0684,EMP0782,2026-06-09,86377.17,89400.37,3023.20,3.50,USD,retention,H2,EMP0831,rejected
SLH0685,EMP0107,2023-12-30,107954.30,114258.20,6303.90,5.84,USD,market_correction,H2,EMP0342,approved
SLH0686,EMP0451,2025-10-27,173776.68,191154.35,17377.67,10.00,USD,retention,H1,EMP0666,approved
SLH0687,EMP0664,2022-04-05,108988.63,117707.72,8719.09,8.00,USD,annual_cycle,Annual,EMP0714,approved
SLH0688,EMP0597,2021-12-31,69038.46,70419.23,1380.77,2.00,USD,annual_cycle,Off-cycle,EMP0828,approved
SLH0689,EMP0449,2023-08-17,51349.15,52376.14,1026.98,2.00,USD,market_correction,Off-cycle,EMP0953,approved
SLH0690,EMP0112,2025-12-30,68232.49,71644.11,3411.62,5.00,USD,spot_adjustment,Annual,EMP0489,pending
SLH0691,EMP0243,2026-04-23,182393.27,187865.07,5471.80,3.00,USD,market_correction,Annual,EMP0225,pending
SLH0692,EMP0793,2024-12-05,127902.78,135891.95,7989.17,6.25,USD,promotion,H2,EMP0014,rejected
SLH0693,EMP0990,2018-06-20,90866.48,92683.81,1817.33,2.00,USD,spot_adjustment,Off-cycle,EMP0264,pending
SLH0694,EMP0432,2026-05-17,31687.94,35490.49,3802.55,12.00,INR,retention,H1,EMP0582,pending
SLH0695,EMP0766,2018-08-22,89571.40,98528.54,8957.14,10.00,USD,spot_adjustment,H1,EMP0545,approved
