jr_id,jr_number,job_id,job_title,department,grade_code,hiring_manager_id,recruiter_id,headcount,jr_status,priority,opened_date,target_fill_date,filled_date,location_city,location_country
JR0362,REQ-2022362,JOB0892,Finance Manager,Supply Chain,G01,EMP0966,EMP0043,3,on_hold,high,2022-01-07,2022-02-10,,New York,US
JR0363,REQ-2022363,JOB0134,Product Manager,Product,G10,EMP0938,EMP0053,3,cancelled,high,2024-09-17,2024-11-23,,San Francisco,US
JR0364,REQ-2022364,JOB0981,Data Scientist,IT,G06,EMP0952,EMP0023,2,on_hold,medium,2023-04-02,2023-07-17,,Hyderabad,IN
JR0365,REQ-2022365,JOB0672,Analytics Manager,Finance,G01,EMP0991,EMP0069,1,on_hold,high,2024-02-09,2024-04-25,,Dallas,US
JR0366,REQ-2022366,JOB0677,IT Support,Security,G08,EMP0764,EMP0049,3,on_hold,critical,2022-01-09,2022-03-07,,London,UK
JR0367,REQ-2022367,JOB0593,Engineering Manager,Product,G06,EMP0631,EMP0076,3,filled,low,2022-10-27,2023-02-01,2023-05-28,Toronto,CA
JR0368,REQ-2022368,JOB0512,Compliance Analyst,Data,G02,EMP0423,EMP0030,2,cancelled,high,2026-06-27,2026-08-20,,Dallas,US
JR0369,REQ-2022369,JOB0493,Analytics Manager,HR,G01,EMP0979,EMP0023,3,draft,low,2023-03-31,2023-06-07,,London,UK
JR0370,REQ-2022370,JOB0430,Demand Gen Manager,IT,G02,EMP0791,EMP0079,1,open,low,2025-09-21,2025-11-06,,Denver,US
JR0371,REQ-2022371,JOB0117,Demand Gen Manager,Legal,G10,EMP0529,EMP0069,2,filled,low,2022-10-24,2022-11-30,2024-03-25,Dallas,US
JR0372,REQ-2022372,JOB0157,IT Support,Security,G06,EMP0848,EMP0008,3,filled,critical,2024-06-06,2024-09-05,2026-06-18,Denver,US
JR0373,REQ-2022373,JOB0479,Support Lead,Supply Chain,G06,EMP0388,EMP0036,3,on_hold,medium,2025-08-04,2025-09-10,,Denver,US
JR0374,REQ-2022374,JOB0093,Enterprise AE,Security,G02,EMP0471,EMP0052,2,draft,medium,2022-07-20,2022-11-17,,London,UK
JR0375,REQ-2022375,JOB0234,Marketing Director,Operations,G02,EMP0280,EMP0036,3,on_hold,critical,2023-11-27,2023-12-29,,Seattle,US
JR0376,REQ-2022376,JOB0347,Engineering Manager,Sales,G06,EMP0298,EMP0032,1,cancelled,medium,2024-06-11,2024-09-23,,Chicago,US
JR0377,REQ-2022377,JOB0272,Financial Analyst,Product,G12,EMP0911,EMP0057,3,draft,high,2023-01-11,2023-02-23,,Denver,US
JR0378,REQ-2022378,JOB0766,HRBP,Security,G04,EMP0479,EMP0024,2,open,low,2023-05-09,2023-06-17,,Chicago,US
JR0379,REQ-2022379,JOB0873,IT Support,HR,G12,EMP0343,EMP0033,1,filled,high,2023-08-20,2023-11-23,2024-02-06,Austin,US
JR0380,REQ-2022380,JOB0771,Data Scientist,Operations,G10,EMP0231,EMP0013,2,on_hold,low,2022-11-26,2023-02-28,,Toronto,CA
JR0381,REQ-2022381,JOB0543,Analytics Manager,Security,G03,EMP0498,EMP0046,3,cancelled,critical,2022-03-13,2022-04-23,,Chicago,US
JR0382,REQ-2022382,JOB0238,Controller,Customer Success,G10,EMP0673,EMP0012,3,draft,high,2024-08-04,2024-09-06,,Bengaluru,IN
JR0383,REQ-2022383,JOB0942,IT Support,IT,G12,EMP0422,EMP0041,2,on_hold,critical,2025-08-01,2025-10-01,,Chicago,US
JR0384,REQ-2022384,JOB0288,Systems Admin,Marketing,G07,EMP0828,EMP0049,3,draft,low,2025-03-10,2025-05-09,,New York,US
JR0385,REQ-2022385,JOB0704,Software Engineer,Product,G03,EMP0675,EMP0053,3,filled,medium,2023-05-28,2023-07-18,2026-05-23,New York,US
JR0386,REQ-2022386,JOB0717,Finance Manager,Facilities,G10,EMP0314,EMP0035,2,filled,medium,2024-03-16,2024-05-04,2025-10-22,Toronto,CA
JR0387,REQ-2022387,JOB0093,Enterprise AE,Security,G02,EMP0360,EMP0056,1,on_hold,medium,2023-09-08,2023-12-22,,London,UK
JR0388,REQ-2022388,JOB0505,Associate PM,Security,G02,EMP0520,EMP0016,3,on_hold,critical,2023-07-12,2023-10-12,,Chicago,US
JR0389,REQ-2022389,JOB0853,SDR,Sales,G09,EMP0103,EMP0067,2,on_hold,critical,2023-02-27,2023-06-04,,London,UK
JR0390,REQ-2022390,JOB0901,People Manager,Finance,G04,EMP0726,EMP0028,3,draft,medium,2025-01-03,2025-02-27,,New York,US
JR0391,REQ-2022391,JOB0182,IT Support,Product,G04,EMP0653,EMP0012,3,draft,critical,2022-05-10,2022-06-19,,Hyderabad,IN
JR0392,REQ-2022392,JOB0181,SDR,Sales,G07,EMP0838,EMP0010,1,cancelled,low,2025-01-18,2025-05-06,,Austin,US
JR0393,REQ-2022393,JOB0089,Sales Manager,Data,G10,EMP0223,EMP0051,2,on_hold,high,2026-08-02,2026-11-02,,Chicago,US
JR0394,REQ-2022394,JOB0069,Cloud Engineer,Security,G11,EMP0798,EMP0060,3,on_hold,critical,2025-05-09,2025-09-06,,Dallas,US
JR0395,REQ-2022395,JOB0407,Sales Manager,Security,G02,EMP0861,EMP0018,2,on_hold,medium,2022-06-13,2022-09-04,,Dallas,US
JR0396,REQ-2022396,JOB0202,Data Scientist,Engineering,G02,EMP0191,EMP0064,1,cancelled,medium,2024-11-26,2025-01-14,,Dallas,US
JR0397,REQ-2022397,JOB0244,Systems Admin,Data,G02,EMP0705,EMP0023,2,open,high,2026-03-13,2026-04-24,,Hyderabad,IN
JR0398,REQ-2022398,JOB0422,Product Manager,Data,G12,EMP0906,EMP0021,2,on_hold,low,2024-07-29,2024-10-29,,San Francisco,US
JR0399,REQ-2022399,JOB0893,Group PM,Supply Chain,G03,EMP0984,EMP0076,2,open,critical,2023-03-04,2023-06-29,,Atlanta,US
JR0400,REQ-2022400,JOB0613,Senior PM,Sales,G04,EMP0825,EMP0032,3,filled,medium,2025-04-18,2025-07-28,2025-09-30,Austin,US
JR0401,REQ-2022401,JOB0489,Software Engineer,Engineering,G11,EMP0933,EMP0071,2,draft,medium,2025-02-17,2025-04-07,,Seattle,US
JR0402,REQ-2022402,JOB0527,People Manager,Data,G10,EMP0428,EMP0051,2,draft,high,2024-12-29,2025-02-24,,Austin,US
JR0403,REQ-2022403,JOB0864,Data Analyst,Customer Success,G10,EMP0065,EMP0079,3,draft,high,2025-08-25,2025-09-28,,Seattle,US
JR0404,REQ-2022404,JOB0427,IT Manager,Sales,G06,EMP0274,EMP0022,2,open,critical,2024-07-20,2024-09-28,,Bengaluru,IN
JR0405,REQ-2022405,JOB0988,Account Executive,Supply Chain,G08,EMP0319,EMP0041,1,filled,medium,2026-01-31,2026-04-22,2026-03-13,Dallas,US
JR0406,REQ-2022406,JOB0018,Group PM,Finance,G10,EMP0211,EMP0007,1,open,low,2025-09-11,2025-11-06,,Bengaluru,IN
JR0407,REQ-2022407,JOB0627,HR Generalist,Security,G09,EMP0858,EMP0030,1,draft,low,2025-06-17,2025-07-18,,San Francisco,US
JR0408,REQ-2022408,JOB0337,ML Engineer,Data,G06,EMP0253,EMP0047,3,cancelled,high,2024-04-08,2024-06-19,,Dallas,US
JR0409,REQ-2022409,JOB0086,Support Specialist,Product,G04,EMP0329,EMP0036,3,on_hold,low,2022-05-19,2022-08-24,,Bengaluru,IN
JR0410,REQ-2022410,JOB0129,Analytics Manager,Security,G12,EMP0463,EMP0063,3,filled,medium,2026-05-22,2026-09-02,2026-06-17,Bengaluru,IN
JR0411,REQ-2022411,JOB0923,Associate PM,Sales,G03,EMP0128,EMP0010,1,open,high,2022-03-19,2022-06-14,,San Francisco,US
JR0412,REQ-2022412,JOB0201,Enterprise AE,Finance,G11,EMP0063,EMP0025,1,open,high,2022-04-12,2022-08-03,,Hyderabad,IN
JR0413,REQ-2022413,JOB0028,Marketing Specialist,HR,G12,EMP0985,EMP0042,2,open,low,2024-12-07,2025-04-06,,Seattle,US
JR0414,REQ-2022414,JOB0415,Recruiter,Supply Chain,G02,EMP0462,EMP0076,1,draft,critical,2023-03-18,2023-04-21,,Toronto,CA
JR0415,REQ-2022415,JOB0368,Data Scientist,IT,G05,EMP0508,EMP0045,2,on_hold,low,2022-11-10,2023-01-30,,San Francisco,US
JR0416,REQ-2022416,JOB0520,Systems Admin,Security,G11,EMP0641,EMP0030,2,draft,medium,2025-10-24,2025-12-01,,London,UK
JR0417,REQ-2022417,JOB0580,Financial Analyst,Marketing,G08,EMP0378,EMP0032,2,cancelled,critical,2023-10-30,2024-02-12,,Chicago,US
JR0418,REQ-2022418,JOB0945,Compliance Analyst,Operations,G07,EMP0577,EMP0024,1,on_hold,medium,2026-05-02,2026-08-09,,San Francisco,US
JR0419,REQ-2022419,JOB0022,Staff Engineer,Data,G07,EMP0216,EMP0063,1,filled,medium,2024-03-19,2024-04-21,2024-09-03,Dallas,US
JR0420,REQ-2022420,JOB0904,Sales Manager,Customer Success,G07,EMP0315,EMP0018,3,open,high,2023-04-04,2023-07-21,,San Francisco,US
JR0421,REQ-2022421,JOB0085,Enterprise AE,Product,G02,EMP0059,EMP0066,1,cancelled,low,2022-05-20,2022-08-24,,Atlanta,US
JR0422,REQ-2022422,JOB0975,Demand Gen Manager,IT,G03,EMP0263,EMP0056,1,draft,high,2022-02-03,2022-05-27,,London,UK
JR0423,REQ-2022423,JOB0360,Privacy Counsel,Sales,G11,EMP0405,EMP0007,2,filled,critical,2024-03-23,2024-04-25,2024-10-18,New York,US
JR0424,REQ-2022424,JOB0958,Demand Gen Manager,Customer Success,G02,EMP0105,EMP0059,2,cancelled,low,2025-03-23,2025-07-19,,San Francisco,US
JR0425,REQ-2022425,JOB0462,Engineering Manager,Marketing,G03,EMP0735,EMP0054,3,draft,medium,2025-07-26,2025-10-14,,Chicago,US
JR0426,REQ-2022426,JOB0117,Demand Gen Manager,Legal,G10,EMP0241,EMP0018,1,open,medium,2026-01-03,2026-03-30,,Dallas,US
JR0427,REQ-2022427,JOB0162,Privacy Counsel,Product,G12,EMP0360,EMP0014,2,filled,medium,2022-03-10,2022-06-19,2026-02-02,Austin,US
JR0428,REQ-2022428,JOB0070,Engineering Manager,IT,G08,EMP0981,EMP0055,2,cancelled,low,2026-08-01,2026-11-01,,San Francisco,US
JR0429,REQ-2022429,JOB0272,Financial Analyst,Product,G12,EMP0778,EMP0023,3,cancelled,medium,2024-07-02,2024-10-07,,Denver,US
JR0430,REQ-2022430,JOB0368,Data Scientist,IT,G05,EMP0463,EMP0042,1,draft,low,2024-10-21,2024-12-03,,San Francisco,US
JR0431,REQ-2022431,JOB0971,Support Lead,Marketing,G09,EMP0850,EMP0074,1,filled,medium,2022-04-28,2022-07-15,2024-11-11,Seattle,US
JR0432,REQ-2022432,JOB0185,SDR,Marketing,G04,EMP0494,EMP0065,2,on_hold,critical,2024-09-19,2024-11-16,,Dallas,US
JR0433,REQ-2022433,JOB0616,Accountant,Supply Chain,G05,EMP0293,EMP0055,1,filled,medium,2024-11-17,2024-12-30,2024-12-09,New York,US
JR0434,REQ-2022434,JOB0774,HR Generalist,Customer Success,G09,EMP0843,EMP0064,2,draft,critical,2023-01-09,2023-05-06,,Seattle,US
JR0435,REQ-2022435,JOB0772,Privacy Counsel,Security,G11,EMP0143,EMP0062,3,filled,critical,2022-12-29,2023-03-29,2023-05-25,Toronto,CA
JR0436,REQ-2022436,JOB0068,Privacy Counsel,Marketing,G03,EMP0847,EMP0062,3,open,low,2022-03-08,2022-06-25,,Toronto,CA
JR0437,REQ-2022437,JOB0446,Cloud Engineer,Data,G08,EMP0914,EMP0067,2,filled,critical,2026-02-24,2026-06-17,2026-04-13,Seattle,US
JR0438,REQ-2022438,JOB0298,Financial Analyst,Marketing,G07,EMP0232,EMP0039,1,cancelled,medium,2025-02-22,2025-03-24,,London,UK
JR0439,REQ-2022439,JOB0013,IT Manager,Facilities,G01,EMP0683,EMP0005,2,open,high,2022-11-08,2022-12-12,,Dallas,US
JR0440,REQ-2022440,JOB0284,Marketing Director,Product,G08,EMP0041,EMP0057,1,on_hold,high,2023-02-16,2023-03-30,,Denver,US
JR0441,REQ-2022441,JOB0790,Engineering Manager,Security,G10,EMP0335,EMP0055,2,draft,low,2026-03-09,2026-05-04,,Atlanta,US
JR0442,REQ-2022442,JOB0987,Account Executive,Facilities,G04,EMP0963,EMP0024,2,filled,medium,2025-10-16,2026-01-31,2026-07-26,Denver,US
JR0443,REQ-2022443,JOB0434,Systems Admin,Finance,G01,EMP0996,EMP0019,2,cancelled,medium,2025-02-06,2025-03-17,,Chicago,US
JR0444,REQ-2022444,JOB0119,Legal Counsel,Legal,G08,EMP0901,EMP0033,3,cancelled,critical,2025-05-01,2025-06-13,,Bengaluru,IN
JR0445,REQ-2022445,JOB0577,People Manager,Customer Success,G11,EMP0656,EMP0057,2,cancelled,medium,2025-09-29,2025-12-28,,Chicago,US
JR0446,REQ-2022446,JOB0377,HRBP,Supply Chain,G02,EMP0601,EMP0038,3,draft,critical,2025-08-24,2025-10-27,,San Francisco,US
JR0447,REQ-2022447,JOB0975,Demand Gen Manager,IT,G03,EMP0123,EMP0022,2,open,high,2023-10-31,2024-01-29,,London,UK
JR0448,REQ-2022448,JOB0024,Enterprise AE,Supply Chain,G06,EMP0842,EMP0066,3,draft,medium,2025-08-01,2025-11-14,,Austin,US
JR0449,REQ-2022449,JOB0601,HRBP,Operations,G05,EMP0020,EMP0006,1,cancelled,medium,2023-01-18,2023-02-28,,Chicago,US
JR0450,REQ-2022450,JOB0464,Controller,Supply Chain,G03,EMP0181,EMP0034,3,on_hold,critical,2022-04-12,2022-07-19,,New York,US
JR0451,REQ-2022451,JOB0640,Senior Software Engineer,Engineering,G04,EMP0181,EMP0019,1,draft,low,2024-06-24,2024-10-01,,Dallas,US
JR0452,REQ-2022452,JOB0633,Demand Gen Manager,Product,G03,EMP0537,EMP0041,1,open,medium,2025-04-30,2025-06-21,,Chicago,US
JR0453,REQ-2022453,JOB0145,IT Support,Marketing,G05,EMP0990,EMP0016,2,open,critical,2026-04-04,2026-07-20,,San Francisco,US
JR0454,REQ-2022454,JOB0474,Compliance Analyst,Engineering,G07,EMP0575,EMP0042,2,filled,low,2025-01-30,2025-04-09,2025-12-31,Chicago,US
JR0455,REQ-2022455,JOB0421,Demand Gen Manager,Sales,G12,EMP0614,EMP0039,1,filled,high,2022-08-06,2022-11-24,2024-09-14,Atlanta,US
JR0456,REQ-2022456,JOB0044,Analytics Manager,Operations,G09,EMP0370,EMP0027,1,open,critical,2022-05-31,2022-09-09,,Toronto,CA
JR0457,REQ-2022457,JOB0273,Support Specialist,Sales,G01,EMP0455,EMP0054,2,cancelled,medium,2026-05-04,2026-06-09,,Chicago,US
JR0458,REQ-2022458,JOB0275,Analytics Manager,Legal,G11,EMP0574,EMP0054,2,cancelled,critical,2022-09-16,2023-01-06,,Denver,US
JR0459,REQ-2022459,JOB0389,Paralegal,Marketing,G07,EMP0978,EMP0039,1,cancelled,high,2023-06-18,2023-09-23,,New York,US
JR0460,REQ-2022460,JOB0231,Financial Analyst,Engineering,G07,EMP0034,EMP0074,2,open,critical,2023-09-29,2023-11-19,,Hyderabad,IN
JR0461,REQ-2022461,JOB0016,Sales Manager,Product,G02,EMP0144,EMP0040,1,open,low,2025-04-10,2025-07-02,,Bengaluru,IN
JR0462,REQ-2022462,JOB0493,Analytics Manager,HR,G01,EMP0519,EMP0047,1,cancelled,high,2023-12-12,2024-04-06,,London,UK
JR0463,REQ-2022463,JOB0923,Associate PM,Sales,G03,EMP0121,EMP0022,2,on_hold,critical,2023-03-10,2023-05-28,,San Francisco,US
JR0464,REQ-2022464,JOB0695,Senior Software Engineer,HR,G09,EMP0786,EMP0011,1,open,low,2022-12-18,2023-02-08,,Atlanta,US
JR0465,REQ-2022465,JOB0296,Compliance Analyst,Marketing,G05,EMP0151,EMP0019,1,filled,high,2025-10-02,2025-11-04,2026-01-08,London,UK
JR0466,REQ-2022466,JOB0677,IT Support,Security,G08,EMP0660,EMP0062,2,cancelled,high,2025-01-30,2025-05-13,,London,UK
JR0467,REQ-2022467,JOB0573,Group PM,Marketing,G09,EMP0223,EMP0017,2,cancelled,critical,2023-10-18,2024-01-04,,San Francisco,US
JR0468,REQ-2022468,JOB0832,Systems Admin,Legal,G06,EMP0514,EMP0029,1,open,low,2022-04-08,2022-05-17,,Toronto,CA
JR0469,REQ-2022469,JOB0232,Support Specialist,IT,G01,EMP0555,EMP0001,3,draft,high,2022-07-14,2022-10-02,,Austin,US
JR0470,REQ-2022470,JOB0316,Demand Gen Manager,HR,G11,EMP0943,EMP0024,2,cancelled,high,2025-01-15,2025-03-04,,Seattle,US
JR0471,REQ-2022471,JOB0486,Support Specialist,Product,G01,EMP0755,EMP0069,1,draft,low,2023-09-18,2023-12-22,,Denver,US
JR0472,REQ-2022472,JOB0714,IT Manager,IT,G10,EMP0645,EMP0068,2,open,high,2024-03-11,2024-04-28,,London,UK
JR0473,REQ-2022473,JOB0537,Legal Counsel,Data,G05,EMP0796,EMP0005,1,open,medium,2026-06-16,2026-10-12,,Hyderabad,IN
JR0474,REQ-2022474,JOB0020,Software Engineer,Engineering,G12,EMP0927,EMP0050,1,cancelled,critical,2022-05-29,2022-09-01,,Toronto,CA
JR0475,REQ-2022475,JOB0647,Marketing Specialist,Operations,G06,EMP0431,EMP0041,3,draft,critical,2024-06-23,2024-08-18,,Austin,US
JR0476,REQ-2022476,JOB0977,Marketing Director,Product,G03,EMP0012,EMP0004,1,on_hold,medium,2026-07-09,2026-10-05,,Austin,US
JR0477,REQ-2022477,JOB0828,Support Specialist,Sales,G10,EMP0318,EMP0065,3,draft,high,2024-07-04,2024-10-16,,Hyderabad,IN
JR0478,REQ-2022478,JOB0762,Enterprise AE,Security,G08,EMP0560,EMP0037,3,on_hold,high,2025-08-24,2025-10-15,,Toronto,CA
JR0479,REQ-2022479,JOB0534,Group PM,Facilities,G03,EMP0067,EMP0051,2,filled,high,2026-01-07,2026-03-19,2026-07-05,Austin,US
JR0480,REQ-2022480,JOB0260,Accountant,Finance,G05,EMP0457,EMP0011,1,open,critical,2024-10-28,2024-12-20,,Seattle,US
JR0481,REQ-2022481,JOB0978,SDR,Facilities,G07,EMP0685,EMP0058,1,open,critical,2026-05-16,2026-08-12,,Seattle,US
JR0482,REQ-2022482,JOB0393,Analytics Manager,Engineering,G02,EMP0533,EMP0001,1,cancelled,critical,2024-01-20,2024-05-03,,London,UK
JR0483,REQ-2022483,JOB0015,Systems Admin,Facilities,G01,EMP0497,EMP0028,1,on_hold,critical,2025-09-18,2025-11-08,,New York,US
JR0484,REQ-2022484,JOB0107,Software Engineer,Facilities,G06,EMP0973,EMP0070,1,open,high,2022-03-05,2022-06-04,,Chicago,US
JR0485,REQ-2022485,JOB0321,IT Support,Facilities,G07,EMP0152,EMP0007,2,open,medium,2026-04-30,2026-08-06,,Chicago,US
JR0486,REQ-2022486,JOB0042,Financial Analyst,Marketing,G11,EMP0547,EMP0013,3,filled,critical,2022-04-23,2022-07-22,2025-01-10,Atlanta,US
JR0487,REQ-2022487,JOB0836,Legal Counsel,Legal,G06,EMP0971,EMP0072,2,open,high,2024-10-05,2024-12-06,,Toronto,CA
JR0488,REQ-2022488,JOB0246,Systems Admin,Security,G12,EMP0449,EMP0054,1,draft,medium,2022-10-05,2022-12-08,,Atlanta,US
JR0489,REQ-2022489,JOB0814,Cloud Engineer,Customer Success,G02,EMP0064,EMP0049,1,filled,low,2026-04-11,2026-08-06,2026-05-19,Denver,US
JR0490,REQ-2022490,JOB0983,Enterprise AE,HR,G07,EMP0963,EMP0026,2,on_hold,critical,2024-06-01,2024-07-29,,San Francisco,US
JR0491,REQ-2022491,JOB0514,Enterprise AE,Product,G07,EMP0792,EMP0067,3,cancelled,medium,2025-09-01,2025-11-01,,Denver,US
JR0492,REQ-2022492,JOB0967,Data Scientist,Sales,G01,EMP0758,EMP0038,2,draft,low,2025-09-15,2025-11-27,,Toronto,CA
JR0493,REQ-2022493,JOB0466,HRBP,Customer Success,G06,EMP0772,EMP0056,2,draft,critical,2023-04-05,2023-07-05,,Seattle,US
JR0494,REQ-2022494,JOB0324,Accountant,Facilities,G01,EMP0515,EMP0038,1,cancelled,medium,2023-04-09,2023-06-06,,Dallas,US
JR0495,REQ-2022495,JOB0912,Account Executive,Product,G10,EMP0827,EMP0079,1,draft,high,2026-03-22,2026-05-24,,Denver,US
JR0496,REQ-2022496,JOB0872,Data Analyst,Supply Chain,G05,EMP0715,EMP0053,1,open,low,2026-05-21,2026-06-29,,Denver,US
JR0497,REQ-2022497,JOB0901,People Manager,Finance,G04,EMP1000,EMP0042,1,cancelled,critical,2026-07-11,2026-08-27,,New York,US
JR0498,REQ-2022498,JOB0401,Support Lead,HR,G03,EMP0333,EMP0035,2,cancelled,medium,2023-05-16,2023-07-23,,London,UK
JR0499,REQ-2022499,JOB0144,Compliance Analyst,Supply Chain,G01,EMP0042,EMP0033,3,on_hold,critical,2022-07-20,2022-10-13,,San Francisco,US
JR0500,REQ-2022500,JOB0196,Accountant,HR,G12,EMP0319,EMP0046,3,filled,high,2026-06-14,2026-10-02,2026-07-26,London,UK
JR0501,REQ-2022501,JOB0376,Accountant,Finance,G02,EMP0918,EMP0051,3,draft,medium,2022-07-18,2022-10-02,,Seattle,US
JR0502,REQ-2022502,JOB0573,Group PM,Marketing,G09,EMP0938,EMP0024,3,filled,high,2022-08-31,2022-10-30,2023-10-15,San Francisco,US
JR0503,REQ-2022503,JOB0976,Controller,HR,G04,EMP0644,EMP0055,2,draft,high,2024-05-05,2024-07-25,,Toronto,CA
JR0504,REQ-2022504,JOB0870,CS Manager,Data,G06,EMP0973,EMP0034,3,cancelled,medium,2024-11-02,2025-02-26,,London,UK
JR0505,REQ-2022505,JOB0519,Sales Manager,Finance,G09,EMP0272,EMP0030,2,cancelled,medium,2024-02-16,2024-03-31,,San Francisco,US
JR0506,REQ-2022506,JOB0152,Accountant,HR,G07,EMP0435,EMP0076,3,open,medium,2022-12-19,2023-01-23,,San Francisco,US
JR0507,REQ-2022507,JOB0109,SDR,Supply Chain,G11,EMP0953,EMP0033,3,draft,high,2024-02-01,2024-04-05,,Denver,US
JR0508,REQ-2022508,JOB0339,Account Executive,Engineering,G05,EMP0140,EMP0006,1,filled,critical,2023-05-01,2023-06-25,2026-05-18,Chicago,US
JR0509,REQ-2022509,JOB0946,Demand Gen Manager,Facilities,G05,EMP0576,EMP0072,1,open,high,2025-07-31,2025-09-08,,New York,US
JR0510,REQ-2022510,JOB0814,Cloud Engineer,Customer Success,G02,EMP0154,EMP0030,1,cancelled,high,2026-04-07,2026-06-05,,Denver,US
JR0511,REQ-2022511,JOB0524,Marketing Specialist,Product,G08,EMP0982,EMP0059,3,cancelled,high,2024-01-05,2024-04-28,,Atlanta,US
JR0512,REQ-2022512,JOB0760,Sales Manager,Operations,G03,EMP0505,EMP0078,2,draft,low,2022-06-01,2022-09-05,,London,UK
JR0513,REQ-2022513,JOB0887,Sales Manager,Operations,G08,EMP0940,EMP0050,1,on_hold,high,2023-07-07,2023-09-01,,Dallas,US
JR0514,REQ-2022514,JOB0464,Controller,Supply Chain,G03,EMP0533,EMP0010,3,on_hold,critical,2023-05-06,2023-08-23,,New York,US
JR0515,REQ-2022515,JOB0231,Financial Analyst,Engineering,G07,EMP0606,EMP0072,1,on_hold,critical,2022-09-26,2022-12-07,,Hyderabad,IN
JR0516,REQ-2022516,JOB0070,Engineering Manager,IT,G08,EMP0278,EMP0031,1,filled,high,2022-07-13,2022-10-04,2025-05-21,San Francisco,US
JR0517,REQ-2022517,JOB0214,Support Lead,Customer Success,G12,EMP0898,EMP0058,3,draft,critical,2025-11-23,2025-12-25,,London,UK
JR0518,REQ-2022518,JOB0933,Analytics Manager,Marketing,G05,EMP0542,EMP0011,3,cancelled,low,2023-09-19,2023-10-29,,London,UK
JR0519,REQ-2022519,JOB0302,IT Manager,HR,G01,EMP0053,EMP0024,3,draft,high,2024-11-15,2025-02-19,,Chicago,US
JR0520,REQ-2022520,JOB0117,Demand Gen Manager,Legal,G10,EMP0763,EMP0077,3,draft,high,2026-02-16,2026-04-10,,Dallas,US
JR0521,REQ-2022521,JOB0627,HR Generalist,Security,G09,EMP0141,EMP0054,3,draft,high,2025-10-15,2025-11-29,,San Francisco,US
JR0522,REQ-2022522,JOB0277,SDR,Finance,G02,EMP0070,EMP0023,1,on_hold,medium,2022-01-05,2022-02-11,,Hyderabad,IN
JR0523,REQ-2022523,JOB0997,HRBP,HR,G01,EMP0799,EMP0033,2,on_hold,critical,2025-04-17,2025-07-24,,San Francisco,US
JR0524,REQ-2022524,JOB0191,Recruiter,Sales,G04,EMP0236,EMP0011,3,open,medium,2024-02-02,2024-04-08,,Austin,US
JR0525,REQ-2022525,JOB0374,Demand Gen Manager,Supply Chain,G11,EMP0989,EMP0055,2,filled,high,2024-10-11,2025-01-17,2025-07-02,Toronto,CA
JR0526,REQ-2022526,JOB0978,SDR,Facilities,G07,EMP0484,EMP0061,3,cancelled,high,2023-09-01,2023-10-14,,Seattle,US
JR0527,REQ-2022527,JOB0164,Data Analyst,Marketing,G08,EMP0799,EMP0010,3,filled,critical,2023-08-20,2023-12-16,2025-02-01,Toronto,CA
JR0528,REQ-2022528,JOB0691,Product Manager,Security,G07,EMP0118,EMP0017,3,cancelled,critical,2025-06-26,2025-08-23,,Seattle,US
JR0529,REQ-2022529,JOB0124,ML Engineer,Sales,G01,EMP0236,EMP0061,1,open,high,2025-04-18,2025-05-22,,Austin,US
JR0530,REQ-2022530,JOB0178,Recruiter,Finance,G06,EMP0287,EMP0016,1,filled,medium,2022-02-15,2022-06-05,2022-09-28,Austin,US
JR0531,REQ-2022531,JOB0194,ML Engineer,IT,G02,EMP0609,EMP0011,2,draft,low,2024-10-30,2024-12-08,,San Francisco,US
JR0532,REQ-2022532,JOB0222,Controller,Facilities,G01,EMP0278,EMP0051,2,cancelled,medium,2025-02-08,2025-04-17,,Hyderabad,IN
JR0533,REQ-2022533,JOB0919,Cloud Engineer,Engineering,G04,EMP0682,EMP0027,2,open,low,2026-04-17,2026-07-25,,Toronto,CA
JR0534,REQ-2022534,JOB0503,Finance Manager,Marketing,G03,EMP0486,EMP0015,3,on_hold,critical,2023-05-03,2023-07-27,,Atlanta,US
JR0535,REQ-2022535,JOB0248,Support Specialist,Facilities,G09,EMP0285,EMP0051,2,on_hold,low,2023-10-09,2023-12-22,,New York,US
JR0536,REQ-2022536,JOB0590,Account Executive,Customer Success,G01,EMP0538,EMP0001,2,cancelled,high,2025-11-21,2026-01-27,,San Francisco,US
JR0537,REQ-2022537,JOB0001,Enterprise AE,Supply Chain,G09,EMP0271,EMP0057,3,on_hold,high,2024-02-18,2024-06-11,,Denver,US
JR0538,REQ-2022538,JOB0006,Privacy Counsel,Security,G02,EMP0605,EMP0064,3,cancelled,low,2026-06-05,2026-07-31,,Bengaluru,IN
JR0539,REQ-2022539,JOB0696,Enterprise AE,IT,G12,EMP0265,EMP0004,2,draft,medium,2025-07-23,2025-10-20,,Chicago,US
JR0540,REQ-2022540,JOB0952,Associate PM,Product,G08,EMP0247,EMP0064,1,open,critical,2024-02-07,2024-05-21,,San Francisco,US
JR0541,REQ-2022541,JOB0029,Senior PM,Finance,G07,EMP0392,EMP0065,1,draft,medium,2023-02-22,2023-04-03,,Chicago,US
JR0542,REQ-2022542,JOB0893,Group PM,Supply Chain,G03,EMP0464,EMP0016,2,on_hold,high,2024-09-13,2024-12-16,,Atlanta,US
JR0543,REQ-2022543,JOB0609,Controller,Legal,G10,EMP0907,EMP0075,3,on_hold,medium,2022-04-19,2022-07-17,,Seattle,US
