invoice_id,customer_id,invoice_date,due_date,amount_due,tax_amount,total_amount,status
INV31ED5DFD6A,CUST100029385,2026-06-28,2026-07-19,258.35,20.67,279.02,Unpaid
INV7D51A4B9AB,CUST100097533,2026-01-06,2026-01-27,118.73,9.5,128.23,Paid
INVE78E75F899,CUST100019342,2026-06-06,2026-06-27,97.63,7.81,105.44,Overdue
INV51A0D41897,CUST100001753,2025-08-04,2025-08-25,230.98,18.48,249.46,Paid
INV796288E576,CUST100014959,2025-11-09,2025-11-30,315.4,25.23,340.63,Partially Paid
INVF0F5403D76,CUST100084894,2025-10-14,2025-11-04,213.18,17.05,230.23,Paid
INV040532501B,CUST100076925,2025-10-11,2025-11-01,180.71,14.46,195.17,Paid
INVBA7E26F343,CUST100016596,2025-08-14,2025-09-04,192.94,15.44,208.38,Paid
INVD43C2C478B,CUST100056601,2026-05-09,2026-05-30,260.63,20.85,281.48,Unpaid
INVA632594818,CUST100009321,2026-01-21,2026-02-11,95.26,7.62,102.88,Partially Paid
INV82CE624B46,CUST100096730,2026-01-25,2026-02-15,227.95,18.24,246.19,Paid
INVF1E574851F,CUST100042355,2026-04-26,2026-05-17,337.22,26.98,364.2,Overdue
INV2685D7E3BA,CUST100059715,2025-11-11,2025-12-02,357.33,28.59,385.92,Unpaid
INVFEECA60D23,CUST100094932,2026-01-11,2026-02-01,111.43,8.91,120.34,Partially Paid
INV2387B6F5FC,CUST100080148,2025-08-26,2025-09-16,250.52,20.04,270.56,Partially Paid
INV90EB289019,CUST100021310,2026-07-06,2026-07-27,230.22,18.42,248.64,Paid
INV8CFFE3316E,CUST100026766,2026-02-13,2026-03-06,273.76,21.9,295.66,Paid
INVC28153415B,CUST100052293,2026-04-30,2026-05-21,246.86,19.75,266.61,Partially Paid
INV850368A8B3,CUST100059922,2025-08-31,2025-09-21,76.06,6.08,82.14,Paid
INVAB9ADD7925,CUST100080499,2026-06-01,2026-06-22,150.64,12.05,162.69,Partially Paid
INVC77E7166EA,CUST100041881,2025-11-01,2025-11-22,305.42,24.43,329.85,Paid
INVDEC980FE75,CUST100095222,2025-12-13,2026-01-03,75.2,6.02,81.22,Paid
INV89A85B1E22,CUST100097817,2026-03-18,2026-04-08,214.02,17.12,231.14,Paid
INV0EABC4D5F3,CUST100009506,2026-07-01,2026-07-22,203.06,16.24,219.3,Paid
INV025ABAC6A3,CUST100077289,2026-02-16,2026-03-09,351.9,28.15,380.05,Paid
INV20F73CE6C0,CUST100063166,2026-07-19,2026-08-09,240.37,19.23,259.6,Overdue
INV52202F9DB3,CUST100042295,2026-01-27,2026-02-17,321.7,25.74,347.44,Unpaid
INV13D8D52B5F,CUST100064389,2025-09-08,2025-09-29,364.29,29.14,393.43,Overdue
INV8488A8B071,CUST100035781,2025-10-28,2025-11-18,294.07,23.53,317.6,Paid
INV9D352494D3,CUST100096067,2025-12-06,2025-12-27,297.51,23.8,321.31,Unpaid
INVB36A1B771D,CUST100085909,2026-07-07,2026-07-28,339.34,27.15,366.49,Paid
INV5DD53BCEF0,CUST100054803,2025-08-14,2025-09-04,344.26,27.54,371.8,Paid
INVBF844C4C55,CUST100028161,2025-08-03,2025-08-24,184.1,14.73,198.83,Paid
INV0587641A03,CUST100036328,2025-10-17,2025-11-07,286.8,22.94,309.74,Partially Paid
INV482C4FF9E5,CUST100083222,2025-11-10,2025-12-01,45.7,3.66,49.36,Paid
INV860822E795,CUST100027278,2025-12-20,2026-01-10,252.82,20.23,273.05,Paid
INV8C618903E9,CUST100077141,2026-03-01,2026-03-22,196.29,15.7,211.99,Paid
INV8DDEF8B920,CUST100049715,2025-12-09,2025-12-30,137.1,10.97,148.07,Paid
INV78548711B6,CUST100041050,2026-02-25,2026-03-18,372.36,29.79,402.15,Partially Paid
INV23E2285EC8,CUST100018093,2026-04-13,2026-05-04,231.86,18.55,250.41,Partially Paid
INV1C96F578CA,CUST100012182,2026-03-14,2026-04-04,139.42,11.15,150.57,Paid
INVE6DE5CEACA,CUST100066396,2026-04-18,2026-05-09,156.17,12.49,168.66,Partially Paid
INV0197C8A065,CUST100015744,2025-10-09,2025-10-30,209.41,16.75,226.16,Overdue
INVDD9B758C13,CUST100056486,2026-04-30,2026-05-21,202.39,16.19,218.58,Unpaid
INV7EAD38B884,CUST100007491,2025-10-24,2025-11-14,24.84,1.99,26.83,Paid
INV77A66BCFA4,CUST100001827,2025-09-24,2025-10-15,377.39,30.19,407.58,Paid
INV6262F7C51C,CUST100082193,2025-08-11,2025-09-01,348.03,27.84,375.87,Unpaid
INVC99DC985CC,CUST100092862,2026-06-29,2026-07-20,63.51,5.08,68.59,Paid
INV92F9731B89,CUST100042592,2025-09-19,2025-10-10,289.9,23.19,313.09,Partially Paid
INVE075CFEB6B,CUST100092686,2026-03-09,2026-03-30,71.17,5.69,76.86,Paid
INVDD01FDAFDF,CUST100004735,2026-01-09,2026-01-30,34.52,2.76,37.28,Paid
INV05A71C4662,CUST100095118,2026-05-23,2026-06-13,214.87,17.19,232.06,Paid
INV0DA9FA0E23,CUST100020322,2025-10-07,2025-10-28,282.76,22.62,305.38,Paid
INV1441BB3C3C,CUST100093608,2026-07-01,2026-07-22,231.91,18.55,250.46,Paid
INVA1840236E1,CUST100020062,2025-11-28,2025-12-19,265.61,21.25,286.86,Unpaid
INV8E24EBB7DC,CUST100049706,2025-09-16,2025-10-07,261.65,20.93,282.58,Paid
INV8902C6B791,CUST100052502,2025-08-03,2025-08-24,290.2,23.22,313.42,Paid
INV9C9DD25976,CUST100089627,2026-02-05,2026-02-26,384.06,30.72,414.78,Paid
INVCAEDA75397,CUST100099367,2025-11-29,2025-12-20,269.59,21.57,291.16,Paid
INVB3DD964067,CUST100040827,2025-08-04,2025-08-25,208.31,16.66,224.97,Paid
INV8EFF9F7FEF,CUST100041000,2025-08-14,2025-09-04,128.72,10.3,139.02,Paid
INV65197CD358,CUST100018763,2026-03-05,2026-03-26,196.45,15.72,212.17,Paid
INV01DE324260,CUST100095538,2026-02-15,2026-03-08,292.22,23.38,315.6,Unpaid
INV4A6A8AFD80,CUST100010285,2026-02-15,2026-03-08,356.21,28.5,384.71,Partially Paid
INV8FE9991BB3,CUST100090028,2025-09-08,2025-09-29,270.65,21.65,292.3,Paid
INV6D4DC10148,CUST100055259,2026-04-25,2026-05-16,342.56,27.4,369.96,Unpaid
INV34FA7C7F22,CUST100040720,2025-10-05,2025-10-26,330.22,26.42,356.64,Paid
INVC2ACED81EF,CUST100008059,2026-03-09,2026-03-30,267.46,21.4,288.86,Overdue
INV9DFE315E2B,CUST100074987,2026-02-17,2026-03-10,142.4,11.39,153.79,Paid
INVA771FD84F4,CUST100088125,2025-11-27,2025-12-18,339.64,27.17,366.81,Partially Paid
INVF7DD4A3582,CUST100076054,2025-09-01,2025-09-22,149.99,12.0,161.99,Paid
INV1B196C02E5,CUST100066322,2026-03-23,2026-04-13,155.52,12.44,167.96,Overdue
INV6BF0446803,CUST100053753,2026-04-27,2026-05-18,359.88,28.79,388.67,Paid
INVF9AA51A5FD,CUST100081565,2025-09-09,2025-09-30,104.81,8.38,113.19,Unpaid
INVF0619689AD,CUST100060229,2025-11-30,2025-12-21,191.46,15.32,206.78,Partially Paid
INV91EC6DBB02,CUST100096087,2025-10-16,2025-11-06,339.52,27.16,366.68,Paid
INV518722CEA2,CUST100013573,2026-01-18,2026-02-08,72.92,5.83,78.75,Paid
INVC48FCF4BD9,CUST100003573,2026-03-09,2026-03-30,56.75,4.54,61.29,Partially Paid
INVBD849F5BD8,CUST100040422,2025-12-29,2026-01-19,60.27,4.82,65.09,Paid
INV28190E5726,CUST100091935,2026-06-09,2026-06-30,173.0,13.84,186.84,Paid
INV60540E6154,CUST100039837,2025-10-28,2025-11-18,172.39,13.79,186.18,Overdue
INV95AB192950,CUST100006023,2026-06-21,2026-07-12,110.86,8.87,119.73,Paid
INVB58CD566BF,CUST100079313,2025-11-18,2025-12-09,205.17,16.41,221.58,Paid
INV56BE93FE4C,CUST100091549,2026-03-02,2026-03-23,109.45,8.76,118.21,Paid
INV3611C3D1A7,CUST100012013,2026-05-18,2026-06-08,135.57,10.85,146.42,Paid
INV3D36267571,CUST100036578,2025-08-31,2025-09-21,148.08,11.85,159.93,Unpaid
INVFF5C37695D,CUST100022360,2026-03-15,2026-04-05,342.11,27.37,369.48,Paid
INV63B438C42B,CUST100081015,2025-09-13,2025-10-04,296.23,23.7,319.93,Paid
INV08E74D7964,CUST100016152,2026-06-13,2026-07-04,231.9,18.55,250.45,Unpaid
INV8480C8BF21,CUST100050038,2025-12-17,2026-01-07,385.85,30.87,416.72,Overdue
INV0EF8EDF30B,CUST100053503,2025-08-15,2025-09-05,164.25,13.14,177.39,Paid
INV2499D3B164,CUST100015035,2026-01-08,2026-01-29,299.61,23.97,323.58,Paid
INV2413CBEE3F,CUST100036863,2025-11-13,2025-12-04,376.83,30.15,406.98,Unpaid
INVE64F50FF8E,CUST100034113,2026-05-11,2026-06-01,173.21,13.86,187.07,Paid
INVD6713940F4,CUST100048792,2025-10-02,2025-10-23,84.17,6.73,90.9,Paid
INVD36A4DCEE3,CUST100038761,2025-12-04,2025-12-25,36.61,2.93,39.54,Paid
INV6A44D54647,CUST100009637,2025-08-03,2025-08-24,73.09,5.85,78.94,Paid
INV87FA873A08,CUST100006309,2026-07-04,2026-07-25,375.6,30.05,405.65,Paid
INV38BD7AC8FE,CUST100057048,2026-02-06,2026-02-27,319.08,25.53,344.61,Paid
INV6E99A4ECE4,CUST100084863,2026-03-15,2026-04-05,300.4,24.03,324.43,Partially Paid
INVA6C1B11C11,CUST100058377,2025-09-27,2025-10-18,119.36,9.55,128.91,Partially Paid
INVEA55F62EEB,CUST100082076,2026-06-26,2026-07-17,24.21,1.94,26.15,Unpaid
INV94B1F70C57,CUST100047278,2025-11-13,2025-12-04,291.55,23.32,314.87,Overdue
INVB73F701E8C,CUST100041586,2026-07-11,2026-08-01,124.25,9.94,134.19,Paid
INV465CC0642D,CUST100085257,2025-08-02,2025-08-23,184.72,14.78,199.5,Paid
INV28E1E58A7F,CUST100083178,2025-10-13,2025-11-03,247.08,19.77,266.85,Partially Paid
INVE2137DEE82,CUST100044065,2025-11-17,2025-12-08,311.13,24.89,336.02,Paid
INVD93840A260,CUST100055768,2026-04-06,2026-04-27,240.16,19.21,259.37,Paid
INV671220E474,CUST100097957,2026-05-31,2026-06-21,330.28,26.42,356.7,Unpaid
INV877ADA4002,CUST100070194,2025-08-24,2025-09-14,67.19,5.38,72.57,Paid
INV61E0CD626A,CUST100053664,2025-08-10,2025-08-31,119.28,9.54,128.82,Paid
INV34BA467DC1,CUST100060216,2026-03-31,2026-04-21,174.55,13.96,188.51,Paid
INV69E685BCE9,CUST100077937,2026-05-15,2026-06-05,101.45,8.12,109.57,Overdue
INV2E902B2877,CUST100096551,2026-04-25,2026-05-16,262.54,21.0,283.54,Overdue
INVE7B035E8D2,CUST100053931,2025-10-05,2025-10-26,309.13,24.73,333.86,Unpaid
INV887CE9E3D3,CUST100069144,2025-10-01,2025-10-22,274.1,21.93,296.03,Paid
INVABCC215408,CUST100046988,2025-08-02,2025-08-23,101.04,8.08,109.12,Paid
INVD25FD12786,CUST100040041,2026-04-27,2026-05-18,220.07,17.61,237.68,Paid
INV5F546E9344,CUST100069948,2025-11-20,2025-12-11,40.9,3.27,44.17,Unpaid
INVA98CF410D5,CUST100059577,2026-04-26,2026-05-17,23.32,1.87,25.19,Paid
INVA9628E1F7E,CUST100051292,2025-08-15,2025-09-05,308.67,24.69,333.36,Unpaid
INVB2C4E04D24,CUST100029517,2025-10-14,2025-11-04,297.99,23.84,321.83,Paid
INVC1CDD9E1CA,CUST100032982,2025-11-06,2025-11-27,278.88,22.31,301.19,Paid
INV68E3A971D1,CUST100053767,2026-06-04,2026-06-25,76.81,6.14,82.95,Paid
INV9A85CC7C60,CUST100001828,2025-11-15,2025-12-06,334.12,26.73,360.85,Paid
INVBFF0FF2747,CUST100010524,2026-07-07,2026-07-28,274.85,21.99,296.84,Overdue
INVED1A2B033D,CUST100005091,2026-07-15,2026-08-05,391.71,31.34,423.05,Paid
INVFDB6DB9D95,CUST100060005,2025-12-02,2025-12-23,349.5,27.96,377.46,Overdue
INV4E26926D1E,CUST100048129,2025-12-26,2026-01-16,262.63,21.01,283.64,Paid
INVB692D83B52,CUST100096794,2025-08-05,2025-08-26,241.69,19.34,261.03,Paid
INVF719D3F2E2,CUST100071462,2025-12-27,2026-01-17,46.31,3.7,50.01,Partially Paid
INVD5EAE5C444,CUST100039538,2025-12-05,2025-12-26,257.54,20.6,278.14,Paid
INVC4BCB0C172,CUST100026700,2025-11-26,2025-12-17,349.89,27.99,377.88,Paid
INV791A05D148,CUST100022100,2026-05-23,2026-06-13,218.42,17.47,235.89,Paid
INV4EA01E4D4E,CUST100036843,2026-06-18,2026-07-09,201.35,16.11,217.46,Unpaid
INVA0988D472D,CUST100076934,2025-08-23,2025-09-13,223.2,17.86,241.06,Paid
INV0038804130,CUST100034196,2026-07-04,2026-07-25,361.31,28.9,390.21,Paid
INVE0E1F278AE,CUST100010556,2025-09-10,2025-10-01,206.57,16.53,223.1,Partially Paid
INV7F547FA7B5,CUST100025165,2025-12-14,2026-01-04,164.06,13.12,177.18,Partially Paid
INV7151CC1ECF,CUST100085365,2025-12-09,2025-12-30,381.56,30.52,412.08,Overdue
INVCA4ABB55C1,CUST100028577,2026-04-07,2026-04-28,282.42,22.59,305.01,Partially Paid
INV30B1B3352D,CUST100091047,2026-07-20,2026-08-10,251.33,20.11,271.44,Paid
INV4CA0927DD6,CUST100018785,2025-12-31,2026-01-21,344.64,27.57,372.21,Paid
INV277D73F0E0,CUST100026603,2026-07-07,2026-07-28,41.75,3.34,45.09,Overdue
INVDD1F80D491,CUST100045488,2025-10-10,2025-10-31,254.95,20.4,275.35,Partially Paid
INV7CCF9DE65C,CUST100042664,2026-02-07,2026-02-28,357.0,28.56,385.56,Paid
INV1A561B2615,CUST100028139,2026-05-20,2026-06-10,227.05,18.16,245.21,Paid
INVE08375FAD5,CUST100064432,2025-09-21,2025-10-12,211.96,16.96,228.92,Partially Paid
INVC85EE15D55,CUST100047938,2025-08-23,2025-09-13,310.41,24.83,335.24,Paid
INV904221A78A,CUST100081802,2026-04-07,2026-04-28,45.35,3.63,48.98,Paid
INVE3584BB468,CUST100068742,2026-04-01,2026-04-22,285.63,22.85,308.48,Overdue
INVF97EF0C983,CUST100015538,2025-11-23,2025-12-14,267.85,21.43,289.28,Paid
INV6E834DAB47,CUST100046520,2026-05-22,2026-06-12,374.0,29.92,403.92,Paid
INV1C84C22FCC,CUST100020945,2025-12-17,2026-01-07,103.17,8.25,111.42,Paid
INVF09BD94A43,CUST100009063,2026-03-08,2026-03-29,206.47,16.52,222.99,Paid
INVD840AF6754,CUST100059764,2026-03-14,2026-04-04,180.12,14.41,194.53,Paid
INVF76E07D7A8,CUST100001499,2026-04-04,2026-04-25,193.24,15.46,208.7,Paid
INV4699FDBC88,CUST100058791,2025-09-26,2025-10-17,275.48,22.04,297.52,Paid
INV5C784E5896,CUST100008511,2025-12-29,2026-01-19,152.82,12.23,165.05,Paid
INV2D41124B30,CUST100098176,2025-10-04,2025-10-25,83.78,6.7,90.48,Paid
INVF0D0A1606E,CUST100062144,2026-06-13,2026-07-04,164.83,13.19,178.02,Paid
INV1B583A64CE,CUST100084773,2025-10-10,2025-10-31,206.67,16.53,223.2,Unpaid
INVB2047A2045,CUST100007378,2025-10-12,2025-11-02,239.96,19.2,259.16,Partially Paid
INVD66662277D,CUST100033927,2025-08-01,2025-08-22,103.57,8.29,111.86,Paid
INV4F81307792,CUST100087098,2025-10-30,2025-11-20,254.29,20.34,274.63,Paid
INV36F15FCC30,CUST100014341,2026-06-29,2026-07-20,330.59,26.45,357.04,Paid
INV0772905D02,CUST100077040,2025-10-08,2025-10-29,180.28,14.42,194.7,Paid
INV78634D28F7,CUST100031475,2026-04-17,2026-05-08,359.62,28.77,388.39,Paid
INV40EC332CA0,CUST100060084,2025-11-04,2025-11-25,57.96,4.64,62.6,Unpaid
INV8B31D191DD,CUST100051837,2026-04-30,2026-05-21,307.65,24.61,332.26,Paid
INV0216616F0D,CUST100024043,2026-02-23,2026-03-16,66.43,5.31,71.74,Unpaid
INV12261190AF,CUST100074942,2026-07-20,2026-08-10,286.54,22.92,309.46,Paid
INV2C795B6CBA,CUST100015588,2026-01-20,2026-02-10,316.83,25.35,342.18,Paid
INVCEC29CE810,CUST100037862,2026-04-25,2026-05-16,121.14,9.69,130.83,Paid
INV0DD2854298,CUST100041092,2026-03-10,2026-03-31,119.46,9.56,129.02,Paid
INVEFC9B9A5E9,CUST100066793,2026-06-05,2026-06-26,92.93,7.43,100.36,Paid
INV782644DB00,CUST100077880,2026-07-07,2026-07-28,394.76,31.58,426.34,Unpaid
INV18545EE307,CUST100077511,2025-10-20,2025-11-10,35.43,2.83,38.26,Paid
INV56B9BDB534,CUST100012505,2026-06-28,2026-07-19,151.11,12.09,163.2,Paid
INV48B60C6EC2,CUST100077861,2025-09-21,2025-10-12,399.1,31.93,431.03,Paid
INV21D0DE984F,CUST100035949,2026-06-05,2026-06-26,281.8,22.54,304.34,Unpaid
INV8F50EDC5A9,CUST100084759,2026-07-12,2026-08-02,339.69,27.18,366.87,Overdue
INV89F974EA79,CUST100001102,2026-05-28,2026-06-18,320.52,25.64,346.16,Unpaid
INV12B97C897C,CUST100025602,2026-05-28,2026-06-18,297.17,23.77,320.94,Unpaid
INVE42A1CEA95,CUST100077986,2025-08-10,2025-08-31,390.5,31.24,421.74,Paid
INVA6B3909CAE,CUST100021155,2025-08-28,2025-09-18,332.81,26.62,359.43,Paid
INV165DC4EFF8,CUST100001448,2025-10-26,2025-11-16,50.42,4.03,54.45,Unpaid
INV13B28BFE47,CUST100086531,2026-03-07,2026-03-28,161.3,12.9,174.2,Paid
INV71CE3A1899,CUST100002234,2025-10-30,2025-11-20,266.82,21.35,288.17,Paid
INV8BA9D602A4,CUST100031487,2025-12-02,2025-12-23,293.54,23.48,317.02,Paid
INV8FC4D5D5E6,CUST100063046,2025-11-02,2025-11-23,22.28,1.78,24.06,Unpaid
INVA86D98DC2D,CUST100010835,2025-10-30,2025-11-20,300.07,24.01,324.08,Overdue
INVF1E0AE1BEB,CUST100071551,2026-02-24,2026-03-17,330.91,26.47,357.38,Unpaid
INV560C05CC98,CUST100054931,2025-09-28,2025-10-19,245.62,19.65,265.27,Paid
INV7B89B15DB8,CUST100073557,2025-08-03,2025-08-24,136.09,10.89,146.98,Paid
INV97D228A577,CUST100011870,2025-08-25,2025-09-15,348.45,27.88,376.33,Partially Paid
INV0F5736F01A,CUST100026830,2026-02-07,2026-02-28,120.86,9.67,130.53,Paid
INVD63E013E8B,CUST100050338,2026-03-17,2026-04-07,115.35,9.23,124.58,Paid
INVFF2DDB52E1,CUST100055719,2025-09-17,2025-10-08,250.66,20.05,270.71,Overdue
INVF3367054F0,CUST100024149,2026-03-20,2026-04-10,165.86,13.27,179.13,Paid
INVB05404F74C,CUST100061714,2026-02-16,2026-03-09,209.34,16.75,226.09,Paid
INV8C80880261,CUST100097425,2026-05-17,2026-06-07,278.67,22.29,300.96,Paid
INV45C34F850A,CUST100053757,2026-06-27,2026-07-18,245.24,19.62,264.86,Paid
INV297B72F04C,CUST100082811,2025-11-02,2025-11-23,365.61,29.25,394.86,Overdue
INV7750A6F3E3,CUST100010579,2026-06-02,2026-06-23,293.46,23.48,316.94,Paid
INVD69F5EE392,CUST100080017,2026-05-28,2026-06-18,177.72,14.22,191.94,Paid
INV3485D6C67B,CUST100044945,2026-01-05,2026-01-26,244.1,19.53,263.63,Partially Paid
INVF86C0A7BCA,CUST100076299,2026-05-13,2026-06-03,393.04,31.44,424.48,Paid
INV3D35651EF2,CUST100044232,2025-09-13,2025-10-04,175.51,14.04,189.55,Unpaid
INVB93A85EBEB,CUST100063011,2025-10-19,2025-11-09,342.96,27.44,370.4,Paid
INV06F46253C2,CUST100044223,2026-04-30,2026-05-21,56.27,4.5,60.77,Paid
INVFFE3B3A52E,CUST100078773,2026-02-17,2026-03-10,157.92,12.63,170.55,Paid
INV95E3DAE201,CUST100094462,2026-06-30,2026-07-21,329.52,26.36,355.88,Paid
INV1166CA4E56,CUST100083695,2025-08-15,2025-09-05,322.27,25.78,348.05,Paid
INV5B32638955,CUST100076309,2025-12-18,2026-01-08,296.62,23.73,320.35,Paid
INVAE133BA5EF,CUST100078356,2025-11-28,2025-12-19,162.45,13.0,175.45,Paid
INVD7B7ED8001,CUST100086407,2026-06-13,2026-07-04,271.33,21.71,293.04,Paid
INV2EC6422312,CUST100048803,2026-03-07,2026-03-28,352.77,28.22,380.99,Paid
INV5155959C04,CUST100096759,2026-06-22,2026-07-13,175.33,14.03,189.36,Paid
INVCF6DE6C6BD,CUST100055753,2026-02-23,2026-03-16,371.89,29.75,401.64,Paid
INVDA22249CD3,CUST100022248,2025-10-03,2025-10-24,212.72,17.02,229.74,Partially Paid
INV7BD39D85AE,CUST100004411,2025-11-13,2025-12-04,243.74,19.5,263.24,Paid
INV19E4FE406E,CUST100084587,2025-12-13,2026-01-03,187.96,15.04,203.0,Paid
INVABCF7CC37F,CUST100015816,2026-01-08,2026-01-29,69.69,5.58,75.27,Paid
INV5135A7B572,CUST100057396,2025-08-13,2025-09-03,323.94,25.92,349.86,Unpaid
INV850248BB11,CUST100013446,2026-05-13,2026-06-03,134.69,10.78,145.47,Overdue
INV2C55114D36,CUST100088451,2025-12-09,2025-12-30,392.39,31.39,423.78,Paid
INV92987723F4,CUST100065209,2026-06-13,2026-07-04,117.75,9.42,127.17,Overdue
INVCD2F685D83,CUST100043490,2025-10-29,2025-11-19,100.63,8.05,108.68,Paid
INVE0E9FED896,CUST100034643,2025-12-07,2025-12-28,259.77,20.78,280.55,Partially Paid
INV711122449C,CUST100031454,2025-08-04,2025-08-25,206.16,16.49,222.65,Paid
INVDECFA70BD7,CUST100015110,2026-04-19,2026-05-10,297.58,23.81,321.39,Overdue
INV407D00A0AF,CUST100082571,2026-04-14,2026-05-05,106.58,8.53,115.11,Overdue
INVB2DD3D361F,CUST100072179,2026-01-03,2026-01-24,234.31,18.74,253.05,Unpaid
INVB9510C468D,CUST100029023,2025-12-21,2026-01-11,310.51,24.84,335.35,Partially Paid
INV04E2DAA7C7,CUST100087287,2026-02-15,2026-03-08,270.29,21.62,291.91,Paid
INVCF15D0CC3F,CUST100074072,2026-01-26,2026-02-16,267.02,21.36,288.38,Unpaid
INV27EA72DCC2,CUST100096088,2026-02-11,2026-03-04,277.34,22.19,299.53,Paid
INV8D44BF78A7,CUST100082111,2026-05-10,2026-05-31,274.64,21.97,296.61,Paid
INV73954C71E8,CUST100098879,2026-05-15,2026-06-05,122.93,9.83,132.76,Overdue
INV25AB7D0447,CUST100040793,2026-02-23,2026-03-16,378.34,30.27,408.61,Paid
INV43D84C850F,CUST100043257,2026-06-27,2026-07-18,102.55,8.2,110.75,Paid
INV264C0EE96D,CUST100001227,2026-04-08,2026-04-29,54.47,4.36,58.83,Paid
INVE0028A0459,CUST100079036,2026-06-21,2026-07-12,35.12,2.81,37.93,Unpaid
INV331C149C3D,CUST100063076,2026-01-13,2026-02-03,204.25,16.34,220.59,Paid
INV301E90C1A3,CUST100037165,2025-12-22,2026-01-12,174.87,13.99,188.86,Paid
INVE6B83D84E6,CUST100091529,2025-08-29,2025-09-19,77.86,6.23,84.09,Unpaid
INV49B22F6E20,CUST100048021,2026-05-08,2026-05-29,343.96,27.52,371.48,Paid
INV565CCC1DD1,CUST100097253,2025-08-04,2025-08-25,277.97,22.24,300.21,Unpaid
INVD934AD3257,CUST100014197,2026-02-25,2026-03-18,66.36,5.31,71.67,Paid
INV8A3C3D0CFC,CUST100076217,2025-09-04,2025-09-25,391.83,31.35,423.18,Partially Paid
INVF17680417A,CUST100067514,2026-03-31,2026-04-21,228.45,18.28,246.73,Paid
INV5371565E4B,CUST100062948,2025-11-02,2025-11-23,231.55,18.52,250.07,Paid
INV5E8037C5C3,CUST100028520,2026-01-09,2026-01-30,148.0,11.84,159.84,Paid
INV8EBF9EAB74,CUST100044634,2026-01-07,2026-01-28,122.32,9.79,132.11,Unpaid
INVF226B487AC,CUST100009975,2026-01-20,2026-02-10,334.27,26.74,361.01,Unpaid
INV0316F237A1,CUST100097394,2026-04-25,2026-05-16,263.12,21.05,284.17,Paid
INVDD1CBF7C37,CUST100020765,2026-02-15,2026-03-08,152.59,12.21,164.8,Paid
INV4AA14EAAA2,CUST100011163,2025-09-19,2025-10-10,48.57,3.89,52.46,Paid
INV72222438C7,CUST100035273,2026-07-22,2026-08-12,279.13,22.33,301.46,Overdue
INV4A789D96E4,CUST100001279,2025-12-18,2026-01-08,179.8,14.38,194.18,Paid
INV321838A0BF,CUST100079901,2026-04-23,2026-05-14,309.83,24.79,334.62,Paid
INV0324284D92,CUST100048838,2026-04-16,2026-05-07,74.74,5.98,80.72,Paid
INVBAC3CAD274,CUST100052444,2026-07-02,2026-07-23,206.73,16.54,223.27,Paid
INVCCD0B30B2C,CUST100081857,2026-02-01,2026-02-22,277.99,22.24,300.23,Unpaid
INV6E6FACB3FD,CUST100031536,2025-10-28,2025-11-18,61.72,4.94,66.66,Unpaid
INV58A092F7A3,CUST100086574,2025-09-20,2025-10-11,125.8,10.06,135.86,Unpaid
INV6B5CB01169,CUST100038589,2026-04-24,2026-05-15,269.45,21.56,291.01,Paid
INV527AD5CBFE,CUST100048717,2026-02-09,2026-03-02,255.18,20.41,275.59,Paid
INV690CB43CE8,CUST100051787,2025-08-19,2025-09-09,300.12,24.01,324.13,Paid
INVBF7EAEE0CD,CUST100001666,2026-04-17,2026-05-08,350.74,28.06,378.8,Paid
INV0463FEC76B,CUST100069809,2026-02-22,2026-03-15,29.92,2.39,32.31,Paid
INV0BDC8C2A54,CUST100021439,2026-05-15,2026-06-05,150.42,12.03,162.45,Partially Paid
INV1C572A08F9,CUST100020258,2025-08-20,2025-09-10,52.76,4.22,56.98,Paid
INV071FFA7370,CUST100028670,2026-07-14,2026-08-04,115.16,9.21,124.37,Paid
INVC87A707EDC,CUST100051684,2025-12-16,2026-01-06,72.98,5.84,78.82,Paid
INV8E090CBDD2,CUST100089098,2025-10-19,2025-11-09,107.35,8.59,115.94,Overdue
INV6EC53ADE76,CUST100048317,2026-05-10,2026-05-31,262.31,20.98,283.29,Paid
INV9D5E6D1B8B,CUST100074143,2026-04-04,2026-04-25,314.8,25.18,339.98,Paid
INV3F4BD4362E,CUST100065060,2026-06-23,2026-07-14,153.06,12.24,165.3,Unpaid
INVB59F99F27A,CUST100005841,2025-09-15,2025-10-06,155.57,12.45,168.02,Overdue
INV014C605AF9,CUST100064685,2026-03-18,2026-04-08,240.22,19.22,259.44,Paid
INV69CA7216D8,CUST100029925,2025-12-19,2026-01-09,53.33,4.27,57.6,Unpaid
INVB6A0D653B6,CUST100089036,2026-01-01,2026-01-22,79.52,6.36,85.88,Paid
INVB644B3BF0C,CUST100034726,2026-02-20,2026-03-13,88.57,7.09,95.66,Paid
INV4B91EDC5E2,CUST100099044,2026-05-10,2026-05-31,255.4,20.43,275.83,Paid
INVF65A792321,CUST100093348,2025-10-30,2025-11-20,337.27,26.98,364.25,Paid
INVAECFD58913,CUST100087088,2025-12-04,2025-12-25,87.44,7.0,94.44,Partially Paid
INV203A15F773,CUST100057192,2025-11-14,2025-12-05,145.28,11.62,156.9,Unpaid
INV7357A229DB,CUST100088906,2025-11-28,2025-12-19,315.92,25.27,341.19,Paid
INV5004331D2F,CUST100060303,2026-07-06,2026-07-27,31.77,2.54,34.31,Paid
INV9CFF57B42F,CUST100027440,2025-12-07,2025-12-28,384.11,30.73,414.84,Overdue
