customer_id,product_recommended,propensity_score,score_date
CUST100012509,Home Security Add-on,0.2122,2026-07-02
CUST100052205,Family Plan Upgrade,0.726,2026-07-19
CUST100031478,Streaming Bundle,0.4874,2026-07-03
CUST100040912,Streaming Bundle,0.7115,2026-07-05
CUST100014140,Home Security Add-on,0.2243,2026-07-16
CUST100005781,Family Plan Upgrade,0.9925,2026-07-17
CUST100073857,5G Handset Upgrade,0.5871,2026-07-23
CUST100070870,Home Security Add-on,0.4767,2026-07-10
CUST100084851,Device Insurance,0.7462,2026-07-17
CUST100097984,5G Handset Upgrade,0.5806,2026-07-14
CUST100096730,Device Insurance,0.6468,2026-07-04
CUST100082515,Device Insurance,0.9678,2026-07-16
CUST100071899,Family Plan Upgrade,0.3942,2026-07-10
CUST100022595,Family Plan Upgrade,0.6904,2026-07-15
CUST100053043,Home Security Add-on,0.6454,2026-07-01
CUST100053033,Streaming Bundle,0.5172,2026-07-12
CUST100042195,Device Insurance,0.5525,2026-07-08
CUST100073258,5G Handset Upgrade,0.6846,2026-07-12
CUST100069733,Device Insurance,0.6245,2026-07-10
CUST100094713,Family Plan Upgrade,0.6471,2026-07-09
CUST100038714,5G Handset Upgrade,0.8735,2026-07-20
CUST100067193,Family Plan Upgrade,0.242,2026-07-07
CUST100012054,Device Insurance,0.5991,2026-07-14
CUST100068845,International Roaming Pack,0.8396,2026-07-18
CUST100070592,Device Insurance,0.2524,2026-07-15
CUST100002472,International Roaming Pack,0.4386,2026-07-02
CUST100024958,Streaming Bundle,0.6771,2026-07-07
CUST100034378,Device Insurance,0.6953,2026-07-02
CUST100016100,Family Plan Upgrade,0.5308,2026-07-07
CUST100067741,Device Insurance,0.2828,2026-07-07
CUST100039229,International Roaming Pack,0.8053,2026-07-01
CUST100076144,Streaming Bundle,0.1977,2026-07-08
CUST100007978,Family Plan Upgrade,0.8473,2026-07-10
CUST100082218,Device Insurance,0.345,2026-07-23
CUST100025141,Home Security Add-on,0.7344,2026-07-10
CUST100077492,Device Insurance,0.9305,2026-07-05
CUST100002552,5G Handset Upgrade,0.1328,2026-07-16
CUST100062410,Home Security Add-on,0.9345,2026-07-23
CUST100011382,5G Handset Upgrade,0.099,2026-07-13
CUST100058482,5G Handset Upgrade,0.4853,2026-07-05
CUST100070497,Device Insurance,0.6251,2026-07-17
CUST100028089,Family Plan Upgrade,0.7061,2026-07-18
CUST100034729,Streaming Bundle,0.788,2026-07-18
CUST100095852,International Roaming Pack,0.3935,2026-07-03
CUST100031397,International Roaming Pack,0.9758,2026-07-16
CUST100071159,Device Insurance,0.0132,2026-07-08
CUST100080569,International Roaming Pack,0.9207,2026-07-11
CUST100046323,Family Plan Upgrade,0.9539,2026-07-18
CUST100000251,Device Insurance,0.0372,2026-07-02
CUST100003705,Streaming Bundle,0.2821,2026-07-04
CUST100005507,Home Security Add-on,0.3088,2026-07-08
CUST100019846,Device Insurance,0.9459,2026-07-19
CUST100016554,Streaming Bundle,0.0166,2026-07-11
CUST100028670,Home Security Add-on,0.7803,2026-07-18
CUST100012146,Home Security Add-on,0.8394,2026-07-22
CUST100003677,Home Security Add-on,0.7809,2026-07-03
CUST100099353,Device Insurance,0.6507,2026-07-17
CUST100081438,Family Plan Upgrade,0.0922,2026-07-10
CUST100072510,Home Security Add-on,0.8147,2026-07-14
CUST100097770,International Roaming Pack,0.1057,2026-07-19
CUST100074309,5G Handset Upgrade,0.7782,2026-07-23
CUST100051142,International Roaming Pack,0.2907,2026-07-06
CUST100046810,International Roaming Pack,0.6287,2026-07-19
CUST100004908,Home Security Add-on,0.102,2026-07-13
CUST100092191,Device Insurance,0.5206,2026-07-03
CUST100005065,5G Handset Upgrade,0.1918,2026-07-22
CUST100062799,Home Security Add-on,0.0341,2026-07-06
CUST100076192,Device Insurance,0.9544,2026-07-12
CUST100027392,Streaming Bundle,0.4985,2026-07-06
CUST100048882,Streaming Bundle,0.9323,2026-07-23
CUST100036709,Streaming Bundle,0.2189,2026-07-17
CUST100093613,Streaming Bundle,0.852,2026-07-09
CUST100090853,International Roaming Pack,0.1539,2026-07-07
CUST100077405,Streaming Bundle,0.5945,2026-07-05
CUST100097341,5G Handset Upgrade,0.1539,2026-07-13
CUST100061724,5G Handset Upgrade,0.8655,2026-07-18
CUST100041964,International Roaming Pack,0.2518,2026-07-10
CUST100023445,International Roaming Pack,0.6152,2026-07-19
CUST100085264,Family Plan Upgrade,0.1872,2026-07-10
CUST100092609,Streaming Bundle,0.4738,2026-07-23
CUST100003013,Home Security Add-on,0.1086,2026-07-04
CUST100082014,International Roaming Pack,0.0694,2026-07-04
CUST100003503,5G Handset Upgrade,0.3728,2026-07-08
CUST100026780,5G Handset Upgrade,0.2666,2026-07-22
CUST100039997,Streaming Bundle,0.8285,2026-07-05
CUST100092628,Family Plan Upgrade,0.6958,2026-07-20
CUST100083807,Device Insurance,0.0685,2026-07-18
CUST100003685,Home Security Add-on,0.0333,2026-07-05
CUST100031898,Home Security Add-on,0.0308,2026-07-21
CUST100033930,International Roaming Pack,0.4704,2026-07-10
CUST100031750,Home Security Add-on,0.8948,2026-07-09
CUST100028134,Family Plan Upgrade,0.1984,2026-07-16
CUST100033739,5G Handset Upgrade,0.3736,2026-07-07
CUST100021374,Family Plan Upgrade,0.3793,2026-07-22
CUST100090580,Home Security Add-on,0.8022,2026-07-05
CUST100017807,Streaming Bundle,0.308,2026-07-15
CUST100034313,Home Security Add-on,0.8789,2026-07-09
CUST100026856,Streaming Bundle,0.095,2026-07-18
CUST100070014,Home Security Add-on,0.392,2026-07-05
CUST100076998,International Roaming Pack,0.4375,2026-07-07
CUST100096570,Home Security Add-on,0.8712,2026-07-03
CUST100042661,Streaming Bundle,0.5507,2026-07-10
CUST100064669,International Roaming Pack,0.8428,2026-07-17
CUST100074386,Streaming Bundle,0.9494,2026-07-14
CUST100046265,Streaming Bundle,0.3522,2026-07-06
CUST100035633,International Roaming Pack,0.1176,2026-07-07
CUST100058071,International Roaming Pack,0.1315,2026-07-21
CUST100025226,International Roaming Pack,0.5706,2026-07-11
CUST100092848,Family Plan Upgrade,0.5659,2026-07-17
CUST100041320,5G Handset Upgrade,0.6887,2026-07-08
CUST100091038,International Roaming Pack,0.4898,2026-07-14
CUST100057384,5G Handset Upgrade,0.3155,2026-07-23
CUST100029734,Family Plan Upgrade,0.4314,2026-07-05
CUST100044796,Family Plan Upgrade,0.2913,2026-07-13
CUST100038229,Device Insurance,0.8776,2026-07-08
CUST100014476,Device Insurance,0.9568,2026-07-07
CUST100057935,Device Insurance,0.0259,2026-07-14
CUST100030828,Home Security Add-on,0.1607,2026-07-23
CUST100012799,Device Insurance,0.3891,2026-07-02
CUST100038859,Streaming Bundle,0.0243,2026-07-07
CUST100029200,Family Plan Upgrade,0.9816,2026-07-02
CUST100054068,Home Security Add-on,0.0703,2026-07-01
CUST100037807,Device Insurance,0.1608,2026-07-04
CUST100041609,International Roaming Pack,0.6329,2026-07-22
CUST100038827,5G Handset Upgrade,0.3518,2026-07-07
CUST100020295,5G Handset Upgrade,0.7624,2026-07-10
CUST100001841,Streaming Bundle,0.092,2026-07-17
CUST100008460,International Roaming Pack,0.8453,2026-07-02
CUST100022962,Home Security Add-on,0.1075,2026-07-04
CUST100057051,Device Insurance,0.7142,2026-07-09
CUST100016046,Family Plan Upgrade,0.0331,2026-07-04
CUST100075374,Home Security Add-on,0.2235,2026-07-09
CUST100095230,International Roaming Pack,0.6536,2026-07-13
CUST100083364,Home Security Add-on,0.3897,2026-07-12
CUST100080274,Device Insurance,0.4229,2026-07-08
CUST100093830,Device Insurance,0.6719,2026-07-15
CUST100081926,Family Plan Upgrade,0.0167,2026-07-22
CUST100038112,Family Plan Upgrade,0.9546,2026-07-18
CUST100084685,Home Security Add-on,0.6177,2026-07-05
CUST100089807,Family Plan Upgrade,0.8426,2026-07-22
CUST100043334,Home Security Add-on,0.5708,2026-07-01
CUST100080494,Device Insurance,0.8407,2026-07-06
CUST100094659,Device Insurance,0.2579,2026-07-13
CUST100097346,5G Handset Upgrade,0.9953,2026-07-22
CUST100055460,Device Insurance,0.9883,2026-07-05
CUST100006053,Streaming Bundle,0.4858,2026-07-23
CUST100047527,International Roaming Pack,0.5012,2026-07-08
CUST100090638,5G Handset Upgrade,0.5021,2026-07-04
CUST100018479,Family Plan Upgrade,0.6171,2026-07-08
CUST100097662,Streaming Bundle,0.9691,2026-07-14
CUST100076038,International Roaming Pack,0.16,2026-07-23
CUST100038384,International Roaming Pack,0.3901,2026-07-11
CUST100054340,International Roaming Pack,0.9223,2026-07-19
CUST100055496,International Roaming Pack,0.0756,2026-07-06
CUST100012032,Streaming Bundle,0.3751,2026-07-09
CUST100034307,Home Security Add-on,0.7534,2026-07-06
CUST100020110,Home Security Add-on,0.1515,2026-07-21
CUST100034330,Device Insurance,0.852,2026-07-20
CUST100081823,Home Security Add-on,0.9927,2026-07-06
CUST100045994,Device Insurance,0.4401,2026-07-13
CUST100007644,Home Security Add-on,0.3677,2026-07-07
CUST100014252,Family Plan Upgrade,0.5899,2026-07-16
CUST100093793,Family Plan Upgrade,0.1988,2026-07-07
CUST100040525,Family Plan Upgrade,0.2239,2026-07-11
CUST100036390,International Roaming Pack,0.3225,2026-07-07
CUST100081832,International Roaming Pack,0.9875,2026-07-02
CUST100019226,Streaming Bundle,0.8255,2026-07-17
CUST100081382,International Roaming Pack,0.8367,2026-07-19
CUST100092426,Family Plan Upgrade,0.9742,2026-07-14
CUST100099326,International Roaming Pack,0.3094,2026-07-12
CUST100098861,5G Handset Upgrade,0.9929,2026-07-03
CUST100022590,5G Handset Upgrade,0.9716,2026-07-21
CUST100056542,Device Insurance,0.08,2026-07-06
CUST100095077,Device Insurance,0.0809,2026-07-13
CUST100081698,Home Security Add-on,0.2064,2026-07-15
CUST100015305,International Roaming Pack,0.8756,2026-07-03
CUST100021707,Device Insurance,0.4698,2026-07-23
CUST100063110,International Roaming Pack,0.8329,2026-07-05
CUST100049227,5G Handset Upgrade,0.1275,2026-07-05
CUST100011208,Family Plan Upgrade,0.4984,2026-07-02
CUST100090877,5G Handset Upgrade,0.3681,2026-07-22
CUST100024051,Device Insurance,0.4379,2026-07-13
CUST100066968,Home Security Add-on,0.9929,2026-07-22
CUST100026205,Family Plan Upgrade,0.566,2026-07-02
CUST100047649,International Roaming Pack,0.5754,2026-07-03
CUST100009975,Family Plan Upgrade,0.3509,2026-07-07
CUST100030119,5G Handset Upgrade,0.1657,2026-07-11
CUST100068249,International Roaming Pack,0.9036,2026-07-23
CUST100046371,Family Plan Upgrade,0.7231,2026-07-17
CUST100079151,Home Security Add-on,0.6603,2026-07-07
CUST100018630,Streaming Bundle,0.183,2026-07-07
CUST100065933,Home Security Add-on,0.5399,2026-07-21
CUST100058287,Home Security Add-on,0.0152,2026-07-13
CUST100082931,Family Plan Upgrade,0.2985,2026-07-05
CUST100048189,Home Security Add-on,0.5561,2026-07-08
CUST100003625,Family Plan Upgrade,0.4067,2026-07-13
CUST100068255,International Roaming Pack,0.9954,2026-07-20
CUST100015630,Family Plan Upgrade,0.5861,2026-07-21
CUST100082866,5G Handset Upgrade,0.8611,2026-07-09
CUST100049917,Family Plan Upgrade,0.9533,2026-07-09
CUST100085753,Home Security Add-on,0.3397,2026-07-04
CUST100053663,Device Insurance,0.5293,2026-07-18
CUST100039409,5G Handset Upgrade,0.501,2026-07-10
CUST100040978,Family Plan Upgrade,0.0639,2026-07-04
CUST100006800,Family Plan Upgrade,0.7694,2026-07-11
CUST100010735,Streaming Bundle,0.1182,2026-07-03
CUST100047164,Streaming Bundle,0.8333,2026-07-08
CUST100084800,Family Plan Upgrade,0.4572,2026-07-20
CUST100041610,Device Insurance,0.8786,2026-07-18
CUST100025148,5G Handset Upgrade,0.6356,2026-07-21
CUST100062402,Family Plan Upgrade,0.201,2026-07-21
CUST100091247,Streaming Bundle,0.1389,2026-07-08
CUST100026612,Device Insurance,0.9153,2026-07-15
CUST100031970,International Roaming Pack,0.2579,2026-07-23
CUST100005201,Device Insurance,0.8063,2026-07-22
CUST100039710,5G Handset Upgrade,0.3103,2026-07-05
CUST100005672,5G Handset Upgrade,0.3203,2026-07-14
CUST100084311,Streaming Bundle,0.412,2026-07-04
CUST100012556,International Roaming Pack,0.8646,2026-07-06
CUST100078720,Device Insurance,0.0129,2026-07-02
CUST100075090,International Roaming Pack,0.0129,2026-07-17
CUST100066575,Device Insurance,0.4999,2026-07-10
CUST100095993,Device Insurance,0.6533,2026-07-16
CUST100072676,International Roaming Pack,0.2752,2026-07-05
CUST100084640,International Roaming Pack,0.4542,2026-07-16
CUST100015564,Device Insurance,0.4356,2026-07-13
CUST100001304,5G Handset Upgrade,0.5452,2026-07-09
CUST100024228,Device Insurance,0.3465,2026-07-04
CUST100090690,Device Insurance,0.8368,2026-07-06
CUST100077483,International Roaming Pack,0.5941,2026-07-03
CUST100014811,Family Plan Upgrade,0.1147,2026-07-20
CUST100048103,Family Plan Upgrade,0.6631,2026-07-02
CUST100036294,Family Plan Upgrade,0.9205,2026-07-12
CUST100070017,International Roaming Pack,0.6268,2026-07-05
CUST100053868,International Roaming Pack,0.3892,2026-07-03
CUST100003470,5G Handset Upgrade,0.7877,2026-07-05
CUST100054125,International Roaming Pack,0.7797,2026-07-06
CUST100002408,Streaming Bundle,0.9523,2026-07-10
CUST100012021,Family Plan Upgrade,0.9102,2026-07-20
CUST100083674,Streaming Bundle,0.5514,2026-07-15
CUST100010802,Streaming Bundle,0.2359,2026-07-09
CUST100014394,Streaming Bundle,0.8783,2026-07-13
CUST100059670,5G Handset Upgrade,0.5294,2026-07-09
CUST100010031,Home Security Add-on,0.5713,2026-07-09
CUST100090305,Family Plan Upgrade,0.518,2026-07-16
CUST100052562,Home Security Add-on,0.5015,2026-07-14
CUST100043924,Streaming Bundle,0.1549,2026-07-08
CUST100067192,Family Plan Upgrade,0.8618,2026-07-18
CUST100065744,Home Security Add-on,0.2139,2026-07-21
CUST100026463,Home Security Add-on,0.8127,2026-07-14
CUST100039159,Device Insurance,0.2518,2026-07-12
CUST100008647,5G Handset Upgrade,0.8366,2026-07-11
CUST100066193,5G Handset Upgrade,0.9502,2026-07-20
CUST100092021,Home Security Add-on,0.1993,2026-07-17
CUST100093696,International Roaming Pack,0.4439,2026-07-06
CUST100002975,Streaming Bundle,0.6254,2026-07-03
CUST100087031,Streaming Bundle,0.4268,2026-07-10
CUST100067503,International Roaming Pack,0.7325,2026-07-08
CUST100000284,International Roaming Pack,0.2592,2026-07-05
CUST100012582,Device Insurance,0.5267,2026-07-05
CUST100028899,5G Handset Upgrade,0.1809,2026-07-07
CUST100045065,International Roaming Pack,0.5562,2026-07-04
CUST100079704,5G Handset Upgrade,0.0761,2026-07-08
CUST100080541,International Roaming Pack,0.8093,2026-07-14
CUST100075537,International Roaming Pack,0.0086,2026-07-10
CUST100087622,Family Plan Upgrade,0.0127,2026-07-04
CUST100087702,Streaming Bundle,0.6908,2026-07-04
CUST100025562,Home Security Add-on,0.1642,2026-07-14
CUST100053268,Home Security Add-on,0.8082,2026-07-09
CUST100093518,International Roaming Pack,0.9571,2026-07-01
CUST100076906,Home Security Add-on,0.929,2026-07-21
CUST100015878,Family Plan Upgrade,0.7202,2026-07-06
CUST100029623,Home Security Add-on,0.4792,2026-07-14
CUST100060677,International Roaming Pack,0.3638,2026-07-14
CUST100090984,Family Plan Upgrade,0.8778,2026-07-10
CUST100079354,Streaming Bundle,0.2812,2026-07-18
CUST100087354,Home Security Add-on,0.8072,2026-07-17
CUST100037408,Home Security Add-on,0.8375,2026-07-07
CUST100076571,International Roaming Pack,0.7232,2026-07-16
CUST100069024,5G Handset Upgrade,0.5249,2026-07-05
CUST100090750,Device Insurance,0.1048,2026-07-08
CUST100016774,5G Handset Upgrade,0.0928,2026-07-13
CUST100096681,5G Handset Upgrade,0.1503,2026-07-05
CUST100052683,International Roaming Pack,0.8801,2026-07-05
CUST100012344,Family Plan Upgrade,0.4414,2026-07-10
CUST100015901,Family Plan Upgrade,0.2421,2026-07-22
CUST100099566,Family Plan Upgrade,0.0674,2026-07-05
CUST100077712,Device Insurance,0.386,2026-07-10
CUST100054121,Family Plan Upgrade,0.3305,2026-07-13
CUST100094898,5G Handset Upgrade,0.8828,2026-07-05
CUST100097058,Home Security Add-on,0.1802,2026-07-21
CUST100014395,Family Plan Upgrade,0.4181,2026-07-04
CUST100034891,International Roaming Pack,0.3413,2026-07-22
CUST100020129,International Roaming Pack,0.0981,2026-07-17
CUST100040620,Family Plan Upgrade,0.1016,2026-07-05
CUST100057500,5G Handset Upgrade,0.1904,2026-07-07
CUST100058498,Home Security Add-on,0.3153,2026-07-09
CUST100066037,Device Insurance,0.2026,2026-07-21
CUST100084034,Family Plan Upgrade,0.4912,2026-07-05
CUST100060372,Device Insurance,0.0446,2026-07-10
CUST100032990,Device Insurance,0.2082,2026-07-01
CUST100041699,International Roaming Pack,0.4246,2026-07-11
CUST100077726,Streaming Bundle,0.2024,2026-07-03
CUST100008981,Device Insurance,0.0474,2026-07-02
CUST100090210,Home Security Add-on,0.7164,2026-07-23
CUST100093715,Family Plan Upgrade,0.7386,2026-07-15
CUST100075772,Streaming Bundle,0.3865,2026-07-20
CUST100095651,Streaming Bundle,0.2075,2026-07-08
CUST100095033,Device Insurance,0.0426,2026-07-07
CUST100001999,International Roaming Pack,0.8509,2026-07-14
CUST100025466,Home Security Add-on,0.2407,2026-07-01
CUST100092615,Device Insurance,0.7939,2026-07-17
CUST100010428,5G Handset Upgrade,0.9761,2026-07-08
CUST100031069,5G Handset Upgrade,0.2023,2026-07-02
CUST100018158,Streaming Bundle,0.0696,2026-07-16
CUST100080008,Home Security Add-on,0.7251,2026-07-16
CUST100069239,Home Security Add-on,0.826,2026-07-05
CUST100066273,Streaming Bundle,0.8673,2026-07-08
CUST100080155,Home Security Add-on,0.1514,2026-07-02
CUST100089967,Device Insurance,0.1032,2026-07-03
CUST100085012,International Roaming Pack,0.2085,2026-07-04
CUST100041232,Streaming Bundle,0.0223,2026-07-06
CUST100005302,Family Plan Upgrade,0.3244,2026-07-22
CUST100001980,Family Plan Upgrade,0.3794,2026-07-13
CUST100068093,Streaming Bundle,0.3222,2026-07-01
CUST100018803,Device Insurance,0.2476,2026-07-12
CUST100063150,Family Plan Upgrade,0.1797,2026-07-12
CUST100024148,International Roaming Pack,0.3933,2026-07-21
CUST100017852,Streaming Bundle,0.7982,2026-07-11
CUST100077129,Device Insurance,0.4935,2026-07-18
CUST100086153,5G Handset Upgrade,0.8585,2026-07-14
CUST100077326,Streaming Bundle,0.3071,2026-07-17
CUST100087328,5G Handset Upgrade,0.3433,2026-07-17
CUST100076503,Streaming Bundle,0.116,2026-07-20
CUST100004645,5G Handset Upgrade,0.0145,2026-07-05
CUST100099806,5G Handset Upgrade,0.0402,2026-07-06
CUST100062137,International Roaming Pack,0.2387,2026-07-23
CUST100046610,5G Handset Upgrade,0.0537,2026-07-13
CUST100077390,International Roaming Pack,0.5617,2026-07-22
CUST100077926,International Roaming Pack,0.0941,2026-07-22
CUST100008284,Streaming Bundle,0.1031,2026-07-07
CUST100050614,International Roaming Pack,0.0325,2026-07-06
CUST100093909,Streaming Bundle,0.4697,2026-07-10
CUST100069224,Streaming Bundle,0.2989,2026-07-08
CUST100004098,International Roaming Pack,0.6895,2026-07-16
CUST100044587,International Roaming Pack,0.9014,2026-07-14
CUST100070767,Home Security Add-on,0.7459,2026-07-02
CUST100010646,5G Handset Upgrade,0.3564,2026-07-05
CUST100078170,Streaming Bundle,0.0849,2026-07-02
CUST100003417,International Roaming Pack,0.5345,2026-07-10
CUST100017688,Streaming Bundle,0.5007,2026-07-23
CUST100066094,5G Handset Upgrade,0.6485,2026-07-01
CUST100081131,Streaming Bundle,0.189,2026-07-20
CUST100012665,Streaming Bundle,0.8066,2026-07-07
CUST100083603,Streaming Bundle,0.785,2026-07-15
CUST100096516,Streaming Bundle,0.5578,2026-07-10
CUST100093224,Family Plan Upgrade,0.75,2026-07-03
CUST100054330,Streaming Bundle,0.1936,2026-07-11
CUST100076697,Streaming Bundle,0.4472,2026-07-23
CUST100017971,International Roaming Pack,0.5798,2026-07-19
CUST100052002,Streaming Bundle,0.7124,2026-07-04
CUST100024069,Home Security Add-on,0.0097,2026-07-07
CUST100042629,Home Security Add-on,0.3055,2026-07-02
CUST100089879,Home Security Add-on,0.2623,2026-07-19
CUST100063359,Family Plan Upgrade,0.6378,2026-07-23
CUST100058025,5G Handset Upgrade,0.8184,2026-07-06
CUST100006250,International Roaming Pack,0.7756,2026-07-17
CUST100002822,Home Security Add-on,0.2736,2026-07-08
CUST100094287,Family Plan Upgrade,0.7333,2026-07-05
CUST100067587,Streaming Bundle,0.1559,2026-07-16
CUST100063007,5G Handset Upgrade,0.7443,2026-07-09
CUST100093066,Streaming Bundle,0.767,2026-07-01
CUST100008171,Family Plan Upgrade,0.561,2026-07-20
CUST100008883,Device Insurance,0.1197,2026-07-20
CUST100029880,Home Security Add-on,0.8585,2026-07-02
CUST100076406,International Roaming Pack,0.0817,2026-07-11
CUST100041314,International Roaming Pack,0.4779,2026-07-08
CUST100017351,Home Security Add-on,0.0283,2026-07-18
CUST100009548,Streaming Bundle,0.5996,2026-07-11
CUST100055707,Device Insurance,0.8372,2026-07-08
CUST100046618,5G Handset Upgrade,0.0379,2026-07-03
CUST100042535,International Roaming Pack,0.7171,2026-07-13
CUST100048249,5G Handset Upgrade,0.3762,2026-07-09
CUST100017765,International Roaming Pack,0.6022,2026-07-11
CUST100034385,Family Plan Upgrade,0.0624,2026-07-05
CUST100065691,Family Plan Upgrade,0.7896,2026-07-12
CUST100067061,Streaming Bundle,0.5587,2026-07-14
CUST100024694,5G Handset Upgrade,0.553,2026-07-16
CUST100022020,International Roaming Pack,0.6584,2026-07-01
CUST100084794,Device Insurance,0.6888,2026-07-19
CUST100099874,Home Security Add-on,0.2366,2026-07-02
CUST100025970,Device Insurance,0.0966,2026-07-12
CUST100059891,International Roaming Pack,0.501,2026-07-21
CUST100078148,Home Security Add-on,0.2082,2026-07-01
CUST100040232,International Roaming Pack,0.7796,2026-07-20
CUST100071365,Family Plan Upgrade,0.4933,2026-07-20
CUST100079026,Family Plan Upgrade,0.7076,2026-07-06
CUST100028113,5G Handset Upgrade,0.006,2026-07-17
CUST100014898,5G Handset Upgrade,0.4732,2026-07-10
CUST100022301,Family Plan Upgrade,0.2469,2026-07-14
CUST100010536,Device Insurance,0.1729,2026-07-14
CUST100037070,International Roaming Pack,0.3203,2026-07-05
CUST100071827,Home Security Add-on,0.2273,2026-07-16
CUST100082627,Streaming Bundle,0.2506,2026-07-14
CUST100017291,International Roaming Pack,0.7661,2026-07-04
CUST100077738,Home Security Add-on,0.6344,2026-07-11
CUST100043694,Device Insurance,0.8072,2026-07-06
CUST100029238,Device Insurance,0.6731,2026-07-17
CUST100074844,International Roaming Pack,0.0263,2026-07-11
CUST100022146,International Roaming Pack,0.8192,2026-07-03
CUST100084376,5G Handset Upgrade,0.9609,2026-07-08
CUST100028837,Device Insurance,0.2716,2026-07-12
CUST100039908,5G Handset Upgrade,0.784,2026-07-23
CUST100009993,Home Security Add-on,0.0606,2026-07-02
CUST100018603,International Roaming Pack,0.4844,2026-07-06
CUST100071628,Streaming Bundle,0.7602,2026-07-17
CUST100036518,International Roaming Pack,0.8442,2026-07-20
CUST100038134,Family Plan Upgrade,0.9068,2026-07-01
CUST100047678,International Roaming Pack,0.6776,2026-07-04
CUST100013788,Family Plan Upgrade,0.889,2026-07-19
CUST100074252,International Roaming Pack,0.9025,2026-07-23
CUST100032563,Home Security Add-on,0.7122,2026-07-12
CUST100059056,Family Plan Upgrade,0.1495,2026-07-06
CUST100033965,Home Security Add-on,0.1428,2026-07-18
CUST100099645,Streaming Bundle,0.7766,2026-07-14
CUST100005872,International Roaming Pack,0.2825,2026-07-08
CUST100054923,Device Insurance,0.5568,2026-07-10
CUST100085183,Home Security Add-on,0.2484,2026-07-05
CUST100031834,International Roaming Pack,0.7305,2026-07-20
CUST100063765,Streaming Bundle,0.0276,2026-07-14
CUST100060656,Home Security Add-on,0.3267,2026-07-09
CUST100023027,Family Plan Upgrade,0.7067,2026-07-19
CUST100009911,International Roaming Pack,0.0282,2026-07-10
CUST100095916,5G Handset Upgrade,0.7166,2026-07-15
CUST100084781,Device Insurance,0.5624,2026-07-05
CUST100003174,Home Security Add-on,0.0573,2026-07-19
CUST100042149,International Roaming Pack,0.0747,2026-07-23
CUST100077368,Device Insurance,0.4176,2026-07-12
CUST100001342,Device Insurance,0.6991,2026-07-23
CUST100013824,Device Insurance,0.6528,2026-07-20
CUST100052384,Streaming Bundle,0.8795,2026-07-20
CUST100064918,Family Plan Upgrade,0.5003,2026-07-04
CUST100049063,5G Handset Upgrade,0.3262,2026-07-07
CUST100021106,Family Plan Upgrade,0.4573,2026-07-16
CUST100028031,International Roaming Pack,0.7436,2026-07-15
CUST100054377,Family Plan Upgrade,0.3226,2026-07-01
CUST100031153,Family Plan Upgrade,0.955,2026-07-15
CUST100078280,Home Security Add-on,0.8941,2026-07-11
CUST100007306,Device Insurance,0.6466,2026-07-13
CUST100024012,Streaming Bundle,0.7378,2026-07-07
CUST100059315,Streaming Bundle,0.4288,2026-07-17
CUST100012998,Family Plan Upgrade,0.9251,2026-07-15
CUST100059509,Family Plan Upgrade,0.8958,2026-07-09
CUST100048259,5G Handset Upgrade,0.7992,2026-07-19
CUST100080298,Home Security Add-on,0.3135,2026-07-08
CUST100077253,Device Insurance,0.5618,2026-07-03
CUST100031467,Streaming Bundle,0.7849,2026-07-07
CUST100060781,Device Insurance,0.8533,2026-07-22
CUST100080612,Home Security Add-on,0.5399,2026-07-20
CUST100094197,Device Insurance,0.7875,2026-07-14
CUST100097000,Streaming Bundle,0.7116,2026-07-19
CUST100040096,Home Security Add-on,0.4726,2026-07-03
CUST100050043,International Roaming Pack,0.9717,2026-07-06
CUST100019795,Streaming Bundle,0.544,2026-07-04
CUST100024342,Device Insurance,0.4209,2026-07-06
CUST100052654,Device Insurance,0.003,2026-07-10
CUST100000190,5G Handset Upgrade,0.7423,2026-07-02
CUST100028557,Streaming Bundle,0.4881,2026-07-17
CUST100066211,International Roaming Pack,0.2905,2026-07-08
CUST100058027,International Roaming Pack,0.1594,2026-07-02
CUST100042690,Streaming Bundle,0.4459,2026-07-13
CUST100098358,5G Handset Upgrade,0.7749,2026-07-01
CUST100055932,Device Insurance,0.7637,2026-07-11
CUST100064071,Streaming Bundle,0.6544,2026-07-09
CUST100031848,Streaming Bundle,0.5499,2026-07-14
CUST100028034,Streaming Bundle,0.1662,2026-07-13
CUST100035245,International Roaming Pack,0.9121,2026-07-16
CUST100003707,Device Insurance,0.9158,2026-07-21
CUST100064015,Home Security Add-on,0.4418,2026-07-18
CUST100023063,Streaming Bundle,0.7911,2026-07-11
CUST100082948,Family Plan Upgrade,0.2216,2026-07-23
CUST100025982,International Roaming Pack,0.0944,2026-07-05
CUST100010589,Streaming Bundle,0.3638,2026-07-23
CUST100027457,Device Insurance,0.9483,2026-07-14
CUST100025117,Device Insurance,0.7006,2026-07-20
CUST100058263,Home Security Add-on,0.0091,2026-07-06
CUST100089730,Family Plan Upgrade,0.7629,2026-07-02
CUST100002976,International Roaming Pack,0.7884,2026-07-12
CUST100015468,5G Handset Upgrade,0.8009,2026-07-22
CUST100035628,5G Handset Upgrade,0.7974,2026-07-08
CUST100051011,Device Insurance,0.4432,2026-07-21
CUST100084760,International Roaming Pack,0.7354,2026-07-12
CUST100002967,Family Plan Upgrade,0.7096,2026-07-16
CUST100057682,Streaming Bundle,0.7024,2026-07-14
CUST100052208,5G Handset Upgrade,0.7981,2026-07-14
