account_id,customer_id,parent_account_id,account_type,hierarchy_level
ACCAC84B9D86D,CUST100053709,,Individual,0
ACC06647014B2,CUST100004890,,Family Plan,0
ACC41721DED3F,CUST100013028,,Business Sub-Account,0
ACC4EB0658C0E,CUST100082631,,Individual,0
ACC43B141B672,CUST100096388,,Individual,0
ACC15BC5A6A55,CUST100089829,,Individual,0
ACCF9C9FCB571,CUST100091718,ACCF335463BD4,Individual,0
ACC4F862471D5,CUST100009352,,Family Plan,0
ACCA7B775A2E1,CUST100098597,ACCC0C70FC107,Business Master,0
ACCA6BE4DF215,CUST100096086,,Individual,1
ACCA9455FC25C,CUST100039520,,Individual,0
ACC5C24935315,CUST100049298,,Individual,1
ACC9C249AC51D,CUST100040936,,Individual,1
ACCCEA98560B9,CUST100043391,ACC769B0ED611,Business Master,0
ACC463935CABA,CUST100053091,ACC491DB12715,Individual,0
ACC52907C13F6,CUST100045704,,Business Sub-Account,0
ACCEF4F952B53,CUST100037223,,Business Sub-Account,0
ACC1762490877,CUST100099599,,Individual,1
ACC8956CB0C54,CUST100042963,,Individual,1
ACC3F25067E3A,CUST100036843,ACC705DEAFC67,Individual,0
ACCFFA9B2CA73,CUST100071984,ACC2F9649AAAB,Family Plan,0
ACC2362BA99DD,CUST100054503,,Individual,0
ACCCCC34BEA67,CUST100075635,ACC931B46F3E1,Individual,0
ACCDBAD2BA752,CUST100064234,ACCA864CEE251,Individual,0
ACCB993782BA0,CUST100064673,ACC73B6D68B40,Individual,0
ACCD774073E68,CUST100089468,ACC164FB6DA39,Individual,0
ACC6A198DB588,CUST100000944,,Individual,0
ACC5A59CB2B47,CUST100020205,,Individual,0
ACCFB8AE305C7,CUST100014243,,Family Plan,1
ACCEF0FD914D6,CUST100098354,,Business Sub-Account,0
ACC5E232D5E0F,CUST100035153,,Business Master,1
ACCA22848E38A,CUST100075400,,Business Master,0
ACCFE9C24E812,CUST100071715,,Individual,0
ACC2174D0156F,CUST100095765,,Family Plan,1
ACCB045EA6DDA,CUST100033051,,Individual,1
ACC4E7886A24E,CUST100007024,,Business Sub-Account,0
ACC7D954D9D4D,CUST100057914,,Individual,0
ACCDDA9AC777C,CUST100080424,,Individual,1
ACCABB031D9DA,CUST100015438,,Family Plan,1
ACCEF61312E8F,CUST100030506,,Individual,0
ACC31E28B0BDA,CUST100036479,,Individual,0
ACC6C2E58BF5B,CUST100000477,,Individual,1
ACCE35EBAECF8,CUST100035798,,Family Plan,1
ACCC3C0762B90,CUST100064700,,Individual,0
ACC9BD597BEDF,CUST100087638,,Business Master,0
ACC2F248AB97E,CUST100083644,,Individual,0
ACC9F620A3069,CUST100030049,,Individual,0
ACC77630CBD68,CUST100034392,,Family Plan,0
ACCD447371054,CUST100034906,,Individual,0
ACC30DA3CB677,CUST100055484,,Business Master,0
ACC6E81E064A3,CUST100062073,ACC9C503FC6FA,Individual,1
ACCAD06623252,CUST100060309,,Individual,0
ACCA4BDFE1EA1,CUST100082608,,Family Plan,1
ACC338F55E28E,CUST100010430,,Individual,1
ACC8C0709CE3F,CUST100003572,,Family Plan,1
ACC1211DA57A6,CUST100067833,,Individual,0
ACC342A616EAF,CUST100049549,,Business Sub-Account,1
ACCFEBA62995E,CUST100000302,,Business Master,0
ACCE9A2E5B17A,CUST100059979,,Family Plan,0
ACC30A3F4451B,CUST100073798,ACCC187A5C259,Family Plan,0
ACC689693DE09,CUST100051904,,Individual,1
ACCADA09D7D5F,CUST100059250,,Individual,0
ACCB5C1E7F55D,CUST100015899,,Individual,1
ACC8C3FE101B3,CUST100005841,,Business Sub-Account,1
ACC718100875B,CUST100096144,,Individual,0
ACC0B67430C2E,CUST100077039,ACC3E4669A563,Individual,0
ACCDA47C016DA,CUST100016200,,Individual,0
ACCBFCE8A1296,CUST100013214,,Business Master,0
ACC0749A12C33,CUST100059047,,Family Plan,0
ACC016406CD3A,CUST100065882,,Individual,0
ACC4329438BB3,CUST100004540,ACCE5003F18BD,Individual,0
ACCAB6871502C,CUST100053227,,Individual,1
ACCE7812850A9,CUST100026829,,Individual,1
ACC089CB375CC,CUST100079703,,Individual,1
ACCDBBABE6D31,CUST100082556,,Individual,0
ACCE63DF4FDD9,CUST100079219,,Individual,0
ACC02EEDFE40D,CUST100092864,,Individual,1
ACCC88CCF70DC,CUST100008343,,Individual,1
ACC5DE51B690F,CUST100005546,,Individual,0
ACC6C1B679636,CUST100048163,,Individual,0
ACC51A960A528,CUST100011709,,Family Plan,0
ACC0D389770EF,CUST100040703,,Business Master,0
ACCF66D1D95F4,CUST100037993,,Family Plan,0
ACCB2D943B493,CUST100047323,,Individual,1
ACC28503E8217,CUST100069805,,Individual,0
ACC67459758C3,CUST100059345,,Individual,0
ACC84D0D96CB9,CUST100044349,,Individual,0
ACC2E3941C6C2,CUST100054998,ACCDD46C672EF,Individual,0
ACCBA12ECDF67,CUST100007821,ACC45AF7B743B,Business Sub-Account,0
ACCF99E16F794,CUST100089188,,Individual,0
ACCA53286A484,CUST100098688,ACCB49A161194,Individual,0
ACCE65DBCA937,CUST100090563,,Family Plan,0
ACC4E6C2A70D0,CUST100003107,,Family Plan,1
ACC20D10FC82A,CUST100007911,ACC040C5417CD,Family Plan,0
ACC251FC7CAEF,CUST100069353,,Individual,0
ACC3161508380,CUST100026328,,Family Plan,0
ACCB621706214,CUST100056340,,Family Plan,0
ACCDB84B1FDB5,CUST100074176,,Individual,0
ACC5A4EDF8DD9,CUST100078547,ACC74388A4A65,Individual,0
ACC380C4F84D4,CUST100051237,ACC5F36C15CE8,Business Sub-Account,0
ACCAD4E73C4C8,CUST100033367,,Business Master,1
ACC6346EDCCC2,CUST100087727,,Business Master,1
ACC36B0A53F9B,CUST100015734,,Individual,1
ACC6FBE3828FF,CUST100010139,,Individual,1
ACC062D5A5C88,CUST100015009,,Family Plan,1
ACC18270FAEB8,CUST100046639,,Individual,1
ACCECEF1C649F,CUST100083576,,Family Plan,0
ACC30F7A7F9B8,CUST100062237,,Family Plan,0
ACCBC4FF0D756,CUST100074948,,Individual,0
ACCD36B30276C,CUST100053669,,Individual,0
ACC12250A0D72,CUST100087503,,Business Sub-Account,1
ACC84E928265D,CUST100060467,,Individual,0
ACC36C686941C,CUST100078321,ACC3895F5C926,Individual,0
ACC0A987BA9FB,CUST100079057,,Family Plan,0
ACC6ABBCB10A5,CUST100053747,,Business Sub-Account,0
ACC266622C8CC,CUST100014184,,Business Master,0
ACC7266BC110C,CUST100046609,,Family Plan,0
ACC4839D792E9,CUST100051178,,Family Plan,1
ACC69A7036F8F,CUST100098471,,Family Plan,0
ACCCEA3C8DB84,CUST100039395,ACCE54F3770F5,Individual,0
ACC13219825EA,CUST100055852,ACC38646BA46F,Individual,0
ACC1D0847C6F2,CUST100023935,,Family Plan,0
ACC8940A994FB,CUST100065211,,Family Plan,0
ACCE085090AD9,CUST100089625,,Family Plan,0
ACCE9F26B2C80,CUST100095177,ACCCBE100EE25,Business Sub-Account,1
ACC5AD8A5FCE4,CUST100054665,,Family Plan,0
ACC9468609267,CUST100000509,,Individual,0
ACC513F93BEAF,CUST100066821,,Individual,0
ACCF1640191EC,CUST100086123,,Individual,0
ACCB9A3784F02,CUST100092528,,Family Plan,1
ACCEA8BEFCB75,CUST100076566,,Family Plan,1
ACCCF474F4E64,CUST100073815,,Individual,1
ACC0A0970505F,CUST100099156,ACC7269C027CE,Individual,0
ACC28D0C62C5C,CUST100031415,,Individual,0
ACC7C39B5D76D,CUST100037519,,Individual,0
ACC9C9F336D8A,CUST100029717,ACC8907AF4DE2,Individual,1
ACC763A8F9410,CUST100033577,ACC4B491799B6,Individual,0
ACC1BDF07DD17,CUST100076886,,Family Plan,0
ACC18D439EAD1,CUST100083777,ACCAFDA900328,Individual,0
ACCD1BFECE6C0,CUST100049431,,Family Plan,0
ACCC3EACC3CB5,CUST100002541,,Individual,1
ACC33F6949786,CUST100073225,,Individual,0
ACCF78B4B1478,CUST100099632,,Family Plan,1
ACC63462D15EC,CUST100076736,,Individual,1
ACC03462C104D,CUST100094557,,Family Plan,1
ACC28A05B86CE,CUST100065466,,Individual,0
ACC401093C708,CUST100061520,,Family Plan,0
ACC1F6AB24108,CUST100018928,,Family Plan,1
ACC6E5FB2DBBF,CUST100053286,,Individual,0
ACC147828FC5B,CUST100093398,,Individual,0
ACC320C739D39,CUST100031458,,Family Plan,0
ACC8F4114F1D2,CUST100007714,,Individual,0
ACCCBBE10CB36,CUST100002488,ACCC915767D40,Individual,1
ACC503FCA51F0,CUST100022744,,Family Plan,0
ACC93A8ABCEAA,CUST100096677,,Individual,1
ACCCF13BE1F14,CUST100045867,,Individual,0
ACC8BAEF58576,CUST100013530,,Individual,0
ACCCE41D9EE13,CUST100090036,ACC4701C2262A,Family Plan,0
ACCFE61BE1123,CUST100037518,,Individual,0
ACC0654034B5A,CUST100017099,,Individual,0
ACC341101FA5F,CUST100083414,,Family Plan,0
ACCDB18117F54,CUST100008115,,Individual,0
ACCD47A53D49C,CUST100014624,,Family Plan,0
ACCA79D1A5E76,CUST100097584,ACC7D254CFE35,Individual,0
ACC89B3062A7E,CUST100047796,,Family Plan,0
ACCB970965976,CUST100045623,ACCB32E572408,Business Sub-Account,0
ACC80E2196493,CUST100027063,ACCCA63703604,Individual,1
ACC805AC52197,CUST100090688,,Family Plan,1
ACC8AE2916EDD,CUST100011596,,Individual,0
ACCC332724B4D,CUST100096799,,Individual,0
ACCC4167D1A36,CUST100076681,,Family Plan,0
ACC663A71413F,CUST100052008,,Individual,0
ACC3CC557C503,CUST100099166,,Family Plan,0
ACCA170518693,CUST100083742,ACC43A7227CFE,Individual,0
ACC040C1DE908,CUST100092802,,Individual,0
ACC9630897A99,CUST100014113,,Individual,1
ACC5EC8F19FDE,CUST100057506,,Business Sub-Account,0
ACC3F81BD7C2A,CUST100093157,ACC3E80D4D3A6,Business Master,0
ACCE29ADC8778,CUST100090479,ACC5CE22257B3,Individual,0
ACCC4FEC1948F,CUST100035049,ACC86C6AAE7BF,Business Master,1
ACC780551774B,CUST100048991,,Individual,0
ACCDA315D75FF,CUST100065885,,Family Plan,1
ACC8533B3BFC3,CUST100033116,,Individual,0
ACC8D9852D3CB,CUST100005783,,Family Plan,0
ACCB81CDC1684,CUST100064881,,Business Master,1
ACC0047BB6430,CUST100098250,,Family Plan,0
ACC78C55A07F9,CUST100061030,,Individual,1
ACC7E5A35AC43,CUST100036832,ACC917462D67E,Family Plan,1
ACC7703F3613C,CUST100052159,,Individual,0
ACCDEAEAC9DD2,CUST100044593,ACC7EB7255823,Individual,0
ACCF56143E1F3,CUST100074829,,Individual,1
ACC79D193EA0F,CUST100084224,,Individual,0
ACC551C18C700,CUST100052981,,Individual,0
ACC59E65B3CBA,CUST100015209,,Individual,0
ACCFB5C8E2529,CUST100096183,,Individual,0
ACCAC5A81D9CF,CUST100011776,,Family Plan,0
ACC4890FB5D89,CUST100010937,,Individual,0
ACC283E919FA8,CUST100057681,,Family Plan,0
ACC6B9133D9F7,CUST100036004,,Individual,0
ACC57FBA82F06,CUST100045658,,Individual,1
ACCF3FB49C370,CUST100060290,ACC89FFB93910,Individual,0
ACCBA01CC823C,CUST100041336,ACCC672706245,Family Plan,0
ACCAED3CC3388,CUST100006959,,Business Master,0
ACC5849FB955E,CUST100004438,,Individual,0
ACCCCA3C3A97E,CUST100050242,,Business Sub-Account,0
ACCE2CB447C15,CUST100020092,ACC429F6F61CE,Family Plan,1
ACC00C1D8433A,CUST100000031,,Individual,0
ACC1E64C51BC3,CUST100075890,,Individual,0
ACC5250647904,CUST100035198,,Family Plan,0
ACCBC62C98790,CUST100068323,,Individual,0
ACCEB5CDBD9E1,CUST100073823,,Individual,0
ACC6E1D15373A,CUST100075658,,Business Master,0
ACC64F62A5672,CUST100053542,,Business Master,2
ACCC0C969C872,CUST100079378,,Individual,0
ACCA792DF0D93,CUST100003826,,Individual,2
ACCE51818C14B,CUST100062900,,Individual,1
ACCF4FB63D25D,CUST100080313,ACC45CBF145BF,Family Plan,0
ACCF1CDFC54A1,CUST100085548,ACC56054B4401,Individual,0
ACC5D75D02DBE,CUST100091075,,Individual,1
ACCB3D7D0C762,CUST100048898,,Individual,0
ACC1353C4FDFD,CUST100090887,ACC8696829969,Individual,0
ACCF2A72E7CB9,CUST100047452,,Family Plan,0
ACC6FAE0E38B7,CUST100026635,,Family Plan,0
ACCAE3688CE69,CUST100094650,ACCCA74042FC6,Individual,1
ACCC962FE10CC,CUST100071044,ACC809B6E080D,Business Sub-Account,2
ACCF616C18542,CUST100002007,,Individual,0
ACC7DF019655D,CUST100072350,,Individual,0
ACC0741863881,CUST100073825,,Individual,0
ACCF3E93CFAFF,CUST100046175,,Individual,0
ACC67373B859D,CUST100054367,,Individual,1
ACC54581D47A7,CUST100086988,,Individual,0
ACC9E81396136,CUST100048819,,Individual,0
ACC2943719A25,CUST100099154,,Family Plan,0
ACC5C8C96B12C,CUST100029786,ACC8F4E8626A4,Individual,2
ACCE1BBE59B3D,CUST100079204,,Individual,1
ACCADDC876A4B,CUST100028085,,Individual,1
ACC4CCA033764,CUST100022304,ACC4FE60B6FC0,Individual,0
ACCF69659CAD7,CUST100014597,,Individual,0
ACC64E0E44FCA,CUST100086356,,Individual,0
ACC847E172FFC,CUST100068890,,Individual,0
ACC8EAE53AE8A,CUST100020662,ACCE126031936,Family Plan,0
ACC7C065E0259,CUST100059288,,Business Master,1
ACC72288BF5D8,CUST100044062,,Family Plan,0
ACCF0C9F0942C,CUST100093096,,Individual,0
ACC084BDCA360,CUST100049844,,Family Plan,0
ACCF4A1913A89,CUST100071613,ACC9815980E66,Business Master,0
ACCBF3D64FC11,CUST100032518,,Family Plan,0
ACCEDB55985D1,CUST100037642,,Individual,0
ACCDF65D23A4E,CUST100002558,,Individual,0
ACC7A5C94E26B,CUST100036409,ACC8589F217BF,Individual,0
ACC14FE948747,CUST100034875,ACCD6A1FB8C11,Individual,0
ACC1F8815CCCF,CUST100005264,,Family Plan,1
ACC12B6C582A5,CUST100077576,,Business Master,0
ACC523E59EA4A,CUST100055709,,Business Sub-Account,0
ACC77AA5290A6,CUST100069532,ACCBC332E3CA7,Family Plan,0
ACC384916654D,CUST100037291,,Individual,1
ACC87A7F6952E,CUST100056651,ACC7A00FE5815,Individual,0
ACC2B690C48C8,CUST100044368,,Business Sub-Account,0
ACC194F491A0B,CUST100066895,,Individual,0
ACC67FCFB17E3,CUST100050900,ACCF679822F65,Family Plan,0
ACCB63A7C0347,CUST100019267,ACC60A7BC231A,Business Sub-Account,0
ACC04744A6AD9,CUST100072767,ACCF0C0860D89,Business Master,0
ACCE40FD252E1,CUST100088038,,Individual,0
ACCFFC327FD55,CUST100084421,,Individual,0
ACCDD77CDFCDD,CUST100007035,,Business Master,1
ACCCA544C3203,CUST100099198,,Individual,0
ACC5C3387EE79,CUST100045808,ACCCEC14A08DA,Business Master,1
ACCDF3AC23997,CUST100064111,ACC69D7C473E3,Individual,0
ACC52DAFE41A3,CUST100078982,,Individual,2
ACC2A9BE356B1,CUST100066974,,Individual,1
ACC500AC10B07,CUST100007770,,Family Plan,1
ACC6A3337AED1,CUST100053234,,Individual,0
ACCF9933912F6,CUST100006718,,Individual,2
ACCC74FA242C2,CUST100039224,,Family Plan,1
ACCFE64A616A2,CUST100011576,,Family Plan,0
ACCF6537AE4FE,CUST100096978,,Individual,1
ACCC9B5923284,CUST100096995,,Individual,0
ACCFB9F8A38D7,CUST100068741,,Individual,0
ACC8026B91BE0,CUST100001684,,Business Master,0
ACC75BB74F496,CUST100086817,,Business Sub-Account,0
ACC3248EB252D,CUST100087870,,Business Master,1
ACCEA8E8E8FFA,CUST100069385,,Business Master,2
ACC826BA7FEBC,CUST100002841,,Family Plan,2
ACCCFB97639EF,CUST100010571,ACCE562A53518,Individual,0
ACC7459983C85,CUST100020239,ACC5F61A340CF,Individual,0
ACC5213CC225B,CUST100051201,ACC6F7B41B152,Family Plan,0
ACCDBF72EC468,CUST100003771,,Business Master,0
ACC570E9941BC,CUST100028211,,Individual,1
ACC14604A4C0E,CUST100013140,,Family Plan,0
ACC1F4221D5F7,CUST100005007,,Individual,1
ACC3A2A7C842E,CUST100049140,ACC7F1F7FF4E0,Family Plan,0
ACC306EAFE49A,CUST100040319,,Family Plan,0
ACCC115600A52,CUST100032315,ACC0AD8106973,Individual,0
ACCCE448365C4,CUST100076810,,Family Plan,0
ACCBA791C7C1B,CUST100021298,ACC8D388C731E,Family Plan,2
ACC7ED9C56C7F,CUST100040643,,Individual,0
ACC1576E03A26,CUST100043007,,Family Plan,1
ACCB8CD9A0B93,CUST100062193,,Individual,1
ACC5BAAC04CAD,CUST100089676,,Individual,0
ACCF0EC1D4AB3,CUST100048339,,Individual,1
ACC6EBD5E4193,CUST100017592,,Individual,0
ACC66C6AB2DD4,CUST100045718,,Individual,0
ACCF1AD47E6D6,CUST100007555,,Family Plan,0
ACCC2B08D982C,CUST100061668,,Business Master,0
ACC45163CA32C,CUST100034496,,Individual,0
ACCA79A071661,CUST100035663,,Individual,0
ACC04A73AADF6,CUST100035882,,Individual,0
ACCA086119E49,CUST100038286,,Individual,0
ACC0D529001CF,CUST100083200,ACC82D43CAFC2,Individual,0
ACC6FDB632EDA,CUST100013067,ACCF4F2350B9E,Individual,0
ACC095EF55075,CUST100053848,,Family Plan,0
ACCA3AF19C491,CUST100083332,,Individual,2
ACCA921E68C4C,CUST100059187,,Individual,1
ACC8498B2BA1A,CUST100002106,,Individual,0
ACC808EFDC7EB,CUST100099318,,Family Plan,1
ACCED78EFDC37,CUST100069655,,Individual,0
ACC5874BC690E,CUST100002827,,Individual,1
ACC5DBE659005,CUST100069428,ACC4804861FCD,Family Plan,0
ACCE223B07CB9,CUST100082376,,Individual,1
ACC5E46297153,CUST100099222,,Family Plan,0
ACC8D11747B88,CUST100015606,,Individual,2
ACCC10B7A2419,CUST100062884,,Family Plan,0
ACC43AD441346,CUST100054452,,Family Plan,0
ACC6AE14F985F,CUST100069546,ACCF299B831CE,Individual,1
ACCD72D01C081,CUST100072125,,Family Plan,0
ACC9C36E197AC,CUST100075663,,Individual,0
ACC16185DBC87,CUST100013998,,Individual,0
ACCE286B54193,CUST100042776,ACC5B9D89EB06,Individual,2
ACC472C80727A,CUST100065409,,Individual,0
ACCCD0E138F4E,CUST100091443,ACC28E52E514A,Individual,1
ACCBDAF6D41F8,CUST100012408,,Individual,0
ACCD6E5D1F0C3,CUST100046929,,Individual,0
ACC5B86E56089,CUST100053113,,Individual,1
ACC3AF95E190A,CUST100092778,,Individual,0
ACC2BFD6603D8,CUST100017101,,Individual,0
ACC23FD8E0F69,CUST100030953,,Individual,0
ACC9753947099,CUST100097776,,Business Master,0
ACCBE96DBDEFF,CUST100049268,,Individual,0
ACC442D48D6BC,CUST100031172,,Business Master,1
ACC97A9265402,CUST100039497,,Individual,1
ACCE8E2FF03D3,CUST100076499,,Individual,0
ACC22D006EF7B,CUST100020478,,Business Master,2
ACC71D7BE4DE9,CUST100048962,,Family Plan,0
ACCACEE96D09D,CUST100089884,,Individual,0
ACC987E53098F,CUST100021877,,Individual,1
ACC73CEA0205B,CUST100006563,,Individual,2
ACCE3EEAC8A0B,CUST100017874,ACC4136610E44,Family Plan,2
ACC47E5482D13,CUST100071851,,Individual,0
ACC61FE61F989,CUST100026640,,Individual,0
ACC923EABCDE1,CUST100007352,ACC1D0847C6F2,Family Plan,0
ACCF0C06EC655,CUST100082433,,Individual,0
ACCC7FAF67AB4,CUST100074178,,Individual,1
ACCE4DEC93A21,CUST100004358,,Business Master,0
ACC531E9819AB,CUST100040209,,Individual,2
ACC0319A43C05,CUST100068797,ACCC7C615683A,Family Plan,1
ACC8B285FD164,CUST100054276,,Family Plan,0
ACC8B37C5E218,CUST100052684,ACC855E3C7B70,Individual,0
ACCEC185AAEBD,CUST100056802,,Individual,0
ACC0B188180D3,CUST100007186,,Individual,1
ACC9F6CF72E9C,CUST100012751,ACC8E629306EE,Individual,0
ACC1BF8E88873,CUST100078987,,Individual,1
ACCCC867E8473,CUST100055424,,Individual,2
ACCDC55C8A6D8,CUST100063917,,Individual,0
ACC588DE744D1,CUST100081624,,Business Master,0
ACC4C441798CB,CUST100058161,,Individual,0
ACCCAE744D8B5,CUST100077137,,Individual,1
ACC6AFA8070FB,CUST100033031,ACC5159A1BB0C,Individual,1
ACCFE75909B61,CUST100053999,,Individual,1
ACC1D50BB1723,CUST100003916,,Individual,1
ACC6395070646,CUST100001805,ACC1ED27B44BD,Family Plan,0
ACC538FA99434,CUST100055217,,Individual,0
ACCB22D7C890E,CUST100004920,,Individual,1
ACC8589F217BF,CUST100064110,ACCFEB5A54CC0,Business Sub-Account,1
ACCCD36670611,CUST100011727,,Individual,0
ACCABC163428C,CUST100047156,,Individual,0
ACC06A0567869,CUST100016440,,Business Master,0
ACC1667CADB58,CUST100010685,,Individual,0
ACCE04DBD6552,CUST100077960,,Business Sub-Account,1
ACC4952F19E4A,CUST100061324,ACCF71BE742F8,Individual,1
ACC528EBDED3C,CUST100014423,,Family Plan,0
ACC71F444438C,CUST100045235,,Individual,1
ACC9A4217BFEE,CUST100024593,ACCB402D5CBA2,Individual,2
ACCF2CC72268E,CUST100087937,,Family Plan,2
ACCEDF3CE1C7B,CUST100046043,ACC09BF761FAD,Individual,0
ACC43D0B1B0FB,CUST100015188,ACCED9AAA758C,Family Plan,0
ACC4ABDB72865,CUST100097440,,Individual,1
ACCE5ECE48D56,CUST100026400,,Individual,2
ACCD9DF6A22C7,CUST100082071,,Family Plan,0
ACC9C8ECED582,CUST100026809,,Family Plan,0
ACCFA2666DA58,CUST100009681,ACC5A21B99B45,Individual,0
ACC1C219C5A73,CUST100044314,ACCB16DDFA462,Family Plan,0
ACCBBA02FCEA9,CUST100050615,ACCB66A334DCD,Individual,0
ACCAED7C6A34B,CUST100027428,ACC3C28354EF5,Individual,0
ACC48353C30D4,CUST100058601,,Family Plan,0
ACC07DC861BB9,CUST100021569,,Family Plan,1
ACCB2C40DB4CF,CUST100030707,,Individual,1
ACC29729D092E,CUST100002919,,Individual,0
ACCDCD6ADB12C,CUST100076948,,Family Plan,0
ACC7B5A872DBE,CUST100009727,,Business Sub-Account,0
ACCDADCEBD69A,CUST100049091,ACC7CB9290B5C,Individual,0
ACCAB6F979C10,CUST100064387,,Individual,0
ACC5D058D6202,CUST100051396,,Individual,0
ACC73B59CF4A9,CUST100054208,,Individual,0
ACC57A6072D58,CUST100021930,,Individual,1
ACCAEE846A0F9,CUST100025642,,Individual,0
ACCCC534BB0DF,CUST100008373,ACC636CCC672D,Individual,0
ACC04A88C6630,CUST100003813,ACCCF13BE1F14,Business Sub-Account,1
ACC0A3E9A6D77,CUST100027722,ACC2C602F0D38,Business Master,0
ACC39DFAAF63B,CUST100090466,,Business Master,0
ACCCE00E4F7D1,CUST100059627,,Business Master,0
ACC21626BE3B9,CUST100017305,,Business Master,0
ACCF53681A64B,CUST100094925,,Individual,0
ACC4D43DE53F4,CUST100073234,,Individual,1
ACCD8D348781C,CUST100095104,,Business Sub-Account,0
ACC52BCB2D61A,CUST100006102,,Individual,0
ACC53A9B77677,CUST100063274,ACC46AB2D00E0,Individual,0
ACCABB6250B0C,CUST100026358,,Individual,0
ACCF09E63C323,CUST100086944,,Family Plan,1
ACC8848CEE0EC,CUST100005686,,Individual,0
ACCFB5299BE49,CUST100017146,,Individual,1
ACC5C25CC36E7,CUST100093274,,Business Sub-Account,2
ACC0FDC092523,CUST100008790,,Family Plan,1
ACC71E5393A64,CUST100054462,,Family Plan,1
ACCE5F8A8BBE6,CUST100091715,,Individual,0
ACCC5C34E9727,CUST100019691,,Business Sub-Account,0
ACC0831E700D0,CUST100051601,,Individual,1
ACCC787BB709B,CUST100010127,,Family Plan,1
ACC23EF863EA9,CUST100036713,,Family Plan,0
ACC0325FE8EEC,CUST100033193,ACC184E336AEC,Individual,1
ACC45E2F3856E,CUST100058487,,Individual,0
ACC53BF3A59E9,CUST100076160,ACC1E1F5AA85B,Individual,2
ACCDA7719FF01,CUST100007038,,Family Plan,1
ACCAB0AD602CC,CUST100041316,,Family Plan,0
ACC9CCC8B811E,CUST100030208,ACC170C720DA4,Individual,0
ACC280B4C5251,CUST100025119,ACCB34A241A31,Business Master,0
ACC8DA1090D44,CUST100006945,,Business Sub-Account,0
ACC36F37E43E9,CUST100065738,,Individual,0
ACCA5E569F921,CUST100097578,,Individual,1
ACC205C686BFD,CUST100071083,,Family Plan,0
ACCD36D50070F,CUST100013949,,Individual,0
ACC7819221B9E,CUST100097352,,Individual,2
ACCC3227EF086,CUST100066339,ACC5F358206F8,Individual,0
ACCC974635C80,CUST100087906,,Individual,2
ACCAE70E03C1B,CUST100012641,,Family Plan,2
ACC1558BF0C54,CUST100009534,,Business Master,1
ACC00E889258D,CUST100064335,,Family Plan,1
ACCA694732703,CUST100046990,,Business Sub-Account,0
ACC27141E4F82,CUST100051236,,Family Plan,0
ACC9F7AB00A0C,CUST100006187,ACCB30736D4A9,Family Plan,0
ACCF4FCFCD944,CUST100077066,,Individual,0
ACCB3E4D9E307,CUST100033153,,Individual,2
ACC34DA6D2077,CUST100097859,,Business Master,1
ACC6000E306FD,CUST100098965,ACC6AE32BBBF5,Business Sub-Account,2
ACC173B49F851,CUST100040257,,Individual,0
ACCF35FBAECAD,CUST100081654,,Family Plan,0
ACC4FC65F1002,CUST100072975,,Individual,2
ACC61FB1E7CE5,CUST100055891,,Individual,1
ACC4A98D936C8,CUST100004741,,Business Master,1
ACC94E05826CE,CUST100025023,,Individual,0
ACCE24D695EF5,CUST100027163,,Individual,0
ACCC3FBCF36BA,CUST100025183,,Individual,0
ACCE95CCB0EBD,CUST100037893,ACCEF32F1C573,Individual,0
ACC66A9AAD924,CUST100050933,,Individual,0
ACCDD8194598C,CUST100004319,ACC185A93D746,Individual,0
ACCC0A0718904,CUST100009816,,Individual,0
ACCC66D668305,CUST100010994,,Individual,0
ACCBFE79655E9,CUST100048276,,Individual,0
ACC769A0293C8,CUST100009610,,Family Plan,0
ACC8458BBD84C,CUST100088494,,Individual,1
ACC294E310639,CUST100044898,,Individual,0
ACCDA3221BAD3,CUST100088352,,Individual,1
ACC6150B2AE9F,CUST100031573,,Individual,1
ACC8FA6FF3AC5,CUST100068953,,Individual,2
ACCFB56C67414,CUST100006740,,Individual,0
ACCE56CEC5F09,CUST100086072,,Individual,0
ACCCFC4BC06F0,CUST100054442,,Individual,0
ACC0E53B98066,CUST100010032,,Individual,0
ACC25A7AA3EA0,CUST100007941,ACC7068C94B09,Family Plan,0
ACCA29C8A4D7D,CUST100080622,ACC90424EC9F9,Family Plan,0
ACCB3FD7FCC90,CUST100016303,,Individual,0
ACC5065EFBEDC,CUST100073138,,Individual,0
ACCB80272781A,CUST100023646,,Individual,1
ACC894A435350,CUST100035256,,Individual,2
ACCB5BAAC60B5,CUST100064037,,Family Plan,1
ACCD2E0C52623,CUST100002050,,Individual,0
ACC25DBEEC39D,CUST100030692,,Business Sub-Account,1
ACCF9BE66EA58,CUST100073599,,Individual,0
ACCF788DAD962,CUST100061941,,Family Plan,0
ACC46AB2D00E0,CUST100015145,,Individual,1
ACC5C6476ACF4,CUST100069539,,Family Plan,1
ACC6C197C5380,CUST100096414,,Family Plan,1
ACC0DA3A66D81,CUST100024510,,Individual,0
ACC6D00FC2775,CUST100058797,,Business Sub-Account,1
ACC3A40119C55,CUST100060395,,Business Master,0
ACC9B1A9452B0,CUST100056863,,Family Plan,0
ACC41F60AA21E,CUST100009495,,Individual,1
ACC174A796CEC,CUST100080541,,Individual,0
ACC6C18ECF0C7,CUST100042577,,Business Master,0
ACCEB2CEB06FC,CUST100076012,,Individual,1
ACC2C7F33CE5F,CUST100040522,,Business Sub-Account,1
