ar_id,customer_id,invoice_id,outstanding_balance,days_past_due,aging_bucket
AR32B369B7E0,CUST100087521,INV26D745D269,71.11,30,1-30 Days
AR63688AB468,CUST100036395,INVC23AACAE68,99.17,60,31-60 Days
AR9187C053C7,CUST100078615,INV29E031B034,90.03,60,31-60 Days
AR6D6AC1CE45,CUST100091916,INV21E69AD087,267.33,0,Current
AR82FCCBC37A,CUST100096660,INV6D27863924,70.02,0,Current
AR237F0FE707,CUST100010985,INV3997BB09A2,118.9,30,1-30 Days
AR8922F468A3,CUST100091851,INV2654BE7493,166.01,0,Current
ARD9A794F78F,CUST100084912,INVFF72C86DBC,73.67,15,1-30 Days
AR13A73328B7,CUST100032978,INV2DFC028796,289.68,15,1-30 Days
ARE7462B9E5D,CUST100039604,INV7AA1E1F24D,257.52,15,1-30 Days
ARCA88E434FA,CUST100032397,INV726BEA77E4,16.56,0,Current
AR372B89546D,CUST100021347,INV637510B3EA,28.2,30,1-30 Days
AR5F98D97002,CUST100031823,INV6D6D2D01B0,192.01,15,1-30 Days
ARBBDB8E8553,CUST100089096,INVDD718C815C,92.09,60,31-60 Days
AR4993561D9F,CUST100042626,INV3C3C68CCEE,116.33,0,Current
AREA02E12B1F,CUST100047655,INV954D93D41B,47.95,60,31-60 Days
AR200BC3FB22,CUST100035068,INVC6E6EFE96D,26.27,0,Current
AR59519DC3E6,CUST100033848,INV09542A13EF,22.68,15,1-30 Days
AR2498DB5EFD,CUST100013678,INVD176AB1209,181.04,15,1-30 Days
AR1C2AC47581,CUST100080821,INV77582B8849,8.8,15,1-30 Days
AR405E744B99,CUST100094876,INV2B2A699857,13.44,0,Current
AR597BB8C362,CUST100024714,INV3A29013167,13.63,0,Current
AR3E986D5B2F,CUST100070228,INV4DEFE93367,202.07,30,1-30 Days
AR2C84F7E177,CUST100014776,INV9C38210731,193.43,0,Current
ARD6A847AF67,CUST100032594,INV3252856C80,257.46,15,1-30 Days
AR9DCABFA809,CUST100068191,INVD848C2A873,96.42,60,31-60 Days
ARD29DF9FBDB,CUST100064557,INV80AB10DDE0,257.51,30,1-30 Days
ARAE0623D707,CUST100028134,INV74B94D9C40,78.61,15,1-30 Days
AR5B77FB11AC,CUST100072341,INV50E8D0CAF3,85.39,0,Current
AR16E3774A53,CUST100087022,INV0FE248AE14,19.17,0,Current
AR9DC21F744A,CUST100085001,INV42BFD13951,312.84,0,Current
AR969F747071,CUST100038780,INV8D9F0F628D,144.95,0,Current
AR0A49C8383A,CUST100040171,INV9597BF16FC,46.1,60,31-60 Days
AR4DA288FA3A,CUST100067743,INV8A90212F7F,71.81,30,1-30 Days
ARD5DB5C994A,CUST100057448,INV8B0B3342C8,41.9,15,1-30 Days
ARCC13BD420C,CUST100086389,INVE9F68A31C8,26.93,15,1-30 Days
AR24A67B0695,CUST100035674,INV4B50F75D24,132.95,0,Current
ARCD0C622E1D,CUST100092807,INV4BD1220ABB,281.9,120,90+ Days
AR1959097AE0,CUST100017955,INV0C1BB53CE8,0.21,0,Current
ARC2F4C42580,CUST100004262,INVC88104578E,410.9,0,Current
AR97A5E1A304,CUST100025774,INVF76DE6E2F2,210.04,60,31-60 Days
AR126211040A,CUST100056774,INV8A1DDAD9DA,193.76,0,Current
AR7B44C22092,CUST100036502,INV510ECBDCA0,63.5,60,31-60 Days
AR2FA962291C,CUST100056645,INVFDE5CB6A1D,32.81,0,Current
ARC615431870,CUST100026205,INV76826E2E05,205.91,90,61-90 Days
AR0FF34A8FC7,CUST100021893,INVE0137BB1C7,226.68,0,Current
AR0EE0E23123,CUST100001854,INV357E5D9C74,162.49,0,Current
ARE74C39BF62,CUST100048164,INVEC93B49908,3.76,0,Current
ARDF516A391E,CUST100057646,INV3D59ED26E3,41.56,0,Current
ARDEEA4F579D,CUST100007204,INVB1CEDA3A57,48.64,30,1-30 Days
AR7CB8F91944,CUST100046449,INV3B92127B92,279.94,0,Current
AR49C39C44C0,CUST100024070,INV10911CC646,248.58,60,31-60 Days
AR71452275A6,CUST100025917,INV3FE53C5475,200.17,0,Current
ARD6F4459BFA,CUST100033549,INV71FE9BDA33,261.26,30,1-30 Days
ARA744763FEE,CUST100054587,INV316B4D6A38,44.12,30,1-30 Days
ARFCF9D14EEF,CUST100029245,INV884C3E1B06,210.12,15,1-30 Days
AR6890385928,CUST100076560,INV97C83ACEF2,172.72,60,31-60 Days
ARCB5E64F6A2,CUST100052763,INV48A4A9243C,350.9,120,90+ Days
AR6E2A61ADE0,CUST100002455,INV280616D870,179.92,30,1-30 Days
ARA98F8B885E,CUST100007594,INVD990E6708C,98.67,15,1-30 Days
AR069A213E2A,CUST100038641,INV0635DC74FF,40.87,90,61-90 Days
AR7CDB3FAF1C,CUST100042666,INVE2C68D6433,0.09,0,Current
ARBD68D8C3CF,CUST100018085,INVFB0995ADC2,164.06,90,61-90 Days
AR22B7ADA1AA,CUST100021011,INVF2E82B6594,54.72,15,1-30 Days
ARFDEE06D144,CUST100074042,INV5127BA619E,388.98,0,Current
ARF1B52D4B56,CUST100073673,INVCE538ED283,5.3,0,Current
AR5832CCCAAE,CUST100059766,INVCEEE3D143F,162.62,0,Current
AR85425C2DEC,CUST100027239,INV024511B434,19.73,0,Current
AR67B9092A67,CUST100069069,INV3A330EEB08,120.0,90,61-90 Days
AR1BAB4CEC19,CUST100017611,INVB0742472E1,105.57,0,Current
ARC6E4F5FE20,CUST100085995,INV05EF7A64C1,36.56,90,61-90 Days
AR4D5725E1AA,CUST100080019,INV9AA8C65AE0,70.62,30,1-30 Days
ARF3C6242D52,CUST100099927,INV1939A55897,8.71,0,Current
AR6482AC385B,CUST100024976,INV46B8C442B6,135.14,60,31-60 Days
AR72510DF1DE,CUST100031550,INV07F772717E,146.24,0,Current
AR24239357B3,CUST100021632,INV28F21D9A55,4.2,15,1-30 Days
ARBDEAD0817A,CUST100038920,INVEE59651BDF,42.95,15,1-30 Days
AR078AF795FC,CUST100000197,INVE18C04D028,205.14,0,Current
AR846A33BE0C,CUST100077823,INV5A81CED9E1,57.07,0,Current
AR989210B79C,CUST100026563,INVA8EDD44471,300.13,15,1-30 Days
ARD68E4FE148,CUST100082196,INV4004441638,215.35,0,Current
AR4C1D73C0D9,CUST100088357,INVE98894E79B,60.7,0,Current
ARB9D87E61A3,CUST100095703,INV28C0C37646,2.62,0,Current
AR0BCE26A51B,CUST100093086,INV7DDCDC9BFD,37.23,0,Current
AR2CE85980A0,CUST100032932,INV9242C42F9F,115.81,30,1-30 Days
AR42ADD9C120,CUST100033105,INV2E6F42C1F7,47.57,0,Current
ARA8F425C6A1,CUST100086464,INV6DE1E944D8,16.34,0,Current
AR1B49CE7264,CUST100027118,INV64DCF94828,129.66,0,Current
ARD0CD71D92D,CUST100055427,INV4B413A57C9,4.67,30,1-30 Days
ARA3AFF3FA13,CUST100040412,INV5BFEE23083,187.0,0,Current
AR260A8CF4AE,CUST100046820,INVF2C2DB8B4A,198.32,0,Current
AR1EEA6B6E0B,CUST100017399,INV40B0C148D5,3.73,0,Current
ARC429FFBF58,CUST100080997,INVD92ECEF9DA,76.93,15,1-30 Days
AR2CE141BEE2,CUST100098315,INV3DB1EB7424,75.24,30,1-30 Days
AR855BA4AACD,CUST100055219,INV714235ABD9,59.31,15,1-30 Days
AR24B2B1DB75,CUST100048191,INV7E5C976DA1,32.15,0,Current
ARB082FC3A45,CUST100075652,INV500CD6B39F,161.02,15,1-30 Days
AR9596931C9E,CUST100063433,INVFBFA8BF79F,23.74,90,61-90 Days
AREC3304815E,CUST100052098,INV6FF6B4AAC5,18.91,15,1-30 Days
AREA61B60836,CUST100034769,INV138480C971,28.84,30,1-30 Days
AR07B32A750D,CUST100044208,INV4CEE97C2F3,29.35,0,Current
AR2D07A5133E,CUST100092067,INVFFBB5636B0,80.2,30,1-30 Days
AR7D7CEEFDEA,CUST100086210,INV067ED75319,310.75,15,1-30 Days
AR1D1AB262F3,CUST100053304,INV9E8F3976A6,0.15,0,Current
AR7C48D21DED,CUST100034921,INVFE8511A361,20.46,15,1-30 Days
ARE0400A4246,CUST100085054,INV4756430983,49.35,0,Current
ARDB7B04464A,CUST100016529,INV9B4231D3C0,30.01,0,Current
AR5CDBD07CC8,CUST100039296,INVC75B174DBF,199.22,0,Current
AR56D1958BB8,CUST100052190,INVB98E468CFA,28.69,0,Current
ARFBF504DC41,CUST100062013,INVA4C9FB86FB,34.17,0,Current
AR6CC8559BC2,CUST100099910,INV7CA0A1A4D8,212.9,90,61-90 Days
AR2158EFAD45,CUST100022142,INV09BD171320,53.66,30,1-30 Days
AR30FAD030BF,CUST100080005,INVFCA507A50F,3.85,15,1-30 Days
ARAE1F6FFE9A,CUST100084995,INV9F3C94E230,167.05,0,Current
AR1DDC6C70F2,CUST100050168,INVB2105E43DE,66.22,0,Current
ARBFA257E579,CUST100005226,INVF2D08B0173,269.18,90,61-90 Days
AR7F26738DF1,CUST100019284,INV95814BF04C,76.83,15,1-30 Days
AR3A9C06AD50,CUST100032904,INV42624ABA67,81.5,120,90+ Days
AR07235FA2EF,CUST100061867,INV27D417BD0E,160.45,0,Current
AR2400C643ED,CUST100019998,INV585AD0BFE3,103.83,30,1-30 Days
AR620EF6FCAE,CUST100044941,INV1AC6F3D71F,61.3,0,Current
AR56B4FB60AC,CUST100083217,INVA1C8F4B493,197.81,0,Current
ARBFB9E54E3F,CUST100039980,INVCC1781CB05,128.87,0,Current
AR0EF32A0704,CUST100098812,INVFB0472FD2A,51.57,0,Current
AR1439B1D93D,CUST100035162,INVC3E5B80816,128.78,0,Current
AR85B4553E99,CUST100021602,INVDB3B0D9ABE,263.44,90,61-90 Days
AR24A0066DD3,CUST100033345,INVE931C621B3,29.23,90,61-90 Days
ARFF842A2710,CUST100007748,INV0EAA9C020E,51.74,60,31-60 Days
AR452E17F4EF,CUST100017705,INVFEF9F974A4,37.08,0,Current
AR615DEFC0F7,CUST100085834,INVEC2989D442,81.17,30,1-30 Days
AR43CFCBF100,CUST100053875,INV4F4CDBA81D,21.8,60,31-60 Days
AR0A4EFD43AC,CUST100019926,INVE669EC81F7,95.41,0,Current
AR79E9CB262A,CUST100045602,INVE7A4C01D99,91.66,0,Current
AR268D830B2E,CUST100095654,INVE90F1BDCA5,4.36,0,Current
AR40518588C7,CUST100083886,INV098A1729D2,159.93,30,1-30 Days
AR7D14DC958A,CUST100088896,INV190EC3CE75,112.88,0,Current
ARC98C34C434,CUST100004685,INV4962583558,166.6,0,Current
AR27FC20E318,CUST100088506,INV3EB0877346,34.59,30,1-30 Days
AR8D4D9DB7D1,CUST100005531,INV84B67F7AF6,144.4,30,1-30 Days
AR5D52A95742,CUST100044829,INV1F6C7F54AE,169.64,0,Current
ARDE389F1892,CUST100018579,INV720B88A7A8,97.11,90,61-90 Days
ARFFD53FC6BD,CUST100022957,INV5917AE7983,12.7,0,Current
AR090354C88E,CUST100055019,INV85E695DAB3,233.34,30,1-30 Days
ARFFF40B7177,CUST100072238,INVFE15AAAE47,299.61,0,Current
ARFF977BBFD1,CUST100004704,INVA3539DFF60,357.4,15,1-30 Days
ARB24C0CF8D5,CUST100098349,INV2F7C03C655,55.65,15,1-30 Days
ARBA6FA4FFEB,CUST100094184,INV2CF484F2D1,41.84,0,Current
ARCC9E8C8702,CUST100049225,INV25229EB8B0,208.83,30,1-30 Days
ARADEACF3D22,CUST100098323,INV97EC5C386A,72.62,0,Current
AR53A2EA38FC,CUST100044575,INV2EFE56E685,246.13,0,Current
AR6A1ACC8B8B,CUST100037286,INV3DBE90FD75,15.56,15,1-30 Days
AR10A0FA89C7,CUST100093851,INV3521896B9D,242.01,0,Current
ARF014D2A212,CUST100019778,INV805B9139DD,212.67,0,Current
AR7DF77F6E60,CUST100057228,INVCFE1EE9619,4.77,30,1-30 Days
AR57B08CF9EC,CUST100000268,INVCF195E1E42,14.22,0,Current
AR9263942D5C,CUST100084926,INV3EFBD4AFF7,221.98,0,Current
AR443FAE6161,CUST100082443,INV55D3797312,5.75,15,1-30 Days
ARE599B7167E,CUST100072336,INVCDB900425E,14.91,15,1-30 Days
ARB83DF10CCF,CUST100097747,INV81F05AA991,131.22,15,1-30 Days
ARB23052A195,CUST100063667,INV3355106B2F,166.82,30,1-30 Days
AR520687815C,CUST100037528,INV2E2B57985D,22.14,60,31-60 Days
ARC3F317BD98,CUST100036329,INV78EB85013A,320.8,0,Current
ARE86A9FD0B5,CUST100045243,INV345790BA10,283.56,0,Current
ARF49224ED22,CUST100083246,INVB9453A0DD6,190.14,15,1-30 Days
AR4B33724CF5,CUST100023807,INV95A8445E9E,40.15,15,1-30 Days
AR6BE55A24AE,CUST100006621,INVC07C54CCA0,121.68,0,Current
ARCEA7EBD803,CUST100068665,INV369F117D4E,73.75,0,Current
AR69C93B9AE4,CUST100072560,INVC7E28ABD0E,271.53,0,Current
ARFB87CA5327,CUST100051470,INV8F76F9641B,15.35,0,Current
AR6086403B94,CUST100068392,INVA897EFF902,3.26,30,1-30 Days
AR87F4AD4834,CUST100098152,INVD31E3B90D9,34.95,0,Current
AR925851D28E,CUST100084368,INV3E6C3F3078,181.13,30,1-30 Days
AR24A114805B,CUST100014585,INV54084FEA33,104.41,30,1-30 Days
AR24C80C60BE,CUST100002119,INV09287C3ECE,175.17,30,1-30 Days
ARBF66734299,CUST100023724,INVC8F5A2D7D1,256.43,30,1-30 Days
AR8D22873ACE,CUST100006159,INVF09725651D,332.45,90,61-90 Days
AR65A9B207DF,CUST100067512,INVD638D8F870,23.76,60,31-60 Days
AR8119AA823D,CUST100097952,INVD4F7F2CFC7,17.54,0,Current
AR8D06D67A07,CUST100058285,INV5BC68BEAAE,317.46,30,1-30 Days
ARC8022501F9,CUST100072097,INVEED03D63E2,18.93,0,Current
ARC1B8EA7E8A,CUST100050722,INV7AF52C8673,137.78,30,1-30 Days
AR17179CC36A,CUST100091321,INV2F26ABCA2C,135.61,0,Current
AR6A37391D2C,CUST100072214,INV2F2F17AEF8,26.75,0,Current
ARCD6D4508BD,CUST100068825,INV1360E25547,31.92,15,1-30 Days
ARDD32273F2C,CUST100079689,INV985CA3231E,199.55,0,Current
ARF7EB5A9496,CUST100036089,INV53550D24A7,150.83,15,1-30 Days
AR852C395F0D,CUST100048734,INVD72F2186E0,1.62,15,1-30 Days
AR64D77621ED,CUST100042207,INV4E79B50DD7,16.52,15,1-30 Days
AR8E7C43D2D2,CUST100086449,INV02B0A22C50,38.12,0,Current
AR1DF0E9807A,CUST100063182,INV1A81D52F24,182.62,0,Current
ARA0A56605C1,CUST100077591,INV0CF4858429,260.65,30,1-30 Days
AR97946F4EA8,CUST100014726,INV52D8C7B7F3,27.22,0,Current
AR44FE19AAD3,CUST100054247,INV501858A579,38.93,0,Current
ARCA4818DBCB,CUST100054016,INV0A2096D6BA,125.7,15,1-30 Days
AR4EC6A7F009,CUST100006838,INVE73D06D796,210.1,30,1-30 Days
AR75734D68AC,CUST100069900,INV85CF90C4B4,142.66,0,Current
AR664DA86BDA,CUST100010562,INVDF16B43775,59.82,0,Current
AR0989DB0D21,CUST100024955,INV2A257018C9,35.08,30,1-30 Days
ARE11A281BB5,CUST100001453,INV0100CBF30D,179.52,0,Current
AR64B2C0815E,CUST100054410,INV1762C74DD5,7.06,0,Current
AR0EB7493EAE,CUST100054329,INV366A8166CE,61.62,0,Current
AR80D72B107A,CUST100012176,INVBF3372A2EE,267.37,0,Current
AR90452640A2,CUST100001317,INV8B999054D9,5.19,30,1-30 Days
AR943D07357F,CUST100093000,INVBE7FB0882E,238.25,15,1-30 Days
AR508CDBFA8E,CUST100083499,INV8286833D39,35.26,0,Current
ARC67A041B5D,CUST100043933,INV1A940D06DA,213.78,0,Current
AR0200A9052F,CUST100038209,INV4B54A611E1,69.58,60,31-60 Days
AR5DE29A6FB3,CUST100010411,INVC9749DF732,57.45,15,1-30 Days
AR344629DA03,CUST100099646,INV1BC2F70BEC,280.93,0,Current
AR4BC86B7304,CUST100042478,INV3755EA6EEC,82.27,15,1-30 Days
AR708372FE45,CUST100039968,INV898EEE6EAD,11.84,15,1-30 Days
ARC5E2D9A2FB,CUST100065649,INV7CBB7B66E5,77.83,0,Current
AREDDD1F97E2,CUST100018014,INV917BA2768C,21.24,30,1-30 Days
AR8CE56E1F80,CUST100095780,INV3F1E50079A,2.38,0,Current
ARC0DEDB0C2B,CUST100023372,INVB8D67DDAF2,335.16,15,1-30 Days
ARDC77B4199E,CUST100064684,INVAA205C7468,277.88,0,Current
AR6E4C5C9C16,CUST100051156,INVDE2FB2B21B,161.88,0,Current
AR56249DA8FF,CUST100023012,INVEE2E8EFFA6,254.7,60,31-60 Days
AR8FA1F8258F,CUST100025436,INVBB14E29ADF,243.94,0,Current
AR239ACBBD92,CUST100035317,INVA3ADA2EFF8,79.6,30,1-30 Days
AR973B98F332,CUST100086854,INVA1B1559638,138.71,30,1-30 Days
AR6742845148,CUST100017277,INV3022707718,32.68,30,1-30 Days
AR93B13D3338,CUST100075982,INVD334607229,96.96,0,Current
AR2945B196AE,CUST100014207,INV69701E617D,78.93,60,31-60 Days
AR533FE76E59,CUST100002563,INV0F9F2CBF05,19.31,0,Current
AR7DA4388E0B,CUST100057857,INV66DC1B9D13,176.4,120,90+ Days
ARE1C0F0CA67,CUST100099772,INV3131B8FB3A,120.6,0,Current
ARE740EC5842,CUST100088533,INV8FD6033778,50.95,0,Current
AR40ED444E19,CUST100040764,INVE37C7B6D54,34.28,30,1-30 Days
AR7885D35CD2,CUST100023377,INV0B41B294E7,68.58,30,1-30 Days
AR8DA7C685A5,CUST100063855,INVE49088D06C,49.7,30,1-30 Days
ARB795C02E24,CUST100012864,INVACE7BC35B3,220.42,0,Current
AR3304F19A44,CUST100085434,INVC209DEAED3,106.7,0,Current
ARC99229D8D4,CUST100034590,INV55F901C2CC,52.71,0,Current
ARB1BC12CCF8,CUST100087935,INVB836603FEE,113.37,0,Current
AR4F5DE137E1,CUST100002644,INVD39B2FE111,216.51,0,Current
ARFB3A851802,CUST100011271,INV0F32986F8D,241.5,0,Current
AR9E58C63C13,CUST100013907,INVB34074B742,19.9,0,Current
ARDEBE59B40E,CUST100040748,INV6A646C5C41,51.18,15,1-30 Days
ARF2D0584D31,CUST100028240,INV9A112A4805,257.78,15,1-30 Days
AR8B3215FFC1,CUST100064832,INV8D108AE42F,15.49,15,1-30 Days
ARB67005F314,CUST100041332,INVC2AEA1F0C7,72.09,90,61-90 Days
AR2E2BDD289C,CUST100096810,INV9FD03DFE65,133.28,15,1-30 Days
AR36EAE95E6D,CUST100086909,INV00A687AD31,114.45,15,1-30 Days
AR92BCA296C7,CUST100073887,INVBADBEB6FF6,32.98,0,Current
AR912FD8659E,CUST100049300,INV58026184FA,82.39,0,Current
ARB5FE1F1BF2,CUST100038443,INV3BAB499353,11.72,0,Current
ARCB3C20A04B,CUST100019375,INV0188326E01,160.36,0,Current
AR183E4DFB15,CUST100005832,INVBC5D5AE75B,74.37,0,Current
AR0FAE682928,CUST100006341,INVFF02ED3C28,194.49,0,Current
ARF8FAC534B8,CUST100051006,INVF5FF4667A8,114.55,60,31-60 Days
AR6672457FE2,CUST100093545,INV6FDD070F81,22.02,15,1-30 Days
AR4E44353A65,CUST100091619,INVA096BDA0A2,4.41,120,90+ Days
ARF5A0246567,CUST100029873,INV34B604CE91,102.45,0,Current
ARA222EB5F83,CUST100096645,INV56864A5609,105.44,90,61-90 Days
AREDD475CF51,CUST100098651,INV4C9B68824E,38.45,0,Current
AR853F4134D3,CUST100048533,INV6127AA05C4,103.02,15,1-30 Days
AR4D48AA3B54,CUST100031355,INV3D0611E5CB,324.77,15,1-30 Days
AR719611FD92,CUST100048175,INV70775B760D,379.09,0,Current
ARDE874B1A63,CUST100078107,INV643559EB44,40.53,0,Current
AR033A759433,CUST100035665,INV5F4EE8AE3B,340.04,0,Current
AR2465C8EF99,CUST100080782,INV24860D6D40,116.41,0,Current
ARB6BBBC6402,CUST100022942,INV051DB53437,0.25,0,Current
ARB7A08DD277,CUST100091150,INV54F38C7BB1,13.97,0,Current
AR544F427551,CUST100031471,INV99731A8173,57.22,0,Current
AR6536AB2162,CUST100042705,INVB2D8B06446,70.02,0,Current
ARB3CD10DBA2,CUST100020588,INVB229390023,13.83,90,61-90 Days
AR6E07D96586,CUST100049246,INV6AA7058B02,47.48,0,Current
AR6645D839C8,CUST100061552,INV37C6739DE5,6.68,0,Current
AR60C4588379,CUST100093417,INV2BA7B5B0E6,347.08,15,1-30 Days
AR0CC755A317,CUST100082801,INV8389CA16AB,1.83,0,Current
AR35CC9B4325,CUST100045079,INVED0618455D,83.5,0,Current
AR76858D7C6E,CUST100025325,INV7F8A73A1E4,9.65,15,1-30 Days
AR61EB37F9C0,CUST100018930,INVAC453986AC,18.39,0,Current
ARFE1CBF38F6,CUST100005216,INV46D0CFBE32,133.72,30,1-30 Days
AR3D76B5EEAF,CUST100093973,INVF29E36140F,22.92,15,1-30 Days
AR54AF3288D6,CUST100085672,INV0FD5D193CA,129.79,0,Current
AR60265981B1,CUST100081874,INV645B5B7A48,6.62,30,1-30 Days
AR7117379816,CUST100048899,INV95594C55B9,208.47,0,Current
AR9C36550E3C,CUST100089206,INV233DADC6C8,39.02,30,1-30 Days
ARA28A6A042C,CUST100003352,INVD7EE716FCE,169.8,30,1-30 Days
AR83409AF29A,CUST100064088,INVB4643BD0DA,29.32,30,1-30 Days
ARF98BCBAA82,CUST100032560,INV86E71D2644,123.59,0,Current
AR99D7856DFB,CUST100080785,INV8C4F9602FE,288.04,30,1-30 Days
AR7966EA4C47,CUST100058437,INV49C67B5E79,25.76,0,Current
AR9F661FBF71,CUST100052056,INV702D4DA467,37.3,0,Current
ARB74E359F8C,CUST100004157,INVCFE1E0B32B,54.1,0,Current
ARA162836578,CUST100094673,INV1A7C913B61,81.97,0,Current
AR6089EB1EF8,CUST100032320,INVAA4CCEC268,54.47,0,Current
ARA2E4020D5E,CUST100062760,INVF3688B6CE9,40.96,0,Current
AR69375E42D8,CUST100018774,INV9E5D1AF4F5,2.74,15,1-30 Days
ARC12AE64F62,CUST100032423,INV6244B39EBB,1.93,0,Current
AR2C7BCE3A33,CUST100053204,INVA8CFF8261E,104.99,0,Current
ARC05B738410,CUST100096448,INVC134168267,47.19,30,1-30 Days
AR5C30E233BC,CUST100001182,INV00AA323FC9,53.02,15,1-30 Days
AR18266E2955,CUST100005893,INV424841BC50,15.55,0,Current
ARF96360A840,CUST100092827,INV840FD840BB,3.08,0,Current
ARAB70DE8C88,CUST100097222,INV9BB0907E06,225.01,30,1-30 Days
AR9881126680,CUST100007053,INV29094C5BE3,32.84,15,1-30 Days
AR242E0FC259,CUST100098786,INV2B58509FC2,79.34,30,1-30 Days
ARC90F36F611,CUST100030401,INV44638C2D00,22.39,15,1-30 Days
AR11982E6FE7,CUST100019357,INVBAE3B8D776,61.01,15,1-30 Days
AR6C08F548AB,CUST100062279,INVB8703AB0CF,25.88,30,1-30 Days
AR52194C8733,CUST100086095,INV212959E688,88.75,0,Current
AR9166E4F633,CUST100009268,INV4E1996A7C2,103.82,0,Current
ARA9B5AFCEC0,CUST100031846,INVDDE25A0BDD,40.61,60,31-60 Days
AREEBA0D4C89,CUST100050825,INVF5BDE70FD7,45.22,0,Current
ARF944450739,CUST100064415,INV58F83C2E32,56.85,15,1-30 Days
AR46110BE018,CUST100083941,INVE4F48B77C9,229.7,30,1-30 Days
AR9F7062DB8F,CUST100028185,INV4013C2B5C5,219.21,15,1-30 Days
AR6D0D402628,CUST100020430,INV14B62D5DF0,21.82,15,1-30 Days
AR331A619AFE,CUST100047101,INVFBFB065927,193.95,0,Current
AR98442EF416,CUST100018279,INV76E2088FA7,128.55,15,1-30 Days
ARB66B005E8D,CUST100075184,INVEB243C204C,228.49,0,Current
ARF474C78CA5,CUST100084768,INV198B549817,43.66,15,1-30 Days
AR381E5CBB72,CUST100093021,INV75BAA8C1AC,52.8,0,Current
AR01ABCCF1A4,CUST100026775,INVF22DD30D08,101.36,0,Current
AR89BCBBA13A,CUST100009906,INVA50E8204E0,358.77,0,Current
ARE843EFA63B,CUST100007590,INV55085C57DC,83.72,15,1-30 Days
AR235C85F6FF,CUST100096455,INV97FC0E7897,16.31,90,61-90 Days
AR8B7602B608,CUST100084693,INVA94437F5E3,342.1,0,Current
AR408F858FC9,CUST100049528,INVB75752830D,93.36,90,61-90 Days
AR1A8A3D2798,CUST100058102,INV324226E5E2,38.18,15,1-30 Days
AR4745EA791C,CUST100013829,INV422372D1D5,162.88,0,Current
AR63F0E01FA7,CUST100099550,INV4D9E72E5EA,233.37,30,1-30 Days
AR951AF25FAD,CUST100016101,INVD9861EF05A,322.68,90,61-90 Days
AR359B08C2CD,CUST100030600,INVCEDFC701F6,330.79,60,31-60 Days
ARE9EA393EF8,CUST100003292,INVF5DB99C834,36.48,0,Current
AR17064A96E6,CUST100095314,INVB8FB54854E,106.9,15,1-30 Days
AR9B8E128645,CUST100096505,INV4F8349008F,60.05,60,31-60 Days
AR44D8D3F376,CUST100079854,INVA7AC37D4FC,174.57,15,1-30 Days
AR23A795AC03,CUST100094955,INV8F3733CC38,32.88,0,Current
AR657FD6ECC9,CUST100019288,INV4AA1B8AE05,115.91,0,Current
ARBAEC41D7CA,CUST100050592,INVD85EDC889B,106.6,0,Current
AR1777D08783,CUST100069306,INV57E0B0C3EE,110.64,30,1-30 Days
AR961369D6F9,CUST100070575,INVB97699BDC2,120.11,15,1-30 Days
AR6CCB62389F,CUST100005598,INVF3AA436214,76.58,0,Current
ARCE95272568,CUST100095125,INV13750078B5,147.85,0,Current
AR1CF96E1675,CUST100077549,INV63A6097FDD,112.8,90,61-90 Days
AR28EDD5205A,CUST100092307,INVD714A07E92,45.7,30,1-30 Days
ARDA35A8027D,CUST100084165,INVC473F8CCE2,0.2,15,1-30 Days
ARBF7875C692,CUST100081733,INV21E1CD6978,162.65,0,Current
ARF1F0437786,CUST100027186,INV27D63756D9,26.62,60,31-60 Days
AR4D47E39653,CUST100067760,INV709E38E223,45.32,0,Current
AR59DDFA348E,CUST100086514,INV764DA06258,84.13,15,1-30 Days
AR7FA0F3CC5F,CUST100033995,INVC3475D87F1,209.29,30,1-30 Days
AR3FBE002A71,CUST100094517,INV6E4497EBED,30.71,0,Current
ARA61286AA7D,CUST100047231,INV1E30642D44,86.6,90,61-90 Days
AR5D1ADEB608,CUST100088286,INV6325EBCD85,23.17,0,Current
AR9652A5E968,CUST100061311,INV8D68BF0422,46.33,30,1-30 Days
AR5B6EF814DD,CUST100094968,INVF24783EB2C,212.22,0,Current
AR9CAC2860DF,CUST100081746,INV3123838432,19.78,30,1-30 Days
AR6031B5A3B9,CUST100083300,INVDA0ECBD432,98.41,60,31-60 Days
ARBB3AE24762,CUST100011280,INVA536D1639E,14.56,0,Current
ARFF7C6E39AD,CUST100080411,INV459621516A,81.58,30,1-30 Days
AR0999F900DE,CUST100089434,INV0B2F7B6FC4,179.56,15,1-30 Days
ARFF5E56426A,CUST100013979,INV5BC2A1B76B,100.96,60,31-60 Days
AR334A0E1E85,CUST100018571,INV0E9BBDE177,138.59,0,Current
AR47424E9D2E,CUST100061348,INVDD4A61566E,198.32,15,1-30 Days
AR4C2C701E1E,CUST100067972,INV6B91F38B96,219.89,0,Current
ARD4AD3178F1,CUST100022292,INV1331B2DD06,170.1,60,31-60 Days
AR6EC502CD1A,CUST100042156,INV5C06257589,285.81,0,Current
ARC54546B13F,CUST100009759,INV7498D0C91D,208.88,15,1-30 Days
AR8F690238FA,CUST100058049,INVEE3A0CD747,74.0,0,Current
AR646D0358A1,CUST100043383,INV51173B8F07,22.77,0,Current
ARF40E6B6601,CUST100021109,INV1A6F25B552,4.88,60,31-60 Days
