asset_id,customer_id,asset_type,manufacturer,serial_number,install_date,status
ASTCF74A7735E,CUST100019745,Modem,Google,E964BB524AB54464,2019-12-14,Active
AST5B9D5FCB92,CUST100079923,Set-Top Box,Nokia,30CF33AE67A749AD,2023-08-05,Active
AST56A16A43FA,CUST100020956,Handset,Huawei,ACC353821B9F4368,2022-02-09,Active
AST9C43BCD06E,CUST100086148,Handset,Cisco,3BF123ABC62A4B1B,2025-11-24,Active
ASTF009979034,CUST100072475,Set-Top Box,Cisco,C6E4502C4D0240BB,2019-06-29,Active
ASTACE037BEA4,CUST100088531,Modem,Apple,A3B94C8505F94ABA,2023-05-29,Returned
AST4871EAC1C0,CUST100059427,Set-Top Box,Arris,D536332F397F4C44,2019-07-12,Active
ASTAEE5191ACB,CUST100013279,Modem,Apple,607E234EBE6A4F59,2021-01-23,Faulty
ASTE645D780FA,CUST100048428,Set-Top Box,Samsung,143016A6D731478A,2020-12-22,Active
ASTE6C6B22D71,CUST100009290,Router,Arris,9B46AFBECEE042BB,2020-10-02,Active
ASTD087C0664D,CUST100008790,Modem,Google,6AFED0E904FE4BDF,2023-06-16,Decommissioned
AST05BEED7E21,CUST100048353,Handset,Nokia,858D59E8479745A0,2021-09-25,Active
AST6EC9CA9516,CUST100031122,Handset,Apple,386E5DA6DBC3405D,2026-01-09,Active
ASTD794E69047,CUST100000510,Handset,Google,EECFC3A2B09F4100,2025-03-19,Returned
AST683ED15BEF,CUST100012715,Set-Top Box,Samsung,2E256C6B15B343E5,2018-12-09,Active
AST3F0537C258,CUST100059113,Router,Google,98CD9BAB68714AA6,2017-08-15,Active
ASTDC45EBE768,CUST100022242,Handset,Huawei,1B7440E9FA434407,2020-09-20,Active
AST66B348945B,CUST100058145,Modem,Huawei,90DA1C8C52274E7F,2019-01-01,Active
AST1876F580F2,CUST100038103,Set-Top Box,Cisco,09BEB948599D41C7,2021-12-28,Active
AST40380668B2,CUST100084675,Handset,Apple,8B5D68DFD19648B6,2016-01-12,Decommissioned
AST6FE53332A8,CUST100057687,Handset,Samsung,3BBA2B470A534406,2016-10-24,Active
AST55AE246B34,CUST100075590,Handset,Nokia,FCA3C02EAE754A12,2019-04-26,Active
AST6E8284AD86,CUST100038092,Router,Nokia,8A645F89EE43439A,2019-11-24,Returned
AST29E08190B4,CUST100073269,Handset,Huawei,C0E674200E404192,2018-07-27,Active
AST4FA6E0194F,CUST100009232,Router,Cisco,04ED1D7FE67E472B,2017-02-13,Faulty
AST824F886645,CUST100077566,Modem,Samsung,0F8556B78CAC4D08,2017-04-01,Active
AST2614540483,CUST100022910,Router,Arris,172D03D93B694D13,2024-04-26,Active
ASTA4081DC837,CUST100029872,Handset,Cisco,2E6AF08383A9400E,2024-04-01,Returned
ASTECFC8FA35D,CUST100063227,Router,Apple,BE3D8B5C20FE4F17,2022-02-04,Active
ASTD4B7D0FC1B,CUST100096878,Set-Top Box,Cisco,8E0C9DF214D84CA1,2025-04-19,Faulty
AST8C14B0ED1D,CUST100059647,Handset,Cisco,7838BC4AEEBA4BFB,2025-12-17,Active
AST3DAF93A1F4,CUST100066704,Handset,Samsung,AE9F05DD9E044AD9,2022-07-30,Active
AST675881991B,CUST100044731,Modem,Samsung,9A425597486E40F3,2017-06-06,Active
ASTD04E286D92,CUST100062330,Router,Cisco,DF8029A6C74447BB,2021-10-19,Returned
AST500BB112D7,CUST100030746,Smartwatch,Cisco,8C3BD32591C94AB0,2025-11-11,Faulty
AST6B98FBD2F6,CUST100071361,Router,Arris,4515B98BB4F545B0,2025-06-02,Active
ASTDAE5B55F57,CUST100097142,Handset,Samsung,2D80CCA30A4C48CC,2022-07-14,Active
ASTB43960928C,CUST100057420,Home Security Hub,Arris,04CCD133041D4AB5,2021-03-23,Decommissioned
AST13CAF54E90,CUST100031279,Modem,Apple,B4EB7BF6958849B5,2023-08-11,Active
ASTD9EB287C33,CUST100063396,Handset,Cisco,F28D2059D16C445E,2016-10-15,Active
AST0887FCD37E,CUST100016371,Home Security Hub,Apple,1C3B57EE6AAD46D1,2022-01-30,Active
AST8889B73AAD,CUST100057832,Handset,Arris,D3F76AAFDFD14CE9,2023-02-14,Returned
AST22EF4DE118,CUST100035483,Router,Google,7FB221ADC2824D6C,2024-10-22,Active
ASTD418AF797B,CUST100070067,Router,Huawei,8410861AF8F24FC5,2018-02-11,Active
ASTB97ACBBB14,CUST100080100,Modem,Google,3E4A645C8F144693,2025-09-19,Active
AST8979BA2EF2,CUST100048765,Set-Top Box,Nokia,0FE0BF3BB8C94967,2023-02-14,Active
ASTE1CC29FCA6,CUST100036653,Home Security Hub,Cisco,8C800458CD134C74,2019-01-31,Returned
AST3F3D90F437,CUST100011359,Handset,Cisco,764F998CE0E44B91,2019-05-26,Active
ASTFD85941A50,CUST100037373,Home Security Hub,Apple,A330BD6DCD114DDC,2020-09-02,Returned
AST3547B16A95,CUST100049362,Handset,Google,3B140791843F4C34,2021-10-10,Returned
ASTFB6B1F1456,CUST100043199,Handset,Huawei,F9DE0F30149D4DF9,2022-07-12,Active
AST5CDE882489,CUST100073574,Modem,Huawei,89B74A476E8446EA,2021-08-05,Active
AST4D86FF093E,CUST100082972,Modem,Arris,9D46F43C290B4AFD,2024-11-11,Active
AST37D38F1366,CUST100051418,Router,Huawei,FD8555CF08534DD9,2016-07-01,Faulty
ASTBFBC503BB7,CUST100039915,Router,Samsung,B190DCC606BE4D00,2024-09-23,Active
AST890BE1EBF9,CUST100015434,Set-Top Box,Cisco,0B5904E3710F42D1,2024-06-20,Active
ASTDF170A7943,CUST100047384,Home Security Hub,Cisco,F3098F4C00594D4B,2021-06-14,Active
ASTEA91BEAEF3,CUST100083919,Handset,Apple,1C2EB61956874BB7,2018-09-05,Active
ASTABA76F8867,CUST100012800,Handset,Cisco,36F25C8D72E54030,2017-03-05,Active
AST15188E4548,CUST100012918,Handset,Apple,6353AA8D77D74C53,2022-06-27,Active
ASTF0B9B76350,CUST100024078,Handset,Huawei,7755F8E714F04834,2023-03-05,Active
AST7E6249F26C,CUST100099728,Handset,Samsung,42EFF237220D47D6,2018-05-15,Active
AST82DA29A3CD,CUST100021276,Set-Top Box,Cisco,3A65B09B10134E5B,2023-09-02,Active
ASTE94B9321FD,CUST100088232,Handset,Cisco,03C8CDDBEED84600,2023-11-11,Decommissioned
AST4CE8426088,CUST100006240,Smartwatch,Arris,96271AE934BC4F17,2024-09-08,Active
AST78822FB457,CUST100047086,Set-Top Box,Apple,673C7F3A765749E1,2020-03-21,Active
ASTC934ACF0B2,CUST100054438,Smartwatch,Huawei,5024708D0E064F24,2023-10-02,Active
AST61F7AC244F,CUST100048941,Smartwatch,Google,127DE2979288488F,2017-02-18,Active
ASTD1CAD69C77,CUST100094559,Handset,Apple,93B2AFADA35249B0,2023-10-24,Active
AST090CA9D195,CUST100058425,Handset,Nokia,A889F577D06F42B9,2019-07-05,Active
ASTEA066EDFA8,CUST100021712,Router,Nokia,99877CD345C1451E,2022-09-06,Decommissioned
AST54ECEC555E,CUST100039800,Modem,Huawei,41383B6348414530,2018-11-27,Active
AST67A4C6077A,CUST100093544,Handset,Nokia,E1C63B64173D4725,2024-08-14,Active
AST8EFC9B777C,CUST100092532,Set-Top Box,Arris,4C1830CAA1984623,2025-08-19,Active
AST80FE72A6B4,CUST100079091,Set-Top Box,Samsung,C26E3451701B4EF0,2019-03-02,Active
AST3726E3896F,CUST100088302,Handset,Huawei,0A799E819CE84F20,2022-08-20,Active
ASTE6A67442F6,CUST100000321,Home Security Hub,Google,8DEE1D9BFB36475A,2025-09-28,Active
AST3AC4437726,CUST100010748,Router,Huawei,F66111E6B1F14E94,2017-12-30,Active
AST6B53AF7C97,CUST100039367,Handset,Apple,FD149810908A491C,2017-07-15,Active
AST4AD5057770,CUST100035538,Smartwatch,Samsung,251050B05DA74915,2023-01-01,Active
AST61571EE3F1,CUST100044272,Modem,Huawei,BD1EC6E64FC745EB,2022-06-09,Active
AST91F2D60CA8,CUST100083119,Modem,Google,F7BD6EA6A1BC4316,2020-12-25,Active
ASTCB65518514,CUST100074727,Router,Google,6906B18895B44B29,2020-03-23,Active
AST27E99A219A,CUST100085465,Handset,Cisco,78B4649CE3724FF3,2022-07-17,Active
AST85D1DF693E,CUST100016955,Handset,Huawei,F4F49F591D8B4B44,2025-02-26,Active
ASTF86530B2A8,CUST100042786,Handset,Arris,7EEC9E59194144C6,2020-11-05,Active
AST76F6B3CCB6,CUST100054898,Handset,Cisco,FE440CC4661C46C9,2024-05-17,Active
ASTB703C7B09F,CUST100078429,Smartwatch,Google,BFE221947EDA4382,2018-03-20,Active
ASTEF9D9DD2DD,CUST100061978,Router,Nokia,A7BA13A2A8844956,2020-03-22,Active
ASTF4C2E51568,CUST100023262,Smartwatch,Samsung,77DB67BF0A4746AE,2017-07-27,Active
ASTD7225BEAE6,CUST100027607,Handset,Huawei,A9DE1BABB69E4FBE,2020-03-04,Active
ASTF78BF846A6,CUST100012422,Handset,Cisco,3AF30CFE3F1446BD,2024-12-10,Active
AST1AC87BAEE2,CUST100018536,Router,Huawei,2515DDA6CF744067,2018-11-29,Decommissioned
AST815BCC762A,CUST100000945,Handset,Cisco,7E6982835BB94B9A,2020-05-15,Decommissioned
AST9E738E8C5E,CUST100034690,Handset,Cisco,24C2CD8F65114E88,2022-07-06,Active
ASTA63B20B479,CUST100001919,Handset,Google,A1DE4634C2BC4D7B,2019-06-08,Active
ASTDDA1A7A729,CUST100054755,Router,Samsung,1A332F4197F54D4E,2021-08-19,Active
ASTDF2B01CB1B,CUST100017918,Handset,Google,7B98FEC2428E43A5,2018-09-17,Returned
AST9E9019D103,CUST100052190,Set-Top Box,Apple,C9E1D53821EC4EAB,2020-05-03,Active
ASTC395166581,CUST100083558,Modem,Samsung,65D9CDB58C044521,2016-06-18,Active
AST474B3C1753,CUST100043843,Handset,Nokia,5585E80013D54DE2,2020-03-22,Active
AST507B18EFA8,CUST100033802,Router,Google,52CD1A2B954A4015,2016-01-23,Active
AST6CBF3C2E59,CUST100040241,Modem,Nokia,5F03E60E268742B7,2019-08-25,Returned
AST8AC568598D,CUST100048901,Handset,Apple,CD7CC849414D41B4,2019-04-10,Active
ASTFB0AE35DC5,CUST100048736,Router,Nokia,D84231FF1E6E4BA3,2017-09-03,Active
AST159C2C0677,CUST100055201,Router,Huawei,CC6708DBB3294605,2020-12-20,Active
ASTF46E57A928,CUST100014963,Set-Top Box,Google,96E58E1BEEEC4FC8,2020-01-03,Active
AST0036FE702A,CUST100007603,Handset,Arris,3F5085ADA59D4BFB,2022-01-12,Active
AST6E4B7DB76B,CUST100069580,Handset,Google,75F4B71EBCC44BCA,2024-03-06,Active
AST57B5208D2C,CUST100090652,Router,Samsung,4886C5082E0C4184,2026-05-10,Active
AST9106BC0C3D,CUST100008691,Handset,Apple,53D690F530B545D2,2023-12-21,Returned
ASTF923043E22,CUST100071399,Home Security Hub,Huawei,9950C42197F341C3,2020-06-20,Active
AST3468FC62C8,CUST100086315,Router,Huawei,6A77B4F98FE84C01,2023-12-05,Active
AST7D12DF5A9D,CUST100066513,Handset,Nokia,A32639574DB94830,2021-08-23,Active
AST017306FF19,CUST100093518,Handset,Samsung,3D4A01B4FFD84544,2020-10-13,Active
AST47960FDF55,CUST100074791,Handset,Cisco,47FCE1AF6B064E44,2021-04-26,Active
AST91B8275765,CUST100090331,Modem,Huawei,6FD870EA03174482,2023-09-26,Decommissioned
AST672E25A403,CUST100018774,Modem,Arris,ED6FAD213A004B9A,2025-12-04,Active
AST9B07455899,CUST100054456,Router,Arris,EECC1DFA41B74E91,2025-04-23,Active
AST4E02F884A3,CUST100011086,Modem,Samsung,38A3304A05894CD8,2023-03-11,Active
ASTA892091ABA,CUST100023836,Handset,Apple,B1C3D2A5EE434AF0,2017-12-24,Active
ASTAB5D01DC58,CUST100037236,Router,Nokia,73C4993313334EB7,2021-10-13,Active
ASTCCA3035F80,CUST100032567,Modem,Nokia,1DAE580265B143AC,2020-08-08,Active
ASTD78A993B10,CUST100087083,Router,Huawei,64BF8B1BAC4F4899,2016-04-08,Active
AST97CD505D44,CUST100028209,Handset,Huawei,C79FBB8E46234CBB,2020-08-02,Active
ASTE3020C2754,CUST100036149,Modem,Samsung,CBA3F62A3E8B4CDF,2018-07-27,Active
AST38ADA49248,CUST100058348,Handset,Arris,F204A064B9C849EA,2025-05-20,Active
AST3E339A8360,CUST100040770,Handset,Arris,C51C9C039AE94EF2,2016-05-04,Active
ASTC3EE7701BB,CUST100048641,Router,Cisco,386696F2B4F24D5E,2016-09-12,Active
AST1EE4BF02D8,CUST100079944,Modem,Arris,4C3AB038DB4F4F40,2018-07-04,Active
AST8CF16E0DAC,CUST100013980,Handset,Nokia,8375A2CBB8114707,2025-09-26,Returned
ASTC2E8191A5A,CUST100005696,Smartwatch,Nokia,53B4B49712D646EB,2024-12-27,Active
AST31A6F116F5,CUST100059225,Handset,Nokia,4698415462714F97,2024-09-13,Faulty
AST7EAC1D3909,CUST100094551,Router,Google,80EB9D563F1C4EF1,2023-03-03,Active
ASTE0CB91E8FB,CUST100007224,Handset,Cisco,23EA123AD9B2410E,2018-05-27,Faulty
ASTFADDC66C3A,CUST100087368,Handset,Cisco,14B4E9CA2987491C,2019-05-18,Active
AST6F0A9AADC5,CUST100068534,Router,Cisco,69E40FC51D704E0D,2025-02-28,Active
ASTC46FDC339C,CUST100060567,Handset,Samsung,F45D80BAEF6E4A20,2022-03-17,Active
AST71434F3631,CUST100079995,Handset,Google,F8D3CFBDABC94CE3,2025-07-28,Active
AST7A59DA1A7F,CUST100096852,Handset,Samsung,9CB2A1E7E61F42B7,2019-04-10,Active
AST23F4DB7B36,CUST100030617,Router,Huawei,37C8F81085034D14,2025-09-03,Active
AST2F1701222E,CUST100007649,Handset,Arris,DEF9077B94644C17,2023-12-30,Active
ASTBAC3A8F893,CUST100068046,Set-Top Box,Google,E488EAE2ECED4986,2021-10-14,Active
ASTE88589A847,CUST100068373,Router,Nokia,10ABAD0EF7814D49,2025-02-22,Faulty
AST72C0F188E2,CUST100084818,Handset,Arris,163A3114AD0941DD,2016-04-10,Active
AST8496CF4345,CUST100074800,Set-Top Box,Apple,13EED4BE8F1C4AF1,2016-12-15,Active
AST4D8766AECB,CUST100005361,Handset,Cisco,3A975E752C2C42E9,2024-06-08,Active
ASTAB0001007B,CUST100045661,Handset,Arris,922703110DE54897,2024-12-19,Active
AST5FDDFE7729,CUST100020080,Set-Top Box,Arris,A990F1FB023E4E31,2017-11-28,Returned
ASTAED9E806E9,CUST100062785,Smartwatch,Arris,C7B4A6970A454986,2023-02-08,Active
AST1131A5FE9F,CUST100032476,Set-Top Box,Arris,F0BBFFDE015E411D,2025-07-29,Faulty
AST2FD7A2FB68,CUST100066944,Modem,Nokia,03A480FA4D8F42FA,2018-07-23,Active
AST46066FEB56,CUST100093680,Handset,Apple,241CCD2405DD47E0,2019-03-21,Active
ASTFC4F784B14,CUST100001387,Smartwatch,Cisco,FABE7A2ACB044B18,2020-01-22,Returned
AST6C321B9141,CUST100068993,Set-Top Box,Arris,2E6199A8E45D433E,2021-11-11,Active
ASTED071C6F10,CUST100048773,Handset,Huawei,2B80A34F0CF84868,2016-10-19,Active
ASTD836876CDE,CUST100010928,Handset,Samsung,E3A23083A8404752,2024-04-02,Active
AST68C68CA0F7,CUST100007806,Router,Nokia,43A358B63D3C4599,2022-11-13,Active
ASTA301516B8E,CUST100039507,Handset,Huawei,DD415F2030C5421F,2022-05-05,Active
ASTDB1A84E961,CUST100070958,Handset,Google,671FEFF562B347E7,2025-05-04,Faulty
AST89647DC4C2,CUST100077910,Router,Apple,A414CC2017E04EAC,2023-11-26,Active
ASTAFE101B529,CUST100012313,Router,Samsung,6FCF14C825794428,2021-10-26,Active
AST6750BD2192,CUST100068182,Handset,Huawei,B8D2F7A1B1C844F7,2024-07-10,Active
AST5BC7DB15BD,CUST100048774,Handset,Apple,F4D3DF53BFEE4718,2023-10-25,Active
AST4BA9BDA117,CUST100024877,Modem,Apple,A11FC56A406B46E3,2021-07-16,Active
ASTE8BFBD9BB1,CUST100045629,Modem,Apple,B2DC527434684D72,2020-01-12,Faulty
AST53DA12674A,CUST100056260,Set-Top Box,Samsung,13D4ACDC70C94BBD,2022-01-01,Active
AST270DA844E0,CUST100025339,Handset,Samsung,25238AD4458049F4,2024-04-24,Active
AST2DFB6F8B61,CUST100018371,Handset,Samsung,715B7FDA5A554E4D,2022-12-16,Active
ASTFBFBA5EEFE,CUST100054774,Modem,Huawei,D164358B285B47AF,2020-03-30,Active
AST314BADA69F,CUST100034193,Handset,Samsung,F4829A121F5F4573,2020-08-18,Active
ASTD8F96DAC4B,CUST100055079,Handset,Huawei,3C25D08528334593,2020-06-28,Returned
AST90B487238F,CUST100026180,Handset,Google,C756E86B8AA44C44,2020-10-24,Decommissioned
AST2F13461D91,CUST100050572,Router,Huawei,25E93677E70E4147,2019-11-10,Active
ASTA2C9E5B519,CUST100017251,Modem,Nokia,24CB432BCF364C74,2025-09-18,Active
AST02C7A00746,CUST100049012,Handset,Huawei,1638799049514C86,2025-06-20,Active
AST7C6F9CEE3E,CUST100066774,Smartwatch,Google,CB3CD8B8302D481A,2021-02-03,Active
AST11DDBF2FE1,CUST100028261,Router,Nokia,4F84E27C3E184CA5,2016-04-28,Active
AST8B076A0D53,CUST100071187,Handset,Google,A2322294241B488A,2022-11-01,Active
AST1646FB6908,CUST100098186,Set-Top Box,Huawei,44881A59479A410E,2017-07-25,Active
AST68582BE161,CUST100046238,Handset,Huawei,071FFE1B16004A0B,2024-03-17,Active
AST58E77F5304,CUST100091270,Handset,Nokia,5CD821494A2248A2,2026-02-10,Returned
AST1A48D22772,CUST100060151,Handset,Samsung,7647431AFAC5423A,2021-07-02,Active
AST97ECD875D5,CUST100006899,Handset,Nokia,52B5C55A791A4355,2026-01-16,Active
AST4BE8A408D4,CUST100052545,Handset,Google,586965BE1F7C42DC,2025-10-24,Active
ASTB74857F881,CUST100091361,Handset,Samsung,4DF59241E5D34F9C,2018-02-15,Active
ASTDBD0C2EBCE,CUST100071081,Handset,Google,8E77E1E37B2D4E9E,2019-04-15,Active
ASTB441BBFC10,CUST100063927,Handset,Nokia,BAB682B882434D75,2018-03-18,Active
ASTBC4D4E5ED9,CUST100061396,Smartwatch,Huawei,FA8F89D5E8E34F0C,2020-09-05,Active
AST09D62AC664,CUST100038826,Modem,Google,F47F7A6749894599,2016-12-03,Active
AST38B983E6EA,CUST100065992,Handset,Cisco,EC131F17338A4B4A,2018-07-11,Returned
ASTD526401B38,CUST100037446,Handset,Google,C29A98C61239403E,2017-12-29,Active
ASTFE368CF0ED,CUST100080910,Modem,Arris,041303F6784A463E,2018-11-30,Active
ASTD2063AD02B,CUST100075963,Smartwatch,Arris,F9E8C9D8236449C7,2026-02-07,Active
AST7B6032F468,CUST100030680,Handset,Samsung,69F89ABEBB2D4A6E,2016-03-25,Active
ASTD62599C2F3,CUST100039278,Set-Top Box,Arris,5739F24DA1504E0A,2024-10-13,Active
AST2517483064,CUST100058104,Modem,Cisco,C6D46ED83CA04DBC,2018-08-11,Active
AST147E6701C4,CUST100045055,Modem,Samsung,6C7DE00B0DE945CE,2024-03-17,Active
AST3BDC4E404A,CUST100022460,Modem,Huawei,333EA20FE7994591,2023-11-01,Active
AST82CD5AA3A1,CUST100056650,Router,Huawei,53599BFEEC314607,2017-02-24,Active
ASTE4B792D7B9,CUST100067010,Handset,Nokia,A8ACC9F9B8814812,2025-01-23,Active
ASTAEBB0E82A2,CUST100007644,Router,Cisco,DF6C7B217F784AE8,2018-03-21,Active
AST03E8D85858,CUST100092570,Handset,Arris,006F6B7E32124881,2021-05-08,Active
AST852FEBA358,CUST100063319,Set-Top Box,Samsung,9CE0602BF0414462,2017-09-14,Active
ASTC7EB4D6AB8,CUST100015629,Router,Cisco,6A4E38022AC241E5,2016-09-02,Returned
AST320480C403,CUST100051874,Modem,Huawei,AE27C633698142F7,2018-03-05,Active
AST87B7F419B4,CUST100064215,Handset,Samsung,C23F2382863B4B7B,2019-04-06,Decommissioned
ASTDB008DE294,CUST100001903,Router,Samsung,3A3EDFB861F74CE1,2025-10-18,Faulty
AST8779DFDF10,CUST100058055,Router,Huawei,C2343B49A4494A63,2025-03-21,Active
AST77CB3737AA,CUST100018525,Modem,Arris,CB0F4A0A49C043F0,2019-07-09,Active
AST76250EF5C8,CUST100063219,Modem,Apple,06A20103A22143A4,2026-03-12,Active
ASTD8F3A550BD,CUST100084454,Modem,Apple,CDE6B1D59947413D,2017-04-18,Active
ASTB7FA600990,CUST100082322,Router,Apple,ACBF985FABF8403C,2026-03-21,Active
ASTB3AAFF1B82,CUST100055724,Router,Google,CC788ACC61284BBB,2021-04-08,Active
AST3C79418FCB,CUST100087793,Router,Nokia,F4BB5BC0B3AB40F9,2022-04-08,Active
AST6C62297D83,CUST100056908,Smartwatch,Huawei,7CF8E72B6BF34256,2021-06-20,Faulty
ASTFAC9FC4B96,CUST100021616,Handset,Google,6C3EAE9829914605,2018-04-28,Active
AST24B6A6E7C9,CUST100079077,Set-Top Box,Cisco,468E6EED819346F5,2019-12-03,Active
ASTEBF4353EFB,CUST100022907,Handset,Cisco,134BB6EE62AC4C2F,2018-01-11,Active
AST5CF14B7C75,CUST100061051,Router,Google,94B00CA722EF49A3,2024-03-22,Active
AST7804ED3CE7,CUST100050017,Router,Huawei,D37BDFEB408F4B07,2022-07-09,Active
ASTD5F001FC9F,CUST100059920,Home Security Hub,Huawei,4740B424E71C48F8,2018-06-25,Active
AST3DF7FDA32E,CUST100026771,Handset,Arris,93D478C57EAD4C0F,2019-02-05,Active
ASTD874965741,CUST100098156,Handset,Nokia,3C437CD3BDCA429A,2022-08-15,Active
AST037BD97E94,CUST100080863,Set-Top Box,Arris,3B8E6E9BDA654EA9,2019-11-16,Active
AST4B218017C1,CUST100092139,Modem,Cisco,E6FEACFA80B94A37,2017-10-25,Active
AST084DD844E8,CUST100034711,Handset,Arris,9C6E6EFC6F6D4678,2017-09-03,Returned
AST62F13B93AF,CUST100074854,Set-Top Box,Arris,2B60B6611C7D4CE9,2018-12-19,Active
AST93D7624757,CUST100028891,Handset,Cisco,A144AF370F364256,2024-10-07,Active
AST086017DD6B,CUST100042651,Handset,Arris,43D949663F45411F,2017-05-25,Active
ASTFD7672A62E,CUST100064337,Handset,Huawei,ABC0E1354D23482E,2024-09-28,Active
AST24B5FA7EEF,CUST100045500,Handset,Google,2FEA153F632F4E9E,2019-03-29,Active
AST3998BC5538,CUST100001811,Set-Top Box,Arris,B1F7566E498B46A3,2021-09-05,Active
ASTC84276F667,CUST100066479,Set-Top Box,Google,05907AA7FE874380,2020-07-09,Active
ASTE8E1EA6BF0,CUST100060563,Handset,Nokia,49CA954EC7F84277,2016-04-13,Active
AST6C198CB610,CUST100038330,Smartwatch,Apple,B6E85E8EB25542B0,2017-07-31,Active
ASTD113C898DF,CUST100061064,Handset,Samsung,05BBC68DCE4D4CB6,2020-03-18,Active
AST1C416BE8A1,CUST100002973,Handset,Nokia,F00F7B7F640149B7,2016-05-20,Active
AST96510E192F,CUST100036873,Handset,Google,FAB3DB15FC624880,2023-03-15,Active
ASTD8CDA1CFD4,CUST100055111,Router,Nokia,265762048A5548E8,2025-01-16,Active
AST04BB57BDD3,CUST100024494,Set-Top Box,Samsung,C81EBE390E124027,2017-07-23,Active
ASTDDCBBEA4D0,CUST100086180,Set-Top Box,Arris,3F5DED27C7A34DB3,2018-08-07,Active
ASTDF6361BE7B,CUST100046008,Handset,Huawei,A780C3B18C2E43C3,2020-11-06,Faulty
AST26B42560F5,CUST100023363,Modem,Huawei,EBC83C823D1F4E2E,2022-04-12,Active
ASTD5BDDA6204,CUST100001727,Smartwatch,Huawei,B22B43CDA6644F5D,2022-03-30,Active
AST981F331BB2,CUST100022899,Router,Arris,FEB770375DE14212,2023-09-16,Returned
AST4C525D3F37,CUST100061003,Handset,Cisco,4AB6DC9B57054166,2021-01-19,Active
AST8DC6FE8F76,CUST100001567,Modem,Nokia,93D4D8DE11BA4FC5,2017-07-10,Returned
AST4761FE1DF1,CUST100087286,Handset,Apple,53C31A7D7C1D4DB2,2021-04-04,Active
ASTB77D2BD422,CUST100067896,Handset,Arris,C4D5AFB2E56042E9,2020-04-03,Active
AST0D3B2D4324,CUST100072962,Modem,Huawei,36F1B055360A4841,2017-10-11,Faulty
ASTF6C98F9B21,CUST100014580,Handset,Google,B88E97F7FDE14C29,2022-04-20,Active
AST218787A263,CUST100052780,Set-Top Box,Nokia,0679328452264D47,2019-03-05,Active
AST227511CC75,CUST100024426,Modem,Arris,15555EE48D7942AA,2026-05-19,Active
AST2C6D48A5FC,CUST100086783,Set-Top Box,Samsung,B07BC42B63A74FAD,2019-12-22,Active
AST83D940BD29,CUST100090867,Set-Top Box,Cisco,ECDDD4C40ECE4CFB,2022-02-12,Returned
ASTE9822F6C22,CUST100045562,Router,Cisco,99AE038C92B54D56,2021-04-17,Active
AST1C1C3E25A6,CUST100043228,Home Security Hub,Google,14FD2AAEA19C46A1,2019-11-02,Active
AST8D0B0F6090,CUST100069323,Router,Apple,120ACD4705D34952,2022-03-18,Active
AST83F133A5FC,CUST100068833,Handset,Google,960BAF28430F4098,2016-12-19,Active
AST29B47FFB5B,CUST100012361,Set-Top Box,Arris,C3D7A291964545EF,2022-07-24,Active
AST3D314A531F,CUST100071930,Set-Top Box,Huawei,E6C4053AEDCA4096,2024-12-14,Active
ASTF178665E05,CUST100012071,Router,Arris,7E5DB8E70FD84F62,2016-11-14,Active
AST9B92F207F0,CUST100086806,Router,Apple,2BCA92CF32B94659,2020-04-10,Active
ASTFA347F0A2A,CUST100065246,Smartwatch,Apple,6CE9F1C3F0E04ACA,2018-05-19,Active
AST8C25F05FCE,CUST100077514,Router,Nokia,5C6C8045E3E74131,2018-10-24,Decommissioned
AST4F2D418D23,CUST100079558,Handset,Arris,1E113D857DD04441,2022-08-24,Active
AST1473AB07C8,CUST100081574,Handset,Google,D3A669BCA0614399,2022-12-06,Active
ASTF03529565C,CUST100086616,Modem,Cisco,873DCF8113B646E1,2023-11-09,Active
ASTF3DC9B0842,CUST100069364,Handset,Nokia,CF39DA6C08644E50,2023-05-26,Active
AST3113BFB2CD,CUST100000162,Handset,Apple,A2D93C70B4C54726,2017-08-18,Active
AST5C98CC3192,CUST100027726,Modem,Google,A23332AC353A4BB4,2020-03-03,Faulty
AST7E0DED7112,CUST100080924,Router,Nokia,99CF9C9225D748B9,2019-12-02,Active
AST4AC9DF9721,CUST100044617,Router,Arris,50F7B8B179EE434D,2025-03-13,Active
AST994E3CEF9E,CUST100061733,Modem,Arris,F6A2717658CA49FF,2016-05-04,Faulty
AST1ECD24C54A,CUST100098460,Modem,Huawei,C4B4BAD29F1C4D69,2016-03-25,Returned
AST99F6561192,CUST100060942,Router,Huawei,E233A5ACA60B45C9,2021-09-14,Active
AST0B20EC817A,CUST100056579,Set-Top Box,Huawei,E511F0C74F294854,2019-03-23,Active
ASTF77683C338,CUST100028145,Handset,Samsung,A3D9E6B8D24046DE,2019-04-30,Returned
ASTCD079875A5,CUST100026697,Handset,Arris,AFCB2D38F857472D,2026-02-04,Active
AST983BF1012A,CUST100012131,Handset,Google,DF1F7589847E4C93,2024-11-24,Faulty
AST77734AB516,CUST100019167,Home Security Hub,Nokia,C246F6838886438C,2016-11-27,Active
AST8949747E74,CUST100002048,Handset,Samsung,3243E2B29DF4467E,2023-05-21,Returned
AST9E4AA48B83,CUST100005316,Set-Top Box,Nokia,B6C8967A7A104086,2026-02-26,Returned
AST4366145244,CUST100091701,Handset,Google,F14A721ABA3046BE,2024-12-21,Returned
