session_id,customer_id,ip_address,session_start,session_duration_min,bytes_uploaded_mb,bytes_downloaded_mb,apn
SESBA8191CCE0C1,CUST100025146,214.20.230.120,2026-07-10 22:03:17,199,33.17,260.86,internet.telco.com
SESA8F5922363E5,CUST100062579,19.170.47.253,2026-07-16 16:04:54,80,4.59,2139.69,iot.telco.com
SES15BFDCA0AB27,CUST100096415,214.98.187.222,2026-06-22 00:13:47,154,18.28,73.85,internet.telco.com
SES798D91317E3F,CUST100024505,166.85.48.9,2026-07-21 10:57:33,15,1.89,410.97,internet.telco.com
SESFFBAC7897CA3,CUST100011988,209.2.89.129,2026-07-05 19:17:57,127,40.4,97.32,internet.telco.com
SES1D227A96D5E1,CUST100005944,216.155.48.55,2026-07-06 13:39:46,234,8.69,291.11,iot.telco.com
SES41F80B7266F1,CUST100098617,199.164.32.112,2026-07-07 16:29:40,347,122.9,652.02,iot.telco.com
SES775BC66CB14B,CUST100078025,134.24.225.28,2026-06-14 16:11:43,136,44.14,235.37,internet.telco.com
SESCA895A0DE249,CUST100006904,15.124.112.172,2026-06-09 11:39:37,157,44.77,10.5,iot.telco.com
SES126F4E9DC579,CUST100083279,102.158.151.164,2026-06-24 11:01:38,62,46.7,837.43,internet.telco.com
SESAE0FA647C4F7,CUST100037162,119.191.232.217,2026-07-19 04:08:54,55,15.13,384.08,broadband.telco.com
SES302C20E0B709,CUST100053434,88.38.33.117,2026-07-23 06:52:26,111,38.37,519.47,internet.telco.com
SES579C2A187B61,CUST100074923,25.130.82.3,2026-07-14 09:07:13,214,10.08,7.54,internet.telco.com
SES4A70A1A78862,CUST100081956,40.45.222.204,2026-06-28 14:54:22,172,14.66,104.78,internet.telco.com
SESF6668FD0C206,CUST100082154,138.199.68.165,2026-07-17 13:44:34,169,37.23,141.53,internet.telco.com
SESCDC2D9A38067,CUST100071667,69.41.1.204,2026-06-15 12:06:58,113,55.26,192.82,iot.telco.com
SES774FA5E40A0A,CUST100028188,213.173.180.144,2026-07-10 01:41:23,397,7.44,67.7,internet.telco.com
SES34E0FABC5B01,CUST100036027,170.172.135.17,2026-07-20 02:11:08,444,16.0,455.58,internet.telco.com
SESBB244A199B5A,CUST100059797,132.8.242.94,2026-07-17 03:43:49,200,109.39,436.56,iot.telco.com
SESAC3D0C734BE0,CUST100004707,173.80.107.61,2026-07-05 12:05:31,26,128.98,298.77,internet.telco.com
SES414200BB935B,CUST100013864,20.94.192.5,2026-06-29 11:40:34,16,74.58,500.92,iot.telco.com
SES367FD6650327,CUST100030122,126.169.167.40,2026-06-12 17:22:37,394,58.22,538.25,iot.telco.com
SES1A67C5725565,CUST100047074,221.194.20.59,2026-06-04 07:00:58,32,52.81,476.5,internet.telco.com
SES0992C10543B8,CUST100094259,152.109.235.18,2026-07-04 16:57:39,467,29.2,207.84,iot.telco.com
SESDF8CB858C469,CUST100020440,222.66.6.167,2026-07-13 09:32:55,78,131.73,141.17,internet.telco.com
SES5CA7DF810F97,CUST100065557,118.68.54.1,2026-06-30 01:50:17,207,76.53,204.2,internet.telco.com
SES0CD5EF60F784,CUST100027467,131.168.125.20,2026-06-08 06:13:11,74,30.62,476.01,internet.telco.com
SES67BAA08A68BB,CUST100068873,189.240.251.113,2026-06-11 09:00:43,227,9.73,356.38,iot.telco.com
SESED8762C61A56,CUST100071940,212.172.168.224,2026-06-18 09:04:11,409,92.32,317.7,internet.telco.com
SESCF276C45A014,CUST100080396,206.2.158.206,2026-07-15 10:35:56,231,26.91,147.41,iot.telco.com
SES248479966734,CUST100046597,166.47.191.64,2026-07-11 08:31:32,427,46.05,263.73,internet.telco.com
SES59A15836CFC8,CUST100094843,202.105.147.131,2026-06-27 18:53:31,319,10.71,599.29,broadband.telco.com
SES7B18BD0BCDE5,CUST100013059,219.44.26.54,2026-06-25 04:57:34,31,15.15,35.75,iot.telco.com
SESAD3A60EC68DA,CUST100070961,4.176.198.3,2026-06-15 06:07:19,311,59.15,197.1,internet.telco.com
SES31AED050A02A,CUST100044638,145.219.61.86,2026-06-17 11:36:35,388,38.48,114.2,internet.telco.com
SES2155EF4F2992,CUST100087817,131.85.231.174,2026-07-05 00:36:44,60,70.91,863.27,iot.telco.com
SESDC7A9AF89DE0,CUST100005641,44.111.160.183,2026-06-06 15:22:43,283,69.93,94.79,internet.telco.com
SES3FA8B2CF947E,CUST100078729,108.121.117.227,2026-07-23 01:50:14,6,2.05,467.38,iot.telco.com
SES8500A2775653,CUST100064009,162.18.74.92,2026-07-21 22:20:05,380,6.97,196.02,broadband.telco.com
SES0B2F48E74D9D,CUST100090612,209.182.204.54,2026-06-23 07:30:50,190,73.48,728.53,internet.telco.com
SESC83C01B515A1,CUST100067255,28.156.103.18,2026-07-21 05:46:32,20,1.14,460.97,broadband.telco.com
SESD4BB440E7977,CUST100032416,187.236.8.182,2026-06-24 23:05:21,176,168.99,187.47,broadband.telco.com
SES97FAD934A3AA,CUST100015226,113.199.248.215,2026-07-15 03:50:11,12,92.65,96.56,broadband.telco.com
SESA730C6093D9C,CUST100047841,88.0.21.130,2026-07-05 22:01:04,107,0.69,119.71,iot.telco.com
SESA0E803FB8986,CUST100007835,83.172.90.64,2026-06-05 22:54:34,260,1.49,226.13,iot.telco.com
SESD9441AFD3DA2,CUST100066990,202.71.113.167,2026-06-05 06:28:17,391,12.82,320.26,internet.telco.com
SESB51234865E60,CUST100062013,45.65.162.41,2026-06-13 02:45:13,452,18.63,29.31,broadband.telco.com
SESF3FAD2751ADB,CUST100068983,121.195.196.164,2026-07-12 13:10:19,442,50.0,64.37,iot.telco.com
SES4470E860DDEA,CUST100083674,116.228.106.96,2026-06-05 06:49:19,7,2.56,82.64,iot.telco.com
SES35929B2AB10E,CUST100084237,192.243.62.67,2026-06-29 07:52:08,436,152.45,140.16,broadband.telco.com
SESDBE9CB8EF2FB,CUST100079565,34.206.189.123,2026-07-16 07:27:08,400,51.67,317.39,broadband.telco.com
SES64D3D4577D18,CUST100030087,91.192.132.43,2026-07-10 22:41:44,310,90.79,401.02,iot.telco.com
SESADA94F50C4EF,CUST100009086,80.163.215.182,2026-06-06 23:31:04,272,37.72,1130.11,iot.telco.com
SES1646D0DC11F1,CUST100048433,220.45.230.87,2026-07-17 08:08:48,22,117.41,50.66,internet.telco.com
SES5CF4B133387C,CUST100018143,165.50.168.61,2026-07-21 10:49:47,282,3.76,542.89,internet.telco.com
SESA64FDE089988,CUST100058776,139.115.97.84,2026-06-10 16:42:34,234,30.29,193.34,broadband.telco.com
SES8CC3C300EAAE,CUST100063200,164.144.93.184,2026-07-12 17:30:46,30,157.3,594.94,iot.telco.com
SES6E0F678E0B45,CUST100078383,45.165.98.165,2026-06-08 20:23:49,64,2.83,9.78,broadband.telco.com
SESD93AC2391245,CUST100074684,11.150.234.179,2026-07-09 08:29:10,176,31.48,295.58,broadband.telco.com
SES3392C5C61E17,CUST100034526,129.162.42.141,2026-06-19 14:56:19,68,4.22,320.72,broadband.telco.com
SES09D2659972AD,CUST100088912,213.42.221.124,2026-06-30 07:04:34,165,43.88,3.86,broadband.telco.com
SES3CF9DECA5937,CUST100029869,159.1.84.132,2026-06-27 10:37:43,103,4.43,552.54,broadband.telco.com
SESEA29D59742D2,CUST100061196,53.198.104.30,2026-06-11 06:59:12,204,38.41,100.16,broadband.telco.com
SES379D0C38E9AD,CUST100037597,101.238.95.234,2026-06-18 22:53:01,175,82.12,709.32,internet.telco.com
SES2DA160FFF7B5,CUST100095976,204.194.79.200,2026-07-21 18:33:35,252,217.82,221.05,internet.telco.com
SES339FDB84013F,CUST100097246,170.91.159.192,2026-07-20 00:18:29,123,57.65,102.39,broadband.telco.com
SESCCCD4D6C615E,CUST100051086,162.205.91.37,2026-07-17 21:11:11,470,70.87,35.02,internet.telco.com
SES191F04E07E30,CUST100033221,217.69.168.247,2026-07-20 06:11:34,138,20.65,526.03,broadband.telco.com
SES39B4EF996573,CUST100052162,54.61.209.88,2026-06-18 06:55:05,395,113.38,78.6,internet.telco.com
SESE70958EE8F08,CUST100033619,58.121.27.99,2026-06-27 15:25:50,29,14.0,773.15,internet.telco.com
SESA0FDF55F648C,CUST100045809,219.39.43.58,2026-07-21 06:43:27,82,14.39,28.33,broadband.telco.com
SES50573D4FD820,CUST100092997,143.72.220.229,2026-07-07 02:14:38,361,59.63,268.39,broadband.telco.com
SESB5F1C41D8095,CUST100012238,108.239.1.60,2026-07-21 04:59:07,155,17.21,273.75,broadband.telco.com
SESFBC427FC8FE7,CUST100064908,98.235.69.174,2026-06-25 23:27:36,190,278.05,310.72,internet.telco.com
SES0DEEACB3BC19,CUST100083919,206.18.226.106,2026-07-11 21:52:50,204,33.68,20.45,internet.telco.com
SES28B16616D510,CUST100003874,133.229.205.243,2026-06-29 09:29:17,327,19.67,123.7,internet.telco.com
SESFC3085E0E8ED,CUST100038986,142.133.12.254,2026-06-08 19:44:53,456,12.93,331.63,internet.telco.com
SES2291748829E1,CUST100074513,151.129.67.218,2026-06-09 06:17:06,260,3.87,102.19,iot.telco.com
SESB1C1BAEC9798,CUST100066127,198.160.85.207,2026-06-04 11:03:10,421,19.16,10.84,iot.telco.com
SES817F753CAEC4,CUST100012539,177.207.111.179,2026-06-16 09:53:58,122,41.11,24.4,broadband.telco.com
SESEE18A9DFFE7D,CUST100030522,173.80.53.108,2026-06-07 11:04:26,290,48.4,682.38,iot.telco.com
SESF7EA1BD61B83,CUST100094763,213.89.164.5,2026-06-27 18:54:09,293,75.6,177.54,iot.telco.com
SES6E235065893D,CUST100049452,194.44.248.89,2026-06-14 00:38:40,135,84.64,38.73,internet.telco.com
SESCA76FE86A6F0,CUST100011880,191.185.158.233,2026-07-10 10:16:36,183,52.78,657.01,internet.telco.com
SES05F4C45140EF,CUST100090923,210.254.65.80,2026-07-10 18:41:46,25,26.7,263.51,iot.telco.com
SESDB129EF82CA5,CUST100073405,208.168.93.71,2026-06-26 20:43:17,260,240.05,703.04,internet.telco.com
SES573020E9DD3D,CUST100011272,5.1.82.247,2026-07-16 00:48:40,221,105.38,102.91,internet.telco.com
SESCC7AB28FFAA5,CUST100018025,8.17.108.164,2026-07-17 19:41:18,224,45.33,342.42,iot.telco.com
SES9957497FCE35,CUST100056368,219.6.86.110,2026-06-20 10:37:40,5,26.4,11.2,iot.telco.com
SES56F97E809892,CUST100077049,187.185.73.225,2026-06-23 17:47:23,159,24.18,368.38,iot.telco.com
SESA6BCDDABED7D,CUST100092195,105.25.151.38,2026-06-26 19:07:21,57,39.54,84.38,iot.telco.com
SES64D542F1F1EC,CUST100017933,159.50.187.32,2026-07-06 23:52:40,152,44.84,11.62,broadband.telco.com
SES0C4D825D12B5,CUST100017618,202.94.65.30,2026-07-12 14:27:42,417,43.01,1429.2,broadband.telco.com
SES5D1782ED8428,CUST100059932,152.39.49.34,2026-07-02 06:01:07,415,24.08,181.84,broadband.telco.com
SES52474F25998B,CUST100014910,152.163.92.219,2026-06-07 08:23:34,34,73.22,642.33,broadband.telco.com
SES357DF7709C81,CUST100009376,221.3.131.147,2026-06-02 05:18:46,394,59.93,690.12,iot.telco.com
SES0C8E7094F686,CUST100062361,41.83.206.246,2026-06-25 10:34:21,260,68.55,595.94,broadband.telco.com
SES82FAFA15C6C2,CUST100041215,202.238.131.233,2026-06-04 16:15:20,415,48.32,161.7,internet.telco.com
SES85DB4D0775EF,CUST100092775,136.231.57.29,2026-06-06 14:20:35,326,18.69,822.77,internet.telco.com
SES3794011F93E0,CUST100077342,61.172.76.127,2026-07-12 23:03:15,82,23.35,172.74,iot.telco.com
SESE7F6B9FE907E,CUST100090587,203.233.216.62,2026-06-29 20:09:41,127,42.84,155.54,broadband.telco.com
SES57D34642C92F,CUST100021353,161.110.236.142,2026-07-13 04:52:04,211,143.18,682.53,internet.telco.com
SES0548BFA842D6,CUST100042988,80.60.228.227,2026-07-16 20:23:47,10,28.83,126.08,broadband.telco.com
SESC3C6BC46BC4C,CUST100028206,72.204.24.129,2026-06-21 11:02:43,346,2.86,483.93,internet.telco.com
SES6A5C7C190705,CUST100060869,215.51.166.114,2026-06-08 04:08:59,254,48.26,120.97,internet.telco.com
SES04D791E7DD4F,CUST100095379,111.19.152.8,2026-06-30 02:14:42,429,77.23,336.61,iot.telco.com
SES061EF8DC78E4,CUST100047233,29.198.124.100,2026-07-03 15:06:03,357,0.24,74.21,iot.telco.com
SES74551F15E419,CUST100018788,213.105.187.204,2026-06-30 20:27:59,292,23.07,190.92,broadband.telco.com
SESD56AF692C244,CUST100085112,26.52.222.12,2026-06-16 11:32:10,459,46.82,224.11,iot.telco.com
SESDF1AB7405C19,CUST100005475,37.12.184.26,2026-06-14 14:46:46,227,34.1,1935.5,broadband.telco.com
SESD2612D60917F,CUST100035611,113.197.205.53,2026-06-28 19:14:35,317,57.19,594.18,broadband.telco.com
SES276056945D23,CUST100007503,141.202.29.75,2026-07-08 21:31:49,186,62.5,91.05,iot.telco.com
SES35EC557A0E9E,CUST100086433,124.99.185.126,2026-06-16 21:04:43,166,121.26,171.01,internet.telco.com
SESA74B8D087829,CUST100006525,17.67.229.176,2026-07-08 10:23:43,47,121.24,3.99,broadband.telco.com
SESCF55DEC948BD,CUST100067613,79.187.37.230,2026-07-07 15:57:09,127,3.19,215.91,internet.telco.com
SES7AB5508F2AFA,CUST100040658,151.97.137.176,2026-07-20 16:27:11,404,51.41,702.61,iot.telco.com
SESD3257D2CAB95,CUST100028338,37.10.47.9,2026-07-15 06:15:45,170,70.35,383.7,broadband.telco.com
SES53AEFD9BE2D4,CUST100007287,221.165.72.196,2026-07-19 11:53:19,48,3.27,403.68,broadband.telco.com
SES88AB98FA68FC,CUST100019573,32.195.50.83,2026-06-25 19:17:21,460,17.07,368.65,iot.telco.com
SESB271AC51273E,CUST100051721,122.200.168.22,2026-07-17 21:49:54,148,352.14,1016.27,internet.telco.com
SESAE61D1968824,CUST100069114,91.241.252.122,2026-06-11 05:29:44,360,40.65,81.2,internet.telco.com
SES07B72F018A57,CUST100044221,180.96.133.224,2026-06-23 13:43:50,111,4.65,54.47,internet.telco.com
SESF50F4797C292,CUST100062363,82.67.174.68,2026-06-23 14:43:52,427,67.64,231.7,internet.telco.com
SES5BD7ED80EECC,CUST100027498,215.58.39.21,2026-06-06 04:09:41,212,23.4,28.18,broadband.telco.com
SES36F670C61F44,CUST100088047,208.86.1.247,2026-06-23 13:42:24,261,31.08,68.3,internet.telco.com
SES0A267A0C6A4B,CUST100008349,193.44.108.56,2026-07-15 16:31:12,202,4.5,51.61,internet.telco.com
SES075680453699,CUST100016897,138.86.232.206,2026-06-30 04:01:52,180,178.7,558.47,broadband.telco.com
SES3EECFF75E307,CUST100014146,12.199.96.38,2026-07-12 22:01:27,382,206.72,53.42,internet.telco.com
SESB4B16F828DE5,CUST100054804,125.89.218.45,2026-06-29 07:13:27,128,94.76,226.57,iot.telco.com
SESCFE954F97E01,CUST100008982,169.20.197.85,2026-06-06 22:30:48,231,47.42,828.53,iot.telco.com
SES323132538BEA,CUST100046363,97.165.66.167,2026-06-02 07:47:22,366,4.75,217.89,internet.telco.com
SESA2C623CA0255,CUST100035404,214.19.75.123,2026-06-07 19:43:03,174,25.28,406.78,broadband.telco.com
SES94E47CD9729D,CUST100032882,107.17.18.84,2026-06-22 23:25:41,240,131.55,89.93,iot.telco.com
SES201AA79E9A5A,CUST100008030,149.137.122.146,2026-07-23 23:37:48,108,59.24,42.62,internet.telco.com
SESC32F48C361F7,CUST100031902,213.51.213.157,2026-06-07 13:04:30,431,61.53,15.93,internet.telco.com
SESF8E8897722C6,CUST100028120,216.144.164.165,2026-06-30 17:35:28,353,22.59,12.06,broadband.telco.com
SES0E79F6F2B280,CUST100085168,196.122.58.196,2026-06-10 08:08:10,124,31.96,432.57,broadband.telco.com
SESC59A83F5D5E5,CUST100006619,123.93.187.31,2026-07-09 06:12:23,128,4.13,122.72,iot.telco.com
SESB9EC1F673C77,CUST100002904,206.221.190.232,2026-06-01 07:02:44,414,9.07,94.79,broadband.telco.com
SESE0AF854DCBDE,CUST100036409,18.254.54.53,2026-07-03 21:32:49,275,57.07,668.44,broadband.telco.com
SESD5AF0AEFC5B5,CUST100007936,202.233.236.74,2026-06-20 06:10:48,330,59.64,286.89,iot.telco.com
SESE870F40A6CD3,CUST100001310,166.213.1.42,2026-07-06 06:39:08,385,60.98,1002.63,broadband.telco.com
SES9C43940A8C17,CUST100074414,104.187.73.162,2026-06-30 20:56:38,235,37.26,46.85,internet.telco.com
SESE1DE9840FEAB,CUST100066377,143.252.171.223,2026-06-08 15:23:32,300,13.73,8.65,broadband.telco.com
SESA27AAD1B70DE,CUST100055013,168.203.240.27,2026-07-01 09:31:06,399,12.82,461.66,iot.telco.com
SES5B7807AE07E3,CUST100006636,161.97.161.219,2026-06-17 01:26:58,33,68.11,81.33,iot.telco.com
SES5F90E8BEECBB,CUST100077976,164.42.150.80,2026-06-12 23:19:35,102,54.43,304.91,broadband.telco.com
SESC8A2AF5ECEE5,CUST100008535,55.112.76.227,2026-06-01 01:01:23,78,33.67,535.24,broadband.telco.com
SESDCF45FB42F0E,CUST100045903,94.60.103.216,2026-06-07 00:21:05,213,27.07,217.5,internet.telco.com
SES804C7D46E16C,CUST100012543,110.156.181.223,2026-06-03 00:12:11,134,20.03,386.24,internet.telco.com
SES295D9992CB02,CUST100037898,73.116.198.66,2026-06-29 19:51:45,160,15.0,117.68,iot.telco.com
SES5169BA5833B6,CUST100015860,144.64.81.58,2026-06-01 03:18:34,3,52.2,177.48,internet.telco.com
SES0538E212874B,CUST100006076,118.223.34.161,2026-07-17 15:00:03,12,5.42,580.96,internet.telco.com
SES13AE756FD4F8,CUST100071253,80.37.5.18,2026-07-13 15:32:52,164,10.8,137.45,broadband.telco.com
SESC4175F175368,CUST100052345,76.23.31.76,2026-06-02 10:28:00,245,28.58,249.3,internet.telco.com
SES05B19A2ECD4B,CUST100007248,97.102.150.188,2026-07-03 14:12:43,429,23.17,56.8,iot.telco.com
SES56A9C15B3EA7,CUST100006623,178.186.90.95,2026-06-04 23:26:05,117,71.63,831.9,broadband.telco.com
SES2CAFBD2E61FB,CUST100029777,79.193.127.27,2026-06-11 07:29:55,465,66.97,62.68,broadband.telco.com
SESF384CD7EB83B,CUST100057088,172.226.128.246,2026-07-09 17:32:00,86,54.96,1.61,broadband.telco.com
SES835F9A973CBC,CUST100058729,31.21.0.32,2026-06-24 08:07:02,104,55.82,268.56,internet.telco.com
SESAB9531ED534F,CUST100081077,77.236.139.93,2026-06-01 15:08:59,165,2.55,177.08,iot.telco.com
SES9CECD9AE04BC,CUST100018857,223.6.45.185,2026-07-10 06:58:08,79,1.12,183.53,broadband.telco.com
SES1131BDCC57A3,CUST100089867,160.160.94.203,2026-07-16 15:18:24,134,22.74,168.0,iot.telco.com
SESBB79DBC601FC,CUST100085741,221.151.128.74,2026-06-02 11:22:12,65,10.96,45.01,broadband.telco.com
SESBD9031ECA8FB,CUST100017736,178.112.107.232,2026-06-12 04:06:18,286,31.78,382.06,iot.telco.com
SES6020FF4E4F78,CUST100067827,190.178.203.208,2026-07-15 16:13:31,207,0.18,216.23,internet.telco.com
SES85F7994C3589,CUST100064179,156.138.117.58,2026-07-01 01:36:49,157,1.19,72.48,iot.telco.com
SES214EB1F07489,CUST100002587,221.59.54.207,2026-07-14 02:08:21,288,30.66,1377.88,broadband.telco.com
SESBA7DE1028085,CUST100036682,195.235.64.55,2026-06-17 18:44:34,115,27.48,182.23,broadband.telco.com
SES14ED8A1D0498,CUST100062004,104.220.96.177,2026-06-10 05:28:34,84,64.86,34.22,iot.telco.com
SES105CDC6EB353,CUST100087546,215.252.229.110,2026-06-17 06:45:58,365,122.89,127.7,internet.telco.com
SES3F8751CB3681,CUST100078869,138.136.6.70,2026-06-19 03:08:07,138,277.95,109.46,internet.telco.com
SESDD531C184775,CUST100071235,62.40.106.12,2026-07-10 04:54:40,77,133.01,410.65,iot.telco.com
SESF63BFC85ABF0,CUST100006859,206.245.41.153,2026-06-25 11:26:30,313,43.22,200.04,internet.telco.com
SES88B316AD341A,CUST100088571,211.84.195.201,2026-07-15 13:42:32,52,107.3,591.0,internet.telco.com
SESCD10E09807B1,CUST100092711,204.71.226.106,2026-06-26 15:39:17,132,70.65,183.51,broadband.telco.com
SES5D0CB15E849D,CUST100044661,216.103.241.83,2026-07-17 23:16:00,91,24.3,208.25,broadband.telco.com
SES04A293504264,CUST100025026,208.184.235.198,2026-07-08 23:54:28,1,50.76,127.54,broadband.telco.com
SES143B8B9F7A7D,CUST100034738,200.185.43.202,2026-06-20 09:05:17,123,4.19,70.15,broadband.telco.com
SES2562800B1115,CUST100079675,205.93.86.214,2026-07-09 01:49:09,205,69.31,483.36,iot.telco.com
SES151001591123,CUST100009603,62.144.216.21,2026-07-13 08:48:52,51,15.45,137.33,broadband.telco.com
SES76FCC8C8EC05,CUST100057494,200.72.31.12,2026-06-02 14:35:41,73,15.32,135.14,iot.telco.com
SES428D3098287B,CUST100033940,92.108.132.14,2026-06-14 05:56:11,278,8.16,71.27,internet.telco.com
SESE5160AD5E3B4,CUST100078765,200.130.113.204,2026-07-03 12:44:01,365,26.24,113.11,iot.telco.com
SES91A9E9EDF8F6,CUST100089435,149.217.72.143,2026-07-03 16:21:40,134,36.93,82.19,iot.telco.com
SESC071900A6C6E,CUST100036907,223.238.91.135,2026-07-09 03:03:52,296,78.41,37.12,broadband.telco.com
SES3FF5B7BD545C,CUST100011440,171.58.215.121,2026-07-22 15:11:04,39,52.36,482.65,internet.telco.com
SESCA7BFFAE9DB5,CUST100037576,197.198.2.140,2026-06-22 14:17:42,166,39.18,175.48,iot.telco.com
SES97C68B8AD16A,CUST100063997,66.124.172.205,2026-06-11 15:03:19,357,33.51,337.44,internet.telco.com
SES18509CE13D27,CUST100002303,32.201.160.125,2026-06-24 00:34:24,2,9.72,608.71,broadband.telco.com
SES744FB8A4DAF2,CUST100079644,97.18.169.41,2026-06-28 03:27:01,288,110.95,198.52,internet.telco.com
SES295000122B02,CUST100037770,166.140.69.218,2026-07-02 01:03:46,3,23.72,341.62,iot.telco.com
SESD3A214767F9E,CUST100068376,217.141.135.230,2026-07-09 07:28:37,348,22.63,360.7,broadband.telco.com
SES14ADD0F9A105,CUST100081580,36.67.221.143,2026-06-14 03:06:20,115,70.94,497.17,internet.telco.com
SESBC8093846A29,CUST100057279,201.232.243.86,2026-07-22 18:31:53,128,58.82,378.04,broadband.telco.com
SESBD972DA9AC42,CUST100009581,132.6.213.128,2026-06-19 20:09:58,136,4.04,106.52,iot.telco.com
SES5C004A3F29F4,CUST100020499,171.127.158.114,2026-07-06 20:24:12,315,17.41,266.88,iot.telco.com
SES18C984B52712,CUST100021085,218.183.162.124,2026-06-28 10:58:44,391,17.34,226.42,iot.telco.com
SES25BDB9F3E235,CUST100046607,107.120.244.0,2026-06-26 14:06:57,69,6.46,167.14,broadband.telco.com
SES6113B80FC158,CUST100090749,222.208.163.157,2026-07-03 15:51:03,271,32.18,112.37,broadband.telco.com
SES58380E2298A3,CUST100040790,172.94.93.0,2026-06-06 08:08:33,124,2.73,186.67,iot.telco.com
SESB20D75A0383E,CUST100084780,200.66.202.27,2026-07-09 20:41:12,167,8.8,770.36,iot.telco.com
SES453B77EDFFDB,CUST100084667,78.94.119.185,2026-06-27 06:37:53,30,10.69,134.97,iot.telco.com
SES7ECF985F55FE,CUST100026417,180.155.121.81,2026-06-26 04:40:00,167,57.98,235.37,iot.telco.com
SES5DA1DD484580,CUST100011005,193.89.133.189,2026-07-04 01:40:10,169,0.12,227.3,iot.telco.com
SES57030F685506,CUST100006234,207.169.251.229,2026-07-04 21:52:32,117,3.86,262.31,internet.telco.com
SESE4438FCE73B8,CUST100098503,90.164.169.18,2026-06-07 21:47:01,164,0.28,511.59,broadband.telco.com
SES11AA91AF9DB5,CUST100093854,133.39.227.53,2026-07-21 14:20:11,154,14.26,154.94,internet.telco.com
SESFA64790228CA,CUST100063824,187.183.203.22,2026-07-03 06:18:47,77,35.7,1487.04,broadband.telco.com
SESFBDE415B70ED,CUST100024714,115.100.7.180,2026-06-30 07:14:58,89,80.38,374.14,iot.telco.com
SES7D91FBCB6BD3,CUST100040759,211.239.57.38,2026-07-21 13:12:33,67,76.91,88.34,internet.telco.com
SES365ADD472F84,CUST100047138,171.182.51.141,2026-06-23 12:02:45,369,17.68,28.71,iot.telco.com
SES36583E2BDFC8,CUST100034889,204.33.48.76,2026-06-25 09:06:02,387,31.16,507.04,broadband.telco.com
SES8E48F231418A,CUST100084935,202.247.42.92,2026-06-20 13:52:27,105,11.35,232.4,internet.telco.com
SES60E35ED5CC76,CUST100080121,41.153.228.70,2026-07-03 21:49:59,409,2.7,61.65,iot.telco.com
SES282F5AB746EA,CUST100042526,17.42.115.179,2026-07-07 17:03:19,164,79.03,472.0,broadband.telco.com
SES09CE51705FF4,CUST100061047,170.151.154.44,2026-06-09 21:44:51,176,16.61,532.63,internet.telco.com
SES4D4F67905FE0,CUST100089312,202.153.137.121,2026-06-05 21:26:37,9,10.03,100.32,internet.telco.com
SESDC8BF2F6F3CD,CUST100039438,139.116.55.148,2026-06-19 08:57:55,88,74.36,290.86,internet.telco.com
SES0B914DD8E091,CUST100012880,101.116.253.137,2026-06-05 14:53:52,148,7.46,611.21,internet.telco.com
SES8FB0716160F8,CUST100005952,156.52.226.243,2026-07-06 02:19:42,318,55.58,942.2,internet.telco.com
SES9F2184E6DBE8,CUST100043956,51.219.139.166,2026-06-09 22:09:28,466,15.53,133.68,iot.telco.com
SES481174AB3A26,CUST100020729,200.124.38.208,2026-06-25 05:24:10,70,21.32,98.45,broadband.telco.com
SESC49B777C89EC,CUST100040528,219.34.5.93,2026-07-16 17:49:18,229,32.46,202.39,iot.telco.com
SESBE33A01DAE0B,CUST100005520,215.215.241.173,2026-07-19 01:01:27,313,49.52,672.13,iot.telco.com
SES8F602E521DD2,CUST100039648,194.185.170.79,2026-06-19 23:21:38,323,84.27,148.7,internet.telco.com
SES27392C6E3F5A,CUST100098184,178.18.184.60,2026-06-03 05:28:52,460,4.45,163.57,internet.telco.com
SES2DE3F538F5C4,CUST100072205,37.203.243.216,2026-06-03 10:38:54,404,90.86,269.39,iot.telco.com
SES575584D42BDE,CUST100048551,50.226.185.46,2026-06-12 17:29:39,270,155.26,1074.83,iot.telco.com
SESC36084E68979,CUST100077247,196.198.164.178,2026-07-15 08:26:49,360,6.43,2183.45,internet.telco.com
SES6D1BE4DC14B8,CUST100015538,213.43.52.214,2026-06-28 11:32:00,243,47.46,134.89,internet.telco.com
SES162F103A34A1,CUST100019912,146.248.186.101,2026-07-03 18:10:50,447,154.92,54.24,iot.telco.com
SES6F54A0250A5E,CUST100044982,29.86.81.50,2026-06-05 00:41:15,81,3.3,71.49,internet.telco.com
SESB86C8EF563C4,CUST100029181,27.109.10.62,2026-07-08 05:45:50,433,6.76,28.74,iot.telco.com
SESC2F4E19CE3DD,CUST100030924,197.163.9.133,2026-07-03 20:39:34,346,21.83,158.05,iot.telco.com
SES9F3149C1318B,CUST100003464,196.53.208.57,2026-06-22 03:56:58,52,37.0,119.4,internet.telco.com
SES81402A272836,CUST100043917,38.78.183.45,2026-07-03 23:40:19,388,66.18,1703.95,iot.telco.com
SES5F68B2646A4A,CUST100087579,191.61.67.149,2026-06-20 03:59:53,98,51.87,216.38,internet.telco.com
SES43A00BAD8452,CUST100007485,45.13.167.182,2026-06-06 00:53:23,329,54.21,52.15,broadband.telco.com
SES6F05B3CA320F,CUST100049106,79.86.153.231,2026-07-11 06:19:01,102,121.94,453.25,internet.telco.com
SESD7AFF78735CB,CUST100019565,213.203.222.190,2026-06-10 13:41:23,114,29.91,89.24,broadband.telco.com
