party_id,customer_id,party_type,role,relationship_to_account
PTY4D3D58FF5B,CUST100065434,Individual,Beneficiary,Child
PTY464D574624,CUST100063209,Individual,Primary Account Holder,Dependent
PTY4B9FCF68B1,CUST100064209,Individual,Authorized User,Self
PTYD30A7E8E33,CUST100007791,Individual,Primary Account Holder,Child
PTY277D5176DB,CUST100083207,Individual,Primary Account Holder,Spouse
PTYE24F36ED69,CUST100050906,Individual,Primary Account Holder,Spouse
PTY7E5AE24989,CUST100046932,Organization,Authorized User,Dependent
PTYC23C53784E,CUST100043057,Individual,Beneficiary,Child
PTYBED48B06BD,CUST100037800,Individual,Primary Account Holder,Business Partner
PTY0967DDB1A5,CUST100066124,Organization,Authorized User,Spouse
PTYB459D83C69,CUST100060631,Individual,Primary Account Holder,Dependent
PTYD5C9342107,CUST100093915,Individual,Primary Account Holder,Child
PTY372A83B8FA,CUST100053523,Individual,Primary Account Holder,Spouse
PTYFA91B2141A,CUST100097494,Individual,Authorized User,Dependent
PTY1D7AB91EE2,CUST100084669,Individual,Primary Account Holder,Business Partner
PTY340F3CC386,CUST100098971,Individual,Primary Account Holder,Dependent
PTYCC698100DA,CUST100085652,Individual,Primary Account Holder,Self
PTYE8B2E77913,CUST100087021,Individual,Authorized User,Self
PTYE8289A2CDE,CUST100055586,Individual,Primary Account Holder,Spouse
PTYE788B6E93B,CUST100070098,Individual,Primary Account Holder,Child
PTY516A0DE1DD,CUST100007760,Organization,Beneficiary,Business Partner
PTYA9F1D14D59,CUST100087276,Organization,Beneficiary,Dependent
PTY5BE27FD696,CUST100036829,Individual,Primary Account Holder,Child
PTY9F4809C76C,CUST100069955,Individual,Authorized User,Business Partner
PTY2B704858AE,CUST100043497,Organization,Authorized User,Self
PTY56039803CC,CUST100066132,Individual,Authorized User,Self
PTY028EEE2D70,CUST100070837,Individual,Primary Account Holder,Spouse
PTY7D5CDD3575,CUST100085182,Individual,Primary Account Holder,Business Partner
PTY19A809180F,CUST100067724,Individual,Primary Account Holder,Spouse
PTYCE9B22C571,CUST100062075,Individual,Primary Account Holder,Child
PTY27B6DA8099,CUST100016999,Individual,Guarantor,Business Partner
PTY8972002FA4,CUST100000807,Individual,Primary Account Holder,Business Partner
PTYD2F98B19DD,CUST100005022,Individual,Primary Account Holder,Child
PTYD7A2AAE6CD,CUST100033946,Individual,Authorized User,Dependent
PTY9A0ABA0923,CUST100073924,Individual,Primary Account Holder,Self
PTYA5BB13AB0C,CUST100079301,Individual,Guarantor,Spouse
PTYA8952CFBC4,CUST100061414,Individual,Primary Account Holder,Self
PTY723B6583C5,CUST100062507,Individual,Primary Account Holder,Self
PTYCE02140F52,CUST100056120,Individual,Primary Account Holder,Child
PTY3E7D705CB3,CUST100064342,Individual,Primary Account Holder,Self
PTY671D02FBE1,CUST100051033,Individual,Primary Account Holder,Dependent
PTYC295AD41C7,CUST100016289,Individual,Primary Account Holder,Dependent
PTYBCE8D580C7,CUST100047196,Individual,Authorized User,Dependent
PTYE8C5F86284,CUST100023595,Individual,Authorized User,Spouse
PTY82009C33AF,CUST100056740,Individual,Authorized User,Spouse
PTYB74C5852EF,CUST100006670,Individual,Primary Account Holder,Dependent
PTYBBB0E7BE43,CUST100082047,Individual,Primary Account Holder,Dependent
PTY4E4654B095,CUST100066301,Individual,Primary Account Holder,Business Partner
PTYD48F83C565,CUST100026833,Individual,Beneficiary,Spouse
PTYFDE325D6FB,CUST100044968,Individual,Primary Account Holder,Child
PTYF1689CCF42,CUST100072209,Individual,Primary Account Holder,Spouse
PTY71E2F45D5B,CUST100014489,Individual,Guarantor,Child
PTY5B06AFD205,CUST100032608,Individual,Primary Account Holder,Child
PTYDEC6016863,CUST100049105,Organization,Authorized User,Child
PTYE4860134DB,CUST100001580,Individual,Authorized User,Business Partner
PTY8F80E6590B,CUST100021521,Individual,Primary Account Holder,Self
PTYC298C42331,CUST100069888,Individual,Primary Account Holder,Dependent
PTY35B79E5478,CUST100044358,Individual,Beneficiary,Dependent
PTY50C28D521B,CUST100051764,Organization,Primary Account Holder,Self
PTY985F75ACAB,CUST100011305,Individual,Primary Account Holder,Dependent
PTYF57AC8CC24,CUST100043231,Individual,Primary Account Holder,Child
PTYF0BC213CF1,CUST100077874,Individual,Beneficiary,Spouse
PTYCFD8272F43,CUST100087998,Individual,Authorized User,Spouse
PTYD460A6B452,CUST100072982,Individual,Authorized User,Self
PTY9C260B9B00,CUST100047389,Individual,Primary Account Holder,Dependent
PTYCB3150BB6D,CUST100016084,Individual,Primary Account Holder,Child
PTYA6E2737F64,CUST100058762,Individual,Beneficiary,Child
PTYD218F47254,CUST100009061,Organization,Primary Account Holder,Child
PTY6018A7A174,CUST100048037,Individual,Primary Account Holder,Spouse
PTY3D6F5246A6,CUST100004542,Individual,Primary Account Holder,Business Partner
PTY3CC270605E,CUST100007511,Individual,Primary Account Holder,Child
PTY1819BED231,CUST100079164,Individual,Primary Account Holder,Spouse
PTYA8848DA88A,CUST100028987,Individual,Primary Account Holder,Business Partner
PTY650346EBF6,CUST100016199,Individual,Primary Account Holder,Spouse
PTY3B353B06ED,CUST100025001,Individual,Primary Account Holder,Self
PTY3E17D51B00,CUST100054102,Individual,Primary Account Holder,Child
PTYCBA96BAB3A,CUST100068466,Individual,Authorized User,Business Partner
PTY87EEE231CE,CUST100013998,Individual,Guarantor,Dependent
PTY79E00D17A7,CUST100050295,Individual,Primary Account Holder,Self
PTYEECDD3B9CF,CUST100030842,Individual,Primary Account Holder,Dependent
PTY0AC14C8DFA,CUST100070918,Individual,Primary Account Holder,Spouse
PTY70D2D61DAB,CUST100030031,Individual,Authorized User,Spouse
PTY896AB47C9C,CUST100023332,Individual,Beneficiary,Spouse
PTY5AD3EBB3D2,CUST100041809,Organization,Authorized User,Spouse
PTY559BFE390C,CUST100056351,Individual,Primary Account Holder,Dependent
PTY68F2F23710,CUST100049569,Organization,Authorized User,Dependent
PTY5E21B7EF30,CUST100060225,Individual,Primary Account Holder,Dependent
PTY82744642C7,CUST100034723,Individual,Primary Account Holder,Dependent
PTYAFF9F6559C,CUST100068410,Individual,Authorized User,Spouse
PTYB1C489A6E8,CUST100095247,Individual,Guarantor,Business Partner
PTY99EB4F2460,CUST100078616,Individual,Guarantor,Business Partner
PTY87BD93471D,CUST100041840,Individual,Primary Account Holder,Business Partner
PTY54D7878578,CUST100029802,Individual,Authorized User,Child
PTYC25FD122C9,CUST100025449,Individual,Primary Account Holder,Business Partner
PTY20A46AC25B,CUST100094717,Individual,Primary Account Holder,Spouse
PTY4A59C43AD6,CUST100039008,Individual,Primary Account Holder,Business Partner
PTY8A480F08D5,CUST100014534,Individual,Primary Account Holder,Spouse
PTY9ACFEE6937,CUST100013975,Individual,Authorized User,Spouse
PTY8F6A4F30A2,CUST100075025,Individual,Primary Account Holder,Dependent
PTY7BDD429A5E,CUST100011659,Individual,Authorized User,Child
PTY5451BA8A93,CUST100002445,Individual,Primary Account Holder,Dependent
PTYF4F34C1341,CUST100033186,Individual,Authorized User,Dependent
PTY5A7909C2AB,CUST100028771,Individual,Beneficiary,Dependent
PTYA22173FECB,CUST100020027,Individual,Primary Account Holder,Child
PTY5065DF5045,CUST100098891,Individual,Primary Account Holder,Child
PTY949C669946,CUST100086431,Individual,Beneficiary,Child
PTY90A0B1D5D7,CUST100047422,Individual,Primary Account Holder,Child
PTY5059CFC538,CUST100055955,Individual,Primary Account Holder,Child
PTY0DFB174AB9,CUST100057731,Individual,Authorized User,Self
PTYB7B037670B,CUST100061928,Individual,Primary Account Holder,Child
PTYF667552517,CUST100028599,Individual,Authorized User,Dependent
PTY4D8F66E468,CUST100053260,Individual,Primary Account Holder,Dependent
PTY2A171C85A5,CUST100018118,Individual,Guarantor,Dependent
PTYB7264CCB00,CUST100004797,Individual,Primary Account Holder,Dependent
PTY9FF42EAB21,CUST100012459,Individual,Primary Account Holder,Self
PTYB307A705BE,CUST100034092,Individual,Guarantor,Business Partner
PTY82B215624B,CUST100019245,Individual,Primary Account Holder,Child
PTYCFCCE93393,CUST100063484,Individual,Authorized User,Business Partner
PTYEC98C9485D,CUST100046399,Individual,Beneficiary,Dependent
PTYEDDAD967E0,CUST100015890,Individual,Primary Account Holder,Business Partner
PTY815DA9CA69,CUST100026540,Individual,Primary Account Holder,Self
PTY1E4CC9F13E,CUST100038975,Individual,Beneficiary,Self
PTY61C4CF329D,CUST100095779,Individual,Primary Account Holder,Self
PTYC932A318F0,CUST100039561,Individual,Beneficiary,Child
PTY6FBED7A7A2,CUST100013200,Individual,Primary Account Holder,Business Partner
PTY2C456F2EF0,CUST100054280,Individual,Beneficiary,Business Partner
PTYFE2B10DD40,CUST100028575,Individual,Primary Account Holder,Dependent
PTYD5B2022FB4,CUST100058676,Individual,Primary Account Holder,Dependent
PTY35942CA076,CUST100054041,Organization,Primary Account Holder,Dependent
PTYAAB51650D8,CUST100061390,Organization,Primary Account Holder,Spouse
PTY87187152A3,CUST100050463,Individual,Primary Account Holder,Dependent
PTY5C690070D3,CUST100080832,Organization,Primary Account Holder,Dependent
PTY652D128061,CUST100003558,Individual,Guarantor,Business Partner
PTY61FF8BD8B1,CUST100091590,Individual,Primary Account Holder,Business Partner
PTYAAF306628C,CUST100032723,Individual,Authorized User,Self
PTYB4E028E856,CUST100066985,Individual,Primary Account Holder,Dependent
PTY45C5F8CBF4,CUST100021845,Individual,Primary Account Holder,Business Partner
PTY5A09D9850D,CUST100029144,Individual,Primary Account Holder,Business Partner
PTY49D3A7920B,CUST100048936,Individual,Authorized User,Self
PTY520F083E86,CUST100046271,Individual,Authorized User,Business Partner
PTY4161E17182,CUST100053961,Individual,Primary Account Holder,Dependent
PTY4216C5F0CB,CUST100064987,Individual,Beneficiary,Dependent
PTY9DC113D154,CUST100012799,Individual,Primary Account Holder,Self
PTYFC03B5A1B3,CUST100037351,Individual,Authorized User,Spouse
PTYFCBC8708FC,CUST100073597,Individual,Primary Account Holder,Child
PTY1B4E76F5CE,CUST100089073,Individual,Guarantor,Spouse
PTY5376862532,CUST100043072,Organization,Primary Account Holder,Dependent
PTYAD14DCF2E9,CUST100081603,Individual,Primary Account Holder,Child
PTY31CB862554,CUST100097030,Individual,Primary Account Holder,Dependent
PTYEB6095DD79,CUST100038563,Individual,Authorized User,Spouse
PTY6DB73A3150,CUST100086508,Individual,Guarantor,Child
PTYCB307D2A4E,CUST100022593,Individual,Primary Account Holder,Business Partner
PTY9F0BAB2626,CUST100096327,Organization,Primary Account Holder,Dependent
PTY04C1D2834B,CUST100043121,Individual,Authorized User,Spouse
PTY996C15BAB9,CUST100042852,Individual,Guarantor,Business Partner
PTY975AFEDD5D,CUST100049636,Organization,Primary Account Holder,Dependent
PTYB4B8C54119,CUST100040467,Individual,Authorized User,Dependent
PTY1D0058554B,CUST100043951,Individual,Authorized User,Dependent
PTY7052729220,CUST100015645,Individual,Primary Account Holder,Business Partner
PTY246DE866D4,CUST100086588,Individual,Authorized User,Child
PTY316807B7DA,CUST100079703,Individual,Primary Account Holder,Spouse
PTYD05435E5F1,CUST100035179,Individual,Beneficiary,Business Partner
PTY03FCDB8430,CUST100001967,Individual,Primary Account Holder,Self
PTYAB9494EA47,CUST100012411,Individual,Beneficiary,Dependent
PTY8C933F06CF,CUST100023234,Individual,Primary Account Holder,Spouse
PTY4148A8FDC6,CUST100060341,Individual,Primary Account Holder,Business Partner
PTYAD9B9C29D2,CUST100014195,Individual,Authorized User,Child
PTYE14B45EED9,CUST100072245,Individual,Authorized User,Spouse
PTYB7ADA4C61A,CUST100057428,Organization,Primary Account Holder,Business Partner
PTYE703129827,CUST100093327,Individual,Authorized User,Self
PTY3166805D61,CUST100017100,Individual,Authorized User,Child
PTY75FE685F76,CUST100093317,Individual,Primary Account Holder,Self
PTY8DBCC8B326,CUST100039206,Individual,Primary Account Holder,Business Partner
PTY4165A58BEC,CUST100062651,Individual,Authorized User,Spouse
PTY5EC13A2D92,CUST100090122,Individual,Primary Account Holder,Child
PTY995385A011,CUST100097891,Individual,Primary Account Holder,Dependent
PTY04A203EE2F,CUST100019287,Individual,Primary Account Holder,Business Partner
PTY136F823324,CUST100068307,Organization,Primary Account Holder,Self
PTY256B720650,CUST100084552,Organization,Primary Account Holder,Business Partner
PTY59C07467B4,CUST100000122,Individual,Guarantor,Business Partner
PTY575EBE2FC8,CUST100022129,Individual,Guarantor,Business Partner
PTYAF63375D86,CUST100093703,Individual,Beneficiary,Spouse
PTY979DD4A88D,CUST100030966,Individual,Primary Account Holder,Dependent
PTY9AAC179E0F,CUST100075778,Individual,Authorized User,Spouse
PTYEE942F0D6A,CUST100066519,Individual,Primary Account Holder,Self
PTYE85F63550A,CUST100053934,Individual,Guarantor,Self
PTY37A7C04EBB,CUST100077147,Individual,Primary Account Holder,Self
PTY43F0E4BC30,CUST100000499,Individual,Primary Account Holder,Spouse
PTY3D43FFFAA1,CUST100017423,Individual,Primary Account Holder,Spouse
PTY1C6ACE69C8,CUST100024902,Organization,Beneficiary,Child
PTY6C2ABEEF98,CUST100093307,Individual,Primary Account Holder,Self
PTY3702FC9CF2,CUST100002887,Individual,Primary Account Holder,Child
PTYE57B3EEDF1,CUST100037665,Individual,Primary Account Holder,Dependent
PTYE4C1098B98,CUST100030470,Individual,Primary Account Holder,Spouse
PTYC0DB05FA51,CUST100010496,Individual,Authorized User,Dependent
PTY908317F82F,CUST100052573,Individual,Primary Account Holder,Spouse
PTYD2B31EB3C6,CUST100007677,Individual,Authorized User,Child
PTY916CA94FC7,CUST100025464,Individual,Guarantor,Dependent
PTY87D27DF96D,CUST100002462,Individual,Authorized User,Spouse
PTYA95BE34FA7,CUST100048397,Individual,Primary Account Holder,Child
PTYE1D9E2B349,CUST100023427,Organization,Primary Account Holder,Child
PTY52C0E8368B,CUST100067118,Individual,Primary Account Holder,Business Partner
PTY0A57E45851,CUST100084965,Individual,Primary Account Holder,Self
PTYB37B751374,CUST100066724,Individual,Authorized User,Spouse
PTY363C0FBE7B,CUST100010618,Organization,Authorized User,Child
PTY9BC40F4EB4,CUST100060828,Individual,Authorized User,Dependent
PTYE9C65CFDAF,CUST100026234,Individual,Primary Account Holder,Business Partner
PTYB498F4CFBE,CUST100077989,Individual,Primary Account Holder,Dependent
PTYE97B517077,CUST100072304,Individual,Beneficiary,Self
PTYA9B585857F,CUST100066838,Individual,Authorized User,Spouse
PTYD1521B57E4,CUST100071799,Individual,Authorized User,Child
PTYDF4053A98C,CUST100049173,Individual,Authorized User,Business Partner
PTY0767AFCBD0,CUST100044442,Individual,Beneficiary,Child
PTYDCEE7D2DE5,CUST100036729,Individual,Authorized User,Child
PTYE2191BF008,CUST100053037,Individual,Authorized User,Spouse
PTYFE2B57D9FE,CUST100093191,Organization,Authorized User,Child
PTY788885C7EB,CUST100097283,Individual,Primary Account Holder,Self
PTY51190B83D0,CUST100078786,Organization,Authorized User,Dependent
PTYA15FDC35C8,CUST100068536,Individual,Primary Account Holder,Business Partner
PTY6A533F48AD,CUST100056595,Individual,Primary Account Holder,Dependent
PTY14820DDC08,CUST100019118,Individual,Guarantor,Self
PTY5EBDB3F32E,CUST100029446,Individual,Primary Account Holder,Spouse
PTYD123AD665B,CUST100067551,Individual,Authorized User,Dependent
PTY20DDF8C6BF,CUST100070771,Individual,Authorized User,Business Partner
PTYD44F947563,CUST100040380,Individual,Primary Account Holder,Business Partner
PTYD6AF7C32A5,CUST100082279,Individual,Primary Account Holder,Spouse
PTY92F9F19EA5,CUST100094398,Individual,Primary Account Holder,Spouse
PTY28F097EAAC,CUST100035133,Organization,Primary Account Holder,Self
PTYAB5EDDB59D,CUST100073917,Individual,Beneficiary,Dependent
PTYAF528D3A9C,CUST100067568,Individual,Guarantor,Dependent
PTYAA2295B8BD,CUST100059799,Organization,Primary Account Holder,Dependent
PTY5F96BF9D81,CUST100002685,Individual,Primary Account Holder,Business Partner
PTY06FBE8FD9C,CUST100058241,Individual,Primary Account Holder,Child
PTYFC28286B83,CUST100086396,Individual,Primary Account Holder,Spouse
PTYC7D8F3DD10,CUST100045838,Individual,Authorized User,Self
PTYB5BC74238E,CUST100040343,Individual,Authorized User,Dependent
PTY0158BFDBCF,CUST100068971,Individual,Beneficiary,Spouse
PTYB58DE02019,CUST100007146,Individual,Beneficiary,Business Partner
PTYD37CE0234E,CUST100090752,Individual,Authorized User,Spouse
PTYAB4210B0BF,CUST100067213,Organization,Authorized User,Child
PTY34217CEBDD,CUST100050787,Individual,Primary Account Holder,Self
PTY9A5C7A0C68,CUST100013161,Individual,Beneficiary,Child
PTY1CA2DB9E72,CUST100062223,Individual,Authorized User,Self
PTY2785721AD0,CUST100023969,Individual,Authorized User,Self
PTYF0DF2BD616,CUST100081480,Individual,Primary Account Holder,Business Partner
PTY48856EFADD,CUST100030717,Individual,Beneficiary,Dependent
PTY1862776CC9,CUST100073028,Individual,Primary Account Holder,Child
PTYB865AB5FDB,CUST100074059,Individual,Primary Account Holder,Spouse
PTYBE8C27AC29,CUST100017835,Organization,Authorized User,Dependent
PTYE88E4EFBD4,CUST100086622,Individual,Authorized User,Spouse
PTYF6E08E0AC1,CUST100044445,Individual,Primary Account Holder,Spouse
PTYAF3885C0F9,CUST100008583,Individual,Authorized User,Business Partner
PTY7C5B049187,CUST100005935,Individual,Primary Account Holder,Dependent
PTYE40AD924B0,CUST100053150,Individual,Authorized User,Dependent
PTYEE43153D3F,CUST100004822,Individual,Beneficiary,Business Partner
PTY3E0E9F0DD9,CUST100011792,Organization,Authorized User,Child
PTY317BE3571F,CUST100025892,Organization,Primary Account Holder,Dependent
PTY394104F120,CUST100054625,Organization,Beneficiary,Dependent
PTY06568F432E,CUST100024197,Individual,Authorized User,Business Partner
PTY5C1A565359,CUST100091367,Individual,Primary Account Holder,Dependent
PTY7E4161E95E,CUST100067182,Individual,Beneficiary,Spouse
PTY258ECDB769,CUST100014382,Individual,Primary Account Holder,Spouse
PTYEE246D5F2E,CUST100013717,Individual,Primary Account Holder,Self
PTY7FD65899C8,CUST100086848,Individual,Authorized User,Child
PTY2CDF388B4F,CUST100057761,Organization,Primary Account Holder,Spouse
PTY994C177DB5,CUST100098000,Individual,Primary Account Holder,Self
PTY8E2D411335,CUST100025113,Individual,Primary Account Holder,Self
PTY253CE0B6C3,CUST100032964,Individual,Beneficiary,Dependent
PTYECBF9BE660,CUST100091930,Individual,Beneficiary,Dependent
PTYEBBCA75346,CUST100037840,Individual,Authorized User,Spouse
PTY522A095BBC,CUST100028116,Organization,Primary Account Holder,Self
PTY48C8C0B1EF,CUST100014290,Individual,Primary Account Holder,Child
PTY15F0F9A539,CUST100086901,Individual,Authorized User,Child
PTY959421A9C9,CUST100073357,Individual,Primary Account Holder,Dependent
PTYAE59CD1F4E,CUST100068975,Individual,Primary Account Holder,Dependent
PTY91A00EF6FB,CUST100003078,Individual,Primary Account Holder,Spouse
PTY8B49C634FC,CUST100064843,Individual,Primary Account Holder,Self
PTY28299660C3,CUST100035839,Individual,Primary Account Holder,Child
PTY1548493AAC,CUST100001125,Individual,Primary Account Holder,Business Partner
PTY5EA93CE841,CUST100068714,Individual,Beneficiary,Dependent
PTY79A3CCC1BB,CUST100020756,Individual,Primary Account Holder,Child
PTYB71BE8AFB4,CUST100080061,Individual,Authorized User,Self
PTY8F306D80E2,CUST100021173,Individual,Primary Account Holder,Spouse
PTY6F391F3297,CUST100009915,Organization,Beneficiary,Spouse
PTYFC405E5428,CUST100036305,Organization,Primary Account Holder,Dependent
PTY4CF155DD85,CUST100077555,Organization,Authorized User,Business Partner
PTYDEEB125E2D,CUST100072106,Individual,Authorized User,Child
PTYF2EEC2FA37,CUST100086967,Individual,Primary Account Holder,Child
PTY1AE50CF93D,CUST100028884,Individual,Primary Account Holder,Spouse
PTY021049C0E5,CUST100024629,Individual,Primary Account Holder,Dependent
PTYB73B9A9DB3,CUST100081409,Individual,Primary Account Holder,Spouse
PTY7074A1DF97,CUST100071080,Individual,Primary Account Holder,Spouse
PTYDFD01BD54F,CUST100083658,Individual,Primary Account Holder,Business Partner
PTYC3F86050C6,CUST100067559,Individual,Primary Account Holder,Self
PTY5E63EF3144,CUST100092912,Individual,Authorized User,Self
PTY2154F310EF,CUST100024301,Organization,Primary Account Holder,Self
PTY7E0D3C68A1,CUST100075817,Individual,Primary Account Holder,Dependent
PTYE94656D89E,CUST100013183,Individual,Primary Account Holder,Dependent
PTYD20A4C4A43,CUST100079918,Individual,Primary Account Holder,Self
PTY5AF8844FCA,CUST100082400,Individual,Primary Account Holder,Business Partner
PTYF4E8BFC512,CUST100085017,Individual,Guarantor,Self
PTYF9920E7FD7,CUST100027162,Individual,Authorized User,Self
PTYFA68F72FED,CUST100057907,Organization,Primary Account Holder,Business Partner
PTYC23738F498,CUST100031909,Individual,Primary Account Holder,Business Partner
PTYD47FA413CC,CUST100085646,Individual,Primary Account Holder,Business Partner
PTY1824E3D329,CUST100062285,Individual,Authorized User,Self
PTYF4E0D06BA8,CUST100094624,Individual,Primary Account Holder,Self
PTYE66C385254,CUST100012680,Organization,Authorized User,Child
PTYE0C9D120E4,CUST100080187,Individual,Primary Account Holder,Dependent
PTYCA865673E8,CUST100043563,Individual,Primary Account Holder,Business Partner
PTY5A47D4C957,CUST100078837,Individual,Primary Account Holder,Self
PTYEC0BFCB80A,CUST100054951,Individual,Authorized User,Dependent
PTY126FFDF808,CUST100081140,Individual,Authorized User,Dependent
PTY59B01F94DE,CUST100016121,Individual,Authorized User,Dependent
PTYD6F06CAC9F,CUST100058023,Individual,Authorized User,Self
PTY3411BECF4A,CUST100019641,Organization,Primary Account Holder,Dependent
PTY008B63E1FE,CUST100030730,Individual,Primary Account Holder,Self
PTYBF5336433C,CUST100028487,Individual,Guarantor,Spouse
PTYF20510EEFA,CUST100075594,Individual,Primary Account Holder,Child
PTYA6F4586610,CUST100036454,Individual,Primary Account Holder,Spouse
PTY9F2D43F6DE,CUST100043509,Individual,Authorized User,Business Partner
PTY08A5AE5695,CUST100073745,Individual,Primary Account Holder,Spouse
PTY365B280B1C,CUST100096058,Individual,Primary Account Holder,Self
PTY7549715808,CUST100069331,Individual,Authorized User,Child
PTY1CE2E97284,CUST100066282,Individual,Primary Account Holder,Business Partner
PTYCD594B1741,CUST100051449,Individual,Primary Account Holder,Child
PTYAD065D266C,CUST100065775,Individual,Primary Account Holder,Child
PTYAA4368E41A,CUST100071599,Organization,Beneficiary,Self
PTY6F6E85AC6C,CUST100097893,Individual,Primary Account Holder,Dependent
PTY9C4C2E99C0,CUST100005679,Individual,Primary Account Holder,Child
PTY68F161C260,CUST100040813,Individual,Authorized User,Self
PTYE7459138FD,CUST100029850,Individual,Primary Account Holder,Dependent
PTYB0C46DDD64,CUST100049242,Individual,Primary Account Holder,Dependent
PTYA6609050C2,CUST100093524,Individual,Guarantor,Dependent
PTYAB52ACADA9,CUST100092406,Individual,Authorized User,Child
PTY82F2ED9FE7,CUST100007474,Individual,Primary Account Holder,Business Partner
PTYF5B15F5706,CUST100059171,Organization,Primary Account Holder,Child
PTYEE007F1F05,CUST100014695,Individual,Primary Account Holder,Business Partner
PTY411DFBD6F3,CUST100082848,Organization,Beneficiary,Spouse
PTY6FE91AEE73,CUST100078719,Individual,Authorized User,Child
PTY16B8D6D86E,CUST100012969,Organization,Primary Account Holder,Self
PTYE9DEA0C268,CUST100085899,Individual,Authorized User,Self
PTY44FBA606D4,CUST100024726,Individual,Primary Account Holder,Business Partner
PTY293D3F1DCF,CUST100038701,Individual,Authorized User,Self
PTY90E0E70BDC,CUST100091326,Individual,Primary Account Holder,Business Partner
PTY2660FA1B5B,CUST100057191,Individual,Primary Account Holder,Spouse
PTY68E755EE5E,CUST100096882,Individual,Primary Account Holder,Child
PTYE4822CA96D,CUST100057966,Organization,Primary Account Holder,Dependent
PTY57D9B7C73C,CUST100082621,Individual,Beneficiary,Self
PTY4644D463E7,CUST100024289,Individual,Beneficiary,Dependent
PTYF842839E12,CUST100038890,Individual,Authorized User,Self
PTY9060584444,CUST100001812,Individual,Authorized User,Spouse
PTYD4C5D0CA5B,CUST100025630,Individual,Primary Account Holder,Business Partner
PTY7BA2CBCF09,CUST100093185,Individual,Primary Account Holder,Child
PTY9DDFE2E65D,CUST100053607,Individual,Primary Account Holder,Spouse
PTYB38148550B,CUST100056949,Individual,Primary Account Holder,Self
PTY494B053BD3,CUST100014328,Individual,Authorized User,Dependent
PTY6BD8EC4DE8,CUST100063542,Individual,Primary Account Holder,Child
PTY7684694AA1,CUST100029280,Individual,Primary Account Holder,Business Partner
PTY77333CEDBA,CUST100049626,Individual,Primary Account Holder,Spouse
PTYC846CF808A,CUST100000478,Organization,Primary Account Holder,Child
PTYAF8ED8DB80,CUST100033501,Organization,Primary Account Holder,Self
PTYFACD752BEC,CUST100066780,Individual,Authorized User,Business Partner
PTYAB9053770E,CUST100002228,Individual,Primary Account Holder,Dependent
PTY0ED7E6B391,CUST100018737,Individual,Primary Account Holder,Business Partner
PTY2D48824BB7,CUST100047956,Organization,Guarantor,Child
PTY8166A5D927,CUST100004600,Individual,Primary Account Holder,Spouse
PTY5940C851F6,CUST100021085,Individual,Primary Account Holder,Spouse
PTY54E7AC012B,CUST100071061,Organization,Primary Account Holder,Business Partner
PTY95FBB32B22,CUST100025866,Individual,Guarantor,Spouse
PTY320DDB6B3F,CUST100095027,Individual,Primary Account Holder,Spouse
PTYDAC5569F81,CUST100008695,Individual,Primary Account Holder,Spouse
PTYDE4A36C2DB,CUST100004175,Organization,Primary Account Holder,Business Partner
PTY88D6A8E416,CUST100045224,Individual,Primary Account Holder,Self
PTYC326CE4BD4,CUST100001062,Organization,Primary Account Holder,Dependent
PTYF853844064,CUST100033466,Individual,Authorized User,Dependent
PTYCA2434B44B,CUST100027440,Individual,Primary Account Holder,Child
PTY74CED6C5D0,CUST100062903,Organization,Beneficiary,Child
PTY37B2CE1CCA,CUST100090525,Individual,Guarantor,Spouse
PTY1F3BA9ABEA,CUST100076371,Individual,Authorized User,Dependent
PTYF1FEA6976B,CUST100056075,Individual,Guarantor,Business Partner
PTY1CB8762AA8,CUST100026021,Individual,Primary Account Holder,Self
PTYDED94B3C86,CUST100009631,Individual,Primary Account Holder,Business Partner
PTY61B048DA80,CUST100045632,Individual,Primary Account Holder,Business Partner
PTYA29B94BD67,CUST100005612,Individual,Primary Account Holder,Dependent
PTY66FFBC2FDC,CUST100057026,Individual,Primary Account Holder,Business Partner
PTY47B3669F54,CUST100055134,Individual,Primary Account Holder,Dependent
PTYDEF91FDEE1,CUST100045581,Individual,Primary Account Holder,Spouse
PTY4DFB27F2CF,CUST100058350,Individual,Primary Account Holder,Business Partner
PTYA2B0DB05E8,CUST100026453,Individual,Primary Account Holder,Dependent
PTY4059B548BD,CUST100000905,Individual,Primary Account Holder,Child
PTYD60E771886,CUST100097126,Individual,Authorized User,Spouse
PTYFE3D6B4E1D,CUST100036174,Individual,Primary Account Holder,Business Partner
PTYE5B0ABCE43,CUST100001773,Individual,Authorized User,Child
PTY37EE34B444,CUST100094801,Individual,Authorized User,Business Partner
PTY9F45FBA2FD,CUST100031285,Individual,Primary Account Holder,Spouse
PTY91DDD3C177,CUST100083875,Individual,Primary Account Holder,Dependent
PTY129EF74C79,CUST100027448,Individual,Authorized User,Business Partner
PTYBDCE68C4A9,CUST100035020,Individual,Primary Account Holder,Spouse
PTYEFE5627578,CUST100072479,Individual,Authorized User,Self
PTY32A8F6907A,CUST100027391,Individual,Primary Account Holder,Self
PTY30ED52F2A7,CUST100003180,Individual,Primary Account Holder,Self
PTY317CEA94B9,CUST100087194,Individual,Guarantor,Self
PTYE028766E7D,CUST100046333,Individual,Primary Account Holder,Self
PTY958DB24284,CUST100073465,Organization,Guarantor,Child
