tower_id,tower_name,latitude,longitude,region,tower_type,capacity_status
TWR104391,Site-Lisatown-4391,43.054165,-107.21982,Southwest,Small Cell,Near Capacity
TWR104392,Site-SouthPatricia-4392,37.463209,-81.646445,Southeast,Macro Cell,Normal
TWR104393,Site-SouthGregory-4393,28.298322,-86.19018,Southeast,Macro Cell,Normal
TWR104394,Site-SouthChelseatown-4394,26.477129,-78.29671,West,DAS,Normal
TWR104395,Site-Caitlinchester-4395,38.080209,-104.795215,Midwest,Small Cell,Near Capacity
TWR104396,Site-Jenkinsmouth-4396,25.142505,-83.927477,Pacific Northwest,Rooftop,Normal
TWR104397,Site-PortKaitlyn-4397,45.14385,-105.881117,Midwest,Macro Cell,Normal
TWR104398,Site-NewAmanda-4398,33.463824,-97.97729,Northeast,Macro Cell,Normal
TWR104399,Site-LakeTracychester-4399,38.230887,-91.082517,West,Macro Cell,Normal
TWR104400,Site-Rodriguezshire-4400,42.183832,-83.386748,Southwest,Rooftop,Near Capacity
TWR104401,Site-LakeHenryburgh-4401,40.950378,-84.634833,Midwest,Macro Cell,Normal
TWR104402,Site-PortLucasfurt-4402,38.620478,-101.036958,Southwest,DAS,Normal
TWR104403,Site-NorthPatriciastad-4403,34.455089,-124.454484,Midwest,Macro Cell,Normal
TWR104404,Site-Barbermouth-4404,24.960267,-80.755018,Northeast,Small Cell,Normal
TWR104405,Site-Edgarfort-4405,39.384273,-100.22054,West,DAS,Normal
TWR104406,Site-SouthJoseph-4406,38.299594,-88.388646,Midwest,Macro Cell,Congested
TWR104407,Site-Walkerfort-4407,33.454308,-101.117281,West,Small Cell,Normal
TWR104408,Site-Daltontown-4408,26.328365,-93.546659,Southeast,Small Cell,Normal
TWR104409,Site-Davischester-4409,39.453305,-114.333543,West,DAS,Near Capacity
TWR104410,Site-Peterchester-4410,42.146878,-106.553861,Northeast,Macro Cell,Normal
TWR104411,Site-EastJessica-4411,35.8355,-81.842731,Midwest,Macro Cell,Near Capacity
TWR104412,Site-Morrisport-4412,29.926573,-115.696163,Northeast,Small Cell,Normal
TWR104413,Site-WestMichael-4413,38.68303,-119.422305,Northeast,Small Cell,Normal
TWR104414,Site-PortLisaland-4414,34.20894,-89.822115,Midwest,Small Cell,Normal
TWR104415,Site-NewKeith-4415,27.707269,-74.164003,Northeast,Macro Cell,Normal
TWR104416,Site-NewJohn-4416,40.066077,-122.413078,Pacific Northwest,Macro Cell,Normal
TWR104417,Site-Robertburgh-4417,34.759521,-120.416583,Midwest,Small Cell,Normal
TWR104418,Site-EastPaulaberg-4418,29.585802,-117.183407,West,Macro Cell,Near Capacity
TWR104419,Site-PortStephenstad-4419,31.140461,-123.854721,Northeast,Rooftop,Normal
TWR104420,Site-Johntown-4420,46.452573,-94.571935,Southeast,Macro Cell,Normal
TWR104421,Site-NewRobert-4421,30.158208,-115.551229,Southeast,Small Cell,Normal
TWR104422,Site-Coffeyton-4422,30.794542,-98.959195,Northeast,Macro Cell,Normal
TWR104423,Site-NewBrianna-4423,37.399117,-110.149593,Southeast,Macro Cell,Near Capacity
TWR104424,Site-Sheppardburgh-4424,31.940673,-90.140872,Pacific Northwest,Macro Cell,Normal
TWR104425,Site-Martinhaven-4425,34.347682,-69.037441,Southeast,Macro Cell,Normal
TWR104426,Site-WestHeather-4426,33.133152,-79.885552,Southeast,Macro Cell,Normal
TWR104427,Site-Robinberg-4427,29.764748,-88.079621,Southeast,Small Cell,Normal
TWR104428,Site-EastCorey-4428,26.647925,-122.937605,Southeast,Macro Cell,Normal
TWR104429,Site-Knightstad-4429,26.308034,-77.27471,Southwest,Small Cell,Normal
TWR104430,Site-LakeDannyfort-4430,40.491749,-80.651837,Northeast,Small Cell,Normal
TWR104431,Site-Brownmouth-4431,44.310154,-100.868309,Southeast,Small Cell,Near Capacity
TWR104432,Site-Michaelborough-4432,36.784015,-99.955845,Southeast,Macro Cell,Congested
TWR104433,Site-WestCatherine-4433,49.356757,-91.582249,Pacific Northwest,Rooftop,Normal
TWR104434,Site-WestAndrew-4434,44.321,-100.194849,Southwest,Small Cell,Near Capacity
TWR104435,Site-WestDaniel-4435,34.379304,-89.903817,Southeast,Macro Cell,Normal
TWR104436,Site-WestElizabethstad-4436,25.153576,-103.947454,Pacific Northwest,DAS,Normal
TWR104437,Site-NorthChristianview-4437,35.974122,-112.534179,West,Macro Cell,Near Capacity
TWR104438,Site-Frederickview-4438,45.781673,-92.417018,West,DAS,Normal
TWR104439,Site-WestPaigefurt-4439,43.225873,-77.032374,West,Macro Cell,Normal
TWR104440,Site-Josephberg-4440,29.990979,-113.7187,Pacific Northwest,DAS,Normal
TWR104441,Site-WestTroy-4441,25.752836,-79.867547,West,Small Cell,Normal
TWR104442,Site-Williamsmouth-4442,25.251614,-82.180955,Southwest,Rooftop,Normal
TWR104443,Site-Jakeview-4443,45.376204,-100.048208,Midwest,Macro Cell,Normal
TWR104444,Site-NewVictor-4444,25.803514,-88.211106,Pacific Northwest,Macro Cell,Near Capacity
TWR104445,Site-NorthKristine-4445,31.172493,-79.879643,Southeast,Macro Cell,Normal
TWR104446,Site-Jamesborough-4446,38.765527,-124.348733,Southeast,Macro Cell,Normal
TWR104447,Site-SouthKristinabury-4447,39.475947,-89.295077,Northeast,Macro Cell,Normal
TWR104448,Site-Leside-4448,35.781811,-81.880378,Midwest,Macro Cell,Congested
TWR104449,Site-Shelbyhaven-4449,46.631406,-119.667421,Southeast,Macro Cell,Normal
TWR104450,Site-Seanview-4450,29.512456,-68.823378,Southwest,Macro Cell,Normal
TWR104451,Site-PortGlen-4451,39.91911,-75.362569,Southwest,Small Cell,Near Capacity
TWR104452,Site-Cantrellshire-4452,38.160031,-103.175091,Southeast,Macro Cell,Near Capacity
TWR104453,Site-Ronaldberg-4453,25.236888,-108.744517,Northeast,DAS,Normal
TWR104454,Site-SouthKevinton-4454,28.054224,-82.659058,Pacific Northwest,Macro Cell,Normal
TWR104455,Site-SouthKrista-4455,40.806883,-81.834376,Southeast,Macro Cell,Normal
TWR104456,Site-NewFrank-4456,42.787965,-121.468232,Midwest,Macro Cell,Near Capacity
TWR104457,Site-NorthSydney-4457,34.262093,-92.888105,Pacific Northwest,Macro Cell,Normal
TWR104458,Site-Schroederchester-4458,26.998537,-111.019073,Northeast,Macro Cell,Near Capacity
TWR104459,Site-Mcclureberg-4459,38.481561,-109.473959,West,Small Cell,Normal
TWR104460,Site-Evanmouth-4460,44.289795,-68.603635,Southeast,Macro Cell,Near Capacity
TWR104461,Site-WestMarkview-4461,24.673243,-75.873136,Northeast,Small Cell,Normal
TWR104462,Site-PortKylie-4462,34.674333,-83.899378,West,Macro Cell,Near Capacity
TWR104463,Site-SouthCharleschester-4463,41.551103,-115.376305,Pacific Northwest,Small Cell,Near Capacity
TWR104464,Site-Edwardside-4464,37.769248,-110.3955,Pacific Northwest,Macro Cell,Normal
TWR104465,Site-Kellychester-4465,30.172711,-117.353712,Midwest,Macro Cell,Near Capacity
TWR104466,Site-NewKellychester-4466,42.294215,-85.178331,Southeast,Small Cell,Normal
TWR104467,Site-Jerrymouth-4467,34.823273,-76.915124,Pacific Northwest,Macro Cell,Normal
TWR104468,Site-NorthDiana-4468,41.435135,-86.313949,Pacific Northwest,Macro Cell,Congested
TWR104469,Site-Knightborough-4469,34.938531,-94.801091,Southwest,Macro Cell,Normal
TWR104470,Site-Michelleberg-4470,43.552463,-108.02933,Southeast,Rooftop,Normal
TWR104471,Site-Andersonstad-4471,43.084744,-114.749224,Midwest,Macro Cell,Normal
TWR104472,Site-Lauraborough-4472,29.734015,-116.724867,Southwest,Macro Cell,Normal
TWR104473,Site-EastJesse-4473,34.388363,-73.365127,Pacific Northwest,Macro Cell,Normal
TWR104474,Site-NorthNicoleberg-4474,34.332942,-82.387192,Northeast,Macro Cell,Normal
TWR104475,Site-NorthJamesborough-4475,25.18555,-105.198892,Southeast,Macro Cell,Near Capacity
TWR104476,Site-Charlesland-4476,29.839393,-123.421113,West,Macro Cell,Normal
TWR104477,Site-Myersstad-4477,26.467392,-101.400814,Pacific Northwest,Macro Cell,Congested
TWR104478,Site-Patrickfurt-4478,31.124303,-101.006365,Pacific Northwest,Macro Cell,Normal
TWR104479,Site-LakeMichael-4479,37.859267,-108.403128,Midwest,Small Cell,Near Capacity
TWR104480,Site-Popechester-4480,31.861452,-95.566564,Northeast,Small Cell,Normal
TWR104481,Site-WestJoseph-4481,40.17935,-94.85206,Northeast,Macro Cell,Normal
TWR104482,Site-NewJefferytown-4482,32.113155,-75.707671,Southwest,Small Cell,Normal
TWR104483,Site-Deanview-4483,30.043997,-84.804549,Midwest,Macro Cell,Normal
TWR104484,Site-NorthStephaniefort-4484,46.874336,-112.306746,Southeast,Small Cell,Normal
TWR104485,Site-Jocelynberg-4485,37.765166,-87.909952,Midwest,Macro Cell,Normal
TWR104486,Site-EastGracehaven-4486,45.072932,-90.362731,West,DAS,Congested
TWR104487,Site-Leefurt-4487,48.871014,-97.881858,West,Macro Cell,Normal
TWR104488,Site-NorthMikefurt-4488,40.587438,-88.503893,Pacific Northwest,Small Cell,Normal
TWR104489,Site-Barberstad-4489,46.324876,-95.443487,West,Macro Cell,Normal
TWR104490,Site-NorthBriana-4490,33.562149,-67.602991,Pacific Northwest,Macro Cell,Normal
TWR104491,Site-Garnerfort-4491,31.924518,-76.977776,Northeast,DAS,Normal
TWR104492,Site-LakeVictoria-4492,27.184851,-85.158963,West,Small Cell,Normal
TWR104493,Site-NewKevin-4493,32.280805,-71.919375,Southwest,Small Cell,Normal
TWR104494,Site-Aaronshire-4494,24.921174,-95.976188,Pacific Northwest,Small Cell,Normal
TWR104495,Site-Edwardsland-4495,46.549878,-110.648327,Pacific Northwest,Small Cell,Normal
TWR104496,Site-SouthChristina-4496,45.682177,-101.152011,Northeast,Small Cell,Near Capacity
TWR104497,Site-Taylorhaven-4497,27.478546,-105.198297,Pacific Northwest,Small Cell,Congested
TWR104498,Site-Pattonborough-4498,40.485037,-100.463474,West,Macro Cell,Normal
TWR104499,Site-Alyssatown-4499,41.86279,-83.151072,Southwest,Macro Cell,Normal
TWR104500,Site-NewJessica-4500,36.009346,-80.833416,Southwest,Small Cell,Normal
TWR104501,Site-PortDwayne-4501,25.533185,-84.528073,Southwest,Macro Cell,Normal
TWR104502,Site-SouthRobertview-4502,36.132185,-96.031106,Southeast,Macro Cell,Normal
TWR104503,Site-EastScottton-4503,37.88925,-67.624693,Midwest,Macro Cell,Near Capacity
TWR104504,Site-Baileyfurt-4504,38.415968,-118.832398,Pacific Northwest,Macro Cell,Congested
TWR104505,Site-NorthJasonshire-4505,47.9219,-80.838819,Southeast,Small Cell,Normal
TWR104506,Site-NewRobertton-4506,28.294356,-98.492542,West,Small Cell,Near Capacity
TWR104507,Site-PortClaudia-4507,31.594201,-117.547212,Northeast,Macro Cell,Near Capacity
TWR104508,Site-Torresland-4508,38.619353,-93.23541,Northeast,Macro Cell,Normal
TWR104509,Site-WestDennis-4509,46.661655,-107.084761,Midwest,Macro Cell,Congested
TWR104510,Site-Jonathanborough-4510,42.196649,-78.291457,Midwest,Macro Cell,Near Capacity
TWR104511,Site-LakeKaritown-4511,41.053817,-104.327715,Southwest,Small Cell,Normal
TWR104512,Site-Dunnstad-4512,34.120921,-107.927849,Midwest,Macro Cell,Normal
TWR104513,Site-Jamiechester-4513,29.635312,-85.998769,Northeast,Rooftop,Near Capacity
TWR104514,Site-Whiteshire-4514,48.903575,-94.556615,Midwest,Macro Cell,Normal
TWR104515,Site-LakeAlex-4515,48.512823,-120.9376,Northeast,Macro Cell,Normal
TWR104516,Site-Simpsonchester-4516,41.382769,-88.406772,Pacific Northwest,DAS,Normal
TWR104517,Site-SouthPamelaport-4517,29.946216,-101.551986,West,Macro Cell,Normal
TWR104518,Site-NewChristine-4518,35.073732,-111.669489,Midwest,Rooftop,Normal
TWR104519,Site-LakeStephaniefort-4519,26.792656,-70.950153,Southwest,Macro Cell,Normal
TWR104520,Site-Katherinestad-4520,49.25991,-113.788286,West,Macro Cell,Normal
TWR104521,Site-WestOliviaport-4521,42.609416,-112.022857,Southwest,Macro Cell,Normal
TWR104522,Site-EastTammyfort-4522,40.197694,-73.195445,Southeast,Macro Cell,Normal
TWR104523,Site-SouthDanielchester-4523,46.3075,-88.343552,Northeast,Macro Cell,Normal
TWR104524,Site-Blakefort-4524,40.032438,-107.890057,Northeast,Macro Cell,Normal
TWR104525,Site-Justintown-4525,28.257537,-119.981235,Southwest,Small Cell,Normal
TWR104526,Site-PortDominique-4526,35.192661,-73.84819,Midwest,Macro Cell,Normal
TWR104527,Site-Phyllisburgh-4527,41.725519,-104.28387,West,Small Cell,Normal
TWR104528,Site-LakeMarie-4528,33.004428,-92.656924,Pacific Northwest,DAS,Normal
TWR104529,Site-Meganborough-4529,44.963313,-90.309614,Southeast,Macro Cell,Normal
TWR104530,Site-Adrianshire-4530,48.472891,-100.43399,West,Rooftop,Normal
TWR104531,Site-NewJay-4531,37.808509,-86.178241,West,DAS,Normal
TWR104532,Site-LakeJeffrey-4532,41.93777,-98.886189,Pacific Northwest,Macro Cell,Normal
TWR104533,Site-Brianton-4533,41.702411,-94.386833,Northeast,Macro Cell,Normal
TWR104534,Site-PortJaniceside-4534,49.077769,-76.979893,Northeast,DAS,Normal
TWR104535,Site-Hillberg-4535,29.189887,-110.206208,Northeast,Small Cell,Normal
TWR104536,Site-PortBarbaraville-4536,48.316599,-115.316468,West,Macro Cell,Near Capacity
TWR104537,Site-PortGordon-4537,35.914014,-89.192657,Midwest,Small Cell,Normal
TWR104538,Site-SouthGailville-4538,47.273834,-95.514801,Southwest,DAS,Normal
TWR104539,Site-Hancockview-4539,43.768296,-84.439135,Pacific Northwest,Macro Cell,Normal
TWR104540,Site-Normanburgh-4540,35.341474,-117.16919,Northeast,DAS,Normal
TWR104541,Site-Dennisfurt-4541,41.27979,-98.976963,Midwest,DAS,Normal
TWR104542,Site-Rachelmouth-4542,29.438462,-93.54419,Northeast,Small Cell,Normal
TWR104543,Site-WestJoshua-4543,42.907969,-67.128668,Northeast,Small Cell,Normal
TWR104544,Site-Hendersonfort-4544,48.175292,-118.564651,Northeast,Small Cell,Normal
TWR104545,Site-EastDavidbury-4545,34.021095,-99.679663,Pacific Northwest,Small Cell,Near Capacity
TWR104546,Site-NorthDanielleville-4546,31.968686,-78.251872,Southeast,Small Cell,Normal
TWR104547,Site-Ryanport-4547,30.38559,-108.520687,Northeast,DAS,Normal
TWR104548,Site-SouthJason-4548,40.482737,-73.494063,Southwest,Macro Cell,Normal
TWR104549,Site-Randallhaven-4549,39.154573,-78.648374,Southwest,Macro Cell,Normal
TWR104550,Site-LakePaul-4550,34.608005,-89.197944,Northeast,Small Cell,Normal
TWR104551,Site-Wallaceville-4551,31.757939,-81.849826,Southwest,Macro Cell,Near Capacity
TWR104552,Site-PortJoshua-4552,37.744186,-79.911924,Northeast,Macro Cell,Near Capacity
TWR104553,Site-NewTara-4553,46.087237,-78.472035,West,Small Cell,Near Capacity
TWR104554,Site-SouthWilliamfurt-4554,32.755272,-86.02805,Pacific Northwest,Macro Cell,Normal
TWR104555,Site-EastElizabethburgh-4555,32.201085,-72.795744,Northeast,Rooftop,Near Capacity
TWR104556,Site-WestReginaville-4556,47.108505,-124.155271,Southeast,DAS,Normal
TWR104557,Site-Hectorfurt-4557,45.07934,-103.056205,Southeast,Small Cell,Normal
TWR104558,Site-Ashleyshire-4558,41.236093,-107.554079,Southeast,Small Cell,Normal
TWR104559,Site-SouthElizabethstad-4559,48.500093,-84.338102,Northeast,Macro Cell,Congested
TWR104560,Site-Jacksonville-4560,43.49015,-91.083102,West,Small Cell,Near Capacity
TWR104561,Site-Floresbury-4561,28.83647,-68.834376,Midwest,Macro Cell,Near Capacity
TWR104562,Site-WestVincent-4562,39.003923,-81.641858,Northeast,Macro Cell,Normal
TWR104563,Site-NewDianebury-4563,48.425386,-84.574131,West,Small Cell,Normal
TWR104564,Site-NorthDominicberg-4564,48.187644,-89.033114,Midwest,Rooftop,Normal
TWR104565,Site-EastZachary-4565,48.183756,-74.519102,Southeast,Macro Cell,Near Capacity
TWR104566,Site-Smithfort-4566,39.962033,-120.53611,Northeast,Rooftop,Congested
TWR104567,Site-NewConnieberg-4567,42.815516,-83.701628,Pacific Northwest,Macro Cell,Normal
TWR104568,Site-LakeTiffany-4568,49.413605,-115.938583,Southwest,Macro Cell,Near Capacity
TWR104569,Site-NorthJeffrey-4569,30.964117,-70.957863,Midwest,Macro Cell,Normal
TWR104570,Site-Stephenfort-4570,40.615535,-78.877707,Northeast,Macro Cell,Normal
TWR104571,Site-Alexanderton-4571,45.555344,-83.105112,Pacific Northwest,Macro Cell,Near Capacity
TWR104572,Site-EastHeatherside-4572,36.8789,-115.558345,West,Small Cell,Normal
TWR104573,Site-SouthJasonborough-4573,34.346407,-68.995593,Northeast,Small Cell,Near Capacity
TWR104574,Site-WestChristinaside-4574,49.114893,-120.531076,Midwest,Macro Cell,Normal
TWR104575,Site-Lucaston-4575,45.709661,-84.314012,Pacific Northwest,Macro Cell,Congested
TWR104576,Site-Mendozafurt-4576,32.375053,-92.922342,Midwest,Macro Cell,Normal
TWR104577,Site-Angelashire-4577,31.270717,-102.309278,Pacific Northwest,Macro Cell,Normal
TWR104578,Site-WestChristinashire-4578,31.654174,-122.046177,West,Small Cell,Congested
TWR104579,Site-Raymondfort-4579,47.26953,-108.014194,West,Macro Cell,Normal
TWR104580,Site-NorthKyleburgh-4580,42.85127,-71.007669,Southwest,Macro Cell,Congested
TWR104581,Site-EastMichaelborough-4581,40.570296,-92.897263,Southwest,Macro Cell,Normal
TWR104582,Site-Mariefort-4582,32.084819,-85.401348,Southeast,Macro Cell,Normal
TWR104583,Site-Ricemouth-4583,32.860087,-102.019539,Southwest,Macro Cell,Normal
TWR104584,Site-LakeAdam-4584,25.669571,-103.431201,Midwest,Macro Cell,Near Capacity
TWR104585,Site-WestJavierbury-4585,26.975572,-103.659781,West,Macro Cell,Normal
TWR104586,Site-NewGina-4586,38.155484,-100.247814,West,Macro Cell,Near Capacity
TWR104587,Site-Bondville-4587,27.116591,-91.803108,Midwest,DAS,Normal
TWR104588,Site-LakeAlexandra-4588,41.281999,-87.058838,Northeast,Small Cell,Congested
TWR104589,Site-NewSonya-4589,42.441646,-71.900585,Northeast,Macro Cell,Normal
TWR104590,Site-Danielmouth-4590,25.731401,-74.887804,Southeast,Small Cell,Normal
TWR104591,Site-WestRebecca-4591,34.619826,-82.888256,Midwest,Macro Cell,Normal
TWR104592,Site-Douglasburgh-4592,39.350723,-86.790801,Midwest,Small Cell,Congested
TWR104593,Site-PortMonicashire-4593,40.389208,-97.871011,West,Macro Cell,Near Capacity
TWR104594,Site-LakeCharlene-4594,29.258826,-124.442609,Southeast,Macro Cell,Normal
TWR104595,Site-Joeport-4595,41.438073,-87.96273,Southwest,Macro Cell,Normal
TWR104596,Site-Morrisonhaven-4596,32.222414,-80.261705,Pacific Northwest,Macro Cell,Congested
TWR104597,Site-Nelsonview-4597,37.322174,-110.463572,Pacific Northwest,Macro Cell,Near Capacity
TWR104598,Site-Tracyton-4598,38.632098,-113.114065,Southeast,Macro Cell,Normal
TWR104599,Site-WestKennethville-4599,29.078633,-87.826432,Pacific Northwest,Small Cell,Congested
TWR104600,Site-NorthRobertfurt-4600,39.042784,-105.993495,Midwest,Small Cell,Near Capacity
TWR104601,Site-NewSheila-4601,45.339552,-72.7893,Northeast,Small Cell,Congested
TWR104602,Site-Jenniferborough-4602,34.457462,-102.539483,Southwest,Macro Cell,Normal
TWR104603,Site-Robertstad-4603,27.462832,-100.078937,Pacific Northwest,Small Cell,Normal
TWR104604,Site-WestBrian-4604,26.718891,-76.880327,West,Macro Cell,Normal
TWR104605,Site-Johnmouth-4605,47.415253,-106.282502,Southeast,Macro Cell,Normal
TWR104606,Site-Whitefurt-4606,34.008893,-92.414719,Northeast,Macro Cell,Normal
TWR104607,Site-Whitehaven-4607,49.297114,-71.327535,Southeast,DAS,Congested
TWR104608,Site-NewMarthabury-4608,39.245176,-103.760201,Southwest,Small Cell,Normal
TWR104609,Site-Patriciamouth-4609,49.371408,-92.330661,Northeast,Macro Cell,Normal
TWR104610,Site-Stephanieview-4610,43.281602,-122.366302,Southeast,Small Cell,Normal
TWR104611,Site-WestLuis-4611,47.713129,-101.109081,Pacific Northwest,Small Cell,Near Capacity
TWR104612,Site-SouthHarryfort-4612,41.501492,-87.926072,Pacific Northwest,Macro Cell,Normal
TWR104613,Site-Georgeton-4613,44.151044,-82.01791,Southwest,Small Cell,Normal
TWR104614,Site-Sonyaberg-4614,40.682046,-109.575715,Midwest,Macro Cell,Near Capacity
TWR104615,Site-Johnsonton-4615,35.124586,-108.782722,Pacific Northwest,Small Cell,Normal
TWR104616,Site-Walkerfurt-4616,38.149331,-120.135038,Pacific Northwest,Small Cell,Near Capacity
TWR104617,Site-Derrickmouth-4617,30.56673,-72.087255,Midwest,DAS,Normal
TWR104618,Site-Elizabethland-4618,42.056172,-84.561213,Midwest,Macro Cell,Normal
TWR104619,Site-NewDavid-4619,34.021732,-120.690576,Southwest,Macro Cell,Congested
TWR104620,Site-Stephanietown-4620,37.831955,-116.1092,Midwest,Macro Cell,Normal
TWR104621,Site-WestIan-4621,40.864935,-74.362306,West,Small Cell,Normal
TWR104622,Site-Ryanport-4622,41.498267,-108.975305,Pacific Northwest,Small Cell,Normal
TWR104623,Site-Brownchester-4623,29.220934,-99.101508,Southwest,Macro Cell,Near Capacity
TWR104624,Site-Villegaston-4624,40.903256,-98.306285,Southwest,DAS,Near Capacity
TWR104625,Site-Griffithchester-4625,34.161908,-73.930271,Northeast,Macro Cell,Normal
TWR104626,Site-NorthJulieton-4626,41.057573,-80.245634,West,Macro Cell,Normal
TWR104627,Site-SouthAaronmouth-4627,35.50038,-108.188833,Pacific Northwest,Macro Cell,Normal
TWR104628,Site-Johnsonmouth-4628,40.164208,-90.429668,Pacific Northwest,Macro Cell,Normal
TWR104629,Site-EastPhilip-4629,29.076799,-115.713628,Northeast,Macro Cell,Normal
TWR104630,Site-EastRalphmouth-4630,36.81988,-124.070397,Southwest,Macro Cell,Near Capacity
TWR104631,Site-SouthFranceshaven-4631,49.21621,-96.636006,West,Macro Cell,Normal
TWR104632,Site-Mariastad-4632,36.224062,-68.544691,Southeast,Macro Cell,Normal
TWR104633,Site-NorthLindaville-4633,30.194773,-87.078477,West,Macro Cell,Normal
TWR104634,Site-NewAmy-4634,41.402475,-88.340118,Northeast,Rooftop,Normal
TWR104635,Site-LakeMia-4635,34.772306,-107.231289,West,Small Cell,Normal
TWR104636,Site-Williamsonland-4636,35.449663,-103.529552,Northeast,Small Cell,Near Capacity
TWR104637,Site-Christinaview-4637,41.42492,-72.695374,Northeast,DAS,Normal
TWR104638,Site-NorthJessicaland-4638,41.926874,-114.111289,Midwest,Small Cell,Normal
TWR104639,Site-NorthJoanne-4639,35.702034,-79.206076,Midwest,Small Cell,Normal
TWR104640,Site-Morristown-4640,33.726241,-78.404752,Southwest,Macro Cell,Normal
TWR104641,Site-EastDaniel-4641,28.067534,-109.932953,Southeast,Macro Cell,Normal
TWR104642,Site-EastJamesfurt-4642,34.641633,-114.854126,Midwest,Macro Cell,Normal
TWR104643,Site-Alexanderport-4643,31.463177,-90.497636,Pacific Northwest,Macro Cell,Normal
TWR104644,Site-Jorgehaven-4644,34.527608,-78.908443,West,Macro Cell,Normal
TWR104645,Site-SouthJustin-4645,25.85185,-104.491724,Northeast,Macro Cell,Normal
TWR104646,Site-WestAdamfurt-4646,30.02091,-98.496116,Midwest,Macro Cell,Normal
TWR104647,Site-NewEdward-4647,45.755059,-77.616215,Southwest,Macro Cell,Normal
TWR104648,Site-NewRobert-4648,41.148592,-70.385525,Midwest,DAS,Near Capacity
TWR104649,Site-Williamsborough-4649,34.154868,-101.128176,West,Macro Cell,Normal
TWR104650,Site-Whiteshire-4650,30.357839,-72.664831,West,Macro Cell,Normal
TWR104651,Site-Katrinaton-4651,31.98158,-117.283886,Pacific Northwest,Macro Cell,Normal
TWR104652,Site-EastLindamouth-4652,39.149698,-118.362762,Northeast,Macro Cell,Normal
TWR104653,Site-Fordfort-4653,46.436119,-69.391497,Southwest,Small Cell,Normal
TWR104654,Site-Lisaville-4654,30.56058,-112.239048,Southwest,Small Cell,Normal
TWR104655,Site-PortColleen-4655,47.010496,-92.930469,Pacific Northwest,Macro Cell,Normal
TWR104656,Site-LakeSusan-4656,27.521342,-102.64939,Northeast,Small Cell,Normal
TWR104657,Site-SouthMatthewfort-4657,27.064849,-83.462114,Southwest,Macro Cell,Congested
TWR104658,Site-SouthFrancis-4658,26.120238,-124.034592,West,DAS,Normal
TWR104659,Site-NorthLatoyahaven-4659,47.576659,-109.328245,Midwest,Macro Cell,Normal
TWR104660,Site-Kochborough-4660,45.973521,-69.337776,Southwest,Macro Cell,Normal
TWR104661,Site-Greeneberg-4661,26.620962,-94.814594,Southeast,Macro Cell,Normal
TWR104662,Site-Larryland-4662,43.123272,-122.033202,Northeast,Macro Cell,Normal
TWR104663,Site-SouthCarl-4663,39.715155,-97.221124,Southwest,Macro Cell,Normal
TWR104664,Site-EastRogerborough-4664,29.600587,-78.381265,West,Small Cell,Normal
TWR104665,Site-Kimberlyhaven-4665,43.833315,-91.603207,West,Macro Cell,Normal
TWR104666,Site-Hudsonshire-4666,37.448253,-95.445316,Northeast,Small Cell,Near Capacity
TWR104667,Site-EastMelissaview-4667,42.147215,-117.888543,Southwest,Small Cell,Normal
TWR104668,Site-PortAngela-4668,31.333698,-75.335531,West,DAS,Normal
TWR104669,Site-NorthAdam-4669,34.261316,-85.516884,Pacific Northwest,Macro Cell,Normal
TWR104670,Site-Hessstad-4670,26.690385,-116.098721,Pacific Northwest,Macro Cell,Normal
TWR104671,Site-NewAmandachester-4671,30.330477,-104.719962,Northeast,Rooftop,Normal
TWR104672,Site-Blackborough-4672,49.164504,-94.309267,West,DAS,Normal
TWR104673,Site-WestJosephshire-4673,46.283741,-75.663854,Northeast,Macro Cell,Normal
TWR104674,Site-Darrylchester-4674,33.12027,-124.17589,Southeast,Small Cell,Normal
TWR104675,Site-Markview-4675,44.132079,-79.314457,Northeast,Small Cell,Normal
TWR104676,Site-Aguirreburgh-4676,28.632423,-96.170503,Southwest,Small Cell,Normal
TWR104677,Site-Jessicaberg-4677,24.562083,-114.191226,Southeast,Small Cell,Normal
TWR104678,Site-LakeShelbymouth-4678,29.736214,-79.769481,Pacific Northwest,Macro Cell,Normal
TWR104679,Site-LakeVincentmouth-4679,42.26624,-84.607905,West,Small Cell,Normal
TWR104680,Site-Melanieville-4680,27.575189,-100.426887,Southeast,Small Cell,Normal
TWR104681,Site-Reginaland-4681,25.283691,-69.23603,West,Small Cell,Normal
TWR104682,Site-Harrisonborough-4682,32.567638,-110.180278,Midwest,Macro Cell,Normal
TWR104683,Site-EastBrittany-4683,35.583343,-104.8936,Northeast,Macro Cell,Normal
TWR104684,Site-WestNathanfort-4684,39.240977,-118.937973,Midwest,Rooftop,Normal
TWR104685,Site-Loweside-4685,35.323585,-101.788764,Pacific Northwest,Small Cell,Normal
TWR104686,Site-Kimmouth-4686,28.32395,-96.47569,Midwest,Rooftop,Normal
TWR104687,Site-EastBruce-4687,30.249286,-80.327954,Southeast,Small Cell,Congested
TWR104688,Site-NorthKatherineland-4688,39.841293,-110.669268,Pacific Northwest,Small Cell,Normal
TWR104689,Site-Fuenteshaven-4689,40.825298,-72.740309,Midwest,Macro Cell,Near Capacity
TWR104690,Site-EastBill-4690,34.576979,-70.866113,Northeast,Rooftop,Normal
TWR104691,Site-NorthFrankhaven-4691,39.132663,-117.052714,Southeast,Macro Cell,Normal
