customer_id,recommended_action,action_type,priority_rank,generated_date
CUST100081975,Recommend Plan Upgrade,Service,2,2026-07-01
CUST100075883,Schedule Win-back Call,Upsell,1,2026-07-11
CUST100041122,Send Proactive Outage Alert,Retention,4,2026-07-23
CUST100041646,Offer Device Trade-In,Loyalty,4,2026-07-03
CUST100070005,Recommend Plan Upgrade,Retention,4,2026-07-20
CUST100093264,Offer Retention Discount,Retention,1,2026-07-18
CUST100005315,Send Proactive Outage Alert,Service,4,2026-07-12
CUST100016819,Recommend Plan Upgrade,Service,1,2026-07-18
CUST100038107,Recommend Plan Upgrade,Retention,1,2026-07-06
CUST100024427,Invite to Loyalty Program,Retention,4,2026-07-19
CUST100063165,Offer Retention Discount,Loyalty,5,2026-07-19
CUST100067672,Offer Device Trade-In,Upsell,3,2026-07-22
CUST100017859,Schedule Win-back Call,Service,3,2026-07-01
CUST100012111,Offer Retention Discount,Retention,4,2026-07-05
CUST100083162,Offer Device Trade-In,Upsell,4,2026-07-21
CUST100045638,Recommend Plan Upgrade,Upsell,1,2026-07-17
CUST100076431,Invite to Loyalty Program,Upsell,1,2026-07-06
CUST100056499,Offer Retention Discount,Upsell,5,2026-07-10
CUST100077537,Send Proactive Outage Alert,Retention,4,2026-07-15
CUST100009726,Recommend Plan Upgrade,Retention,3,2026-07-05
CUST100045552,Schedule Win-back Call,Retention,4,2026-07-05
CUST100004155,Offer Retention Discount,Upsell,2,2026-07-16
CUST100017982,Recommend Plan Upgrade,Retention,2,2026-07-16
CUST100044734,Schedule Win-back Call,Upsell,1,2026-07-21
CUST100092773,Send Proactive Outage Alert,Retention,3,2026-07-12
CUST100042352,Offer Retention Discount,Retention,2,2026-07-04
CUST100078359,Send Proactive Outage Alert,Upsell,5,2026-07-22
CUST100059094,Recommend Plan Upgrade,Retention,2,2026-07-18
CUST100041874,Offer Device Trade-In,Retention,2,2026-07-01
CUST100068244,Recommend Plan Upgrade,Upsell,3,2026-07-15
CUST100094464,Schedule Win-back Call,Retention,1,2026-07-05
CUST100061029,Offer Retention Discount,Retention,2,2026-07-22
CUST100049467,Offer Device Trade-In,Retention,2,2026-07-07
CUST100097060,Schedule Win-back Call,Service,3,2026-07-20
CUST100015866,Invite to Loyalty Program,Upsell,5,2026-07-13
CUST100029021,Invite to Loyalty Program,Loyalty,1,2026-07-05
CUST100086386,Offer Device Trade-In,Service,4,2026-07-01
CUST100020718,Send Proactive Outage Alert,Loyalty,1,2026-07-03
CUST100031197,Offer Device Trade-In,Loyalty,5,2026-07-06
CUST100074856,Send Proactive Outage Alert,Loyalty,3,2026-07-21
CUST100077213,Send Proactive Outage Alert,Loyalty,4,2026-07-16
CUST100087554,Offer Device Trade-In,Loyalty,5,2026-07-10
CUST100017421,Schedule Win-back Call,Retention,4,2026-07-13
CUST100086865,Schedule Win-back Call,Upsell,5,2026-07-02
CUST100062039,Recommend Plan Upgrade,Upsell,5,2026-07-11
CUST100031218,Offer Device Trade-In,Upsell,1,2026-07-19
CUST100098487,Offer Retention Discount,Loyalty,2,2026-07-06
CUST100067055,Offer Retention Discount,Retention,4,2026-07-05
CUST100004172,Invite to Loyalty Program,Retention,3,2026-07-11
CUST100006288,Recommend Plan Upgrade,Retention,1,2026-07-03
CUST100041978,Schedule Win-back Call,Retention,2,2026-07-04
CUST100001453,Offer Retention Discount,Loyalty,1,2026-07-19
CUST100080102,Offer Retention Discount,Loyalty,3,2026-07-03
CUST100004517,Offer Device Trade-In,Loyalty,2,2026-07-16
CUST100023623,Offer Device Trade-In,Retention,3,2026-07-06
CUST100057739,Send Proactive Outage Alert,Loyalty,3,2026-07-23
CUST100013880,Invite to Loyalty Program,Service,5,2026-07-10
CUST100066690,Invite to Loyalty Program,Service,2,2026-07-20
CUST100071523,Recommend Plan Upgrade,Retention,2,2026-07-22
CUST100093616,Invite to Loyalty Program,Loyalty,5,2026-07-12
CUST100073289,Recommend Plan Upgrade,Retention,2,2026-07-01
CUST100046788,Offer Retention Discount,Loyalty,1,2026-07-03
CUST100064521,Recommend Plan Upgrade,Upsell,3,2026-07-16
CUST100023094,Schedule Win-back Call,Retention,5,2026-07-04
CUST100082964,Offer Retention Discount,Service,5,2026-07-17
CUST100073872,Offer Retention Discount,Service,1,2026-07-21
CUST100019346,Invite to Loyalty Program,Upsell,5,2026-07-18
CUST100023629,Invite to Loyalty Program,Upsell,1,2026-07-08
CUST100051071,Invite to Loyalty Program,Retention,4,2026-07-21
CUST100052201,Send Proactive Outage Alert,Service,1,2026-07-16
CUST100049875,Offer Device Trade-In,Loyalty,2,2026-07-07
CUST100057641,Send Proactive Outage Alert,Retention,1,2026-07-04
CUST100018537,Schedule Win-back Call,Upsell,2,2026-07-06
CUST100015775,Offer Device Trade-In,Upsell,5,2026-07-19
CUST100074707,Offer Device Trade-In,Retention,5,2026-07-13
CUST100034097,Invite to Loyalty Program,Retention,4,2026-07-11
CUST100015219,Schedule Win-back Call,Upsell,1,2026-07-12
CUST100053993,Recommend Plan Upgrade,Loyalty,4,2026-07-12
CUST100000446,Offer Device Trade-In,Service,1,2026-07-15
CUST100070973,Invite to Loyalty Program,Loyalty,5,2026-07-09
CUST100067792,Send Proactive Outage Alert,Service,1,2026-07-05
CUST100045110,Recommend Plan Upgrade,Service,2,2026-07-13
CUST100071725,Send Proactive Outage Alert,Upsell,5,2026-07-08
CUST100018455,Offer Retention Discount,Loyalty,2,2026-07-14
CUST100096384,Send Proactive Outage Alert,Service,4,2026-07-18
CUST100046870,Recommend Plan Upgrade,Service,4,2026-07-08
CUST100080070,Schedule Win-back Call,Upsell,1,2026-07-19
CUST100079521,Send Proactive Outage Alert,Loyalty,5,2026-07-02
CUST100034954,Invite to Loyalty Program,Service,3,2026-07-14
CUST100078831,Offer Device Trade-In,Service,3,2026-07-22
CUST100089374,Schedule Win-back Call,Retention,4,2026-07-12
CUST100075561,Send Proactive Outage Alert,Loyalty,3,2026-07-12
CUST100006664,Schedule Win-back Call,Loyalty,1,2026-07-13
CUST100001441,Offer Retention Discount,Upsell,4,2026-07-16
CUST100023813,Schedule Win-back Call,Retention,4,2026-07-10
CUST100048342,Invite to Loyalty Program,Retention,5,2026-07-04
CUST100061223,Schedule Win-back Call,Loyalty,3,2026-07-02
CUST100034870,Recommend Plan Upgrade,Retention,2,2026-07-09
CUST100015748,Send Proactive Outage Alert,Retention,4,2026-07-09
CUST100091456,Offer Retention Discount,Service,1,2026-07-08
CUST100048644,Invite to Loyalty Program,Upsell,2,2026-07-02
CUST100058711,Schedule Win-back Call,Loyalty,4,2026-07-12
CUST100062364,Invite to Loyalty Program,Retention,1,2026-07-21
CUST100044520,Offer Retention Discount,Service,5,2026-07-22
CUST100079751,Invite to Loyalty Program,Loyalty,5,2026-07-07
CUST100046660,Offer Retention Discount,Service,5,2026-07-19
CUST100099947,Offer Retention Discount,Retention,2,2026-07-03
CUST100025300,Invite to Loyalty Program,Retention,4,2026-07-03
CUST100061297,Schedule Win-back Call,Loyalty,4,2026-07-18
CUST100035105,Recommend Plan Upgrade,Upsell,5,2026-07-20
CUST100003928,Schedule Win-back Call,Upsell,4,2026-07-23
CUST100083454,Recommend Plan Upgrade,Loyalty,5,2026-07-01
CUST100008519,Schedule Win-back Call,Upsell,4,2026-07-22
CUST100068821,Schedule Win-back Call,Upsell,1,2026-07-17
CUST100025521,Offer Retention Discount,Loyalty,5,2026-07-08
CUST100096943,Recommend Plan Upgrade,Retention,5,2026-07-07
CUST100093536,Send Proactive Outage Alert,Service,4,2026-07-18
CUST100087666,Offer Device Trade-In,Retention,3,2026-07-18
CUST100082943,Offer Device Trade-In,Loyalty,2,2026-07-19
CUST100008897,Schedule Win-back Call,Loyalty,3,2026-07-05
CUST100051518,Invite to Loyalty Program,Upsell,3,2026-07-23
CUST100014306,Recommend Plan Upgrade,Service,3,2026-07-01
CUST100048514,Offer Device Trade-In,Upsell,1,2026-07-15
CUST100084218,Send Proactive Outage Alert,Loyalty,5,2026-07-05
CUST100026448,Send Proactive Outage Alert,Service,5,2026-07-01
CUST100080219,Send Proactive Outage Alert,Upsell,5,2026-07-13
CUST100078973,Offer Device Trade-In,Service,3,2026-07-09
CUST100022053,Offer Device Trade-In,Retention,1,2026-07-01
CUST100011017,Offer Device Trade-In,Service,2,2026-07-19
CUST100029928,Send Proactive Outage Alert,Loyalty,5,2026-07-23
CUST100086434,Schedule Win-back Call,Service,3,2026-07-04
CUST100071562,Offer Device Trade-In,Service,4,2026-07-15
CUST100012780,Invite to Loyalty Program,Upsell,2,2026-07-04
CUST100059113,Schedule Win-back Call,Retention,3,2026-07-22
CUST100062901,Offer Retention Discount,Upsell,5,2026-07-23
CUST100042534,Recommend Plan Upgrade,Loyalty,5,2026-07-01
CUST100049582,Recommend Plan Upgrade,Loyalty,2,2026-07-14
CUST100025490,Schedule Win-back Call,Service,2,2026-07-14
CUST100009798,Offer Retention Discount,Retention,2,2026-07-06
CUST100028577,Schedule Win-back Call,Service,4,2026-07-11
CUST100068975,Send Proactive Outage Alert,Service,4,2026-07-21
CUST100039305,Send Proactive Outage Alert,Retention,5,2026-07-21
CUST100074047,Invite to Loyalty Program,Loyalty,2,2026-07-18
CUST100012752,Offer Device Trade-In,Upsell,3,2026-07-12
CUST100028338,Recommend Plan Upgrade,Retention,5,2026-07-12
CUST100016188,Invite to Loyalty Program,Loyalty,4,2026-07-01
CUST100035931,Send Proactive Outage Alert,Upsell,1,2026-07-07
CUST100019784,Offer Device Trade-In,Retention,4,2026-07-23
CUST100019131,Invite to Loyalty Program,Retention,5,2026-07-14
CUST100033402,Offer Retention Discount,Loyalty,1,2026-07-01
CUST100047014,Schedule Win-back Call,Service,5,2026-07-01
CUST100076244,Offer Retention Discount,Upsell,1,2026-07-21
CUST100036392,Offer Device Trade-In,Service,4,2026-07-19
CUST100084951,Invite to Loyalty Program,Upsell,3,2026-07-09
CUST100076215,Invite to Loyalty Program,Service,3,2026-07-23
CUST100077931,Recommend Plan Upgrade,Retention,1,2026-07-08
CUST100064215,Invite to Loyalty Program,Upsell,5,2026-07-13
CUST100063901,Invite to Loyalty Program,Upsell,3,2026-07-11
CUST100098471,Offer Device Trade-In,Service,4,2026-07-14
CUST100052023,Invite to Loyalty Program,Upsell,1,2026-07-03
CUST100065890,Send Proactive Outage Alert,Service,5,2026-07-16
CUST100028493,Recommend Plan Upgrade,Service,4,2026-07-15
CUST100092276,Offer Retention Discount,Service,1,2026-07-16
CUST100066562,Send Proactive Outage Alert,Loyalty,2,2026-07-04
CUST100024588,Offer Device Trade-In,Service,3,2026-07-08
CUST100039173,Invite to Loyalty Program,Upsell,1,2026-07-12
CUST100013722,Schedule Win-back Call,Retention,3,2026-07-01
CUST100022986,Send Proactive Outage Alert,Service,5,2026-07-13
CUST100079579,Invite to Loyalty Program,Service,2,2026-07-03
CUST100004099,Offer Device Trade-In,Loyalty,3,2026-07-18
CUST100081449,Schedule Win-back Call,Service,3,2026-07-07
CUST100036981,Schedule Win-back Call,Retention,3,2026-07-23
CUST100070565,Send Proactive Outage Alert,Loyalty,2,2026-07-19
CUST100095663,Schedule Win-back Call,Upsell,1,2026-07-22
CUST100042399,Offer Retention Discount,Loyalty,2,2026-07-08
CUST100019581,Schedule Win-back Call,Retention,5,2026-07-13
CUST100012971,Send Proactive Outage Alert,Loyalty,1,2026-07-10
CUST100040265,Schedule Win-back Call,Retention,3,2026-07-05
CUST100069585,Send Proactive Outage Alert,Upsell,1,2026-07-23
CUST100038824,Offer Device Trade-In,Upsell,1,2026-07-21
CUST100047825,Offer Device Trade-In,Service,3,2026-07-12
CUST100013187,Offer Retention Discount,Service,3,2026-07-20
CUST100066763,Invite to Loyalty Program,Service,3,2026-07-18
CUST100095282,Recommend Plan Upgrade,Loyalty,5,2026-07-15
CUST100091238,Recommend Plan Upgrade,Service,3,2026-07-04
CUST100014893,Invite to Loyalty Program,Service,3,2026-07-17
CUST100018495,Schedule Win-back Call,Upsell,4,2026-07-06
CUST100066233,Offer Device Trade-In,Retention,2,2026-07-05
CUST100027954,Send Proactive Outage Alert,Loyalty,1,2026-07-02
CUST100036226,Invite to Loyalty Program,Loyalty,4,2026-07-01
CUST100040917,Schedule Win-back Call,Loyalty,4,2026-07-04
CUST100080203,Recommend Plan Upgrade,Service,3,2026-07-08
CUST100098909,Invite to Loyalty Program,Retention,4,2026-07-15
CUST100082661,Send Proactive Outage Alert,Service,5,2026-07-18
CUST100037777,Send Proactive Outage Alert,Service,3,2026-07-18
CUST100042705,Recommend Plan Upgrade,Service,2,2026-07-11
CUST100087983,Send Proactive Outage Alert,Service,1,2026-07-17
CUST100022364,Schedule Win-back Call,Service,1,2026-07-02
CUST100066317,Offer Retention Discount,Upsell,2,2026-07-16
CUST100036824,Offer Device Trade-In,Upsell,5,2026-07-11
CUST100011674,Send Proactive Outage Alert,Loyalty,2,2026-07-11
CUST100084712,Offer Device Trade-In,Loyalty,4,2026-07-08
CUST100052153,Send Proactive Outage Alert,Service,4,2026-07-19
CUST100044002,Invite to Loyalty Program,Retention,3,2026-07-02
CUST100089405,Offer Retention Discount,Loyalty,2,2026-07-04
CUST100017789,Invite to Loyalty Program,Retention,5,2026-07-17
CUST100077949,Invite to Loyalty Program,Service,3,2026-07-04
CUST100040304,Recommend Plan Upgrade,Loyalty,5,2026-07-19
CUST100083383,Invite to Loyalty Program,Retention,1,2026-07-04
CUST100034718,Schedule Win-back Call,Service,2,2026-07-19
CUST100017027,Recommend Plan Upgrade,Service,1,2026-07-03
CUST100073447,Recommend Plan Upgrade,Retention,1,2026-07-11
CUST100009619,Schedule Win-back Call,Upsell,5,2026-07-17
CUST100082197,Offer Retention Discount,Service,4,2026-07-20
CUST100090749,Offer Retention Discount,Upsell,1,2026-07-10
CUST100056500,Recommend Plan Upgrade,Upsell,2,2026-07-13
CUST100049434,Recommend Plan Upgrade,Upsell,3,2026-07-07
CUST100086423,Offer Retention Discount,Loyalty,1,2026-07-15
CUST100087617,Send Proactive Outage Alert,Loyalty,2,2026-07-23
CUST100059961,Invite to Loyalty Program,Service,2,2026-07-10
CUST100066533,Offer Retention Discount,Loyalty,5,2026-07-16
CUST100079199,Send Proactive Outage Alert,Upsell,5,2026-07-18
CUST100079867,Offer Device Trade-In,Loyalty,4,2026-07-06
CUST100089808,Offer Retention Discount,Retention,2,2026-07-23
CUST100063104,Recommend Plan Upgrade,Retention,2,2026-07-21
CUST100060684,Offer Retention Discount,Upsell,3,2026-07-08
CUST100057437,Schedule Win-back Call,Service,5,2026-07-14
CUST100035165,Invite to Loyalty Program,Loyalty,4,2026-07-23
CUST100013662,Offer Device Trade-In,Loyalty,5,2026-07-06
CUST100075848,Offer Device Trade-In,Loyalty,2,2026-07-20
CUST100060829,Recommend Plan Upgrade,Service,1,2026-07-17
CUST100063469,Offer Retention Discount,Upsell,3,2026-07-08
CUST100065792,Offer Retention Discount,Loyalty,4,2026-07-13
CUST100040517,Schedule Win-back Call,Service,2,2026-07-18
CUST100032292,Offer Device Trade-In,Upsell,5,2026-07-20
CUST100012885,Send Proactive Outage Alert,Retention,2,2026-07-10
CUST100012590,Recommend Plan Upgrade,Service,4,2026-07-03
CUST100046992,Send Proactive Outage Alert,Retention,3,2026-07-02
CUST100075770,Schedule Win-back Call,Loyalty,3,2026-07-21
CUST100003224,Schedule Win-back Call,Upsell,5,2026-07-22
CUST100069621,Schedule Win-back Call,Upsell,5,2026-07-17
CUST100075435,Recommend Plan Upgrade,Retention,3,2026-07-20
CUST100063402,Invite to Loyalty Program,Loyalty,1,2026-07-19
CUST100001844,Recommend Plan Upgrade,Retention,3,2026-07-20
CUST100095619,Invite to Loyalty Program,Upsell,2,2026-07-11
CUST100035244,Send Proactive Outage Alert,Loyalty,3,2026-07-05
CUST100009211,Invite to Loyalty Program,Service,3,2026-07-14
CUST100054812,Offer Retention Discount,Upsell,5,2026-07-07
CUST100092920,Invite to Loyalty Program,Service,3,2026-07-18
CUST100005262,Invite to Loyalty Program,Loyalty,5,2026-07-11
CUST100010135,Recommend Plan Upgrade,Loyalty,4,2026-07-04
CUST100086707,Offer Device Trade-In,Service,4,2026-07-21
CUST100042738,Offer Device Trade-In,Upsell,3,2026-07-07
CUST100083437,Invite to Loyalty Program,Retention,2,2026-07-23
CUST100045077,Offer Device Trade-In,Retention,3,2026-07-11
CUST100049902,Schedule Win-back Call,Service,1,2026-07-15
CUST100083523,Schedule Win-back Call,Retention,1,2026-07-21
CUST100004118,Send Proactive Outage Alert,Retention,5,2026-07-05
CUST100097529,Send Proactive Outage Alert,Upsell,3,2026-07-17
CUST100056688,Recommend Plan Upgrade,Retention,5,2026-07-01
CUST100059008,Offer Retention Discount,Service,1,2026-07-18
CUST100035943,Offer Retention Discount,Retention,1,2026-07-17
CUST100010566,Schedule Win-back Call,Service,5,2026-07-02
CUST100040402,Invite to Loyalty Program,Service,5,2026-07-08
CUST100031340,Schedule Win-back Call,Service,1,2026-07-22
CUST100023443,Schedule Win-back Call,Retention,2,2026-07-10
CUST100029011,Recommend Plan Upgrade,Retention,3,2026-07-15
CUST100056561,Schedule Win-back Call,Service,2,2026-07-12
CUST100073180,Schedule Win-back Call,Loyalty,3,2026-07-08
CUST100037017,Offer Retention Discount,Loyalty,2,2026-07-16
CUST100094347,Schedule Win-back Call,Loyalty,1,2026-07-02
CUST100003577,Schedule Win-back Call,Retention,2,2026-07-14
CUST100069810,Schedule Win-back Call,Retention,2,2026-07-02
CUST100079355,Send Proactive Outage Alert,Retention,5,2026-07-17
CUST100026040,Send Proactive Outage Alert,Loyalty,3,2026-07-02
CUST100011562,Schedule Win-back Call,Upsell,4,2026-07-01
CUST100020576,Invite to Loyalty Program,Upsell,1,2026-07-22
CUST100017565,Recommend Plan Upgrade,Loyalty,3,2026-07-08
CUST100099341,Invite to Loyalty Program,Loyalty,5,2026-07-13
CUST100094311,Invite to Loyalty Program,Loyalty,2,2026-07-05
CUST100039215,Recommend Plan Upgrade,Service,1,2026-07-17
CUST100074311,Invite to Loyalty Program,Loyalty,1,2026-07-17
CUST100081687,Send Proactive Outage Alert,Upsell,5,2026-07-15
CUST100052524,Invite to Loyalty Program,Retention,2,2026-07-08
CUST100022205,Invite to Loyalty Program,Loyalty,2,2026-07-05
CUST100007916,Schedule Win-back Call,Retention,1,2026-07-20
CUST100039642,Invite to Loyalty Program,Service,3,2026-07-05
CUST100061040,Offer Retention Discount,Upsell,2,2026-07-18
CUST100081864,Schedule Win-back Call,Service,5,2026-07-19
CUST100041337,Schedule Win-back Call,Retention,4,2026-07-08
CUST100058779,Schedule Win-back Call,Upsell,3,2026-07-09
CUST100019757,Recommend Plan Upgrade,Retention,3,2026-07-13
CUST100094035,Offer Device Trade-In,Upsell,1,2026-07-04
CUST100088370,Recommend Plan Upgrade,Service,4,2026-07-19
CUST100003113,Offer Retention Discount,Upsell,2,2026-07-15
CUST100029426,Recommend Plan Upgrade,Upsell,5,2026-07-01
CUST100028074,Recommend Plan Upgrade,Loyalty,3,2026-07-07
CUST100006441,Recommend Plan Upgrade,Loyalty,4,2026-07-11
CUST100007255,Invite to Loyalty Program,Upsell,5,2026-07-07
CUST100008933,Offer Device Trade-In,Service,2,2026-07-07
CUST100060621,Invite to Loyalty Program,Loyalty,2,2026-07-22
CUST100066520,Offer Retention Discount,Upsell,2,2026-07-23
CUST100043258,Schedule Win-back Call,Service,5,2026-07-07
CUST100024038,Offer Device Trade-In,Service,3,2026-07-20
CUST100075213,Recommend Plan Upgrade,Service,4,2026-07-10
CUST100083294,Offer Device Trade-In,Loyalty,5,2026-07-19
CUST100093452,Send Proactive Outage Alert,Service,5,2026-07-13
CUST100059996,Schedule Win-back Call,Service,2,2026-07-10
CUST100019798,Offer Device Trade-In,Retention,5,2026-07-16
CUST100010433,Recommend Plan Upgrade,Loyalty,1,2026-07-08
CUST100037678,Send Proactive Outage Alert,Loyalty,3,2026-07-12
CUST100029473,Schedule Win-back Call,Upsell,2,2026-07-05
CUST100062061,Recommend Plan Upgrade,Service,4,2026-07-08
CUST100084983,Schedule Win-back Call,Upsell,1,2026-07-06
CUST100033831,Recommend Plan Upgrade,Retention,2,2026-07-02
CUST100072637,Offer Retention Discount,Retention,1,2026-07-08
CUST100034750,Offer Retention Discount,Loyalty,3,2026-07-17
CUST100082248,Offer Retention Discount,Service,1,2026-07-11
CUST100083349,Send Proactive Outage Alert,Retention,3,2026-07-02
CUST100075174,Send Proactive Outage Alert,Service,4,2026-07-08
CUST100074625,Invite to Loyalty Program,Loyalty,4,2026-07-09
CUST100015671,Schedule Win-back Call,Upsell,4,2026-07-18
CUST100025886,Offer Retention Discount,Loyalty,5,2026-07-23
CUST100044180,Recommend Plan Upgrade,Service,1,2026-07-03
CUST100015533,Send Proactive Outage Alert,Service,4,2026-07-23
CUST100000387,Recommend Plan Upgrade,Upsell,4,2026-07-12
CUST100031183,Recommend Plan Upgrade,Upsell,5,2026-07-19
CUST100099074,Recommend Plan Upgrade,Upsell,2,2026-07-12
CUST100071884,Offer Device Trade-In,Upsell,4,2026-07-21
CUST100011964,Invite to Loyalty Program,Loyalty,3,2026-07-20
CUST100051916,Schedule Win-back Call,Service,1,2026-07-09
CUST100038163,Invite to Loyalty Program,Upsell,4,2026-07-03
CUST100094115,Schedule Win-back Call,Loyalty,5,2026-07-17
CUST100093811,Invite to Loyalty Program,Service,2,2026-07-12
CUST100040658,Schedule Win-back Call,Loyalty,4,2026-07-06
CUST100086745,Send Proactive Outage Alert,Upsell,2,2026-07-12
CUST100045317,Send Proactive Outage Alert,Upsell,5,2026-07-16
CUST100031489,Offer Retention Discount,Loyalty,4,2026-07-03
CUST100037964,Send Proactive Outage Alert,Loyalty,5,2026-07-10
CUST100052553,Offer Retention Discount,Loyalty,4,2026-07-13
CUST100038553,Invite to Loyalty Program,Service,5,2026-07-16
CUST100007048,Invite to Loyalty Program,Loyalty,4,2026-07-02
CUST100038570,Offer Retention Discount,Upsell,4,2026-07-17
CUST100031733,Invite to Loyalty Program,Upsell,4,2026-07-08
CUST100065528,Schedule Win-back Call,Service,4,2026-07-15
CUST100080578,Invite to Loyalty Program,Upsell,3,2026-07-06
CUST100056816,Schedule Win-back Call,Service,5,2026-07-19
CUST100049517,Offer Retention Discount,Upsell,2,2026-07-12
CUST100070295,Recommend Plan Upgrade,Retention,3,2026-07-08
CUST100041786,Offer Device Trade-In,Loyalty,3,2026-07-13
CUST100016093,Invite to Loyalty Program,Upsell,3,2026-07-11
CUST100027887,Schedule Win-back Call,Service,5,2026-07-07
CUST100030857,Offer Retention Discount,Retention,3,2026-07-02
CUST100058954,Offer Device Trade-In,Upsell,4,2026-07-11
CUST100050865,Invite to Loyalty Program,Service,5,2026-07-05
CUST100010849,Invite to Loyalty Program,Service,4,2026-07-11
CUST100081473,Offer Retention Discount,Service,5,2026-07-20
CUST100042595,Schedule Win-back Call,Service,1,2026-07-23
CUST100007684,Send Proactive Outage Alert,Loyalty,2,2026-07-18
CUST100018593,Send Proactive Outage Alert,Upsell,3,2026-07-15
CUST100068065,Offer Retention Discount,Upsell,1,2026-07-07
CUST100095740,Invite to Loyalty Program,Retention,4,2026-07-22
CUST100092194,Send Proactive Outage Alert,Upsell,3,2026-07-22
CUST100070273,Recommend Plan Upgrade,Retention,4,2026-07-03
CUST100046910,Invite to Loyalty Program,Loyalty,3,2026-07-06
CUST100046900,Offer Device Trade-In,Service,1,2026-07-16
CUST100085455,Recommend Plan Upgrade,Loyalty,2,2026-07-01
CUST100025023,Send Proactive Outage Alert,Upsell,5,2026-07-11
CUST100004820,Schedule Win-back Call,Service,1,2026-07-20
CUST100002076,Offer Device Trade-In,Retention,2,2026-07-03
CUST100049452,Schedule Win-back Call,Loyalty,3,2026-07-19
CUST100095926,Schedule Win-back Call,Service,2,2026-07-14
CUST100022575,Offer Device Trade-In,Upsell,4,2026-07-17
CUST100095868,Invite to Loyalty Program,Upsell,2,2026-07-09
CUST100029494,Recommend Plan Upgrade,Upsell,5,2026-07-17
CUST100040902,Invite to Loyalty Program,Retention,1,2026-07-10
CUST100027809,Schedule Win-back Call,Loyalty,5,2026-07-05
CUST100072855,Schedule Win-back Call,Loyalty,2,2026-07-03
CUST100032358,Recommend Plan Upgrade,Service,4,2026-07-13
CUST100017384,Send Proactive Outage Alert,Loyalty,5,2026-07-20
CUST100059958,Offer Retention Discount,Loyalty,2,2026-07-09
CUST100059051,Offer Retention Discount,Retention,4,2026-07-15
CUST100036193,Offer Device Trade-In,Upsell,2,2026-07-05
CUST100050277,Schedule Win-back Call,Service,4,2026-07-20
CUST100089438,Send Proactive Outage Alert,Loyalty,2,2026-07-04
CUST100071774,Offer Device Trade-In,Loyalty,3,2026-07-17
CUST100009607,Recommend Plan Upgrade,Upsell,2,2026-07-10
CUST100066410,Offer Device Trade-In,Loyalty,1,2026-07-13
CUST100024777,Schedule Win-back Call,Loyalty,3,2026-07-02
CUST100081713,Offer Device Trade-In,Retention,3,2026-07-23
CUST100039887,Offer Retention Discount,Retention,4,2026-07-08
CUST100027573,Send Proactive Outage Alert,Upsell,1,2026-07-06
CUST100055103,Send Proactive Outage Alert,Upsell,2,2026-07-12
CUST100010153,Send Proactive Outage Alert,Service,2,2026-07-10
CUST100040721,Recommend Plan Upgrade,Retention,4,2026-07-09
CUST100031407,Invite to Loyalty Program,Service,2,2026-07-21
CUST100061279,Invite to Loyalty Program,Loyalty,4,2026-07-11
CUST100067635,Invite to Loyalty Program,Service,3,2026-07-17
CUST100022867,Recommend Plan Upgrade,Retention,2,2026-07-02
CUST100040477,Offer Retention Discount,Upsell,2,2026-07-18
CUST100036973,Recommend Plan Upgrade,Service,1,2026-07-01
CUST100023888,Offer Device Trade-In,Loyalty,5,2026-07-02
CUST100020204,Offer Retention Discount,Service,4,2026-07-09
CUST100061009,Schedule Win-back Call,Service,5,2026-07-13
CUST100055183,Send Proactive Outage Alert,Service,3,2026-07-04
CUST100054689,Offer Retention Discount,Retention,1,2026-07-18
CUST100050223,Send Proactive Outage Alert,Upsell,1,2026-07-21
CUST100061154,Send Proactive Outage Alert,Loyalty,3,2026-07-20
CUST100020703,Offer Retention Discount,Service,5,2026-07-02
CUST100098640,Recommend Plan Upgrade,Retention,1,2026-07-18
CUST100056874,Invite to Loyalty Program,Service,4,2026-07-20
CUST100009316,Schedule Win-back Call,Loyalty,5,2026-07-04
CUST100021572,Offer Retention Discount,Service,4,2026-07-13
CUST100004638,Schedule Win-back Call,Service,1,2026-07-08
CUST100029662,Schedule Win-back Call,Loyalty,4,2026-07-13
CUST100053860,Recommend Plan Upgrade,Retention,2,2026-07-13
CUST100084130,Offer Device Trade-In,Retention,1,2026-07-22
CUST100086490,Offer Retention Discount,Loyalty,4,2026-07-04
CUST100085415,Send Proactive Outage Alert,Upsell,3,2026-07-19
CUST100029060,Send Proactive Outage Alert,Retention,1,2026-07-11
CUST100045541,Offer Retention Discount,Service,5,2026-07-10
CUST100065768,Offer Retention Discount,Upsell,3,2026-07-07
CUST100059685,Schedule Win-back Call,Service,2,2026-07-04
CUST100045227,Offer Device Trade-In,Service,2,2026-07-19
CUST100037713,Recommend Plan Upgrade,Upsell,5,2026-07-05
CUST100056963,Invite to Loyalty Program,Loyalty,5,2026-07-13
CUST100091524,Offer Device Trade-In,Upsell,4,2026-07-06
CUST100023914,Offer Retention Discount,Loyalty,5,2026-07-14
CUST100023463,Schedule Win-back Call,Retention,3,2026-07-15
CUST100024560,Invite to Loyalty Program,Retention,3,2026-07-20
CUST100008387,Invite to Loyalty Program,Service,4,2026-07-16
CUST100034921,Send Proactive Outage Alert,Upsell,2,2026-07-12
CUST100072914,Offer Retention Discount,Retention,5,2026-07-16
CUST100026556,Offer Retention Discount,Retention,3,2026-07-15
