dunning_id,customer_id,invoice_id,dunning_stage,notice_date,action_taken,resolved_flag
DUNEE28971A34,CUST100084522,INVF83F02592B,Final Notice,2026-04-21,Call Placed,False
DUN066D9D13E0,CUST100038585,INV091466CC1B,First Notice,2026-01-31,SMS Sent,True
DUN4E5BB8C8E3,CUST100008108,INV716F41A91F,Collections Referral,2026-02-11,None,True
DUN34043235AA,CUST100090300,INV3E1D78844D,Final Notice,2026-05-18,Call Placed,True
DUN5711902634,CUST100013359,INV0FD4135FC7,Final Notice,2026-06-03,Call Placed,False
DUNF7BEDB19BE,CUST100023627,INV9464F0A4D2,Final Notice,2026-06-19,SMS Sent,True
DUN4C7B0F044D,CUST100083331,INVB9A367320B,Collections Referral,2026-04-09,Call Placed,True
DUNEA96DA770A,CUST100019907,INVF50677AF21,Collections Referral,2026-05-10,None,True
DUN06AE7CEF8C,CUST100095764,INVCDC8039F23,First Notice,2026-04-24,None,False
DUNBF8913C121,CUST100063186,INVE553A3F8FE,Reminder,2026-01-12,SMS Sent,False
DUN984409F5BC,CUST100045451,INV40A488BA75,Reminder,2026-02-06,Email Sent,True
DUNE59B1F98B6,CUST100071725,INV91BB0A1107,Final Notice,2026-03-11,None,True
DUN22315F17BF,CUST100096080,INV6FBF2EA527,Reminder,2026-03-29,SMS Sent,True
DUN8B96BD2EB6,CUST100042015,INV58EAFA6F7C,Final Notice,2026-05-07,Service Restricted,False
DUN625739069C,CUST100066496,INV9DD7EC8844,Service Suspension,2026-02-25,None,True
DUN5D1473BE16,CUST100020032,INV909598B9B2,Reminder,2026-04-09,Email Sent,True
DUNED94AD8304,CUST100090562,INV4B81D25ADD,Final Notice,2026-02-04,SMS Sent,True
DUN1C9181DF71,CUST100058354,INVD09F5BBDE3,First Notice,2026-02-18,Call Placed,False
DUN4E74FF6EF5,CUST100028363,INV1408AD5E18,Reminder,2026-05-03,Call Placed,True
DUNCBDFE8BBBA,CUST100011660,INV7DDBD297C8,First Notice,2026-04-18,SMS Sent,False
DUNEBD6D7C9DF,CUST100059950,INV0C1FDC7806,Reminder,2026-01-23,Email Sent,True
DUN0769705B50,CUST100092698,INV486EDB21E0,Collections Referral,2026-04-20,None,True
DUN590FF1B7D0,CUST100062841,INV4CF60CC98C,First Notice,2026-04-03,None,True
DUNBC1758D8C2,CUST100076346,INV2326BB27C0,First Notice,2026-06-28,Email Sent,True
DUNBA030907DB,CUST100056891,INVC1946FDDB5,First Notice,2026-06-17,SMS Sent,True
DUN9C5291EAA6,CUST100000417,INV7AA4BD2EF5,Collections Referral,2026-03-23,Call Placed,False
DUNDE38BA1542,CUST100096185,INV5FE83621A2,Reminder,2026-07-10,Email Sent,False
DUN58C38DB90E,CUST100079736,INV665CA04C9E,First Notice,2026-05-17,None,False
DUN8CCCD727A3,CUST100099874,INVCC3572346A,Final Notice,2026-07-10,Service Restricted,False
DUN040F877953,CUST100017413,INVEA8752962F,First Notice,2026-04-18,Service Restricted,False
DUN2FFE3E614D,CUST100053977,INVB9BADD7673,First Notice,2026-06-16,Service Restricted,True
DUN8939A67E44,CUST100066238,INV08C0E14CC0,Collections Referral,2026-02-09,None,False
DUNECD229B8F4,CUST100063019,INV8C7DCD0FF7,Final Notice,2026-01-03,Email Sent,True
DUNE050905E60,CUST100022987,INV4A599004AF,First Notice,2026-05-11,SMS Sent,False
DUNAD8A9D8E09,CUST100080769,INVCE95DD166D,Reminder,2026-04-01,Service Restricted,True
DUNA45905DDB1,CUST100079606,INV5DE697CA0C,First Notice,2026-02-25,Email Sent,False
DUN17DFD82AB1,CUST100000864,INV6DAB9926CB,First Notice,2026-04-22,None,False
DUN60014BFC38,CUST100047395,INV92512AA6BA,First Notice,2026-02-04,Email Sent,True
DUNC92CFAF44A,CUST100037117,INVE36096A34A,Service Suspension,2026-03-20,Call Placed,True
DUN5CD7512699,CUST100061526,INV16CBA6C5D1,Service Suspension,2026-04-15,Call Placed,False
DUNE273F0BB29,CUST100088295,INV2E04FBAEC5,First Notice,2026-05-20,Email Sent,True
DUNE7D4C76F24,CUST100056026,INVF589C8CDC8,Reminder,2026-06-29,Email Sent,False
DUN90874CDDC7,CUST100048893,INVBEC083B61F,First Notice,2026-07-03,SMS Sent,True
DUN0FB7AE13CB,CUST100037542,INV6DF27FF18E,First Notice,2026-02-10,None,True
DUNDC5AD5BDFF,CUST100092670,INVC3ECA6FD86,First Notice,2026-06-02,SMS Sent,True
DUNC370025673,CUST100064591,INVE6B4E7A187,Final Notice,2026-04-06,Email Sent,False
DUN044E089C04,CUST100058986,INV2FFA236183,First Notice,2026-05-07,Email Sent,True
DUN7D8894FE3C,CUST100078624,INV536EBB5107,Final Notice,2026-01-07,Email Sent,True
DUN2726459A1D,CUST100080895,INVE2C2A01BB7,Final Notice,2026-05-05,Email Sent,True
DUNC64FA05CF5,CUST100072856,INV5C33A4617E,Reminder,2026-01-10,Call Placed,True
DUN8D41E72B62,CUST100092462,INV9AECA33917,Reminder,2026-03-06,Service Restricted,True
DUN3AAB42E86F,CUST100009157,INV13A37CB4FF,Collections Referral,2026-01-04,Service Restricted,False
DUN47394F7FDE,CUST100098926,INV183E84D276,Reminder,2026-07-08,Call Placed,True
DUN0D7A7A6A43,CUST100009925,INV30EBAADBE7,First Notice,2026-06-08,Call Placed,False
DUN2F9E46BBE7,CUST100057257,INV9886B10BDA,Final Notice,2026-07-21,None,True
DUN46A66A2B75,CUST100083536,INV3448FB0F56,First Notice,2026-01-28,Service Restricted,True
DUN893E3B846F,CUST100011940,INV7D70BF396F,Final Notice,2026-05-08,Call Placed,True
DUND953EC66EC,CUST100074423,INVEE05A69671,First Notice,2026-07-20,Service Restricted,False
DUN13FE4D01BB,CUST100091482,INV828402B410,First Notice,2026-02-06,SMS Sent,False
DUN840248B2B8,CUST100056557,INV0B40713155,First Notice,2026-07-17,SMS Sent,False
DUN9AA9C70D8A,CUST100006961,INVCD2B38EB50,Reminder,2026-04-28,Email Sent,True
DUN28F9144158,CUST100071395,INV61826DB475,Collections Referral,2026-05-06,Call Placed,True
DUN1EF6F74157,CUST100011291,INVEB007DD4CD,First Notice,2026-02-28,SMS Sent,False
DUN98D5E024B9,CUST100029385,INV31ED5DFD6A,Final Notice,2026-07-14,SMS Sent,True
DUNEF5520FA34,CUST100097533,INV7D51A4B9AB,Collections Referral,2026-07-02,None,True
DUN623A781F73,CUST100019342,INVE78E75F899,First Notice,2026-07-16,None,True
DUN0F2D6005A4,CUST100001753,INV51A0D41897,Collections Referral,2026-06-05,SMS Sent,False
DUN6E221CB715,CUST100014959,INV796288E576,Final Notice,2026-03-24,SMS Sent,False
DUN913B06E75E,CUST100084894,INVF0F5403D76,Final Notice,2026-03-23,SMS Sent,True
DUNCAE38E5E7A,CUST100076925,INV040532501B,Final Notice,2026-04-19,Call Placed,True
DUN53634113C0,CUST100016596,INVBA7E26F343,First Notice,2026-01-14,SMS Sent,True
DUNF4AC44ECF4,CUST100056601,INVD43C2C478B,Reminder,2026-04-12,None,True
DUN3AA4DD302A,CUST100009321,INVA632594818,Reminder,2026-04-18,Call Placed,True
DUN814E593525,CUST100096730,INV82CE624B46,Reminder,2026-02-26,Service Restricted,False
DUNC1396ACF34,CUST100042355,INVF1E574851F,Service Suspension,2026-02-01,Email Sent,False
DUN1C6EA77ADD,CUST100059715,INV2685D7E3BA,Reminder,2026-05-16,Email Sent,True
DUND7BE401608,CUST100094932,INVFEECA60D23,Reminder,2026-02-16,Call Placed,True
DUN3A05F05781,CUST100080148,INV2387B6F5FC,Final Notice,2026-04-18,None,True
DUN4F0DD082D4,CUST100021310,INV90EB289019,Reminder,2026-03-23,Call Placed,False
DUN1194EC67B5,CUST100026766,INV8CFFE3316E,Service Suspension,2026-02-04,SMS Sent,True
DUNFF7698A690,CUST100052293,INVC28153415B,Reminder,2026-06-28,Email Sent,False
DUN0FAFE1426C,CUST100059922,INV850368A8B3,Service Suspension,2026-03-03,Call Placed,True
DUN856443AC2B,CUST100080499,INVAB9ADD7925,First Notice,2026-06-10,SMS Sent,True
DUN6D30AEB011,CUST100041881,INVC77E7166EA,First Notice,2026-06-16,Service Restricted,True
DUN79E5D62A91,CUST100095222,INVDEC980FE75,Reminder,2026-02-24,None,False
DUN5AFC247C68,CUST100097817,INV89A85B1E22,Collections Referral,2026-03-18,Call Placed,True
DUNDB5926B212,CUST100009506,INV0EABC4D5F3,Reminder,2026-07-02,Call Placed,True
DUNBCB8682FD6,CUST100077289,INV025ABAC6A3,First Notice,2026-01-14,None,True
DUNE7851816F0,CUST100063166,INV20F73CE6C0,First Notice,2026-05-10,Email Sent,False
DUNCB24629E08,CUST100042295,INV52202F9DB3,Reminder,2026-01-01,Call Placed,True
DUN950FA4A75A,CUST100064389,INV13D8D52B5F,First Notice,2026-06-12,Service Restricted,True
DUNF39BFBD8B2,CUST100035781,INV8488A8B071,First Notice,2026-07-03,SMS Sent,True
DUN1666CD95D9,CUST100096067,INV9D352494D3,Service Suspension,2026-07-14,Call Placed,True
DUNB69FA4C5A9,CUST100085909,INVB36A1B771D,Reminder,2026-07-06,Service Restricted,True
DUNA41B6EA739,CUST100054803,INV5DD53BCEF0,Reminder,2026-01-20,SMS Sent,True
DUNB8952F1340,CUST100028161,INVBF844C4C55,Final Notice,2026-05-14,Service Restricted,True
DUN044327BBEA,CUST100036328,INV0587641A03,Final Notice,2026-05-05,None,True
DUNEC10A989EB,CUST100083222,INV482C4FF9E5,Reminder,2026-06-12,Email Sent,True
DUNEC47C52E66,CUST100027278,INV860822E795,Reminder,2026-03-06,None,False
DUN8169C3551B,CUST100077141,INV8C618903E9,Reminder,2026-04-30,Service Restricted,True
DUNDA4E878F11,CUST100049715,INV8DDEF8B920,Reminder,2026-05-22,None,True
DUNBAAB3C2B3E,CUST100041050,INV78548711B6,Collections Referral,2026-02-23,Service Restricted,False
DUNA6CD6FC9BD,CUST100018093,INV23E2285EC8,Reminder,2026-04-06,None,False
DUNF37B2E73AB,CUST100012182,INV1C96F578CA,Reminder,2026-05-27,Service Restricted,True
DUND99FA2F228,CUST100066396,INVE6DE5CEACA,Final Notice,2026-07-12,SMS Sent,False
DUN27E437F341,CUST100015744,INV0197C8A065,First Notice,2026-01-10,Call Placed,True
DUNFB54947FF8,CUST100056486,INVDD9B758C13,Reminder,2026-05-24,None,True
DUN6E7D438FF7,CUST100007491,INV7EAD38B884,Collections Referral,2026-02-13,Call Placed,True
DUN72F7782D7A,CUST100001827,INV77A66BCFA4,First Notice,2026-05-23,None,False
DUNB94EE0ACD3,CUST100082193,INV6262F7C51C,Reminder,2026-06-27,None,True
DUNF69A2CA018,CUST100092862,INVC99DC985CC,First Notice,2026-06-15,Service Restricted,True
DUN0F504B823A,CUST100042592,INV92F9731B89,Collections Referral,2026-04-17,SMS Sent,False
DUNC87B7F1893,CUST100092686,INVE075CFEB6B,Reminder,2026-01-20,Call Placed,True
DUN9A99909238,CUST100004735,INVDD01FDAFDF,First Notice,2026-03-04,Service Restricted,False
DUN68320D2767,CUST100095118,INV05A71C4662,Final Notice,2026-03-17,Call Placed,True
DUNCD61C6B133,CUST100020322,INV0DA9FA0E23,Service Suspension,2026-05-26,SMS Sent,True
DUN7BD39E3CF2,CUST100093608,INV1441BB3C3C,First Notice,2026-06-23,Call Placed,True
DUNE96182FB4F,CUST100020062,INVA1840236E1,Reminder,2026-05-24,SMS Sent,False
DUNFC470E4FDA,CUST100049706,INV8E24EBB7DC,Reminder,2026-05-03,SMS Sent,True
DUN1ED2E123B4,CUST100052502,INV8902C6B791,Final Notice,2026-06-22,None,True
DUN7F0CFD1FCE,CUST100089627,INV9C9DD25976,Final Notice,2026-06-17,Service Restricted,True
DUN037D1484CB,CUST100099367,INVCAEDA75397,Service Suspension,2026-01-04,SMS Sent,True
DUN35E4F2585D,CUST100040827,INVB3DD964067,Reminder,2026-06-23,SMS Sent,False
DUNF625AE9383,CUST100041000,INV8EFF9F7FEF,Reminder,2026-05-14,SMS Sent,True
DUN5A935055B1,CUST100018763,INV65197CD358,Reminder,2026-01-20,SMS Sent,False
DUNDF0481F5BF,CUST100095538,INV01DE324260,Reminder,2026-06-20,SMS Sent,True
DUN0059CF2F60,CUST100010285,INV4A6A8AFD80,Final Notice,2026-06-11,Call Placed,True
DUNF4D5D3BBC7,CUST100090028,INV8FE9991BB3,First Notice,2026-03-21,Service Restricted,True
DUN4DBD9C8650,CUST100055259,INV6D4DC10148,Final Notice,2026-05-23,Service Restricted,True
DUNC2BAC11125,CUST100040720,INV34FA7C7F22,Final Notice,2026-01-18,Service Restricted,True
DUN264B7897FA,CUST100008059,INVC2ACED81EF,Reminder,2026-06-05,SMS Sent,True
DUNDFDC5F7863,CUST100074987,INV9DFE315E2B,Reminder,2026-05-19,Call Placed,True
DUNA8E977BA2F,CUST100088125,INVA771FD84F4,First Notice,2026-06-25,Service Restricted,True
DUNBADC0B40C0,CUST100076054,INVF7DD4A3582,Reminder,2026-03-25,Email Sent,False
DUN559E2B08B1,CUST100066322,INV1B196C02E5,First Notice,2026-04-26,Call Placed,True
DUN1EE02FEBDC,CUST100053753,INV6BF0446803,Reminder,2026-01-02,Call Placed,True
DUN4744C6C055,CUST100081565,INVF9AA51A5FD,Reminder,2026-07-13,SMS Sent,True
DUN4F6FD485F6,CUST100060229,INVF0619689AD,Collections Referral,2026-04-25,Email Sent,True
DUN4551B10E6B,CUST100096087,INV91EC6DBB02,Reminder,2026-03-28,Service Restricted,False
DUN03429A6289,CUST100013573,INV518722CEA2,Reminder,2026-05-05,SMS Sent,True
DUND04399DAA1,CUST100003573,INVC48FCF4BD9,Reminder,2026-05-26,SMS Sent,False
DUNC088992144,CUST100040422,INVBD849F5BD8,Collections Referral,2026-07-10,Call Placed,True
DUN7BBC635583,CUST100091935,INV28190E5726,Reminder,2026-07-16,Call Placed,True
DUN3959ECBEF1,CUST100039837,INV60540E6154,First Notice,2026-06-10,Service Restricted,True
DUN4ABB22F316,CUST100006023,INV95AB192950,Reminder,2026-05-26,SMS Sent,True
DUN6774366068,CUST100079313,INVB58CD566BF,Collections Referral,2026-04-18,Email Sent,False
DUN3A5EDEE5A1,CUST100091549,INV56BE93FE4C,First Notice,2026-03-22,SMS Sent,False
DUNAA7B6CA5E8,CUST100012013,INV3611C3D1A7,First Notice,2026-02-15,Email Sent,True
DUN1673777FF9,CUST100036578,INV3D36267571,Reminder,2026-04-24,Email Sent,True
DUNF71FCA8D54,CUST100022360,INVFF5C37695D,Reminder,2026-03-31,Service Restricted,False
DUN2EBC484E47,CUST100081015,INV63B438C42B,Reminder,2026-07-12,Service Restricted,True
DUN73429253D7,CUST100016152,INV08E74D7964,Final Notice,2026-06-26,Call Placed,False
DUN000FF4C72C,CUST100050038,INV8480C8BF21,Reminder,2026-03-14,SMS Sent,True
DUN39CBE426E9,CUST100053503,INV0EF8EDF30B,First Notice,2026-02-10,SMS Sent,True
DUN1B72E5E906,CUST100015035,INV2499D3B164,Reminder,2026-03-10,Call Placed,False
DUNB721949FDC,CUST100036863,INV2413CBEE3F,First Notice,2026-01-07,Call Placed,True
DUNC4B4CA55D1,CUST100034113,INVE64F50FF8E,Reminder,2026-05-16,Service Restricted,True
DUN7F6BE2847E,CUST100048792,INVD6713940F4,Reminder,2026-02-26,Email Sent,True
DUN299A3EC3C6,CUST100038761,INVD36A4DCEE3,Reminder,2026-01-06,Service Restricted,False
DUN0BDC5A1058,CUST100009637,INV6A44D54647,Reminder,2026-02-10,None,False
DUN11D8FCB647,CUST100006309,INV87FA873A08,Reminder,2026-04-18,None,True
DUN3FEBEB3368,CUST100057048,INV38BD7AC8FE,Collections Referral,2026-04-29,SMS Sent,True
DUN9B4C8F856C,CUST100084863,INV6E99A4ECE4,Reminder,2026-05-13,None,False
DUN66BC0E3DBD,CUST100058377,INVA6C1B11C11,First Notice,2026-04-29,Service Restricted,True
DUN9CFAE2E3F7,CUST100082076,INVEA55F62EEB,Reminder,2026-05-27,Email Sent,True
DUN40B53A6EAA,CUST100047278,INV94B1F70C57,Final Notice,2026-04-06,None,True
DUN1EEB13C3B6,CUST100041586,INVB73F701E8C,First Notice,2026-03-23,Email Sent,True
DUN37BE4A7097,CUST100085257,INV465CC0642D,Collections Referral,2026-05-12,Service Restricted,False
DUN25E1235623,CUST100083178,INV28E1E58A7F,First Notice,2026-05-15,SMS Sent,False
DUN4198ABC5B8,CUST100044065,INVE2137DEE82,Reminder,2026-07-22,Service Restricted,False
DUNAF62A27065,CUST100055768,INVD93840A260,Reminder,2026-07-20,None,True
DUN50D2935F25,CUST100097957,INV671220E474,First Notice,2026-02-02,Call Placed,True
DUN043CD27FD9,CUST100070194,INV877ADA4002,First Notice,2026-01-03,None,False
DUN28AC52DBA9,CUST100053664,INV61E0CD626A,Reminder,2026-04-01,Email Sent,True
DUN67979B517F,CUST100060216,INV34BA467DC1,Reminder,2026-04-03,Call Placed,True
DUNFB394FAF72,CUST100077937,INV69E685BCE9,Reminder,2026-01-10,Service Restricted,False
DUN4B0545D3EF,CUST100096551,INV2E902B2877,First Notice,2026-03-18,None,True
DUN217A8751BD,CUST100053931,INVE7B035E8D2,Reminder,2026-02-01,None,True
DUNBDA36169FD,CUST100069144,INV887CE9E3D3,Final Notice,2026-03-31,None,True
DUNCD3D15E9E8,CUST100046988,INVABCC215408,Service Suspension,2026-02-15,Service Restricted,False
DUN08B3CFF97D,CUST100040041,INVD25FD12786,Reminder,2026-05-14,Call Placed,True
DUNFE58100817,CUST100069948,INV5F546E9344,First Notice,2026-04-02,Call Placed,True
DUN0F8D574D73,CUST100059577,INVA98CF410D5,Reminder,2026-07-07,Email Sent,True
DUNBF45C5AC12,CUST100051292,INVA9628E1F7E,Reminder,2026-06-12,SMS Sent,True
DUNCAFB009E40,CUST100029517,INVB2C4E04D24,Reminder,2026-02-24,Call Placed,True
DUN51EE3514FB,CUST100032982,INVC1CDD9E1CA,Reminder,2026-05-26,Service Restricted,False
DUNE89F34D32B,CUST100053767,INV68E3A971D1,Reminder,2026-06-22,Email Sent,False
DUNC944818D27,CUST100001828,INV9A85CC7C60,Service Suspension,2026-02-06,Call Placed,False
DUN65F45CAB2D,CUST100010524,INVBFF0FF2747,Reminder,2026-06-05,Call Placed,True
DUN2483BF482A,CUST100005091,INVED1A2B033D,Final Notice,2026-02-24,None,False
DUN32CF843E4C,CUST100060005,INVFDB6DB9D95,First Notice,2026-06-21,Email Sent,True
DUN169E800F5A,CUST100048129,INV4E26926D1E,First Notice,2026-05-18,Call Placed,False
DUN501E354C8F,CUST100096794,INVB692D83B52,Final Notice,2026-04-06,Email Sent,False
DUN49E6E81950,CUST100071462,INVF719D3F2E2,Collections Referral,2026-03-30,Call Placed,True
DUN3D80D0AFC5,CUST100039538,INVD5EAE5C444,Reminder,2026-01-25,SMS Sent,True
DUN0758FC08C8,CUST100026700,INVC4BCB0C172,First Notice,2026-03-01,Email Sent,False
DUNEC7ED3BC44,CUST100022100,INV791A05D148,Reminder,2026-07-15,Call Placed,True
DUN3C9AE41A3E,CUST100036843,INV4EA01E4D4E,Reminder,2026-01-30,Call Placed,False
DUN5162B208DF,CUST100076934,INVA0988D472D,Final Notice,2026-04-02,Call Placed,True
DUN2FE3A094A8,CUST100034196,INV0038804130,Final Notice,2026-06-27,Email Sent,False
DUNAA781E150A,CUST100010556,INVE0E1F278AE,Final Notice,2026-02-04,Call Placed,True
DUN7024FF37C8,CUST100025165,INV7F547FA7B5,Reminder,2026-04-15,Service Restricted,True
DUNE835BFC622,CUST100085365,INV7151CC1ECF,Final Notice,2026-03-20,SMS Sent,True
DUNAA1E14B37D,CUST100028577,INVCA4ABB55C1,First Notice,2026-04-07,SMS Sent,True
DUN5672FCB857,CUST100091047,INV30B1B3352D,First Notice,2026-03-30,Call Placed,True
DUN4DD15A6096,CUST100018785,INV4CA0927DD6,Collections Referral,2026-01-27,None,False
DUN9682F6253C,CUST100026603,INV277D73F0E0,First Notice,2026-04-28,None,False
DUNB105DA8D58,CUST100045488,INVDD1F80D491,Reminder,2026-06-03,Call Placed,True
DUNE55A498C02,CUST100042664,INV7CCF9DE65C,Reminder,2026-03-09,Call Placed,True
DUN991746CAC9,CUST100028139,INV1A561B2615,Reminder,2026-05-12,Email Sent,False
DUN546D4D1D1C,CUST100064432,INVE08375FAD5,Reminder,2026-06-19,SMS Sent,True
DUN84FF932D6D,CUST100047938,INVC85EE15D55,Final Notice,2026-01-23,SMS Sent,True
DUNB0939049BD,CUST100081802,INV904221A78A,Reminder,2026-05-31,Call Placed,False
DUN439B4D31FB,CUST100068742,INVE3584BB468,Reminder,2026-05-09,Email Sent,True
DUNB0D84A6859,CUST100015538,INVF97EF0C983,Reminder,2026-02-06,Email Sent,True
DUN445CC7F0B0,CUST100046520,INV6E834DAB47,Final Notice,2026-04-28,Service Restricted,True
DUN712E76C00E,CUST100020945,INV1C84C22FCC,Reminder,2026-02-08,SMS Sent,True
DUNE934D0F93F,CUST100009063,INVF09BD94A43,Reminder,2026-06-19,None,False
DUN4AE740874F,CUST100059764,INVD840AF6754,Reminder,2026-05-31,Service Restricted,False
DUNEE6683D29E,CUST100001499,INVF76E07D7A8,Reminder,2026-01-03,Call Placed,True
DUN77D5514BE2,CUST100058791,INV4699FDBC88,Service Suspension,2026-06-21,Service Restricted,False
DUN259576F2F9,CUST100008511,INV5C784E5896,Collections Referral,2026-02-01,Email Sent,True
DUN26E33E0393,CUST100098176,INV2D41124B30,Reminder,2026-01-14,Email Sent,True
DUNE3CC333537,CUST100062144,INVF0D0A1606E,First Notice,2026-03-06,SMS Sent,True
DUND8B9A4AA6C,CUST100084773,INV1B583A64CE,Collections Referral,2026-06-05,Service Restricted,False
DUN1210C749F8,CUST100007378,INVB2047A2045,Reminder,2026-01-29,None,True
DUN770425BA7D,CUST100033927,INVD66662277D,Reminder,2026-06-12,Call Placed,True
DUN573F592973,CUST100087098,INV4F81307792,First Notice,2026-07-13,None,True
DUN16D1A0A564,CUST100014341,INV36F15FCC30,Reminder,2026-03-01,Email Sent,True
DUNF40D05489D,CUST100077040,INV0772905D02,Reminder,2026-06-06,Email Sent,True
DUN410F707904,CUST100031475,INV78634D28F7,Final Notice,2026-02-27,Service Restricted,True
DUNAFACD4985C,CUST100060084,INV40EC332CA0,Final Notice,2026-06-20,Call Placed,True
DUNE829D050D1,CUST100051837,INV8B31D191DD,Reminder,2026-05-24,Service Restricted,True
DUNBBE1E32910,CUST100024043,INV0216616F0D,Final Notice,2026-05-13,SMS Sent,True
DUND924D22205,CUST100074942,INV12261190AF,First Notice,2026-04-09,SMS Sent,False
DUNA282637ABF,CUST100015588,INV2C795B6CBA,First Notice,2026-03-04,SMS Sent,True
DUN133DF49F5F,CUST100037862,INVCEC29CE810,First Notice,2026-04-09,Service Restricted,True
DUNC40FF471C6,CUST100041092,INV0DD2854298,Collections Referral,2026-06-03,Email Sent,True
DUN33090279F9,CUST100066793,INVEFC9B9A5E9,First Notice,2026-03-06,Call Placed,False
DUN754B75653F,CUST100077880,INV782644DB00,First Notice,2026-01-25,Email Sent,True
DUN6BCC2BCA7B,CUST100077511,INV18545EE307,Service Suspension,2026-04-28,Call Placed,True
DUN43A61057FE,CUST100012505,INV56B9BDB534,Reminder,2026-03-07,Call Placed,False
DUN72FF91E8C3,CUST100077861,INV48B60C6EC2,Final Notice,2026-03-06,Email Sent,False
DUNC6EF7356B5,CUST100035949,INV21D0DE984F,First Notice,2026-04-23,Email Sent,False
DUNBFED0369A6,CUST100084759,INV8F50EDC5A9,First Notice,2026-06-18,Call Placed,True
DUN6168BCDC30,CUST100001102,INV89F974EA79,Collections Referral,2026-06-13,SMS Sent,True
DUN3CC5637EC9,CUST100025602,INV12B97C897C,Reminder,2026-01-03,Service Restricted,False
DUNB92A60D5B6,CUST100077986,INVE42A1CEA95,First Notice,2026-02-11,Call Placed,True
DUN8C5542CCB4,CUST100021155,INVA6B3909CAE,Final Notice,2026-07-04,Email Sent,False
DUN3E6EC3A537,CUST100001448,INV165DC4EFF8,First Notice,2026-06-22,None,True
DUND44C299FA5,CUST100086531,INV13B28BFE47,Final Notice,2026-06-05,None,True
DUN839C89D79C,CUST100002234,INV71CE3A1899,Final Notice,2026-02-04,SMS Sent,False
DUNE823D3CE96,CUST100031487,INV8BA9D602A4,First Notice,2026-05-07,Call Placed,False
DUN0329BAB539,CUST100063046,INV8FC4D5D5E6,Reminder,2026-01-24,Call Placed,True
DUNFE2542E76A,CUST100010835,INVA86D98DC2D,Reminder,2026-06-08,SMS Sent,True
DUN58F6E6D7BB,CUST100071551,INVF1E0AE1BEB,Final Notice,2026-05-15,None,True
DUND922803E1F,CUST100054931,INV560C05CC98,Reminder,2026-06-11,Email Sent,True
DUNEF901B9660,CUST100073557,INV7B89B15DB8,Reminder,2026-02-24,SMS Sent,True
DUNCC4B2AC627,CUST100011870,INV97D228A577,First Notice,2026-04-10,Call Placed,True
DUN9C817A850F,CUST100026830,INV0F5736F01A,Service Suspension,2026-06-04,None,True
DUN0BF2159E68,CUST100050338,INVD63E013E8B,Reminder,2026-07-07,Email Sent,False
DUNF9CEAF2CDA,CUST100055719,INVFF2DDB52E1,Service Suspension,2026-03-28,Service Restricted,True
DUN83B224CCF4,CUST100024149,INVF3367054F0,Final Notice,2026-01-14,Email Sent,False
DUN165C72571A,CUST100061714,INVB05404F74C,First Notice,2026-01-01,None,False
DUN6CE6F5C4C2,CUST100097425,INV8C80880261,First Notice,2026-03-21,None,True
DUN8D1410629B,CUST100053757,INV45C34F850A,Reminder,2026-01-22,Call Placed,False
DUNE5CAE01C27,CUST100082811,INV297B72F04C,First Notice,2026-03-20,None,True
DUN09522DFB1E,CUST100010579,INV7750A6F3E3,First Notice,2026-01-13,Service Restricted,True
DUNEC153989BF,CUST100080017,INVD69F5EE392,Service Suspension,2026-01-26,Email Sent,True
DUNF29232F2DD,CUST100044945,INV3485D6C67B,Final Notice,2026-01-12,None,True
DUN09D6A5484C,CUST100076299,INVF86C0A7BCA,Service Suspension,2026-03-02,Service Restricted,False
DUND1493CC2A5,CUST100044232,INV3D35651EF2,Final Notice,2026-06-23,Email Sent,True
DUN5DC0F42FA3,CUST100063011,INVB93A85EBEB,First Notice,2026-04-16,SMS Sent,False
DUNE92C5E9131,CUST100044223,INV06F46253C2,First Notice,2026-05-08,None,True
DUN8C675C657C,CUST100078773,INVFFE3B3A52E,Reminder,2026-04-10,SMS Sent,True
DUN00E6AEDF24,CUST100094462,INV95E3DAE201,First Notice,2026-04-11,SMS Sent,True
DUNA4131E08E6,CUST100083695,INV1166CA4E56,Reminder,2026-03-07,None,True
DUN9932D13383,CUST100076309,INV5B32638955,First Notice,2026-03-02,SMS Sent,True
DUNBBF42E5DE0,CUST100078356,INVAE133BA5EF,First Notice,2026-04-28,SMS Sent,True
DUN2B4A1A0A80,CUST100086407,INVD7B7ED8001,Reminder,2026-01-19,Email Sent,True
DUN709CC052A4,CUST100048803,INV2EC6422312,Final Notice,2026-07-15,None,True
DUN7B231C6423,CUST100096759,INV5155959C04,First Notice,2026-06-09,Call Placed,False
DUN19B83FC0C5,CUST100055753,INVCF6DE6C6BD,First Notice,2026-01-17,Service Restricted,False
DUN8D91689F14,CUST100022248,INVDA22249CD3,Reminder,2026-04-21,Service Restricted,False
DUN51C897C3D4,CUST100004411,INV7BD39D85AE,Reminder,2026-01-30,None,True
DUN2E3D41CCC8,CUST100084587,INV19E4FE406E,Reminder,2026-07-15,SMS Sent,True
DUNAB81CB3E8E,CUST100015816,INVABCF7CC37F,Final Notice,2026-06-02,None,False
DUNE6CE043B8D,CUST100057396,INV5135A7B572,Final Notice,2026-07-21,SMS Sent,True
DUNEE5166768F,CUST100013446,INV850248BB11,Reminder,2026-02-02,None,False
