plan_id,customer_id,plan_name,plan_type,monthly_fee_usd,data_allowance_gb,voice_minutes,sms_allowance,start_date
PLN40B170F330,CUST100095709,Prepaid 5GB,Prepaid Mobile,72.87,-1,-1,500,2015-08-01
PLN9ECD385F11,CUST100011929,Unlimited Premium,Prepaid Mobile,83.88,5,1000,100,2024-12-24
PLN4D4A7E0C1F,CUST100019275,Family Share 10GB,Prepaid Mobile,21.35,10,1000,500,2019-01-23
PLNC788481AFA,CUST100044854,Prepaid 5GB,Postpaid Mobile,83.83,5,-1,100,2021-08-07
PLN9735ACA599,CUST100079376,IoT Data Plan,Postpaid Mobile,115.93,50,500,-1,2016-10-31
PLN9E24090604,CUST100094768,Fiber 500Mbps,Postpaid Mobile,44.11,20,-1,100,2022-04-14
PLNCFE7D9C150,CUST100007935,Fiber 500Mbps,Broadband,135.37,2,500,100,2024-02-01
PLN270BA8FD52,CUST100003282,Fiber 1Gbps,Prepaid Mobile,126.43,-1,-1,500,2020-12-16
PLN649D0C9D77,CUST100046164,Unlimited Basic,IoT,138.97,5,500,-1,2020-10-22
PLN1680A376C8,CUST100055820,IoT Data Plan,Postpaid Mobile,132.47,2,500,500,2025-12-06
PLNB2A2902D38,CUST100065770,Fiber 500Mbps,Broadband,89.22,2,500,100,2022-06-29
PLN70F30F98B4,CUST100050657,Unlimited Premium,Postpaid Mobile,140.9,-1,-1,-1,2018-10-25
PLNDFAE3F988C,CUST100060758,Prepaid 5GB,Broadband,88.12,-1,1000,500,2020-11-16
PLN24C9468F32,CUST100053557,Prepaid 5GB,Broadband,87.2,10,1000,-1,2023-09-13
PLNBE2F53A49E,CUST100020920,Unlimited Plus,Broadband,35.62,20,1000,500,2025-05-11
PLN497CB3F5BD,CUST100021193,Unlimited Basic,Broadband,88.04,5,1000,-1,2026-06-22
PLNFE782DF3CB,CUST100065481,Unlimited Premium,Postpaid Mobile,15.14,50,500,100,2025-01-16
PLNDAFE06C6FF,CUST100067876,Unlimited Plus,IoT,104.16,5,1000,500,2015-07-23
PLN97E86DB9D9,CUST100009629,Unlimited Basic,Postpaid Mobile,32.69,10,500,-1,2017-05-22
PLND01A42F5D9,CUST100096806,Unlimited Basic,Postpaid Mobile,16.3,50,500,-1,2023-12-16
PLN3777A92D55,CUST100081630,Unlimited Basic,Prepaid Mobile,56.53,-1,-1,-1,2023-02-06
PLND6ABEBD2AC,CUST100086269,IoT Data Plan,Postpaid Mobile,147.55,10,-1,500,2019-11-12
PLND6286144E0,CUST100097777,IoT Data Plan,Broadband,43.39,50,500,100,2015-05-04
PLN6BFFEE6305,CUST100081294,Unlimited Premium,Postpaid Mobile,106.17,50,1000,-1,2019-05-12
PLN216A4E721B,CUST100005171,Fiber 500Mbps,Postpaid Mobile,48.51,5,1000,500,2019-05-29
PLN0004FCE475,CUST100088592,Fiber 500Mbps,Postpaid Mobile,79.39,2,1000,-1,2018-06-27
PLNA0D0A5CF5F,CUST100088033,Fiber 500Mbps,Broadband,141.66,-1,1000,500,2020-11-25
PLNE01FF3DE03,CUST100044449,IoT Data Plan,Prepaid Mobile,134.43,20,500,-1,2021-12-02
PLN323ECB0258,CUST100041098,Fiber 1Gbps,Prepaid Mobile,22.09,20,1000,100,2015-02-18
PLN180B81C639,CUST100086711,Family Share 10GB,Postpaid Mobile,19.67,-1,500,100,2016-03-03
PLN57C7ADA2B9,CUST100061986,Fiber 500Mbps,Prepaid Mobile,92.85,50,-1,500,2023-12-29
PLN9F884D2D10,CUST100090584,Unlimited Premium,Postpaid Mobile,71.98,10,500,100,2019-06-24
PLND6567EED50,CUST100040595,Fiber 1Gbps,Prepaid Mobile,116.83,2,1000,500,2017-09-07
PLNBF40BD239B,CUST100055585,Family Share 10GB,Postpaid Mobile,103.3,5,-1,-1,2025-12-07
PLND7A1E3AB00,CUST100034132,IoT Data Plan,Postpaid Mobile,65.76,50,-1,-1,2018-01-07
PLN8E1E2EE30D,CUST100033881,Prepaid 5GB,Prepaid Mobile,23.37,-1,-1,100,2015-07-19
PLN68C6F756AF,CUST100023529,Family Share 10GB,Postpaid Mobile,148.12,10,-1,100,2023-11-10
PLND6A01564DE,CUST100006425,Family Share 10GB,Prepaid Mobile,130.1,20,1000,100,2015-05-01
PLN796A2C23B1,CUST100086858,Family Share 10GB,Prepaid Mobile,51.29,2,500,100,2025-11-14
PLNF60400D0A8,CUST100029075,IoT Data Plan,Postpaid Mobile,134.55,-1,500,100,2021-02-06
PLN19DABABF71,CUST100045875,Fiber 500Mbps,Postpaid Mobile,39.33,-1,1000,500,2017-02-04
PLN577DF1DFE0,CUST100037729,Family Share 10GB,Prepaid Mobile,41.98,10,1000,-1,2016-04-04
PLN48BDA69FB7,CUST100096654,IoT Data Plan,Broadband,25.05,10,1000,500,2015-11-02
PLNB0750D3D68,CUST100004088,Family Share 10GB,Postpaid Mobile,39.28,20,500,-1,2017-12-10
PLNFCD9F711C5,CUST100064331,Family Share 10GB,Broadband,24.51,5,-1,-1,2015-01-10
PLNC545D34C6A,CUST100022658,Unlimited Basic,Broadband,94.79,2,500,500,2021-12-14
PLN9B31A82A67,CUST100045218,Unlimited Premium,Prepaid Mobile,16.3,10,1000,-1,2025-10-22
PLN4A26103FAB,CUST100073511,Unlimited Basic,Broadband,133.15,5,500,-1,2021-10-31
PLN571B98E555,CUST100097735,Family Share 10GB,Postpaid Mobile,90.75,50,-1,100,2016-12-11
PLN9DC74D7CA4,CUST100054420,Prepaid 5GB,Prepaid Mobile,123.03,2,1000,100,2024-09-22
PLN2EA8EBA566,CUST100006943,Unlimited Basic,Postpaid Mobile,66.25,50,1000,-1,2024-03-10
PLN9DFCBAFB0A,CUST100098426,Unlimited Basic,Postpaid Mobile,69.85,50,1000,100,2023-08-12
PLN7FB8425A1B,CUST100053008,Unlimited Plus,Broadband,68.49,50,1000,100,2022-12-04
PLNEA2DCF839D,CUST100054413,Unlimited Plus,Postpaid Mobile,84.45,20,500,500,2023-11-14
PLNDA7EB47E53,CUST100059242,Unlimited Premium,Prepaid Mobile,30.18,-1,500,-1,2023-08-09
PLN4A94786857,CUST100080903,Unlimited Plus,Postpaid Mobile,101.6,2,500,100,2024-01-23
PLNA0FEC289DC,CUST100023161,Unlimited Premium,Prepaid Mobile,81.91,-1,-1,-1,2026-02-04
PLN316FCF7BBA,CUST100009132,Unlimited Plus,Postpaid Mobile,56.4,5,1000,100,2019-03-08
PLNCFDD05E1B7,CUST100048075,Unlimited Plus,Prepaid Mobile,80.38,20,1000,-1,2021-01-31
PLN63B3259A3C,CUST100084610,Unlimited Plus,Postpaid Mobile,139.75,2,1000,100,2018-04-18
PLN283B01F897,CUST100068544,Fiber 500Mbps,Postpaid Mobile,116.8,20,500,-1,2017-06-03
PLND1CF9598B2,CUST100039588,Unlimited Plus,Prepaid Mobile,107.31,5,-1,500,2026-01-04
PLN592F0E0E77,CUST100046998,Unlimited Premium,Postpaid Mobile,133.87,20,1000,500,2015-12-09
PLN618DB9450A,CUST100007424,Family Share 10GB,Prepaid Mobile,109.95,20,500,100,2016-04-29
PLN6A34D15AF0,CUST100010053,Family Share 10GB,Broadband,55.93,-1,500,-1,2017-11-08
PLNBBFAA40810,CUST100010939,Unlimited Premium,Postpaid Mobile,68.36,5,500,-1,2015-08-05
PLNC8A022BDED,CUST100021116,Fiber 500Mbps,Postpaid Mobile,37.53,5,500,100,2025-09-10
PLN1F564C35FE,CUST100058069,Unlimited Premium,Postpaid Mobile,102.77,20,1000,500,2019-08-03
PLN9CAE9B9927,CUST100069323,Fiber 1Gbps,Postpaid Mobile,15.66,10,1000,100,2024-12-01
PLN7DF86ED54B,CUST100070526,Fiber 500Mbps,Postpaid Mobile,131.06,10,500,-1,2016-01-31
PLNE3B2AF653C,CUST100030128,Family Share 10GB,Broadband,130.55,5,-1,500,2023-03-21
PLN40F5E11313,CUST100037653,Prepaid 5GB,Prepaid Mobile,113.98,50,-1,-1,2019-03-03
PLNDF4BB29AC1,CUST100070354,Unlimited Premium,Postpaid Mobile,82.81,-1,500,100,2021-02-21
PLNE8F1B03DBF,CUST100048503,Unlimited Premium,Postpaid Mobile,87.62,50,1000,100,2026-04-25
PLN9E4E0DACB4,CUST100052920,Fiber 1Gbps,Postpaid Mobile,24.49,5,1000,500,2024-01-31
PLN453AF35BA8,CUST100038776,Fiber 1Gbps,Prepaid Mobile,123.63,2,1000,500,2019-06-11
PLN946738E5FD,CUST100069598,Prepaid 5GB,Prepaid Mobile,36.9,50,-1,-1,2018-02-13
PLNBDD3AB62E6,CUST100064267,Prepaid 5GB,Postpaid Mobile,144.93,10,500,500,2023-09-21
PLNB7829872F7,CUST100025739,Unlimited Premium,Prepaid Mobile,38.43,10,500,500,2016-11-20
PLN0E7652E047,CUST100070139,Unlimited Plus,Prepaid Mobile,95.56,5,-1,-1,2019-03-09
PLN5E4AA056E2,CUST100054256,Fiber 1Gbps,Postpaid Mobile,40.33,10,1000,500,2020-05-28
PLNE95B2A3A86,CUST100014528,Fiber 1Gbps,Postpaid Mobile,16.7,10,500,-1,2023-02-16
PLN05C47D3482,CUST100000668,Fiber 500Mbps,Broadband,73.15,10,1000,100,2021-02-11
PLN2670880D14,CUST100090439,IoT Data Plan,Prepaid Mobile,93.41,2,500,100,2018-10-07
PLNA2C976D2EE,CUST100010373,Fiber 500Mbps,Postpaid Mobile,28.19,50,500,100,2023-03-03
PLNF7372EAE23,CUST100020412,Fiber 500Mbps,Postpaid Mobile,124.6,-1,1000,-1,2017-03-29
PLN0F0E605A81,CUST100096728,Unlimited Premium,Postpaid Mobile,56.92,10,-1,100,2018-10-16
PLN7ED6DC428B,CUST100071961,Unlimited Plus,Postpaid Mobile,17.9,5,1000,500,2017-01-24
PLN8D186BADBF,CUST100071740,Unlimited Premium,Postpaid Mobile,37.01,-1,500,100,2026-03-24
PLN74D8F675F1,CUST100098776,Prepaid 5GB,Postpaid Mobile,51.6,2,1000,100,2019-03-29
PLN84CEC746FC,CUST100056185,Unlimited Basic,IoT,114.95,-1,500,-1,2020-10-12
PLN7F0B1552F8,CUST100059190,Family Share 10GB,Postpaid Mobile,104.48,50,1000,500,2024-09-02
PLN04291F3C24,CUST100060261,Fiber 1Gbps,Postpaid Mobile,120.2,2,1000,100,2022-02-12
PLNAFE07C5AB2,CUST100054573,Unlimited Basic,Postpaid Mobile,24.28,50,500,500,2023-12-02
PLNEEBDCCD951,CUST100068716,IoT Data Plan,Prepaid Mobile,38.31,5,-1,-1,2025-08-13
PLN3FDD92524A,CUST100080488,Family Share 10GB,Prepaid Mobile,32.79,2,-1,100,2021-07-19
PLNAFDB93EEED,CUST100050045,Prepaid 5GB,Postpaid Mobile,46.44,-1,1000,100,2025-04-03
PLNDB484C5962,CUST100026680,Prepaid 5GB,Postpaid Mobile,37.05,10,-1,-1,2023-04-17
PLNA81848CB1F,CUST100069505,Family Share 10GB,Prepaid Mobile,123.04,2,1000,500,2015-12-06
PLN6C912DEAD0,CUST100028761,Fiber 1Gbps,Broadband,53.87,20,500,100,2024-05-01
PLN11509F99A8,CUST100016642,Unlimited Basic,Postpaid Mobile,115.9,-1,-1,-1,2026-05-17
PLN3CE6A34B1D,CUST100082372,Unlimited Basic,Postpaid Mobile,91.27,50,500,-1,2020-06-29
PLN93DE545884,CUST100080945,Fiber 500Mbps,Prepaid Mobile,79.26,10,-1,100,2015-07-16
PLN4BB150F5D7,CUST100014196,IoT Data Plan,Prepaid Mobile,83.7,2,1000,100,2026-04-05
PLNECCCD881D4,CUST100059563,Prepaid 5GB,Broadband,69.41,20,1000,100,2015-10-06
PLNAFACAA7623,CUST100035065,Unlimited Premium,Postpaid Mobile,57.77,50,1000,100,2021-09-22
PLN52D1840115,CUST100033026,Unlimited Plus,Postpaid Mobile,31.16,5,-1,-1,2018-03-31
PLNAA969FED20,CUST100038762,Unlimited Premium,Broadband,55.73,2,1000,500,2023-08-06
PLN6374E002A8,CUST100046551,Unlimited Basic,Broadband,93.27,10,1000,100,2021-10-02
PLN498D57C195,CUST100060132,Unlimited Basic,IoT,86.15,5,500,-1,2017-07-13
PLN4C040B6EDB,CUST100026777,Fiber 500Mbps,Postpaid Mobile,141.31,10,-1,100,2026-04-15
PLNCB1E6DB409,CUST100006317,Fiber 1Gbps,Postpaid Mobile,19.44,5,1000,100,2015-06-16
PLNE7C39A7072,CUST100012520,Unlimited Basic,Postpaid Mobile,94.06,20,-1,500,2024-01-28
PLNE494245CF8,CUST100098976,Unlimited Basic,Postpaid Mobile,137.57,20,500,500,2020-10-11
PLN83C835DC92,CUST100064112,Unlimited Basic,Postpaid Mobile,83.38,-1,-1,-1,2020-11-22
PLN31D723E4EA,CUST100034819,Unlimited Basic,Prepaid Mobile,17.65,10,500,100,2021-11-24
PLN1301854973,CUST100042871,Fiber 500Mbps,Postpaid Mobile,109.48,10,500,500,2019-10-21
PLN435CDEE29F,CUST100041301,Fiber 1Gbps,Prepaid Mobile,107.57,10,-1,100,2021-02-01
PLN7D902A16C6,CUST100087435,Fiber 1Gbps,Postpaid Mobile,36.19,10,500,100,2015-10-24
PLNA36722C542,CUST100069528,Unlimited Plus,Prepaid Mobile,38.5,-1,-1,100,2016-10-14
PLN7346F2E29D,CUST100008020,IoT Data Plan,Prepaid Mobile,87.1,2,1000,100,2016-08-14
PLNC654763E06,CUST100084613,Unlimited Basic,Postpaid Mobile,30.99,5,1000,-1,2025-01-20
PLNE505B8E0E5,CUST100090714,Prepaid 5GB,Postpaid Mobile,120.83,50,-1,500,2017-04-29
PLN2B1D571BF2,CUST100074621,IoT Data Plan,Postpaid Mobile,84.21,2,1000,100,2017-03-20
PLNFCFD35A9AB,CUST100021081,Unlimited Premium,Postpaid Mobile,47.64,2,1000,500,2016-10-26
PLNBADB998378,CUST100082619,IoT Data Plan,Postpaid Mobile,81.46,10,-1,100,2020-10-19
PLN7665E3F467,CUST100068489,IoT Data Plan,Postpaid Mobile,50.32,20,500,-1,2023-05-06
PLN08EE73C7AB,CUST100054823,Prepaid 5GB,Broadband,64.46,10,1000,100,2016-07-29
PLN7818294A09,CUST100069136,IoT Data Plan,IoT,64.05,10,500,500,2025-03-31
PLNC780E04D4C,CUST100087481,Fiber 500Mbps,Postpaid Mobile,43.66,5,500,-1,2015-07-16
PLNB33118ECA8,CUST100064400,Fiber 1Gbps,Postpaid Mobile,95.14,20,-1,500,2018-09-14
PLNFBFCCD28DD,CUST100069276,Unlimited Basic,Broadband,69.51,10,-1,-1,2024-05-12
PLNF126BEBCA3,CUST100082939,Unlimited Basic,Postpaid Mobile,43.49,20,500,500,2026-02-22
PLN7C0A2B8A6E,CUST100024787,Family Share 10GB,Broadband,75.26,-1,500,-1,2017-10-08
PLN70D68F0342,CUST100077933,Fiber 1Gbps,Postpaid Mobile,39.32,20,500,500,2023-06-13
PLNE6AE004E64,CUST100045302,Unlimited Basic,Postpaid Mobile,53.0,10,1000,100,2022-07-15
PLND56607BD1B,CUST100070873,Unlimited Premium,Postpaid Mobile,125.05,5,500,500,2018-11-09
PLN77BFC7A8A2,CUST100045658,Fiber 500Mbps,Broadband,105.31,5,500,100,2016-03-23
PLN4E4445084E,CUST100029046,Unlimited Premium,Prepaid Mobile,18.91,50,-1,100,2025-04-30
PLN3692369712,CUST100039417,Fiber 1Gbps,Postpaid Mobile,145.71,10,500,500,2020-08-09
PLN6C6299E1D9,CUST100055514,IoT Data Plan,Postpaid Mobile,112.93,50,1000,-1,2016-11-10
PLN97F4F1200A,CUST100019744,Unlimited Premium,Postpaid Mobile,116.83,2,-1,-1,2025-05-21
PLNE33E4C3001,CUST100033160,Prepaid 5GB,Broadband,123.47,50,-1,-1,2020-03-24
PLN3A4FD29BB9,CUST100088477,Prepaid 5GB,Prepaid Mobile,34.39,50,-1,100,2021-06-15
PLN2E6C9E26F3,CUST100050511,Fiber 1Gbps,Postpaid Mobile,75.12,5,-1,500,2024-11-19
PLN3C069E8287,CUST100097236,Prepaid 5GB,Prepaid Mobile,39.03,10,-1,500,2019-11-28
PLN3F1D9AFCB5,CUST100069554,Fiber 1Gbps,Prepaid Mobile,92.19,50,-1,100,2021-10-14
PLN1D082F9BEA,CUST100085093,Prepaid 5GB,Postpaid Mobile,63.11,50,-1,100,2015-05-30
PLN4C980FFB05,CUST100091148,Unlimited Plus,Broadband,60.33,5,500,500,2016-06-13
PLN08EE7CE0FC,CUST100060009,IoT Data Plan,Postpaid Mobile,126.55,10,1000,-1,2016-08-13
PLNC9A4CC821F,CUST100093573,Fiber 500Mbps,Prepaid Mobile,26.32,5,500,-1,2024-03-24
PLNB030A964AC,CUST100063086,Unlimited Plus,Broadband,100.18,-1,-1,100,2015-12-16
PLN453347FADA,CUST100048185,Unlimited Premium,Prepaid Mobile,44.53,-1,-1,100,2025-04-04
PLN6C11C6FB8B,CUST100040865,IoT Data Plan,Prepaid Mobile,118.66,-1,500,-1,2022-11-17
PLN8C4458C7B9,CUST100092903,Prepaid 5GB,IoT,44.88,10,-1,-1,2015-05-15
PLNB2FADEDED5,CUST100077281,IoT Data Plan,Prepaid Mobile,74.31,50,500,-1,2018-07-03
PLN2D701ACBC0,CUST100088517,Fiber 1Gbps,Prepaid Mobile,137.24,5,-1,-1,2025-06-04
PLN0C6530E7CC,CUST100031399,Unlimited Plus,IoT,17.1,10,500,500,2025-08-16
PLN6BCD70480D,CUST100003697,Unlimited Premium,Broadband,133.38,-1,-1,-1,2023-10-26
PLN4F3AEED1C6,CUST100015260,Unlimited Basic,Postpaid Mobile,119.92,50,1000,-1,2021-10-08
PLN220167C355,CUST100083395,Unlimited Plus,Broadband,41.22,2,500,500,2020-02-25
PLN0E22F77065,CUST100060648,Family Share 10GB,Prepaid Mobile,111.36,20,-1,500,2019-04-04
PLNF0C4449D0F,CUST100046952,Unlimited Basic,Prepaid Mobile,35.23,50,1000,100,2023-03-16
PLN5C23370E80,CUST100025753,Unlimited Basic,Postpaid Mobile,93.13,50,500,-1,2020-07-23
PLNF007A6CC90,CUST100026071,Fiber 500Mbps,Postpaid Mobile,23.78,20,-1,-1,2016-08-27
PLN5BFCBE3CAD,CUST100035699,Unlimited Basic,Postpaid Mobile,20.29,20,-1,500,2026-03-18
PLN3AC119DB21,CUST100069577,Unlimited Plus,Postpaid Mobile,103.39,2,500,500,2017-11-02
PLNB2EF737D30,CUST100009616,Fiber 500Mbps,Broadband,79.48,10,500,-1,2017-05-15
PLNCE1FFB8C50,CUST100086378,Fiber 500Mbps,Postpaid Mobile,86.57,10,500,100,2025-12-23
PLN6D73397C5F,CUST100085214,Family Share 10GB,Postpaid Mobile,114.05,5,500,500,2022-12-04
PLND14CBA907D,CUST100078470,Unlimited Plus,Broadband,136.37,20,1000,100,2022-11-12
PLN21143E9882,CUST100035271,IoT Data Plan,Postpaid Mobile,121.88,10,500,100,2017-06-07
PLN6ABC4B02C1,CUST100025013,Family Share 10GB,Prepaid Mobile,78.65,2,1000,500,2018-10-11
PLN04B1390892,CUST100003803,Fiber 1Gbps,Prepaid Mobile,139.55,20,500,500,2019-01-16
PLNB3A3648388,CUST100013986,IoT Data Plan,Prepaid Mobile,100.81,-1,-1,100,2020-07-09
PLN5451FF5573,CUST100081165,Unlimited Plus,Prepaid Mobile,146.06,-1,-1,500,2025-08-27
PLN331DC588A9,CUST100081137,Family Share 10GB,Broadband,17.89,-1,-1,-1,2018-04-29
PLND3079DDA52,CUST100067702,Unlimited Premium,IoT,107.26,20,500,500,2019-03-19
PLNFB19F91154,CUST100052536,Prepaid 5GB,IoT,90.3,50,500,100,2019-08-26
PLN3E177298E1,CUST100002400,Fiber 1Gbps,Broadband,57.82,20,-1,-1,2015-02-10
PLN255D5CAEC2,CUST100067424,Prepaid 5GB,Postpaid Mobile,91.95,2,-1,-1,2021-08-01
PLN0CA7D66EFE,CUST100054598,Unlimited Plus,Postpaid Mobile,50.93,-1,1000,-1,2025-11-26
PLN57ABCB7AAB,CUST100063720,Fiber 500Mbps,IoT,86.75,10,1000,-1,2017-03-07
PLN64C773EA25,CUST100016965,Unlimited Plus,Postpaid Mobile,132.36,5,-1,-1,2019-03-08
PLN5224A8BB88,CUST100096821,Family Share 10GB,Postpaid Mobile,32.44,10,500,-1,2020-01-25
PLN31E32B82B6,CUST100025718,Unlimited Basic,Postpaid Mobile,148.53,-1,1000,100,2018-03-25
PLNCD943973EE,CUST100032084,Family Share 10GB,Postpaid Mobile,127.36,5,1000,-1,2024-10-18
PLN724A40B4F8,CUST100068584,Unlimited Premium,IoT,76.83,50,-1,100,2015-10-27
PLN995ED65DB8,CUST100069494,Family Share 10GB,Postpaid Mobile,92.67,5,1000,-1,2024-07-18
PLN8D0191B868,CUST100037094,Unlimited Basic,Prepaid Mobile,68.9,5,-1,100,2016-11-11
PLN101675F0CE,CUST100070492,Fiber 1Gbps,Postpaid Mobile,69.27,5,1000,500,2016-02-16
PLNBA19EF70B4,CUST100033194,Fiber 500Mbps,IoT,52.25,10,1000,500,2020-10-17
PLN85626626D3,CUST100089983,IoT Data Plan,Postpaid Mobile,108.89,10,500,-1,2016-12-21
PLN11397D2949,CUST100007447,IoT Data Plan,Postpaid Mobile,34.97,-1,1000,500,2017-04-12
PLN886393743E,CUST100081879,Unlimited Premium,Broadband,118.99,50,1000,500,2017-03-15
PLNFED537CB7D,CUST100027597,Fiber 1Gbps,Postpaid Mobile,59.85,10,500,-1,2023-08-21
PLN24AC443E3F,CUST100092929,Unlimited Premium,Prepaid Mobile,30.61,5,500,500,2022-02-16
PLNADAB1883E8,CUST100051590,Fiber 500Mbps,Prepaid Mobile,103.21,2,1000,-1,2025-12-31
PLNF5B3FCB307,CUST100014067,Unlimited Basic,Prepaid Mobile,19.06,-1,1000,-1,2019-05-31
PLN1600C0C3EA,CUST100021315,Fiber 500Mbps,Broadband,138.23,10,-1,100,2025-12-26
PLN6689F7D555,CUST100042150,IoT Data Plan,Postpaid Mobile,52.46,20,-1,-1,2024-02-25
PLNA57E8A3562,CUST100026315,Fiber 1Gbps,Broadband,128.97,2,500,500,2018-04-30
PLNF7E7A76748,CUST100034443,IoT Data Plan,Prepaid Mobile,111.78,10,-1,-1,2026-03-24
PLN8D75BD3137,CUST100016741,Fiber 1Gbps,Postpaid Mobile,101.27,2,-1,-1,2018-06-18
PLN826889F68F,CUST100031514,Prepaid 5GB,Broadband,51.17,2,1000,500,2023-01-02
PLN55648FE094,CUST100050437,Family Share 10GB,Broadband,67.57,2,500,-1,2018-08-20
PLNECAD3E0298,CUST100084669,IoT Data Plan,Broadband,34.86,20,500,100,2015-10-02
PLN75A6BFBED3,CUST100074110,Unlimited Premium,Broadband,21.53,5,500,-1,2025-10-03
PLNFC56AE1085,CUST100047821,Prepaid 5GB,Postpaid Mobile,33.0,20,-1,500,2017-03-22
PLN2CB08DA729,CUST100035157,Unlimited Premium,Postpaid Mobile,125.05,20,1000,-1,2022-05-04
PLN0E4B0D23C6,CUST100074498,Unlimited Plus,Prepaid Mobile,84.71,-1,1000,100,2017-08-25
PLN5361B403B7,CUST100057506,Family Share 10GB,Postpaid Mobile,133.69,20,500,100,2026-05-05
PLN0D9584B7A3,CUST100008451,Fiber 500Mbps,Postpaid Mobile,98.48,2,500,500,2017-05-08
PLN775A0FFD72,CUST100074454,Fiber 1Gbps,Postpaid Mobile,106.61,20,1000,100,2018-08-22
PLNCE55A26FF0,CUST100024669,Prepaid 5GB,Prepaid Mobile,101.08,5,1000,500,2019-05-26
PLNE966DA87E2,CUST100013536,Unlimited Premium,Postpaid Mobile,67.91,5,500,500,2024-12-13
PLNC202648DFA,CUST100089133,Fiber 1Gbps,Postpaid Mobile,118.45,5,500,500,2023-04-09
PLN820B20061A,CUST100034006,Family Share 10GB,Broadband,42.22,5,-1,500,2017-01-01
PLN6B5E8C1CEF,CUST100024644,Unlimited Basic,Prepaid Mobile,102.19,5,1000,100,2017-05-06
PLN40256CF654,CUST100024180,Fiber 1Gbps,Postpaid Mobile,79.7,2,-1,-1,2019-02-28
PLNF7C77DBBFE,CUST100046141,IoT Data Plan,Postpaid Mobile,16.68,20,500,500,2015-01-31
PLN290CAB555C,CUST100031789,Fiber 1Gbps,Postpaid Mobile,86.78,10,-1,500,2018-12-28
PLN06942BB191,CUST100033524,Prepaid 5GB,Postpaid Mobile,17.59,20,1000,500,2024-02-14
PLND1F25B652A,CUST100006990,Prepaid 5GB,Postpaid Mobile,32.79,2,1000,500,2022-01-24
PLN88D58021C7,CUST100065883,Prepaid 5GB,Postpaid Mobile,94.1,10,-1,500,2020-04-21
PLNAA62D657CA,CUST100052986,Fiber 500Mbps,Postpaid Mobile,38.04,2,1000,100,2021-12-07
PLN95BB5C6910,CUST100052742,Unlimited Premium,Postpaid Mobile,48.81,20,500,100,2018-04-13
PLNAF88A21DF9,CUST100058558,Family Share 10GB,Broadband,103.97,10,-1,-1,2017-01-21
PLN04F7F9D7BD,CUST100035887,IoT Data Plan,Postpaid Mobile,21.43,50,-1,-1,2026-05-22
PLN3977441961,CUST100089980,IoT Data Plan,Postpaid Mobile,82.38,50,500,-1,2017-06-22
PLNAE0047AC04,CUST100095989,Family Share 10GB,Postpaid Mobile,105.69,10,-1,100,2020-11-19
PLNAEF407F4ED,CUST100063676,Prepaid 5GB,Prepaid Mobile,101.33,-1,-1,500,2019-05-27
PLN9707174612,CUST100063981,IoT Data Plan,Postpaid Mobile,147.64,50,1000,-1,2023-05-14
PLN5E62E1881D,CUST100093760,Unlimited Plus,Postpaid Mobile,80.86,-1,-1,500,2016-07-07
PLNA06C15C38E,CUST100083139,IoT Data Plan,Prepaid Mobile,108.22,20,1000,100,2021-11-20
PLN03C666DB41,CUST100097383,IoT Data Plan,Broadband,87.78,2,-1,100,2021-06-04
PLN676F0C4E8F,CUST100022010,Unlimited Basic,Postpaid Mobile,66.34,50,-1,100,2026-02-03
PLNCFC09B68C0,CUST100081665,Unlimited Plus,Broadband,105.76,2,500,-1,2015-06-27
PLNA2E3A0A870,CUST100036790,Family Share 10GB,Postpaid Mobile,62.19,50,-1,500,2018-12-29
PLN9350822E73,CUST100066107,Fiber 500Mbps,Prepaid Mobile,129.2,2,1000,500,2022-05-10
PLNFFCF7E88B4,CUST100090918,Unlimited Premium,Postpaid Mobile,64.04,20,1000,-1,2016-06-26
PLN648EEDB3B1,CUST100095783,Unlimited Plus,Prepaid Mobile,71.54,2,1000,-1,2026-05-31
PLN26C43DF25E,CUST100057150,Family Share 10GB,Prepaid Mobile,28.02,5,500,100,2017-10-28
PLN472D67EE18,CUST100006161,Family Share 10GB,Postpaid Mobile,91.31,5,-1,100,2016-08-22
PLN9C8D100E72,CUST100086406,Unlimited Premium,Postpaid Mobile,138.25,20,-1,-1,2017-05-28
PLN67F4848CBE,CUST100071093,Unlimited Plus,Postpaid Mobile,78.38,50,500,-1,2019-11-01
PLN2CB67FF17A,CUST100042716,Unlimited Plus,Postpaid Mobile,17.22,50,1000,500,2021-11-16
PLNEFF5EEB70C,CUST100068643,Unlimited Basic,Postpaid Mobile,86.7,50,-1,100,2025-10-15
PLN7D5E195481,CUST100015479,Family Share 10GB,Broadband,107.37,2,500,500,2016-07-11
PLN7A9694815A,CUST100062547,Prepaid 5GB,Postpaid Mobile,88.42,10,500,500,2017-09-12
PLNFE1B596A51,CUST100013840,Unlimited Basic,Prepaid Mobile,20.67,5,1000,500,2024-09-08
PLN82F26D03AF,CUST100098932,Unlimited Basic,Broadband,145.96,5,1000,-1,2024-04-14
PLN565BC917A2,CUST100005281,Prepaid 5GB,Prepaid Mobile,88.83,5,1000,500,2022-12-22
PLNA309AA3043,CUST100000254,IoT Data Plan,Postpaid Mobile,90.39,20,-1,100,2015-11-04
PLN9FE4907736,CUST100029048,Family Share 10GB,Postpaid Mobile,105.22,10,1000,500,2020-07-28
