usage_id,customer_id,usage_date,data_used_gb,peak_hour_usage_gb,throttled_flag
BWUEEEB7DC8F31A,CUST100084553,2026-07-19,0.255,0.92,False
BWU3F41BDE14EA4,CUST100037576,2026-06-05,5.812,1.323,False
BWUBD46BA9AD63F,CUST100043290,2026-06-11,0.861,0.593,False
BWU85079D2CB545,CUST100001886,2026-06-15,5.918,0.044,False
BWU8A4A2CC02DE8,CUST100008603,2026-06-30,14.102,2.947,False
BWUDE2A52A3D673,CUST100016766,2026-06-11,3.139,0.056,False
BWU1BDC877DD8C8,CUST100017890,2026-06-08,0.555,2.746,False
BWUA20F45F225FC,CUST100061409,2026-06-01,1.485,0.044,False
BWUEA2BB8D7433A,CUST100056990,2026-07-19,6.904,1.947,False
BWU2452491EEF69,CUST100014237,2026-06-30,5.116,0.124,False
BWU85F8A3DCC45B,CUST100043814,2026-07-10,4.298,1.892,False
BWU9901016BDA4D,CUST100035826,2026-06-29,0.095,1.847,False
BWU03606A87BD68,CUST100010500,2026-06-12,8.016,0.983,False
BWU889DBAE7A6C8,CUST100014389,2026-07-17,3.738,0.239,False
BWUEA8721D2D266,CUST100081612,2026-07-04,0.542,4.251,False
BWUE62F45167125,CUST100051775,2026-07-09,1.541,3.095,False
BWU5D33FADAEFC0,CUST100020717,2026-06-14,4.659,0.034,False
BWUCE0DC2B8E633,CUST100014602,2026-06-01,1.626,1.75,False
BWU1A88C5F07AFD,CUST100091223,2026-06-22,5.568,0.851,False
BWUC6FBB18A5440,CUST100067397,2026-07-18,3.504,0.217,False
BWU7E0A87D91D72,CUST100007611,2026-06-01,9.09,1.859,False
BWU1AB362873581,CUST100068491,2026-06-25,5.025,1.055,False
BWU17DA7FD75BAC,CUST100042507,2026-06-17,0.099,0.809,False
BWUF8A286E273FB,CUST100011057,2026-06-24,7.522,0.106,False
BWU976D0CD6A639,CUST100046650,2026-07-18,0.106,2.807,False
BWUAA8CA8486D9B,CUST100098207,2026-06-14,12.22,0.499,False
BWUAF2799862F0A,CUST100047087,2026-06-10,1.518,0.949,False
BWU8ADBA25751BB,CUST100048129,2026-06-01,2.014,0.286,False
BWU1E59CB75F6CE,CUST100051998,2026-06-30,1.21,1.063,False
BWUECC54E3A3EC3,CUST100015126,2026-06-14,3.172,0.38,False
BWU126F6FB96344,CUST100082703,2026-07-10,4.643,0.975,False
BWUAB367B515A26,CUST100060923,2026-06-05,2.864,0.001,False
BWU5D1D2EEAC203,CUST100077385,2026-06-12,3.151,2.217,False
BWUD9C2BC61E213,CUST100085860,2026-06-27,2.638,0.057,True
BWUCAF1BF06F59A,CUST100039615,2026-06-27,2.121,1.222,False
BWUF067B5B1540E,CUST100078755,2026-07-11,6.884,3.202,False
BWU4D393D9CFE10,CUST100001601,2026-06-07,2.698,0.484,False
BWUEEDF98ECCC72,CUST100011333,2026-06-02,4.965,7.731,False
BWU2EE18834E2B1,CUST100089829,2026-06-25,4.948,1.927,False
BWUDB2B9EA1454F,CUST100069959,2026-07-16,0.458,1.206,False
BWUB554FB6BDB87,CUST100037399,2026-06-27,0.856,2.702,False
BWUAE426488E9B6,CUST100078420,2026-07-16,10.352,1.589,False
BWUCA274484C814,CUST100088748,2026-06-28,8.966,0.427,False
BWUAC33A60917D3,CUST100059479,2026-06-29,2.566,0.321,False
BWU5FDEC09DA039,CUST100095452,2026-06-24,11.723,6.057,False
BWUC8B70C47F302,CUST100030579,2026-06-12,0.972,1.766,False
BWU68439B525B69,CUST100028695,2026-06-28,2.653,0.392,False
BWUFB209E53B957,CUST100026554,2026-06-17,2.097,4.099,False
BWU7829FE6F40C9,CUST100049994,2026-07-01,0.131,1.814,False
BWU8478215BEC45,CUST100080078,2026-07-19,6.067,0.902,True
BWUAB5E42840DBA,CUST100028908,2026-07-17,0.038,0.126,False
BWUC54316B416CD,CUST100096281,2026-07-20,0.456,2.099,False
BWUA8E781782AA2,CUST100074714,2026-07-19,6.815,6.985,False
BWU561E8080D178,CUST100014319,2026-06-18,3.511,0.058,False
BWU5F28191B28D8,CUST100029947,2026-06-26,1.837,1.746,False
BWUA731781AF1FC,CUST100055440,2026-06-07,1.961,0.2,False
BWUA9FC65C1CBA2,CUST100028320,2026-07-22,0.143,5.865,False
BWU06C24FB13B28,CUST100042493,2026-06-29,5.164,3.53,False
BWU6402C780C4C9,CUST100089141,2026-06-23,2.496,2.253,False
BWU0E355D7D361C,CUST100059958,2026-06-21,0.298,1.076,False
BWU3C9AD70FD7F9,CUST100051413,2026-07-03,6.227,2.198,False
BWU5C0E5787DBFC,CUST100039297,2026-07-17,0.868,0.374,True
BWU43373F1DAB23,CUST100040383,2026-06-08,1.904,5.423,False
BWUB331216F3942,CUST100089584,2026-07-15,1.532,1.677,False
BWUB1825064B63B,CUST100032980,2026-07-10,1.638,4.143,False
BWU8C64D6F99E8A,CUST100004783,2026-07-11,16.279,5.551,False
BWUE2740043DE95,CUST100094482,2026-06-28,5.292,0.627,False
BWUB9C9A53A48DA,CUST100062482,2026-06-13,8.569,1.383,False
BWU585B013F428F,CUST100015799,2026-06-01,0.74,9.811,True
BWUF27AB4123E9E,CUST100028942,2026-07-18,0.559,0.871,True
BWUA6D0496C031F,CUST100081772,2026-06-15,14.953,1.584,True
BWU29376B6423BE,CUST100027066,2026-07-10,2.011,0.393,False
BWU5EBAA8F3B16D,CUST100045214,2026-07-17,0.329,0.373,False
BWUD4FCA251B489,CUST100041509,2026-07-18,1.588,0.923,True
BWU84069319FD04,CUST100022826,2026-07-03,1.874,0.565,False
BWU8177CE81FBFD,CUST100046744,2026-06-20,4.052,0.804,False
BWUFC4A60C8E1DE,CUST100063524,2026-06-09,1.995,0.835,False
BWU22878DE02808,CUST100096159,2026-07-11,2.564,1.974,False
BWUFFA5AE0521D3,CUST100053998,2026-06-06,0.136,1.073,True
BWU3204DBAB386E,CUST100060527,2026-06-02,2.179,3.655,False
BWU5F086CA3CB61,CUST100095755,2026-07-12,2.692,0.083,True
BWU865C9F25F033,CUST100063507,2026-06-10,3.093,1.118,False
BWUCD16C38054BA,CUST100098141,2026-07-08,4.537,0.701,False
BWU462E182015FA,CUST100008891,2026-07-13,1.7,2.284,False
BWUA7A038A6A24D,CUST100027454,2026-06-26,2.41,0.013,False
BWUF0F75F7709EC,CUST100039412,2026-07-05,1.111,0.41,False
BWUD4EE6A0B18A9,CUST100001977,2026-07-17,0.575,0.551,False
BWUA899880C8510,CUST100090386,2026-06-26,8.937,0.721,True
BWU21385212CFEC,CUST100060110,2026-07-12,4.394,1.973,False
BWU3A302CBEFB3E,CUST100058243,2026-06-16,3.612,0.482,False
BWU4B362BDCA2BD,CUST100081725,2026-06-02,5.009,0.937,False
BWU1DEC3A324629,CUST100040644,2026-07-22,0.788,1.615,False
BWUF81F06157BFA,CUST100031724,2026-07-12,2.839,0.082,False
BWU0C8FDC08221B,CUST100058200,2026-07-13,2.713,1.111,True
BWU45C2CD1DE032,CUST100011756,2026-06-04,9.443,0.906,False
BWUE747CD3618FC,CUST100039784,2026-07-15,0.551,0.693,False
BWUF6087DF66587,CUST100036822,2026-07-06,2.734,0.966,False
BWU650A7E1D56FD,CUST100053062,2026-07-05,3.353,2.922,False
BWU54E8D78EECCD,CUST100081700,2026-06-11,3.583,3.421,False
BWU5759281EEC3D,CUST100040717,2026-06-04,7.527,1.815,False
BWU45811E459041,CUST100014536,2026-07-05,7.52,0.899,False
BWUA3D6B94883F5,CUST100077192,2026-06-02,2.643,4.077,False
BWUB156F21C8F33,CUST100066969,2026-06-23,6.334,0.198,False
BWU05BB70C414B3,CUST100022678,2026-06-15,6.865,1.218,True
BWUD286642F5818,CUST100069928,2026-07-15,3.944,2.818,False
BWUFE2F9992B715,CUST100094030,2026-06-12,0.643,0.924,False
BWU40BA9BF2828A,CUST100089222,2026-06-11,2.295,2.72,False
BWU0C40977F8C06,CUST100008452,2026-06-10,7.848,0.661,False
BWU030E8CB1E1D9,CUST100047638,2026-07-08,2.564,1.039,False
BWU4AF1198AD096,CUST100092493,2026-07-16,1.53,1.998,False
BWUBA749F7A4D6C,CUST100014429,2026-06-29,1.136,0.32,False
BWU553744115FDB,CUST100043266,2026-06-01,4.377,0.442,False
BWU11760A174D65,CUST100070289,2026-06-15,1.599,2.134,False
BWU3320DEBA05DD,CUST100060314,2026-06-15,13.61,1.459,False
BWU585CE8545FEE,CUST100028807,2026-07-09,1.015,1.246,True
BWU57442F465A4C,CUST100032397,2026-07-20,1.56,0.385,False
BWUCE89579FF3BF,CUST100058446,2026-06-03,2.75,1.394,False
BWUA3EDFDA93039,CUST100069480,2026-07-03,1.263,0.125,False
BWU87FEA9EF14FF,CUST100040399,2026-06-23,2.844,3.588,False
BWUEF2B03FA2826,CUST100030339,2026-06-22,17.577,0.386,False
BWU065499BE1031,CUST100012252,2026-06-27,1.318,0.431,False
BWU3D41287E3475,CUST100091224,2026-06-14,4.829,0.844,False
BWUAFE98316494D,CUST100039835,2026-06-22,0.35,0.901,False
BWU66F332CD2C78,CUST100091253,2026-07-21,9.534,0.215,False
BWUC49A3B52B6EC,CUST100012087,2026-06-14,0.15,0.061,False
BWUAEE1DC85DF0F,CUST100046664,2026-07-11,2.816,0.349,False
BWUA0A69F502E3B,CUST100091383,2026-06-22,6.166,0.837,False
BWU0A928B81A605,CUST100021585,2026-07-01,0.791,1.449,False
BWU5D0F9F675851,CUST100006367,2026-06-27,9.874,1.962,False
BWU88E3922FA301,CUST100043104,2026-06-14,0.973,1.437,False
BWU952FCC41CD8B,CUST100060855,2026-06-15,5.551,0.455,False
BWU9B8B43A6A2E2,CUST100062480,2026-06-04,3.667,0.374,False
BWU6961E0C3DF86,CUST100075389,2026-07-18,9.689,2.297,False
BWU36FDDFE75F90,CUST100073247,2026-06-10,29.094,1.671,False
BWUF5658F0EB886,CUST100000414,2026-06-10,0.6,0.251,False
BWUEF872D8BF90F,CUST100093774,2026-06-18,1.467,0.374,False
BWUF60964AB5248,CUST100007370,2026-07-11,4.381,0.306,False
BWU674783860D4F,CUST100017946,2026-07-05,0.602,5.234,False
BWU1D2300E1B5DC,CUST100088831,2026-06-28,2.565,0.674,False
BWUD06E97C084B1,CUST100034391,2026-07-20,4.796,1.536,False
BWU425AA56CFDFE,CUST100006478,2026-06-23,0.059,0.679,False
BWU1C6FC2172F52,CUST100026290,2026-07-20,6.467,0.451,True
BWUD4FB1177E2AE,CUST100077974,2026-07-15,4.185,0.85,False
BWUC673307B9F91,CUST100042774,2026-06-03,1.967,1.717,False
BWU38A78A02CB05,CUST100069485,2026-07-23,3.615,0.201,False
BWUD8A3BD26AFFE,CUST100085368,2026-06-16,1.724,1.289,False
BWU881A13914C2E,CUST100015153,2026-06-18,1.164,4.212,False
BWU8966BADB1826,CUST100049417,2026-06-23,3.452,1.306,False
BWU3D34B1CFDAA1,CUST100041791,2026-07-08,8.351,2.412,False
BWUD04355F8EFC8,CUST100017253,2026-07-15,1.611,0.709,False
BWU0EBD2155DA58,CUST100052438,2026-06-12,8.94,0.628,False
BWU381B26EA383A,CUST100091090,2026-06-15,7.407,3.601,False
BWU24E72D8AA66D,CUST100079249,2026-07-04,1.034,2.123,False
BWUEE1CC10FA90C,CUST100073590,2026-07-12,4.408,0.005,False
BWU1D06A02EE886,CUST100067517,2026-06-08,3.377,2.583,False
BWU4D1F77FF8761,CUST100049363,2026-06-14,6.307,0.148,False
BWU7B859E51B63C,CUST100000646,2026-06-04,0.379,1.049,False
BWU208782CA7ECE,CUST100005032,2026-06-01,0.379,1.164,False
BWU44DEE8DC5FBE,CUST100068456,2026-06-23,4.661,2.518,False
BWUC679BC65B10C,CUST100092674,2026-07-04,0.589,0.775,True
BWUBA8164C332B2,CUST100023370,2026-07-04,4.111,0.796,False
BWU934901CB1615,CUST100090974,2026-06-22,2.331,0.798,False
BWUD6CEF6598B6F,CUST100042253,2026-06-30,0.495,1.126,False
BWU20B4AEBDCE3D,CUST100096455,2026-06-15,8.433,0.223,False
BWU7FEF73D06960,CUST100080568,2026-06-29,9.832,1.596,False
BWU1DFADA5718BB,CUST100098675,2026-06-08,2.62,0.565,False
BWU91017AEACC45,CUST100057070,2026-07-05,13.854,0.669,False
BWU9C51DA28078D,CUST100040848,2026-06-07,6.497,2.482,False
BWU975E3CAD2B57,CUST100014885,2026-06-06,2.882,3.611,False
BWU91662FCC8F7A,CUST100039697,2026-06-25,4.775,0.868,False
BWUF662E37E2B63,CUST100048957,2026-06-02,4.361,0.557,True
BWU4772E7F6EA4A,CUST100012335,2026-06-17,5.13,1.012,False
BWUD91CBEF6A5A5,CUST100053173,2026-07-07,5.215,0.28,False
BWUE62D02CE14BC,CUST100076219,2026-07-04,5.817,0.187,False
BWUF566D7B9E3FF,CUST100067398,2026-06-04,1.353,0.86,False
BWU2676AAC739EF,CUST100065050,2026-06-28,2.035,0.544,False
BWU440531357E43,CUST100062552,2026-07-12,0.466,0.589,False
BWUAD4D935F10FD,CUST100036435,2026-06-07,6.241,0.628,False
BWUCF189FBDC353,CUST100050811,2026-06-19,4.168,0.199,False
BWUC9B93A315707,CUST100070872,2026-06-26,3.923,0.135,False
BWUC251E0D89AA8,CUST100065379,2026-07-06,0.522,1.595,False
BWUDC33E531BD38,CUST100036953,2026-06-28,3.584,1.934,False
BWU189D441622DD,CUST100019387,2026-06-02,4.856,1.606,False
BWUF6F760E7E0BA,CUST100087711,2026-06-19,0.252,2.005,False
BWUB2130A3423E0,CUST100006183,2026-07-10,4.417,0.221,False
BWU3E48C6755523,CUST100082339,2026-06-28,4.79,0.708,False
BWU91BB31E8E179,CUST100064980,2026-07-02,0.617,1.687,False
BWUBBD53D87282E,CUST100008785,2026-07-01,0.122,1.052,False
BWU5F1E6686BD1E,CUST100036852,2026-06-17,5.68,2.574,False
BWU47ED53E37489,CUST100022348,2026-06-09,4.493,2.786,False
BWUBF80C22FE9C5,CUST100030656,2026-07-06,2.201,0.957,False
BWUDD7C06F17482,CUST100088512,2026-07-09,7.956,2.193,False
BWUF3D1C0473DAF,CUST100096198,2026-06-22,6.065,0.694,False
BWU28FDEAAC930B,CUST100003989,2026-07-13,1.006,6.507,False
BWU2558A0B422AF,CUST100015212,2026-07-08,0.313,1.933,False
BWU82A0BA71FE29,CUST100056474,2026-06-05,1.256,0.144,False
BWUEEECD08AF0B9,CUST100007996,2026-07-02,0.355,0.29,False
BWU8C51013FA896,CUST100041572,2026-07-10,9.295,1.509,False
BWU68617DE69EC4,CUST100011641,2026-06-15,0.714,0.63,False
BWU1590595753EE,CUST100052535,2026-06-29,6.401,0.241,False
BWU04C6CECF1D8E,CUST100094257,2026-07-08,0.96,2.087,False
BWU4DCAE72E391F,CUST100074672,2026-07-19,0.37,2.882,False
BWU9D28300CA3B0,CUST100000251,2026-06-02,0.73,0.97,False
BWUCDE7C69D8FF5,CUST100009728,2026-07-16,0.151,0.926,False
BWUAEE50B253223,CUST100092879,2026-06-13,2.887,1.864,False
BWUBD240919D20C,CUST100073041,2026-06-21,1.201,1.777,False
BWUBF7E6668B6FD,CUST100025078,2026-07-23,2.354,0.422,False
BWUDECF300067B0,CUST100033122,2026-07-12,3.548,1.806,False
BWU8002DE1BDCD6,CUST100004574,2026-07-03,10.509,1.237,True
BWU418749A01E32,CUST100099660,2026-06-01,0.073,1.802,False
BWU44BA68D32A93,CUST100040931,2026-06-02,3.995,0.119,True
BWU3F387E8EEB14,CUST100066056,2026-07-19,7.903,0.596,False
BWU0AC628ED3B43,CUST100007224,2026-06-11,1.469,0.735,True
BWU9C3C32248D7F,CUST100053329,2026-06-28,2.889,1.267,False
BWU34D9DAC48273,CUST100070646,2026-06-26,0.3,0.147,False
BWU5C5B0FE8379F,CUST100039445,2026-06-03,11.584,0.449,False
BWU12D8D1B65B27,CUST100089380,2026-06-13,6.325,2.386,False
BWUC24C003F226B,CUST100045988,2026-06-30,5.243,1.269,False
BWUC25A8CFBE91F,CUST100097860,2026-07-01,0.484,1.222,False
BWUA2553132DF4A,CUST100039725,2026-07-10,1.228,0.831,False
BWU9B2FC026042C,CUST100049386,2026-06-27,4.625,0.373,False
BWU2E1FD8CE608A,CUST100081089,2026-07-06,0.558,1.175,False
BWUC54B09F348E1,CUST100014753,2026-07-22,1.644,1.291,False
BWU6A0A58A01C9E,CUST100060795,2026-06-09,8.338,1.688,False
BWU2B69391840B1,CUST100046757,2026-07-01,5.049,0.834,False
BWU2ABCAEC5D221,CUST100061109,2026-07-09,0.919,3.32,False
BWUCE371FBE7BB8,CUST100094157,2026-07-16,7.069,7.487,False
BWUD60796ADE7E7,CUST100012555,2026-07-02,2.28,2.006,False
BWU61F82B77DEF0,CUST100005527,2026-07-01,0.056,3.722,False
BWU569E7233D196,CUST100007219,2026-06-09,1.282,0.877,False
BWUF33BE221F65E,CUST100077900,2026-07-22,6.727,2.013,False
BWU38B4449D5355,CUST100015753,2026-07-21,0.747,1.029,False
BWUAA8575E8BADD,CUST100009170,2026-06-18,1.326,1.263,False
BWU3209D6ACE6E2,CUST100080715,2026-06-19,3.39,0.41,False
BWU3F6E7065CB76,CUST100052536,2026-06-01,1.198,4.399,False
BWUBF3440163F5A,CUST100030776,2026-06-05,4.139,2.905,False
BWU257EBC18971B,CUST100004870,2026-07-21,1.822,0.541,False
BWU0D9D77C50AC9,CUST100044691,2026-06-21,9.985,1.158,False
BWUB749484DBD50,CUST100048100,2026-07-22,1.901,0.808,False
BWU06032DDC1092,CUST100098158,2026-07-17,8.178,0.297,False
BWU07A9085F5566,CUST100085961,2026-07-16,1.628,2.068,False
BWU8DEAF2D4FB56,CUST100039139,2026-06-25,14.311,0.494,False
BWU123975E2579E,CUST100032350,2026-07-20,0.113,0.059,False
BWUD1B50E679B57,CUST100038110,2026-07-03,0.569,0.666,False
BWUB22717D365C1,CUST100056144,2026-06-01,2.231,1.411,False
BWU5F48A52911B7,CUST100008847,2026-07-13,1.591,1.456,False
BWU25B0ABF6E0C1,CUST100033448,2026-06-05,3.92,0.751,False
BWUB790AB0C4D11,CUST100044245,2026-06-12,1.651,0.383,False
BWU1B41DA55A752,CUST100026776,2026-06-28,5.197,0.507,False
BWU47FA267DE0CC,CUST100029615,2026-06-01,3.552,0.074,False
BWU75B40B7F4FC0,CUST100083449,2026-06-19,0.939,0.797,True
BWU02E57C46A9A2,CUST100016992,2026-06-01,0.976,1.243,False
BWUFF3C1F269533,CUST100096375,2026-06-01,1.941,0.627,True
BWUB75FBF5FF25D,CUST100086722,2026-06-23,0.307,4.304,False
BWU07ADF6E3948C,CUST100031311,2026-06-26,7.484,0.239,True
BWU7490783D0A51,CUST100039671,2026-06-23,5.355,0.696,False
BWUEAE97CDA5F23,CUST100079603,2026-07-07,10.73,1.737,False
BWU73C420A61CE9,CUST100017203,2026-06-09,1.198,4.446,False
BWU5E229E4941F3,CUST100086640,2026-07-14,0.569,1.046,False
BWU5B483DB0CA99,CUST100081202,2026-06-08,4.16,0.817,False
BWU98CC4D1F2244,CUST100016259,2026-07-10,4.071,4.956,False
BWUDEE184FD2330,CUST100065519,2026-06-03,0.904,0.612,False
BWUBF45D3A96461,CUST100064733,2026-06-05,5.042,0.539,False
BWUFD2B3138F335,CUST100030078,2026-06-06,4.579,0.91,False
BWU4AD352C43B68,CUST100068848,2026-06-02,5.584,0.428,False
BWUCBC0949A6AFE,CUST100073661,2026-07-22,0.691,3.082,False
BWU5FBB0EE0187F,CUST100028017,2026-07-19,5.476,1.931,False
BWU133AA0AE7A83,CUST100047478,2026-06-02,1.919,3.119,False
BWUBD7B503E5B50,CUST100077818,2026-07-20,0.412,2.654,False
BWU3AA1A13C318A,CUST100057541,2026-06-29,5.853,0.101,False
BWU8EFA5CAF0568,CUST100040649,2026-06-09,2.372,0.066,False
BWU350C2AB31814,CUST100040503,2026-06-04,1.618,0.237,False
BWUF594698A7E25,CUST100031873,2026-06-30,4.427,0.637,True
BWU4A6A5D0A5F68,CUST100035027,2026-07-21,7.807,4.543,False
BWU4A15E6CE9F96,CUST100009889,2026-06-29,6.083,0.899,False
BWU208CAA0FCE06,CUST100063241,2026-07-04,0.201,0.044,False
BWU67777B2F9B2F,CUST100044646,2026-07-11,4.458,1.134,True
BWUA7C6F2A4CEBA,CUST100098744,2026-07-15,2.776,2.381,False
BWUD9B4C189FABA,CUST100036875,2026-06-24,0.089,2.007,False
BWU8D4BE8392BB7,CUST100049285,2026-06-11,0.621,0.909,False
BWUA88272A0AEA0,CUST100039681,2026-06-05,0.096,0.352,False
BWUB656D3DB3F76,CUST100056028,2026-06-30,2.144,0.187,False
BWU7155E76D80AB,CUST100008509,2026-06-10,3.688,1.861,True
BWUF172A6C5B888,CUST100062983,2026-06-03,4.404,0.051,False
BWU94A7C80DDD77,CUST100062712,2026-07-03,2.408,0.941,False
BWU213F148E606E,CUST100040176,2026-07-18,7.435,0.254,False
BWU12E042D6B0C5,CUST100094651,2026-07-04,0.146,0.072,False
BWU0FA9FE62A7CD,CUST100036113,2026-06-05,0.026,1.664,False
BWUFE002714FB5F,CUST100063413,2026-07-01,0.006,1.535,False
BWU11C5B40BE2C3,CUST100039225,2026-06-27,0.634,4.986,False
BWU1E9753DC9C92,CUST100077592,2026-07-17,6.825,0.612,False
BWU63F756231551,CUST100025897,2026-06-01,2.989,1.204,False
BWUDC838B419A6B,CUST100061100,2026-06-01,2.335,0.501,False
BWU2BECFB261293,CUST100001326,2026-06-18,2.98,0.271,False
BWUD670B7251D56,CUST100058068,2026-06-20,2.024,5.256,False
BWUDB5519FF9717,CUST100018114,2026-06-12,0.064,1.8,False
BWU4C3C18938566,CUST100079243,2026-06-22,7.192,0.083,False
BWUE78DA73A8988,CUST100095487,2026-06-30,2.009,0.731,False
BWU02AFC32027A5,CUST100030750,2026-06-11,10.909,0.302,False
BWUD5A3AD76A3AF,CUST100080574,2026-06-08,3.236,4.181,False
BWUD3C5864C78C0,CUST100096169,2026-07-02,1.344,5.117,False
BWUAE7002D1FF59,CUST100030243,2026-07-11,1.589,3.24,True
BWU3A058C0FA7A9,CUST100099003,2026-07-10,1.516,1.021,False
BWU38A8E5881B25,CUST100067795,2026-06-23,0.475,2.488,False
BWU0E9677B2490A,CUST100039409,2026-07-07,1.037,0.237,False
BWUFA2913D66067,CUST100087368,2026-06-14,9.572,1.643,True
BWU04BB98DF3B99,CUST100061542,2026-06-02,5.378,0.025,False
BWU99E4E3605DDC,CUST100047312,2026-06-12,0.517,6.252,False
BWUEA6C52FA8692,CUST100039093,2026-07-21,5.302,0.357,False
BWU9EA73F2C7FE7,CUST100036772,2026-06-26,2.658,0.182,False
BWU2BE127133F37,CUST100049888,2026-07-09,1.231,1.264,False
BWU87A171C6E471,CUST100026962,2026-06-11,0.594,2.966,False
BWU0D94407349BA,CUST100014133,2026-06-22,4.131,0.025,False
BWU8A8F0D2EE09A,CUST100075724,2026-06-02,3.221,0.4,False
BWU5E52B3136B34,CUST100010911,2026-06-11,4.139,3.577,False
BWU7BA8CA8DF64B,CUST100037015,2026-07-17,1.497,0.391,False
BWUB6EACCB37F3A,CUST100049082,2026-06-18,8.54,3.086,False
BWUCEA5116FEC31,CUST100044337,2026-06-17,3.907,1.55,True
BWU59B9739CD3F0,CUST100083809,2026-06-22,3.244,0.076,True
BWUF347C788F8FD,CUST100072157,2026-07-09,14.924,1.297,False
BWU58B7934D316D,CUST100056779,2026-06-22,6.635,3.421,False
BWU0284C827E55A,CUST100079709,2026-06-21,2.584,0.701,False
BWUF9B601DF4F8F,CUST100088168,2026-06-14,11.023,2.218,False
BWU113D3390885C,CUST100059739,2026-07-11,4.112,3.159,False
BWUBCD6A96A482E,CUST100079023,2026-06-14,4.582,0.974,False
BWUACD5BBE13D28,CUST100062066,2026-06-07,0.256,3.198,False
BWU854DC06D998A,CUST100065184,2026-07-06,4.366,0.397,False
BWUB69CCB430F4B,CUST100073694,2026-06-07,2.383,0.583,False
BWU3CCFD0B5304C,CUST100041194,2026-06-05,4.479,1.346,False
BWU3EFF5F256C2B,CUST100002506,2026-06-19,15.907,0.821,False
BWUA80A3134CDC2,CUST100034576,2026-06-25,0.776,3.706,False
BWU743C62BC610F,CUST100098969,2026-06-07,1.713,0.623,False
BWUE381C3421DB0,CUST100005183,2026-06-19,2.767,2.04,False
BWUA5D597FEA1B9,CUST100048121,2026-07-08,10.509,3.271,False
BWUF1FEC514C134,CUST100082211,2026-07-21,2.874,0.726,False
BWU82968B860C93,CUST100030526,2026-06-22,28.687,1.533,False
BWU0CCB148DC48A,CUST100047769,2026-07-21,6.611,0.511,False
BWU1F622A8226D6,CUST100078473,2026-07-09,17.258,2.498,False
BWU2A05C21DD3C9,CUST100056451,2026-06-14,0.439,1.975,False
BWUD9C5EDD9BC77,CUST100099257,2026-07-05,2.338,0.241,False
BWUF514E4C73798,CUST100061157,2026-07-04,2.799,0.359,False
BWUD5A4ECD7E16D,CUST100017782,2026-07-22,1.267,1.567,False
BWUADC6B454E807,CUST100017507,2026-06-26,0.094,0.172,False
BWU8275C77AE262,CUST100007680,2026-07-17,0.997,0.029,False
BWU05CB04A8683D,CUST100088704,2026-06-24,1.589,0.143,False
BWU9D4F5D0102F3,CUST100039092,2026-06-30,1.596,3.194,False
BWU7857B3BE7359,CUST100001971,2026-06-19,0.823,0.729,False
BWUD57075AD034B,CUST100087014,2026-06-05,0.745,6.103,False
BWU64D4E162DCC0,CUST100033596,2026-06-17,1.317,0.65,False
BWU2480D5E811AB,CUST100047452,2026-06-02,1.374,0.27,False
BWUD9579D0F455F,CUST100088705,2026-06-01,1.889,0.029,True
BWU8802BF38EFC5,CUST100052851,2026-06-12,8.135,1.004,False
BWU0FF9DD52B760,CUST100059809,2026-06-27,3.969,1.249,False
BWU016780FADB60,CUST100046389,2026-06-12,0.243,4.134,False
BWU7F3B7E662785,CUST100010951,2026-07-14,6.485,0.779,True
BWU9E8504E6A703,CUST100041751,2026-07-16,7.724,2.613,False
BWU254B01C22D7F,CUST100093322,2026-06-26,2.748,2.208,False
BWUAAB2CF81206B,CUST100037427,2026-06-15,2.769,1.494,False
BWU4B77F3499487,CUST100020503,2026-06-07,1.637,0.265,False
BWUA5E811C2C894,CUST100005989,2026-06-05,5.323,1.479,False
BWU45015E05C6D2,CUST100042584,2026-07-14,3.431,0.83,False
BWU850F0D353457,CUST100076546,2026-06-29,0.671,0.304,False
BWUC25ED10E8A87,CUST100045465,2026-07-16,3.728,1.998,False
BWU2F654FFB56DC,CUST100079903,2026-07-11,3.347,0.284,False
BWUC0243835C9A6,CUST100060313,2026-06-17,1.76,0.288,False
BWU7BB0D94807B3,CUST100014972,2026-07-17,0.646,0.112,False
BWUDBE0719CE0CD,CUST100015835,2026-06-14,3.917,0.105,False
BWUF90A36928871,CUST100084970,2026-07-01,7.572,2.203,True
BWU4E2F7B5C01EC,CUST100070611,2026-06-24,4.122,2.814,False
BWU16897D9AC420,CUST100068295,2026-06-01,0.767,4.58,False
BWU7735340D0922,CUST100062538,2026-07-13,1.363,0.365,False
BWU695D85C9750F,CUST100063138,2026-06-11,2.589,2.519,False
BWUEF3EC71913EA,CUST100024128,2026-06-06,3.21,1.204,False
BWU4AA1C655815C,CUST100013347,2026-06-20,2.559,0.806,False
BWUC9F14CC97D91,CUST100014432,2026-07-12,1.545,0.928,False
BWUE0E861D87324,CUST100077718,2026-07-18,6.392,0.095,False
BWUFA1C0D1CB013,CUST100088973,2026-07-05,16.422,2.803,True
BWUCFEB8FFD670B,CUST100083841,2026-06-14,0.078,0.169,False
BWU7F64FDE23DC8,CUST100022998,2026-06-13,27.147,0.529,False
BWU7AC7EE5A28C7,CUST100054852,2026-07-23,2.636,1.41,False
BWU04E613787133,CUST100085278,2026-07-11,0.152,0.549,True
BWUEB591BC4058C,CUST100033723,2026-06-22,4.168,1.781,False
