dispatch_id,customer_id,technician_id,dispatch_date,issue_type,resolution_time_hr,status
DSP10B69D7FA9,CUST100017100,TECH1075,2026-04-04,Slow Internet,2.49,Rescheduled
DSPB8B40820BD,CUST100009160,TECH1080,2026-02-15,Slow Internet,10.19,Scheduled
DSP2BC61C3CA2,CUST100094726,TECH1006,2026-07-19,Slow Internet,2.07,Completed
DSP73C09F0FB2,CUST100034848,TECH1229,2026-03-14,Equipment Install,3.09,Completed
DSP8C8090CCF8,CUST100055011,TECH1176,2026-05-07,Equipment Install,2.35,Scheduled
DSP59E589833D,CUST100003109,TECH1484,2026-05-22,Line Repair,0.99,Completed
DSP62B4E86355,CUST100013862,TECH1392,2026-02-24,No Service,0.32,Completed
DSP6CCAD9666A,CUST100047594,TECH1261,2026-01-31,Line Repair,2.21,Completed
DSP084FA09108,CUST100036874,TECH1151,2026-02-02,Equipment Install,8.64,Completed
DSP802281AC11,CUST100091779,TECH1146,2026-04-24,Line Repair,12.54,Completed
DSP0FF6792CAD,CUST100091825,TECH1388,2026-03-19,Router Replacement,4.23,Completed
DSPBA71DF8CBB,CUST100064977,TECH1133,2026-03-11,Router Replacement,2.18,Completed
DSPC928DABE12,CUST100076996,TECH1066,2026-03-13,Line Repair,0.74,Completed
DSPA0587C7306,CUST100097799,TECH1032,2026-03-24,Line Repair,15.24,Completed
DSPEBF2CDF360,CUST100051403,TECH1188,2026-01-27,Router Replacement,0.57,Completed
DSP59191B9715,CUST100025169,TECH1355,2026-03-13,Line Repair,0.52,Completed
DSP63EB8C008A,CUST100061993,TECH1390,2026-02-01,Router Replacement,5.82,Completed
DSPCBE12EB046,CUST100085498,TECH1437,2026-04-27,Equipment Install,4.11,Completed
DSPEED6F6481F,CUST100017078,TECH1486,2026-01-22,Router Replacement,1.16,Completed
DSP2ED312DBEA,CUST100096789,TECH1100,2026-02-16,Line Repair,2.36,Completed
DSP704F16DFBC,CUST100075257,TECH1338,2026-04-14,No Service,1.05,Completed
DSP43230D6943,CUST100059281,TECH1159,2026-03-06,Equipment Install,1.73,Completed
DSP92BC6A60B6,CUST100096308,TECH1419,2026-04-19,No Service,0.89,Completed
DSP881139C608,CUST100083598,TECH1460,2026-05-12,Router Replacement,0.92,Completed
DSPE17ED78EC3,CUST100090428,TECH1170,2026-02-01,Line Repair,6.43,Completed
DSPC55ECC4CAB,CUST100058511,TECH1113,2026-02-07,No Service,9.64,Completed
DSP76B41EA529,CUST100036366,TECH1130,2026-06-25,Equipment Install,0.64,Completed
DSP87D67E9F43,CUST100057905,TECH1177,2026-01-23,Line Repair,1.24,Completed
DSP08183E46E1,CUST100079867,TECH1478,2026-01-26,Slow Internet,0.79,Scheduled
DSP3456221638,CUST100073044,TECH1080,2026-01-14,Equipment Install,0.8,Scheduled
DSP74B8DDFDBA,CUST100065842,TECH1157,2026-01-24,Line Repair,0.82,Cancelled
DSPA83C911BA3,CUST100017644,TECH1449,2026-05-21,Equipment Install,1.59,Completed
DSPB889991E03,CUST100067532,TECH1455,2026-07-19,Slow Internet,1.76,Scheduled
DSP669CA79204,CUST100000487,TECH1292,2026-01-06,Equipment Install,5.03,Completed
DSP41E09EAFC4,CUST100038464,TECH1310,2026-01-07,No Service,0.6,Completed
DSP7A2463FF9F,CUST100024827,TECH1484,2026-04-28,Slow Internet,3.01,Completed
DSP9947D5FCEB,CUST100044048,TECH1331,2026-07-01,Equipment Install,3.76,Completed
DSP141C60591B,CUST100002765,TECH1361,2026-07-05,Router Replacement,1.46,Completed
DSP3E17486023,CUST100023825,TECH1439,2026-04-03,Equipment Install,0.26,Rescheduled
DSP64ED208C52,CUST100025505,TECH1204,2026-04-20,Line Repair,1.29,Completed
DSPA1B560226E,CUST100046918,TECH1104,2026-03-15,Equipment Install,0.42,Completed
DSPFD032E3B27,CUST100074274,TECH1007,2026-06-21,Line Repair,0.29,Completed
DSP38D1AC81EE,CUST100008471,TECH1175,2026-04-28,Line Repair,2.03,Completed
DSPFD54EF4225,CUST100059876,TECH1166,2026-07-12,No Service,2.84,Rescheduled
DSP41D3A52A85,CUST100019566,TECH1197,2026-01-10,Line Repair,2.27,Completed
DSP4DB159892E,CUST100045263,TECH1329,2026-01-23,Slow Internet,1.02,Completed
DSP302E1477DA,CUST100014634,TECH1039,2026-06-26,Slow Internet,0.31,Completed
DSPDADB82A9B2,CUST100065852,TECH1466,2026-02-15,Equipment Install,3.02,Completed
DSPD8E8FEC75D,CUST100017825,TECH1012,2026-06-28,Equipment Install,7.11,Scheduled
DSP45A3FFE0DA,CUST100098894,TECH1434,2026-06-06,Line Repair,4.34,Scheduled
DSP074BBC2FDE,CUST100033505,TECH1473,2026-07-03,Slow Internet,3.1,Completed
DSPDF196C6C7C,CUST100044861,TECH1098,2026-07-20,Line Repair,2.86,Scheduled
DSP88DC726876,CUST100009156,TECH1241,2026-06-17,Line Repair,2.68,Scheduled
DSP6D5802D857,CUST100040400,TECH1304,2026-03-14,Router Replacement,6.69,Scheduled
DSP40B49F41D8,CUST100023120,TECH1234,2026-02-03,Router Replacement,0.1,Rescheduled
DSP53BD208FF8,CUST100062745,TECH1210,2026-07-03,No Service,0.64,Completed
DSP3DB3A645BE,CUST100089802,TECH1089,2026-06-04,Equipment Install,5.44,Completed
DSPE698268E8D,CUST100020665,TECH1307,2026-01-18,No Service,1.46,Completed
DSPEA63EE62DE,CUST100015939,TECH1398,2026-03-03,Router Replacement,9.66,Completed
DSP31198A3B60,CUST100043689,TECH1329,2026-07-16,Router Replacement,2.02,Completed
DSP274E9F7406,CUST100018457,TECH1146,2026-06-27,No Service,7.23,Completed
DSP584A3D6B73,CUST100020128,TECH1211,2026-05-26,Router Replacement,1.23,Completed
DSP827EC8F139,CUST100083641,TECH1204,2026-07-17,Equipment Install,0.01,Completed
DSPC37724DE97,CUST100049805,TECH1481,2026-05-04,No Service,1.88,Completed
DSP1471198E93,CUST100010557,TECH1050,2026-02-16,No Service,0.73,Completed
DSPFB846CEF7D,CUST100017887,TECH1320,2026-02-26,Line Repair,7.64,Completed
DSPFF1123458C,CUST100034057,TECH1397,2026-01-02,Line Repair,7.35,Completed
DSP9FAAD8C8C3,CUST100082541,TECH1174,2026-07-06,No Service,0.64,Scheduled
DSP2C203148AC,CUST100013444,TECH1415,2026-01-07,Slow Internet,1.69,Completed
DSP0726962006,CUST100060328,TECH1300,2026-06-24,Equipment Install,0.21,Scheduled
DSPCAE49FCC71,CUST100045059,TECH1023,2026-04-16,No Service,0.83,Completed
DSPFE6CF5B945,CUST100035476,TECH1186,2026-02-26,No Service,4.01,Completed
DSP546480116F,CUST100063380,TECH1459,2026-07-20,Router Replacement,9.69,Scheduled
DSP071FA7C4BA,CUST100087000,TECH1078,2026-01-04,Equipment Install,0.11,Completed
DSPBEE759387C,CUST100005998,TECH1397,2026-05-27,No Service,4.42,Completed
DSP5280C67A72,CUST100052776,TECH1131,2026-01-12,Slow Internet,3.68,Completed
DSP171C778E43,CUST100092457,TECH1150,2026-03-27,Slow Internet,3.5,Completed
DSPF37E143EE0,CUST100074215,TECH1179,2026-03-03,Line Repair,3.88,Completed
DSP16B268C1B3,CUST100043824,TECH1223,2026-04-23,Equipment Install,1.92,Completed
DSP70A3DD50C3,CUST100065292,TECH1073,2026-03-14,Slow Internet,0.77,Rescheduled
DSPE1A75880CE,CUST100075229,TECH1260,2026-06-18,No Service,0.36,Scheduled
DSP8BEAFDAB22,CUST100036085,TECH1115,2026-05-23,Router Replacement,6.04,Completed
DSP3AB3AFB620,CUST100092862,TECH1244,2026-03-14,Router Replacement,4.01,Scheduled
DSP08D125EF83,CUST100080493,TECH1126,2026-07-23,Equipment Install,1.44,Completed
DSPEA5C0908D5,CUST100041422,TECH1266,2026-06-10,No Service,0.31,Completed
DSP9E5E0EC043,CUST100042617,TECH1001,2026-04-08,Slow Internet,0.92,Completed
DSP4CCB059506,CUST100017132,TECH1194,2026-03-08,No Service,6.36,Scheduled
DSP83F6F0C7C7,CUST100056524,TECH1128,2026-03-24,Slow Internet,0.08,Completed
DSPF66D1B1553,CUST100083186,TECH1295,2026-03-05,No Service,2.25,Scheduled
DSP491F0A3D54,CUST100018672,TECH1162,2026-06-03,No Service,4.37,Completed
DSP2DDEEB8B69,CUST100033634,TECH1050,2026-04-04,Router Replacement,6.02,Completed
DSP0E8F71A998,CUST100003577,TECH1387,2026-04-25,Equipment Install,2.27,Completed
DSP25CC8A4909,CUST100073167,TECH1070,2026-01-17,No Service,2.15,Completed
DSPBDCBA346C0,CUST100080492,TECH1076,2026-03-24,Line Repair,4.5,Completed
DSP5D5201A2D6,CUST100008943,TECH1407,2026-03-01,Slow Internet,0.19,Completed
DSPB9ABA62007,CUST100002936,TECH1182,2026-06-20,Line Repair,4.87,Completed
DSP2C5E2B9337,CUST100047567,TECH1158,2026-01-14,Router Replacement,2.94,Completed
DSP3DA7FC14E1,CUST100045595,TECH1376,2026-07-23,Router Replacement,2.01,Completed
DSPFBD23A7F06,CUST100017559,TECH1468,2026-07-04,Router Replacement,3.73,Scheduled
DSP4F5DDBC0DE,CUST100008327,TECH1359,2026-07-19,No Service,2.88,Completed
DSPF319769983,CUST100051712,TECH1136,2026-03-01,Line Repair,0.02,Rescheduled
DSPA5F42CE723,CUST100048248,TECH1296,2026-05-26,Line Repair,0.41,Scheduled
DSPEE72CD43BF,CUST100086306,TECH1246,2026-03-28,Router Replacement,0.84,Completed
DSPADD0BF5F90,CUST100030900,TECH1404,2026-02-12,Line Repair,0.9,Completed
DSPC4C982CD69,CUST100075270,TECH1348,2026-03-30,Line Repair,14.47,Scheduled
DSP03EF57E93A,CUST100065177,TECH1368,2026-01-25,No Service,0.12,Completed
DSP28A92E600B,CUST100090803,TECH1028,2026-03-11,Slow Internet,1.29,Scheduled
DSPA1E63C42FC,CUST100052729,TECH1199,2026-03-24,Router Replacement,0.11,Completed
DSPD16BD19447,CUST100055236,TECH1122,2026-04-11,Router Replacement,5.83,Rescheduled
DSP4DF5D2D86B,CUST100063928,TECH1371,2026-04-09,Slow Internet,2.31,Completed
DSPBBC62ACB94,CUST100050168,TECH1484,2026-07-13,Router Replacement,0.9,Completed
DSP3DB8A9C76C,CUST100043065,TECH1156,2026-05-18,Line Repair,0.99,Completed
DSP37F158106B,CUST100032438,TECH1206,2026-04-11,Router Replacement,5.22,Completed
DSP8688355128,CUST100048638,TECH1495,2026-07-03,Slow Internet,18.73,Scheduled
DSP81F235C8DE,CUST100077776,TECH1325,2026-07-21,No Service,0.85,Cancelled
DSPF9E7281A64,CUST100066113,TECH1382,2026-07-17,No Service,4.6,Completed
DSPE06E72EDF1,CUST100024471,TECH1096,2026-03-06,Router Replacement,5.39,Completed
DSP70B444AF36,CUST100057663,TECH1309,2026-01-24,Slow Internet,1.6,Completed
DSP67B8803295,CUST100073522,TECH1294,2026-05-02,Line Repair,0.75,Completed
DSP9C70F4BD42,CUST100051153,TECH1265,2026-01-10,Line Repair,2.18,Completed
DSP4D9E046E8B,CUST100005043,TECH1373,2026-02-20,Line Repair,1.71,Scheduled
DSPA4D0F225F4,CUST100063570,TECH1323,2026-04-27,Line Repair,1.56,Completed
DSPE0955F906A,CUST100043841,TECH1057,2026-01-12,Slow Internet,0.51,Completed
DSP4D8564C652,CUST100084176,TECH1276,2026-02-22,Line Repair,4.45,Completed
DSPFA0E4919E5,CUST100095864,TECH1465,2026-04-21,Line Repair,1.37,Completed
DSP7F74CE0786,CUST100046129,TECH1396,2026-01-02,Line Repair,0.3,Completed
DSP4D23A2A513,CUST100059185,TECH1065,2026-02-21,Slow Internet,0.91,Scheduled
DSP3F50E9B08B,CUST100041978,TECH1400,2026-02-20,Line Repair,1.22,Completed
DSPB036BDD14A,CUST100096609,TECH1452,2026-03-21,Line Repair,0.46,Completed
DSP81510A0BBF,CUST100022606,TECH1343,2026-02-08,Router Replacement,4.83,Completed
DSP124D965D79,CUST100061543,TECH1492,2026-03-07,Slow Internet,0.51,Completed
DSP7880A65B61,CUST100071639,TECH1311,2026-06-11,Router Replacement,2.27,Completed
DSP2DDA2EE446,CUST100003876,TECH1003,2026-03-15,No Service,0.36,Completed
DSPA4BC48639E,CUST100052992,TECH1479,2026-07-05,Line Repair,0.63,Cancelled
DSPB24F5C7927,CUST100024451,TECH1300,2026-03-23,Line Repair,2.04,Completed
DSPE200C4F32B,CUST100080631,TECH1014,2026-02-27,Router Replacement,0.21,Scheduled
DSP96BF0162A4,CUST100091266,TECH1188,2026-06-04,No Service,0.59,Completed
DSP6877E2F446,CUST100000123,TECH1265,2026-01-04,No Service,1.52,Completed
DSP0584004F96,CUST100034335,TECH1090,2026-04-01,Line Repair,2.06,Completed
DSPC717005727,CUST100073208,TECH1302,2026-03-10,Router Replacement,2.32,Completed
DSP8DEDC29FB4,CUST100015483,TECH1046,2026-02-15,Equipment Install,0.3,Completed
DSP41489B5C71,CUST100007234,TECH1245,2026-02-12,Router Replacement,1.08,Completed
DSPF9F01FE6B6,CUST100031914,TECH1417,2026-06-16,Line Repair,1.48,Cancelled
DSP00E7C75A97,CUST100075617,TECH1449,2026-07-06,Slow Internet,1.58,Completed
DSP38B56C03E2,CUST100082254,TECH1107,2026-04-28,Router Replacement,1.19,Completed
DSP0163C40FEE,CUST100045032,TECH1037,2026-04-20,Line Repair,1.71,Scheduled
DSP3D978CA4C2,CUST100007054,TECH1444,2026-02-24,Equipment Install,2.51,Completed
DSP1C6E737BDB,CUST100006095,TECH1446,2026-03-23,No Service,0.96,Completed
DSP82DFB75785,CUST100034838,TECH1141,2026-07-20,No Service,0.75,Scheduled
DSP7FFBB12522,CUST100053872,TECH1393,2026-02-25,Router Replacement,2.54,Completed
DSP1E58E1483F,CUST100047574,TECH1105,2026-04-16,Line Repair,0.2,Completed
DSP78464CE9EF,CUST100044071,TECH1205,2026-01-17,Slow Internet,1.25,Scheduled
DSPA8DCC8370C,CUST100084585,TECH1167,2026-04-06,No Service,2.37,Completed
DSPCCE7C20BC0,CUST100025028,TECH1382,2026-07-03,No Service,3.77,Scheduled
DSP6A93DC4517,CUST100031294,TECH1479,2026-06-11,No Service,1.16,Completed
DSP26058ED420,CUST100027521,TECH1027,2026-05-08,Slow Internet,0.46,Completed
DSP15A4029868,CUST100047852,TECH1120,2026-06-14,Line Repair,1.28,Completed
DSP478141C2FA,CUST100033685,TECH1185,2026-03-10,Slow Internet,3.79,Cancelled
DSP69825FB58F,CUST100079072,TECH1004,2026-02-08,Line Repair,1.53,Completed
DSP4F9F18397F,CUST100005221,TECH1436,2026-06-03,Router Replacement,6.49,Completed
DSPE5BD4D6D9A,CUST100031399,TECH1147,2026-07-20,Line Repair,0.35,Completed
DSPC92CB5EEA5,CUST100022021,TECH1357,2026-06-19,Equipment Install,3.08,Completed
DSPCC9089E254,CUST100032148,TECH1290,2026-06-25,Router Replacement,3.91,Completed
DSP12DCA8A401,CUST100030926,TECH1370,2026-07-11,Equipment Install,0.19,Completed
DSP232C401707,CUST100043085,TECH1466,2026-05-11,Router Replacement,5.63,Rescheduled
DSPE407501AD1,CUST100071968,TECH1439,2026-06-29,Router Replacement,0.04,Completed
DSP0B51913219,CUST100091623,TECH1196,2026-06-08,Router Replacement,2.75,Rescheduled
DSP7338EF86E5,CUST100034148,TECH1331,2026-02-13,Equipment Install,2.2,Completed
DSP81AF70B0DC,CUST100012928,TECH1309,2026-05-15,Equipment Install,0.95,Completed
DSP52822FAE4F,CUST100036371,TECH1090,2026-05-30,Router Replacement,2.4,Scheduled
DSP2C492A1E48,CUST100024700,TECH1288,2026-02-21,Equipment Install,4.8,Completed
DSP010F4FCC7B,CUST100051852,TECH1177,2026-02-01,Slow Internet,1.28,Rescheduled
DSP21A0A490C0,CUST100065040,TECH1064,2026-01-03,Router Replacement,2.45,Completed
DSP0264C3FB4A,CUST100031179,TECH1256,2026-06-10,Slow Internet,0.75,Scheduled
DSP9D2D9EC462,CUST100068714,TECH1364,2026-02-03,No Service,5.67,Scheduled
DSP6EB6B92700,CUST100081084,TECH1480,2026-01-20,No Service,4.71,Completed
DSP25F42A6869,CUST100031837,TECH1221,2026-01-05,No Service,6.91,Completed
DSP1F0484A502,CUST100098365,TECH1212,2026-04-20,No Service,2.94,Completed
DSP97392A3994,CUST100057183,TECH1175,2026-04-06,Equipment Install,2.61,Completed
DSP87367B35AC,CUST100037146,TECH1179,2026-01-24,Slow Internet,0.49,Completed
DSPA3B21DD3B1,CUST100020098,TECH1266,2026-05-14,Slow Internet,11.66,Completed
DSPA6A510F6C9,CUST100084366,TECH1376,2026-03-09,Line Repair,4.63,Completed
DSP9653E22548,CUST100057323,TECH1015,2026-05-17,Line Repair,4.56,Completed
DSPCCB21EDF00,CUST100028051,TECH1468,2026-05-22,Slow Internet,0.58,Scheduled
DSP77B26E3064,CUST100024474,TECH1233,2026-02-20,Slow Internet,3.84,Completed
DSPC95CAD6312,CUST100005055,TECH1109,2026-03-28,Slow Internet,1.64,Completed
DSP79A0A6FF0A,CUST100016685,TECH1246,2026-05-01,No Service,1.88,Completed
DSP22BC29DCBD,CUST100067571,TECH1175,2026-07-10,Router Replacement,2.0,Completed
DSP2C80846285,CUST100029732,TECH1131,2026-03-21,Slow Internet,0.63,Completed
DSP37DF93A8E8,CUST100014227,TECH1232,2026-03-11,Line Repair,3.01,Rescheduled
DSPD29C453F44,CUST100040803,TECH1217,2026-06-12,Equipment Install,4.17,Scheduled
DSP67DA97BC39,CUST100066203,TECH1412,2026-03-24,No Service,1.38,Completed
DSPCD155988D0,CUST100098953,TECH1334,2026-04-08,Line Repair,1.39,Completed
DSP9BF1BBF235,CUST100028066,TECH1396,2026-01-27,Slow Internet,2.81,Completed
DSPF18412974C,CUST100089142,TECH1012,2026-02-07,Equipment Install,3.87,Rescheduled
DSPC3035CD5A1,CUST100054464,TECH1347,2026-01-06,Router Replacement,0.69,Completed
DSP1B3C9514C4,CUST100062918,TECH1113,2026-01-06,Slow Internet,0.79,Scheduled
DSP5FCAB0A0DB,CUST100026301,TECH1272,2026-04-24,Router Replacement,4.1,Scheduled
DSP148EF381A8,CUST100030837,TECH1113,2026-05-06,Slow Internet,1.43,Completed
DSPB4378A1984,CUST100069709,TECH1440,2026-06-01,Equipment Install,0.12,Completed
DSP658BFBBBBF,CUST100069703,TECH1376,2026-05-29,Router Replacement,5.51,Completed
DSP20F552938D,CUST100050533,TECH1015,2026-04-09,No Service,4.75,Completed
DSP26A9798097,CUST100055828,TECH1131,2026-05-05,Router Replacement,3.63,Completed
DSPE0E7F0DAF1,CUST100011364,TECH1171,2026-05-17,Router Replacement,0.36,Scheduled
DSP064E8D3988,CUST100055859,TECH1202,2026-03-19,Router Replacement,4.72,Scheduled
DSPBCD13F17FF,CUST100092572,TECH1375,2026-05-21,Line Repair,1.86,Completed
DSP6D3EA8D0E9,CUST100058983,TECH1445,2026-05-30,No Service,2.59,Scheduled
DSPF87A01B9F7,CUST100029716,TECH1222,2026-02-01,Slow Internet,5.12,Completed
DSP0A93ACEC08,CUST100034704,TECH1325,2026-07-05,No Service,3.86,Completed
DSPF2BD0E5739,CUST100083495,TECH1178,2026-06-04,No Service,0.72,Scheduled
DSP46A0000E8E,CUST100093757,TECH1099,2026-05-18,Router Replacement,3.5,Cancelled
DSPFCEC1B1791,CUST100067900,TECH1125,2026-01-28,Slow Internet,2.17,Completed
DSP045B3A08A5,CUST100040908,TECH1045,2026-02-03,No Service,3.95,Completed
DSPFF23B954B8,CUST100076843,TECH1047,2026-03-24,Line Repair,0.24,Completed
DSP5A60739121,CUST100079473,TECH1367,2026-05-04,Line Repair,0.68,Completed
DSPA16B1B4249,CUST100049876,TECH1299,2026-01-13,Equipment Install,4.46,Scheduled
DSP30C8F803F3,CUST100093176,TECH1041,2026-06-02,Line Repair,1.4,Rescheduled
DSP37624966A9,CUST100030061,TECH1076,2026-06-04,No Service,2.53,Completed
DSP50E463E274,CUST100061548,TECH1302,2026-04-20,Slow Internet,2.71,Completed
DSPA886D0342A,CUST100052317,TECH1083,2026-02-12,Slow Internet,3.1,Scheduled
DSPAEC180FDAB,CUST100088565,TECH1275,2026-06-11,No Service,5.0,Scheduled
DSPE4BB87854B,CUST100091210,TECH1189,2026-02-03,Slow Internet,0.74,Completed
DSP486EA091E1,CUST100052721,TECH1400,2026-01-08,No Service,1.77,Completed
DSPCD76E6EAB5,CUST100069687,TECH1117,2026-07-17,No Service,6.7,Completed
DSP38ED5B59E7,CUST100099147,TECH1333,2026-02-17,Equipment Install,0.77,Completed
DSP943FF40010,CUST100066871,TECH1071,2026-01-21,Line Repair,0.31,Completed
DSPDF2C3C328E,CUST100093025,TECH1021,2026-05-08,Slow Internet,7.09,Completed
DSP698E8F78FD,CUST100037564,TECH1286,2026-04-04,Equipment Install,0.52,Completed
DSPD50FCBBB49,CUST100044188,TECH1052,2026-06-26,Equipment Install,4.3,Completed
DSP2E8613E82E,CUST100073064,TECH1067,2026-02-21,Slow Internet,0.53,Completed
DSP765E1FF53A,CUST100081129,TECH1045,2026-01-10,Router Replacement,0.63,Scheduled
DSPFD321CC989,CUST100085928,TECH1126,2026-07-02,Router Replacement,0.28,Rescheduled
DSPB2AC23A2E6,CUST100095266,TECH1045,2026-01-13,Equipment Install,2.45,Completed
DSP45B1D6A97E,CUST100025908,TECH1434,2026-07-01,Slow Internet,1.88,Completed
DSP01696E369E,CUST100090035,TECH1181,2026-07-10,Equipment Install,4.05,Completed
DSP29F4967A16,CUST100096579,TECH1483,2026-04-07,Slow Internet,1.34,Completed
DSPEE5B56BC78,CUST100084663,TECH1108,2026-05-10,No Service,1.76,Completed
DSP972FEFE542,CUST100076112,TECH1310,2026-06-06,Line Repair,0.47,Rescheduled
DSP3513E3DB1E,CUST100050100,TECH1193,2026-04-14,No Service,3.2,Scheduled
DSP8AF703E962,CUST100010486,TECH1167,2026-04-09,No Service,1.07,Completed
DSPEB8A97385F,CUST100023523,TECH1052,2026-07-01,Line Repair,5.9,Scheduled
DSPB365E10654,CUST100056327,TECH1281,2026-06-13,Line Repair,1.5,Completed
DSP92F2FFA600,CUST100006781,TECH1273,2026-04-07,Router Replacement,5.66,Completed
DSP8DDD64D523,CUST100005385,TECH1302,2026-03-16,Slow Internet,1.4,Completed
DSPDFD2A6BA92,CUST100048333,TECH1315,2026-04-14,Line Repair,0.77,Completed
DSP3A99B5ADE9,CUST100057448,TECH1497,2026-06-15,No Service,3.06,Completed
DSPFB416B9FDC,CUST100080960,TECH1292,2026-05-09,Slow Internet,3.58,Completed
DSP39A41C1456,CUST100026671,TECH1001,2026-02-12,Router Replacement,2.2,Completed
DSP4B61C96C09,CUST100017081,TECH1419,2026-06-09,Slow Internet,0.66,Rescheduled
DSPA45F2925AA,CUST100028342,TECH1143,2026-02-13,Line Repair,2.64,Completed
DSP549728E906,CUST100025888,TECH1189,2026-02-23,Line Repair,2.78,Completed
DSPC981670E2A,CUST100017701,TECH1035,2026-07-15,Line Repair,0.38,Scheduled
DSP683B751F8D,CUST100067160,TECH1070,2026-05-05,Line Repair,3.17,Scheduled
DSP476F3F2DE8,CUST100012485,TECH1047,2026-03-20,Slow Internet,6.18,Completed
DSPB5B28F0E6B,CUST100088328,TECH1445,2026-02-05,Slow Internet,1.62,Completed
DSP822AAD43AB,CUST100075695,TECH1004,2026-05-13,No Service,3.15,Scheduled
DSP99C724865E,CUST100078272,TECH1062,2026-02-19,Line Repair,0.7,Completed
DSP213340EA5E,CUST100041132,TECH1500,2026-01-23,Line Repair,3.22,Completed
DSPA10D2F0E8B,CUST100039640,TECH1358,2026-05-23,No Service,1.71,Completed
DSPA0D83B8CD0,CUST100051561,TECH1137,2026-04-15,Router Replacement,3.57,Completed
DSP7B7FF4BABF,CUST100049984,TECH1045,2026-06-28,Equipment Install,2.76,Completed
DSP4050146A74,CUST100069540,TECH1219,2026-03-25,Router Replacement,5.52,Completed
DSPDB39401819,CUST100071248,TECH1234,2026-07-06,No Service,1.79,Completed
DSP85410BEE2A,CUST100015643,TECH1500,2026-01-12,No Service,6.03,Completed
DSPBC6456EDF6,CUST100099742,TECH1304,2026-01-25,No Service,6.44,Completed
DSP0E2EBF3D98,CUST100087100,TECH1013,2026-06-22,No Service,2.85,Completed
DSPF13096D48D,CUST100093043,TECH1256,2026-05-12,No Service,1.36,Completed
DSPE61296F667,CUST100054236,TECH1359,2026-05-01,Line Repair,5.16,Completed
DSPD812773B67,CUST100085540,TECH1338,2026-01-15,Line Repair,7.15,Scheduled
DSPDDB1B9B659,CUST100044105,TECH1161,2026-04-24,Router Replacement,0.32,Rescheduled
DSP77FBB816C1,CUST100023986,TECH1188,2026-01-26,Line Repair,1.4,Completed
DSPBCDC16B874,CUST100065451,TECH1469,2026-05-15,Router Replacement,8.1,Completed
DSP840B6872AD,CUST100068349,TECH1177,2026-06-19,Equipment Install,0.87,Completed
DSPABA011DB1A,CUST100000221,TECH1379,2026-05-01,Equipment Install,2.43,Completed
DSP0999AA65DE,CUST100034394,TECH1007,2026-06-15,Router Replacement,1.43,Rescheduled
DSPDE09E51B73,CUST100073123,TECH1239,2026-03-08,Slow Internet,7.01,Completed
DSP2E2B4794CB,CUST100003483,TECH1487,2026-07-14,Equipment Install,5.33,Scheduled
DSP3FCA1184A2,CUST100065471,TECH1312,2026-05-05,Slow Internet,2.08,Completed
DSPC08640176E,CUST100018914,TECH1371,2026-01-14,Router Replacement,1.86,Completed
DSPED3C7BDBEE,CUST100046465,TECH1013,2026-07-03,Equipment Install,5.32,Completed
DSPD6F5F435A8,CUST100008529,TECH1396,2026-03-10,No Service,0.63,Completed
DSP8CD05A5AA0,CUST100017438,TECH1191,2026-01-12,Router Replacement,0.14,Completed
DSP20E3F864B0,CUST100099823,TECH1309,2026-07-02,Equipment Install,0.6,Completed
DSPA467085ABC,CUST100040332,TECH1248,2026-03-05,Router Replacement,1.17,Completed
DSP311E11D1FA,CUST100039987,TECH1497,2026-07-07,Router Replacement,2.21,Completed
DSPADC727A94F,CUST100021444,TECH1111,2026-07-11,Slow Internet,0.2,Completed
DSP8773B88DC9,CUST100030341,TECH1355,2026-01-07,Line Repair,4.25,Completed
DSP6E94E83AC5,CUST100067776,TECH1251,2026-03-08,Equipment Install,0.51,Completed
DSPA429B52346,CUST100092779,TECH1319,2026-05-04,Equipment Install,2.02,Completed
DSP711BC3ECFD,CUST100028825,TECH1461,2026-06-11,Router Replacement,6.75,Completed
DSPF920AC3FC9,CUST100019527,TECH1034,2026-02-07,No Service,0.19,Scheduled
DSP64BEFBC847,CUST100062702,TECH1080,2026-03-19,No Service,0.75,Completed
DSPB18DFE57F1,CUST100005673,TECH1126,2026-07-03,Line Repair,1.68,Completed
DSP07E3560C05,CUST100096474,TECH1038,2026-05-20,Router Replacement,1.99,Rescheduled
DSP1E7FDE5FB9,CUST100006584,TECH1024,2026-06-03,Router Replacement,2.57,Scheduled
DSP9DC92CC875,CUST100097302,TECH1436,2026-04-26,Router Replacement,0.42,Completed
DSPA3C2DF7011,CUST100069237,TECH1424,2026-04-30,No Service,10.66,Completed
DSP26600AEDA9,CUST100033073,TECH1324,2026-01-20,Slow Internet,1.81,Completed
DSPBC7CFACA75,CUST100009098,TECH1004,2026-03-28,Equipment Install,5.89,Completed
DSP00B7E6BBF7,CUST100034292,TECH1429,2026-02-26,Slow Internet,1.83,Completed
DSP47C5A7227E,CUST100095053,TECH1118,2026-03-05,Line Repair,3.34,Completed
DSPD3FCAC3402,CUST100037041,TECH1374,2026-01-31,No Service,0.83,Rescheduled
DSP734D094C7F,CUST100044173,TECH1455,2026-05-13,Equipment Install,1.75,Completed
DSPEE32A76C47,CUST100056978,TECH1489,2026-03-23,Slow Internet,6.17,Completed
DSP05B13F00A4,CUST100030479,TECH1311,2026-06-10,Slow Internet,0.19,Completed
