membership_id,customer_id,tier_code,tier_name,points_balance,lifetime_points,discount_pct,points_multiplier,status,joined_at,renewal_date,referral_code
MEM0430,CUS0430,BRONZE,Bronze Slice Club,28,1656,0.00,1.00,expired,2024-01-19,2025-01-18,PIZZA0430
MEM0431,CUS0431,GOLD,Gold Slice Club,551,841,0.10,1.50,paused,2024-06-07,2025-06-07,PIZZA0431
MEM0432,CUS0432,PLATINUM,Platinum Slice Club,444,633,0.15,2.00,active,2025-07-14,2026-07-14,PIZZA0432
MEM0433,CUS0433,PLATINUM,Platinum Slice Club,646,1973,0.15,2.00,active,2026-03-18,2027-03-18,PIZZA0433
MEM0434,CUS0434,GOLD,Gold Slice Club,521,532,0.10,1.50,active,2025-08-31,2026-08-31,PIZZA0434
MEM0435,CUS0435,SILVER,Silver Slice Club,311,1884,0.05,1.25,active,2026-06-16,2027-06-16,PIZZA0435
MEM0436,CUS0436,GOLD,Gold Slice Club,883,2266,0.10,1.50,active,2026-03-04,2027-03-04,PIZZA0436
MEM0437,CUS0437,PLATINUM,Platinum Slice Club,1058,1388,0.15,2.00,active,2025-03-23,2026-03-23,PIZZA0437
MEM0438,CUS0438,BRONZE,Bronze Slice Club,108,1670,0.00,1.00,expired,2026-02-19,2027-02-19,PIZZA0438
MEM0439,CUS0439,BRONZE,Bronze Slice Club,218,564,0.00,1.00,active,2024-08-06,2025-08-06,PIZZA0439
MEM0440,CUS0440,BRONZE,Bronze Slice Club,356,571,0.00,1.00,expired,2025-08-06,2026-08-06,PIZZA0440
MEM0441,CUS0441,BRONZE,Bronze Slice Club,761,793,0.00,1.00,expired,2025-09-22,2026-09-22,PIZZA0441
MEM0442,CUS0442,BRONZE,Bronze Slice Club,784,1498,0.00,1.00,active,2026-01-26,2027-01-26,PIZZA0442
MEM0443,CUS0443,PLATINUM,Platinum Slice Club,522,2404,0.15,2.00,expired,2025-06-18,2026-06-18,PIZZA0443
MEM0444,CUS0444,SILVER,Silver Slice Club,522,1491,0.05,1.25,active,2025-08-28,2026-08-28,PIZZA0444
MEM0445,CUS0445,BRONZE,Bronze Slice Club,410,602,0.00,1.00,paused,2025-03-12,2026-03-12,PIZZA0445
MEM0446,CUS0446,SILVER,Silver Slice Club,739,2044,0.05,1.25,expired,2024-08-14,2025-08-14,PIZZA0446
MEM0447,CUS0447,GOLD,Gold Slice Club,900,2137,0.10,1.50,paused,2024-11-01,2025-11-01,PIZZA0447
MEM0448,CUS0448,GOLD,Gold Slice Club,700,2501,0.10,1.50,expired,2025-10-22,2026-10-22,PIZZA0448
MEM0449,CUS0449,PLATINUM,Platinum Slice Club,410,701,0.15,2.00,active,2024-09-13,2025-09-13,PIZZA0449
MEM0450,CUS0450,GOLD,Gold Slice Club,647,811,0.10,1.50,active,2026-05-13,2027-05-13,PIZZA0450
MEM0451,CUS0451,SILVER,Silver Slice Club,739,1434,0.05,1.25,active,2025-08-19,2026-08-19,PIZZA0451
MEM0452,CUS0452,GOLD,Gold Slice Club,535,2075,0.10,1.50,active,2026-01-28,2027-01-28,PIZZA0452
MEM0453,CUS0453,BRONZE,Bronze Slice Club,298,1906,0.00,1.00,active,2025-01-27,2026-01-27,PIZZA0453
MEM0454,CUS0454,PLATINUM,Platinum Slice Club,1102,2959,0.15,2.00,expired,2024-06-27,2025-06-27,PIZZA0454
MEM0455,CUS0455,PLATINUM,Platinum Slice Club,745,1191,0.15,2.00,active,2025-04-04,2026-04-04,PIZZA0455
MEM0456,CUS0456,GOLD,Gold Slice Club,744,1498,0.10,1.50,active,2025-07-18,2026-07-18,PIZZA0456
MEM0457,CUS0457,BRONZE,Bronze Slice Club,52,153,0.00,1.00,active,2026-05-20,2027-05-20,PIZZA0457
MEM0458,CUS0458,BRONZE,Bronze Slice Club,736,1929,0.00,1.00,active,2025-10-24,2026-10-24,PIZZA0458
MEM0459,CUS0459,GOLD,Gold Slice Club,350,2344,0.10,1.50,active,2026-01-01,2027-01-01,PIZZA0459
MEM0460,CUS0460,PLATINUM,Platinum Slice Club,538,2199,0.15,2.00,paused,2025-01-30,2026-01-30,PIZZA0460
MEM0461,CUS0461,SILVER,Silver Slice Club,310,726,0.05,1.25,paused,2026-07-11,2027-07-11,PIZZA0461
MEM0462,CUS0462,BRONZE,Bronze Slice Club,624,674,0.00,1.00,expired,2024-02-29,2025-02-28,PIZZA0462
MEM0463,CUS0463,SILVER,Silver Slice Club,381,497,0.05,1.25,expired,2025-02-09,2026-02-09,PIZZA0463
MEM0464,CUS0464,BRONZE,Bronze Slice Club,726,1607,0.00,1.00,active,2025-02-14,2026-02-14,PIZZA0464
MEM0465,CUS0465,PLATINUM,Platinum Slice Club,554,2266,0.15,2.00,active,2024-03-05,2025-03-05,PIZZA0465
MEM0466,CUS0466,PLATINUM,Platinum Slice Club,850,1455,0.15,2.00,active,2024-01-10,2025-01-09,PIZZA0466
MEM0467,CUS0467,PLATINUM,Platinum Slice Club,838,864,0.15,2.00,active,2024-04-02,2025-04-02,PIZZA0467
MEM0468,CUS0468,SILVER,Silver Slice Club,223,910,0.05,1.25,active,2025-07-18,2026-07-18,PIZZA0468
MEM0469,CUS0469,SILVER,Silver Slice Club,242,763,0.05,1.25,active,2024-05-05,2025-05-05,PIZZA0469
MEM0470,CUS0470,PLATINUM,Platinum Slice Club,590,972,0.15,2.00,expired,2025-10-16,2026-10-16,PIZZA0470
MEM0471,CUS0471,BRONZE,Bronze Slice Club,354,966,0.00,1.00,active,2026-06-14,2027-06-14,PIZZA0471
MEM0472,CUS0472,PLATINUM,Platinum Slice Club,672,2062,0.15,2.00,active,2025-07-29,2026-07-29,PIZZA0472
MEM0473,CUS0473,BRONZE,Bronze Slice Club,253,1172,0.00,1.00,expired,2025-08-26,2026-08-26,PIZZA0473
MEM0474,CUS0474,BRONZE,Bronze Slice Club,789,1914,0.00,1.00,active,2025-06-29,2026-06-29,PIZZA0474
MEM0475,CUS0475,SILVER,Silver Slice Club,166,1078,0.05,1.25,active,2026-05-10,2027-05-10,PIZZA0475
MEM0476,CUS0476,SILVER,Silver Slice Club,823,2559,0.05,1.25,expired,2024-11-24,2025-11-24,PIZZA0476
MEM0477,CUS0477,PLATINUM,Platinum Slice Club,426,1984,0.15,2.00,expired,2024-06-09,2025-06-09,PIZZA0477
MEM0478,CUS0478,SILVER,Silver Slice Club,483,1817,0.05,1.25,active,2026-06-28,2027-06-28,PIZZA0478
MEM0479,CUS0479,PLATINUM,Platinum Slice Club,539,2202,0.15,2.00,active,2024-06-18,2025-06-18,PIZZA0479
MEM0480,CUS0480,PLATINUM,Platinum Slice Club,795,1363,0.15,2.00,paused,2025-03-18,2026-03-18,PIZZA0480
MEM0481,CUS0481,PLATINUM,Platinum Slice Club,665,1614,0.15,2.00,expired,2025-08-07,2026-08-07,PIZZA0481
MEM0482,CUS0482,GOLD,Gold Slice Club,323,1000,0.10,1.50,active,2025-08-17,2026-08-17,PIZZA0482
MEM0483,CUS0483,GOLD,Gold Slice Club,209,1734,0.10,1.50,active,2025-07-02,2026-07-02,PIZZA0483
MEM0484,CUS0484,GOLD,Gold Slice Club,737,1925,0.10,1.50,expired,2025-01-20,2026-01-20,PIZZA0484
MEM0485,CUS0485,SILVER,Silver Slice Club,529,2336,0.05,1.25,active,2025-07-07,2026-07-07,PIZZA0485
MEM0486,CUS0486,SILVER,Silver Slice Club,492,737,0.05,1.25,active,2026-03-10,2027-03-10,PIZZA0486
MEM0487,CUS0487,SILVER,Silver Slice Club,402,1689,0.05,1.25,active,2026-03-20,2027-03-20,PIZZA0487
MEM0488,CUS0488,BRONZE,Bronze Slice Club,244,1326,0.00,1.00,active,2025-01-25,2026-01-25,PIZZA0488
MEM0489,CUS0489,GOLD,Gold Slice Club,294,316,0.10,1.50,active,2025-06-02,2026-06-02,PIZZA0489
MEM0490,CUS0490,SILVER,Silver Slice Club,829,1667,0.05,1.25,active,2026-04-21,2027-04-21,PIZZA0490
MEM0491,CUS0491,BRONZE,Bronze Slice Club,780,2755,0.00,1.00,active,2026-04-14,2027-04-14,PIZZA0491
MEM0492,CUS0492,BRONZE,Bronze Slice Club,190,1275,0.00,1.00,active,2025-06-26,2026-06-26,PIZZA0492
MEM0493,CUS0493,BRONZE,Bronze Slice Club,199,229,0.00,1.00,paused,2025-06-10,2026-06-10,PIZZA0493
MEM0494,CUS0494,PLATINUM,Platinum Slice Club,415,1918,0.15,2.00,expired,2024-12-07,2025-12-07,PIZZA0494
MEM0495,CUS0495,SILVER,Silver Slice Club,282,1433,0.05,1.25,expired,2024-03-23,2025-03-23,PIZZA0495
MEM0496,CUS0496,GOLD,Gold Slice Club,257,1767,0.10,1.50,paused,2024-01-30,2025-01-29,PIZZA0496
MEM0497,CUS0497,PLATINUM,Platinum Slice Club,811,2024,0.15,2.00,active,2025-12-22,2026-12-22,PIZZA0497
MEM0498,CUS0498,BRONZE,Bronze Slice Club,662,913,0.00,1.00,active,2026-06-22,2027-06-22,PIZZA0498
MEM0499,CUS0499,GOLD,Gold Slice Club,651,2455,0.10,1.50,active,2024-01-21,2025-01-20,PIZZA0499
MEM0500,CUS0500,PLATINUM,Platinum Slice Club,1016,1740,0.15,2.00,paused,2024-02-24,2025-02-23,PIZZA0500
MEM0501,CUS0501,GOLD,Gold Slice Club,506,2423,0.10,1.50,active,2025-04-21,2026-04-21,PIZZA0501
MEM0502,CUS0502,BRONZE,Bronze Slice Club,605,2537,0.00,1.00,active,2025-11-09,2026-11-09,PIZZA0502
MEM0503,CUS0503,GOLD,Gold Slice Club,672,1603,0.10,1.50,paused,2025-01-19,2026-01-19,PIZZA0503
MEM0504,CUS0504,PLATINUM,Platinum Slice Club,965,2282,0.15,2.00,active,2024-11-18,2025-11-18,PIZZA0504
MEM0505,CUS0505,SILVER,Silver Slice Club,840,2256,0.05,1.25,active,2024-06-30,2025-06-30,PIZZA0505
MEM0506,CUS0506,GOLD,Gold Slice Club,657,1526,0.10,1.50,expired,2025-10-04,2026-10-04,PIZZA0506
MEM0507,CUS0507,GOLD,Gold Slice Club,622,1901,0.10,1.50,active,2026-07-20,2027-07-20,PIZZA0507
MEM0508,CUS0508,PLATINUM,Platinum Slice Club,1154,1991,0.15,2.00,active,2024-10-07,2025-10-07,PIZZA0508
MEM0509,CUS0509,SILVER,Silver Slice Club,273,615,0.05,1.25,active,2026-01-09,2027-01-09,PIZZA0509
MEM0510,CUS0510,SILVER,Silver Slice Club,824,911,0.05,1.25,active,2026-01-30,2027-01-30,PIZZA0510
MEM0511,CUS0511,BRONZE,Bronze Slice Club,682,764,0.00,1.00,active,2026-06-06,2027-06-06,PIZZA0511
MEM0512,CUS0512,PLATINUM,Platinum Slice Club,1183,1840,0.15,2.00,active,2025-09-22,2026-09-22,PIZZA0512
MEM0513,CUS0513,GOLD,Gold Slice Club,851,1329,0.10,1.50,active,2024-04-08,2025-04-08,PIZZA0513
MEM0514,CUS0514,SILVER,Silver Slice Club,509,1322,0.05,1.25,expired,2024-02-03,2025-02-02,PIZZA0514
MEM0515,CUS0515,SILVER,Silver Slice Club,641,2238,0.05,1.25,expired,2024-08-21,2025-08-21,PIZZA0515
MEM0516,CUS0516,PLATINUM,Platinum Slice Club,1111,2231,0.15,2.00,active,2025-08-20,2026-08-20,PIZZA0516
MEM0517,CUS0517,PLATINUM,Platinum Slice Club,762,2421,0.15,2.00,active,2024-02-22,2025-02-21,PIZZA0517
MEM0518,CUS0518,BRONZE,Bronze Slice Club,7,334,0.00,1.00,active,2026-01-01,2027-01-01,PIZZA0518
MEM0519,CUS0519,SILVER,Silver Slice Club,488,2022,0.05,1.25,active,2025-01-04,2026-01-04,PIZZA0519
MEM0520,CUS0520,PLATINUM,Platinum Slice Club,1146,2500,0.15,2.00,active,2025-01-24,2026-01-24,PIZZA0520
MEM0521,CUS0521,PLATINUM,Platinum Slice Club,946,1038,0.15,2.00,active,2025-01-22,2026-01-22,PIZZA0521
MEM0522,CUS0522,SILVER,Silver Slice Club,588,1126,0.05,1.25,active,2024-04-27,2025-04-27,PIZZA0522
MEM0523,CUS0523,GOLD,Gold Slice Club,342,1047,0.10,1.50,paused,2024-04-26,2025-04-26,PIZZA0523
MEM0524,CUS0524,BRONZE,Bronze Slice Club,767,1917,0.00,1.00,active,2025-11-10,2026-11-10,PIZZA0524
MEM0525,CUS0525,PLATINUM,Platinum Slice Club,466,688,0.15,2.00,active,2024-07-12,2025-07-12,PIZZA0525
MEM0526,CUS0526,PLATINUM,Platinum Slice Club,574,625,0.15,2.00,paused,2025-08-16,2026-08-16,PIZZA0526
MEM0527,CUS0527,SILVER,Silver Slice Club,522,1625,0.05,1.25,paused,2025-01-31,2026-01-31,PIZZA0527
MEM0528,CUS0528,SILVER,Silver Slice Club,369,616,0.05,1.25,active,2025-06-18,2026-06-18,PIZZA0528
MEM0529,CUS0529,GOLD,Gold Slice Club,577,2360,0.10,1.50,active,2025-06-26,2026-06-26,PIZZA0529
MEM0530,CUS0530,PLATINUM,Platinum Slice Club,465,1800,0.15,2.00,active,2024-10-28,2025-10-28,PIZZA0530
MEM0531,CUS0531,PLATINUM,Platinum Slice Club,946,1615,0.15,2.00,expired,2026-03-06,2027-03-06,PIZZA0531
MEM0532,CUS0532,SILVER,Silver Slice Club,462,935,0.05,1.25,paused,2025-09-20,2026-09-20,PIZZA0532
MEM0533,CUS0533,BRONZE,Bronze Slice Club,558,2336,0.00,1.00,expired,2024-01-22,2025-01-21,PIZZA0533
MEM0534,CUS0534,GOLD,Gold Slice Club,711,1109,0.10,1.50,active,2024-12-13,2025-12-13,PIZZA0534
MEM0535,CUS0535,BRONZE,Bronze Slice Club,560,1927,0.00,1.00,active,2025-04-08,2026-04-08,PIZZA0535
MEM0536,CUS0536,PLATINUM,Platinum Slice Club,1153,2975,0.15,2.00,active,2026-02-27,2027-02-27,PIZZA0536
MEM0537,CUS0537,PLATINUM,Platinum Slice Club,843,863,0.15,2.00,expired,2025-08-03,2026-08-03,PIZZA0537
MEM0538,CUS0538,BRONZE,Bronze Slice Club,70,1110,0.00,1.00,expired,2025-02-15,2026-02-15,PIZZA0538
MEM0539,CUS0539,BRONZE,Bronze Slice Club,288,870,0.00,1.00,paused,2024-07-21,2025-07-21,PIZZA0539
MEM0540,CUS0540,SILVER,Silver Slice Club,589,2190,0.05,1.25,active,2026-05-13,2027-05-13,PIZZA0540
MEM0541,CUS0541,PLATINUM,Platinum Slice Club,878,1298,0.15,2.00,active,2024-04-12,2025-04-12,PIZZA0541
MEM0542,CUS0542,PLATINUM,Platinum Slice Club,958,1894,0.15,2.00,active,2024-02-23,2025-02-22,PIZZA0542
MEM0543,CUS0543,PLATINUM,Platinum Slice Club,480,1016,0.15,2.00,expired,2024-11-09,2025-11-09,PIZZA0543
MEM0544,CUS0544,SILVER,Silver Slice Club,578,752,0.05,1.25,active,2024-05-25,2025-05-25,PIZZA0544
MEM0545,CUS0545,PLATINUM,Platinum Slice Club,1181,1491,0.15,2.00,expired,2024-07-27,2025-07-27,PIZZA0545
MEM0546,CUS0546,SILVER,Silver Slice Club,812,826,0.05,1.25,active,2026-03-19,2027-03-19,PIZZA0546
MEM0547,CUS0547,GOLD,Gold Slice Club,815,1284,0.10,1.50,active,2024-01-11,2025-01-10,PIZZA0547
MEM0548,CUS0548,SILVER,Silver Slice Club,631,860,0.05,1.25,active,2025-03-06,2026-03-06,PIZZA0548
MEM0549,CUS0549,PLATINUM,Platinum Slice Club,901,1745,0.15,2.00,active,2025-03-20,2026-03-20,PIZZA0549
MEM0550,CUS0550,SILVER,Silver Slice Club,252,1400,0.05,1.25,paused,2026-01-11,2027-01-11,PIZZA0550
MEM0551,CUS0551,BRONZE,Bronze Slice Club,239,2135,0.00,1.00,paused,2024-11-12,2025-11-12,PIZZA0551
MEM0552,CUS0552,SILVER,Silver Slice Club,700,1698,0.05,1.25,expired,2024-09-08,2025-09-08,PIZZA0552
MEM0553,CUS0553,BRONZE,Bronze Slice Club,76,821,0.00,1.00,active,2026-05-17,2027-05-17,PIZZA0553
MEM0554,CUS0554,SILVER,Silver Slice Club,239,986,0.05,1.25,expired,2026-06-19,2027-06-19,PIZZA0554
MEM0555,CUS0555,SILVER,Silver Slice Club,229,409,0.05,1.25,active,2024-02-23,2025-02-22,PIZZA0555
MEM0556,CUS0556,PLATINUM,Platinum Slice Club,464,1299,0.15,2.00,active,2026-01-26,2027-01-26,PIZZA0556
MEM0557,CUS0557,SILVER,Silver Slice Club,565,1201,0.05,1.25,active,2025-01-14,2026-01-14,PIZZA0557
MEM0558,CUS0558,PLATINUM,Platinum Slice Club,865,1691,0.15,2.00,active,2026-03-20,2027-03-20,PIZZA0558
MEM0559,CUS0559,SILVER,Silver Slice Club,554,1188,0.05,1.25,expired,2026-03-04,2027-03-04,PIZZA0559
MEM0560,CUS0560,BRONZE,Bronze Slice Club,163,1010,0.00,1.00,active,2026-01-03,2027-01-03,PIZZA0560
MEM0561,CUS0561,BRONZE,Bronze Slice Club,346,1769,0.00,1.00,active,2024-01-07,2025-01-06,PIZZA0561
MEM0562,CUS0562,SILVER,Silver Slice Club,140,994,0.05,1.25,paused,2026-07-02,2027-07-02,PIZZA0562
MEM0563,CUS0563,BRONZE,Bronze Slice Club,543,1588,0.00,1.00,active,2024-09-27,2025-09-27,PIZZA0563
MEM0564,CUS0564,PLATINUM,Platinum Slice Club,1016,2343,0.15,2.00,expired,2024-12-10,2025-12-10,PIZZA0564
MEM0565,CUS0565,GOLD,Gold Slice Club,378,2306,0.10,1.50,active,2026-05-31,2027-05-31,PIZZA0565
MEM0566,CUS0566,SILVER,Silver Slice Club,508,1831,0.05,1.25,expired,2024-10-12,2025-10-12,PIZZA0566
MEM0567,CUS0567,BRONZE,Bronze Slice Club,435,1606,0.00,1.00,active,2025-03-01,2026-03-01,PIZZA0567
MEM0568,CUS0568,SILVER,Silver Slice Club,374,875,0.05,1.25,paused,2026-07-11,2027-07-11,PIZZA0568
MEM0569,CUS0569,SILVER,Silver Slice Club,844,1201,0.05,1.25,active,2025-01-12,2026-01-12,PIZZA0569
MEM0570,CUS0570,PLATINUM,Platinum Slice Club,1047,1662,0.15,2.00,expired,2024-09-17,2025-09-17,PIZZA0570
MEM0571,CUS0571,PLATINUM,Platinum Slice Club,1095,1270,0.15,2.00,active,2024-06-03,2025-06-03,PIZZA0571
MEM0572,CUS0572,PLATINUM,Platinum Slice Club,636,742,0.15,2.00,paused,2024-09-04,2025-09-04,PIZZA0572
MEM0573,CUS0573,PLATINUM,Platinum Slice Club,430,562,0.15,2.00,expired,2026-05-08,2027-05-08,PIZZA0573
MEM0574,CUS0574,GOLD,Gold Slice Club,653,729,0.10,1.50,active,2025-08-22,2026-08-22,PIZZA0574
MEM0575,CUS0575,GOLD,Gold Slice Club,304,1453,0.10,1.50,active,2024-04-30,2025-04-30,PIZZA0575
MEM0576,CUS0576,GOLD,Gold Slice Club,598,813,0.10,1.50,active,2025-04-03,2026-04-03,PIZZA0576
MEM0577,CUS0577,BRONZE,Bronze Slice Club,206,1756,0.00,1.00,paused,2026-05-23,2027-05-23,PIZZA0577
MEM0578,CUS0578,SILVER,Silver Slice Club,611,1525,0.05,1.25,active,2025-03-19,2026-03-19,PIZZA0578
MEM0579,CUS0579,GOLD,Gold Slice Club,340,778,0.10,1.50,paused,2025-09-17,2026-09-17,PIZZA0579
MEM0580,CUS0580,PLATINUM,Platinum Slice Club,891,2788,0.15,2.00,active,2024-04-19,2025-04-19,PIZZA0580
MEM0581,CUS0581,SILVER,Silver Slice Club,520,2504,0.05,1.25,paused,2025-12-03,2026-12-03,PIZZA0581
MEM0582,CUS0582,BRONZE,Bronze Slice Club,776,1161,0.00,1.00,expired,2025-10-08,2026-10-08,PIZZA0582
MEM0583,CUS0583,GOLD,Gold Slice Club,872,1363,0.10,1.50,paused,2024-04-13,2025-04-13,PIZZA0583
MEM0584,CUS0584,BRONZE,Bronze Slice Club,368,1950,0.00,1.00,paused,2025-10-25,2026-10-25,PIZZA0584
MEM0585,CUS0585,GOLD,Gold Slice Club,864,1709,0.10,1.50,expired,2024-04-25,2025-04-25,PIZZA0585
MEM0586,CUS0586,GOLD,Gold Slice Club,575,1403,0.10,1.50,active,2024-12-07,2025-12-07,PIZZA0586
MEM0587,CUS0587,SILVER,Silver Slice Club,809,2517,0.05,1.25,active,2026-01-09,2027-01-09,PIZZA0587
MEM0588,CUS0588,PLATINUM,Platinum Slice Club,919,1476,0.15,2.00,active,2024-05-13,2025-05-13,PIZZA0588
MEM0589,CUS0589,SILVER,Silver Slice Club,543,1470,0.05,1.25,paused,2025-06-16,2026-06-16,PIZZA0589
MEM0590,CUS0590,PLATINUM,Platinum Slice Club,770,1922,0.15,2.00,active,2026-03-26,2027-03-26,PIZZA0590
MEM0591,CUS0591,GOLD,Gold Slice Club,667,1145,0.10,1.50,paused,2025-06-11,2026-06-11,PIZZA0591
MEM0592,CUS0592,BRONZE,Bronze Slice Club,697,2599,0.00,1.00,expired,2026-04-12,2027-04-12,PIZZA0592
MEM0593,CUS0593,SILVER,Silver Slice Club,348,987,0.05,1.25,expired,2025-11-14,2026-11-14,PIZZA0593
MEM0594,CUS0594,SILVER,Silver Slice Club,826,2094,0.05,1.25,paused,2024-10-22,2025-10-22,PIZZA0594
MEM0595,CUS0595,BRONZE,Bronze Slice Club,133,683,0.00,1.00,active,2025-03-14,2026-03-14,PIZZA0595
MEM0596,CUS0596,GOLD,Gold Slice Club,336,1055,0.10,1.50,paused,2024-01-08,2025-01-07,PIZZA0596
MEM0597,CUS0597,PLATINUM,Platinum Slice Club,559,805,0.15,2.00,paused,2024-04-07,2025-04-07,PIZZA0597
MEM0598,CUS0598,SILVER,Silver Slice Club,651,1788,0.05,1.25,expired,2025-06-01,2026-06-01,PIZZA0598
MEM0599,CUS0599,BRONZE,Bronze Slice Club,777,999,0.00,1.00,active,2025-09-10,2026-09-10,PIZZA0599
MEM0600,CUS0600,SILVER,Silver Slice Club,788,1629,0.05,1.25,active,2025-11-11,2026-11-11,PIZZA0600
MEM0601,CUS0601,SILVER,Silver Slice Club,348,353,0.05,1.25,active,2026-07-04,2027-07-04,PIZZA0601
MEM0602,CUS0602,BRONZE,Bronze Slice Club,219,1224,0.00,1.00,active,2025-04-17,2026-04-17,PIZZA0602
MEM0603,CUS0603,BRONZE,Bronze Slice Club,447,1698,0.00,1.00,expired,2024-08-31,2025-08-31,PIZZA0603
MEM0604,CUS0604,BRONZE,Bronze Slice Club,748,1516,0.00,1.00,active,2026-03-07,2027-03-07,PIZZA0604
MEM0605,CUS0605,GOLD,Gold Slice Club,165,1238,0.10,1.50,paused,2024-07-05,2025-07-05,PIZZA0605
MEM0606,CUS0606,BRONZE,Bronze Slice Club,473,2352,0.00,1.00,active,2026-07-11,2027-07-11,PIZZA0606
MEM0607,CUS0607,PLATINUM,Platinum Slice Club,611,1890,0.15,2.00,active,2026-02-19,2027-02-19,PIZZA0607
MEM0608,CUS0608,BRONZE,Bronze Slice Club,130,1404,0.00,1.00,active,2024-12-31,2025-12-31,PIZZA0608
MEM0609,CUS0609,BRONZE,Bronze Slice Club,692,1656,0.00,1.00,active,2024-09-15,2025-09-15,PIZZA0609
MEM0610,CUS0610,GOLD,Gold Slice Club,517,2363,0.10,1.50,active,2024-10-09,2025-10-09,PIZZA0610
MEM0611,CUS0611,BRONZE,Bronze Slice Club,382,1300,0.00,1.00,active,2025-09-19,2026-09-19,PIZZA0611
MEM0612,CUS0612,GOLD,Gold Slice Club,636,1253,0.10,1.50,expired,2025-05-11,2026-05-11,PIZZA0612
MEM0613,CUS0613,PLATINUM,Platinum Slice Club,1049,1353,0.15,2.00,expired,2024-11-25,2025-11-25,PIZZA0613
MEM0614,CUS0614,BRONZE,Bronze Slice Club,701,2557,0.00,1.00,paused,2024-01-18,2025-01-17,PIZZA0614
MEM0615,CUS0615,BRONZE,Bronze Slice Club,403,524,0.00,1.00,active,2025-06-13,2026-06-13,PIZZA0615
MEM0616,CUS0616,GOLD,Gold Slice Club,365,1436,0.10,1.50,active,2026-01-14,2027-01-14,PIZZA0616
MEM0617,CUS0617,BRONZE,Bronze Slice Club,585,1413,0.00,1.00,active,2024-03-20,2025-03-20,PIZZA0617
MEM0618,CUS0618,BRONZE,Bronze Slice Club,388,2083,0.00,1.00,active,2025-11-01,2026-11-01,PIZZA0618
MEM0619,CUS0619,PLATINUM,Platinum Slice Club,1075,1777,0.15,2.00,active,2024-04-14,2025-04-14,PIZZA0619
MEM0620,CUS0620,BRONZE,Bronze Slice Club,387,1218,0.00,1.00,active,2025-11-15,2026-11-15,PIZZA0620
MEM0621,CUS0621,SILVER,Silver Slice Club,348,1768,0.05,1.25,active,2025-03-31,2026-03-31,PIZZA0621
MEM0622,CUS0622,PLATINUM,Platinum Slice Club,874,2312,0.15,2.00,expired,2026-07-22,2027-07-22,PIZZA0622
MEM0623,CUS0623,BRONZE,Bronze Slice Club,86,686,0.00,1.00,active,2026-03-04,2027-03-04,PIZZA0623
MEM0624,CUS0624,SILVER,Silver Slice Club,684,2681,0.05,1.25,paused,2025-08-24,2026-08-24,PIZZA0624
MEM0625,CUS0625,GOLD,Gold Slice Club,490,2224,0.10,1.50,active,2025-12-13,2026-12-13,PIZZA0625
MEM0626,CUS0626,GOLD,Gold Slice Club,167,954,0.10,1.50,expired,2025-09-03,2026-09-03,PIZZA0626
MEM0627,CUS0627,SILVER,Silver Slice Club,843,1212,0.05,1.25,paused,2025-02-21,2026-02-21,PIZZA0627
MEM0628,CUS0628,BRONZE,Bronze Slice Club,199,681,0.00,1.00,expired,2025-08-02,2026-08-02,PIZZA0628
MEM0629,CUS0629,SILVER,Silver Slice Club,672,2114,0.05,1.25,expired,2025-04-27,2026-04-27,PIZZA0629
MEM0630,CUS0630,PLATINUM,Platinum Slice Club,809,1581,0.15,2.00,active,2026-07-03,2027-07-03,PIZZA0630
MEM0631,CUS0631,BRONZE,Bronze Slice Club,477,2028,0.00,1.00,active,2026-03-09,2027-03-09,PIZZA0631
MEM0632,CUS0632,BRONZE,Bronze Slice Club,110,702,0.00,1.00,active,2025-03-24,2026-03-24,PIZZA0632
MEM0633,CUS0633,SILVER,Silver Slice Club,278,2198,0.05,1.25,active,2025-10-13,2026-10-13,PIZZA0633
MEM0634,CUS0634,PLATINUM,Platinum Slice Club,741,956,0.15,2.00,active,2025-02-08,2026-02-08,PIZZA0634
MEM0635,CUS0635,PLATINUM,Platinum Slice Club,977,2778,0.15,2.00,active,2024-07-07,2025-07-07,PIZZA0635
MEM0636,CUS0636,PLATINUM,Platinum Slice Club,568,891,0.15,2.00,expired,2024-03-29,2025-03-29,PIZZA0636
MEM0637,CUS0637,SILVER,Silver Slice Club,665,1989,0.05,1.25,active,2024-02-04,2025-02-03,PIZZA0637
MEM0638,CUS0638,GOLD,Gold Slice Club,221,1626,0.10,1.50,active,2024-12-01,2025-12-01,PIZZA0638
MEM0639,CUS0639,BRONZE,Bronze Slice Club,281,2021,0.00,1.00,active,2024-11-02,2025-11-02,PIZZA0639
MEM0640,CUS0640,GOLD,Gold Slice Club,771,2021,0.10,1.50,expired,2025-11-14,2026-11-14,PIZZA0640
MEM0641,CUS0641,BRONZE,Bronze Slice Club,486,865,0.00,1.00,active,2024-03-04,2025-03-04,PIZZA0641
MEM0642,CUS0642,PLATINUM,Platinum Slice Club,1200,2944,0.15,2.00,expired,2025-08-25,2026-08-25,PIZZA0642
MEM0643,CUS0643,PLATINUM,Platinum Slice Club,655,772,0.15,2.00,paused,2024-07-23,2025-07-23,PIZZA0643
MEM0644,CUS0644,SILVER,Silver Slice Club,406,1320,0.05,1.25,expired,2025-10-13,2026-10-13,PIZZA0644
