sale_id,order_id,store_id,customer_id,sale_ts,sale_channel,gross_amount,discount_amount,tax_amount,net_amount,items_count,is_member_sale,business_date
SAL0412,ORD0412,STR0152,CUS0639,2025-08-23 14:24:40,delivery_partner,37.21,0.00,3.07,44.28,3,true,2025-08-23
SAL0413,ORD0413,STR0313,CUS0434,2026-05-02 17:39:05,web,27.40,1.37,2.26,28.29,3,true,2026-05-02
SAL0414,ORD0414,STR0763,CUS0783,2024-01-02 06:51:16,in_store,57.31,0.00,4.73,62.04,3,true,2024-01-02
SAL0415,ORD0415,STR0005,CUS0111,2025-09-29 00:39:06,delivery_partner,22.32,0.00,1.84,24.16,3,true,2025-09-29
SAL0416,ORD0416,STR0792,CUS0356,2025-02-16 18:52:26,web,14.99,2.25,1.24,17.96,1,true,2025-02-16
SAL0417,ORD0417,STR0594,CUS0658,2026-01-27 01:05:53,web,82.71,4.14,6.82,85.40,2,true,2026-01-27
SAL0418,ORD0418,STR0894,CUS0292,2025-01-05 17:36:02,delivery_partner,56.55,8.48,4.67,56.72,2,true,2025-01-05
SAL0419,ORD0419,STR0617,CUS0376,2025-02-02 21:28:36,delivery_partner,25.83,0.00,2.13,31.95,1,true,2025-02-02
SAL0420,ORD0420,STR0048,CUS0538,2024-04-18 06:04:39,in_store,44.23,0.00,3.65,47.88,3,true,2024-04-18
SAL0421,ORD0421,STR0618,CUS0096,2026-04-12 15:27:32,phone,24.37,0.00,2.01,26.38,1,true,2026-04-12
SAL0422,ORD0422,STR0983,CUS0604,2024-09-19 00:04:49,mobile_app,33.06,4.96,2.73,34.82,4,true,2024-09-19
SAL0423,ORD0423,STR0356,CUS0458,2024-01-05 20:38:50,delivery_partner,79.22,11.88,6.54,77.87,1,true,2024-01-05
SAL0424,ORD0424,STR0529,CUS0022,2024-06-28 11:48:38,mobile_app,46.93,0.00,3.87,50.80,4,true,2024-06-28
SAL0425,ORD0425,STR0101,CUS0379,2024-01-28 18:21:30,web,60.66,0.00,5.00,69.66,4,true,2024-01-28
SAL0426,ORD0426,STR0742,CUS0221,2026-02-14 04:14:17,delivery_partner,31.62,4.74,2.61,33.48,3,true,2026-02-14
SAL0427,ORD0427,STR0088,CUS0193,2026-03-27 06:00:59,mobile_app,41.51,0.00,3.42,48.93,1,true,2026-03-27
SAL0428,ORD0428,STR0941,CUS0262,2025-12-19 08:54:57,in_store,77.00,3.85,6.35,79.50,2,true,2025-12-19
SAL0429,ORD0429,STR0128,CUS0750,2024-01-12 13:23:07,delivery_partner,83.97,12.60,6.93,82.29,3,true,2024-01-12
SAL0430,ORD0430,STR0061,CUS0181,2024-05-06 01:05:39,mobile_app,11.46,0.00,0.95,16.40,3,true,2024-05-06
SAL0431,ORD0431,STR0124,CUS0538,2025-12-22 11:57:59,mobile_app,19.19,0.00,1.58,24.76,3,true,2025-12-22
SAL0432,ORD0432,STR0117,CUS0558,2024-05-12 03:46:56,delivery_partner,64.57,3.23,5.33,66.67,3,true,2024-05-12
SAL0433,ORD0433,STR0372,CUS0904,2024-05-28 11:39:10,in_store,47.14,4.71,3.89,46.31,2,true,2024-05-28
SAL0434,ORD0434,STR0270,CUS0130,2025-08-27 16:11:05,mobile_app,76.14,0.00,6.28,86.41,1,true,2025-08-27
SAL0435,ORD0435,STR0966,CUS0675,2024-08-04 04:06:50,web,60.92,0.00,5.03,69.93,2,true,2024-08-04
SAL0436,ORD0436,STR0263,CUS0347,2025-04-08 15:54:34,web,55.42,2.77,4.57,61.21,4,true,2025-04-08
SAL0437,ORD0437,STR0090,CUS0362,2026-07-13 18:24:23,in_store,30.12,3.01,2.48,29.59,2,true,2026-07-13
SAL0438,ORD0438,STR0721,CUS0676,2025-02-15 10:15:16,delivery_partner,91.25,13.69,7.53,85.09,3,true,2025-02-15
SAL0439,ORD0439,STR0433,CUS0586,2024-09-21 08:39:09,web,20.59,0.00,1.70,22.28,1,true,2024-09-21
SAL0440,ORD0440,STR0468,CUS0630,2024-12-03 13:46:22,delivery_partner,92.93,13.94,7.67,90.64,1,true,2024-12-03
SAL0441,ORD0441,STR0761,CUS0400,2025-09-17 07:28:26,web,69.04,10.36,5.70,68.37,1,true,2025-09-17
SAL0442,ORD0442,STR0864,CUS0991,2025-01-09 02:35:17,web,49.83,0.00,4.11,57.93,4,true,2025-01-09
SAL0443,ORD0443,STR0068,CUS0571,2024-06-08 12:16:10,web,40.08,2.00,3.31,41.39,4,true,2024-06-08
SAL0444,ORD0444,STR0230,CUS0447,2025-05-23 18:30:02,delivery_partner,44.67,0.00,3.69,52.35,3,true,2025-05-23
SAL0445,ORD0445,STR0123,CUS0471,2025-10-12 08:55:03,phone,25.95,2.59,2.14,25.50,4,true,2025-10-12
SAL0446,ORD0446,STR0926,CUS0185,2025-10-14 00:49:07,in_store,48.12,7.22,3.97,44.87,2,true,2025-10-14
SAL0447,ORD0447,STR0427,CUS0880,2025-06-17 15:35:10,delivery_partner,13.86,0.00,1.14,18.99,3,true,2025-06-17
SAL0448,ORD0448,STR0344,CUS0195,2025-02-08 03:57:06,mobile_app,88.08,0.00,7.27,99.33,2,true,2025-02-08
SAL0449,ORD0449,STR0208,CUS0219,2024-07-25 08:20:15,in_store,12.48,0.00,1.03,13.51,2,true,2024-07-25
SAL0450,ORD0450,STR0283,CUS0045,2025-09-12 05:54:24,web,9.49,0.95,0.78,13.31,3,true,2025-09-12
SAL0451,ORD0451,STR0226,CUS0382,2024-12-27 10:20:05,in_store,37.59,0.00,3.10,40.69,1,true,2024-12-27
SAL0452,ORD0452,STR0871,CUS0332,2025-10-06 13:49:35,delivery_partner,84.72,12.71,6.99,79.00,4,true,2025-10-06
SAL0453,ORD0453,STR0957,CUS0556,2025-01-03 04:29:05,mobile_app,33.03,0.00,2.72,35.75,3,true,2025-01-03
SAL0454,ORD0454,STR0602,CUS0957,2025-10-06 22:44:44,web,90.76,0.00,7.49,102.24,2,true,2025-10-06
SAL0455,ORD0455,STR0627,CUS0666,2024-11-21 09:00:07,in_store,26.05,0.00,2.15,28.20,2,true,2024-11-21
SAL0456,ORD0456,STR0566,CUS0777,2026-03-09 00:32:51,mobile_app,8.27,0.00,0.68,12.94,3,true,2026-03-09
SAL0457,ORD0457,STR0900,CUS0920,2025-06-03 19:38:14,mobile_app,30.87,4.63,2.55,32.77,4,true,2025-06-03
SAL0458,ORD0458,STR0377,CUS0772,2024-06-05 08:18:43,in_store,55.39,0.00,4.57,59.96,1,true,2024-06-05
SAL0459,ORD0459,STR0016,CUS0298,2024-05-01 10:17:16,delivery_partner,70.06,0.00,5.78,79.83,2,true,2024-05-01
SAL0460,ORD0460,STR0645,CUS0351,2025-07-22 10:28:00,mobile_app,72.11,10.82,5.95,71.23,3,true,2025-07-22
SAL0461,ORD0461,STR0421,CUS0207,2025-12-02 10:14:13,in_store,16.91,0.00,1.40,18.31,2,true,2025-12-02
SAL0462,ORD0462,STR0313,CUS0234,2025-07-24 02:54:19,mobile_app,68.20,3.41,5.63,70.42,4,true,2025-07-24
SAL0463,ORD0463,STR0830,CUS0884,2024-09-25 15:30:58,in_store,12.12,0.00,1.00,13.12,3,true,2024-09-25
SAL0464,ORD0464,STR0237,CUS0133,2025-11-30 13:04:03,mobile_app,94.25,0.00,7.78,102.02,2,true,2025-11-30
SAL0465,ORD0465,STR0819,CUS0754,2025-07-06 17:31:24,delivery_partner,62.16,9.32,5.13,61.96,3,true,2025-07-06
SAL0466,ORD0466,STR0325,CUS0071,2024-07-26 16:41:37,phone,46.45,0.00,3.83,50.28,3,true,2024-07-26
SAL0467,ORD0467,STR0218,CUS0593,2024-03-27 14:58:29,mobile_app,45.32,0.00,3.74,49.06,1,true,2024-03-27
SAL0468,ORD0468,STR0120,CUS0808,2024-05-25 11:24:26,phone,14.54,0.00,1.20,15.74,2,true,2024-05-25
SAL0469,ORD0469,STR0032,CUS0118,2025-02-11 23:21:14,in_store,12.18,0.00,1.00,13.19,3,true,2025-02-11
SAL0470,ORD0470,STR0600,CUS0319,2025-06-13 03:22:52,mobile_app,86.17,4.31,7.11,92.96,2,true,2025-06-13
SAL0471,ORD0471,STR0206,CUS0022,2026-05-02 02:24:54,delivery_partner,39.17,5.88,3.23,40.52,1,true,2026-05-02
SAL0472,ORD0472,STR0723,CUS0792,2026-04-02 13:39:44,delivery_partner,86.81,0.00,7.16,97.96,2,true,2026-04-02
SAL0473,ORD0473,STR0186,CUS0220,2025-04-23 00:31:04,delivery_partner,55.31,0.00,4.56,63.86,1,true,2025-04-23
SAL0474,ORD0474,STR0743,CUS0837,2025-11-08 04:31:41,mobile_app,49.16,0.00,4.06,53.22,2,true,2025-11-08
SAL0475,ORD0475,STR0611,CUS0986,2024-09-12 09:38:29,delivery_partner,16.70,0.00,1.38,22.07,3,true,2024-09-12
SAL0476,ORD0476,STR0351,CUS0303,2025-01-02 15:47:12,mobile_app,30.76,0.00,2.54,37.29,1,true,2025-01-02
SAL0477,ORD0477,STR0745,CUS0035,2026-03-02 11:26:58,mobile_app,55.34,5.53,4.57,58.36,1,true,2026-03-02
SAL0478,ORD0478,STR0659,CUS0219,2025-02-18 10:22:53,web,63.19,0.00,5.21,72.39,2,true,2025-02-18
SAL0479,ORD0479,STR0549,CUS0310,2025-04-17 05:13:53,web,76.31,7.63,6.30,74.97,4,true,2025-04-17
SAL0480,ORD0480,STR0994,CUS0309,2025-05-25 17:59:06,web,23.41,1.17,1.93,28.16,1,true,2025-05-25
SAL0481,ORD0481,STR0096,CUS0601,2025-02-03 03:22:14,mobile_app,70.46,0.00,5.81,80.26,3,true,2025-02-03
SAL0482,ORD0482,STR0240,CUS0277,2026-04-11 13:03:13,mobile_app,43.08,2.15,3.55,44.48,3,true,2026-04-11
SAL0483,ORD0483,STR0616,CUS0751,2025-06-30 12:27:47,web,39.92,5.99,3.29,41.22,1,true,2025-06-30
SAL0484,ORD0484,STR0585,CUS0742,2024-06-22 23:41:33,phone,46.41,0.00,3.83,50.24,2,true,2024-06-22
SAL0485,ORD0485,STR0452,CUS0480,2024-12-04 13:56:31,delivery_partner,91.74,0.00,7.57,103.30,1,true,2024-12-04
SAL0486,ORD0486,STR0219,CUS0743,2025-01-31 23:16:46,delivery_partner,42.38,2.12,3.50,43.75,4,true,2025-01-31
SAL0487,ORD0487,STR0837,CUS0119,2026-07-20 10:17:39,delivery_partner,90.81,0.00,7.49,102.29,1,true,2026-07-20
SAL0488,ORD0488,STR0086,CUS0843,2026-03-03 17:20:39,phone,84.85,12.73,7.00,79.12,1,true,2026-03-03
SAL0489,ORD0489,STR0638,CUS0242,2026-02-16 14:52:06,delivery_partner,63.55,0.00,5.24,68.80,1,true,2026-02-16
SAL0490,ORD0490,STR0122,CUS0522,2025-06-21 09:20:20,in_store,31.07,0.00,2.56,33.63,4,true,2025-06-21
SAL0491,ORD0491,STR0789,CUS0405,2025-09-24 13:19:38,in_store,48.84,7.33,4.03,45.55,2,true,2025-09-24
SAL0492,ORD0492,STR0474,CUS0692,2024-10-02 12:41:17,phone,79.17,0.00,6.53,85.70,1,true,2024-10-02
SAL0493,ORD0493,STR0372,CUS0893,2025-09-28 12:33:39,web,15.25,0.00,1.26,20.49,2,true,2025-09-28
SAL0494,ORD0494,STR0209,CUS0352,2024-02-24 15:54:23,web,30.58,0.00,2.52,37.10,2,true,2024-02-24
SAL0495,ORD0495,STR0291,CUS0333,2025-06-02 15:08:01,in_store,15.77,2.36,1.30,14.70,2,true,2025-06-02
SAL0496,ORD0496,STR0632,CUS0930,2026-03-21 01:04:48,delivery_partner,33.83,0.00,2.79,36.62,3,true,2026-03-21
SAL0497,ORD0497,STR0622,CUS0898,2025-01-15 23:58:33,delivery_partner,57.93,0.00,4.78,66.70,3,true,2025-01-15
SAL0498,ORD0498,STR0670,CUS0156,2024-10-15 05:42:37,in_store,22.35,0.00,1.84,24.19,1,true,2024-10-15
SAL0499,ORD0499,STR0437,CUS0512,2025-09-25 09:59:50,delivery_partner,46.16,6.92,3.81,47.04,1,true,2025-09-25
SAL0500,ORD0500,STR0561,CUS0714,2024-09-04 04:23:24,phone,40.90,2.04,3.37,42.23,2,true,2024-09-04
SAL0501,ORD0501,STR0953,CUS0701,2024-01-29 21:37:51,in_store,60.06,9.01,4.95,56.00,3,true,2024-01-29
SAL0502,ORD0502,STR0708,CUS0336,2025-04-01 11:30:36,mobile_app,24.12,2.41,1.99,27.69,4,true,2025-04-01
SAL0503,ORD0503,STR0119,CUS0749,2024-08-07 13:20:49,phone,39.69,0.00,3.27,42.96,1,true,2024-08-07
SAL0504,ORD0504,STR0228,CUS0347,2025-01-27 13:13:55,phone,45.55,0.00,3.76,49.31,4,true,2025-01-27
SAL0505,ORD0505,STR0477,CUS0228,2024-04-05 22:12:53,mobile_app,63.22,0.00,5.22,72.42,1,true,2024-04-05
SAL0506,ORD0506,STR0089,CUS0645,2025-02-20 11:05:52,phone,23.96,0.00,1.98,25.94,4,true,2025-02-20
SAL0507,ORD0507,STR0822,CUS0932,2025-05-28 17:16:15,mobile_app,23.71,0.00,1.96,29.65,1,true,2025-05-28
SAL0508,ORD0508,STR0104,CUS0167,2025-09-08 12:09:21,delivery_partner,81.06,0.00,6.69,91.74,1,true,2025-09-08
SAL0509,ORD0509,STR0844,CUS0397,2026-07-14 20:46:13,web,9.20,0.00,0.76,13.94,4,true,2026-07-14
SAL0510,ORD0510,STR0163,CUS0474,2024-08-19 11:31:03,delivery_partner,32.53,0.00,2.68,39.20,1,true,2024-08-19
SAL0511,ORD0511,STR0747,CUS0813,2026-04-06 21:13:05,delivery_partner,71.58,3.58,5.91,77.90,4,true,2026-04-06
SAL0512,ORD0512,STR0101,CUS0015,2024-02-18 17:03:51,web,89.83,13.47,7.41,87.76,4,true,2024-02-18
SAL0513,ORD0513,STR0978,CUS0292,2025-04-29 10:45:08,phone,10.78,0.00,0.89,11.67,3,true,2025-04-29
SAL0514,ORD0514,STR0106,CUS0436,2025-01-30 19:39:17,in_store,45.60,0.00,3.76,49.36,3,true,2025-01-30
SAL0515,ORD0515,STR0654,CUS0472,2024-09-08 18:48:46,web,69.37,0.00,5.72,79.09,3,true,2024-09-08
SAL0516,ORD0516,STR0875,CUS0653,2025-06-27 07:44:15,phone,64.54,0.00,5.32,69.86,1,true,2025-06-27
SAL0517,ORD0517,STR0629,CUS0584,2024-12-18 15:26:26,mobile_app,49.21,0.00,4.06,57.26,3,true,2024-12-18
SAL0518,ORD0518,STR0600,CUS0379,2024-06-05 03:24:49,delivery_partner,10.15,0.00,0.84,10.99,4,true,2024-06-05
SAL0519,ORD0519,STR0458,CUS0776,2026-03-23 08:10:10,in_store,34.82,0.00,2.87,37.70,4,true,2026-03-23
SAL0520,ORD0520,STR0697,CUS0007,2026-03-07 01:24:58,delivery_partner,48.28,0.00,3.98,56.25,3,true,2026-03-07
SAL0521,ORD0521,STR0964,CUS0715,2025-09-14 14:46:29,delivery_partner,80.22,0.00,6.62,86.84,4,true,2025-09-14
SAL0522,ORD0522,STR0648,CUS0468,2026-06-23 22:27:16,in_store,42.62,4.26,3.52,41.88,4,true,2026-06-23
SAL0523,ORD0523,STR0716,CUS0316,2026-01-12 09:30:21,mobile_app,68.00,6.80,5.61,66.81,3,true,2026-01-12
SAL0524,ORD0524,STR0794,CUS0483,2026-07-15 18:18:23,web,16.92,1.69,1.40,16.62,1,true,2026-07-15
SAL0525,ORD0525,STR0479,CUS0142,2025-08-13 17:22:39,mobile_app,32.20,0.00,2.66,38.85,3,true,2025-08-13
SAL0526,ORD0526,STR0418,CUS0940,2025-08-05 23:47:45,mobile_app,56.36,0.00,4.65,64.99,2,true,2025-08-05
SAL0527,ORD0527,STR0304,CUS0387,2025-01-02 19:20:37,in_store,64.82,9.72,5.35,60.44,3,true,2025-01-02
SAL0528,ORD0528,STR0531,CUS0825,2025-07-27 15:19:44,web,94.18,0.00,7.77,101.95,3,true,2025-07-27
SAL0529,ORD0529,STR0535,CUS0441,2026-02-06 14:54:56,mobile_app,55.64,8.35,4.59,51.89,4,true,2026-02-06
SAL0530,ORD0530,STR0209,CUS0758,2024-09-26 12:38:38,in_store,8.88,0.00,0.73,9.61,1,true,2024-09-26
SAL0531,ORD0531,STR0824,CUS0947,2026-05-15 02:17:32,phone,68.35,0.00,5.64,73.98,3,true,2026-05-15
SAL0532,ORD0532,STR0277,CUS0070,2024-04-29 06:29:01,in_store,15.81,0.00,1.30,17.11,2,true,2024-04-29
SAL0533,ORD0533,STR0832,CUS0465,2025-04-19 22:01:13,web,68.92,0.00,5.69,74.61,2,true,2025-04-19
SAL0534,ORD0534,STR0099,CUS0447,2026-07-02 19:47:01,web,85.09,8.51,7.02,83.60,3,true,2026-07-02
SAL0535,ORD0535,STR0177,CUS0070,2025-02-04 10:16:06,delivery_partner,21.41,1.07,1.77,26.09,1,true,2025-02-04
SAL0536,ORD0536,STR0026,CUS0992,2026-02-13 00:43:02,delivery_partner,23.70,0.00,1.96,29.64,2,true,2026-02-13
SAL0537,ORD0537,STR0420,CUS0198,2025-03-23 21:14:06,web,31.88,4.78,2.63,33.72,2,true,2025-03-23
SAL0538,ORD0538,STR0640,CUS0396,2024-06-17 05:10:44,web,79.68,3.98,6.57,86.26,4,true,2024-06-17
SAL0539,ORD0539,STR0135,CUS0641,2024-01-03 15:59:05,phone,57.74,0.00,4.76,62.50,1,true,2024-01-03
SAL0540,ORD0540,STR0738,CUS0119,2026-03-24 03:33:19,mobile_app,92.94,4.65,7.67,99.95,2,true,2026-03-24
SAL0541,ORD0541,STR0848,CUS0214,2025-04-15 08:43:57,web,38.49,0.00,3.18,45.65,2,true,2025-04-15
SAL0542,ORD0542,STR0584,CUS0177,2024-02-01 23:07:09,phone,91.03,13.66,7.51,84.89,4,true,2024-02-01
SAL0543,ORD0543,STR0610,CUS0878,2026-02-18 13:27:54,phone,56.47,0.00,4.66,61.13,1,true,2026-02-18
SAL0544,ORD0544,STR0205,CUS0530,2025-10-14 14:56:33,phone,65.33,6.53,5.39,64.19,1,true,2025-10-14
SAL0545,ORD0545,STR0919,CUS0633,2025-04-05 06:35:08,web,78.26,0.00,6.46,88.71,2,true,2025-04-05
SAL0546,ORD0546,STR0084,CUS0335,2025-06-22 03:48:23,mobile_app,63.07,9.46,5.20,58.81,1,true,2025-06-22
SAL0547,ORD0547,STR0553,CUS0918,2024-07-19 23:42:33,delivery_partner,20.75,0.00,1.71,26.45,4,true,2024-07-19
SAL0548,ORD0548,STR0609,CUS0177,2026-01-04 11:21:20,in_store,44.65,2.23,3.68,46.10,3,true,2026-01-04
SAL0549,ORD0549,STR0275,CUS0641,2025-10-17 18:49:33,web,25.62,0.00,2.11,31.72,1,true,2025-10-17
SAL0550,ORD0550,STR0527,CUS0131,2026-04-30 23:58:11,mobile_app,62.24,0.00,5.13,67.37,2,true,2026-04-30
SAL0551,ORD0551,STR0793,CUS0223,2024-09-28 10:44:32,phone,27.81,1.39,2.29,28.71,1,true,2024-09-28
SAL0552,ORD0552,STR0142,CUS0266,2025-02-20 12:52:51,mobile_app,81.92,8.19,6.76,84.48,2,true,2025-02-20
SAL0553,ORD0553,STR0261,CUS0084,2026-04-24 06:53:48,delivery_partner,31.58,0.00,2.61,38.17,3,true,2026-04-24
SAL0554,ORD0554,STR0979,CUS0703,2024-10-24 21:39:05,phone,51.68,7.75,4.26,48.20,1,true,2024-10-24
SAL0555,ORD0555,STR0405,CUS0879,2024-07-04 21:50:51,delivery_partner,57.34,5.73,4.73,56.33,4,true,2024-07-04
SAL0556,ORD0556,STR0410,CUS0522,2024-11-02 01:29:55,in_store,28.87,0.00,2.38,31.25,4,true,2024-11-02
SAL0557,ORD0557,STR0968,CUS0733,2024-10-04 17:41:39,web,37.99,0.00,3.13,41.13,2,true,2024-10-04
SAL0558,ORD0558,STR0490,CUS0159,2024-02-13 15:42:17,in_store,83.98,8.40,6.93,82.51,2,true,2024-02-13
SAL0559,ORD0559,STR0634,CUS0653,2026-02-04 06:47:54,web,75.19,0.00,6.20,81.39,1,true,2026-02-04
SAL0560,ORD0560,STR0881,CUS0700,2025-12-04 04:17:18,in_store,27.00,0.00,2.23,29.23,2,true,2025-12-04
SAL0561,ORD0561,STR0538,CUS0054,2024-11-25 16:49:05,mobile_app,81.07,0.00,6.69,91.74,2,true,2024-11-25
SAL0562,ORD0562,STR0910,CUS0927,2024-03-22 10:38:16,in_store,80.27,8.03,6.62,78.87,3,true,2024-03-22
SAL0563,ORD0563,STR0466,CUS0974,2026-01-27 15:44:47,mobile_app,72.96,0.00,6.02,78.98,2,true,2026-01-27
SAL0564,ORD0564,STR0532,CUS0596,2025-11-17 14:12:23,in_store,71.27,10.69,5.88,66.46,3,true,2025-11-17
SAL0565,ORD0565,STR0232,CUS0240,2024-12-27 16:25:17,phone,51.63,2.58,4.26,53.31,2,true,2024-12-27
SAL0566,ORD0566,STR0253,CUS0189,2026-04-10 03:09:23,delivery_partner,87.56,13.13,7.22,81.65,1,true,2026-04-10
SAL0567,ORD0567,STR0749,CUS0609,2025-03-25 23:17:17,mobile_app,41.04,4.10,3.39,40.33,1,true,2025-03-25
SAL0568,ORD0568,STR0538,CUS0908,2024-07-05 10:25:46,in_store,48.14,7.22,3.97,44.89,2,true,2024-07-05
SAL0569,ORD0569,STR0037,CUS0554,2026-06-11 16:17:54,delivery_partner,38.73,5.81,3.19,36.11,3,true,2026-06-11
SAL0570,ORD0570,STR0119,CUS0437,2025-11-30 04:28:13,phone,86.12,4.31,7.11,88.92,4,true,2025-11-30
SAL0571,ORD0571,STR0872,CUS0488,2024-02-05 15:58:56,in_store,46.82,7.02,3.86,43.66,3,true,2024-02-05
SAL0572,ORD0572,STR0466,CUS0401,2025-12-15 08:01:16,web,49.75,0.00,4.10,53.86,4,true,2025-12-15
SAL0573,ORD0573,STR0311,CUS0733,2025-04-06 20:30:51,delivery_partner,76.69,7.67,6.33,79.34,4,true,2025-04-06
SAL0574,ORD0574,STR0128,CUS0972,2025-09-11 11:32:24,mobile_app,53.18,7.98,4.39,53.58,2,true,2025-09-11
SAL0575,ORD0575,STR0830,CUS0019,2024-09-14 17:46:35,delivery_partner,81.84,12.28,6.75,76.32,3,true,2024-09-14
SAL0576,ORD0576,STR0220,CUS0574,2024-12-14 20:35:35,in_store,86.15,4.31,7.11,88.95,3,true,2024-12-14
SAL0577,ORD0577,STR0724,CUS0328,2025-05-01 12:46:10,in_store,94.36,0.00,7.78,102.14,4,true,2025-05-01
SAL0578,ORD0578,STR0796,CUS0057,2024-12-23 07:54:06,in_store,24.56,0.00,2.03,26.59,3,true,2024-12-23
SAL0579,ORD0579,STR0944,CUS0847,2025-01-22 14:06:12,phone,17.51,2.63,1.44,16.33,1,true,2025-01-22
SAL0580,ORD0580,STR0030,CUS0712,2025-02-24 15:23:20,delivery_partner,62.54,9.38,5.16,62.31,1,true,2025-02-24
SAL0581,ORD0581,STR0555,CUS0632,2026-02-13 22:38:27,web,57.17,2.86,4.72,63.02,1,true,2026-02-13
SAL0582,ORD0582,STR0658,CUS0182,2026-06-25 11:14:55,mobile_app,53.69,0.00,4.43,62.11,3,true,2026-06-25
SAL0583,ORD0583,STR0821,CUS0904,2026-06-12 15:13:59,delivery_partner,42.46,0.00,3.50,49.95,1,true,2026-06-12
SAL0584,ORD0584,STR0032,CUS0183,2025-03-05 18:11:52,mobile_app,56.88,0.00,4.69,65.56,4,true,2025-03-05
SAL0585,ORD0585,STR0873,CUS0066,2025-08-25 07:17:15,in_store,87.46,0.00,7.22,94.67,4,true,2025-08-25
SAL0586,ORD0586,STR0479,CUS0041,2025-08-13 08:47:59,delivery_partner,90.56,0.00,7.47,102.02,2,true,2025-08-13
SAL0587,ORD0587,STR0123,CUS0066,2026-04-28 01:28:24,in_store,11.68,0.00,0.96,12.64,2,true,2026-04-28
SAL0588,ORD0588,STR0797,CUS0451,2024-09-29 15:08:41,web,85.24,12.79,7.03,79.49,4,true,2024-09-29
SAL0589,ORD0589,STR0539,CUS0048,2026-02-07 05:54:53,web,51.78,0.00,4.27,56.05,1,true,2026-02-07
SAL0590,ORD0590,STR0750,CUS0657,2026-01-08 19:59:10,phone,50.18,0.00,4.14,54.32,3,true,2026-01-08
SAL0591,ORD0591,STR0863,CUS0353,2024-09-18 08:40:48,phone,29.00,0.00,2.39,31.39,3,true,2024-09-18
SAL0592,ORD0592,STR0070,CUS0295,2025-08-23 02:48:44,phone,55.17,2.76,4.55,56.96,4,true,2025-08-23
SAL0593,ORD0593,STR0814,CUS0375,2026-06-24 13:57:15,phone,48.47,2.42,4.00,50.04,2,true,2026-06-24
SAL0594,ORD0594,STR0718,CUS0522,2025-03-03 16:51:58,in_store,38.67,5.80,3.19,36.06,1,true,2025-03-03
SAL0595,ORD0595,STR0749,CUS0941,2025-05-30 02:03:32,mobile_app,32.92,0.00,2.72,39.63,3,true,2025-05-30
SAL0596,ORD0596,STR0238,CUS0552,2025-02-07 13:13:41,delivery_partner,91.04,9.10,7.51,93.43,2,true,2025-02-07
SAL0597,ORD0597,STR0712,CUS0438,2025-03-27 06:43:13,mobile_app,76.61,7.66,6.32,79.26,4,true,2025-03-27
SAL0598,ORD0598,STR0198,CUS0770,2025-08-28 12:56:00,in_store,36.33,3.63,3.00,35.69,3,true,2025-08-28
SAL0599,ORD0599,STR0801,CUS0088,2024-01-21 07:01:14,in_store,49.95,7.49,4.12,46.57,4,true,2024-01-21
SAL0600,ORD0600,STR0899,CUS0997,2024-06-30 22:49:48,delivery_partner,80.36,4.02,6.63,82.98,3,true,2024-06-30
SAL0601,ORD0601,STR0073,CUS0257,2026-06-30 22:48:07,mobile_app,67.06,0.00,5.53,72.59,4,true,2026-06-30
SAL0602,ORD0602,STR0528,CUS0751,2024-05-17 17:54:24,phone,28.09,4.21,2.32,26.19,2,true,2024-05-17
SAL0603,ORD0603,STR0896,CUS0997,2025-02-05 10:12:33,web,84.01,12.60,6.93,78.34,2,true,2025-02-05
SAL0604,ORD0604,STR0290,CUS0788,2026-01-19 10:13:55,mobile_app,53.13,5.31,4.38,56.19,1,true,2026-01-19
SAL0605,ORD0605,STR0817,CUS0290,2025-11-11 16:57:01,mobile_app,88.23,0.00,7.28,95.51,2,true,2025-11-11
SAL0606,ORD0606,STR0397,CUS0572,2025-11-29 09:11:55,delivery_partner,72.88,0.00,6.01,78.89,3,true,2025-11-29
SAL0607,ORD0607,STR0484,CUS0224,2025-10-28 20:56:41,delivery_partner,83.57,4.18,6.89,86.28,1,true,2025-10-28
SAL0608,ORD0608,STR0738,CUS0325,2026-07-29 06:43:41,phone,87.34,8.73,7.21,85.81,3,true,2026-07-29
SAL0609,ORD0609,STR0506,CUS0790,2026-05-26 01:06:14,delivery_partner,14.09,0.00,1.16,19.24,2,true,2026-05-26
SAL0610,ORD0610,STR0416,CUS0920,2024-12-03 20:00:09,delivery_partner,17.71,0.00,1.46,23.17,4,true,2024-12-03
SAL0611,ORD0611,STR0175,CUS0176,2025-05-19 15:10:02,in_store,60.88,0.00,5.02,65.90,2,true,2025-05-19
SAL0612,ORD0612,STR0991,CUS0817,2026-02-27 16:24:29,web,33.28,0.00,2.75,40.02,4,true,2026-02-27
SAL0613,ORD0613,STR0935,CUS0905,2026-02-16 03:04:16,in_store,70.98,0.00,5.86,76.84,3,true,2026-02-16
SAL0614,ORD0614,STR0714,CUS0908,2024-07-25 09:23:06,in_store,31.09,0.00,2.56,33.65,3,true,2024-07-25
SAL0615,ORD0615,STR0161,CUS0554,2026-02-16 13:42:55,in_store,21.35,1.07,1.76,22.05,3,true,2026-02-16
SAL0616,ORD0616,STR0429,CUS0675,2025-10-31 22:32:16,mobile_app,52.64,0.00,4.34,56.98,3,true,2025-10-31
