promotion_id,promo_code,promo_name,discount_type,discount_value,min_order_amount,start_date,end_date,channel,is_active
PRO0509,SLICE0509,Two for Tuesday 509,percent,23.48,25.92,2025-04-15,2025-05-01,mobile_app,true
PRO0510,SLICE0510,Lunch Special 510,bogo,14.80,29.82,2025-01-14,2025-03-08,all,true
PRO0511,SLICE0511,Family Feast 511,fixed,16.01,14.65,2026-03-03,2026-05-27,phone,true
PRO0512,SLICE0512,Family Feast 512,fixed,7.53,29.52,2025-10-31,2026-01-27,delivery_partner,true
PRO0513,SLICE0513,Two for Tuesday 513,bogo,23.90,15.11,2025-12-22,2026-03-07,in_store,false
PRO0514,SLICE0514,Family Feast 514,free_delivery,3.93,28.77,2025-03-02,2025-05-05,all,true
PRO0515,SLICE0515,Member Double Points 515,fixed,22.72,30.29,2025-08-26,2025-10-06,mobile_app,true
PRO0516,SLICE0516,App Exclusive 516,bogo,15.52,15.11,2025-10-29,2026-01-10,delivery_partner,true
PRO0517,SLICE0517,Member Double Points 517,free_delivery,13.21,13.10,2026-02-25,2026-04-26,mobile_app,true
PRO0518,SLICE0518,Lunch Special 518,percent,1.81,19.34,2025-09-19,2025-11-16,web,true
PRO0519,SLICE0519,Free Delivery Weekend 519,bogo,15.83,19.21,2024-06-21,2024-09-07,phone,true
PRO0520,SLICE0520,Member Double Points 520,fixed,4.71,20.91,2024-04-02,2024-04-29,mobile_app,true
PRO0521,SLICE0521,Member Double Points 521,percent,12.62,26.10,2026-01-19,2026-03-23,phone,true
PRO0522,SLICE0522,Two for Tuesday 522,fixed,11.41,30.72,2024-07-08,2024-09-24,mobile_app,true
PRO0523,SLICE0523,Lunch Special 523,free_delivery,6.49,22.31,2024-06-21,2024-07-04,in_store,true
PRO0524,SLICE0524,Student Night 524,percent,8.10,29.94,2024-10-08,2024-11-10,web,true
PRO0525,SLICE0525,App Exclusive 525,free_delivery,1.10,30.19,2024-04-09,2024-06-17,in_store,false
PRO0526,SLICE0526,App Exclusive 526,free_delivery,21.23,16.50,2025-05-26,2025-07-20,web,false
PRO0527,SLICE0527,Student Night 527,percent,7.52,37.76,2025-04-21,2025-05-03,all,true
PRO0528,SLICE0528,Student Night 528,free_delivery,18.30,24.81,2025-03-09,2025-05-22,mobile_app,false
PRO0529,SLICE0529,Member Double Points 529,bogo,6.98,31.08,2025-12-16,2026-01-01,phone,false
PRO0530,SLICE0530,Family Feast 530,percent,8.79,29.74,2025-09-10,2025-10-19,phone,false
PRO0531,SLICE0531,Student Night 531,percent,16.51,29.43,2025-04-27,2025-05-09,delivery_partner,true
PRO0532,SLICE0532,Lunch Special 532,percent,19.10,35.94,2024-06-15,2024-08-08,delivery_partner,true
PRO0533,SLICE0533,Student Night 533,fixed,7.59,31.19,2024-06-26,2024-09-07,web,true
PRO0534,SLICE0534,App Exclusive 534,bogo,14.78,25.92,2025-10-26,2025-12-05,in_store,true
PRO0535,SLICE0535,Student Night 535,fixed,8.69,32.62,2024-09-05,2024-11-16,mobile_app,false
PRO0536,SLICE0536,Lunch Special 536,percent,23.76,16.32,2024-01-27,2024-02-22,mobile_app,true
PRO0537,SLICE0537,Student Night 537,fixed,15.07,15.41,2024-01-21,2024-02-12,delivery_partner,false
PRO0538,SLICE0538,Student Night 538,bogo,13.01,11.13,2025-02-24,2025-04-05,phone,true
PRO0539,SLICE0539,Family Feast 539,bogo,18.77,14.16,2025-06-08,2025-08-28,delivery_partner,true
PRO0540,SLICE0540,Lunch Special 540,percent,13.40,10.91,2025-12-20,2026-03-02,phone,true
PRO0541,SLICE0541,Member Double Points 541,free_delivery,10.38,10.87,2024-01-09,2024-02-22,mobile_app,false
PRO0542,SLICE0542,Two for Tuesday 542,free_delivery,12.37,38.75,2024-11-19,2024-12-09,delivery_partner,true
PRO0543,SLICE0543,Member Double Points 543,fixed,21.65,23.78,2024-12-11,2025-01-17,phone,true
PRO0544,SLICE0544,Free Delivery Weekend 544,bogo,16.29,27.10,2025-11-16,2026-01-02,all,true
PRO0545,SLICE0545,Student Night 545,fixed,22.84,29.35,2024-09-06,2024-12-02,all,false
PRO0546,SLICE0546,Student Night 546,bogo,21.95,21.80,2024-07-20,2024-10-02,web,true
PRO0547,SLICE0547,Lunch Special 547,percent,4.86,37.06,2024-09-06,2024-11-15,all,false
PRO0548,SLICE0548,App Exclusive 548,percent,20.86,21.81,2024-06-29,2024-08-07,web,true
PRO0549,SLICE0549,App Exclusive 549,free_delivery,20.01,30.69,2025-10-19,2025-12-13,delivery_partner,true
PRO0550,SLICE0550,Free Delivery Weekend 550,bogo,18.17,13.30,2025-02-11,2025-04-20,in_store,true
PRO0551,SLICE0551,Member Double Points 551,fixed,11.11,21.86,2024-04-15,2024-05-20,all,true
PRO0552,SLICE0552,Free Delivery Weekend 552,bogo,9.08,20.72,2025-12-16,2026-02-04,in_store,true
PRO0553,SLICE0553,Two for Tuesday 553,bogo,5.22,16.62,2025-10-02,2025-12-16,mobile_app,false
PRO0554,SLICE0554,Family Feast 554,percent,15.59,13.75,2024-11-09,2025-02-05,all,true
PRO0555,SLICE0555,Student Night 555,bogo,19.53,11.93,2024-06-08,2024-06-19,in_store,true
PRO0556,SLICE0556,Free Delivery Weekend 556,percent,14.85,20.33,2024-04-21,2024-06-05,all,true
PRO0557,SLICE0557,Free Delivery Weekend 557,percent,11.07,38.60,2024-06-23,2024-09-02,all,true
PRO0558,SLICE0558,Free Delivery Weekend 558,percent,1.82,32.02,2024-02-05,2024-03-11,web,true
PRO0559,SLICE0559,App Exclusive 559,fixed,10.57,18.75,2025-08-15,2025-09-25,web,true
PRO0560,SLICE0560,Student Night 560,fixed,7.97,22.53,2025-01-15,2025-02-08,all,true
PRO0561,SLICE0561,Member Double Points 561,bogo,9.57,24.96,2024-11-19,2024-12-15,in_store,true
PRO0562,SLICE0562,Free Delivery Weekend 562,percent,10.20,10.67,2024-05-03,2024-05-27,mobile_app,true
PRO0563,SLICE0563,Member Double Points 563,free_delivery,12.42,36.34,2025-11-21,2026-01-22,all,false
PRO0564,SLICE0564,Two for Tuesday 564,fixed,14.90,23.98,2024-06-30,2024-08-07,mobile_app,true
PRO0565,SLICE0565,Student Night 565,bogo,16.92,23.28,2024-12-21,2025-02-04,all,false
PRO0566,SLICE0566,Free Delivery Weekend 566,fixed,21.44,39.40,2025-11-27,2026-01-29,in_store,false
PRO0567,SLICE0567,Student Night 567,bogo,5.87,15.37,2024-06-17,2024-09-09,phone,true
PRO0568,SLICE0568,App Exclusive 568,fixed,21.70,27.23,2025-07-26,2025-08-12,delivery_partner,true
PRO0569,SLICE0569,Lunch Special 569,free_delivery,9.16,33.15,2025-08-21,2025-11-16,mobile_app,true
PRO0570,SLICE0570,Family Feast 570,percent,6.20,33.39,2025-05-04,2025-06-21,delivery_partner,true
PRO0571,SLICE0571,Student Night 571,percent,12.32,39.26,2024-05-26,2024-08-08,delivery_partner,true
PRO0572,SLICE0572,Free Delivery Weekend 572,free_delivery,24.39,26.62,2025-05-02,2025-06-16,all,true
PRO0573,SLICE0573,Member Double Points 573,bogo,22.81,17.38,2025-03-30,2025-05-03,web,false
PRO0574,SLICE0574,Lunch Special 574,free_delivery,8.19,22.20,2024-07-08,2024-08-07,all,true
PRO0575,SLICE0575,Two for Tuesday 575,free_delivery,14.76,23.69,2024-11-27,2024-12-23,all,true
PRO0576,SLICE0576,Student Night 576,bogo,12.05,10.16,2025-02-10,2025-04-01,web,true
PRO0577,SLICE0577,App Exclusive 577,bogo,1.30,36.95,2024-08-17,2024-10-15,in_store,true
PRO0578,SLICE0578,Free Delivery Weekend 578,percent,7.66,24.41,2025-05-16,2025-07-19,all,false
PRO0579,SLICE0579,Lunch Special 579,free_delivery,18.51,15.29,2024-05-15,2024-07-21,all,false
PRO0580,SLICE0580,App Exclusive 580,bogo,11.41,14.55,2025-05-15,2025-07-13,web,false
PRO0581,SLICE0581,Student Night 581,percent,15.88,18.52,2025-09-25,2025-10-12,mobile_app,true
PRO0582,SLICE0582,Free Delivery Weekend 582,percent,11.15,22.67,2024-09-16,2024-10-29,all,false
PRO0583,SLICE0583,Member Double Points 583,free_delivery,3.86,37.89,2025-08-01,2025-09-20,in_store,true
PRO0584,SLICE0584,Two for Tuesday 584,percent,14.36,17.64,2025-03-18,2025-04-20,web,true
PRO0585,SLICE0585,Student Night 585,bogo,18.28,32.83,2024-08-21,2024-08-28,in_store,true
PRO0586,SLICE0586,Two for Tuesday 586,free_delivery,16.06,10.73,2025-04-27,2025-06-06,web,false
PRO0587,SLICE0587,Free Delivery Weekend 587,free_delivery,16.28,18.42,2024-02-02,2024-03-26,phone,true
PRO0588,SLICE0588,Free Delivery Weekend 588,fixed,18.77,39.67,2026-02-14,2026-04-30,in_store,false
PRO0589,SLICE0589,Member Double Points 589,bogo,6.78,38.14,2024-03-01,2024-03-15,in_store,true
PRO0590,SLICE0590,Member Double Points 590,free_delivery,21.98,20.55,2024-02-26,2024-03-28,mobile_app,true
PRO0591,SLICE0591,Lunch Special 591,free_delivery,1.43,37.85,2024-04-19,2024-06-19,all,true
PRO0592,SLICE0592,Family Feast 592,bogo,17.41,25.39,2025-03-25,2025-04-10,delivery_partner,true
PRO0593,SLICE0593,Family Feast 593,fixed,19.16,21.49,2025-11-06,2025-12-20,delivery_partner,true
PRO0594,SLICE0594,Lunch Special 594,percent,21.14,32.51,2025-05-29,2025-06-23,web,true
PRO0595,SLICE0595,Student Night 595,free_delivery,9.35,19.54,2026-03-07,2026-04-02,in_store,true
PRO0596,SLICE0596,Family Feast 596,percent,6.61,15.22,2025-07-05,2025-08-26,in_store,true
PRO0597,SLICE0597,Two for Tuesday 597,free_delivery,20.88,33.67,2026-03-06,2026-05-29,web,true
PRO0598,SLICE0598,App Exclusive 598,fixed,5.55,10.45,2025-02-23,2025-04-07,web,false
PRO0599,SLICE0599,Free Delivery Weekend 599,percent,11.66,34.86,2025-01-10,2025-01-26,phone,true
PRO0600,SLICE0600,Student Night 600,bogo,2.60,23.08,2024-07-23,2024-09-14,web,true
PRO0601,SLICE0601,Family Feast 601,bogo,13.88,31.75,2025-02-13,2025-05-01,web,true
PRO0602,SLICE0602,Free Delivery Weekend 602,free_delivery,10.82,10.06,2026-02-28,2026-05-18,phone,true
PRO0603,SLICE0603,Student Night 603,free_delivery,23.43,16.36,2024-10-17,2024-10-26,all,false
PRO0604,SLICE0604,Member Double Points 604,free_delivery,10.41,13.62,2025-12-24,2026-02-02,phone,false
PRO0605,SLICE0605,Family Feast 605,percent,12.54,34.01,2025-03-07,2025-04-06,web,true
PRO0606,SLICE0606,Family Feast 606,bogo,1.53,26.28,2024-10-26,2025-01-15,delivery_partner,true
PRO0607,SLICE0607,Member Double Points 607,percent,1.24,13.27,2024-01-16,2024-02-13,mobile_app,false
PRO0608,SLICE0608,Free Delivery Weekend 608,percent,1.31,37.68,2025-08-19,2025-09-08,delivery_partner,true
PRO0609,SLICE0609,Free Delivery Weekend 609,fixed,14.62,18.16,2025-04-03,2025-06-20,phone,true
PRO0610,SLICE0610,Member Double Points 610,percent,11.16,10.03,2024-08-05,2024-10-11,in_store,true
PRO0611,SLICE0611,Lunch Special 611,free_delivery,2.14,17.79,2025-04-17,2025-05-01,all,true
PRO0612,SLICE0612,Free Delivery Weekend 612,fixed,16.97,15.14,2026-02-22,2026-04-02,mobile_app,true
PRO0613,SLICE0613,Family Feast 613,fixed,15.72,32.80,2025-08-26,2025-11-01,web,false
PRO0614,SLICE0614,App Exclusive 614,free_delivery,15.24,31.85,2024-11-28,2025-01-02,in_store,true
PRO0615,SLICE0615,Lunch Special 615,percent,7.59,16.15,2025-10-21,2025-11-17,phone,false
PRO0616,SLICE0616,Lunch Special 616,percent,2.65,27.81,2024-04-02,2024-06-18,mobile_app,true
PRO0617,SLICE0617,Member Double Points 617,fixed,4.28,23.99,2025-10-13,2025-11-11,phone,true
PRO0618,SLICE0618,Two for Tuesday 618,bogo,5.61,12.95,2024-04-12,2024-06-20,web,true
PRO0619,SLICE0619,App Exclusive 619,fixed,6.93,20.18,2025-08-23,2025-09-25,in_store,true
PRO0620,SLICE0620,Free Delivery Weekend 620,bogo,8.02,19.24,2025-10-18,2025-12-13,delivery_partner,false
PRO0621,SLICE0621,Member Double Points 621,fixed,9.06,15.98,2025-06-10,2025-07-23,mobile_app,false
PRO0622,SLICE0622,Member Double Points 622,percent,3.55,34.85,2025-03-16,2025-05-20,in_store,false
PRO0623,SLICE0623,Free Delivery Weekend 623,free_delivery,24.75,21.77,2025-07-12,2025-08-21,in_store,true
PRO0624,SLICE0624,Two for Tuesday 624,fixed,5.74,22.08,2024-01-28,2024-03-13,in_store,false
PRO0625,SLICE0625,App Exclusive 625,free_delivery,3.64,17.57,2024-02-04,2024-02-29,in_store,true
PRO0626,SLICE0626,Family Feast 626,bogo,6.88,32.30,2024-01-24,2024-02-10,phone,true
PRO0627,SLICE0627,Lunch Special 627,bogo,22.39,34.97,2025-06-03,2025-08-29,mobile_app,true
PRO0628,SLICE0628,Lunch Special 628,fixed,15.67,11.76,2025-08-09,2025-10-24,in_store,true
PRO0629,SLICE0629,Student Night 629,bogo,22.36,25.22,2025-07-08,2025-08-25,delivery_partner,true
PRO0630,SLICE0630,Member Double Points 630,percent,17.28,15.23,2025-10-05,2025-12-26,all,true
PRO0631,SLICE0631,Student Night 631,free_delivery,11.41,35.05,2024-04-30,2024-07-21,mobile_app,true
PRO0632,SLICE0632,Member Double Points 632,fixed,7.28,38.99,2024-08-20,2024-11-02,mobile_app,false
PRO0633,SLICE0633,App Exclusive 633,percent,18.31,13.57,2024-10-08,2025-01-06,all,false
PRO0634,SLICE0634,App Exclusive 634,percent,9.10,17.11,2025-06-28,2025-07-09,all,true
PRO0635,SLICE0635,Free Delivery Weekend 635,free_delivery,13.82,22.18,2024-01-14,2024-02-02,all,true
PRO0636,SLICE0636,Two for Tuesday 636,free_delivery,11.34,10.61,2024-09-18,2024-11-02,all,true
PRO0637,SLICE0637,Member Double Points 637,fixed,10.49,15.73,2024-02-04,2024-03-20,all,true
PRO0638,SLICE0638,App Exclusive 638,fixed,4.26,39.11,2024-10-16,2024-10-28,all,true
PRO0639,SLICE0639,App Exclusive 639,fixed,3.25,26.43,2025-04-13,2025-07-02,all,false
PRO0640,SLICE0640,Member Double Points 640,fixed,18.85,19.58,2026-01-26,2026-03-03,in_store,false
PRO0641,SLICE0641,Student Night 641,bogo,14.57,11.84,2025-06-03,2025-06-18,delivery_partner,true
PRO0642,SLICE0642,App Exclusive 642,bogo,3.87,23.74,2025-01-05,2025-02-13,web,true
PRO0643,SLICE0643,Student Night 643,fixed,7.85,26.10,2024-01-26,2024-03-31,web,true
PRO0644,SLICE0644,App Exclusive 644,fixed,22.73,13.40,2025-02-18,2025-03-10,in_store,false
PRO0645,SLICE0645,App Exclusive 645,percent,23.17,15.47,2025-01-28,2025-04-23,in_store,true
PRO0646,SLICE0646,Two for Tuesday 646,bogo,7.65,38.42,2025-02-28,2025-05-11,all,true
PRO0647,SLICE0647,Student Night 647,percent,1.12,27.70,2025-09-08,2025-10-10,web,true
PRO0648,SLICE0648,Two for Tuesday 648,fixed,5.59,29.18,2024-02-29,2024-04-02,delivery_partner,false
PRO0649,SLICE0649,App Exclusive 649,bogo,18.31,14.33,2025-10-12,2025-12-13,web,true
PRO0650,SLICE0650,Two for Tuesday 650,percent,9.67,32.18,2025-05-28,2025-08-04,delivery_partner,true
PRO0651,SLICE0651,App Exclusive 651,free_delivery,16.98,25.67,2024-07-22,2024-10-13,web,false
PRO0652,SLICE0652,Member Double Points 652,fixed,24.62,11.78,2025-03-29,2025-05-05,delivery_partner,true
PRO0653,SLICE0653,Member Double Points 653,fixed,7.27,12.23,2025-11-16,2026-02-12,phone,true
PRO0654,SLICE0654,Lunch Special 654,percent,3.22,19.82,2024-04-16,2024-06-27,phone,true
PRO0655,SLICE0655,Family Feast 655,fixed,7.69,15.52,2025-07-05,2025-07-27,phone,false
PRO0656,SLICE0656,Student Night 656,fixed,13.91,32.43,2025-07-13,2025-08-10,delivery_partner,false
PRO0657,SLICE0657,Family Feast 657,free_delivery,2.05,29.83,2024-12-24,2025-02-05,phone,false
PRO0658,SLICE0658,Lunch Special 658,bogo,15.14,20.75,2024-04-05,2024-05-19,phone,false
PRO0659,SLICE0659,Family Feast 659,bogo,18.00,32.19,2025-12-13,2026-01-12,phone,false
PRO0660,SLICE0660,Member Double Points 660,percent,20.61,19.91,2025-04-22,2025-05-02,delivery_partner,true
PRO0661,SLICE0661,Free Delivery Weekend 661,bogo,18.54,11.58,2025-12-10,2026-02-24,all,true
PRO0662,SLICE0662,Free Delivery Weekend 662,free_delivery,4.86,37.97,2025-02-19,2025-03-25,mobile_app,true
PRO0663,SLICE0663,Two for Tuesday 663,percent,12.14,25.39,2025-01-16,2025-01-31,web,true
PRO0664,SLICE0664,Family Feast 664,fixed,9.67,24.32,2024-08-11,2024-11-01,web,false
PRO0665,SLICE0665,Free Delivery Weekend 665,percent,22.35,19.05,2024-10-21,2024-11-09,mobile_app,false
PRO0666,SLICE0666,App Exclusive 666,fixed,20.05,26.67,2024-11-22,2024-12-03,in_store,true
PRO0667,SLICE0667,Free Delivery Weekend 667,bogo,3.15,34.34,2024-04-09,2024-04-17,in_store,true
PRO0668,SLICE0668,Two for Tuesday 668,free_delivery,20.19,12.90,2024-10-30,2025-01-27,delivery_partner,true
PRO0669,SLICE0669,App Exclusive 669,fixed,17.41,33.70,2024-06-17,2024-08-12,in_store,true
PRO0670,SLICE0670,Family Feast 670,free_delivery,15.25,23.29,2024-04-23,2024-06-05,phone,false
PRO0671,SLICE0671,Free Delivery Weekend 671,bogo,1.89,37.43,2025-06-27,2025-07-07,all,true
PRO0672,SLICE0672,App Exclusive 672,bogo,9.36,15.91,2024-11-10,2024-11-18,phone,true
PRO0673,SLICE0673,Free Delivery Weekend 673,bogo,16.17,10.60,2025-12-09,2026-01-07,phone,false
PRO0674,SLICE0674,Student Night 674,percent,19.90,32.61,2024-01-06,2024-02-02,web,true
PRO0675,SLICE0675,Two for Tuesday 675,bogo,17.46,37.30,2024-10-13,2024-11-08,phone,false
PRO0676,SLICE0676,Student Night 676,percent,19.07,21.12,2024-06-19,2024-07-09,in_store,true
PRO0677,SLICE0677,Free Delivery Weekend 677,bogo,23.22,21.64,2024-01-01,2024-02-24,delivery_partner,true
PRO0678,SLICE0678,Family Feast 678,free_delivery,20.98,31.33,2024-08-19,2024-09-02,in_store,true
PRO0679,SLICE0679,Family Feast 679,bogo,4.09,29.28,2024-04-10,2024-06-26,mobile_app,false
PRO0680,SLICE0680,Member Double Points 680,fixed,20.37,24.51,2025-07-02,2025-08-17,web,true
PRO0681,SLICE0681,App Exclusive 681,bogo,15.40,31.80,2024-01-17,2024-02-15,phone,false
PRO0682,SLICE0682,Family Feast 682,free_delivery,10.58,16.88,2025-09-25,2025-10-17,mobile_app,false
PRO0683,SLICE0683,App Exclusive 683,bogo,2.98,22.54,2025-04-04,2025-06-21,mobile_app,false
PRO0684,SLICE0684,Family Feast 684,fixed,23.23,20.44,2024-03-15,2024-05-14,phone,true
PRO0685,SLICE0685,Family Feast 685,percent,16.23,39.82,2024-12-10,2025-02-10,mobile_app,true
PRO0686,SLICE0686,Family Feast 686,fixed,1.63,19.13,2025-10-07,2025-12-02,mobile_app,true
PRO0687,SLICE0687,Free Delivery Weekend 687,percent,14.32,28.84,2024-12-19,2025-02-15,phone,true
PRO0688,SLICE0688,Family Feast 688,fixed,24.52,19.56,2025-10-17,2025-12-31,all,true
PRO0689,SLICE0689,Student Night 689,percent,4.05,23.94,2024-04-01,2024-06-12,all,true
PRO0690,SLICE0690,Lunch Special 690,free_delivery,18.88,28.73,2025-01-27,2025-03-22,phone,true
PRO0691,SLICE0691,Family Feast 691,free_delivery,16.98,10.21,2024-01-26,2024-04-15,delivery_partner,true
PRO0692,SLICE0692,Lunch Special 692,fixed,22.07,29.31,2026-01-25,2026-04-15,mobile_app,true
PRO0693,SLICE0693,Family Feast 693,free_delivery,5.96,28.93,2025-02-15,2025-03-12,web,true
PRO0694,SLICE0694,Lunch Special 694,free_delivery,16.31,12.75,2024-02-17,2024-05-13,mobile_app,true
PRO0695,SLICE0695,Student Night 695,percent,6.31,26.91,2025-02-27,2025-03-20,in_store,false
PRO0696,SLICE0696,Member Double Points 696,free_delivery,18.18,10.98,2024-02-10,2024-04-25,delivery_partner,true
PRO0697,SLICE0697,Family Feast 697,percent,2.01,30.03,2025-03-05,2025-04-12,in_store,true
PRO0698,SLICE0698,Family Feast 698,free_delivery,14.35,35.73,2025-06-28,2025-07-25,web,true
PRO0699,SLICE0699,Lunch Special 699,percent,13.30,29.22,2024-05-24,2024-07-15,phone,true
PRO0700,SLICE0700,App Exclusive 700,bogo,21.05,39.21,2025-04-09,2025-04-22,phone,true
PRO0701,SLICE0701,Lunch Special 701,free_delivery,20.90,38.56,2025-02-20,2025-03-10,all,true
PRO0702,SLICE0702,Member Double Points 702,percent,17.43,23.13,2025-02-01,2025-04-05,phone,false
PRO0703,SLICE0703,Family Feast 703,bogo,21.22,24.77,2025-05-27,2025-08-01,delivery_partner,true
PRO0704,SLICE0704,Member Double Points 704,bogo,18.91,10.02,2024-09-30,2024-11-22,phone,true
PRO0705,SLICE0705,Member Double Points 705,free_delivery,3.07,28.05,2024-07-03,2024-07-26,mobile_app,false
PRO0706,SLICE0706,Student Night 706,percent,10.06,24.34,2026-03-11,2026-05-22,phone,true
PRO0707,SLICE0707,Member Double Points 707,free_delivery,12.29,25.70,2025-09-25,2025-11-10,in_store,true
PRO0708,SLICE0708,Free Delivery Weekend 708,free_delivery,13.03,34.55,2026-01-21,2026-04-02,in_store,false
PRO0709,SLICE0709,Member Double Points 709,free_delivery,13.27,27.88,2025-06-23,2025-08-10,delivery_partner,true
PRO0710,SLICE0710,Free Delivery Weekend 710,fixed,17.65,13.65,2025-03-26,2025-06-18,web,false
PRO0711,SLICE0711,Free Delivery Weekend 711,bogo,12.34,24.25,2024-05-06,2024-06-03,mobile_app,true
PRO0712,SLICE0712,Student Night 712,fixed,20.36,39.79,2025-04-18,2025-05-12,web,true
PRO0713,SLICE0713,Family Feast 713,bogo,21.51,37.18,2026-02-22,2026-04-03,mobile_app,true
PRO0714,SLICE0714,Member Double Points 714,fixed,2.56,16.00,2025-09-13,2025-09-27,delivery_partner,true
PRO0715,SLICE0715,Lunch Special 715,fixed,3.47,27.29,2024-12-19,2025-01-25,in_store,true
PRO0716,SLICE0716,Free Delivery Weekend 716,fixed,2.12,29.94,2025-01-06,2025-03-02,web,false
PRO0717,SLICE0717,Student Night 717,fixed,17.05,26.85,2024-08-01,2024-10-01,mobile_app,false
PRO0718,SLICE0718,App Exclusive 718,bogo,5.16,38.35,2024-04-16,2024-06-27,all,true
PRO0719,SLICE0719,Free Delivery Weekend 719,bogo,17.00,21.34,2025-04-22,2025-06-28,in_store,true
PRO0720,SLICE0720,App Exclusive 720,bogo,21.80,13.76,2026-03-06,2026-03-18,delivery_partner,true
PRO0721,SLICE0721,Member Double Points 721,free_delivery,3.59,33.83,2024-12-25,2025-03-25,delivery_partner,false
PRO0722,SLICE0722,Family Feast 722,bogo,20.67,11.28,2025-04-26,2025-05-09,web,true
PRO0723,SLICE0723,Member Double Points 723,bogo,16.17,10.29,2024-03-06,2024-05-06,in_store,false
PRO0724,SLICE0724,Student Night 724,bogo,6.72,21.29,2025-05-25,2025-07-06,delivery_partner,true
PRO0725,SLICE0725,Free Delivery Weekend 725,free_delivery,8.68,25.32,2024-11-26,2025-02-01,delivery_partner,true
PRO0726,SLICE0726,Family Feast 726,percent,22.60,17.70,2024-07-16,2024-09-11,delivery_partner,true
PRO0727,SLICE0727,Member Double Points 727,bogo,2.71,39.40,2024-09-11,2024-11-17,in_store,true
PRO0728,SLICE0728,Two for Tuesday 728,fixed,21.75,15.70,2025-04-26,2025-05-09,in_store,false
PRO0729,SLICE0729,Member Double Points 729,fixed,22.86,28.95,2024-04-24,2024-06-25,all,false
PRO0730,SLICE0730,Member Double Points 730,fixed,23.29,31.81,2025-02-01,2025-04-09,delivery_partner,true
PRO0731,SLICE0731,Family Feast 731,free_delivery,13.00,33.22,2025-03-05,2025-04-24,mobile_app,true
PRO0732,SLICE0732,Two for Tuesday 732,bogo,1.79,11.84,2024-06-21,2024-07-02,in_store,true
PRO0733,SLICE0733,Member Double Points 733,fixed,11.04,10.12,2024-03-05,2024-05-02,phone,false
PRO0734,SLICE0734,Two for Tuesday 734,percent,19.99,34.98,2024-04-30,2024-07-17,mobile_app,true
PRO0735,SLICE0735,Free Delivery Weekend 735,percent,14.98,33.91,2026-02-06,2026-03-05,phone,false
PRO0736,SLICE0736,Free Delivery Weekend 736,free_delivery,6.36,18.42,2025-02-22,2025-04-21,web,true
PRO0737,SLICE0737,Free Delivery Weekend 737,bogo,19.58,31.10,2025-10-11,2026-01-01,all,false
PRO0738,SLICE0738,Free Delivery Weekend 738,bogo,21.34,14.24,2024-05-30,2024-06-07,phone,false
PRO0739,SLICE0739,Member Double Points 739,bogo,19.80,10.78,2024-08-21,2024-10-19,web,true
PRO0740,SLICE0740,Family Feast 740,fixed,4.65,22.60,2024-09-11,2024-10-03,all,true
PRO0741,SLICE0741,Free Delivery Weekend 741,free_delivery,1.96,33.52,2024-07-26,2024-09-29,mobile_app,true
PRO0742,SLICE0742,Free Delivery Weekend 742,free_delivery,22.96,22.71,2024-03-28,2024-04-18,web,true
PRO0743,SLICE0743,Member Double Points 743,bogo,17.30,25.52,2026-01-14,2026-04-11,web,true
PRO0744,SLICE0744,App Exclusive 744,fixed,11.11,31.86,2024-03-22,2024-05-31,all,true
PRO0745,SLICE0745,Lunch Special 745,free_delivery,13.84,33.00,2025-07-20,2025-08-29,all,false
PRO0746,SLICE0746,Family Feast 746,percent,23.04,29.05,2025-01-09,2025-02-27,mobile_app,false
PRO0747,SLICE0747,Free Delivery Weekend 747,percent,21.65,24.55,2024-10-15,2024-11-15,all,false
PRO0748,SLICE0748,Member Double Points 748,percent,3.48,15.11,2024-12-08,2025-03-05,mobile_app,true
PRO0749,SLICE0749,Two for Tuesday 749,fixed,15.66,19.88,2024-08-22,2024-09-02,in_store,true
PRO0750,SLICE0750,App Exclusive 750,percent,16.86,28.61,2024-04-09,2024-06-02,delivery_partner,false
PRO0751,SLICE0751,Family Feast 751,fixed,8.80,14.12,2024-06-22,2024-08-14,phone,true
PRO0752,SLICE0752,Family Feast 752,fixed,1.69,31.24,2025-09-19,2025-11-10,delivery_partner,true
PRO0753,SLICE0753,Family Feast 753,bogo,24.03,10.11,2025-08-23,2025-08-31,all,true
PRO0754,SLICE0754,Member Double Points 754,fixed,16.71,25.55,2024-11-20,2024-12-11,all,true
PRO0755,SLICE0755,Student Night 755,free_delivery,5.54,10.35,2024-11-09,2024-12-16,delivery_partner,true
PRO0756,SLICE0756,App Exclusive 756,fixed,16.77,20.17,2025-05-05,2025-07-20,delivery_partner,false
PRO0757,SLICE0757,Free Delivery Weekend 757,bogo,6.85,34.51,2025-07-28,2025-08-14,in_store,false
PRO0758,SLICE0758,Lunch Special 758,free_delivery,7.91,16.57,2025-02-01,2025-03-17,web,true
PRO0759,SLICE0759,App Exclusive 759,percent,11.74,35.90,2025-10-24,2025-12-07,web,false
PRO0760,SLICE0760,Student Night 760,fixed,4.74,29.42,2025-07-13,2025-08-23,in_store,true
PRO0761,SLICE0761,Two for Tuesday 761,bogo,22.68,24.56,2025-04-01,2025-05-17,phone,true
PRO0762,SLICE0762,App Exclusive 762,free_delivery,13.69,26.79,2024-05-27,2024-07-29,web,true
PRO0763,SLICE0763,App Exclusive 763,free_delivery,13.59,11.32,2025-06-15,2025-09-03,delivery_partner,true
