movement_id,store_id,product_id,supplier_id,movement_type,quantity,unit_cost,reference_id,moved_at,notes
MOV0526,STR0921,PRD0862,,adjustment,16,3.40,DOC0526,2024-06-20 00:17:43,end of day count
MOV0527,STR0184,PRD0511,,transfer_out,-4,2.97,DOC0527,2024-02-24 09:31:02,
MOV0528,STR0144,PRD0464,,adjustment,20,4.28,DOC0528,2026-02-02 14:08:07,
MOV0529,STR0678,PRD0757,,transfer_out,-17,3.70,DOC0529,2024-07-04 08:27:28,promo prep
MOV0530,STR0367,PRD0627,SUP0528,receipt,13,5.87,DOC0530,2024-03-22 17:43:29,end of day count
MOV0531,STR0336,PRD0305,,waste,-10,4.14,DOC0531,2026-07-20 10:57:05,
MOV0532,STR0009,PRD0651,,sale,-23,6.26,ORD0629,2024-09-19 22:25:40,promo prep
MOV0533,STR0980,PRD0021,,waste,-31,7.09,DOC0533,2024-02-23 07:25:04,damaged goods
MOV0534,STR0596,PRD0202,,adjustment,9,3.68,DOC0534,2024-08-29 12:19:15,end of day count
MOV0535,STR0817,PRD0248,,adjustment,1,5.60,DOC0535,2024-11-15 23:59:19,
MOV0536,STR0517,PRD0509,,sale,-32,6.37,ORD0068,2025-09-28 09:43:47,weekly delivery
MOV0537,STR0745,PRD0152,,transfer_out,-18,4.94,DOC0537,2025-09-17 22:52:49,
MOV0538,STR0646,PRD0151,,waste,-32,7.51,DOC0538,2026-04-12 02:15:34,promo prep
MOV0539,STR0126,PRD0677,,adjustment,11,6.52,DOC0539,2024-10-20 15:34:08,
MOV0540,STR0847,PRD0801,SUP0299,receipt,27,3.93,DOC0540,2024-02-15 09:38:15,
MOV0541,STR0553,PRD0053,,adjustment,40,6.98,DOC0541,2026-07-22 07:55:49,
MOV0542,STR0773,PRD0696,,adjustment,24,5.47,DOC0542,2025-09-17 21:08:24,
MOV0543,STR0693,PRD0915,SUP0819,receipt,6,1.26,DOC0543,2025-03-29 19:05:08,
MOV0544,STR0175,PRD0880,,adjustment,7,2.20,DOC0544,2025-06-27 14:17:09,
MOV0545,STR0522,PRD0052,SUP0008,receipt,19,7.86,DOC0545,2024-03-27 06:01:41,
MOV0546,STR0864,PRD0471,,transfer_in,5,5.92,DOC0546,2025-12-26 09:31:53,end of day count
MOV0547,STR0966,PRD0559,SUP0283,receipt,11,5.03,DOC0547,2026-03-07 22:15:00,damaged goods
MOV0548,STR0252,PRD0256,,sale,-15,3.03,ORD0283,2025-08-02 21:03:47,weekly delivery
MOV0549,STR0678,PRD0141,,sale,-14,2.80,ORD0686,2024-05-12 19:29:52,promo prep
MOV0550,STR0697,PRD0489,,transfer_in,34,4.35,DOC0550,2024-06-19 21:41:03,end of day count
MOV0551,STR0819,PRD0182,SUP0097,receipt,18,6.73,DOC0551,2024-09-06 01:44:58,end of day count
MOV0552,STR0372,PRD0426,,adjustment,28,7.92,DOC0552,2025-06-10 07:48:33,end of day count
MOV0553,STR0023,PRD0852,,transfer_in,28,2.40,DOC0553,2024-08-22 16:46:58,
MOV0554,STR0261,PRD0706,SUP0675,receipt,27,1.21,DOC0554,2024-12-05 21:05:22,weekly delivery
MOV0555,STR0695,PRD0057,,sale,-5,7.63,ORD0291,2024-10-18 05:26:42,
MOV0556,STR0024,PRD0929,,transfer_in,8,1.54,DOC0556,2024-07-08 20:56:09,weekly delivery
MOV0557,STR0071,PRD0897,SUP0526,receipt,25,2.67,DOC0557,2025-03-16 03:26:15,weekly delivery
MOV0558,STR0973,PRD0346,,transfer_out,-12,9.21,DOC0558,2024-01-11 11:42:36,
MOV0559,STR0587,PRD0700,,waste,-5,7.23,DOC0559,2024-07-16 18:26:20,weekly delivery
MOV0560,STR0368,PRD0260,SUP0862,receipt,25,3.35,DOC0560,2024-05-30 17:53:01,damaged goods
MOV0561,STR0834,PRD0315,,transfer_in,22,7.19,DOC0561,2025-01-19 16:48:38,end of day count
MOV0562,STR0640,PRD0003,,sale,-14,5.79,ORD0764,2026-03-06 01:19:00,promo prep
MOV0563,STR0623,PRD0483,,transfer_out,-16,7.49,DOC0563,2024-10-11 16:16:04,promo prep
MOV0564,STR0174,PRD0229,,adjustment,16,3.81,DOC0564,2025-08-14 11:59:53,end of day count
MOV0565,STR0860,PRD0451,SUP0575,receipt,39,6.99,DOC0565,2026-05-06 16:29:08,damaged goods
MOV0566,STR0380,PRD0840,,sale,-20,3.72,ORD0151,2025-07-04 08:58:05,promo prep
MOV0567,STR0068,PRD0793,,transfer_in,4,3.70,DOC0567,2024-07-08 11:51:36,
MOV0568,STR0725,PRD0830,,waste,-33,2.56,DOC0568,2026-04-09 03:23:08,
MOV0569,STR0161,PRD0695,SUP0768,receipt,24,2.55,DOC0569,2025-08-04 13:07:26,weekly delivery
MOV0570,STR0271,PRD0138,,transfer_out,-37,4.29,DOC0570,2025-01-23 05:51:23,
MOV0571,STR0770,PRD0897,,transfer_out,-31,2.67,DOC0571,2024-07-10 17:38:37,
MOV0572,STR0778,PRD0014,SUP0399,receipt,26,4.80,DOC0572,2024-05-22 19:15:13,damaged goods
MOV0573,STR0981,PRD0536,SUP0640,receipt,20,6.14,DOC0573,2024-04-17 04:14:39,
MOV0574,STR0186,PRD0720,SUP0222,receipt,9,2.99,DOC0574,2025-08-21 10:18:53,
MOV0575,STR0605,PRD0052,,adjustment,1,7.86,DOC0575,2025-10-22 17:25:45,promo prep
MOV0576,STR0050,PRD0122,,adjustment,9,7.57,DOC0576,2026-06-07 03:53:29,end of day count
MOV0577,STR0274,PRD0483,,transfer_in,39,7.49,DOC0577,2025-12-30 21:51:44,end of day count
MOV0578,STR0026,PRD0524,,sale,-19,8.56,ORD0586,2024-10-29 07:06:37,
MOV0579,STR0819,PRD0447,,sale,-39,6.70,ORD0221,2025-04-17 11:24:42,damaged goods
MOV0580,STR0376,PRD0242,,waste,-29,3.86,DOC0580,2025-04-30 00:01:09,damaged goods
MOV0581,STR0555,PRD0031,,waste,-29,8.44,DOC0581,2025-04-10 23:40:28,end of day count
MOV0582,STR0503,PRD0086,,transfer_in,7,4.50,DOC0582,2025-05-12 01:50:47,weekly delivery
MOV0583,STR0299,PRD0420,,transfer_out,-37,2.62,DOC0583,2025-08-07 21:42:04,weekly delivery
MOV0584,STR0157,PRD0242,,sale,-17,3.86,ORD0798,2025-09-01 11:47:40,damaged goods
MOV0585,STR0239,PRD0396,SUP0461,receipt,35,4.06,DOC0585,2024-06-05 17:47:13,weekly delivery
MOV0586,STR0546,PRD0943,,transfer_out,-40,2.83,DOC0586,2025-10-15 11:58:30,
MOV0587,STR0632,PRD0601,,sale,-11,2.65,ORD0398,2024-11-10 10:44:55,weekly delivery
MOV0588,STR0054,PRD0201,,transfer_out,-10,3.63,DOC0588,2025-10-31 08:49:52,
MOV0589,STR0833,PRD0020,,waste,-33,9.33,DOC0589,2024-07-29 01:38:18,weekly delivery
MOV0590,STR0115,PRD0021,,waste,-10,7.09,DOC0590,2024-04-19 12:20:55,end of day count
MOV0591,STR0213,PRD0786,,transfer_out,-8,1.73,DOC0591,2024-03-20 03:12:58,
MOV0592,STR0535,PRD0675,,transfer_out,-29,9.15,DOC0592,2025-01-05 17:30:23,promo prep
MOV0593,STR0712,PRD0211,,adjustment,12,3.58,DOC0593,2025-03-18 15:07:24,end of day count
MOV0594,STR0351,PRD0101,,adjustment,11,8.94,DOC0594,2025-06-14 23:59:36,damaged goods
MOV0595,STR0969,PRD0972,,transfer_out,-40,1.60,DOC0595,2025-09-11 10:35:27,end of day count
MOV0596,STR0847,PRD0901,,sale,-40,3.36,ORD0062,2024-10-22 08:58:32,
MOV0597,STR0398,PRD0774,,transfer_out,-29,2.23,DOC0597,2024-10-01 04:47:30,damaged goods
MOV0598,STR0968,PRD0105,,transfer_out,-33,4.32,DOC0598,2025-07-28 15:08:11,promo prep
MOV0599,STR0547,PRD0886,,waste,-3,1.93,DOC0599,2025-12-11 07:39:17,
MOV0600,STR0879,PRD0812,,waste,-15,2.69,DOC0600,2024-05-09 03:49:51,damaged goods
MOV0601,STR0933,PRD0021,,adjustment,36,7.09,DOC0601,2025-07-05 05:32:37,promo prep
MOV0602,STR0718,PRD0459,,sale,-18,3.72,ORD0404,2026-03-12 09:47:37,promo prep
MOV0603,STR0725,PRD0446,,transfer_in,22,3.45,DOC0603,2026-05-04 15:33:34,damaged goods
MOV0604,STR0063,PRD0486,SUP0686,receipt,22,3.72,DOC0604,2025-03-21 20:51:14,
MOV0605,STR0682,PRD0911,,sale,-32,0.65,ORD0041,2025-07-25 14:57:58,weekly delivery
MOV0606,STR0467,PRD0488,,adjustment,11,9.07,DOC0606,2024-02-24 08:59:06,
MOV0607,STR0329,PRD0738,,adjustment,15,1.80,DOC0607,2025-10-07 00:48:23,damaged goods
MOV0608,STR0538,PRD0830,,adjustment,39,2.56,DOC0608,2024-03-22 09:53:15,damaged goods
MOV0609,STR0443,PRD0591,,waste,-15,2.64,DOC0609,2025-05-02 07:11:10,promo prep
MOV0610,STR0970,PRD0771,,sale,-35,2.80,ORD0181,2024-02-19 17:39:40,
MOV0611,STR0481,PRD0553,,transfer_in,27,8.96,DOC0611,2025-12-03 05:20:20,promo prep
MOV0612,STR0168,PRD0082,,transfer_out,-18,3.98,DOC0612,2025-01-27 05:49:56,promo prep
MOV0613,STR0913,PRD0079,SUP0130,receipt,24,5.18,DOC0613,2024-12-09 04:52:45,promo prep
MOV0614,STR0991,PRD0003,,transfer_out,-7,5.79,DOC0614,2024-08-20 21:48:53,promo prep
MOV0615,STR0743,PRD0506,SUP0702,receipt,29,6.79,DOC0615,2024-10-27 17:00:12,end of day count
MOV0616,STR0183,PRD0410,SUP0151,receipt,27,8.69,DOC0616,2024-08-23 10:39:19,end of day count
MOV0617,STR0265,PRD0129,,waste,-30,8.76,DOC0617,2024-01-19 14:01:35,damaged goods
MOV0618,STR0978,PRD0596,,transfer_in,31,9.15,DOC0618,2025-02-08 04:29:11,weekly delivery
MOV0619,STR0465,PRD0014,SUP0399,receipt,28,4.80,DOC0619,2024-08-13 19:18:22,
MOV0620,STR0159,PRD0606,,waste,-9,6.66,DOC0620,2025-11-07 01:59:22,promo prep
MOV0621,STR0691,PRD0356,,waste,-22,5.84,DOC0621,2025-11-21 05:45:58,weekly delivery
MOV0622,STR0455,PRD0955,,transfer_in,33,1.50,DOC0622,2024-07-09 20:50:41,
MOV0623,STR0859,PRD0167,SUP0738,receipt,3,5.25,DOC0623,2025-07-10 00:51:47,end of day count
MOV0624,STR0329,PRD0860,,adjustment,21,0.69,DOC0624,2025-06-21 17:31:29,
MOV0625,STR0768,PRD0050,,adjustment,17,4.38,DOC0625,2024-02-02 00:51:23,end of day count
MOV0626,STR0737,PRD0818,,waste,-13,2.55,DOC0626,2026-07-14 12:40:36,
MOV0627,STR0470,PRD0544,,sale,-29,3.84,ORD0879,2024-01-16 07:39:25,end of day count
MOV0628,STR0926,PRD0670,,waste,-39,9.48,DOC0628,2024-11-29 17:07:26,
MOV0629,STR0635,PRD0361,,adjustment,12,8.01,DOC0629,2025-03-20 15:24:04,
MOV0630,STR0572,PRD0200,,waste,-17,5.95,DOC0630,2026-05-11 04:15:07,
MOV0631,STR0705,PRD0253,,sale,-35,6.66,ORD0604,2024-01-20 21:12:49,
MOV0632,STR0483,PRD0762,SUP0525,receipt,3,3.04,DOC0632,2025-09-08 07:42:25,
MOV0633,STR0538,PRD0499,SUP0521,receipt,8,6.29,DOC0633,2026-04-27 17:51:16,end of day count
MOV0634,STR0830,PRD0535,,transfer_out,-16,2.58,DOC0634,2026-04-24 17:29:00,
MOV0635,STR0702,PRD0599,,adjustment,22,4.22,DOC0635,2025-02-08 22:43:04,
MOV0636,STR0643,PRD0284,,waste,-32,3.40,DOC0636,2024-05-01 04:28:42,
MOV0637,STR0573,PRD0855,,waste,-4,3.86,DOC0637,2024-12-05 04:48:00,damaged goods
MOV0638,STR0773,PRD0270,SUP0138,receipt,24,8.43,DOC0638,2026-05-08 21:07:40,damaged goods
MOV0639,STR0802,PRD0476,SUP0408,receipt,17,3.75,DOC0639,2024-05-24 05:11:42,damaged goods
MOV0640,STR0831,PRD0204,SUP0715,receipt,36,5.79,DOC0640,2025-12-18 00:48:41,
MOV0641,STR0239,PRD0133,,adjustment,13,8.72,DOC0641,2025-05-22 18:49:40,
MOV0642,STR0939,PRD0581,,waste,-4,4.55,DOC0642,2025-10-05 22:11:45,
MOV0643,STR0862,PRD0194,,sale,-20,5.88,ORD0280,2024-02-10 12:16:59,promo prep
MOV0644,STR0991,PRD0373,,adjustment,37,5.48,DOC0644,2025-01-14 21:06:59,damaged goods
MOV0645,STR0631,PRD0750,,transfer_out,-16,1.04,DOC0645,2025-01-12 21:53:46,
MOV0646,STR0457,PRD0216,,adjustment,34,3.88,DOC0646,2026-01-26 07:49:16,
MOV0647,STR0675,PRD0685,,sale,-21,5.13,ORD0764,2026-03-25 21:25:19,
MOV0648,STR0853,PRD0335,,transfer_out,-11,6.35,DOC0648,2026-06-29 09:38:48,damaged goods
MOV0649,STR0708,PRD0617,,waste,-37,6.70,DOC0649,2026-02-21 22:12:59,
MOV0650,STR0978,PRD0290,,transfer_out,-35,8.53,DOC0650,2024-01-20 01:32:34,weekly delivery
MOV0651,STR0630,PRD0968,,waste,-5,0.62,DOC0651,2025-06-28 00:39:11,weekly delivery
MOV0652,STR0500,PRD0421,,waste,-26,3.68,DOC0652,2025-04-12 22:30:25,
MOV0653,STR0900,PRD0866,,sale,-30,3.52,ORD0204,2024-03-22 14:25:50,
MOV0654,STR0246,PRD0426,,transfer_in,19,7.92,DOC0654,2025-12-20 21:41:49,
MOV0655,STR0825,PRD0285,,transfer_out,-31,3.30,DOC0655,2024-04-03 09:05:45,weekly delivery
MOV0656,STR0144,PRD0855,,transfer_out,-3,3.86,DOC0656,2025-02-25 11:32:40,promo prep
MOV0657,STR0920,PRD0554,,transfer_out,-7,8.94,DOC0657,2026-07-27 06:38:57,
MOV0658,STR0299,PRD0636,,adjustment,18,6.63,DOC0658,2025-11-19 09:07:17,end of day count
MOV0659,STR0201,PRD0220,,adjustment,30,9.45,DOC0659,2026-01-29 08:18:54,damaged goods
MOV0660,STR0905,PRD0587,,sale,-33,8.88,ORD0020,2025-01-30 04:15:53,end of day count
MOV0661,STR0042,PRD0804,SUP0473,receipt,16,0.96,DOC0661,2024-01-15 01:14:35,
MOV0662,STR0441,PRD0465,SUP0635,receipt,18,5.25,DOC0662,2026-07-09 03:54:58,
MOV0663,STR0918,PRD0601,SUP0839,receipt,32,2.65,DOC0663,2026-07-13 07:46:19,damaged goods
MOV0664,STR0022,PRD0480,,waste,-30,6.27,DOC0664,2026-06-19 15:53:42,promo prep
MOV0665,STR0222,PRD0459,SUP0273,receipt,2,3.72,DOC0665,2026-02-22 12:54:22,
MOV0666,STR0178,PRD0750,,transfer_in,5,1.04,DOC0666,2024-12-20 14:54:25,end of day count
MOV0667,STR0841,PRD0171,,sale,-21,9.42,ORD0377,2026-01-25 13:35:02,damaged goods
MOV0668,STR0074,PRD0290,,transfer_out,-1,8.53,DOC0668,2025-01-22 11:11:49,
MOV0669,STR0138,PRD0132,SUP0037,receipt,8,5.63,DOC0669,2024-12-08 18:48:34,promo prep
MOV0670,STR0521,PRD0520,,transfer_in,40,7.39,DOC0670,2024-04-15 23:44:36,damaged goods
MOV0671,STR0444,PRD0415,SUP0544,receipt,31,5.52,DOC0671,2024-01-23 20:35:24,damaged goods
MOV0672,STR0316,PRD0814,SUP0268,receipt,38,3.25,DOC0672,2025-05-15 07:13:10,end of day count
MOV0673,STR0787,PRD0164,,waste,-6,6.49,DOC0673,2025-09-30 20:11:36,damaged goods
MOV0674,STR0760,PRD0349,,transfer_out,-17,3.87,DOC0674,2025-06-28 13:38:28,promo prep
MOV0675,STR0214,PRD0815,,adjustment,25,2.28,DOC0675,2026-05-30 10:41:56,damaged goods
MOV0676,STR0076,PRD0677,,adjustment,3,6.52,DOC0676,2025-06-26 22:34:56,
MOV0677,STR0894,PRD0748,,waste,-1,1.39,DOC0677,2025-07-19 06:07:01,
MOV0678,STR0509,PRD0301,,waste,-37,3.24,DOC0678,2024-10-11 03:22:17,promo prep
MOV0679,STR0828,PRD0846,,sale,-3,3.79,ORD0704,2026-04-18 18:19:19,
MOV0680,STR0052,PRD0788,,transfer_in,40,1.24,DOC0680,2026-06-25 02:45:21,
MOV0681,STR0363,PRD0277,,transfer_in,23,8.71,DOC0681,2024-04-21 10:37:47,
MOV0682,STR0683,PRD0604,SUP0274,receipt,31,6.24,DOC0682,2024-09-19 01:55:40,end of day count
MOV0683,STR0851,PRD0466,,waste,-21,8.52,DOC0683,2025-01-22 04:51:41,promo prep
MOV0684,STR0630,PRD0231,,transfer_in,9,7.53,DOC0684,2025-05-07 16:31:12,promo prep
MOV0685,STR0608,PRD0588,,transfer_out,-6,6.15,DOC0685,2025-11-15 23:10:22,damaged goods
MOV0686,STR0031,PRD0863,,adjustment,12,3.98,DOC0686,2026-01-17 07:57:14,
MOV0687,STR0191,PRD0325,,sale,-29,4.46,ORD0241,2026-01-18 16:53:11,promo prep
MOV0688,STR0749,PRD0166,,sale,-27,7.35,ORD0205,2026-03-31 13:23:26,end of day count
MOV0689,STR0958,PRD0115,,transfer_in,8,3.85,DOC0689,2025-08-14 03:03:23,damaged goods
MOV0690,STR0198,PRD0065,,transfer_out,-13,3.08,DOC0690,2025-06-11 06:59:12,damaged goods
MOV0691,STR0806,PRD0107,,transfer_in,33,9.21,DOC0691,2024-05-27 12:11:06,
MOV0692,STR0368,PRD0797,,sale,-20,0.49,ORD0660,2025-05-13 11:52:26,
MOV0693,STR0322,PRD0193,,transfer_in,35,2.71,DOC0693,2024-11-25 01:29:40,weekly delivery
MOV0694,STR0183,PRD0319,SUP0333,receipt,8,4.74,DOC0694,2024-11-07 04:22:35,promo prep
MOV0695,STR0646,PRD0799,,waste,-31,1.54,DOC0695,2025-09-05 20:18:07,
MOV0696,STR0985,PRD0318,,waste,-19,5.96,DOC0696,2024-02-06 05:53:43,
MOV0697,STR0469,PRD0337,,transfer_out,-37,5.36,DOC0697,2026-01-27 20:38:55,damaged goods
MOV0698,STR0311,PRD0562,,sale,-6,5.63,ORD0903,2025-06-13 23:35:24,
MOV0699,STR0497,PRD0167,,adjustment,40,5.25,DOC0699,2024-05-11 07:13:39,
MOV0700,STR0695,PRD0014,,transfer_in,20,4.80,DOC0700,2025-11-06 20:13:54,weekly delivery
MOV0701,STR0960,PRD0350,SUP0616,receipt,26,8.45,DOC0701,2025-07-28 07:32:18,
MOV0702,STR0184,PRD0010,,adjustment,1,4.91,DOC0702,2024-02-09 23:02:35,end of day count
MOV0703,STR0767,PRD0551,,transfer_in,23,7.25,DOC0703,2024-09-10 02:00:55,
MOV0704,STR0052,PRD0161,,waste,-9,2.72,DOC0704,2024-02-04 18:13:47,promo prep
MOV0705,STR0164,PRD0296,,sale,-18,4.05,ORD0477,2024-01-16 06:05:14,weekly delivery
MOV0706,STR0535,PRD0161,,waste,-33,2.72,DOC0706,2025-05-06 13:02:13,
MOV0707,STR0206,PRD0078,,transfer_in,31,3.11,DOC0707,2024-08-02 09:42:37,weekly delivery
MOV0708,STR0021,PRD0345,,transfer_out,-40,5.80,DOC0708,2025-01-03 13:42:15,
MOV0709,STR0055,PRD0740,SUP0601,receipt,34,1.87,DOC0709,2025-05-08 03:18:23,promo prep
MOV0710,STR0564,PRD0706,,adjustment,29,1.21,DOC0710,2025-05-17 03:52:58,
MOV0711,STR0902,PRD0067,,transfer_out,-15,4.46,DOC0711,2024-09-05 22:27:25,end of day count
MOV0712,STR0305,PRD0621,,waste,-25,7.81,DOC0712,2025-04-21 07:36:19,
MOV0713,STR0021,PRD0102,,sale,-38,3.65,ORD0119,2024-07-28 12:10:42,
MOV0714,STR0502,PRD0578,,transfer_in,22,6.86,DOC0714,2026-03-18 13:21:42,
MOV0715,STR0368,PRD0646,,transfer_in,8,8.96,DOC0715,2025-12-31 17:48:34,damaged goods
MOV0716,STR0434,PRD0782,,sale,-1,3.28,ORD0534,2026-07-13 05:17:25,
MOV0717,STR0593,PRD0469,,transfer_out,-32,4.17,DOC0717,2024-10-25 11:50:58,weekly delivery
MOV0718,STR0219,PRD0570,,sale,-37,4.09,ORD0259,2026-03-18 13:40:43,
MOV0719,STR0272,PRD0505,,sale,-26,7.08,ORD0515,2024-01-15 00:36:30,
MOV0720,STR0361,PRD0459,SUP0273,receipt,7,3.72,DOC0720,2025-12-25 09:09:13,end of day count
MOV0721,STR0285,PRD0357,,transfer_in,23,4.46,DOC0721,2024-02-20 15:13:18,
MOV0722,STR0078,PRD0661,,transfer_in,33,2.51,DOC0722,2024-07-09 17:09:43,weekly delivery
MOV0723,STR0196,PRD0469,,transfer_in,28,4.17,DOC0723,2025-04-28 12:28:55,promo prep
MOV0724,STR0686,PRD0015,,transfer_out,-27,8.00,DOC0724,2026-05-20 09:38:21,
MOV0725,STR0180,PRD0119,SUP0941,receipt,2,8.74,DOC0725,2024-11-23 00:32:55,damaged goods
MOV0726,STR0985,PRD0022,,transfer_out,-8,5.33,DOC0726,2026-07-14 16:34:55,end of day count
MOV0727,STR0059,PRD0747,,adjustment,20,2.07,DOC0727,2025-11-19 14:15:35,end of day count
MOV0728,STR0985,PRD0347,,transfer_out,-22,5.49,DOC0728,2025-04-06 09:18:59,weekly delivery
MOV0729,STR0039,PRD0917,,transfer_out,-35,3.37,DOC0729,2026-05-14 13:44:11,damaged goods
MOV0730,STR0905,PRD0344,SUP0815,receipt,13,4.68,DOC0730,2026-02-01 09:42:13,
MOV0731,STR0939,PRD0070,,transfer_out,-14,2.53,DOC0731,2024-02-12 09:10:56,weekly delivery
MOV0732,STR0095,PRD0884,,transfer_out,-2,0.86,DOC0732,2026-03-19 02:31:35,promo prep
MOV0733,STR0571,PRD0306,,sale,-38,6.68,ORD0789,2025-09-25 17:09:19,
MOV0734,STR0729,PRD0731,,waste,-27,2.96,DOC0734,2024-08-31 20:37:51,
MOV0735,STR0801,PRD0832,,transfer_out,-32,1.02,DOC0735,2024-12-26 15:24:01,damaged goods
MOV0736,STR0226,PRD0313,,sale,-11,5.38,ORD0103,2025-07-23 06:44:55,end of day count
MOV0737,STR0809,PRD0237,,waste,-13,4.46,DOC0737,2026-07-29 02:49:45,promo prep
MOV0738,STR0431,PRD0498,,transfer_out,-10,4.20,DOC0738,2025-06-28 20:20:38,
MOV0739,STR0250,PRD0843,,transfer_out,-7,3.95,DOC0739,2025-06-17 01:53:42,weekly delivery
MOV0740,STR0315,PRD0485,,sale,-11,7.92,ORD0809,2026-07-31 20:02:17,damaged goods
MOV0741,STR0982,PRD0365,,waste,-29,7.00,DOC0741,2025-07-03 23:14:00,weekly delivery
MOV0742,STR0808,PRD0244,,transfer_out,-15,3.33,DOC0742,2025-07-17 04:36:46,
MOV0743,STR0933,PRD0447,,waste,-17,6.70,DOC0743,2024-04-22 01:12:13,
MOV0744,STR0589,PRD0812,SUP0902,receipt,31,2.69,DOC0744,2025-03-02 04:48:32,weekly delivery
MOV0745,STR0131,PRD0255,,transfer_out,-32,6.88,DOC0745,2026-06-02 18:09:01,
MOV0746,STR0791,PRD0707,SUP0934,receipt,12,0.90,DOC0746,2024-07-31 17:24:18,
MOV0747,STR0791,PRD0127,,sale,-16,8.64,ORD0695,2025-12-04 18:21:54,promo prep
MOV0748,STR0674,PRD0009,,sale,-10,5.28,ORD0650,2024-08-02 16:54:35,damaged goods
MOV0749,STR0998,PRD0514,,transfer_out,-39,6.32,DOC0749,2026-01-06 12:38:00,
MOV0750,STR0186,PRD0695,,adjustment,28,2.55,DOC0750,2024-02-17 10:58:21,
MOV0751,STR0361,PRD0651,,sale,-4,6.26,ORD0434,2024-06-27 10:02:59,
MOV0752,STR0857,PRD0773,,transfer_out,-19,2.08,DOC0752,2024-06-19 00:54:54,
MOV0753,STR0823,PRD0829,,transfer_in,38,3.16,DOC0753,2026-02-09 08:06:55,end of day count
MOV0754,STR0659,PRD0704,,transfer_in,22,1.34,DOC0754,2024-10-19 13:54:59,
MOV0755,STR0563,PRD0249,,transfer_in,13,6.45,DOC0755,2026-01-22 17:56:49,end of day count
MOV0756,STR0947,PRD0211,,transfer_in,19,3.58,DOC0756,2024-08-14 04:32:16,
MOV0757,STR0560,PRD0453,,waste,-31,5.88,DOC0757,2024-09-06 14:03:02,
MOV0758,STR0737,PRD0528,,adjustment,2,6.30,DOC0758,2025-02-18 23:10:08,promo prep
MOV0759,STR0229,PRD0713,,transfer_in,39,0.71,DOC0759,2024-05-19 18:49:25,end of day count
MOV0760,STR0760,PRD0990,,waste,-12,3.00,DOC0760,2024-11-25 14:31:20,damaged goods
MOV0761,STR0055,PRD0931,,adjustment,35,2.35,DOC0761,2025-11-08 08:15:03,damaged goods
MOV0762,STR0091,PRD0905,,transfer_out,-6,0.65,DOC0762,2026-03-23 00:15:51,
MOV0763,STR0901,PRD0588,,transfer_out,-7,6.15,DOC0763,2026-01-07 12:21:41,weekly delivery
MOV0764,STR0338,PRD0327,,adjustment,9,4.30,DOC0764,2025-11-29 13:18:08,weekly delivery
MOV0765,STR0204,PRD0654,,transfer_in,1,7.84,DOC0765,2024-02-07 19:51:25,weekly delivery
MOV0766,STR0114,PRD0952,SUP0770,receipt,12,1.94,DOC0766,2024-11-07 19:09:31,
MOV0767,STR0396,PRD0867,,sale,-36,0.89,ORD0388,2025-03-21 06:22:24,
MOV0768,STR0402,PRD0071,,transfer_out,-9,4.89,DOC0768,2026-02-01 16:36:00,end of day count
MOV0769,STR0051,PRD0668,,sale,-36,3.67,ORD0609,2024-12-28 02:00:25,promo prep
MOV0770,STR0073,PRD0739,,adjustment,15,1.44,DOC0770,2025-10-26 05:27:55,promo prep
MOV0771,STR0596,PRD0265,SUP0007,receipt,16,8.37,DOC0771,2025-11-02 03:28:05,promo prep
MOV0772,STR0462,PRD0336,SUP0594,receipt,28,9.24,DOC0772,2026-03-31 01:46:10,damaged goods
MOV0773,STR0502,PRD0612,,sale,-38,7.10,ORD0667,2024-12-10 11:16:49,
MOV0774,STR0031,PRD0616,SUP0428,receipt,3,2.77,DOC0774,2024-05-09 18:03:28,damaged goods
MOV0775,STR0984,PRD0358,,waste,-18,4.22,DOC0775,2024-01-18 20:34:06,weekly delivery
MOV0776,STR0497,PRD0776,,waste,-19,2.86,DOC0776,2026-03-12 22:28:31,end of day count
MOV0777,STR0024,PRD0892,,sale,-36,0.81,ORD0088,2026-02-11 10:56:18,
MOV0778,STR0836,PRD0496,,waste,-31,6.09,DOC0778,2025-03-28 04:38:01,damaged goods
MOV0779,STR0931,PRD0904,SUP0515,receipt,31,1.13,DOC0779,2024-10-10 23:06:39,
MOV0780,STR0539,PRD0146,,waste,-13,8.13,DOC0780,2024-12-30 22:37:54,end of day count
MOV0781,STR0407,PRD0255,,sale,-13,6.88,ORD0026,2025-05-29 05:00:01,end of day count
MOV0782,STR0155,PRD0411,,adjustment,4,8.14,DOC0782,2025-12-19 03:22:16,
MOV0783,STR0937,PRD0396,,transfer_in,39,4.06,DOC0783,2025-01-12 02:23:02,
MOV0784,STR0546,PRD0902,,adjustment,24,2.95,DOC0784,2026-02-17 04:33:07,weekly delivery
MOV0785,STR0975,PRD0178,,adjustment,7,6.24,DOC0785,2026-03-20 18:48:37,end of day count
MOV0786,STR0379,PRD0146,,sale,-39,8.13,ORD0367,2025-08-29 01:31:31,
MOV0787,STR0271,PRD0595,,adjustment,35,6.99,DOC0787,2026-02-03 15:03:15,weekly delivery
MOV0788,STR0137,PRD0191,,waste,-14,6.86,DOC0788,2025-03-30 01:24:01,damaged goods
MOV0789,STR0605,PRD0059,,sale,-17,6.41,ORD0146,2025-08-23 05:08:21,damaged goods
