order_item_id,order_id,product_id,product_name,quantity,unit_price,line_discount,line_total,special_instructions
ORI0537,ORD0537,PRD0148,"Spicy Diablo (Medium, Cauliflower)",2,22.25,0.45,44.50,well done
ORI0538,ORD0538,PRD0208,"Mushroom Truffle (Family, Cauliflower)",4,29.57,1.28,118.28,
ORI0539,ORD0539,PRD0878,Cinnamon Twists #878,1,5.81,2.17,5.81,well done
ORI0540,ORD0540,PRD0205,"Sicilian (Family, Thin)",2,25.38,2.15,50.76,
ORI0541,ORD0541,PRD0450,"Sicilian (Medium, Thin)",2,23.70,2.39,47.40,
ORI0542,ORD0542,PRD0443,"Sicilian (Medium, Cauliflower)",4,20.49,1.39,81.96,light sauce
ORI0543,ORD0543,PRD0902,Mozzarella Sticks #902,1,7.39,1.09,7.39,cut in squares
ORI0544,ORD0544,PRD0220,"Veggie Supreme (Personal, Pan)",1,21.05,0.72,21.05,well done
ORI0545,ORD0545,PRD0683,"Supreme (Family, Hand-Tossed)",2,8.86,1.42,17.72,light sauce
ORI0546,ORD0546,PRD0384,"BBQ Chicken (Medium, Pan)",1,9.13,2.84,9.13,extra cheese
ORI0547,ORD0547,PRD0005,"Ranch Special (Medium, Cauliflower)",4,7.78,1.68,31.12,
ORI0548,ORD0548,PRD0578,"Four Cheese (Large, Pan)",3,18.89,1.55,56.67,cut in squares
ORI0549,ORD0549,PRD0946,Chocolate Brownie #946,1,5.34,0.83,5.34,no onions
ORI0550,ORD0550,PRD0500,"Supreme (Family, Pan)",2,16.07,1.75,32.14,
ORI0551,ORD0551,PRD0457,"Pepperoni (Family, Thin)",1,12.90,2.73,12.90,
ORI0552,ORD0552,PRD0440,"Spicy Diablo (Medium, Pan)",2,23.09,1.36,46.18,
ORI0553,ORD0553,PRD0037,"Spinach Feta (Personal, Thin)",3,9.15,2.27,27.45,cut in squares
ORI0554,ORD0554,PRD0150,"White Garlic (Medium, Thin)",1,18.10,0.50,18.10,
ORI0555,ORD0555,PRD0219,"Margherita (Personal, Cauliflower)",4,9.94,1.69,39.76,cut in squares
ORI0556,ORD0556,PRD0003,"Veggie Supreme (Large, Stuffed)",4,17.19,1.43,68.76,
ORI0557,ORD0557,PRD0324,"Mushroom Truffle (Personal, Thin)",2,19.60,2.68,39.20,light sauce
ORI0558,ORD0558,PRD0703,Chicken Wings #703,2,4.50,2.95,9.00,light sauce
ORI0559,ORD0559,PRD0255,"Sausage & Peppers (Large, Pan)",1,19.56,0.13,19.56,
ORI0560,ORD0560,PRD0636,"Pepperoni (Large, Pan)",2,14.83,2.43,29.66,
ORI0561,ORD0561,PRD0023,"Pepperoni (Medium, Pan)",2,11.75,2.99,23.50,cut in squares
ORI0562,ORD0562,PRD0669,"BBQ Chicken (Personal, Pan)",3,19.77,2.45,59.31,
ORI0563,ORD0563,PRD0603,"Pepperoni (Medium, Hand-Tossed)",2,21.39,3.00,42.78,well done
ORI0564,ORD0564,PRD0843,Chicken Wings #843,3,14.16,0.44,42.48,
ORI0565,ORD0565,PRD0813,Caesar Salad #813,2,2.85,0.31,5.70,
ORI0566,ORD0566,PRD0967,Cinnamon Twists #967,1,4.32,0.71,4.32,light sauce
ORI0567,ORD0567,PRD0193,"Spicy Diablo (Personal, Pan)",1,6.19,2.74,6.19,
ORI0568,ORD0568,PRD0310,"BBQ Chicken (Personal, Hand-Tossed)",2,11.82,2.64,23.64,well done
ORI0569,ORD0569,PRD0765,Chicken Wings #765,3,4.93,1.04,14.79,
ORI0570,ORD0570,PRD0947,Chocolate Brownie #947,4,11.99,1.91,47.96,no onions
ORI0571,ORD0571,PRD0531,"Spinach Feta (Family, Cauliflower)",3,19.36,3.00,58.08,
ORI0572,ORD0572,PRD0610,"Sicilian (Large, Cauliflower)",4,29.93,0.84,119.72,light sauce
ORI0573,ORD0573,PRD0427,"Meat Lovers (Medium, Stuffed)",4,27.41,0.77,109.64,
ORI0574,ORD0574,PRD0175,"Pepperoni (Medium, Stuffed)",2,23.39,0.51,46.78,no onions
ORI0575,ORD0575,PRD0994,Garlic Knots #994,3,7.19,0.50,21.57,well done
ORI0576,ORD0576,PRD0009,"Four Cheese (Large, Cauliflower)",3,13.66,1.22,40.98,cut in squares
ORI0577,ORD0577,PRD0096,"Spinach Feta (Large, Cauliflower)",4,11.32,0.88,45.28,no onions
ORI0578,ORD0578,PRD0371,"BBQ Chicken (Family, Pan)",3,21.79,2.74,65.37,no onions
ORI0579,ORD0579,PRD0446,"White Garlic (Medium, Cauliflower)",1,10.20,2.74,10.20,light sauce
ORI0580,ORD0580,PRD0354,"Spinach Feta (Medium, Stuffed)",1,12.10,0.25,12.10,no onions
ORI0581,ORD0581,PRD0685,"Spicy Diablo (Large, Stuffed)",1,13.32,2.43,13.32,
ORI0582,ORD0582,PRD0820,Chocolate Brownie #820,3,9.65,2.11,28.95,
ORI0583,ORD0583,PRD0854,Garden Salad #854,1,3.94,0.30,3.94,no onions
ORI0584,ORD0584,PRD0055,"Margherita (Large, Thin)",4,22.57,1.19,90.28,
ORI0585,ORD0585,PRD0024,"Sicilian (Large, Stuffed)",4,10.33,1.83,41.32,
ORI0586,ORD0586,PRD0419,"Mushroom Truffle (Family, Stuffed)",2,13.78,0.28,27.56,light sauce
ORI0587,ORD0587,PRD0481,"Neapolitan (Personal, Hand-Tossed)",2,15.53,2.19,31.06,
ORI0588,ORD0588,PRD0049,"Veggie Supreme (Medium, Pan)",4,27.64,0.58,110.56,light sauce
ORI0589,ORD0589,PRD0070,"Four Cheese (Large, Stuffed)",1,5.67,2.75,5.67,
ORI0590,ORD0590,PRD0288,"Veggie Supreme (Personal, Cauliflower)",3,8.54,0.64,25.62,well done
ORI0591,ORD0591,PRD0765,Chicken Wings #765,3,4.93,0.01,14.79,well done
ORI0592,ORD0592,PRD0817,Garlic Knots #817,4,7.11,2.58,28.44,no onions
ORI0593,ORD0593,PRD0293,"Ranch Special (Personal, Thin)",2,21.31,2.85,42.62,no onions
ORI0594,ORD0594,PRD0763,Cheese Breadsticks #763,1,11.96,2.12,11.96,cut in squares
ORI0595,ORD0595,PRD0178,"Pesto Chicken (Family, Hand-Tossed)",3,18.53,2.37,55.59,cut in squares
ORI0596,ORD0596,PRD0930,Cinnamon Twists #930,2,14.14,2.41,28.28,extra cheese
ORI0597,ORD0597,PRD0070,"Four Cheese (Large, Stuffed)",4,5.67,0.11,22.68,
ORI0598,ORD0598,PRD0317,"Ranch Special (Family, Thin)",3,25.27,1.17,75.81,
ORI0599,ORD0599,PRD0216,"Margherita (Personal, Cauliflower)",4,9.34,0.84,37.36,light sauce
ORI0600,ORD0600,PRD0750,Chicken Wings #750,3,3.94,1.43,11.82,
ORI0601,ORD0601,PRD0684,"Pesto Chicken (Medium, Pan)",4,18.51,2.04,74.04,extra cheese
ORI0602,ORD0602,PRD0289,"Neapolitan (Personal, Stuffed)",2,20.49,2.56,40.98,
ORI0603,ORD0603,PRD0261,"Margherita (Medium, Stuffed)",2,19.38,2.86,38.76,
ORI0604,ORD0604,PRD0286,"Supreme (Large, Cauliflower)",1,19.01,1.39,19.01,
ORI0605,ORD0605,PRD0885,Cheese Breadsticks #885,2,8.72,2.90,17.44,no onions
ORI0606,ORD0606,PRD0842,Garlic Knots #842,3,2.52,1.51,7.56,
ORI0607,ORD0607,PRD0507,"Buffalo Chicken (Personal, Cauliflower)",1,19.98,0.57,19.98,extra cheese
ORI0608,ORD0608,PRD0870,Cinnamon Twists #870,3,6.74,0.52,20.22,
ORI0609,ORD0609,PRD0871,Mozzarella Sticks #871,2,4.59,2.18,9.18,
ORI0610,ORD0610,PRD0305,"Spicy Diablo (Large, Pan)",4,10.66,0.17,42.64,light sauce
ORI0611,ORD0611,PRD0682,"Meat Lovers (Family, Cauliflower)",2,23.00,0.38,46.00,
ORI0612,ORD0612,PRD0323,"Pesto Chicken (Medium, Hand-Tossed)",4,16.10,2.40,64.40,
ORI0613,ORD0613,PRD0432,"Sicilian (Large, Pan)",3,16.01,0.15,48.03,
ORI0614,ORD0614,PRD0287,"Supreme (Large, Stuffed)",3,20.05,2.47,60.15,light sauce
ORI0615,ORD0615,PRD0121,"Four Cheese (Family, Cauliflower)",3,19.21,0.67,57.63,light sauce
ORI0616,ORD0616,PRD0806,Garlic Knots #806,3,1.34,0.57,4.02,no onions
ORI0617,ORD0617,PRD0939,Garden Salad #939,4,1.97,0.43,7.88,cut in squares
ORI0618,ORD0618,PRD0082,"Hawaiian (Medium, Hand-Tossed)",1,11.72,2.52,11.72,
ORI0619,ORD0619,PRD0750,Chicken Wings #750,1,3.94,1.16,3.94,extra cheese
ORI0620,ORD0620,PRD0363,"Veggie Supreme (Personal, Cauliflower)",4,14.31,1.07,57.24,cut in squares
ORI0621,ORD0621,PRD0635,"Veggie Supreme (Large, Thin)",3,9.19,1.79,27.57,well done
ORI0622,ORD0622,PRD0917,Mozzarella Sticks #917,4,9.76,1.38,39.04,no onions
ORI0623,ORD0623,PRD0288,"Veggie Supreme (Personal, Cauliflower)",4,8.54,1.98,34.16,cut in squares
ORI0624,ORD0624,PRD0387,"Hawaiian (Family, Stuffed)",4,17.55,2.81,70.20,light sauce
ORI0625,ORD0625,PRD0988,Caesar Salad #988,1,6.93,0.66,6.93,
ORI0626,ORD0626,PRD0403,"Mushroom Truffle (Medium, Thin)",3,12.63,2.73,37.89,extra cheese
ORI0627,ORD0627,PRD0171,"Four Cheese (Personal, Hand-Tossed)",3,24.34,2.34,73.02,
ORI0628,ORD0628,PRD0114,"Sausage & Peppers (Personal, Hand-Tossed)",4,12.06,2.98,48.24,light sauce
ORI0629,ORD0629,PRD0761,Garden Salad #761,3,6.54,0.60,19.62,
ORI0630,ORD0630,PRD0894,Garlic Knots #894,3,12.28,2.16,36.84,light sauce
ORI0631,ORD0631,PRD0708,Cheese Breadsticks #708,2,5.46,0.36,10.92,no onions
ORI0632,ORD0632,PRD0098,"Buffalo Chicken (Medium, Hand-Tossed)",1,16.98,0.05,16.98,extra cheese
ORI0633,ORD0633,PRD0323,"Pesto Chicken (Medium, Hand-Tossed)",1,16.10,2.51,16.10,well done
ORI0634,ORD0634,PRD0864,Caesar Salad #864,1,4.08,2.29,4.08,extra cheese
ORI0635,ORD0635,PRD0433,"Mushroom Truffle (Family, Pan)",3,9.40,0.23,28.20,light sauce
ORI0636,ORD0636,PRD0410,"Pepperoni (Large, Stuffed)",1,27.50,0.97,27.50,
ORI0637,ORD0637,PRD0550,"Margherita (Family, Stuffed)",2,28.46,1.44,56.92,well done
ORI0638,ORD0638,PRD0210,"Neapolitan (Family, Hand-Tossed)",4,27.13,1.73,108.52,
ORI0639,ORD0639,PRD0038,"Sausage & Peppers (Large, Stuffed)",3,20.34,1.38,61.02,extra cheese
ORI0640,ORD0640,PRD0784,Garlic Knots #784,3,6.66,0.27,19.98,
ORI0641,ORD0641,PRD0510,"Four Cheese (Family, Stuffed)",3,9.33,0.11,27.99,well done
ORI0642,ORD0642,PRD0061,"Sicilian (Large, Pan)",2,27.97,3.00,55.94,light sauce
ORI0643,ORD0643,PRD0925,Caesar Salad #925,3,5.19,0.34,15.57,no onions
ORI0644,ORD0644,PRD0282,"Hawaiian (Medium, Cauliflower)",1,24.06,0.38,24.06,light sauce
ORI0645,ORD0645,PRD0180,"Mushroom Truffle (Family, Thin)",2,28.33,2.07,56.66,
ORI0646,ORD0646,PRD0682,"Meat Lovers (Family, Cauliflower)",3,23.00,1.76,69.00,
ORI0647,ORD0647,PRD0966,Garlic Knots #966,2,6.70,2.97,13.40,
ORI0648,ORD0648,PRD0149,"Ranch Special (Large, Hand-Tossed)",1,14.35,1.08,14.35,well done
ORI0649,ORD0649,PRD0589,"Sicilian (Large, Cauliflower)",3,19.43,1.71,58.29,
ORI0650,ORD0650,PRD0935,Cheese Breadsticks #935,3,5.76,0.21,17.28,cut in squares
ORI0651,ORD0651,PRD0114,"Sausage & Peppers (Personal, Hand-Tossed)",4,12.06,1.17,48.24,well done
ORI0652,ORD0652,PRD0932,Bottled Water #932,2,2.25,0.85,4.50,
ORI0653,ORD0653,PRD0121,"Four Cheese (Family, Cauliflower)",1,19.21,0.33,19.21,cut in squares
ORI0654,ORD0654,PRD0786,Chicken Wings #786,1,5.99,0.61,5.99,
ORI0655,ORD0655,PRD0687,"Buffalo Chicken (Large, Stuffed)",2,9.17,0.45,18.34,well done
ORI0656,ORD0656,PRD0206,"Neapolitan (Family, Cauliflower)",2,13.15,1.19,26.30,light sauce
ORI0657,ORD0657,PRD0274,"BBQ Chicken (Large, Pan)",1,26.14,1.41,26.14,
ORI0658,ORD0658,PRD0843,Chicken Wings #843,1,14.16,1.96,14.16,well done
ORI0659,ORD0659,PRD0076,"Ranch Special (Family, Hand-Tossed)",3,6.28,2.50,18.84,
ORI0660,ORD0660,PRD0896,Mozzarella Sticks #896,1,3.71,0.30,3.71,light sauce
ORI0661,ORD0661,PRD0920,Chocolate Brownie #920,4,12.91,1.66,51.64,
ORI0662,ORD0662,PRD0389,"Neapolitan (Personal, Cauliflower)",1,17.80,0.35,17.80,extra cheese
ORI0663,ORD0663,PRD0490,"White Garlic (Personal, Thin)",1,20.77,0.52,20.77,well done
ORI0664,ORD0664,PRD0214,"Sicilian (Personal, Pan)",3,8.18,1.05,24.54,extra cheese
ORI0665,ORD0665,PRD0372,"Ranch Special (Medium, Cauliflower)",3,20.29,1.88,60.87,no onions
ORI0666,ORD0666,PRD0950,Chocolate Brownie #950,4,1.69,0.38,6.76,extra cheese
ORI0667,ORD0667,PRD0681,"Margherita (Medium, Hand-Tossed)",1,16.51,0.46,16.51,extra cheese
ORI0668,ORD0668,PRD0823,Mozzarella Sticks #823,1,3.87,2.91,3.87,
ORI0669,ORD0669,PRD0318,"Spinach Feta (Personal, Pan)",2,14.50,0.77,29.00,no onions
ORI0670,ORD0670,PRD0389,"Neapolitan (Personal, Cauliflower)",4,17.80,0.38,71.20,
ORI0671,ORD0671,PRD0984,Caesar Salad #984,2,1.73,1.60,3.46,no onions
ORI0672,ORD0672,PRD0997,Chocolate Brownie #997,2,3.28,0.23,6.56,extra cheese
ORI0673,ORD0673,PRD0607,"Sicilian (Medium, Stuffed)",3,18.18,2.86,54.54,light sauce
ORI0674,ORD0674,PRD0015,"Hawaiian (Medium, Pan)",4,23.07,0.01,92.28,light sauce
ORI0675,ORD0675,PRD0430,"White Garlic (Large, Pan)",1,19.98,2.09,19.98,
ORI0676,ORD0676,PRD0352,"Neapolitan (Medium, Cauliflower)",3,16.18,1.79,48.54,light sauce
ORI0677,ORD0677,PRD0264,"Hawaiian (Personal, Cauliflower)",4,24.44,1.12,97.76,extra cheese
ORI0678,ORD0678,PRD0436,"BBQ Chicken (Large, Cauliflower)",1,10.91,0.08,10.91,light sauce
ORI0679,ORD0679,PRD0529,"Sausage & Peppers (Medium, Thin)",1,21.32,2.76,21.32,extra cheese
ORI0680,ORD0680,PRD0379,"BBQ Chicken (Family, Cauliflower)",2,7.58,0.63,15.16,extra cheese
ORI0681,ORD0681,PRD0976,Garlic Knots #976,4,4.09,2.73,16.36,light sauce
ORI0682,ORD0682,PRD0065,"Neapolitan (Family, Thin)",4,7.96,1.05,31.84,
ORI0683,ORD0683,PRD0690,"Margherita (Family, Stuffed)",1,15.53,1.35,15.53,well done
ORI0684,ORD0684,PRD0396,"Pepperoni (Personal, Pan)",3,9.87,1.61,29.61,well done
ORI0685,ORD0685,PRD0982,Chocolate Brownie #982,3,4.24,0.78,12.72,extra cheese
ORI0686,ORD0686,PRD0519,"Margherita (Medium, Pan)",4,26.38,1.68,105.52,no onions
ORI0687,ORD0687,PRD0091,"Pesto Chicken (Personal, Hand-Tossed)",2,7.76,0.60,15.52,well done
ORI0688,ORD0688,PRD0786,Chicken Wings #786,4,5.99,1.83,23.96,well done
ORI0689,ORD0689,PRD0005,"Ranch Special (Medium, Cauliflower)",4,7.78,2.44,31.12,
ORI0690,ORD0690,PRD0720,Caesar Salad #720,1,7.43,1.44,7.43,
ORI0691,ORD0691,PRD0580,"Pepperoni (Medium, Stuffed)",3,20.10,2.87,60.30,well done
ORI0692,ORD0692,PRD0396,"Pepperoni (Personal, Pan)",2,9.87,1.16,19.74,no onions
ORI0693,ORD0693,PRD0453,"Hawaiian (Personal, Cauliflower)",2,15.56,0.29,31.12,extra cheese
ORI0694,ORD0694,PRD0775,Soft Drink #775,4,3.44,2.25,13.76,no onions
ORI0695,ORD0695,PRD0253,"Neapolitan (Personal, Hand-Tossed)",2,18.68,1.63,37.36,cut in squares
ORI0696,ORD0696,PRD0343,"Mushroom Truffle (Large, Thin)",3,22.03,1.47,66.09,
ORI0697,ORD0697,PRD0685,"Spicy Diablo (Large, Stuffed)",1,13.32,0.54,13.32,light sauce
ORI0698,ORD0698,PRD0202,"Hawaiian (Personal, Cauliflower)",3,8.27,1.82,24.81,extra cheese
ORI0699,ORD0699,PRD0918,Chocolate Brownie #918,2,4.23,1.71,8.46,
ORI0700,ORD0700,PRD0921,Garlic Knots #921,4,5.20,2.96,20.80,
ORI0701,ORD0701,PRD0933,Chicken Wings #933,1,4.38,2.31,4.38,no onions
ORI0702,ORD0702,PRD0377,"Meat Lovers (Family, Cauliflower)",4,28.58,0.04,114.32,
ORI0703,ORD0703,PRD0180,"Mushroom Truffle (Family, Thin)",4,28.33,0.84,113.32,cut in squares
ORI0704,ORD0704,PRD0476,"Spicy Diablo (Family, Stuffed)",1,10.62,1.15,10.62,
ORI0705,ORD0705,PRD0211,"Spinach Feta (Large, Hand-Tossed)",2,11.57,1.01,23.14,
ORI0706,ORD0706,PRD0633,"Buffalo Chicken (Personal, Hand-Tossed)",2,8.93,0.80,17.86,light sauce
ORI0707,ORD0707,PRD0952,Chicken Wings #952,2,5.03,0.70,10.06,well done
ORI0708,ORD0708,PRD0794,Garden Salad #794,1,4.06,1.22,4.06,light sauce
ORI0709,ORD0709,PRD0221,"Spinach Feta (Medium, Pan)",2,9.31,1.77,18.62,extra cheese
ORI0710,ORD0710,PRD0683,"Supreme (Family, Hand-Tossed)",4,8.86,0.08,35.44,
ORI0711,ORD0711,PRD0894,Garlic Knots #894,4,12.28,0.59,49.12,
ORI0712,ORD0712,PRD0236,"Spicy Diablo (Medium, Hand-Tossed)",1,27.10,1.80,27.10,light sauce
ORI0713,ORD0713,PRD0482,"Spinach Feta (Medium, Cauliflower)",4,23.42,0.84,93.68,light sauce
ORI0714,ORD0714,PRD0824,Bottled Water #824,3,5.54,1.26,16.62,
ORI0715,ORD0715,PRD0881,Caesar Salad #881,2,6.12,1.99,12.24,no onions
ORI0716,ORD0716,PRD0517,"Meat Lovers (Personal, Pan)",4,8.97,1.08,35.88,
ORI0717,ORD0717,PRD0487,"Pesto Chicken (Medium, Cauliflower)",3,27.24,2.78,81.72,
ORI0718,ORD0718,PRD0840,Caesar Salad #840,2,11.10,1.82,22.20,no onions
ORI0719,ORD0719,PRD0302,"Meat Lovers (Large, Stuffed)",3,19.76,2.91,59.28,light sauce
ORI0720,ORD0720,PRD0533,"Veggie Supreme (Family, Hand-Tossed)",2,11.07,1.38,22.14,
ORI0721,ORD0721,PRD0580,"Pepperoni (Medium, Stuffed)",3,20.10,1.81,60.30,
ORI0722,ORD0722,PRD0639,"Spinach Feta (Medium, Stuffed)",3,12.14,0.33,36.42,extra cheese
ORI0723,ORD0723,PRD0409,"Spicy Diablo (Family, Thin)",3,9.20,0.93,27.60,cut in squares
ORI0724,ORD0724,PRD0483,"Buffalo Chicken (Large, Cauliflower)",2,23.00,1.74,46.00,
ORI0725,ORD0725,PRD0556,"Hawaiian (Family, Stuffed)",3,13.43,2.59,40.29,
ORI0726,ORD0726,PRD0752,Mozzarella Sticks #752,1,6.76,2.39,6.76,cut in squares
ORI0727,ORD0727,PRD0799,Chocolate Brownie #799,1,4.79,1.67,4.79,extra cheese
ORI0728,ORD0728,PRD0091,"Pesto Chicken (Personal, Hand-Tossed)",4,7.76,0.33,31.04,
ORI0729,ORD0729,PRD0362,"Buffalo Chicken (Family, Cauliflower)",2,16.53,2.05,33.06,light sauce
ORI0730,ORD0730,PRD0705,Garden Salad #705,3,11.42,2.75,34.26,
ORI0731,ORD0731,PRD0976,Garlic Knots #976,4,4.09,2.92,16.36,
ORI0732,ORD0732,PRD0271,"White Garlic (Family, Cauliflower)",3,20.99,0.98,62.97,
ORI0733,ORD0733,PRD1000,Soft Drink #1000,2,6.63,2.78,13.26,well done
ORI0734,ORD0734,PRD0119,"Veggie Supreme (Personal, Thin)",2,26.78,0.33,53.56,cut in squares
ORI0735,ORD0735,PRD0925,Caesar Salad #925,3,5.19,2.26,15.57,light sauce
ORI0736,ORD0736,PRD0831,Soft Drink #831,4,4.25,2.79,17.00,no onions
ORI0737,ORD0737,PRD0769,Garden Salad #769,2,12.07,1.17,24.14,
ORI0738,ORD0738,PRD0873,Mozzarella Sticks #873,2,4.38,2.35,8.76,cut in squares
ORI0739,ORD0739,PRD0025,"BBQ Chicken (Family, Thin)",3,21.21,1.38,63.63,
ORI0740,ORD0740,PRD0198,"Supreme (Large, Cauliflower)",4,27.88,2.29,111.52,
ORI0741,ORD0741,PRD0372,"Ranch Special (Medium, Cauliflower)",1,20.29,1.13,20.29,
ORI0742,ORD0742,PRD0114,"Sausage & Peppers (Personal, Hand-Tossed)",2,12.06,0.02,24.12,extra cheese
ORI0743,ORD0743,PRD0878,Cinnamon Twists #878,3,5.81,1.54,17.43,extra cheese
ORI0744,ORD0744,PRD0997,Chocolate Brownie #997,4,3.28,2.96,13.12,well done
ORI0745,ORD0745,PRD0085,"Ranch Special (Large, Pan)",4,23.88,1.90,95.52,light sauce
ORI0746,ORD0746,PRD0384,"BBQ Chicken (Medium, Pan)",2,9.13,0.79,18.26,well done
ORI0747,ORD0747,PRD0371,"BBQ Chicken (Family, Pan)",4,21.79,0.52,87.16,well done
ORI0748,ORD0748,PRD0610,"Sicilian (Large, Cauliflower)",1,29.93,2.37,29.93,well done
ORI0749,ORD0749,PRD0795,Cheese Breadsticks #795,3,2.25,0.35,6.75,
ORI0750,ORD0750,PRD0615,"BBQ Chicken (Large, Hand-Tossed)",2,22.13,1.83,44.26,cut in squares
ORI0751,ORD0751,PRD0806,Garlic Knots #806,1,1.34,0.24,1.34,light sauce
ORI0752,ORD0752,PRD0364,"Four Cheese (Large, Thin)",3,9.42,2.74,28.26,light sauce
ORI0753,ORD0753,PRD0140,"Ranch Special (Medium, Pan)",2,9.69,2.52,19.38,well done
ORI0754,ORD0754,PRD0302,"Meat Lovers (Large, Stuffed)",4,19.76,2.80,79.04,
ORI0755,ORD0755,PRD0191,"Veggie Supreme (Large, Pan)",4,19.04,1.34,76.16,extra cheese
ORI0756,ORD0756,PRD0668,"White Garlic (Personal, Hand-Tossed)",3,11.43,2.03,34.29,extra cheese
ORI0757,ORD0757,PRD0467,"Neapolitan (Family, Stuffed)",1,12.84,2.53,12.84,no onions
ORI0758,ORD0758,PRD0765,Chicken Wings #765,2,4.93,0.44,9.86,
ORI0759,ORD0759,PRD0004,"Spicy Diablo (Personal, Cauliflower)",1,10.26,1.32,10.26,well done
ORI0760,ORD0760,PRD0990,Garden Salad #990,3,10.16,2.63,30.48,cut in squares
ORI0761,ORD0761,PRD0814,Cheese Breadsticks #814,4,7.00,0.57,28.00,well done
ORI0762,ORD0762,PRD0665,"Sausage & Peppers (Large, Thin)",1,13.10,1.18,13.10,no onions
ORI0763,ORD0763,PRD0130,"Ranch Special (Personal, Pan)",1,15.02,2.63,15.02,no onions
ORI0764,ORD0764,PRD0651,"Spicy Diablo (Medium, Pan)",4,20.04,0.81,80.16,no onions
ORI0765,ORD0765,PRD0211,"Spinach Feta (Large, Hand-Tossed)",4,11.57,0.85,46.28,cut in squares
ORI0766,ORD0766,PRD0053,"Pesto Chicken (Large, Thin)",2,23.19,1.93,46.38,extra cheese
ORI0767,ORD0767,PRD0424,"Pepperoni (Large, Hand-Tossed)",4,10.41,0.73,41.64,no onions
ORI0768,ORD0768,PRD0684,"Pesto Chicken (Medium, Pan)",1,18.51,0.38,18.51,cut in squares
ORI0769,ORD0769,PRD0848,Garden Salad #848,1,14.53,2.04,14.53,well done
ORI0770,ORD0770,PRD0958,Garlic Knots #958,3,8.89,2.72,26.67,
ORI0771,ORD0771,PRD0342,"Four Cheese (Large, Stuffed)",2,29.45,2.90,58.90,
ORI0772,ORD0772,PRD0545,"Spinach Feta (Personal, Hand-Tossed)",4,15.05,1.00,60.20,well done
ORI0773,ORD0773,PRD0187,"White Garlic (Medium, Cauliflower)",2,21.58,1.52,43.16,cut in squares
ORI0774,ORD0774,PRD0400,"Veggie Supreme (Family, Stuffed)",1,24.81,1.34,24.81,cut in squares
ORI0775,ORD0775,PRD0280,"Spicy Diablo (Medium, Cauliflower)",4,24.06,0.17,96.24,extra cheese
ORI0776,ORD0776,PRD0899,Caesar Salad #899,3,10.75,0.27,32.25,well done
ORI0777,ORD0777,PRD0887,Garlic Knots #887,2,10.12,2.41,20.24,cut in squares
ORI0778,ORD0778,PRD0029,"Ranch Special (Personal, Pan)",2,7.42,1.12,14.84,cut in squares
ORI0779,ORD0779,PRD0089,"Neapolitan (Medium, Stuffed)",3,17.20,2.01,51.60,cut in squares
ORI0780,ORD0780,PRD0265,"Neapolitan (Personal, Stuffed)",3,21.62,0.05,64.86,
ORI0781,ORD0781,PRD0619,"Buffalo Chicken (Personal, Cauliflower)",4,25.65,0.15,102.60,light sauce
ORI0782,ORD0782,PRD0972,Garden Salad #972,3,3.48,0.15,10.44,cut in squares
ORI0783,ORD0783,PRD0676,"Spinach Feta (Medium, Hand-Tossed)",1,27.27,1.92,27.27,well done
ORI0784,ORD0784,PRD0235,"BBQ Chicken (Family, Cauliflower)",3,23.38,2.90,70.14,
ORI0785,ORD0785,PRD0100,"Mushroom Truffle (Personal, Cauliflower)",3,17.37,2.54,52.11,well done
ORI0786,ORD0786,PRD0641,"Mushroom Truffle (Personal, Cauliflower)",3,27.19,0.55,81.57,light sauce
ORI0787,ORD0787,PRD0645,"Sausage & Peppers (Family, Thin)",1,8.70,2.37,8.70,cut in squares
ORI0788,ORD0788,PRD0574,"Sausage & Peppers (Large, Thin)",2,31.76,0.16,63.52,well done
ORI0789,ORD0789,PRD0566,"Mushroom Truffle (Large, Cauliflower)",1,22.28,0.34,22.28,
ORI0790,ORD0790,PRD0916,Chicken Wings #916,2,7.25,1.78,14.50,extra cheese
ORI0791,ORD0791,PRD0114,"Sausage & Peppers (Personal, Hand-Tossed)",1,12.06,2.31,12.06,well done
ORI0792,ORD0792,PRD0651,"Spicy Diablo (Medium, Pan)",1,20.04,1.06,20.04,
ORI0793,ORD0793,PRD0151,"BBQ Chicken (Personal, Hand-Tossed)",2,19.04,0.79,38.08,
ORI0794,ORD0794,PRD0852,Mozzarella Sticks #852,4,6.53,0.09,26.12,cut in squares
ORI0795,ORD0795,PRD0804,Chicken Wings #804,1,3.01,2.71,3.01,extra cheese
ORI0796,ORD0796,PRD0500,"Supreme (Family, Pan)",4,16.07,1.15,64.28,cut in squares
ORI0797,ORD0797,PRD0013,"Sausage & Peppers (Personal, Stuffed)",1,18.19,1.15,18.19,
ORI0798,ORD0798,PRD0439,"Sicilian (Family, Hand-Tossed)",1,9.41,2.79,9.41,
ORI0799,ORD0799,PRD0729,Cinnamon Twists #729,4,6.90,0.87,27.60,well done
ORI0800,ORD0800,PRD0098,"Buffalo Chicken (Medium, Hand-Tossed)",1,16.98,1.62,16.98,
ORI0801,ORD0801,PRD0565,"Spicy Diablo (Medium, Cauliflower)",3,18.57,0.07,55.71,
ORI0802,ORD0802,PRD0676,"Spinach Feta (Medium, Hand-Tossed)",3,27.27,2.18,81.81,
ORI0803,ORD0803,PRD0466,"Sicilian (Medium, Hand-Tossed)",1,24.24,0.82,24.24,extra cheese
