order_id,customer_id,store_id,employee_id,membership_id,order_channel,order_type,order_status,ordered_at,promised_at,subtotal_amount,tax_amount,delivery_fee,discount_amount,total_amount,currency
ORD0304,CUS0959,STR0287,EMP0913,MEM0959,in_store,delivery,preparing,2024-09-20 18:25:19,2024-09-20 19:27:19,44.20,3.65,0.00,4.42,43.42,USD
ORD0305,CUS0157,STR0347,EMP0819,MEM0157,phone,takeout,ready_pickup,2025-06-17 08:41:10,2025-06-17 09:35:10,12.74,1.05,0.00,0.00,13.79,USD
ORD0306,CUS0061,STR0680,EMP0261,MEM0061,mobile_app,delivery,cancelled,2026-05-07 11:57:35,2026-05-07 12:35:35,40.04,3.30,3.99,0.00,47.33,USD
ORD0307,CUS0632,STR0100,EMP0937,MEM0632,delivery_partner,delivery,ready_pickup,2024-03-02 05:02:06,2024-03-02 05:37:06,38.27,3.16,0.00,3.83,37.61,USD
ORD0308,CUS0944,STR0088,EMP0519,MEM0944,phone,dine_in,out_for_delivery,2024-10-16 22:22:48,2024-10-16 23:00:48,89.41,7.38,0.00,4.47,92.32,USD
ORD0309,CUS0049,STR0509,EMP0081,MEM0049,phone,delivery,cancelled,2026-06-24 21:47:14,2026-06-24 22:12:14,19.98,1.65,0.00,2.00,19.63,USD
ORD0310,CUS0396,STR0679,EMP0232,MEM0396,mobile_app,takeout,placed,2026-01-06 09:38:07,2026-01-06 10:00:07,47.32,3.90,0.00,0.00,51.22,USD
ORD0311,CUS0179,STR0055,EMP0319,MEM0179,phone,takeout,cancelled,2026-02-02 18:10:09,2026-02-02 18:59:09,46.00,3.79,0.00,2.30,47.49,USD
ORD0312,CUS0776,STR0268,EMP0006,MEM0776,delivery_partner,dine_in,out_for_delivery,2024-06-13 04:44:52,2024-06-13 05:54:52,13.77,1.14,0.00,1.38,13.53,USD
ORD0313,CUS0064,STR0029,EMP0854,MEM0064,in_store,delivery,cancelled,2024-01-25 04:43:42,2024-01-25 05:43:42,27.81,2.29,0.00,0.00,30.10,USD
ORD0314,CUS0173,STR0739,EMP0082,MEM0173,delivery_partner,dine_in,baking,2024-07-01 18:12:12,2024-07-01 19:18:12,59.22,4.89,0.00,0.00,64.11,USD
ORD0315,CUS0841,STR0919,EMP0572,MEM0841,delivery_partner,delivery,cancelled,2025-01-19 09:36:30,2025-01-19 10:00:30,22.06,1.82,0.00,3.31,20.58,USD
ORD0316,CUS0595,STR0154,EMP0661,MEM0595,mobile_app,takeout,cancelled,2025-12-25 08:23:01,2025-12-25 09:28:01,89.70,7.40,0.00,0.00,97.10,USD
ORD0317,CUS0431,STR0974,EMP0904,MEM0431,mobile_app,takeout,baking,2025-03-25 06:32:13,2025-03-25 07:19:13,14.57,1.20,3.99,2.19,17.58,USD
ORD0318,CUS0575,STR0588,EMP0967,MEM0575,delivery_partner,takeout,baking,2024-06-02 14:13:35,2024-06-02 15:12:35,72.76,6.00,0.00,3.64,75.12,USD
ORD0319,CUS0779,STR0454,EMP0986,MEM0779,in_store,delivery,out_for_delivery,2025-04-26 05:34:21,2025-04-26 06:00:21,88.95,7.34,0.00,13.34,82.95,USD
ORD0320,CUS0299,STR0528,EMP0690,MEM0299,in_store,delivery,completed,2025-12-18 01:42:44,2025-12-18 02:50:44,60.48,4.99,0.00,9.07,56.40,USD
ORD0321,CUS0016,STR0887,EMP0910,MEM0016,phone,dine_in,cancelled,2026-03-04 23:49:50,2026-03-05 01:02:50,27.38,2.26,0.00,2.74,26.90,USD
ORD0322,CUS0764,STR0385,EMP0651,MEM0764,in_store,delivery,out_for_delivery,2025-06-24 05:20:02,2025-06-24 06:04:02,57.29,4.73,0.00,5.73,56.29,USD
ORD0323,CUS0557,STR0909,EMP0122,MEM0557,mobile_app,takeout,preparing,2024-04-19 19:44:04,2024-04-19 20:50:04,43.08,3.55,3.99,4.31,46.31,USD
ORD0324,CUS0867,STR0588,EMP0891,MEM0867,phone,takeout,cancelled,2026-05-30 09:43:36,2026-05-30 10:46:36,71.40,5.89,0.00,3.57,73.72,USD
ORD0325,CUS0028,STR0692,EMP0943,MEM0028,mobile_app,takeout,cancelled,2026-02-19 17:31:32,2026-02-19 18:25:32,68.55,5.66,0.00,3.43,70.78,USD
ORD0326,CUS0751,STR0435,EMP0615,MEM0751,delivery_partner,takeout,cancelled,2025-07-30 21:44:25,2025-07-30 22:35:25,47.14,3.89,3.99,0.00,55.02,USD
ORD0327,CUS0445,STR0494,EMP0035,MEM0445,delivery_partner,delivery,completed,2024-11-28 16:17:49,2024-11-28 17:29:49,9.36,0.77,3.99,0.00,14.13,USD
ORD0328,CUS0422,STR0538,EMP0858,MEM0422,phone,dine_in,preparing,2024-07-26 02:36:31,2024-07-26 03:32:31,75.89,6.26,0.00,0.00,82.15,USD
ORD0329,CUS0245,STR0286,EMP0180,MEM0245,web,takeout,cancelled,2025-12-27 18:22:02,2025-12-27 19:13:02,68.14,5.62,3.99,10.22,67.53,USD
ORD0330,CUS0576,STR0513,EMP0839,MEM0576,web,delivery,cancelled,2025-09-20 10:49:41,2025-09-20 11:32:41,47.05,3.88,3.99,7.06,47.86,USD
ORD0331,CUS0268,STR0861,EMP0139,MEM0268,web,dine_in,placed,2025-09-17 19:28:11,2025-09-17 20:03:11,21.52,1.78,3.99,0.00,27.29,USD
ORD0332,CUS0224,STR0004,EMP0521,MEM0224,mobile_app,delivery,ready_pickup,2025-05-31 11:55:14,2025-05-31 12:15:14,67.20,5.54,3.99,10.08,66.65,USD
ORD0333,CUS0169,STR0732,EMP0408,MEM0169,web,delivery,ready_pickup,2024-08-31 07:59:56,2024-08-31 09:07:56,37.03,3.05,3.99,1.85,42.22,USD
ORD0334,CUS0224,STR0057,EMP0450,MEM0224,delivery_partner,delivery,ready_pickup,2026-03-06 19:15:28,2026-03-06 20:21:28,26.73,2.21,3.99,0.00,32.93,USD
ORD0335,CUS0597,STR0744,EMP0193,MEM0597,delivery_partner,delivery,cancelled,2024-04-16 15:27:23,2024-04-16 16:29:23,76.18,6.29,0.00,0.00,82.47,USD
ORD0336,CUS0665,STR0086,EMP0081,MEM0665,web,delivery,completed,2025-06-21 12:10:27,2025-06-21 13:22:27,27.56,2.27,0.00,2.76,27.08,USD
ORD0337,CUS0504,STR0318,EMP0407,MEM0504,delivery_partner,takeout,placed,2025-12-06 19:10:53,2025-12-06 19:37:53,92.53,7.63,0.00,13.88,86.28,USD
ORD0338,CUS0115,STR0721,EMP0647,MEM0115,phone,takeout,cancelled,2025-11-14 14:37:54,2025-11-14 15:50:54,33.50,2.76,0.00,3.35,32.92,USD
ORD0339,CUS0600,STR0387,EMP0879,MEM0600,phone,dine_in,baking,2025-01-07 13:14:29,2025-01-07 14:13:29,44.76,3.69,0.00,6.71,41.74,USD
ORD0340,CUS0257,STR0107,EMP0518,MEM0257,mobile_app,delivery,preparing,2025-10-10 23:23:55,2025-10-11 00:07:55,91.86,7.58,0.00,0.00,99.44,USD
ORD0341,CUS0168,STR0574,EMP0147,MEM0168,in_store,dine_in,placed,2026-02-04 09:04:53,2026-02-04 09:47:53,85.47,7.05,0.00,0.00,92.52,USD
ORD0342,CUS0896,STR0874,EMP0079,MEM0896,mobile_app,delivery,out_for_delivery,2025-09-10 19:30:53,2025-09-10 20:19:53,13.38,1.10,3.99,1.34,17.14,USD
ORD0343,CUS0122,STR0476,EMP0822,MEM0122,web,delivery,placed,2024-06-22 01:50:28,2024-06-22 02:20:28,76.39,6.30,3.99,7.64,79.04,USD
ORD0344,CUS0734,STR0912,EMP0564,MEM0734,in_store,delivery,out_for_delivery,2024-03-11 08:24:16,2024-03-11 08:45:16,87.17,7.19,0.00,8.72,85.65,USD
ORD0345,CUS0154,STR0177,EMP0664,MEM0154,in_store,takeout,preparing,2024-05-02 16:45:09,2024-05-02 17:07:09,94.34,7.78,0.00,9.43,92.69,USD
ORD0346,CUS0321,STR0036,EMP0486,MEM0321,mobile_app,dine_in,baking,2024-10-23 17:36:15,2024-10-23 18:14:15,17.48,1.44,3.99,0.00,22.91,USD
ORD0347,CUS0093,STR0961,EMP0373,MEM0093,web,takeout,completed,2026-01-19 19:58:15,2026-01-19 20:38:15,87.28,7.20,0.00,0.00,94.48,USD
ORD0348,CUS0088,STR0826,EMP0373,MEM0088,phone,delivery,preparing,2024-10-12 01:33:06,2024-10-12 01:57:06,89.22,7.36,0.00,0.00,96.58,USD
ORD0349,CUS0425,STR0813,EMP0199,MEM0425,delivery_partner,dine_in,completed,2025-04-13 23:58:49,2025-04-14 01:02:49,15.58,1.29,3.99,0.78,20.08,USD
ORD0350,CUS0202,STR0392,EMP0341,MEM0202,delivery_partner,dine_in,preparing,2024-11-06 17:25:14,2024-11-06 17:48:14,43.85,3.62,0.00,2.19,45.28,USD
ORD0351,CUS0458,STR0960,EMP0868,MEM0458,phone,delivery,baking,2025-04-02 21:57:20,2025-04-02 22:17:20,36.33,3.00,0.00,0.00,39.32,USD
ORD0352,CUS0066,STR0581,EMP0827,MEM0066,web,takeout,out_for_delivery,2024-05-16 11:08:54,2024-05-16 12:09:54,28.10,2.32,0.00,0.00,30.42,USD
ORD0353,CUS0446,STR0629,EMP0272,MEM0446,mobile_app,dine_in,cancelled,2025-10-25 15:49:28,2025-10-25 16:28:28,50.23,4.14,3.99,0.00,58.37,USD
ORD0354,CUS0816,STR0351,EMP0067,MEM0816,web,delivery,baking,2024-08-20 21:21:54,2024-08-20 22:33:54,55.64,4.59,3.99,5.56,58.65,USD
ORD0355,CUS0324,STR0222,EMP0753,MEM0324,delivery_partner,dine_in,placed,2025-06-21 23:32:31,2025-06-22 00:45:31,9.51,0.78,0.00,0.00,10.29,USD
ORD0356,CUS0534,STR0284,EMP0729,MEM0534,phone,takeout,out_for_delivery,2024-03-02 08:20:31,2024-03-02 09:20:31,60.08,4.96,0.00,6.01,59.02,USD
ORD0357,CUS0750,STR0414,EMP0088,MEM0750,phone,dine_in,placed,2025-07-19 18:32:15,2025-07-19 18:54:15,20.60,1.70,0.00,1.03,21.27,USD
ORD0358,CUS0307,STR0634,EMP0771,MEM0307,phone,dine_in,placed,2026-06-24 18:10:14,2026-06-24 19:03:14,45.35,3.74,0.00,0.00,49.09,USD
ORD0359,CUS0272,STR0775,EMP0101,MEM0272,in_store,delivery,completed,2026-01-03 15:14:14,2026-01-03 16:25:14,71.76,5.92,0.00,7.18,70.51,USD
ORD0360,CUS0163,STR0663,EMP0393,MEM0163,in_store,dine_in,baking,2024-01-28 00:56:59,2024-01-28 01:31:59,88.89,7.33,0.00,0.00,96.23,USD
ORD0361,CUS0581,STR0693,EMP0131,MEM0581,phone,takeout,completed,2024-08-23 12:34:49,2024-08-23 13:31:49,79.19,6.53,0.00,3.96,81.76,USD
ORD0362,CUS0226,STR0138,EMP0712,MEM0226,web,delivery,out_for_delivery,2026-05-08 11:19:46,2026-05-08 11:49:46,50.59,4.17,3.99,0.00,58.76,USD
ORD0363,CUS0726,STR0301,EMP0932,MEM0726,in_store,dine_in,completed,2026-06-10 20:13:37,2026-06-10 20:33:37,20.18,1.66,0.00,3.03,18.82,USD
ORD0364,CUS0906,STR0028,EMP0525,MEM0906,phone,dine_in,preparing,2025-10-26 14:24:28,2025-10-26 15:25:28,73.96,6.10,0.00,0.00,80.06,USD
ORD0365,CUS0638,STR0175,EMP0092,MEM0638,in_store,takeout,baking,2025-02-21 01:12:58,2025-02-21 02:00:58,44.06,3.63,0.00,4.41,43.28,USD
ORD0366,CUS0410,STR0126,EMP0098,MEM0410,in_store,takeout,out_for_delivery,2026-06-09 14:15:30,2026-06-09 14:44:30,50.76,4.19,0.00,0.00,54.94,USD
ORD0367,CUS0628,STR0972,EMP0335,MEM0628,phone,delivery,preparing,2024-08-20 07:42:25,2024-08-20 08:09:25,90.30,7.45,0.00,13.54,84.20,USD
ORD0368,CUS0255,STR0750,EMP0254,MEM0255,phone,takeout,baking,2024-11-21 21:08:29,2024-11-21 21:55:29,15.16,1.25,0.00,0.00,16.41,USD
ORD0369,CUS0172,STR0729,EMP0715,MEM0172,mobile_app,delivery,cancelled,2026-04-24 11:48:30,2026-04-24 12:09:30,70.60,5.82,3.99,0.00,80.41,USD
ORD0370,CUS0790,STR0280,EMP0509,MEM0790,web,dine_in,ready_pickup,2024-02-13 21:30:17,2024-02-13 22:38:17,17.01,1.40,3.99,2.55,19.85,USD
ORD0371,CUS0853,STR0440,EMP0550,MEM0853,delivery_partner,delivery,preparing,2026-05-05 16:16:36,2026-05-05 16:44:36,65.96,5.44,3.99,0.00,75.39,USD
ORD0372,CUS0298,STR0293,EMP0410,MEM0298,phone,dine_in,ready_pickup,2025-08-23 05:18:00,2025-08-23 06:02:00,78.71,6.49,0.00,0.00,85.20,USD
ORD0373,CUS0134,STR0613,EMP0292,MEM0134,phone,delivery,placed,2026-01-28 17:42:14,2026-01-28 18:57:14,53.52,4.42,0.00,8.03,49.90,USD
ORD0374,CUS0714,STR0984,EMP0223,MEM0714,phone,dine_in,preparing,2025-11-13 14:53:49,2025-11-13 15:21:49,92.47,7.63,0.00,0.00,100.10,USD
ORD0375,CUS0259,STR0163,EMP0403,MEM0259,mobile_app,delivery,preparing,2025-11-03 15:49:22,2025-11-03 16:56:22,93.69,7.73,3.99,0.00,105.41,USD
ORD0376,CUS0081,STR0163,EMP0957,MEM0081,in_store,delivery,baking,2025-06-13 03:14:21,2025-06-13 04:23:21,33.54,2.77,0.00,0.00,36.31,USD
ORD0377,CUS0497,STR0964,EMP0477,MEM0497,mobile_app,takeout,baking,2026-04-21 12:32:57,2026-04-21 13:36:57,38.20,3.15,0.00,0.00,41.36,USD
ORD0378,CUS0093,STR0454,EMP0004,MEM0093,phone,takeout,baking,2025-10-21 09:30:08,2025-10-21 10:19:08,31.76,2.62,0.00,0.00,34.38,USD
ORD0379,CUS0601,STR0307,EMP0593,MEM0601,web,dine_in,out_for_delivery,2024-02-22 13:48:47,2024-02-22 14:48:47,23.88,1.97,0.00,0.00,25.85,USD
ORD0380,CUS0132,STR0275,EMP0745,MEM0132,web,takeout,cancelled,2025-04-09 16:01:55,2025-04-09 16:28:55,65.66,5.42,3.99,0.00,75.07,USD
ORD0381,CUS0591,STR0974,EMP0715,MEM0591,web,delivery,baking,2026-07-01 13:26:47,2026-07-01 14:14:47,87.96,7.26,3.99,13.19,86.01,USD
ORD0382,CUS0495,STR0326,EMP0762,MEM0495,phone,takeout,out_for_delivery,2025-02-14 04:33:34,2025-02-14 05:35:34,70.38,5.81,0.00,0.00,76.19,USD
ORD0383,CUS0462,STR0029,EMP0001,MEM0462,phone,dine_in,out_for_delivery,2025-10-27 02:36:50,2025-10-27 03:41:50,38.13,3.15,0.00,5.72,35.55,USD
ORD0384,CUS0440,STR0962,EMP0853,MEM0440,in_store,takeout,preparing,2024-09-26 12:40:37,2024-09-26 13:28:37,34.17,2.82,0.00,5.12,31.86,USD
ORD0385,CUS0128,STR0266,EMP0990,MEM0128,mobile_app,dine_in,ready_pickup,2025-03-19 11:12:43,2025-03-19 11:59:43,22.36,1.84,3.99,2.24,25.96,USD
ORD0386,CUS0120,STR0357,EMP0563,MEM0120,phone,dine_in,ready_pickup,2024-09-24 08:47:50,2024-09-24 09:53:50,8.51,0.70,0.00,0.43,8.78,USD
ORD0387,CUS0053,STR0881,EMP0742,MEM0053,in_store,takeout,cancelled,2026-05-19 18:09:47,2026-05-19 19:10:47,52.26,4.31,0.00,0.00,56.57,USD
ORD0388,CUS0515,STR0875,EMP0595,MEM0515,delivery_partner,dine_in,ready_pickup,2024-01-08 00:49:17,2024-01-08 01:31:17,52.75,4.35,0.00,0.00,57.11,USD
ORD0389,CUS0182,STR0642,EMP0354,MEM0182,delivery_partner,delivery,placed,2024-06-28 00:11:05,2024-06-28 00:47:05,31.82,2.62,0.00,4.77,29.67,USD
ORD0390,CUS0503,STR0579,EMP0887,MEM0503,in_store,delivery,preparing,2024-05-07 17:10:13,2024-05-07 17:38:13,71.49,5.90,0.00,3.57,73.81,USD
ORD0391,CUS0602,STR0867,EMP0016,MEM0602,phone,delivery,placed,2026-06-20 15:33:42,2026-06-20 16:03:42,35.42,2.92,0.00,0.00,38.34,USD
ORD0392,CUS0174,STR0491,EMP0586,MEM0174,phone,delivery,ready_pickup,2026-07-17 19:18:41,2026-07-17 20:31:41,81.42,6.72,0.00,4.07,84.07,USD
ORD0393,CUS0525,STR0922,EMP0684,MEM0525,web,takeout,preparing,2026-03-27 13:28:25,2026-03-27 14:01:25,76.63,6.32,3.99,11.49,75.45,USD
ORD0394,CUS0173,STR0442,EMP0051,MEM0173,phone,delivery,preparing,2024-02-23 01:40:01,2024-02-23 02:00:01,81.14,6.69,0.00,0.00,87.84,USD
ORD0395,CUS0877,STR0665,EMP0791,MEM0877,in_store,delivery,out_for_delivery,2025-12-28 00:15:53,2025-12-28 00:41:53,9.09,0.75,0.00,0.45,9.39,USD
ORD0396,CUS0503,STR0109,EMP0014,MEM0503,mobile_app,delivery,placed,2025-06-23 15:01:50,2025-06-23 15:53:50,55.16,4.55,0.00,2.76,56.95,USD
ORD0397,CUS0913,STR0576,EMP0335,MEM0913,delivery_partner,dine_in,baking,2026-06-28 22:14:49,2026-06-28 22:56:49,22.06,1.82,3.99,2.21,25.67,USD
ORD0398,CUS0087,STR0800,EMP0023,MEM0087,delivery_partner,delivery,preparing,2024-10-17 11:54:49,2024-10-17 12:51:49,44.25,3.65,0.00,0.00,47.90,USD
ORD0399,CUS0639,STR0736,EMP0798,MEM0639,web,takeout,completed,2025-12-10 19:37:49,2025-12-10 20:04:49,58.27,4.81,3.99,0.00,67.07,USD
ORD0400,CUS0383,STR0597,EMP0501,MEM0383,mobile_app,dine_in,preparing,2024-04-07 08:06:21,2024-04-07 08:56:21,33.73,2.78,3.99,5.06,35.44,USD
ORD0401,CUS0129,STR0714,EMP0324,MEM0129,in_store,delivery,ready_pickup,2025-06-18 14:03:42,2025-06-18 14:59:42,73.67,6.08,0.00,0.00,79.75,USD
ORD0402,CUS0437,STR0519,EMP0716,MEM0437,phone,dine_in,ready_pickup,2025-03-10 04:28:19,2025-03-10 05:24:19,31.41,2.59,0.00,0.00,34.00,USD
ORD0403,CUS0954,STR0702,EMP0963,MEM0954,mobile_app,delivery,ready_pickup,2025-11-17 07:33:25,2025-11-17 08:48:25,62.70,5.17,0.00,0.00,67.87,USD
ORD0404,CUS0189,STR0829,EMP0778,MEM0189,web,takeout,completed,2026-05-31 02:43:07,2026-05-31 03:54:07,66.56,5.49,3.99,6.66,69.39,USD
ORD0405,CUS0497,STR0084,EMP0046,MEM0497,mobile_app,takeout,baking,2026-06-22 16:50:37,2026-06-22 17:15:37,66.42,5.48,3.99,0.00,75.89,USD
ORD0406,CUS0615,STR0832,EMP0225,MEM0615,in_store,takeout,completed,2024-05-09 23:40:07,2024-05-10 00:52:07,28.20,2.33,0.00,0.00,30.53,USD
ORD0407,CUS0229,STR0925,EMP0184,MEM0229,phone,dine_in,ready_pickup,2025-06-27 00:00:51,2025-06-27 00:37:51,17.95,1.48,0.00,0.90,18.54,USD
ORD0408,CUS0012,STR0981,EMP0986,MEM0012,in_store,delivery,cancelled,2025-06-10 00:48:07,2025-06-10 01:42:07,40.44,3.34,0.00,4.04,39.73,USD
ORD0409,CUS0662,STR0445,EMP0279,MEM0662,in_store,delivery,preparing,2025-10-15 12:04:03,2025-10-15 12:38:03,93.56,7.72,0.00,14.03,87.24,USD
ORD0410,CUS0555,STR0478,EMP0150,MEM0555,in_store,dine_in,out_for_delivery,2024-03-29 01:23:42,2024-03-29 01:50:42,13.59,1.12,0.00,0.00,14.72,USD
ORD0411,CUS0865,STR0922,EMP0612,MEM0865,delivery_partner,delivery,cancelled,2026-03-22 03:04:29,2026-03-22 03:31:29,62.00,5.11,0.00,0.00,67.11,USD
ORD0412,CUS0639,STR0152,EMP0404,MEM0639,delivery_partner,delivery,baking,2025-08-23 14:24:40,2025-08-23 15:08:40,37.21,3.07,3.99,0.00,44.28,USD
ORD0413,CUS0434,STR0313,EMP0923,MEM0434,web,takeout,placed,2026-05-02 17:39:05,2026-05-02 18:00:05,27.40,2.26,0.00,1.37,28.29,USD
ORD0414,CUS0783,STR0763,EMP0912,MEM0783,in_store,dine_in,completed,2024-01-02 06:51:16,2024-01-02 08:03:16,57.31,4.73,0.00,0.00,62.04,USD
ORD0415,CUS0111,STR0005,EMP0241,MEM0111,delivery_partner,dine_in,preparing,2025-09-29 00:39:06,2025-09-29 01:23:06,22.32,1.84,0.00,0.00,24.16,USD
ORD0416,CUS0356,STR0792,EMP0673,MEM0356,web,delivery,ready_pickup,2025-02-16 18:52:26,2025-02-16 19:19:26,14.99,1.24,3.99,2.25,17.96,USD
ORD0417,CUS0658,STR0594,EMP0613,MEM0658,web,dine_in,ready_pickup,2026-01-27 01:05:53,2026-01-27 01:47:53,82.71,6.82,0.00,4.14,85.40,USD
ORD0418,CUS0292,STR0894,EMP0920,MEM0292,delivery_partner,dine_in,out_for_delivery,2025-01-05 17:36:02,2025-01-05 18:13:02,56.55,4.67,3.99,8.48,56.72,USD
ORD0419,CUS0376,STR0617,EMP0632,MEM0376,delivery_partner,takeout,ready_pickup,2025-02-02 21:28:36,2025-02-02 21:51:36,25.83,2.13,3.99,0.00,31.95,USD
ORD0420,CUS0538,STR0048,EMP0411,MEM0538,in_store,delivery,placed,2024-04-18 06:04:39,2024-04-18 06:58:39,44.23,3.65,0.00,0.00,47.88,USD
ORD0421,CUS0096,STR0618,EMP0088,MEM0096,phone,takeout,completed,2026-04-12 15:27:32,2026-04-12 16:17:32,24.37,2.01,0.00,0.00,26.38,USD
ORD0422,CUS0604,STR0983,EMP0244,MEM0604,mobile_app,delivery,out_for_delivery,2024-09-19 00:04:49,2024-09-19 00:27:49,33.06,2.73,3.99,4.96,34.82,USD
ORD0423,CUS0458,STR0356,EMP0970,MEM0458,delivery_partner,takeout,baking,2024-01-05 20:38:50,2024-01-05 21:15:50,79.22,6.54,3.99,11.88,77.87,USD
ORD0424,CUS0022,STR0529,EMP0453,MEM0022,mobile_app,delivery,placed,2024-06-28 11:48:38,2024-06-28 12:32:38,46.93,3.87,0.00,0.00,50.80,USD
ORD0425,CUS0379,STR0101,EMP0554,MEM0379,web,takeout,cancelled,2024-01-28 18:21:30,2024-01-28 19:02:30,60.66,5.00,3.99,0.00,69.66,USD
ORD0426,CUS0221,STR0742,EMP0546,MEM0221,delivery_partner,dine_in,baking,2026-02-14 04:14:17,2026-02-14 05:12:17,31.62,2.61,3.99,4.74,33.48,USD
ORD0427,CUS0193,STR0088,EMP0906,MEM0193,mobile_app,delivery,baking,2026-03-27 06:00:59,2026-03-27 06:35:59,41.51,3.42,3.99,0.00,48.93,USD
ORD0428,CUS0262,STR0941,EMP0530,MEM0262,in_store,delivery,ready_pickup,2025-12-19 08:54:57,2025-12-19 09:46:57,77.00,6.35,0.00,3.85,79.50,USD
ORD0429,CUS0750,STR0128,EMP0643,MEM0750,delivery_partner,delivery,out_for_delivery,2024-01-12 13:23:07,2024-01-12 13:58:07,83.97,6.93,3.99,12.60,82.29,USD
ORD0430,CUS0181,STR0061,EMP0503,MEM0181,mobile_app,delivery,ready_pickup,2024-05-06 01:05:39,2024-05-06 02:14:39,11.46,0.95,3.99,0.00,16.40,USD
ORD0431,CUS0538,STR0124,EMP0335,MEM0538,mobile_app,takeout,completed,2025-12-22 11:57:59,2025-12-22 12:50:59,19.19,1.58,3.99,0.00,24.76,USD
ORD0432,CUS0558,STR0117,EMP0475,MEM0558,delivery_partner,takeout,completed,2024-05-12 03:46:56,2024-05-12 04:12:56,64.57,5.33,0.00,3.23,66.67,USD
ORD0433,CUS0904,STR0372,EMP0881,MEM0904,in_store,takeout,ready_pickup,2024-05-28 11:39:10,2024-05-28 12:18:10,47.14,3.89,0.00,4.71,46.31,USD
ORD0434,CUS0130,STR0270,EMP0063,MEM0130,mobile_app,takeout,out_for_delivery,2025-08-27 16:11:05,2025-08-27 17:26:05,76.14,6.28,3.99,0.00,86.41,USD
ORD0435,CUS0675,STR0966,EMP0509,MEM0675,web,dine_in,cancelled,2024-08-04 04:06:50,2024-08-04 04:37:50,60.92,5.03,3.99,0.00,69.93,USD
ORD0436,CUS0347,STR0263,EMP0582,MEM0347,web,delivery,cancelled,2025-04-08 15:54:34,2025-04-08 17:05:34,55.42,4.57,3.99,2.77,61.21,USD
ORD0437,CUS0362,STR0090,EMP0019,MEM0362,in_store,dine_in,out_for_delivery,2026-07-13 18:24:23,2026-07-13 19:37:23,30.12,2.48,0.00,3.01,29.59,USD
ORD0438,CUS0676,STR0721,EMP0308,MEM0676,delivery_partner,takeout,placed,2025-02-15 10:15:16,2025-02-15 11:29:16,91.25,7.53,0.00,13.69,85.09,USD
ORD0439,CUS0586,STR0433,EMP0253,MEM0586,web,delivery,completed,2024-09-21 08:39:09,2024-09-21 09:51:09,20.59,1.70,0.00,0.00,22.28,USD
ORD0440,CUS0630,STR0468,EMP0050,MEM0630,delivery_partner,takeout,cancelled,2024-12-03 13:46:22,2024-12-03 14:31:22,92.93,7.67,3.99,13.94,90.64,USD
ORD0441,CUS0400,STR0761,EMP0305,MEM0400,web,dine_in,out_for_delivery,2025-09-17 07:28:26,2025-09-17 07:48:26,69.04,5.70,3.99,10.36,68.37,USD
ORD0442,CUS0991,STR0864,EMP0415,MEM0991,web,takeout,placed,2025-01-09 02:35:17,2025-01-09 03:45:17,49.83,4.11,3.99,0.00,57.93,USD
ORD0443,CUS0571,STR0068,EMP0449,MEM0571,web,delivery,preparing,2024-06-08 12:16:10,2024-06-08 12:50:10,40.08,3.31,0.00,2.00,41.39,USD
ORD0444,CUS0447,STR0230,EMP0583,MEM0447,delivery_partner,dine_in,placed,2025-05-23 18:30:02,2025-05-23 18:59:02,44.67,3.69,3.99,0.00,52.35,USD
ORD0445,CUS0471,STR0123,EMP0662,MEM0471,phone,dine_in,out_for_delivery,2025-10-12 08:55:03,2025-10-12 09:37:03,25.95,2.14,0.00,2.59,25.50,USD
ORD0446,CUS0185,STR0926,EMP0982,MEM0185,in_store,takeout,placed,2025-10-14 00:49:07,2025-10-14 01:20:07,48.12,3.97,0.00,7.22,44.87,USD
ORD0447,CUS0880,STR0427,EMP0812,MEM0880,delivery_partner,takeout,baking,2025-06-17 15:35:10,2025-06-17 16:01:10,13.86,1.14,3.99,0.00,18.99,USD
ORD0448,CUS0195,STR0344,EMP0688,MEM0195,mobile_app,delivery,preparing,2025-02-08 03:57:06,2025-02-08 04:25:06,88.08,7.27,3.99,0.00,99.33,USD
ORD0449,CUS0219,STR0208,EMP0883,MEM0219,in_store,delivery,completed,2024-07-25 08:20:15,2024-07-25 08:54:15,12.48,1.03,0.00,0.00,13.51,USD
ORD0450,CUS0045,STR0283,EMP0947,MEM0045,web,delivery,out_for_delivery,2025-09-12 05:54:24,2025-09-12 07:04:24,9.49,0.78,3.99,0.95,13.31,USD
ORD0451,CUS0382,STR0226,EMP0714,MEM0382,in_store,delivery,placed,2024-12-27 10:20:05,2024-12-27 10:54:05,37.59,3.10,0.00,0.00,40.69,USD
ORD0452,CUS0332,STR0871,EMP0110,MEM0332,delivery_partner,delivery,preparing,2025-10-06 13:49:35,2025-10-06 14:25:35,84.72,6.99,0.00,12.71,79.00,USD
ORD0453,CUS0556,STR0957,EMP0154,MEM0556,mobile_app,delivery,preparing,2025-01-03 04:29:05,2025-01-03 05:44:05,33.03,2.72,0.00,0.00,35.75,USD
ORD0454,CUS0957,STR0602,EMP0388,MEM0957,web,takeout,baking,2025-10-06 22:44:44,2025-10-06 23:16:44,90.76,7.49,3.99,0.00,102.24,USD
ORD0455,CUS0666,STR0627,EMP0165,MEM0666,in_store,dine_in,completed,2024-11-21 09:00:07,2024-11-21 09:47:07,26.05,2.15,0.00,0.00,28.20,USD
