stock_id,store_id,product_id,quantity_on_hand,quantity_reserved,reorder_level,reorder_quantity,unit_cost,bin_location,last_counted_at,stock_status
STK0580,STR0337,PRD0580,8,5,55,94,8.91,A-11,2024-07-06 23:38:51,low
STK0581,STR0621,PRD0581,12,3,46,104,4.55,C-15,2025-12-25 01:05:29,low
STK0582,STR0003,PRD0582,214,18,38,86,4.51,A-13,2024-05-24 07:12:53,ok
STK0583,STR0930,PRD0583,171,18,37,72,3.39,A-07,2025-07-21 10:03:45,ok
STK0584,STR0836,PRD0584,25,17,20,36,4.33,B-13,2026-07-22 20:55:07,ok
STK0585,STR0321,PRD0585,250,11,59,134,7.82,C-18,2024-09-06 01:42:44,ok
STK0586,STR0497,PRD0586,118,1,57,145,3.54,F-19,2024-07-23 10:56:27,ok
STK0587,STR0908,PRD0587,34,19,36,50,8.88,C-13,2026-05-25 11:21:08,low
STK0588,STR0689,PRD0588,171,19,26,27,6.15,F-01,2026-03-24 21:37:38,ok
STK0589,STR0661,PRD0589,45,13,41,56,8.11,A-01,2024-09-20 23:13:30,ok
STK0590,STR0729,PRD0590,57,2,32,49,8.88,A-20,2025-02-06 09:36:16,ok
STK0591,STR0375,PRD0591,150,12,55,129,2.64,A-11,2025-12-30 10:08:42,ok
STK0592,STR0211,PRD0592,180,19,26,42,5.32,B-18,2025-06-21 23:07:40,ok
STK0593,STR0950,PRD0593,162,13,52,77,5.53,B-16,2025-07-11 06:46:29,ok
STK0594,STR0581,PRD0594,221,8,42,117,5.66,A-08,2026-04-20 03:28:39,ok
STK0595,STR0754,PRD0595,121,16,55,118,6.99,A-04,2026-05-22 01:37:58,ok
STK0596,STR0529,PRD0596,22,2,50,65,9.15,B-08,2026-01-05 12:08:14,low
STK0597,STR0625,PRD0597,83,5,52,78,7.29,B-04,2025-02-17 11:18:44,ok
STK0598,STR0241,PRD0598,42,2,27,67,3.72,F-01,2025-12-24 04:04:26,ok
STK0599,STR0900,PRD0599,194,3,58,76,4.22,F-17,2026-01-24 00:04:53,ok
STK0600,STR0791,PRD0600,154,7,36,67,9.40,F-20,2024-03-04 22:10:46,ok
STK0601,STR0862,PRD0601,131,2,56,80,2.65,B-06,2024-03-19 19:12:46,ok
STK0602,STR0851,PRD0602,129,5,19,22,4.19,C-10,2026-03-17 15:55:51,ok
STK0603,STR0301,PRD0603,168,7,55,165,8.25,C-04,2026-07-27 04:28:25,ok
STK0604,STR0503,PRD0604,131,17,59,71,6.24,F-09,2026-06-29 20:28:23,ok
STK0605,STR0362,PRD0605,121,1,17,35,3.57,B-11,2026-07-07 17:40:53,ok
STK0606,STR0018,PRD0606,3,1,55,120,6.66,C-06,2024-07-26 02:44:38,low
STK0607,STR0282,PRD0607,195,15,16,18,8.11,A-18,2024-12-12 23:36:37,ok
STK0608,STR0873,PRD0608,160,3,60,90,8.82,F-16,2025-03-04 17:27:52,ok
STK0609,STR0215,PRD0609,65,7,12,13,7.49,C-16,2026-06-10 23:16:20,ok
STK0610,STR0175,PRD0610,85,20,55,66,9.15,F-08,2024-12-12 16:43:13,ok
STK0611,STR0252,PRD0611,235,16,32,46,5.37,B-14,2026-02-17 08:25:31,ok
STK0612,STR0168,PRD0612,194,1,20,25,7.10,C-05,2026-01-26 02:20:24,ok
STK0613,STR0632,PRD0613,107,11,45,81,5.55,F-06,2024-05-06 16:19:14,ok
STK0614,STR0095,PRD0614,98,0,38,44,8.16,F-06,2024-03-08 23:54:33,ok
STK0615,STR0527,PRD0615,35,4,16,33,7.30,A-15,2025-08-09 17:54:42,ok
STK0616,STR0444,PRD0616,72,20,56,137,2.77,C-07,2025-08-27 10:15:31,ok
STK0617,STR0157,PRD0617,212,4,46,60,6.70,B-11,2024-03-09 09:59:59,ok
STK0618,STR0649,PRD0618,218,3,16,31,4.47,C-09,2026-07-30 07:41:18,ok
STK0619,STR0387,PRD0619,138,18,54,95,9.27,A-19,2024-07-25 07:06:47,ok
STK0620,STR0840,PRD0620,144,16,15,24,9.02,C-12,2025-02-26 05:04:49,ok
STK0621,STR0685,PRD0621,233,18,56,91,7.81,F-05,2025-06-30 20:05:02,ok
STK0622,STR0302,PRD0622,119,1,19,37,5.85,F-09,2025-04-21 16:10:23,ok
STK0623,STR0129,PRD0623,173,14,16,39,5.63,F-08,2026-06-03 06:08:01,ok
STK0624,STR0264,PRD0624,150,8,10,22,6.11,C-04,2025-03-16 17:42:38,ok
STK0625,STR0309,PRD0625,66,13,29,73,5.60,C-16,2025-04-26 01:36:17,ok
STK0626,STR0530,PRD0626,17,10,28,38,4.93,C-05,2026-03-06 02:30:40,low
STK0627,STR0775,PRD0627,130,12,44,82,5.87,F-11,2024-01-28 00:18:36,ok
STK0628,STR0907,PRD0628,143,7,49,52,2.98,C-08,2024-05-08 01:10:18,ok
STK0629,STR0488,PRD0629,237,9,45,64,5.52,A-08,2026-07-15 02:42:36,ok
STK0630,STR0101,PRD0630,57,13,59,148,4.24,F-11,2025-02-09 05:05:05,low
STK0631,STR0540,PRD0631,56,6,49,111,9.02,F-16,2024-07-25 04:12:47,ok
STK0632,STR0767,PRD0632,198,3,38,84,7.81,C-05,2024-09-10 21:38:01,ok
STK0633,STR0264,PRD0633,29,10,20,20,3.20,B-17,2024-11-23 10:23:10,ok
STK0634,STR0282,PRD0634,193,5,16,34,5.10,F-05,2024-10-07 14:49:50,ok
STK0635,STR0236,PRD0635,249,4,39,44,3.47,F-10,2024-04-17 06:30:27,ok
STK0636,STR0614,PRD0636,123,6,32,93,6.63,A-02,2025-10-29 16:31:32,ok
STK0637,STR0242,PRD0637,41,19,25,63,8.43,F-15,2024-11-22 03:34:08,ok
STK0638,STR0232,PRD0638,244,5,33,45,5.14,A-17,2025-06-14 18:58:00,ok
STK0639,STR0939,PRD0639,135,20,22,51,4.04,C-12,2026-04-28 15:03:59,ok
STK0640,STR0914,PRD0640,201,5,60,113,3.60,B-06,2024-05-16 10:18:41,ok
STK0641,STR0541,PRD0641,154,11,27,33,9.44,A-18,2026-03-24 06:44:29,ok
STK0642,STR0355,PRD0642,195,18,42,116,6.08,A-17,2024-07-09 13:52:18,ok
STK0643,STR0934,PRD0643,25,19,48,82,4.86,B-18,2024-07-05 21:50:17,low
STK0644,STR0509,PRD0644,209,17,55,85,4.25,C-05,2024-01-04 13:10:15,ok
STK0645,STR0422,PRD0645,65,6,22,64,3.79,C-11,2024-10-19 11:54:51,ok
STK0646,STR0831,PRD0646,79,6,22,40,8.96,F-04,2026-07-14 20:39:09,ok
STK0647,STR0456,PRD0647,32,0,50,84,5.39,A-19,2024-12-01 10:15:39,low
STK0648,STR0190,PRD0648,74,8,19,31,3.39,A-01,2024-05-06 05:41:14,ok
STK0649,STR0698,PRD0649,189,14,58,86,5.41,A-13,2024-10-26 16:56:59,ok
STK0650,STR0227,PRD0650,34,20,28,42,4.62,A-17,2026-02-12 20:57:26,ok
STK0651,STR0784,PRD0651,245,9,20,36,6.26,F-17,2025-01-06 18:55:45,ok
STK0652,STR0860,PRD0652,146,0,57,119,3.04,A-05,2024-05-10 03:22:15,ok
STK0653,STR0933,PRD0653,231,11,20,51,5.16,F-20,2024-05-01 16:10:39,ok
STK0654,STR0052,PRD0654,37,3,29,65,7.84,B-16,2024-09-10 06:54:22,ok
STK0655,STR0288,PRD0655,74,19,51,97,9.01,B-02,2025-11-15 20:44:32,ok
STK0656,STR0394,PRD0656,146,20,47,56,8.13,C-05,2026-04-19 20:49:32,ok
STK0657,STR0216,PRD0657,21,18,15,29,5.36,F-17,2026-06-14 12:37:54,ok
STK0658,STR0366,PRD0658,27,12,37,82,3.05,A-04,2026-04-11 05:09:29,low
STK0659,STR0050,PRD0659,13,4,33,70,2.57,A-05,2025-12-26 10:27:57,low
STK0660,STR0449,PRD0660,99,3,13,34,5.61,B-08,2024-05-31 11:45:51,ok
STK0661,STR0399,PRD0661,35,15,31,54,2.51,A-01,2024-02-22 13:49:19,ok
STK0662,STR0020,PRD0662,55,13,34,102,4.57,C-16,2025-04-30 09:43:05,ok
STK0663,STR0245,PRD0663,149,15,59,141,4.34,B-18,2025-02-23 23:13:17,ok
STK0664,STR0879,PRD0664,204,20,38,49,4.80,C-12,2026-02-20 14:12:49,ok
STK0665,STR0077,PRD0665,221,7,34,40,4.06,B-04,2024-09-27 16:32:23,ok
STK0666,STR0607,PRD0666,206,17,14,19,6.73,B-14,2024-10-28 05:27:21,ok
STK0667,STR0874,PRD0667,121,10,18,25,3.80,A-05,2026-07-14 19:18:23,ok
STK0668,STR0680,PRD0668,133,6,12,36,3.67,A-02,2024-08-27 22:08:58,ok
STK0669,STR0390,PRD0669,39,14,24,25,5.92,C-02,2025-08-19 05:23:05,ok
STK0670,STR0802,PRD0670,116,9,53,124,9.48,B-12,2024-09-05 23:48:28,ok
STK0671,STR0885,PRD0671,39,5,46,87,4.08,C-13,2025-06-07 07:49:39,low
STK0672,STR0977,PRD0672,209,8,58,121,5.30,F-08,2024-04-29 17:59:28,ok
STK0673,STR0443,PRD0673,154,9,15,26,4.27,C-20,2024-03-24 12:46:29,ok
STK0674,STR0212,PRD0674,98,7,31,53,9.42,C-06,2024-11-13 06:33:12,ok
STK0675,STR0452,PRD0675,40,13,26,53,9.15,F-13,2024-07-14 13:47:38,ok
STK0676,STR0172,PRD0676,104,15,54,103,8.21,A-16,2025-04-17 18:51:50,ok
STK0677,STR0660,PRD0677,112,0,47,82,6.52,C-11,2024-09-15 09:36:26,ok
STK0678,STR0775,PRD0678,36,5,28,72,4.38,A-12,2026-07-17 07:37:59,ok
STK0679,STR0801,PRD0679,109,4,26,49,4.09,C-20,2025-11-30 05:17:52,ok
STK0680,STR0546,PRD0680,13,4,34,63,9.08,F-03,2025-09-10 20:27:55,low
STK0681,STR0041,PRD0681,177,6,51,88,5.02,F-08,2024-04-17 16:02:25,ok
STK0682,STR0112,PRD0682,109,3,12,23,9.36,F-11,2024-12-30 16:43:20,ok
STK0683,STR0910,PRD0683,226,19,46,93,3.23,B-03,2024-05-29 06:12:31,ok
STK0684,STR0791,PRD0684,189,10,50,85,6.05,B-09,2024-01-08 20:06:25,ok
STK0685,STR0096,PRD0685,88,8,11,17,5.13,F-20,2024-04-04 18:59:41,ok
STK0686,STR0721,PRD0686,134,17,36,39,5.67,B-11,2026-03-30 11:14:51,ok
STK0687,STR0736,PRD0687,191,11,33,97,3.91,B-14,2025-02-09 13:35:23,ok
STK0688,STR0329,PRD0688,67,17,50,107,2.54,C-20,2025-11-28 18:06:27,ok
STK0689,STR0589,PRD0689,144,15,59,92,3.38,B-12,2025-03-30 15:16:02,ok
STK0690,STR0945,PRD0690,41,18,50,132,6.40,A-10,2024-11-27 05:04:30,low
STK0691,STR0394,PRD0691,135,15,20,40,8.24,F-17,2025-02-01 17:33:11,ok
STK0692,STR0600,PRD0692,250,16,41,82,5.90,A-15,2026-03-23 00:05:00,ok
STK0693,STR0883,PRD0693,164,15,37,60,7.37,C-08,2024-03-29 10:55:58,ok
STK0694,STR0778,PRD0694,130,10,16,16,3.38,F-15,2026-03-22 21:55:03,ok
STK0695,STR0691,PRD0695,199,8,48,95,2.55,A-04,2026-07-25 04:56:04,ok
STK0696,STR0925,PRD0696,56,5,53,155,5.47,C-14,2026-01-19 14:47:47,ok
STK0697,STR0073,PRD0697,165,20,55,127,6.89,B-15,2025-06-06 14:34:42,ok
STK0698,STR0176,PRD0698,55,3,38,40,6.22,A-05,2025-07-26 05:43:18,ok
STK0699,STR0890,PRD0699,156,12,51,75,3.39,C-03,2026-05-19 11:23:21,ok
STK0700,STR0868,PRD0700,124,14,32,39,7.23,C-07,2024-10-08 17:05:54,ok
STK0701,STR0043,PRD0701,144,7,55,103,3.89,A-08,2024-02-01 14:35:27,ok
STK0702,STR0067,PRD0702,73,13,29,46,3.56,A-20,2026-01-19 16:36:30,ok
STK0703,STR0162,PRD0703,181,9,46,55,2.13,A-07,2025-10-26 05:27:44,ok
STK0704,STR0505,PRD0704,83,0,43,92,1.34,B-05,2026-03-25 19:42:20,ok
STK0705,STR0914,PRD0705,151,1,27,31,3.69,A-15,2024-04-30 21:37:11,ok
STK0706,STR0853,PRD0706,48,7,12,34,1.21,F-01,2025-12-15 18:29:54,ok
STK0707,STR0104,PRD0707,135,13,26,55,0.90,A-18,2025-12-24 02:10:40,ok
STK0708,STR0488,PRD0708,204,7,54,114,1.77,B-04,2025-10-08 19:11:30,ok
STK0709,STR0822,PRD0709,146,4,60,117,3.44,C-20,2024-09-20 11:25:44,ok
STK0710,STR0503,PRD0710,79,1,36,46,1.48,A-01,2025-09-13 06:25:54,ok
STK0711,STR0653,PRD0711,155,14,51,111,2.23,C-02,2024-01-03 20:22:40,ok
STK0712,STR0609,PRD0712,176,1,39,47,0.57,B-05,2025-07-29 17:16:26,ok
STK0713,STR0645,PRD0713,172,12,54,102,0.71,A-18,2024-01-14 19:49:16,ok
STK0714,STR0387,PRD0714,24,16,10,20,2.91,B-15,2024-03-05 01:08:12,ok
STK0715,STR0007,PRD0715,127,0,13,16,2.48,A-05,2024-08-06 13:01:01,ok
STK0716,STR0136,PRD0716,185,5,17,42,1.01,B-20,2024-03-06 07:49:01,ok
STK0717,STR0327,PRD0717,24,1,57,72,1.08,A-18,2024-04-16 05:17:56,low
STK0718,STR0752,PRD0718,96,6,46,80,2.09,A-01,2025-08-16 19:05:22,ok
STK0719,STR0938,PRD0719,118,19,37,103,3.47,F-03,2024-03-02 22:51:35,ok
STK0720,STR0859,PRD0720,28,19,28,47,2.99,A-03,2025-10-23 09:30:03,low
STK0721,STR0235,PRD0721,214,17,21,30,0.44,B-12,2024-06-23 10:24:41,ok
STK0722,STR0582,PRD0722,97,4,26,63,0.77,C-17,2025-08-23 04:33:33,ok
STK0723,STR0125,PRD0723,110,4,38,51,0.51,A-16,2024-02-01 00:43:49,ok
STK0724,STR0889,PRD0724,200,10,19,35,2.48,C-20,2025-08-29 21:58:00,ok
STK0725,STR0324,PRD0725,83,5,12,34,3.28,C-06,2024-05-10 05:53:42,ok
STK0726,STR0865,PRD0726,132,4,52,93,1.23,C-17,2024-03-19 15:05:40,ok
STK0727,STR0340,PRD0727,178,11,39,81,2.10,A-06,2025-04-02 16:00:03,ok
STK0728,STR0146,PRD0728,247,20,26,75,1.31,B-14,2024-11-30 17:49:48,ok
STK0729,STR0251,PRD0729,247,5,33,62,2.67,A-15,2025-05-12 23:19:01,ok
STK0730,STR0295,PRD0730,128,15,38,53,3.85,B-05,2024-01-05 00:45:59,ok
STK0731,STR0159,PRD0731,4,0,35,61,2.96,B-01,2024-12-31 13:22:48,low
STK0732,STR0109,PRD0732,199,13,43,100,0.44,F-15,2025-03-11 09:56:17,ok
STK0733,STR0315,PRD0733,132,5,20,52,0.41,F-18,2024-01-18 05:32:33,ok
STK0734,STR0511,PRD0734,233,19,22,25,3.98,A-10,2025-11-03 00:59:29,ok
STK0735,STR0236,PRD0735,8,6,54,107,3.46,F-15,2025-11-10 04:18:11,low
STK0736,STR0179,PRD0736,145,1,34,54,0.85,F-10,2026-07-18 15:10:59,ok
STK0737,STR0072,PRD0737,232,1,50,82,0.43,F-04,2025-10-07 01:20:31,ok
STK0738,STR0305,PRD0738,210,10,48,80,1.80,C-17,2025-02-15 12:18:46,ok
STK0739,STR0751,PRD0739,77,11,36,95,1.44,F-04,2025-01-16 02:38:18,ok
STK0740,STR0705,PRD0740,208,14,50,64,1.87,C-07,2025-01-30 22:39:21,ok
STK0741,STR0172,PRD0741,119,18,42,69,0.75,B-17,2025-12-22 12:55:11,ok
STK0742,STR0789,PRD0742,55,5,19,48,0.76,F-14,2025-05-13 01:52:07,ok
STK0743,STR0264,PRD0743,193,17,56,136,0.98,C-05,2026-02-15 11:09:39,ok
STK0744,STR0882,PRD0744,78,19,59,157,3.94,C-14,2025-04-19 16:25:12,ok
STK0745,STR0351,PRD0745,160,20,27,30,2.19,B-01,2024-02-13 16:42:42,ok
STK0746,STR0160,PRD0746,164,9,16,30,0.82,F-14,2025-05-22 07:31:10,ok
STK0747,STR0775,PRD0747,217,9,46,91,2.07,B-18,2026-05-09 14:14:54,ok
STK0748,STR0177,PRD0748,250,4,23,38,1.39,C-11,2025-01-15 10:56:10,ok
STK0749,STR0224,PRD0749,89,13,34,99,2.94,B-05,2026-03-25 02:45:10,ok
STK0750,STR0614,PRD0750,246,13,56,160,1.04,C-16,2025-07-26 21:57:03,ok
STK0751,STR0311,PRD0751,154,4,50,135,2.55,A-08,2026-04-30 08:18:26,ok
STK0752,STR0001,PRD0752,28,7,22,62,2.19,F-13,2024-04-24 02:01:41,ok
STK0753,STR0812,PRD0753,156,11,14,35,0.47,F-16,2024-01-13 19:20:36,ok
STK0754,STR0102,PRD0754,234,2,29,36,3.16,A-12,2026-04-01 01:28:50,ok
STK0755,STR0111,PRD0755,162,4,34,61,3.68,A-12,2025-01-13 08:42:55,ok
STK0756,STR0625,PRD0756,69,17,20,24,0.82,A-12,2026-04-27 12:25:40,ok
STK0757,STR0474,PRD0757,224,12,56,99,3.70,A-19,2024-04-10 01:44:50,ok
STK0758,STR0386,PRD0758,51,14,48,129,0.43,C-01,2025-07-27 17:56:10,ok
STK0759,STR0909,PRD0759,112,19,57,153,3.03,B-04,2025-07-30 02:34:56,ok
STK0760,STR0066,PRD0760,9,9,51,122,2.08,A-02,2024-02-17 14:25:19,low
STK0761,STR0660,PRD0761,148,9,26,40,2.28,A-02,2024-08-04 11:33:33,ok
STK0762,STR0471,PRD0762,124,4,24,72,3.04,A-13,2025-06-06 03:11:20,ok
STK0763,STR0407,PRD0763,144,4,28,56,3.19,F-07,2026-05-10 08:02:08,ok
STK0764,STR0009,PRD0764,213,16,50,72,2.72,F-07,2024-09-13 14:11:57,ok
STK0765,STR0893,PRD0765,100,13,38,66,1.53,A-03,2025-04-25 23:06:51,ok
STK0766,STR0253,PRD0766,20,1,57,115,3.46,C-08,2026-07-16 07:34:27,low
STK0767,STR0516,PRD0767,221,2,40,75,1.43,A-09,2024-10-16 04:41:41,ok
STK0768,STR0443,PRD0768,184,4,28,65,3.77,B-01,2025-08-08 01:04:21,ok
STK0769,STR0687,PRD0769,205,12,26,33,3.84,C-07,2026-02-25 16:57:08,ok
STK0770,STR0752,PRD0770,51,16,56,167,1.71,A-14,2026-02-11 17:46:56,low
STK0771,STR0308,PRD0771,181,4,56,144,2.80,C-10,2024-03-20 17:35:20,ok
STK0772,STR0365,PRD0772,136,15,28,44,2.84,B-18,2026-06-26 11:31:03,ok
STK0773,STR0300,PRD0773,125,4,31,81,2.08,F-06,2025-04-19 10:07:31,ok
STK0774,STR0342,PRD0774,209,14,48,120,2.23,B-06,2025-03-23 07:33:22,ok
STK0775,STR0349,PRD0775,88,9,54,57,1.42,C-05,2024-07-09 00:56:07,ok
STK0776,STR0022,PRD0776,2,1,17,42,2.86,A-04,2026-01-05 11:02:01,low
STK0777,STR0457,PRD0777,134,8,30,53,1.53,B-19,2024-02-19 00:41:07,ok
STK0778,STR0739,PRD0778,88,19,38,107,0.96,F-13,2024-07-18 06:09:05,ok
STK0779,STR1000,PRD0779,190,19,37,59,2.15,B-08,2026-05-30 09:19:53,ok
STK0780,STR0347,PRD0780,205,0,25,27,1.53,B-12,2025-06-29 23:26:14,ok
STK0781,STR0965,PRD0781,50,10,48,132,1.88,B-12,2025-09-14 04:41:28,ok
STK0782,STR0710,PRD0782,52,15,39,66,3.28,A-06,2025-07-11 16:55:18,ok
STK0783,STR0162,PRD0783,79,16,33,95,3.84,A-04,2024-12-09 11:07:23,ok
STK0784,STR0098,PRD0784,188,2,17,45,3.05,C-04,2026-02-01 08:23:57,ok
STK0785,STR0244,PRD0785,170,11,23,58,1.71,B-14,2024-08-09 00:43:27,ok
STK0786,STR0914,PRD0786,75,20,46,68,1.73,A-11,2024-05-14 18:34:37,ok
STK0787,STR0348,PRD0787,109,9,47,86,2.94,B-18,2026-02-09 00:32:01,ok
STK0788,STR0908,PRD0788,140,2,40,98,1.24,A-08,2025-05-18 02:50:15,ok
STK0789,STR0974,PRD0789,175,6,48,92,2.84,A-02,2025-06-27 18:02:39,ok
STK0790,STR0803,PRD0790,210,17,27,76,2.44,B-11,2025-11-04 07:34:03,ok
STK0791,STR0163,PRD0791,184,6,40,118,1.06,F-09,2024-11-05 15:15:09,ok
STK0792,STR0690,PRD0792,199,3,22,49,1.84,A-05,2024-01-01 15:21:13,ok
STK0793,STR0660,PRD0793,153,4,49,119,3.70,F-18,2026-01-09 05:19:45,ok
STK0794,STR0572,PRD0794,75,15,19,49,1.31,C-04,2025-05-03 21:04:34,ok
STK0795,STR0228,PRD0795,101,14,52,153,1.06,B-02,2026-07-05 17:55:03,ok
STK0796,STR0451,PRD0796,220,11,57,61,3.07,F-13,2026-07-10 04:34:37,ok
STK0797,STR0107,PRD0797,175,4,51,144,0.49,C-13,2026-03-15 23:57:46,ok
STK0798,STR0338,PRD0798,144,9,27,32,3.58,F-10,2026-06-07 16:24:26,ok
STK0799,STR0243,PRD0799,52,2,16,21,1.54,C-13,2026-04-22 04:34:02,ok
STK0800,STR0326,PRD0800,79,5,11,23,0.62,B-04,2026-03-15 20:36:59,ok
STK0801,STR0043,PRD0801,100,0,55,146,3.93,B-14,2025-01-23 10:04:38,ok
STK0802,STR0174,PRD0802,59,11,53,147,2.93,A-18,2025-05-20 17:27:58,ok
STK0803,STR0888,PRD0803,43,19,19,24,0.45,F-12,2025-09-12 02:56:13,ok
STK0804,STR0096,PRD0804,51,1,54,161,0.96,F-08,2026-03-12 05:29:09,low
STK0805,STR0978,PRD0805,112,20,15,36,2.38,C-17,2025-03-25 11:32:58,ok
STK0806,STR0698,PRD0806,82,9,27,39,0.41,A-01,2025-12-22 10:50:36,ok
STK0807,STR0662,PRD0807,74,10,60,164,3.98,F-16,2025-12-29 17:01:01,ok
STK0808,STR0943,PRD0808,74,20,17,35,0.96,F-12,2024-06-05 02:36:01,ok
STK0809,STR0514,PRD0809,53,12,16,31,2.95,B-06,2025-07-24 06:33:23,ok
STK0810,STR0228,PRD0810,219,7,60,150,0.67,F-07,2024-03-03 02:16:53,ok
STK0811,STR0341,PRD0811,116,11,57,116,3.26,F-13,2024-03-27 23:25:32,ok
STK0812,STR0465,PRD0812,14,13,21,42,2.69,A-15,2025-08-16 10:13:51,low
STK0813,STR0438,PRD0813,109,12,12,30,0.88,C-01,2026-03-12 07:11:10,ok
STK0814,STR0959,PRD0814,92,4,55,109,3.25,A-02,2025-10-16 02:50:30,ok
STK0815,STR0526,PRD0815,157,11,36,80,2.28,B-05,2025-08-22 04:10:04,ok
STK0816,STR0782,PRD0816,250,15,26,43,3.54,A-09,2024-04-09 22:14:44,ok
STK0817,STR0185,PRD0817,172,0,27,70,3.38,C-07,2026-06-02 22:34:35,ok
STK0818,STR0447,PRD0818,133,16,28,82,2.55,B-11,2026-06-25 02:19:58,ok
STK0819,STR0807,PRD0819,197,1,34,34,3.91,A-03,2026-05-08 02:31:24,ok
STK0820,STR0676,PRD0820,175,0,19,51,3.33,F-04,2025-08-25 06:12:44,ok
STK0821,STR0648,PRD0821,55,17,43,58,0.93,B-19,2024-08-13 17:33:30,ok
STK0822,STR0489,PRD0822,20,3,46,110,0.52,B-18,2024-06-13 15:56:27,low
STK0823,STR0977,PRD0823,156,15,44,121,1.37,B-04,2025-10-04 09:30:48,ok
STK0824,STR0341,PRD0824,0,0,16,45,1.56,C-15,2025-10-16 07:23:14,out_of_stock
STK0825,STR0763,PRD0825,2,2,16,18,0.94,F-15,2025-05-11 12:20:52,low
STK0826,STR0768,PRD0826,32,13,18,26,0.70,C-20,2024-05-14 17:14:38,ok
STK0827,STR0342,PRD0827,32,16,53,131,3.64,B-06,2026-03-04 03:48:53,low
STK0828,STR0110,PRD0828,232,12,60,171,3.27,F-11,2024-05-05 06:27:32,ok
STK0829,STR0500,PRD0829,242,6,41,50,3.16,B-03,2025-12-17 07:14:08,ok
STK0830,STR0923,PRD0830,74,7,46,60,2.56,B-11,2024-08-02 02:58:02,ok
STK0831,STR0731,PRD0831,248,15,60,146,1.39,F-06,2025-06-19 16:45:50,ok
STK0832,STR0351,PRD0832,157,15,25,52,1.02,C-03,2024-05-24 12:52:11,ok
STK0833,STR0883,PRD0833,132,10,18,45,1.15,F-11,2024-06-20 14:26:11,ok
STK0834,STR0393,PRD0834,54,3,48,106,0.75,B-16,2024-05-28 21:41:04,ok
STK0835,STR0786,PRD0835,84,17,26,70,3.86,B-14,2024-09-24 18:24:28,ok
STK0836,STR0548,PRD0836,23,6,57,93,3.35,A-08,2025-06-02 19:00:58,low
STK0837,STR0025,PRD0837,48,9,22,47,3.35,A-16,2025-04-28 17:04:06,ok
STK0838,STR0607,PRD0838,106,16,50,106,3.56,C-15,2025-04-13 17:34:13,ok
STK0839,STR0662,PRD0839,190,13,28,72,2.79,C-10,2025-01-28 06:34:34,ok
STK0840,STR0552,PRD0840,36,16,17,48,3.72,B-20,2026-05-16 17:29:18,ok
STK0841,STR0676,PRD0841,45,4,16,37,3.90,C-17,2026-04-24 07:43:21,ok
STK0842,STR0962,PRD0842,125,8,40,45,1.03,C-02,2024-12-04 21:21:08,ok
STK0843,STR0788,PRD0843,16,2,31,44,3.95,C-13,2025-08-03 09:58:30,low
STK0844,STR0056,PRD0844,139,13,55,96,2.33,F-20,2026-05-24 09:22:13,ok
STK0845,STR0942,PRD0845,109,7,54,123,2.01,F-09,2025-03-31 17:37:36,ok
STK0846,STR0491,PRD0846,226,2,41,70,3.79,C-03,2024-09-14 04:21:39,ok
STK0847,STR0348,PRD0847,190,20,25,58,1.25,B-09,2024-05-15 21:45:26,ok
STK0848,STR0027,PRD0848,108,14,33,50,3.98,F-14,2025-08-17 10:31:04,ok
STK0849,STR0376,PRD0849,107,5,58,149,2.79,A-14,2026-02-14 05:51:09,ok
STK0850,STR0647,PRD0850,12,9,25,39,0.80,B-13,2025-11-15 18:45:42,low
STK0851,STR0876,PRD0851,174,14,41,73,1.92,C-04,2024-02-22 07:54:43,ok
STK0852,STR0884,PRD0852,188,17,53,85,2.40,B-19,2025-12-30 02:04:03,ok
STK0853,STR0924,PRD0853,31,3,57,123,2.77,B-02,2024-01-20 08:25:54,low
STK0854,STR0224,PRD0854,171,1,27,66,1.76,B-11,2026-03-05 08:45:19,ok
STK0855,STR0188,PRD0855,122,3,57,169,3.86,F-07,2024-07-29 08:58:49,ok
STK0856,STR0836,PRD0856,245,6,13,15,1.47,A-14,2025-09-09 15:27:12,ok
STK0857,STR0405,PRD0857,72,11,37,49,2.65,C-16,2026-03-01 16:29:45,ok
STK0858,STR0810,PRD0858,130,20,41,120,2.34,F-17,2026-05-03 08:12:44,ok
STK0859,STR0525,PRD0859,77,16,32,94,2.64,C-15,2026-06-21 20:18:42,ok
STK0860,STR0489,PRD0860,21,9,16,21,0.69,F-20,2025-04-01 14:15:03,ok
STK0861,STR0427,PRD0861,17,1,51,99,0.67,B-08,2026-06-06 10:59:08,low
STK0862,STR0823,PRD0862,90,0,16,29,3.40,B-16,2026-03-14 01:39:57,ok
STK0863,STR0986,PRD0863,101,16,35,89,3.98,C-05,2024-01-28 21:24:17,ok
STK0864,STR0022,PRD0864,58,12,21,42,1.27,A-08,2024-03-18 12:54:26,ok
STK0865,STR0900,PRD0865,81,8,18,24,0.73,A-09,2024-09-18 22:23:45,ok
STK0866,STR0041,PRD0866,187,13,38,85,3.52,A-08,2024-12-01 21:07:24,ok
STK0867,STR0346,PRD0867,45,9,46,122,0.89,C-16,2025-11-10 13:35:21,low
STK0868,STR0055,PRD0868,63,20,55,151,3.06,F-03,2024-02-17 08:46:02,ok
STK0869,STR0553,PRD0869,69,20,60,147,2.42,B-19,2026-01-12 15:40:03,ok
