account_txn_id,order_id,customer_id,store_id,account_type,payment_method,txn_status,amount,currency,auth_code,txn_ts,settlement_date,reference_no
ACC0391,ORD0391,CUS0602,STR0867,cogs,visa,refunded,-38.34,USD,933633,2026-06-20 15:33:42,2026-06-20,REF00000391
ACC0392,ORD0392,CUS0174,STR0491,revenue,amex,captured,84.07,USD,990239,2026-07-17 19:18:41,2026-07-17,REF00000392
ACC0393,ORD0393,CUS0525,STR0922,inventory,mastercard,captured,75.45,USD,117679,2026-03-27 13:28:25,2026-03-27,REF00000393
ACC0394,ORD0394,CUS0173,STR0442,cash,apple_pay,refunded,-87.84,USD,490088,2024-02-23 01:40:01,2024-02-23,REF00000394
ACC0395,ORD0395,CUS0877,STR0665,receivable,google_pay,pending,9.39,USD,396199,2025-12-28 00:15:53,2025-12-28,REF00000395
ACC0396,ORD0396,CUS0503,STR0109,inventory,mastercard,captured,56.95,USD,366043,2025-06-23 15:01:50,2025-06-23,REF00000396
ACC0397,ORD0397,CUS0913,STR0576,card_clearing,visa,refunded,-25.67,USD,485060,2026-06-28 22:14:49,2026-06-28,REF00000397
ACC0398,ORD0398,CUS0087,STR0800,cogs,google_pay,refunded,-47.90,USD,759217,2024-10-17 11:54:49,2024-10-17,REF00000398
ACC0399,ORD0399,CUS0639,STR0736,payable,mastercard,captured,67.07,USD,149272,2025-12-10 19:37:49,2025-12-10,REF00000399
ACC0400,ORD0400,CUS0383,STR0597,card_clearing,apple_pay,captured,35.44,USD,999044,2024-04-07 08:06:21,2024-04-07,REF00000400
ACC0401,ORD0401,CUS0129,STR0714,inventory,apple_pay,captured,79.75,USD,913847,2025-06-18 14:03:42,2025-06-18,REF00000401
ACC0402,ORD0402,CUS0437,STR0519,loyalty_liability,mastercard,pending,34.00,USD,881109,2025-03-10 04:28:19,2025-03-10,REF00000402
ACC0403,ORD0403,CUS0954,STR0702,card_clearing,apple_pay,refunded,-67.87,USD,106916,2025-11-17 07:33:25,2025-11-17,REF00000403
ACC0404,ORD0404,CUS0189,STR0829,revenue,cash,refunded,-69.39,USD,962412,2026-05-31 02:43:07,2026-05-31,REF00000404
ACC0405,ORD0405,CUS0497,STR0084,receivable,cash,refunded,-75.89,USD,909017,2026-06-22 16:50:37,2026-06-22,REF00000405
ACC0406,ORD0406,CUS0615,STR0832,inventory,google_pay,pending,30.53,USD,929053,2024-05-09 23:40:07,2024-05-09,REF00000406
ACC0407,ORD0407,CUS0229,STR0925,card_clearing,google_pay,captured,18.54,USD,791661,2025-06-27 00:00:51,2025-06-27,REF00000407
ACC0408,ORD0408,CUS0012,STR0981,inventory,google_pay,voided,39.73,USD,903694,2025-06-10 00:48:07,2025-06-10,REF00000408
ACC0409,ORD0409,CUS0662,STR0445,revenue,amex,pending,87.24,USD,921556,2025-10-15 12:04:03,2025-10-15,REF00000409
ACC0410,ORD0410,CUS0555,STR0478,loyalty_liability,cash,captured,14.72,USD,290187,2024-03-29 01:23:42,2024-03-29,REF00000410
ACC0411,ORD0411,CUS0865,STR0922,receivable,amex,voided,67.11,USD,718639,2026-03-22 03:04:29,2026-03-22,REF00000411
ACC0412,ORD0412,CUS0639,STR0152,revenue,apple_pay,captured,44.28,USD,886668,2025-08-23 14:24:40,2025-08-23,REF00000412
ACC0413,ORD0413,CUS0434,STR0313,loyalty_liability,mastercard,captured,28.29,USD,762617,2026-05-02 17:39:05,2026-05-02,REF00000413
ACC0414,ORD0414,CUS0783,STR0763,receivable,visa,captured,62.04,USD,866694,2024-01-02 06:51:16,2024-01-02,REF00000414
ACC0415,ORD0415,CUS0111,STR0005,revenue,mastercard,captured,24.16,USD,342543,2025-09-29 00:39:06,2025-09-29,REF00000415
ACC0416,ORD0416,CUS0356,STR0792,payable,mastercard,pending,17.96,USD,822205,2025-02-16 18:52:26,2025-02-16,REF00000416
ACC0417,ORD0417,CUS0658,STR0594,receivable,amex,pending,85.40,USD,370197,2026-01-27 01:05:53,2026-01-27,REF00000417
ACC0418,ORD0418,CUS0292,STR0894,receivable,gift_card,pending,56.72,USD,461459,2025-01-05 17:36:02,2025-01-05,REF00000418
ACC0419,ORD0419,CUS0376,STR0617,loyalty_liability,google_pay,captured,31.95,USD,464932,2025-02-02 21:28:36,2025-02-02,REF00000419
ACC0420,ORD0420,CUS0538,STR0048,cash,gift_card,captured,47.88,USD,488640,2024-04-18 06:04:39,2024-04-18,REF00000420
ACC0421,ORD0421,CUS0096,STR0618,loyalty_liability,apple_pay,captured,26.38,USD,708529,2026-04-12 15:27:32,2026-04-12,REF00000421
ACC0422,ORD0422,CUS0604,STR0983,receivable,cash,captured,34.82,USD,685558,2024-09-19 00:04:49,2024-09-19,REF00000422
ACC0423,ORD0423,CUS0458,STR0356,inventory,amex,captured,77.87,USD,699589,2024-01-05 20:38:50,2024-01-05,REF00000423
ACC0424,ORD0424,CUS0022,STR0529,card_clearing,visa,captured,50.80,USD,202514,2024-06-28 11:48:38,2024-06-28,REF00000424
ACC0425,ORD0425,CUS0379,STR0101,receivable,gift_card,voided,69.66,USD,463401,2024-01-28 18:21:30,2024-01-28,REF00000425
ACC0426,ORD0426,CUS0221,STR0742,revenue,apple_pay,pending,33.48,USD,903357,2026-02-14 04:14:17,2026-02-14,REF00000426
ACC0427,ORD0427,CUS0193,STR0088,loyalty_liability,apple_pay,pending,48.93,USD,941868,2026-03-27 06:00:59,2026-03-27,REF00000427
ACC0428,ORD0428,CUS0262,STR0941,loyalty_liability,amex,captured,79.50,USD,986683,2025-12-19 08:54:57,2025-12-19,REF00000428
ACC0429,ORD0429,CUS0750,STR0128,inventory,cash,pending,82.29,USD,868832,2024-01-12 13:23:07,2024-01-12,REF00000429
ACC0430,ORD0430,CUS0181,STR0061,loyalty_liability,amex,captured,16.40,USD,208755,2024-05-06 01:05:39,2024-05-06,REF00000430
ACC0431,ORD0431,CUS0538,STR0124,cogs,google_pay,pending,24.76,USD,899992,2025-12-22 11:57:59,2025-12-22,REF00000431
ACC0432,ORD0432,CUS0558,STR0117,receivable,mastercard,captured,66.67,USD,442779,2024-05-12 03:46:56,2024-05-12,REF00000432
ACC0433,ORD0433,CUS0904,STR0372,card_clearing,amex,pending,46.31,USD,236001,2024-05-28 11:39:10,2024-05-28,REF00000433
ACC0434,ORD0434,CUS0130,STR0270,loyalty_liability,amex,captured,86.41,USD,543403,2025-08-27 16:11:05,2025-08-27,REF00000434
ACC0435,ORD0435,CUS0675,STR0966,receivable,visa,voided,69.93,USD,288990,2024-08-04 04:06:50,2024-08-04,REF00000435
ACC0436,ORD0436,CUS0347,STR0263,inventory,gift_card,voided,61.21,USD,890142,2025-04-08 15:54:34,2025-04-08,REF00000436
ACC0437,ORD0437,CUS0362,STR0090,revenue,google_pay,pending,29.59,USD,453372,2026-07-13 18:24:23,2026-07-13,REF00000437
ACC0438,ORD0438,CUS0676,STR0721,inventory,gift_card,captured,85.09,USD,603895,2025-02-15 10:15:16,2025-02-15,REF00000438
ACC0439,ORD0439,CUS0586,STR0433,revenue,apple_pay,pending,22.28,USD,510086,2024-09-21 08:39:09,2024-09-21,REF00000439
ACC0440,ORD0440,CUS0630,STR0468,card_clearing,amex,voided,90.64,USD,547241,2024-12-03 13:46:22,2024-12-03,REF00000440
ACC0441,ORD0441,CUS0400,STR0761,card_clearing,gift_card,captured,68.37,USD,252260,2025-09-17 07:28:26,2025-09-17,REF00000441
ACC0442,ORD0442,CUS0991,STR0864,payable,gift_card,captured,57.93,USD,769388,2025-01-09 02:35:17,2025-01-09,REF00000442
ACC0443,ORD0443,CUS0571,STR0068,loyalty_liability,google_pay,captured,41.39,USD,437160,2024-06-08 12:16:10,2024-06-08,REF00000443
ACC0444,ORD0444,CUS0447,STR0230,payable,apple_pay,pending,52.35,USD,475331,2025-05-23 18:30:02,2025-05-23,REF00000444
ACC0445,ORD0445,CUS0471,STR0123,loyalty_liability,mastercard,pending,25.50,USD,378398,2025-10-12 08:55:03,2025-10-12,REF00000445
ACC0446,ORD0446,CUS0185,STR0926,inventory,google_pay,captured,44.87,USD,169547,2025-10-14 00:49:07,2025-10-14,REF00000446
ACC0447,ORD0447,CUS0880,STR0427,revenue,apple_pay,refunded,-18.99,USD,637600,2025-06-17 15:35:10,2025-06-17,REF00000447
ACC0448,ORD0448,CUS0195,STR0344,cogs,visa,captured,99.33,USD,877987,2025-02-08 03:57:06,2025-02-08,REF00000448
ACC0449,ORD0449,CUS0219,STR0208,receivable,amex,captured,13.51,USD,635871,2024-07-25 08:20:15,2024-07-25,REF00000449
ACC0450,ORD0450,CUS0045,STR0283,cogs,visa,captured,13.31,USD,214925,2025-09-12 05:54:24,2025-09-12,REF00000450
ACC0451,ORD0451,CUS0382,STR0226,revenue,cash,captured,40.69,USD,111807,2024-12-27 10:20:05,2024-12-27,REF00000451
ACC0452,ORD0452,CUS0332,STR0871,card_clearing,visa,captured,79.00,USD,823730,2025-10-06 13:49:35,2025-10-06,REF00000452
ACC0453,ORD0453,CUS0556,STR0957,receivable,apple_pay,refunded,-35.75,USD,389861,2025-01-03 04:29:05,2025-01-03,REF00000453
ACC0454,ORD0454,CUS0957,STR0602,cash,amex,captured,102.24,USD,614573,2025-10-06 22:44:44,2025-10-06,REF00000454
ACC0455,ORD0455,CUS0666,STR0627,cash,gift_card,captured,28.20,USD,385908,2024-11-21 09:00:07,2024-11-21,REF00000455
ACC0456,ORD0456,CUS0777,STR0566,inventory,visa,pending,12.94,USD,666611,2026-03-09 00:32:51,2026-03-09,REF00000456
ACC0457,ORD0457,CUS0920,STR0900,payable,google_pay,captured,32.77,USD,546707,2025-06-03 19:38:14,2025-06-03,REF00000457
ACC0458,ORD0458,CUS0772,STR0377,revenue,visa,captured,59.96,USD,880694,2024-06-05 08:18:43,2024-06-05,REF00000458
ACC0459,ORD0459,CUS0298,STR0016,payable,apple_pay,pending,79.83,USD,627990,2024-05-01 10:17:16,2024-05-01,REF00000459
ACC0460,ORD0460,CUS0351,STR0645,payable,mastercard,captured,71.23,USD,381444,2025-07-22 10:28:00,2025-07-22,REF00000460
ACC0461,ORD0461,CUS0207,STR0421,cogs,google_pay,voided,18.31,USD,563007,2025-12-02 10:14:13,2025-12-02,REF00000461
ACC0462,ORD0462,CUS0234,STR0313,revenue,amex,captured,70.42,USD,312399,2025-07-24 02:54:19,2025-07-24,REF00000462
ACC0463,ORD0463,CUS0884,STR0830,card_clearing,cash,captured,13.12,USD,649045,2024-09-25 15:30:58,2024-09-25,REF00000463
ACC0464,ORD0464,CUS0133,STR0237,revenue,cash,refunded,-102.02,USD,249241,2025-11-30 13:04:03,2025-11-30,REF00000464
ACC0465,ORD0465,CUS0754,STR0819,revenue,google_pay,pending,61.96,USD,918807,2025-07-06 17:31:24,2025-07-06,REF00000465
ACC0466,ORD0466,CUS0071,STR0325,payable,cash,captured,50.28,USD,693496,2024-07-26 16:41:37,2024-07-26,REF00000466
ACC0467,ORD0467,CUS0593,STR0218,card_clearing,visa,refunded,-49.06,USD,819627,2024-03-27 14:58:29,2024-03-27,REF00000467
ACC0468,ORD0468,CUS0808,STR0120,loyalty_liability,google_pay,captured,15.74,USD,138444,2024-05-25 11:24:26,2024-05-25,REF00000468
ACC0469,ORD0469,CUS0118,STR0032,revenue,gift_card,captured,13.19,USD,772265,2025-02-11 23:21:14,2025-02-11,REF00000469
ACC0470,ORD0470,CUS0319,STR0600,receivable,google_pay,voided,92.96,USD,800606,2025-06-13 03:22:52,2025-06-13,REF00000470
ACC0471,ORD0471,CUS0022,STR0206,card_clearing,apple_pay,voided,40.52,USD,449049,2026-05-02 02:24:54,2026-05-02,REF00000471
ACC0472,ORD0472,CUS0792,STR0723,cogs,google_pay,refunded,-97.96,USD,395795,2026-04-02 13:39:44,2026-04-02,REF00000472
ACC0473,ORD0473,CUS0220,STR0186,inventory,google_pay,captured,63.86,USD,776926,2025-04-23 00:31:04,2025-04-23,REF00000473
ACC0474,ORD0474,CUS0837,STR0743,inventory,mastercard,captured,53.22,USD,912607,2025-11-08 04:31:41,2025-11-08,REF00000474
ACC0475,ORD0475,CUS0986,STR0611,cash,apple_pay,captured,22.07,USD,988368,2024-09-12 09:38:29,2024-09-12,REF00000475
ACC0476,ORD0476,CUS0303,STR0351,inventory,cash,captured,37.29,USD,759062,2025-01-02 15:47:12,2025-01-02,REF00000476
ACC0477,ORD0477,CUS0035,STR0745,cash,mastercard,refunded,-58.36,USD,628175,2026-03-02 11:26:58,2026-03-02,REF00000477
ACC0478,ORD0478,CUS0219,STR0659,cogs,amex,pending,72.39,USD,802264,2025-02-18 10:22:53,2025-02-18,REF00000478
ACC0479,ORD0479,CUS0310,STR0549,cogs,mastercard,pending,74.97,USD,431174,2025-04-17 05:13:53,2025-04-17,REF00000479
ACC0480,ORD0480,CUS0309,STR0994,revenue,visa,refunded,-28.16,USD,528864,2025-05-25 17:59:06,2025-05-25,REF00000480
ACC0481,ORD0481,CUS0601,STR0096,payable,apple_pay,refunded,-80.26,USD,427028,2025-02-03 03:22:14,2025-02-03,REF00000481
ACC0482,ORD0482,CUS0277,STR0240,cash,mastercard,captured,44.48,USD,805111,2026-04-11 13:03:13,2026-04-11,REF00000482
ACC0483,ORD0483,CUS0751,STR0616,card_clearing,mastercard,captured,41.22,USD,878934,2025-06-30 12:27:47,2025-06-30,REF00000483
ACC0484,ORD0484,CUS0742,STR0585,cogs,visa,voided,50.24,USD,313614,2024-06-22 23:41:33,2024-06-22,REF00000484
ACC0485,ORD0485,CUS0480,STR0452,revenue,visa,captured,103.30,USD,790783,2024-12-04 13:56:31,2024-12-04,REF00000485
ACC0486,ORD0486,CUS0743,STR0219,payable,mastercard,captured,43.75,USD,729887,2025-01-31 23:16:46,2025-01-31,REF00000486
ACC0487,ORD0487,CUS0119,STR0837,loyalty_liability,google_pay,captured,102.29,USD,400469,2026-07-20 10:17:39,2026-07-20,REF00000487
ACC0488,ORD0488,CUS0843,STR0086,receivable,apple_pay,voided,79.12,USD,905235,2026-03-03 17:20:39,2026-03-03,REF00000488
ACC0489,ORD0489,CUS0242,STR0638,loyalty_liability,visa,captured,68.80,USD,247297,2026-02-16 14:52:06,2026-02-16,REF00000489
ACC0490,ORD0490,CUS0522,STR0122,card_clearing,gift_card,pending,33.63,USD,473854,2025-06-21 09:20:20,2025-06-21,REF00000490
ACC0491,ORD0491,CUS0405,STR0789,payable,apple_pay,refunded,-45.55,USD,699487,2025-09-24 13:19:38,2025-09-24,REF00000491
ACC0492,ORD0492,CUS0692,STR0474,inventory,visa,captured,85.70,USD,599656,2024-10-02 12:41:17,2024-10-02,REF00000492
ACC0493,ORD0493,CUS0893,STR0372,revenue,google_pay,voided,20.49,USD,956816,2025-09-28 12:33:39,2025-09-28,REF00000493
ACC0494,ORD0494,CUS0352,STR0209,cash,mastercard,captured,37.10,USD,690978,2024-02-24 15:54:23,2024-02-24,REF00000494
ACC0495,ORD0495,CUS0333,STR0291,payable,amex,voided,14.70,USD,944800,2025-06-02 15:08:01,2025-06-02,REF00000495
ACC0496,ORD0496,CUS0930,STR0632,inventory,visa,captured,36.62,USD,255398,2026-03-21 01:04:48,2026-03-21,REF00000496
ACC0497,ORD0497,CUS0898,STR0622,cogs,google_pay,refunded,-66.70,USD,128693,2025-01-15 23:58:33,2025-01-15,REF00000497
ACC0498,ORD0498,CUS0156,STR0670,receivable,cash,captured,24.19,USD,494967,2024-10-15 05:42:37,2024-10-15,REF00000498
ACC0499,ORD0499,CUS0512,STR0437,loyalty_liability,visa,voided,47.04,USD,547424,2025-09-25 09:59:50,2025-09-25,REF00000499
ACC0500,ORD0500,CUS0714,STR0561,cash,gift_card,captured,42.23,USD,168877,2024-09-04 04:23:24,2024-09-04,REF00000500
ACC0501,ORD0501,CUS0701,STR0953,cash,google_pay,captured,56.00,USD,469885,2024-01-29 21:37:51,2024-01-29,REF00000501
ACC0502,ORD0502,CUS0336,STR0708,loyalty_liability,amex,captured,27.69,USD,404536,2025-04-01 11:30:36,2025-04-01,REF00000502
ACC0503,ORD0503,CUS0749,STR0119,revenue,visa,pending,42.96,USD,938852,2024-08-07 13:20:49,2024-08-07,REF00000503
ACC0504,ORD0504,CUS0347,STR0228,cash,visa,refunded,-49.31,USD,858294,2025-01-27 13:13:55,2025-01-27,REF00000504
ACC0505,ORD0505,CUS0228,STR0477,revenue,cash,pending,72.42,USD,467344,2024-04-05 22:12:53,2024-04-05,REF00000505
ACC0506,ORD0506,CUS0645,STR0089,revenue,mastercard,captured,25.94,USD,773986,2025-02-20 11:05:52,2025-02-20,REF00000506
ACC0507,ORD0507,CUS0932,STR0822,revenue,google_pay,voided,29.65,USD,920567,2025-05-28 17:16:15,2025-05-28,REF00000507
ACC0508,ORD0508,CUS0167,STR0104,receivable,amex,voided,91.74,USD,298855,2025-09-08 12:09:21,2025-09-08,REF00000508
ACC0509,ORD0509,CUS0397,STR0844,cogs,amex,captured,13.94,USD,149283,2026-07-14 20:46:13,2026-07-14,REF00000509
ACC0510,ORD0510,CUS0474,STR0163,inventory,cash,captured,39.20,USD,850630,2024-08-19 11:31:03,2024-08-19,REF00000510
ACC0511,ORD0511,CUS0813,STR0747,inventory,mastercard,pending,77.90,USD,344991,2026-04-06 21:13:05,2026-04-06,REF00000511
ACC0512,ORD0512,CUS0015,STR0101,cash,apple_pay,refunded,-87.76,USD,459313,2024-02-18 17:03:51,2024-02-18,REF00000512
ACC0513,ORD0513,CUS0292,STR0978,loyalty_liability,gift_card,pending,11.67,USD,821187,2025-04-29 10:45:08,2025-04-29,REF00000513
ACC0514,ORD0514,CUS0436,STR0106,cogs,visa,voided,49.36,USD,197527,2025-01-30 19:39:17,2025-01-30,REF00000514
ACC0515,ORD0515,CUS0472,STR0654,payable,cash,pending,79.09,USD,983555,2024-09-08 18:48:46,2024-09-08,REF00000515
ACC0516,ORD0516,CUS0653,STR0875,inventory,google_pay,refunded,-69.86,USD,995189,2025-06-27 07:44:15,2025-06-27,REF00000516
ACC0517,ORD0517,CUS0584,STR0629,payable,google_pay,pending,57.26,USD,821548,2024-12-18 15:26:26,2024-12-18,REF00000517
ACC0518,ORD0518,CUS0379,STR0600,payable,cash,pending,10.99,USD,625579,2024-06-05 03:24:49,2024-06-05,REF00000518
ACC0519,ORD0519,CUS0776,STR0458,inventory,apple_pay,pending,37.70,USD,935520,2026-03-23 08:10:10,2026-03-23,REF00000519
ACC0520,ORD0520,CUS0007,STR0697,payable,apple_pay,voided,56.25,USD,476881,2026-03-07 01:24:58,2026-03-07,REF00000520
ACC0521,ORD0521,CUS0715,STR0964,payable,apple_pay,refunded,-86.84,USD,654154,2025-09-14 14:46:29,2025-09-14,REF00000521
ACC0522,ORD0522,CUS0468,STR0648,cash,google_pay,pending,41.88,USD,347305,2026-06-23 22:27:16,2026-06-23,REF00000522
ACC0523,ORD0523,CUS0316,STR0716,card_clearing,apple_pay,voided,66.81,USD,589158,2026-01-12 09:30:21,2026-01-12,REF00000523
ACC0524,ORD0524,CUS0483,STR0794,receivable,apple_pay,captured,16.62,USD,627912,2026-07-15 18:18:23,2026-07-15,REF00000524
ACC0525,ORD0525,CUS0142,STR0479,payable,google_pay,pending,38.85,USD,703003,2025-08-13 17:22:39,2025-08-13,REF00000525
ACC0526,ORD0526,CUS0940,STR0418,cogs,mastercard,voided,64.99,USD,182874,2025-08-05 23:47:45,2025-08-05,REF00000526
ACC0527,ORD0527,CUS0387,STR0304,cash,mastercard,pending,60.44,USD,898565,2025-01-02 19:20:37,2025-01-02,REF00000527
ACC0528,ORD0528,CUS0825,STR0531,receivable,cash,captured,101.95,USD,968734,2025-07-27 15:19:44,2025-07-27,REF00000528
ACC0529,ORD0529,CUS0441,STR0535,cogs,cash,captured,51.89,USD,841229,2026-02-06 14:54:56,2026-02-06,REF00000529
ACC0530,ORD0530,CUS0758,STR0209,loyalty_liability,gift_card,captured,9.61,USD,146723,2024-09-26 12:38:38,2024-09-26,REF00000530
ACC0531,ORD0531,CUS0947,STR0824,revenue,amex,captured,73.98,USD,640969,2026-05-15 02:17:32,2026-05-15,REF00000531
ACC0532,ORD0532,CUS0070,STR0277,receivable,mastercard,refunded,-17.11,USD,949326,2024-04-29 06:29:01,2024-04-29,REF00000532
ACC0533,ORD0533,CUS0465,STR0832,cogs,cash,captured,74.61,USD,104334,2025-04-19 22:01:13,2025-04-19,REF00000533
ACC0534,ORD0534,CUS0447,STR0099,revenue,apple_pay,voided,83.60,USD,166325,2026-07-02 19:47:01,2026-07-02,REF00000534
ACC0535,ORD0535,CUS0070,STR0177,card_clearing,mastercard,pending,26.09,USD,717685,2025-02-04 10:16:06,2025-02-04,REF00000535
ACC0536,ORD0536,CUS0992,STR0026,cash,cash,captured,29.64,USD,928671,2026-02-13 00:43:02,2026-02-13,REF00000536
ACC0537,ORD0537,CUS0198,STR0420,loyalty_liability,gift_card,pending,33.72,USD,281760,2025-03-23 21:14:06,2025-03-23,REF00000537
ACC0538,ORD0538,CUS0396,STR0640,card_clearing,visa,pending,86.26,USD,567797,2024-06-17 05:10:44,2024-06-17,REF00000538
ACC0539,ORD0539,CUS0641,STR0135,cash,google_pay,pending,62.50,USD,348514,2024-01-03 15:59:05,2024-01-03,REF00000539
ACC0540,ORD0540,CUS0119,STR0738,cogs,cash,captured,99.95,USD,104328,2026-03-24 03:33:19,2026-03-24,REF00000540
ACC0541,ORD0541,CUS0214,STR0848,cash,cash,voided,45.65,USD,512898,2025-04-15 08:43:57,2025-04-15,REF00000541
ACC0542,ORD0542,CUS0177,STR0584,inventory,google_pay,captured,84.89,USD,526661,2024-02-01 23:07:09,2024-02-01,REF00000542
ACC0543,ORD0543,CUS0878,STR0610,cash,google_pay,captured,61.13,USD,522518,2026-02-18 13:27:54,2026-02-18,REF00000543
ACC0544,ORD0544,CUS0530,STR0205,cash,amex,refunded,-64.19,USD,345175,2025-10-14 14:56:33,2025-10-14,REF00000544
ACC0545,ORD0545,CUS0633,STR0919,receivable,amex,captured,88.71,USD,198478,2025-04-05 06:35:08,2025-04-05,REF00000545
ACC0546,ORD0546,CUS0335,STR0084,cash,visa,captured,58.81,USD,206668,2025-06-22 03:48:23,2025-06-22,REF00000546
ACC0547,ORD0547,CUS0918,STR0553,cogs,mastercard,refunded,-26.45,USD,558374,2024-07-19 23:42:33,2024-07-19,REF00000547
ACC0548,ORD0548,CUS0177,STR0609,cash,visa,captured,46.10,USD,839091,2026-01-04 11:21:20,2026-01-04,REF00000548
ACC0549,ORD0549,CUS0641,STR0275,revenue,apple_pay,refunded,-31.72,USD,237368,2025-10-17 18:49:33,2025-10-17,REF00000549
ACC0550,ORD0550,CUS0131,STR0527,payable,apple_pay,captured,67.37,USD,677744,2026-04-30 23:58:11,2026-04-30,REF00000550
ACC0551,ORD0551,CUS0223,STR0793,payable,cash,captured,28.71,USD,716647,2024-09-28 10:44:32,2024-09-28,REF00000551
ACC0552,ORD0552,CUS0266,STR0142,inventory,amex,refunded,-84.48,USD,301424,2025-02-20 12:52:51,2025-02-20,REF00000552
ACC0553,ORD0553,CUS0084,STR0261,payable,mastercard,refunded,-38.17,USD,301178,2026-04-24 06:53:48,2026-04-24,REF00000553
ACC0554,ORD0554,CUS0703,STR0979,cash,google_pay,captured,48.20,USD,806303,2024-10-24 21:39:05,2024-10-24,REF00000554
ACC0555,ORD0555,CUS0879,STR0405,cogs,amex,captured,56.33,USD,869339,2024-07-04 21:50:51,2024-07-04,REF00000555
ACC0556,ORD0556,CUS0522,STR0410,cash,mastercard,pending,31.25,USD,411442,2024-11-02 01:29:55,2024-11-02,REF00000556
ACC0557,ORD0557,CUS0733,STR0968,payable,mastercard,refunded,-41.13,USD,737364,2024-10-04 17:41:39,2024-10-04,REF00000557
ACC0558,ORD0558,CUS0159,STR0490,payable,apple_pay,pending,82.51,USD,858934,2024-02-13 15:42:17,2024-02-13,REF00000558
ACC0559,ORD0559,CUS0653,STR0634,card_clearing,visa,voided,81.39,USD,695656,2026-02-04 06:47:54,2026-02-04,REF00000559
ACC0560,ORD0560,CUS0700,STR0881,cash,cash,pending,29.23,USD,307290,2025-12-04 04:17:18,2025-12-04,REF00000560
ACC0561,ORD0561,CUS0054,STR0538,cash,gift_card,voided,91.74,USD,680526,2024-11-25 16:49:05,2024-11-25,REF00000561
ACC0562,ORD0562,CUS0927,STR0910,card_clearing,apple_pay,captured,78.87,USD,748830,2024-03-22 10:38:16,2024-03-22,REF00000562
ACC0563,ORD0563,CUS0974,STR0466,inventory,visa,pending,78.98,USD,421061,2026-01-27 15:44:47,2026-01-27,REF00000563
ACC0564,ORD0564,CUS0596,STR0532,cogs,cash,captured,66.46,USD,151955,2025-11-17 14:12:23,2025-11-17,REF00000564
ACC0565,ORD0565,CUS0240,STR0232,loyalty_liability,mastercard,captured,53.31,USD,944934,2024-12-27 16:25:17,2024-12-27,REF00000565
ACC0566,ORD0566,CUS0189,STR0253,inventory,mastercard,captured,81.65,USD,822667,2026-04-10 03:09:23,2026-04-10,REF00000566
ACC0567,ORD0567,CUS0609,STR0749,inventory,mastercard,pending,40.33,USD,468977,2025-03-25 23:17:17,2025-03-25,REF00000567
ACC0568,ORD0568,CUS0908,STR0538,loyalty_liability,visa,captured,44.89,USD,218264,2024-07-05 10:25:46,2024-07-05,REF00000568
ACC0569,ORD0569,CUS0554,STR0037,revenue,visa,voided,36.11,USD,974592,2026-06-11 16:17:54,2026-06-11,REF00000569
ACC0570,ORD0570,CUS0437,STR0119,cogs,apple_pay,captured,88.92,USD,135873,2025-11-30 04:28:13,2025-11-30,REF00000570
ACC0571,ORD0571,CUS0488,STR0872,loyalty_liability,gift_card,captured,43.66,USD,712232,2024-02-05 15:58:56,2024-02-05,REF00000571
ACC0572,ORD0572,CUS0401,STR0466,payable,apple_pay,voided,53.86,USD,390897,2025-12-15 08:01:16,2025-12-15,REF00000572
ACC0573,ORD0573,CUS0733,STR0311,receivable,google_pay,captured,79.34,USD,823578,2025-04-06 20:30:51,2025-04-06,REF00000573
ACC0574,ORD0574,CUS0972,STR0128,cogs,amex,captured,53.58,USD,958077,2025-09-11 11:32:24,2025-09-11,REF00000574
ACC0575,ORD0575,CUS0019,STR0830,revenue,apple_pay,pending,76.32,USD,619823,2024-09-14 17:46:35,2024-09-14,REF00000575
ACC0576,ORD0576,CUS0574,STR0220,card_clearing,gift_card,captured,88.95,USD,821907,2024-12-14 20:35:35,2024-12-14,REF00000576
ACC0577,ORD0577,CUS0328,STR0724,receivable,amex,voided,102.14,USD,100573,2025-05-01 12:46:10,2025-05-01,REF00000577
ACC0578,ORD0578,CUS0057,STR0796,loyalty_liability,mastercard,captured,26.59,USD,458441,2024-12-23 07:54:06,2024-12-23,REF00000578
ACC0579,ORD0579,CUS0847,STR0944,loyalty_liability,amex,refunded,-16.33,USD,246477,2025-01-22 14:06:12,2025-01-22,REF00000579
ACC0580,ORD0580,CUS0712,STR0030,card_clearing,amex,captured,62.31,USD,588674,2025-02-24 15:23:20,2025-02-24,REF00000580
ACC0581,ORD0581,CUS0632,STR0555,card_clearing,visa,pending,63.02,USD,274252,2026-02-13 22:38:27,2026-02-13,REF00000581
ACC0582,ORD0582,CUS0182,STR0658,inventory,amex,refunded,-62.11,USD,310888,2026-06-25 11:14:55,2026-06-25,REF00000582
ACC0583,ORD0583,CUS0904,STR0821,cash,amex,voided,49.95,USD,368125,2026-06-12 15:13:59,2026-06-12,REF00000583
ACC0584,ORD0584,CUS0183,STR0032,cogs,mastercard,captured,65.56,USD,858778,2025-03-05 18:11:52,2025-03-05,REF00000584
ACC0585,ORD0585,CUS0066,STR0873,cash,cash,captured,94.67,USD,496014,2025-08-25 07:17:15,2025-08-25,REF00000585
ACC0586,ORD0586,CUS0041,STR0479,payable,apple_pay,captured,102.02,USD,404195,2025-08-13 08:47:59,2025-08-13,REF00000586
